UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,PAD1,SEA,PD,RGRP,ELG,ELGI,ELGC,TBR,ADAM,PAD2,BPEN,PAD3,BRAND,SYNC,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,REG,SIRE,BAND,IDX,DAM,CAUSE,TRT,YRREC
80IN00570,1977016180,77,2,P6180,,73, 02,,2,,,1,,,,25,,009,,,, 1,160,163,,163,30,,01,,,504107,8,,493407,,1,1980
80IN00571,1977016182,77,2,P6182,,73, 02,1,2,,,1,,,,25,,005,,,, 2,116,128,,120,30,,01,,,504107,8,,487207,,,1980
80IN00572,1977016185,77,2,P6185,,74, 04,0,2,,,1,,,,25,,013,,,,10,144,184,,165,30,,01,,,474507,8,,476407,,,1980
80IN00573,1977016186,77,2,P6186,,73, 02,,2,3,,1,,,,25,,,,,, 2,158,161,3,,30,,01,0929,,504107,3,,509707,93,,1980
80IN00574,1977016188,77,2,P6188,,74, 02,,2,,,1,,,,25,,002,,,, 2,140,153,,180,30,,01,,,504107,8,,511607,,1,1980
80IN00575,1977016189,77,2,P6189,,73, 02,0,2,,,1,,,,25,,013,,,, 3,133,157,,146,30,,01,,,504107,8,,513707,,,1980
80IN00576,1977016195,77,2,P6195,,73, 05,,2,,,0,,,,25,,011,,,, 2,158,159,,168,30,,01,,,427408,8,,161109,,1,1980
80IN00577,1977016202,77,4,P6202,,73, 01,,2,,,1,,,,25,,,,,,,155,0,,,30,,01,,,479407,M,,221707,,,1980
80IN00578,1977016208,77,2,P6208,,74, 06,0,2,,,0,,,,25,,013,,,, 3,122,142,,137,30,,01,,,237909,8,,005808,,,1980
80IN00579,1977016217,77,2,P6217,,75, 11,0,2,,,1,,,,25,,013,,,, 2,112,128,,128,30,,01,,,515407,8,,504307,,,1980
80IN00580,1977016224,77,2,P6224,,75, 12,,2,,,1,,,,25,,,,,,,94,0,6,,30,,01,0526,,437007,8,,526407,14,,1980
80IN00581,1977016230,77,2,P6230,,75, 10,,2,,,1,,,,25,,003,,,, 3,123,126,,168,30,,01,,,511807,7,,528407,,3,1980
80IN00582,1977016233,77,4,P6233,,75, 12,,2,,,1,,,,25,,,,,,,155,0,3,,30,,01,1020,,437007,M,,467707,93,,1980
80IN00583,1977016243,77,2,P6243,,75, 11,,2,,,1,,,,25,,008,,,, 5,111,147,,173,30,,01,,,515407,8,,509107,,2,1980
80IN00584,1977016245,77,2,P6245,,75, 13,,2,,,0,,,,25,,010,,,, 2,162,163,,205,30,,01,,,425309,8,,370508,,3,1980
80IN00585,1977016254,77,2,P6254,,75, 14,,2,,,0,,,,25,,004,,,, 2,102,123,,150,30,,01,,,427408,8,,063909,,2,1980
80IN00586,1978016262,78,2,P6262,,74,008,,1,3,,0,,,,20,,006,,,,10,115,128,,130,30,,01,,,425309,8,,386008,,1,1980
80IN00587,1978016265,78,1,P6265,,73,002,,1,2,,1,,,,20,,286,,,,,181,217,2,,30,,01,0918, 813,539907,M,,153907,92,,1980
80IN00588,1978016266,78,2,P6266,,75,005,0,1,,,0,,,,20,,013,,,, 3,133,171,,154,30,,01,,,282908,8,,063409,,,1980
80IN00589,1978016267,78,2,P6267,,75,005,,1,,,0,,,,20,,,,,,,139,0,6,,30,,01,0526,,282908,7,,063409,14,,1980
80IN00590,1978016277,78,2,P6277,,73,007,,1,,,0,,,,20,,002,,,, 2,131,153,,159,30,,01,,,233109,8,,219308,,1,1980
80IN00591,1978016278,78,2,P6278,,73,007,1,1,,,0,,,,20,,006,,,, 2,155,166,,159,30,,01,,,233109,8,,219308,,,1980
80IN00592,1978016295,78,2,P6295,,74,003,,1,2,,1,,,,20,,140,,,, 1,122,130,2,,30,,01,0918, 710,553507,8,,158507,92,,1980
80IN00593,1978016299,78,2,P6299,,75,010,,1,,,1,,,,20,,001,,,,,135,0,7,,30,,01,0912,,524507,8,,232907,97,,1980
80IN00594,1978016306,78,2,P6306,,74,004,,1,3,,1,,,,20,,005,,,,12,122,148,4,,30,,01,,,549107,8,,484007,,,1980
80IN00595,1978016309,78,2,P6309,,75,009,,1,,,1,,,,20,,003,,,, 1,133,134,,157,30,,01,,,523007,8,,286907,,3,1980
80IN00596,1978016311,78,2,P6311,,75,010,,1,,,1,,,,20,,008,,,, 2,126,140,,173,30,,01,,,524507,8,,375207,,2,1980
80IN00597,1978016312,78,2,P6312,,74,008,,1,,,0,,,,20,,007,,,, 1,127,154,,172,30,,01,,,425309,8,,449008,,1,1980
80IN00598,1978016313,78,2,P6313,,74,008,,1,,,0,,,,20,,012,,,, 2,128,132,,162,30,,01,,,425309,8,,449008,,1,1980
80IN00599,1978016314,78,2,P6314,,74,008,,1,,,0,,,,20,,004,,,, 2,149,171,,183,30,,01,,,425309,8,,139408,,1,1980
80IN00600,1978016327,78,1,P6327,,73,002,,1,2,,1,,,,20,,287,,,,,191,212,2,,30,,01,0918, 814,539907,M,,163907,92,,1980
80IN00601,1978016332,78,2,P6332,,73, 07,,1,,,0,,,,20,,004,,,, 1,133,147,,160,30,,01,,,233109,8,,001908,,1,1980
80IN00602,1978016366,78,2,P6366,,73,002,,1,,,1,,,,20,,006,,,, 2,110,127,,142,30,,01,,,539907,8,,485607,,1,1980
80IN00603,1978016367,78,2,P6367,,74,003,0,1,,,1,,,,20,,013,,,, 3,130,167,,154,30,,01,,,553507,8,,350207,,,1980
80IN00604,1978016368,78,2,P6368,,74,003,,1,,,1,,,,20,,002,,,, 1,182,146,,162,30,,01,,,553507,8,,350207,,1,1980
80IN00605,1978016370,78,2,P6370,,73,007,,1,,,0,,,,20,,009,,,, 2,144,158,,168,30,,01,,,233109,8,,369508,,1,1980
80IN00606,1978016376,78,2,P6376,,74,006,1,1,,,0,,,,20,,005,,,, 3,164,199,,165,30,,01,,,427408,8,,246509,,,1980
80IN00607,1978016386,78,2,P6386,,74,003,,1,,,1,,,,20,,005,,,, 2,135,139,,134,30,,01,,,553507,8,,210407,,1,1980
80IN00608,1978016398,78,2,P6398,,73,002,,1,,,1,,,,20,,002,,,, 1,126,139,,148,30,,01,,,539907,8,,207707,,1,1980
80IN00609,1978016400,78,2,P6400,,73,005,,1,,,0,,,,20,,011,,,, 2,159,165,,190,30,,01,,,282908,8,,317609,,1,1980
80IN00610,1978016404,78,1,P6404,,73,005,,1,2,,0,,,,20,,331,,,,,197,220,2,,30,,01,0918,,282908,M,,284009,92,,1980
80IN00611,1978016408,78,2,P6408,,74,003,,1,2,,1,,,,20,,144,,,, 1,142,178,2,,30,,01,0918, 763,553507,8,,173607,92,,1980
80IN00612,1978016409,78,2,P6409,,75,008,,1,,,0,,,,20,,,,,,,0,0,6,,30,,01,0215,,425309,*,,368108,43,,1980
80IN00613,1978016419,78,2,P6419,,73,002,,1,,,1,,,,20,,004,,,, 2,139,163,,170,30,,01,,,539907,8,,429807,,1,1980
80IN00614,1978016430,78,2,P6430,,75,010,,1,,,1,,,,20,,010,,,, 1,122,133,,170,30,,01,,,524507,8,,524007,,3,1980
80IN00615,1978016431,78,2,P6431,,75,010,,1,,,1,,,,20,,001,,,, 1,126,144,,170,30,,01,,,524507,8,,524007,,2,1980
80IN00616,1978016440,78,2,P6440,,74,004,,1,,,1,,,,20,,007,,,, 4,143,150,,161,30,,01,,,549107,8,,243207,,1,1980
80IN00617,1978016445,78,2,P6445,,75,009,1,1,,,1,,,,20,,005,,,, 3,146,153,,156,30,,01,,,523007,8,,143007,,,1980
80IN00618,1978016448,78,2,P6448,,73,005,,1,,,0,,,,20,,009,,,, 1,122,145,,172,30,,01,,,282908,8,,297409,,1,1980
80IN00619,1978016452,78,2,P6452,,74,004,,1,,,1,,,,20,,012,,,, 2,112,142,,152,30,,01,,,549107,8,,445307,,1,1980
80IN00620,1978016453,78,2,P6453,,74,004,,1,,,1,,,,20,,002,,,, 1,115,130,,145,30,,01,,,549107,8,,445307,,1,1980
80IN00621,1978016462,78,2,P6462,,73,001,,1,,,1,,,,20,,006,,,, 2,118,126,,144,30,,01,,,535807,7,,474207,,1,1980
80IN00622,1978016465,78,2,P6465,,73,002,,1,3,,1,,,,20,,,,,,12,141,148,4,,30,,01,,,539907,8,,519107,,,1980
80IN00623,1978016478,78,2,P6478,,74,004,,1,,,1,,,,20,,004,,,, 2,114,126,,142,30,,01,,,549107,8,,511007,,1,1980
80IN00624,1978016481,78,2,P6481,,75,009,,1,,,1,,,,20,,002,,,, 2,133,144,,185,30,,01,,,523007,8,,444007,,3,1980
80IN00625,1978016483,78,2,P6483,,74,006,,1,,,0,,,,20,,007,,,, 2,128,146,,168,30,,01,,,427408,7,,220009,,1,1980
80IN00626,1978016484,78,2,P6484,,,006,,1,3,3,0,,,,20,,,,,1, 9,150,144,3,,30,,01,0929,,427408,K,,220009,93,,1980
80IN00627,1978016485,78,1,P6485,,74,008,,1,2,,0,,,,20,,,,,,,178,204,3,,30,,01,0922,,425309,M,,289808,93,,1980
80IN00628,1978016486,78,2,P6486,,74,008,,1,,,0,,,,20,,005,,,, 1,143,161,,178,30,,01,,,425309,8,,289808,,1,1980
80IN00629,1978016489,78,2,P6489,,73,005,,1,,,0,,,,20,,011,,,, 2,133,148,,163,30,,01,,,282908,8,,281209,,1,1980
80IN00630,1978016497,78,2,P6497,,74,008,0,1,,,0,,,,20,,013,,,, 2,136,151,,129,30,,01,,,425309,8,,123408,,,1980
80IN00631,1978016518,78,2,P6518,,73,002,,1,,,1,,,,20,,,,,,,0,0,7,,30,,01,0610,,539907,*,,126607,97,,1980
80IN00632,1978016521,78,2,P6521,,74,004,,1,,,1,,,,20,,012,,,, 1,124,141,,163,30,,01,,,549107,8,,207207,,1,1980
80IN00633,1978016524,78,2,P6524,,73,002,,1,,,1,,,,20,,006,,,, 1,137,141,,158,30,,01,,,539907,8,,499007,,1,1980
80IN00634,1978016528,78,2,P6528,,74,006,0,1,,,0,,,,20,,013,,,, 3,138,156,,144,30,,01,,,427408,8,,299309,,,1980
80IN00635,1978016533,78,2,P6533,,75,010,,1,,,1,,,,20,,003,,,, 1,113,126,,158,30,,01,,,524507,8,,529507,,2,1980
80IN00636,1978016538,78,2,P6538,,74,006,0,1,,,0,,,,20,,013,,,, 2,137,176,,147,30,,01,,,427408,8,,351509,,,1980
80IN00637,1978016539,78,2,P6539,,74,006,,1,,,0,,,,20,,,,,,,110,0,6,,30,,01,0615,,427408,8,,351509,01,,1980
80IN00638,1978016540,78,2,P6540,,75,009,,1,,,1,,,,20,,008,,,, 2,118,132,,179,30,,01,,,523007,7,,305007,,3,1980
80IN00639,1978016546,78,2,P6546,,75,010,,1,2,,1,,,,20,,144,,,, 1,129,143,2,,30,,01,0918, 759,524507,8,,129507,92,,1980
80IN00640,1978016547,78,2,P6547,,75,010,0,1,,,1,,,,20,,013,,,, 2,127,160,,150,30,,01,,,524507,8,,129507,,,1980
80IN00641,1978016549,78,2,P6549,,74,004,1,1,,,1,,,,20,,005,,,, 3,120,156,,146,30,,01,,,549107,8,,476407,,,1980
80IN00642,1978016557,78,2,P6557,,74,004,1,1,,,1,,,,20,,006,,,, 2,122,143,,141,30,,01,,,549107,8,,516407,,,1980
80IN00643,1978016565,78,2,P6565,,74,006,,1,,,0,,,,20,,002,,,, 2,130,146,,157,30,,01,,,427408,8,,284409,,1,1980
80IN00644,1978016566,78,2,P6566,,74,006,,1,,,0,,,,20,,004,,,, 2,138,152,,162,30,,01,,,427408,8,,284409,,1,1980
80IN00645,1978016568,78,2,P6568,,73,005,,1,,,0,,,,20,,002,,,, 1,127,137,,160,30,,01,,,282908,8,,008909,,1,1980
80IN00646,1978016572,78,2,P6572,,74,006,0,1,,,0,,,,20,,013,,,, 3,133,178,,174,30,,01,,,427408,8,,274109,,,1980
80IN00647,1978016579,78,2,P6579,,74,006,,1,,,0,,,,20,,012,,,, 2,123,133,,150,30,,01,,,427408,8,,011109,,1,1980
80IN00648,1978016580,78,2,P6580,,74,006,,1,,,0,,,,20,,007,,,, 1,111,131,,137,30,,01,,,427408,8,,011109,,1,1980
80IN00649,1978016602,78,2,P6602,,75,009,,1,,,1,,,,20,,010,,,, 1,138,150,,187,30,,01,,,523007,8,,246707,,2,1980
80IN00650,1978016604,78,2,P6604,,74,003,,1,,,1,,,,20,,005,,,, 1,113,124,,137,30,,01,,,553507,8,,532107,,1,1980
80IN00651,1978016607,78,2,P6607,,75,009,,1,,,1,,,,20,,001,,,, 1,122,144,,200,30,,01,,,523007,8,,269907,,3,1980
80IN00652,1978016618,78,2,P6618,,74,008,,1,,,0,,,,20,,004,,,, 2,146,160,,177,30,,01,,,425309,8,,363408,,1,1980
80IN00653,1978016621,78,2,P6621,,75,010,,1,,,1,,,,20,,004,,,, 1,125,148,,192,30,,01,,,524507,8,,404907,,2,1980
80IN00654,1978016623,78,2,P6623,,75,006,,1,,,0,,,,20,,003,,,, 2,151,166,,208,30,,01,,,427408,8,,412409,,3,1980
80IN00655,1978016624,78,2,P6624,,75,006,,1,,,0,,,,20,,010,,,, 3,143,169,,169,30,,01,,,427408,8,,412409,,2,1980
80IN00656,1978016625,78,2,P6625,,73,007,1,1,,,0,,,,20,,005,,,, 2,152,187,,174,30,,01,,,233109,8,,239808,,,1980
80IN00657,1978016627,78,1,P6627,,75,010,,1,2,,1,,,,20,,285,,,,,175,201,2,,30,,01,0918, 812,524507,M,,526007,92,,1980
80IN00658,1978016629,78,2,P6629,,73,005,,1,,,0,,,,20,,009,,,, 2,123,147,,146,30,,01,,,282908,8,,412509,,1,1980
80IN00659,1978016651,78,2,P6651,,75,009,,1,,,1,,,,20,,008,,,, 2,123,143,,186,30,,01,,,523007,7,,526607,,3,1980
80IN00660,1978016655,78,2,P6655,,75,009,0,1,,,1,,,,20,,013,,,, 2,130,160,,145,30,,01,,,523007,8,,245107,,,1980
80IN00661,1978016658,78,2,P6658,,74,003,,1,,,1,,,,20,,002,,,, 1,106,120,,146,30,,01,,,553507,8,,511607,,1,1980
80IN00662,1978016677,78,2,P6677,,74,003,,1,,,1,,,,20,,005,,,, 2,123,140,,159,30,,01,,,553507,8,,483607,,1,1980
80IN00663,1978016679,78,2,P6679,,75,007,,1,2,,0,,,,20,,158,,,, 1,137,136,2,,30,,01,0918,,233109,8,,182708,92,,1980
80IN00664,1978016680,78,2,P6680,,75,007,,1,,,0,,,,20,,001,,,, 1,131,143,,172,30,,01,,,233109,8,,182708,,2,1980
80IN00665,1978016685,78,2,P6685,,75,010,,1,,,1,,,,20,,002,,,, 2,134,148,,206,30,,01,,,524507,8,,314007,,3,1980
80IN00666,1978016687,78,2,P6687,,73,002,,1,2,,1,,,,20,,145,,,, 1,101,120,2,,30,,01,0918, 753,539907,8,,547007,92,,1980
80IN00667,1978016690,78,2,P6690,,75,009,1,1,,,1,,,,20,,006,,,, 2,171,166,,174,30,,01,,,523007,8,,461307,,,1980
80IN00668,1978016702,78,2,P6702,,75,010,,1,,,1,,,,20,,003,,,, 2,110,124,,160,30,,01,,,524507,8,,213907,,2,1980
80IN00669,1978016706,78,2,P6706,,74,006,,1,,,0,,,,20,,007,,,, 2,159,173,,198,30,,01,,,427408,7,,202409,,1,1980
80IN00670,1978016719,78,2,P6719,,75,005,1,1,,,0,,,,20,,008,,,, 3,156,160,,196,30,,01,,,282908,8,,443709,,2,1980
80IN00671,1978016755,78,2,P6755,,75,006,1,1,,,0,,,,20,,006,,,, 2,150,171,,162,30,,01,,,427408,8,,439809,,,1980
80IN00672,1978016762,78,2,P6762,,74,004,,1,,,1,,,,20,,012,,,, 2,119,142,,154,30,,01,,,549107,8,,531407,,1,1980
80IN00673,1978016782,78,2,P6782,,73,007,,1,,,0,,,,20,,004,,,, 1,133,152,,157,30,,01,,,233109,8,,144508,,1,1980
80IN00674,1978016793,78,2,P6793,,73,002,,1,2,,1,,,,20,,144,,,, 1,133,158,2,,30,,01,0918, 757,539907,8,,546407,92,,1980
80IN00675,1978016795,78,2,P6795,,74,003,,1,2,,1,,,,20,,159,,,, 1,108,100,2,,30,,01,0918,,553507,8,,523207,92,,1980
80IN00676,1978016813,78,2,P6813,,74,003,,1,,,1,,,,20,,012,,,, 1,139,165,,175,30,,01,,,553507,8,,269507,,1,1980
80IN00677,1978016818,78,2,P6818,,75,010,,1,,,1,,,,20,,010,,,, 1,141,149,,198,30,,01,,,524507,8,,472507,,3,1980
80IN00678,1978016838,78,2,P6838,,74,003,,1,,,1,,,,20,,007,,,, 1,120,137,,155,30,,01,,,553507,8,,512907,,1,1980
80IN00679,1978016850,78,2,P6850,,74,003,,1,,,1,,,,20,,005,,,, 2,88,96,,,30,,01,,,553507,8,,412907,,1,1980
80IN00680,1978016859,78,2,P6859,,74,004,,1,3,,1,,,,20,,145,,,,11,112,135,2,,30,,01,0918, 762,549107,8,,541507,92,,1980
80IN00681,1978016864,78,2,P6864,,75,009,,1,,,1,,,,20,,001,,,, 1,123,146,,179,30,,01,,,523007,8,,435007,,2,1980
80IN00682,1978016884,78,2,P6884,,75,006,,1,,,0,,,,20,,,,,,,120,0,6,,30,,01,0604,,427408,8,,073709,01,,1980
80IN00683,1978016892,78,2,P6892,,75,009,1,1,,,1,,,,20,,005,,,, 2,160,202,,180,30,,01,,,523007,8,,482307,,,1980
80IN00684,1978016897,78,2,P6897,,75,007,,1,2,,0,,,,20,,147,,,, 1,132,138,2,,30,,01,0918, 760,233109,8,,154408,92,,1980
80IN00685,1978016901,78,2,P6901,,74,004,,1,,,1,,,,20,,,,,,,0,0,7,,30,,01,0610,,549107,*,,052507,97,,1980
80IN00686,1978016907,78,2,P6907,,73,001,,1,3,,1,,,,20,,006,,,,10,136,156,,174,30,,01,,,535807,8,,540207,,1,1980
80IN00687,1978016920,78,2,P6920,,73,001,,1,,,1,,,,20,,002,,,, 2,134,143,,166,30,,01,,,535807,8,,221707,,1,1980
80IN00688,1978016921,78,2,P6921,,73,001,,1,,,1,,,,20,,004,,,, 2,129,153,,171,30,,01,,,535807,8,,486007,,1,1980
80IN00689,1978016924,78,2,P6924,,73,002,,1,,,1,,,,20,,006,,,, 2,135,136,,160,30,,01,,,539907,8,,549007,,1,1980
80IN00690,1978016925,78,2,P6925,,73,001,,1,,,1,,,,20,,009,,,, 2,130,136,,149,30,,01,,,535807,8,,554707,,1,1980
80IN00691,1978016926,78,2,P6926,,73,001,,1,,,1,,,,20,,011,,,, 2,126,147,,155,30,,01,,,535807,8,,535407,,1,1980
80IN00692,1978016934,78,2,P6934,,73,001,,1,,,1,,,,20,,002,,,, 1,135,152,,166,30,,01,,,535807,8,,548907,,1,1980
80IN00693,1978016936,78,2,P6936,,73,001,,1,,,1,,,,20,,004,,,, 2,149,163,,180,30,,01,,,535807,8,,552007,,1,1980
80IN00694,1978016943,78,2,P6943,,73,002,,1,,,1,,,,20,,006,,,, 1,117,137,,161,30,,01,,,539907,8,,537407,,1,1980
80IN00695,1978016945,78,2,P6945,,73,002,,1,,,1,,,,20,,004,,,, 2,133,148,,162,30,,01,,,539907,8,,538407,,1,1980
80IN00696,1978016946,78,2,P6946,,73,002,,1,,,1,,,,20,,002,,,, 1,118,130,,,30,,01,,,539907,8,,538407,,1,1980
80IN00697,1978016953,78,2,P6953,,74,008,,1,,,0,,,,20,,004,,,, 2,140,154,,170,30,,01,,,425309,8,,125508,,1,1980
80IN00698,1978016956,78,2,P6956,,73,001,,1,,,1,,,,20,,006,,,, 2,127,150,,156,30,,01,,,535807,8,,475607,,1,1980
80IN00699,1978016957,78,2,P6957,,73,001,,1,,,1,,,,20,,011,,,, 1,137,165,,182,30,,01,,,535807,8,,531007,,1,1980
80IN00700,1978016961,78,2,P6961,,73,001,,1,,,1,,,,20,,006,,,, 2,129,143,,,30,,01,,,535807,8,,511107,,1,1980
80IN00701,1978016963,78,2,P6963,,73,001,,1,,,1,,,,20,,009,,,, 2,142,149,,170,30,,01,,,535807,8,,493407,,1,1980
80IN00702,1978016971,78,2,P6971,,74,003,,1,2,,1,,,,20,,145,,,, 1,120,127,2,,30,,01,0918, 755,553507,8,,538107,92,,1980
80IN00703,1978016980,78,2,P6980,,71,712,,1,,,0,,,,20,,712,,,, 2,118,143,,,30,,01,,,213708,1,,142309,,,1980
80IN00704,1978016994,78,2,P6994,,70,703,,1,,,1,,,,20,,701,,,, 2,140,166,,,30,,01,,,573507,2,,498907,,,1980
80IN00705,1978016995,78,2,P6995,,70,703,,1,,,1,,,,20,,,,,,,106,0,6,,30,,01,0526,,573507,1,,498907,14,,1980
80IN00706,1978017007,78,2,P7007,,70,704,,1,,,1,,,,20,,702,,,, 1,101,125,,,30,,01,,,584607,1,,468307,,,1980
80IN00707,1978017009,78,2,P7009,,70,702,,1,,,0,,,,20,,703,,,, 2,149,164,,,30,,01,,,427408,3,,209709,,,1980
80IN00708,1978017014,78,2,P7014,,70,702,,1,,,0,,,,20,,704,,,, 2,154,142,,,30,,01,,,427408,1,,162809,,,1980
80IN00709,1978017016,78,2,P7016,,71,713,,1,,,1,,,,20,,713,,,, 2,123,140,,,30,,01,,,556507,2,,241507,,,1980
80IN00710,1978017018,78,1,P7018,,70,703,,1,2,,1,,,,20,,,,,,,202,193,3,,30,,01,0922,,573507,M,272,505207,93,,1980
80IN00711,1978017020,78,2,P7020,,70,703,,1,,,1,,,,20,,701,,,, 2,128,134,,,30,,01,,,573507,2,,471607,,,1980
80IN00712,1978017021,78,2,P7021,,70,702,,1,,,0,,,,20,,701,,,, 4,128,142,,,30,,01,,,427408,3,,264009,,,1980
80IN00713,1978017030,78,2,P7030,,71,712,,1,,,0,,,,20,,714,,,, 2,106,123,,,30,,01,,,213708,1,,211709,,,1980
80IN00714,1978017033,78,2,P7033,,,714,,1,3,3,1,,,,20,,,,,1, 2,175,165,3,,30,,01,0929,,479407,K,,468507,93,,1980
80IN00715,1978017034,78,2,P7034,,70,701,,1,,,0,,,,20,,702,,,, 2,110,139,,,30,,01,,,233109,1,,170308,,,1980
80IN00716,1978017038,78,2,P7038,,70,703,,1,,,1,,,,20,,703,,,, 2,133,155,,,30,,01,,,573507,1,,293007,,,1980
80IN00717,1978017041,78,2,P7041,,70,704,,1,,,1,,,,20,,704,,,, 2,84,113,,,30,,01,,,584607,2,,177007,,,1980
80IN00718,1978017044,78,2,P7044,,71,714,,1,,,1,,,,20,,712,,,, 2,132,146,,,30,,01,,,479407,2,,455507,,,1980
80IN00719,1978017063,78,2,P7063,,71,712,,1,,,0,,,,20,,,,,,,0,0,6,,30,,01,0101,,213708,*,,416809,10,,1980
80IN00720,1978017066,78,2,P7066,,71,714,,1,,,1,,,,20,,713,,,, 2,139,154,,,30,,01,,,479407,2,,318107,,,1980
80IN00721,1978017067,78,2,P7067,,71,714,,1,,,1,,,,20,,714,,,, 1,138,155,,,30,,01,,,479407,1,,318107,,,1980
80IN00722,1978017068,78,1,P7068,,71,714,,1,2,,1,,,,20,,317,,,,,181,202,2,,30,,01,0918, 850,479407,M,244,318107,92,,1980
80IN00723,1978017071,78,2,P7071,,70,703,,1,,,1,,,,20,,,,,,,113,0,6,,30,,01,0526,,573507,2,,149807,14,,1980
80IN00724,1978017074,78,2,P7074,,71,713,,1,,,1,,,,20,,712,,,, 2,119,131,,,30,,01,,,556507,2,,145907,,,1980
80IN00725,1978017076,78,2,P7076,,71,712,,1,,,0,,,,20,,713,,,, 2,125,134,,,30,,01,,,213708,1,,127709,,,1980
80IN00726,1978017077,78,2,P7077,,71,701,,1,,,0,,,,20,,714,,,, 2,128,138,,,30,,01,,,233109,2,,069608,,,1980
80IN00727,1978017078,78,2,P7078,,71,701,,1,,,0,,,,20,,,,,,,0,0,6,,30,,01,0101,,233109,*,,069608,10,,1980
80IN00728,1978017086,78,2,P7086,,71,701,,1,,,0,,,,20,,711,,,, 2,98,123,,,30,,01,,,233109,1,,177308,,,1980
80IN00729,1978017093,78,2,P7093,,70,701,,1,,,0,,,,20,,701,,,, 2,122,146,,,30,,01,,,233109,1,,301008,,,1980
80IN00730,1978017094,78,2,P7094,,70,703,,1,,,1,,,,20,,702,,,, 2,121,130,,,30,,01,,,573507,3,,598707,,,1980
80IN00731,1978017097,78,2,P7097,,71,712,,1,3,,0,,,,20,,,,,,12,113,116,4,,30,,01,,,213708,1,,008509,,,1980
80IN00732,1978017101,78,2,P7101,,70,704,,1,,,1,,,,20,,703,,,, 2,127,146,,,30,,01,,,584607,2,,245207,,,1980
80IN00733,1978017104,78,2,P7104,,70,703,,1,,,1,,,,20,,,,,,,0,0,7,,30,,01,0610,,573507,*,,136407,97,,1980
80IN00734,1978017105,78,2,P7105,,70,701,,1,,,0,,,,20,,704,,,, 2,114,129,,,30,,01,,,233109,1,,315408,,,1980
80IN00735,1978017108,78,2,P7108,,70,703,,1,,,1,,,,20,,701,,,, 2,123,127,,,30,,01,,,573507,2,,565307,,,1980
80IN00736,1978017114,78,2,P7114,,70,703,,1,,,1,,,,20,,702,,,, 2,120,133,,,30,,01,,,573507,3,,589907,,,1980
80IN00737,1978017124,78,2,P7124,,71,713,,1,,,1,,,,20,,,,,,,0,0,6,,30,,01,0502,,556507,*,,443807,01,,1980
80IN00738,1978017130,78,2,P7130,,71,713,,1,,,1,,,,20,,712,,,, 2,113,127,,,30,,01,,,556507,1,,313307,,,1980
80IN00739,1978017131,78,2,P7131,,71,713,,1,,,1,,,,20,,713,,,, 2,133,154,,,30,,01,,,556507,1,,313307,,,1980
80IN00740,1978017140,78,1,P7140,,71,712,,1,2,,0,,,,20,,349,,,,,166,180,2,,30,,01,0918,,213708,M,235,132909,92,,1980
80IN00741,1978017159,78,2,P7159,,70,703,,1,,,1,,,,20,,703,,,, 2,125,136,,,30,,01,,,573507,1,,193407,,,1980
80IN00742,1978017161,78,2,P7161,,70,703,,1,,,1,,,,20,,704,,,, 2,140,160,,,30,,01,,,573507,1,,502707,,,1980
80IN00743,1978017165,78,2,P7165,,71,714,,1,,,1,,,,20,,714,,,, 2,136,151,,,30,,01,,,479407,2,,467507,,,1980
80IN00744,1978017166,78,2,P7166,,71,714,,1,,,1,,,,20,,712,,,, 2,110,136,,,30,,01,,,479407,2,,467507,,,1980
80IN00745,1978017167,78,2,P7167,,71,713,,1,,,1,,,,20,,711,,,, 2,111,131,,,30,,01,,,556507,1,,464107,,,1980
80IN00746,1978017170,78,1,P7170,,71,714,,1,2,,1,,,,20,,,,,,,189,214,3,,30,,01,0922,,479407,M,257,138107,93,,1980
80IN00747,1978017174,78,2,P7174,,70,703,,1,,,1,,,,20,,701,,,, 2,128,138,,,30,,01,,,573507,3,,492507,,,1980
80IN00748,1978017189,78,2,P7189,,70,704,,1,,,1,,,,20,,702,,,, 2,97,128,,,30,,01,,,584607,1,,432807,,,1980
80IN00749,1978017196,78,2,P7196,,71,712,,1,,,0,,,,20,,713,,,, 2,108,133,,,30,,01,,,213708,1,,075609,,,1980
80IN00750,1978017208,78,2,P7208,,71,713,,1,,,1,,,,20,,,,,,,132,0,6,,30,,01,0725,,556507,2,,497507,01,,1980
80IN00751,1978017210,78,2,P7210,,70,704,,1,,,1,,,,20,,703,,,, 2,108,130,,,30,,01,,,584607,2,,465607,,,1980
80IN00752,1978017225,78,2,P7225,,71,712,,1,,,0,,,,20,,714,,,, 1,130,154,,,30,,01,,,213708,1,,278709,,,1980
80IN00753,1978017232,78,2,P7232,,71,712,,1,,,0,,,,20,,711,,,, 2,128,148,,,30,,01,,,213708,2,,377709,,,1980
80IN00754,1978017244,78,2,P7244,,71,713,,1,,,1,,,,20,,712,,,, 2,119,139,,,30,,01,,,556507,1,,583507,,,1980
80IN00755,1978017251,78,2,P7251,,70,703,,1,,,1,,,,20,,704,,,, 2,120,133,,,30,,01,,,573507,2,,295707,,,1980
80IN00756,1978017252,78,2,P7252,,71,714,,1,,,1,,,,20,,713,,,, 2,134,153,,,30,,01,,,479407,1,,596907,,,1980
