UID,ID10,YR,SEX,ETAG,C8,LINE,PEN,C14,SEA,PD,RGRP,ELG,INBR,TBR,ADAM,STM,TM,HORN,BPEN,YRWT,FACE,BAG,SPRGWT,FALLWT,DISP,LNDAM,STAPL,CLFL,BRD,DAYDIS,GRFL,FLGR,SIRE,BAND,IDX,DAM,CAUSE,XVET,YRREC
74IN01356,1970184883,70,2,C4883,3,76,761,,8,,,,,,5,07,6,,761, 08,06, 1,128,171,,76,,,18,,106,2,393018,8,,798914,,,1974
74IN01357,1970184893,70,2,C4893,3,73,730,,8,,,,,,5,07,6,,730, 83,09, 3,136,171,,73,,,18,,076,2,361218,,,831614,,,1974
74IN01358,1970184894,70,2,C4894,3,73,730,,,,,,,,5,07,6,,731, 77,11, 2,131,156,,73,,,18,,079,2,361218,,,831614,,,1974
74IN01359,1970184907,70,2,C4907,3,78,782,,,,,,,,5,07,6,,08, 00,10, 3,142,170,,78,,,18,,104,2,368118,,,792514,,,1974
74IN01360,1970184910,70,2,C4910,3,76,762,,8,,,,,,,07,6,,, 79,11, 2,126,144,3,76,,,18,0930,084,2,351618,8,,953014,93,,1974
74IN01361,1970184920,70,2,C4920,3,75,752,,8,,,,,,5,07,6,,751, 83,07, 2,126,144,,75,,,18,,078,1,387318,,,618111,,,1974
74IN01362,1970184926,70,2,C4926,3,78,782,,8,,,,,,5,07,6,,05, 91,11, 2,126,147,,78,,,18,,078,2,368118,,,887614,,,1974
74IN01363,1970184929,70,2,C4929,3,72,830,,,,,,,,5,07,3,,990, 68,13, 2,106,122,,72,,,18,,079,2,308018,,,200418,,,1974
74IN01364,1970184934,70,2,C4934,3,70,700,,,,,,,,5,07,2,,702, 86,08, 4,137,161,,70,,,18,,089,2,389518,,,234018,,,1974
74IN01365,1970184935,70,2,C4935,3,70,700,,8,,,,,,5,07,2,,700, 80,09, 2,114,129,,70,,,18,,090,2,389518,,,234018,,,1974
74IN01366,1970184940,70,2,C4940,3,70,702,,8,,,,,,5,07,2,,701, 97,09, 2,149,179,,70,,,18,,100,2,356818,,,156218,,,1974
74IN01367,1970184947,70,2,C4947,3,70,700,,,,,,,,5,07,2,,702, 88,07, 3,125,156,,70,,,18,,079,2,389518,,,194618,,,1974
74IN01368,1970184950,70,2,C4950,3,76,761,,,,,,,,5,07,6,,762, 93,11, 1,111,139,,76,,,18,,093,2,393018,,,675114,,,1974
74IN01369,1970184960,70,2,C4960,3,75,752,,,,,,,,5,07,6,,752, 78,07, 2,131,157,,75,,,18,,072,2,387318,,,959314,,,1974
74IN01370,1970184975,70,2,C4975,3,73,731,,8,,,,,,5,07,6,,732, 93,11, 4,128,110,,73,,,18,,111,2,342718,,,785414,,,1974
74IN01371,1970184977,70,2,C4977,3,76,761,,,,,,,,5,07,6,,760, 88,11, 2,140,158,,76,,,18,,107,2,393018,,,691914,,,1974
74IN01372,1970184983,70,2,C4983,3,73,731,,,,,,,,5,07,6,,730, 86,12, 3,129,153,,73,,,18,,093,2,342718,,,963214,,,1974
74IN01373,1970184988,70,2,C4988,3,72,860,,8,,,,,,5,07,3,,800, 88,11, 3,132,150,,72,,,18,,087,2,309118,,,257318,,,1974
74IN01374,1970184990,70,2,C4990,3,73,732,,8,,,,,,,07,6,,, 90,09,,143,,7,73,,,18,0920,098,2,401018,,,689714,97,,1974
74IN01375,1970184999,70,2,C4999,3,77,771,,8,,,,,,5,07,6,,07, 65,13, 3,109,129,,77,,,18,,064,1,341018,,,944514,,,1974
74IN01376,1970185005,70,2,C5005,3,78,782,,8,,,,,,5,07,6,,09, 96,15, 3,134,155,,78,,,18,,106,2,368118,,,617111,,,1974
74IN01377,1970185012,70,2,C5012,3,74,742,,,,,,,,5,07,6,,741, 97,11, 3,137,164,,74,,,18,,094,2,400018,,,970514,,,1974
74IN01378,1970185014,70,2,C5014,3,74,742,,,,,,,,5,07,6,,740, 89,08, 2,124,150,,74,,,18,,079,2,400018,,,863214,,,1974
74IN01379,1970185023,70,2,C5023,3,70,700,,8,,,,,,5,07,2,,700, 93,07, 2,138,160,,70,,,18,,077,2,389518,,,268518,,,1974
74IN01380,1970185024,70,2,C5024,3,70,700,,,,,,,,5,07,2,,701, 98,05, 2,130,144,,70,,,18,,097,2,389518,,,262618,,,1974
74IN01381,1970185025,70,2,C5025,3,70,700,,,,,,,,5,07,2,,702, 98,07, 3,140,164,,70,,,18,,085,2,389518,,,262618,,,1974
74IN01382,1970185041,70,2,C5041,3,72,920,,,,,,,,5,07,3,,810, 93,13, 2,166,169,,72,,,18,,082,2,308418,,,136818,,,1974
74IN01383,1970185054,70,2,C5054,3,70,702,,,,,,,,5,07,2,,700, 88,11, 2,134,162,,70,,,18,,083,2,356818,1,,323118,,,1974
74IN01384,1970185067,70,2,C5067,3,74,741,,,,,,,,,07,6,,, 00,11,,,,6,74,,,18,0325,094,2,386218,,,780414,01,,1974
74IN01385,1970185083,70,2,C5083,3,75,752,,8,,,,,,5,07,6,,750, 84,12, 2,133,141,,75,,,18,,079,1,387318,1,,671914,,,1974
74IN01386,1970185107,70,2,C5107,3,77,770,,8,,,,,,5,07,6,,04, 88,10, 2,122,156,,77,,,18,,111,2,338218,1,,627111,,,1974
74IN01387,1970185116,70,2,C5116,3,77,771,,,,,,,,5,07,6,,08, 72,09, 2,127,162,,77,,,18,,057,1,341018,,,793114,,,1974
74IN01388,1970185118,70,2,C5118,3,70,702,,8,,,,,,5,07,2,,701, 95,11, 2,128,139,,70,,,18,,087,2,356818,,,251018,,,1974
74IN01389,1970185121,70,2,C5121,3,70,700,,,,,,,,5,07,2,,702, 95,08, 2,127,160,,70,,,18,,103,2,389518,,,159818,,,1974
74IN01390,1970185124,70,2,C5124,3,74,740,,8,,,,,,5,07,6,,742, 00,10, 2,152,164,,74,,,18,,109,2,357818,,,637311,,,1974
74IN01391,1970185128,70,2,C5128,3,74,740,,,,,,,,5,07,6,,740, 94,08, 2,142,175,,74,,,18,,086,2,357818,,,757514,,,1974
74IN01392,1970185130,70,2,C5130,3,77,770,,8,,,,,,5,07,6,,05, 92,10, 2,140,157,,77,,,18,,106,2,338218,,,948414,,,1974
74IN01393,1970185139,70,2,C5139,3,75,752,,,,,,,,5,07,6,,751, 96,07, 3,148,175,,75,,,18,,106,2,387318,,,884614,,,1974
74IN01394,1970185141,70,2,C5141,3,70,700,,,,,,,,5,07,2,,700, 75,09, 1,124,160,,70,,,18,,083,2,389518,,,292918,,,1974
74IN01395,1970185149,70,2,C5149,3,75,752,,8,,,,,,5,07,6,,752, 85,08, 2,120,130,,75,,,18,,083,2,387318,,,805414,,,1974
74IN01396,1970185170,70,2,C5170,3,76,761,,8,,,,,,5,07,6,,761, 07,10, 3,142,166,,76,,,18,,098,2,393018,,,910714,,,1974
74IN01397,1970185176,70,2,C5176,3,78,781,,,,,,,,5,07,6,,06, 78,08, 2,134,155,,78,,,18,,074,1,331818,,,946614,,,1974
74IN01398,1970185178,70,2,C5178,3,75,751,,8,,,,,,5,07,6,,750, 78,12, 2,134,163,,75,,,18,,077,2,394218,,,853714,,,1974
74IN01399,1971185186,71,2,C5186,3,77,771,,,,,,,,4,07,6,,09, 12,09, 2,132,172,,77,103,059,18,,125,2,349118,,,873814,,,1974
74IN01400,1971185188,71,2,C5188,3,77,772,,8,,,,,,4,07,6,,06, 02,11, 2,134,164,,77,091,053,18,,120,2,474218,,,375218,,,1974
74IN01401,1971185197,71,2,C5197,3,70,702,,,,3,,,2,,07,2,,,096,09,,130,,3,,109,055,18,0617,111,2,365418,,,226718,93,,1974
74IN01402,1971185199,71,2,C5199,3,75,750,,,,,,,,4,07,6,,751, 90,10, 1,142,162,,75,081,044,18,,096,2,340618,1,,331718,,,1974
74IN01403,1971185201,71,2,C5201,3,78,780,,8,,,,,,4,07,6,,10, 95,10, 5,137,159,,78,088,051,18,,114,2,345218,,,915314,,,1974
74IN01404,1971185205,71,2,C5205,3,76,760,,8,,,,,,4,07,6,,762, 90,15, 2,131,134,,76,102,054,18,,111,3,351618,,,793714,,,1974
74IN01405,1971185208,71,2,C5208,3,78,781,,8,,,,,,4,07,6,,01, 05,13, 3,155,175,,78,086,048,18,,104,2,368118,,,961714,,,1974
74IN01406,1971185213,71,2,C5213,3,73,730,,8,,,,,,,07,6,,, 08,10,,,,7,73,095,055,18,0601,122,2,339618,,,356518,97,,1974
74IN01407,1971185225,71,2,C5225,3,76,762,,8,,,,,,4,07,6,,760, 00,07, 2,140,162,,76,093,046,18,,092,2,497018,1,,380818,,,1974
74IN01408,1971185226,71,2,C5226,3,75,751,,,,,,,,4,07,6,,750, 02,10, 2,133,162,,75,081,044,18,,098,2,444918,,,926414,,,1974
74IN01409,1971185229,71,2,C5229,3,70,702,,,,,,,,,07,2,,, 02,13,,,,6,70,088,048,18,0420,108,2,365418,,,290918,06,,1974
74IN01410,1971185242,71,2,C5242,3,73,732,,,,,,,,4,07,6,,731, 08,08, 1,146,172,,73,096,047,18,,094,2,384418,1,,360118,,,1974
74IN01411,1971185247,71,2,C5247,3,72,800,,8,,,,,,4,07,3,,820, 08,08, 1,120,167,,72,090,055,18,,126,2,373018,,,284718,,,1974
74IN01412,1971185262,71,2,C5262,3,77,771,,,,,,,,,07,6,,, 93,10,,112,,7,77,104,053,18,0920,110,2,349118,,,818414,97,,1974
74IN01413,1971185266,71,2,C5266,3,75,752,,8,,,,,,4,07,6,,752, 04,08, 1,132,158,,75,089,052,18,,117,2,399918,,,779914,,,1974
74IN01414,1971185272,71,2,C5272,3,73,732,,8,,,,,,4,07,6,,732, 07,11, 1,126,160,,73,085,048,18,,112,2,384418,,,963214,,,1974
74IN01415,1971185281,71,2,C5281,3,70,700,,8,,,,,,4,07,2,,702, 98,10, 1,106,154,,70,088,043,18,,086,2,356418,8,,330418,,,1974
74IN01416,1971185282,71,2,C5282,3,73,730,,,,,,,,4,07,6,,731, 86,11, 2,106,139,,73,096,045,18,,086,2,339618,,,940414,,,1974
74IN01417,1971185293,71,2,C5293,3,75,752,,,,,,,,4,07,6,,751, 87,14, 3,117,148,,75,092,045,18,,092,2,399918,,,969714,,,1974
74IN01418,1971185312,71,2,C5312,3,77,772,,,,,,,,4,07,6,,10, 17,11, 3,160,182,,77,090,047,18,,095,2,474218,,,395118,,,1974
74IN01419,1971185313,71,2,C5313,3,76,761,,8,,,,,,4,07,6,,762, 07,05, 2,149,158,,76,085,043,18,,090,2,352818,,,910714,,,1974
74IN01420,1971185314,71,2,C5314,3,76,761,,,,,,,,4,07,6,,760, 02,12, 5,146,169,,76,088,053,18,,122,2,352818,,,910714,,,1974
74IN01421,1971185333,71,2,C5333,3,76,761,,,,,,,,4,07,6,,762, 86,11, 2,142,163,,76,087,048,18,,106,2,352818,,,901414,,,1974
74IN01422,1971185334,71,2,C5334,3,76,760,,8,,,,,,4,07,6,,761, 12,14, 2,122,148,,76,088,054,18,,123,2,351618,,,848514,,,1974
74IN01423,1971185339,71,2,C5339,3,72,950,,,,,,,,4,07,3,,830, 91,13, 1,137,163,,72,081,039,18,,079,2,360718,,,273218,,,1974
74IN01424,1971185342,71,2,C5342,3,75,751,,8,,,,,,,07,6,,, 13,11,,,,7,75,095,059,18,0601,134,2,444918,,,808314,97,,1974
74IN01425,1971185344,71,2,C5344,3,75,752,,8,,,,,,4,07,6,,752, 81,13, 2,127,162,,75,083,042,18,,088,2,399918,,,853414,,,1974
74IN01426,1971185348,71,2,C5348,3,77,772,,,,,,,,4,07,6,,01, 96,12, 2,146,172,,77,088,048,18,,106,2,474218,,,338118,,,1974
74IN01427,1971185352,71,2,C5352,3,78,782,,8,,,,,,4,07,6,,07, 94,12, 2,126,162,,78,096,059,18,,129,3,378918,,,824114,,,1974
74IN01428,1971185355,71,2,C5355,3,70,702,,,,,,,,4,07,2,,701, 98,09, 1,122,162,,70,103,053,18,,111,3,365418,,,232518,,,1974
74IN01429,1971185356,71,2,C5356,3,70,702,,,,,,,,4,07,2,,700, 82,09, 2,113,134,,70,097,047,18,,094,2,365418,,,232518,,,1974
74IN01430,1971185368,71,2,C5368,3,73,731,,,,,,,,4,07,6,,730, 90,09, 2,126,149,,73,088,054,18,,127,2,340218,,,829314,,,1974
74IN01431,1971185372,71,2,C5372,3,72,920,,8,,,,,,4,07,3,,840, 95,15, 2,118,142,,72,082,038,18,,078,2,407418,,,263418,,,1974
74IN01432,1971185374,71,2,C5374,3,72,990,,,,,,,,4,07,3,,880, 03,11, 2,119,,,72,090,044,18,,090,2,362118,,,306518,,,1974
74IN01433,1971185377,71,2,C5377,3,74,742,,8,,,,,,4,07,6,,741, 14,09, 2,129,144,,74,083,044,18,,096,2,417218,1,,971814,,,1974
74IN01434,1971185386,71,2,C5386,3,78,781,,8,,,,,,4,07,6,,02, 97,14, 2,115,129,,78,093,044,18,,090,2,368118,,,663214,,,1974
74IN01435,1971185392,71,2,C5392,3,73,730,,8,,,,,,4,07,6,,732, 10,10, 2,134,159,,73,097,054,18,,114,2,339618,,,379318,,,1974
74IN01436,1971185396,71,2,C5396,3,74,741,,8,,,,,,4,07,6,,742, 10,10, 1,129,170,,74,087,055,18,,128,2,423418,8,,869714,,,1974
74IN01437,1971185402,71,2,C5402,3,74,740,,,,,,,,4,07,6,,740, 98,14, 2,133,160,,74,096,045,18,,087,2,392618,,,375918,,,1974
74IN01438,1971185406,71,2,C5406,3,75,751,,,,,,,,4,07,6,,750, 85,10, 2,110,147,,75,092,046,18,,098,2,444918,,,942414,,,1974
74IN01439,1971185422,71,2,C5422,3,72,810,,8,,,,,,4,07,3,,850, 04,14, 2,120,150,,72,092,047,18,,097,2,396318,,,327018,,,1974
74IN01440,1971185441,71,2,C5441,3,70,702,,8,,3,,,,,07,2,,, 17,08,12,166,170,4,70,102,053,18,,114,2,365418,1,,310318,,,1974
74IN01441,1971185446,71,2,C5446,3,77,770,,8,,,,,,4,07,6,,07, 97,12, 2,136,152,,77,091,049,18,,103,2,338218,,,379118,,,1974
74IN01442,1971185451,71,2,C5451,3,70,701,,,,,,,,4,07,2,,701, 08,13, 2,135,156,,70,084,049,18,,109,2,364118,,,262618,,,1974
74IN01443,1971185454,71,2,C5454,3,74,742,,8,,,,,,4,07,6,,741, 06,07, 3,141,170,,74,078,049,18,,115,2,417218,,,918514,,,1974
74IN01444,1971185457,71,2,C5457,3,78,780,,,,,,,,,07,6,,, 00,10,,,,6,78,096,050,18,0301,103,2,345218,,,826511,01,,1974
74IN01445,1971185461,71,2,C5461,3,72,980,,8,,,,,,4,07,3,,860, 90,14, 2,116,147,,72,076,040,18,,090,2,377018,,,236318,,,1974
74IN01446,1971185462,71,2,C5462,3,76,762,,8,,,,,,4,07,6,,761, 05,04, 2,121,150,,76,083,047,18,,103,2,497018,,,806414,,,1974
74IN01447,1971185463,71,2,C5463,3,76,762,,8,,,,,,4,07,6,,760, 02,08, 5,123,160,,76,092,049,18,,106,2,497018,3,,806414,,,1974
74IN01448,1971185467,71,2,C5467,3,75,750,,8,,,,,,4,07,6,,751, 95,08, 2,120,152,,75,077,039,18,,085,2,340618,,,779514,,,1974
74IN01449,1971185470,71,2,C5470,3,77,770,,8,,,,,,4,07,6,,02, 24,09, 2,163,140,,77,104,065,18,,138,3,338218,,,866914,,,1974
74IN01450,1971185495,71,2,C5495,3,73,730,,8,,,,,,4,07,6,,731, 98,14, 2,144,157,,73,115,054,18,,102,2,339618,,,840014,,,1974
74IN01451,1971185498,71,2,C5498,3,78,780,,8,,,,,,4,07,6,,08, 91,12, 3,133,155,,78,076,040,18,,087,2,345218,1,,936614,,,1974
74IN01452,1971185500,71,2,C5500,3,77,772,,,,,,,,4,07,6,,08, 78,12, 1,134,152,,77,092,042,18,,083,2,474218,,,802614,,,1974
74IN01453,1971185504,71,2,C5504,3,76,760,,,,,,,,4,07,6,,761, 93,09, 1,137,163,,76,093,048,18,,103,2,351618,8,,393118,,,1974
74IN01454,1971185507,71,2,C5507,3,76,761,,8,,,,,,4,07,6,,762, 30,08, 3,146,162,,76,087,049,18,,105,2,352818,,,800914,,,1974
74IN01455,1971185517,71,2,C5517,3,73,732,,8,,,,,,4,07,6,,730,120,10, 2,159,181,,73,091,051,18,,108,2,384418,,,777314,,,1974
74IN01456,1971185520,71,2,C5520,3,72,900,,,,,,,,4,07,3,,870, 12,09, 2,147,182,,72,087,045,18,,089,2,397418,,,298218,,,1974
74IN01457,1971185529,71,2,C5529,3,75,752,,8,,,,,,4,07,6,,752, 92,13, 2,134,158,,75,083,045,18,,097,2,399918,,,827114,,,1974
74IN01458,1971185532,71,2,C5532,3,76,760,,8,,,,,,4,07,6,,760, 02,14, 3,139,162,,76,082,045,18,,093,2,351618,1,,880614,,,1974
74IN01459,1971185533,71,2,C5533,3,76,760,,,,,,,,4,07,6,,761, 00,11, 2,137,154,,76,104,053,18,,107,3,351618,,,880614,,,1974
74IN01460,1971185544,71,2,C5544,3,72,970,,8,,,,,,4,07,3,,880, 98,11, 2,125,154,,72,093,051,18,,108,2,375118,,,321118,,,1974
74IN01461,1971185545,71,2,C5545,3,78,781,,,,,,,,4,07,6,,03, 00,14, 2,136,160,,78,089,051,18,,117,2,368118,1,,655914,,,1974
74IN01462,1971185548,71,2,C5548,3,73,731,,,,,,,,4,07,6,,732, 80,13, 1,102,126,,73,088,043,18,,088,2,340218,,,920314,,,1974
74IN01463,1971185550,71,2,C5550,3,72,820,,8,,,,,,4,07,3,,890, 85,14, 5,116,137,,72,081,041,18,,086,2,385218,,,203618,,,1974
74IN01464,1971185561,71,2,C5561,3,72,850,,,,,,,,4,07,3,,900, 93,11, 2,125,142,,72,096,047,18,,094,2,373318,,,213718,,,1974
74IN01465,1971185563,71,2,C5563,3,77,770,,8,,,,,,4,07,6,,03, 97,14, 2,131,164,,77,079,051,18,,119,2,338218,1,,624311,,,1974
74IN01466,1971185580,71,2,C5580,3,73,732,,8,,,,,,4,07,6,,730, 92,10, 2,124,146,,73,085,040,18,,083,2,384418,,,967614,,,1974
74IN01467,1971185581,71,2,C5581,3,75,751,,8,,,,,,4,07,6,,750, 04,07, 2,130,161,,75,086,051,18,,118,2,444918,,,969814,,,1974
74IN01468,1971185587,71,2,C5587,3,74,741,,,,,,,,4,07,6,,742, 68,07, 2,101,120,,74,099,040,18,,078,3,423418,,,834114,,,1974
74IN01469,1971185589,71,2,C5589,3,78,780,,8,,,,,,4,07,6,,09, 95,14, 3,122,153,,78,081,044,18,,098,2,345218,,,683114,,,1974
74IN01470,1971185590,71,2,C5590,3,78,780,,,,,,,,4,07,6,,04, 78,14, 1,128,154,,78,090,038,18,,072,2,345218,,,683114,,,1974
74IN01471,1971185592,71,2,C5592,3,70,701,,8,,,,,,4,07,2,,702, 03,07, 1,108,158,,70,084,044,18,,099,2,364118,8,,217118,,,1974
74IN01472,1971185597,71,2,C5597,3,72,840,,,,,,,,4,07,3,,910, 78,15, 1,91,134,,72,093,041,18,,080,2,346718,8,,213618,,,1974
74IN01473,1971185608,71,2,C5608,3,74,740,,8,,,,,,,07,6,,, 86,08,,96,,3,74,074,042,18,0603,097,2,392618,,,804814,93,,1974
74IN01474,1971185609,71,2,C5609,3,78,781,,8,,,,,,4,07,6,,10, 96,11, 2,132,146,,78,082,046,18,,100,2,368118,,,872214,,,1974
74IN01475,1971185610,71,2,C5610,3,75,750,,8,,,,,,4,07,6,,751, 82,09, 2,120,151,,75,086,047,18,,107,2,340618,,,836514,,,1974
74IN01476,1971185613,71,2,C5613,3,78,780,,,,,,,,4,07,6,,05, 94,09, 2,128,152,,78,081,044,18,,093,2,345218,,,332018,,,1974
74IN01477,1971185620,71,2,C5620,3,75,751,,,,3,,,2,,07,6,,,080,12,,119,,3,,085,043,18,0826,090,2,444918,,,842314,93,,1974
74IN01478,1971185649,71,2,C5649,3,75,751,,8,,,,,,4,07,6,,752, 25,10, 1,125,164,,75,090,053,18,,120,2,444918,8,,388318,,,1974
74IN01479,1971185651,71,2,C5651,3,74,742,,8,,,,,,4,07,6,,740, 94,13, 3,131,152,,74,095,048,18,,094,2,417218,,,928014,,,1974
74IN01480,1971185654,71,2,C5654,3,74,741,,,,,,,,4,07,6,,742, 80,12, 2,106,126,,74,086,042,18,,088,2,423418,,,896114,,,1974
74IN01481,1971185676,71,2,C5676,3,70,701,,,,,,,,,07,2,,, 06,09,12,126,126,3,70,079,049,18,0930,117,2,364118,,,253218,93,,1974
74IN01482,1971185679,71,2,C5679,3,78,782,,8,,,,,,4,07,6,,07, 14,09, 2,131,172,,78,101,056,18,,119,2,378918,,,971114,,,1974
74IN01483,1971185684,71,2,C5684,3,78,782,,8,,,,,,,07,6,,, 06,09,,,,6,78,100,048,18,0308,094,2,378918,,,401518,19,,1974
74IN01484,1971185686,71,2,C5686,3,72,950,,,,,,,,4,07,3,,920, 65,12, 2,105,120,,72,075,031,18,,062,2,360718,,,373818,,,1974
74IN01485,1971185688,71,2,C5688,3,70,700,,,,,,,,4,07,2,,700, 14,09, 3,145,184,,70,099,056,18,,118,2,356418,,,196718,,,1974
74IN01486,1971185690,71,2,C5690,3,74,742,,8,,,,,,4,07,6,,741, 22,10, 2,140,164,,74,091,050,18,,106,2,417218,,,949014,,,1974
74IN01487,1971185691,71,2,C5691,3,76,761,,8,,,,,,4,07,6,,762, 02,13, 2,131,142,,76,086,040,18,,081,2,352818,,,338418,,,1974
74IN01488,1971185692,71,2,C5692,3,76,761,,,,,,,,4,07,6,,760, 86,13, 1,127,147,,76,087,045,18,,095,2,352818,,,851714,,,1974
74IN01489,1971185694,71,2,C5694,3,76,762,,8,,,,,,4,07,6,,761, 08,11, 2,149,168,,76,106,058,18,,122,2,497018,,,351118,,,1974
74IN01490,1971185697,71,2,C5697,3,77,772,,,,,,,,4,07,6,,09, 94,09, 2,118,140,,77,082,043,18,,094,2,474218,,,933914,,,1974
74IN01491,1971185699,71,2,C5699,3,77,770,,,,,,,,4,07,6,,04, 05,11, 1,136,180,,77,076,045,18,,102,2,338218,,,878214,,,1974
74IN01492,1971185706,71,2,C5706,3,77,772,,8,,,,,,4,07,6,,10, 83,13, 1,124,143,,77,086,047,18,,106,2,474218,,,961914,,,1974
74IN01493,1971185719,71,2,C5719,3,75,752,,8,,,,,,4,07,6,,750, 81,13,10,122,146,,75,087,038,18,,074,2,399918,,,908514,,,1974
74IN01494,1971185721,71,2,C5721,3,78,782,,,,,,,,4,07,6,,06, 04,09, 2,138,150,,78,094,053,18,,115,3,378918,,,365218,,,1974
74IN01495,1971185730,71,2,C5730,3,74,742,,8,,,,,,4,07,6,,740, 07,12, 6,139,154,,74,085,047,18,,103,2,417218,,,869614,,,1974
74IN01496,1971185732,71,2,C5732,3,76,760,,8,,,,,,,07,6,,762, 95,09, 3,132,140,7,76,091,054,18,1030,123,2,351618,,,404818,97,,1974
74IN01497,1971185741,71,2,C5741,3,74,740,,,,,,,,4,07,6,,741, 08,12, 3,148,164,,74,089,045,18,,095,2,392618,,,781714,,,1974
74IN01498,1971185743,71,2,C5743,3,73,732,,,,,,,,,07,6,,, 94,13,,129,,7,73,073,036,18,0920,080,2,384418,1,,770214,97,,1974
74IN01499,1971185745,71,2,C5745,3,75,751,,,,,,,,4,07,6,,751, 92,10, 2,119,150,,75,090,051,18,,114,2,444918,,,795014,,,1974
74IN01500,1971185756,71,2,C5756,3,78,780,,,,,,,,4,07,6,,08, 88,13, 1,134,179,,78,080,042,18,,093,2,345218,,,787014,,,1974
74IN01501,1971185761,71,2,C5761,3,70,700,,8,,,,,,4,07,2,,702, 08,08, 2,149,176,,70,093,060,18,,143,2,356418,,,209318,,,1974
74IN01502,1971185771,71,2,C5771,3,77,771,,,,,,,,4,07,6,,05, 92,09, 2,100,130,,77,099,054,18,,114,4,349118,,,947314,,,1974
74IN01503,1971185791,71,2,C5791,3,75,750,,8,,,,,,4,07,6,,752, 08,09, 2,137,166,,75,087,054,18,,129,2,340618,,,957114,,,1974
74IN01504,1971185794,71,2,C5794,3,70,701,,8,,,,,,4,07,2,,701, 08,09, 2,138,160,,70,071,048,18,,119,2,364118,,,289618,,,1974
74IN01505,1971185799,71,2,C5799,3,73,732,,,,,,,,4,07,6,,731, 11,10, 4,154,174,,73,088,050,18,,113,2,384418,,,895614,,,1974
74IN01506,1971185804,71,2,C5804,3,72,930,,,,,,,,4,07,3,,930, 91,14, 2,136,159,,72,076,041,18,,090,2,384318,,,362218,,,1974
74IN01507,1971185808,71,2,C5808,3,70,701,,,,,,,,4,07,2,,702, 07,08, 2,133,162,,70,096,049,18,,105,2,364118,,,326018,,,1974
74IN01508,1971185809,71,2,C5809,3,72,800,,8,,,,,,4,07,3,,940, 93,13, 3,118,147,,72,074,036,18,,078,2,373018,,,308118,,,1974
74IN01509,1971185819,71,2,C5819,3,74,740,,8,,,,,,4,07,6,,742, 02,09, 2,143,171,,74,090,049,18,,101,2,392618,,,968614,,,1974
74IN01510,1971185829,71,2,C5829,3,75,750,,8,,,,,,4,07,6,,750, 88,12, 2,120,152,,75,087,048,18,,105,2,340618,,,775614,,,1974
74IN01511,1971185831,71,2,C5831,3,73,731,,8,,,,,,4,07,6,,732, 90,09, 3,116,142,,73,083,043,18,,091,2,340218,,,368818,,,1974
74IN01512,1971185834,71,2,C5834,3,78,781,,8,,,,,,4,07,6,,01, 77,14, 3,117,161,,78,088,046,18,,100,2,368118,,,803014,,,1974
74IN01513,1971185836,71,2,C5836,3,75,750,,,,,,,,4,07,6,,751, 97,15, 2,135,161,,75,072,046,18,,113,2,340618,,,868314,,,1974
74IN01514,1971185838,71,2,C5838,3,77,771,,8,,,,,,4,07,6,,07, 98,12, 2,112,141,,77,090,050,18,,110,2,349118,,,934114,,,1974
74IN01515,1971185841,71,2,C5841,3,73,730,,,,,,,,4,07,6,,731, 00,12, 2,120,147,,73,105,056,18,,115,2,339618,,,834214,,,1974
74IN01516,1971185846,71,2,C5846,3,76,762,,8,,,,,,4,07,6,,760, 05,09, 3,148,165,,76,086,044,18,,093,2,497018,,,338318,,,1974
74IN01517,1971185847,71,2,C5847,3,72,850,,,,,,,,4,07,3,,950, 92,14, 2,129,150,,72,084,042,18,,088,2,373318,1,,255118,,,1974
74IN01518,1971185849,71,2,C5849,3,72,890,,,,,,,,,07,3,, 38, 97,13, 2,126,161,2,72,081,038,18,0926,076,2,349318,,,296218,92,,1974
74IN01519,1971185853,71,2,C5853,3,70,701,,,,,,,,4,07,2,,701, 07,07, 2,138,159,,70,083,050,18,,115,2,364118,,,240718,,,1974
74IN01520,1971185855,71,2,C5855,3,78,780,,8,,,,,,,07,6,,09, 08,09, 5,107,114,7,78,081,046,18,1030,103,2,345218,,,892614,97,,1974
74IN01521,1971185867,71,2,C5867,3,78,781,,,,,,,,4,07,6,,02, 76,09, 3,103,136,,78,082,034,18,,063,2,368118,,,903614,,,1974
74IN01522,1971185871,71,2,C5871,3,70,700,,8,,,,,,4,07,2,,700, 15,09, 2,143,182,,70,100,060,18,,128,4,356418,,,310118,,,1974
74IN01523,1971185884,71,2,C5884,3,78,781,,8,,,,,,,07,6,,, 94,10,,,,6,78,081,042,18,0427,089,2,368118,,,343018,06,,1974
74IN01524,1971185885,71,2,C5885,3,78,782,,8,,,,,,4,07,6,,10, 02,10, 3,140,151,,78,085,049,18,,112,2,378918,1,,842514,,,1974
74IN01525,1971185893,71,2,C5893,3,76,762,,,,,,,,4,07,6,,762, 12,13, 3,151,165,,76,101,047,18,,089,2,497018,,,794314,,,1974
74IN01526,1971185898,71,2,C5898,3,70,702,,,,,,,,4,07,2,,700, 02,09, 3,134,151,,70,084,044,18,,098,2,365418,,,303718,,,1974
74IN01527,1971185899,71,2,C5899,3,70,702,,8,,,,,,4,07,2,,701, 97,09, 1,123,124,,70,087,041,18,,084,2,365418,8,,303718,,,1974
