UID,ID10,ETAG,BRD,YR,SEX,LINE,SEA,STM,PEN,SIRE,DAM,RGRP,F1,ELG,PD,LOT,BAND,SPRGWT,FALLWT,BAG,VACC,BLED,GRP,DISP,DAYDIS,TRT,BPEN,COND,BGRP,ADAM,RMK,AGE,YRREC
92IN01588,1990035761,L5761,03,90,2,81,1,30,54,241103,215903,,,1,1,,1,122,140,2,,,,,,M,P04,2,2,20,R.EYE.INFECT.,2.0,1992
92IN01589,1990035763,L5763,03,90,2,80,1,30,41,192103,704302,,,1,1,,2,170,158,2,,,,,,,F93,3,F,20,,2.0,1992
92IN01590,1990035769,L5769,03,90,1,80,1,30,42,212403,840802,2,,1,3,LIB,*,0,0,0,,,L,95,0730,,,,,20,,2.0,1992
92IN01591,1990035782,L5782,03,90,2,81,1,30,54,241103,945702,,,1,1,,2,159,159,2,,,,,,M,P01,3,2,20,,2.0,1992
92IN01592,1990035799,L5799,03,90,1,82,1,30,82,198703,203203,,,1,2,101,M,178,218,0,,,,93,1005,,,,,20,X.EYE 9/23/92,2.0,1992
92IN01593,1990035807,L5807,03,90,2,84,1,30,42,212403,994002,,,1,1,,5,146,158,2,,,,,,,R-0,4,2,20,,2.0,1992
92IN01594,1990035819,L5819,03,90,1,83,1,30,72,250603,217703,,,1,3,,M,217,237,0,,,,93,0810,,,,,20,,2.0,1992
92IN01595,1990035823,L5823,03,90,2,84,1,30,53,250303,202003,,,1,1,,5,134,154,1,,,,,,,R-0,4,2,20,,2.0,1992
92IN01596,1990035841,L5841,03,90,2,73,2,30,733,173303,288203,6,,1,1,,5,115,136,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01597,1990035844,L5844,03,90,2,73,2,30,733,173303,286703,6,,1,1,,5,129,144,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01598,1990035845,L5845,03,90,2,73,2,30,733,173303,286703,6,,1,1,,5,89,0,0,,,,95,0622,,,,,15,HORNS,1.5,1992
92IN01599,1990035856,L5856,03,90,2,73,2,30,732,148703,288003,6,,1,1,,5,132,167,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01600,1990035860,L5860,03,90,2,73,2,30,731,145703,269003,6,,1,1,,5,146,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01601,1990035868,L5868,03,90,2,73,2,30,733,173303,263403,6,,1,1,,5,123,144,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01602,1990035877,L5877,03,90,1,73,2,30,731,145703,117703,6,,1,3,,M,176,206,0,,,,93,1005,,,,,15,SCUR3,1.5,1992
92IN01603,1990035878,L5878,03,90,2,73,2,30,732,148703,312203,6,,1,1,,5,120,159,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01604,1990035881,L5881,03,90,2,73,2,30,733,173303,279203,6,,1,3,OPP,5,103,111,1,,,X,93,1002,,OPP,,,15,X.SICK,1.5,1992
92IN01605,1990035884,L5884,03,90,1,73,2,30,731,145703,643902,6,,1,3,LIB,M,169,208,0,,,L,93,1005,,,,,15,DUD,1.5,1992
92IN01606,1990035899,L5899,03,90,1,73,2,30,733,173303,165903,6,,1,X,,X,173,0,0,,,,93,0526,,,,,15,MKT.AB.SHO.X,1.5,1992
92IN01607,1990035901,L5901,03,90,2,73,2,30,733,173303,027903,6,,1,1,,5,142,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01608,1990035906,L5906,03,90,1,73,2,30,732,148703,316903,6,,1,3,,M,171,202,0,,,,93,0810,,,,,15,,1.5,1992
92IN01609,1990035907,L5907,03,90,1,73,2,30,733,173303,331503,6,,1,1,,M,184,215,0,,,,,,,,,,15,USED 4/92 FL,1.5,1992
92IN01610,1990035910,L5910,03,90,2,73,2,30,731,145703,310903,6,,1,1,,5,138,0,0,,,,,,,F93,,F,15,92PREG = AI,1.5,1992
92IN01611,1990035911,L5911,03,90,2,73,2,30,731,145703,310903,6,,1,1,,5,134,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01612,1990035919,L5919,03,90,2,73,2,30,733,173303,894202,6,,1,1,,5,112,127,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01613,1990035925,L5925,03,90,1,73,2,30,731,145703,116103,6,,1,3,,M,156,188,0,,,,93,0810,,,,,15,"NOTCH,JAW3",1.5,1992
92IN01614,1990035935,L5935,03,90,2,73,2,30,732,148703,162703,6,,1,1,,5,131,152,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01615,1990035941,L5941,03,90,2,73,2,30,733,173303,863902,6,,1,1,,5,153,170,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01616,1990035942,L5942,03,90,2,73,2,30,733,173303,863902,6,,1,1,,5,139,154,1,,,,,,,F93,2,F,15,,1.5,1992
92IN01617,1990035949,L5949,03,90,2,73,2,30,732,148703,293703,6,,1,1,,5,119,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01618,1990035952,L5952,03,90,1,73,2,30,731,145703,446202,6,,1,3,,M,176,205,0,,,,93,1005,,,,,15,SCUR3,1.5,1992
92IN01619,1990035953,L5953,03,90,2,73,2,30,731,145703,446202,6,,1,1,,5,138,147,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01620,1990035954,L5954,03,90,1,73,2,30,733,173303,268103,6,,1,3,,M,161,184,0,,,,93,0810,,,,,15,,1.5,1992
92IN01621,1990035955,L5955,03,90,2,73,2,30,733,173303,268103,6,,1,1,,5,114,126,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01622,1990035956,L5956,03,90,2,73,2,30,733,173303,268103,6,,1,1,,5,116,144,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01623,1990035981,L5981,03,90,2,73,2,30,732,148703,127103,6,,1,1,,5,108,125,1,,,,,,,F93,3,F,15,KEEP,1.5,1992
92IN01624,1990035982,L5982,03,90,2,73,2,30,732,148703,127103,6,,1,1,,5,129,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01625,1990035983,L5983,03,90,2,73,2,30,732,148703,156603,6,,1,1,,5,125,146,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01626,1990035984,L5984,03,90,2,73,2,30,732,148703,156603,6,,1,1,,5,131,153,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01627,1990035996,L5996,03,90,2,73,2,30,733,173303,147503,6,,1,1,,5,137,149,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01628,1990036004,L6004,03,90,2,73,2,30,731,145703,756302,6,,1,1,,5,123,144,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01629,1990036013,L6013,03,90,1,73,2,30,731,145703,886302,6,,1,2,109,M,175,206,0,,,,92,0924,,,,,15,,1.5,1992
92IN01630,1990036014,L6014,03,90,2,73,2,30,731,145703,886302,6,,1,1,,5,155,167,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01631,1990036017,L6017,03,90,1,73,2,30,732,148703,743802,6,,1,1,,M,189,222,0,,,,,,,,,,15,,1.5,1992
92IN01632,1990036021,L6021,03,90,1,73,2,30,732,148703,857102,6,,1,2,107,M,184,214,0,,,,92,0924,,,,,15,SCUR3,1.5,1992
92IN01633,1990036028,L6028,03,90,1,73,2,30,733,173303,875002,6,,1,1,,M,175,200,0,,,,,,,,,,15,,1.5,1992
92IN01634,1990036032,L6032,03,90,1,73,2,30,731,145703,164603,2,,1,3,LIB,*,0,0,0,,,L,95,0730,,,,,15,PUSS.AB.SCRO,1.5,1992
92IN01635,1990036039,L6039,03,90,2,73,2,30,731,145703,268403,6,,1,1,,5,128,140,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01636,1990036044,L6044,03,90,1,73,2,30,732,148703,142803,6,,1,1,,M,168,193,0,,,,,,,,,,15,,1.5,1992
92IN01637,1990036063,L6063,03,90,2,73,2,30,731,145703,279803,6,,1,1,,5,142,156,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01638,1990036078,L6078,03,90,2,73,2,30,731,145703,875902,6,,1,1,,5,138,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01639,1990036079,L6079,03,90,1,73,2,30,731,145703,875902,6,,1,X,,M,178,0,0,,,,01,0526,,,,,15,DEAD RAM,1.5,1992
92IN01640,1990036091,L6091,03,90,1,73,2,30,731,145703,138303,6,,1,1,,M,167,189,0,,,,93,1207,,,,,15,,1.5,1992
92IN01641,1990036097,L6097,03,90,2,73,2,30,732,148703,984002,6,,1,1,,5,133,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01642,1990036108,L6108,03,90,2,73,2,30,732,148703,330603,6,,1,1,,5,156,177,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01643,1990036112,L6112,03,90,2,73,2,30,731,145703,144903,6,,1,1,,5,164,162,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01644,1990036113,L6113,03,90,1,73,2,30,732,148703,871902,6,,1,1,,M,159,193,0,,,,,,,,,,15,,1.5,1992
92IN01645,1990036114,L6114,03,90,2,73,2,30,732,148703,871902,6,,1,1,,5,114,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01646,1990036125,L6125,03,90,2,73,2,30,733,173303,112303,6,,1,3,FLX,5,154,170,11,,,,93,1102,,FLX,,,15,X.SPOILED,1.5,1992
92IN01647,1990036130,L6130,03,90,2,73,2,30,733,173303,900902,6,,1,1,,*,0,0,0,,,,93,0224,,,,,15,,1.5,1992
92IN01648,1990036134,L6134,03,90,1,73,2,30,733,173303,169603,6,,1,2,104,M,177,207,0,,,,92,0924,,,,,15,,1.5,1992
92IN01649,1990036135,L6135,03,90,1,73,2,30,731,145703,738402,6,,1,1,,M,168,194,0,,,,,,,,,,15,,1.5,1992
92IN01650,1990036141,L6141,03,90,2,73,2,30,732,148703,768702,6,,0,1,,5,142,158,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01651,1990036145,L6145,03,90,2,73,2,30,731,145703,028503,6,,1,1,,5,135,149,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01652,1990036149,L6149,03,90,2,72,2,30,724,447103,307503,6,,1,1,,5,151,0,0,,,,01,1018,,F93,,F,15,,1.5,1992
92IN01653,1990036153,L6153,03,90,2,72,2,30,723,455103,146703,6,,1,1,,5,132,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01654,1990036155,L6155,03,90,1,73,2,30,731,145703,899502,6,,1,3,,M,197,227,0,,,,93,0810,,,,,15,R.EYE.OK,1.5,1992
92IN01655,1990036158,L6158,03,90,2,72,2,30,721,304303,013103,6,,1,1,,5,154,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01656,1990036159,L6159,03,90,2,72,2,30,721,304303,013103,6,,1,1,,5,145,170,1,,,,,,,F93,5,F,15,,1.5,1992
92IN01657,1990036161,L6161,03,90,1,73,2,30,733,173303,595302,6,,1,3,,M,195,213,0,,,,93,0810,,,,,15,"NOTCH,JAW3",1.5,1992
92IN01658,1990036164,L6164,03,90,2,72,2,30,722,288603,145503,6,,1,1,,5,134,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01659,1990036165,L6165,03,90,2,72,2,30,722,288603,145503,6,,1,1,,5,127,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01660,1990036168,L6168,03,90,2,72,2,30,722,288603,396602,6,,1,1,,5,119,139,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01661,1990036171,L6171,03,90,1,72,2,30,723,455103,622202,2,,1,3,LIB,M,166,209,0,,,L,,,,,,,15,DUD,1.5,1992
92IN01662,1990036177,L6177,03,90,1,73,2,30,731,145703,295103,6,,1,3,GDS,M,165,198,0,,,G,93,1005,,,,,15,X.ODD.EPI,1.5,1992
92IN01663,1990036190,L6190,03,90,2,72,2,30,724,447103,032103,6,,1,1,,5,126,154,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01664,1990036192,L6192,03,90,2,72,2,30,723,455103,300703,6,,1,1,,5,129,0,0,,,,,,,F93,,F,15,JAW3,1.5,1992
92IN01665,1990036197,L6197,03,90,2,73,2,30,731,145703,587902,6,,1,1,,5,138,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01666,1990036201,L6201,03,90,2,72,2,30,721,304303,754002,6,,1,1,,5,150,177,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01667,1990036202,L6202,03,90,1,72,2,30,721,304303,754002,6,,1,1,,M,179,223,0,,,,,,,,,,15,SKE-FLSAVE,1.5,1992
92IN01668,1990036207,L6207,03,90,2,72,2,30,722,288603,040603,6,,1,1,,5,150,185,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01669,1990036209,L6209,03,90,2,72,2,30,722,288603,311280,6,,1,1,,5,129,152,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01670,1990036210,L6210,03,90,2,72,2,30,722,288603,311280,6,,1,1,,5,126,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01671,1990036213,L6213,03,90,2,72,2,30,723,455103,023003,6,,1,1,,5,119,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01672,1990036215,L6215,03,90,2,72,2,30,723,455103,167803,6,,1,1,,5,146,167,1,,,,,,,F93,4,F,15,4TEATS,1.5,1992
92IN01673,1990036216,L6216,03,90,2,72,2,30,721,304303,180803,6,,1,1,,5,143,166,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01674,1990036229,L6229,03,90,2,72,2,30,724,447103,858202,6,,1,3,FLX,5,130,154,1,,,,93,1102,,FLX,,,15,X.PINK,1.5,1992
92IN01675,1990036232,L6232,03,90,2,72,2,30,724,447103,995602,6,,1,1,,5,140,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01676,1990036244,L6244,03,90,1,72,2,30,722,288603,135503,6,,1,3,,M,192,217,0,,,,93,0810,,,,,15,,1.5,1992
92IN01677,1990036247,L6247,03,90,1,72,2,30,721,304303,166303,6,,1,3,,M,181,203,0,,,,93,0810,,,,,15,,1.5,1992
92IN01678,1990036250,L6250,03,90,1,72,2,30,721,304303,772202,6,,1,3,,M,180,204,0,,,,93,1005,,,,,15,BOWLEGS,1.5,1992
92IN01679,1990036257,L6257,03,90,1,72,2,30,723,455103,457602,6,,1,3,,M,163,199,0,,,,93,0810,,,,,15,,1.5,1992
92IN01680,1990036258,L6258,03,90,2,72,2,30,723,455103,153603,6,,1,3,FLX,5,130,0,0,,,,,,,FLX,,,15,BLUEBAG 10/09,1.5,1992
92IN01681,1990036259,L6259,03,90,1,72,2,30,723,455103,153603,6,,1,3,,M,155,176,0,,,,93,0810,,,,,15,,1.5,1992
92IN01682,1990036261,L6261,03,90,2,72,2,30,722,288603,874802,6,,1,1,,5,133,152,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01683,1990036268,L6268,03,90,2,72,2,30,721,304303,319280,6,,1,1,,5,125,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01684,1990036272,L6272,03,90,2,72,2,30,724,447103,757702,6,,1,1,,5,138,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01685,1990036273,L6273,03,90,2,72,2,30,724,447103,757702,6,,1,1,,5,127,0,0,,,,,,,F93,,F,15,LAMBED 9/92,1.5,1992
92IN01686,1990036274,L6274,03,90,2,72,2,30,724,447103,110503,6,,1,1,,5,127,149,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01687,1990036275,L6275,03,90,2,73,2,30,732,000003,012703,6,,1,3,OVX,5,117,149,1,,,X,,,,OVX,,,15,X.R.EYE BAD,1.5,1992
92IN01688,1990036276,L6276,03,90,2,72,2,30,722,288603,323103,6,,1,1,,5,117,135,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01689,1990036284,L6284,03,90,2,72,2,30,722,288603,124603,6,,1,1,,5,125,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01690,1990036289,L6289,03,90,2,72,2,30,724,447103,043303,6,,1,1,,5,127,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01691,1990036301,L6301,03,90,2,72,2,30,722,288603,020503,6,,1,1,,5,140,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01692,1990036302,L6302,03,90,2,73,2,30,733,000003,326503,6,,1,1,,*,0,0,0,,,,97,0219,,,,,15,,1.5,1992
92IN01693,1990036303,L6303,03,90,1,72,2,30,724,447103,436502,6,,1,2,105,M,148,178,0,,,,92,0924,,,,,15,SCUR3,1.5,1992
92IN01694,1990036308,L6308,03,90,2,72,2,30,722,288603,617102,6,,1,3,FLX,5,141,163,1,,,,93,1102,,FLX,,,15,X.BRITCHY,1.5,1992
92IN01695,1990036311,L6311,03,90,2,72,2,30,721,304303,474602,6,,1,1,,5,138,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01696,1990036318,L6318,03,90,2,73,2,30,733,000003,133503,6,,1,1,,5,137,157,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01697,1990036320,L6320,03,90,2,73,2,30,731,000003,279303,6,,1,1,,5,112,128,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01698,1990036323,L6323,03,90,1,72,2,30,721,304303,295703,6,,1,2,108,M,151,178,0,,,,92,0924,,,,,15,,1.5,1992
92IN01699,1990036326,L6326,03,90,1,73,2,30,731,000003,894402,6,,1,2,106,M,181,211,0,,,,92,0924,,,,,15,,1.5,1992
92IN01700,1990036327,L6327,03,90,2,72,2,30,721,304303,303103,6,,1,1,,5,111,140,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01701,1990036328,L6328,03,90,1,72,2,30,721,304303,303103,6,,1,3,,M,177,206,0,,,,93,1005,,,,,15,"SCUR3,JAW3",1.5,1992
92IN01702,1990036330,L6330,03,90,2,72,2,30,721,304303,613402,6,,1,1,,5,134,158,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01703,1990036332,L6332,03,90,2,73,2,30,731,000003,324580,6,,1,1,,5,114,135,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01704,1990036334,L6334,03,90,1,72,2,30,724,447103,302503,6,,1,3,,M,165,202,0,,,,93,0810,,,,,15,,1.5,1992
92IN01705,1990036345,L6345,03,90,2,73,2,30,732,000003,752102,6,,1,1,,5,132,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01706,1990036353,L6353,03,90,2,73,2,30,733,000003,163903,6,,1,1,,5,105,125,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01707,1990036369,L6369,03,90,2,72,2,30,722,288603,278003,6,,1,1,,5,132,175,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01708,1990036372,L6372,03,90,1,72,2,30,722,288603,303803,6,,1,3,LIB,M,148,180,0,,,L,93,1005,,,,,15,DUD,1.5,1992
92IN01709,1990036379,L6379,03,90,1,72,2,30,723,455103,043203,6,,1,3,,M,157,193,0,,,,93,0810,,,,,15,SKE-FLSAVE,1.5,1992
92IN01710,1990036380,L6380,03,90,2,73,2,30,732,000003,164803,6,,1,1,,5,117,136,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01711,1990036384,L6384,03,90,2,72,2,30,724,447103,609902,6,,1,1,,5,114,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01712,1990036385,L6385,03,90,2,72,2,30,724,447103,609902,6,,1,1,,5,118,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01713,1990036388,L6388,03,90,2,72,2,30,721,304303,151503,6,,1,1,,5,129,160,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01714,1990036390,L6390,03,90,2,72,2,30,721,304303,320103,6,,1,1,,5,127,142,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01715,1990036393,L6393,03,90,2,72,2,30,723,455103,311803,6,,1,1,,5,131,153,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01716,1990036405,L6405,03,90,2,72,2,30,722,288603,174603,6,,1,1,,5,128,158,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01717,1990036413,L6413,03,90,2,73,2,30,732,000003,149903,6,,1,1,,5,149,162,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01718,1990036414,L6414,03,90,2,73,2,30,732,000003,767802,6,,1,1,,5,126,138,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01719,1990036421,L6421,03,90,2,72,2,30,722,288603,161003,6,,1,1,,5,121,143,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01720,1990036423,L6423,03,90,1,73,2,30,732,000003,415702,6,,1,3,,M,162,189,0,,,,93,0810,,,,,15,SCUR3,1.5,1992
92IN01721,1990036426,L6426,03,90,2,72,2,30,724,447103,716402,6,,1,1,,5,134,159,1,,,,,,,F93,5,F,15,,1.5,1992
92IN01722,1990036427,L6427,03,90,2,73,2,30,732,000003,120203,6,,1,1,,5,153,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01723,1990036429,L6429,03,90,2,72,2,30,724,447103,139203,6,,1,1,,5,119,0,0,,,,,,,F93,,F,15,,1.5,1992
92IN01724,1990036430,L6430,03,90,2,72,2,30,724,447103,139203,6,,1,1,,5,120,146,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01725,1990036431,L6431,03,90,2,72,2,30,721,304303,447302,6,,1,1,,5,140,166,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01726,1990036432,L6432,03,90,2,72,2,30,721,304303,447302,6,,1,1,,5,148,176,1,,,,,,,F93,4,F,15,,1.5,1992
92IN01727,1990036448,L6448,03,90,1,72,2,30,722,288603,619102,6,,1,1,,M,167,208,0,,,,,,,,,,15,TOP DAM,1.5,1992
92IN01728,1990036453,L6453,03,90,2,73,2,30,733,000003,637002,6,,1,1,,5,117,145,1,,,,,,,F93,3,F,15,,1.5,1992
92IN01729,1990036476,L6476,03,90,2,73,2,30,733,000003,495002,6,,1,1,,5,131,156,1,,,,,,,F93,3,F,15,KEEP,1.5,1992
92IN01730,1991036482,L6482,03,91,3,82,1,30,P-6,413603,498603,7,,1,4,RUM,*,0,0,0,,,F,,,,,,,10,,1.0,1992
92IN01731,1991036485,L6485,03,91,2,81,1,30,P-3,358703,529103,,,1,1,,1,155,164,2,,,,,,M,P02,3,2,10,,1.0,1992
92IN01732,1991036487,L6487,03,91,2,82,1,30,P-6,413603,528303,,,1,1,,1,121,131,2,,,,,,C,60,3,2,10,,1.0,1992
92IN01733,1991036489,L6489,03,91,2,84,1,30,P-5,346703,537203,,,1,1,,1,132,127,2,,,,,,,R-0,3,2,10,,1.0,1992
92IN01734,1991036490,L6490,03,91,2,82,1,30,P-5,346703,529903,,,1,3,,2,110,119,1,,,,93,1102,,,,,10,UT.PROLAPSE.X,1.0,1992
92IN01735,1991036496,L6496,03,91,2,84,1,30,P-6,413603,488403,,,1,1,,2,118,149,1,,,,,,,R-0,4,2,10,,1.0,1992
92IN01736,1991036500,L6500,03,91,2,81,1,30,P-3,358703,512303,,,1,1,,1,116,140,2,,,,,,M,P03,3,2,10,,1.0,1992
92IN01737,1991036509,L6509,03,91,2,84,1,30,P-7,354103,569003,,,1,1,,1,127,145,1,,,,,,,R-0,3,2,10,,1.0,1992
92IN01738,1991036514,L6514,03,91,2,80,1,30,P-1,362403,494003,,,1,1,,1,124,133,2,,,,,,,R-0,3,2,10,BIGKNEES 1/28,1.0,1992
92IN01739,1991036518,L6518,03,91,2,82,1,30,P-6,413603,570403,,,1,1,,2,136,150,1,,,,,,C,61,3,2,10,,1.0,1992
92IN01740,1991036522,L6522,03,91,2,80,1,30,P-7,354103,509703,,,1,2,,5,108,140,2,,,,92,0924,,,,,10,,1.0,1992
92IN01741,1991036525,L6525,03,91,2,82,1,30,P-5,346703,501103,,,1,1,,1,114,0,0,,,,05,0626,,,,,10,,1.0,1992
92IN01742,1991036529,L6529,03,91,2,80,1,30,P-2,429203,539703,,,1,1,,2,108,126,2,,,,,,,F93,2,F,10,,1.0,1992
92IN01743,1991036546,L6546,03,91,2,82,1,30,P-6,413603,473503,,,1,3,,2,99,121,12,,,,93,1102,,,,,10,,1.0,1992
92IN01744,1991036556,L6556,03,91,2,81,1,30,P-3,358703,559803,,,1,1,,1,143,157,1,,,,,,M,P04,3,2,10,,1.0,1992
92IN01745,1991036565,L6565,03,91,2,81,1,30,P-7,354103,536203,,,1,1,,1,128,140,2,,,,,,M,P01,3,2,10,,1.0,1992
92IN01746,1991036567,L6567,03,91,2,81,1,30,P-4,373703,541103,,,1,1,,1,116,123,2,,,,,,M,P02,2,2,10,,1.0,1992
92IN01747,1991036572,L6572,03,91,2,81,1,30,P-3,358703,508103,,,1,1,,2,126,145,2,,,,,,M,P03,3,2,10,,1.0,1992
92IN01748,1991036589,L6589,03,91,2,80,1,30,P-2,429203,521803,,,1,3,,5,82,94,1,,,,93,1102,,,,,10,X.SICK,1.0,1992
92IN01749,1991036598,L6598,03,91,2,81,1,30,P-3,358703,486903,,,1,1,,2,108,129,2,,,,,,M,P04,3,2,10,,1.0,1992
92IN01750,1991036605,L6605,03,91,2,82,1,30,P-6,413603,505403,,,1,1,,1,113,136,2,,,,,,C,62,3,2,10,,1.0,1992
92IN01751,1991036612,L6612,03,91,2,82,1,30,P-5,346703,472703,,,1,1,,2,126,137,2,,,,,,C,63,3,2,10,,1.0,1992
92IN01752,1991036613,L6613,03,91,2,80,1,30,P-2,429203,555503,,,1,1,,1,124,127,2,,,,,,,R-0,3,2,10,,1.0,1992
92IN01753,1991036619,L6619,03,91,2,81,1,30,332,417003,381903,,,1,1,,1,89,106,2,,,,,,M,P01,2,2,10,,1.0,1992
92IN01754,1991036620,L6620,03,91,2,81,1,30,332,417003,381903,,,1,1,,*,0,0,0,,,,01,0111,,,,,10,MSG. 1/28/92,1.0,1992
92IN01755,1991036629,L6629,03,91,2,81,1,30,P-8,361303,527003,,,1,1,,1,129,155,2,,,,,,M,P02,3,2,10,,1.0,1992
92IN01756,1991036630,L6630,03,91,2,81,1,30,P-8,361303,527003,,,1,1,,2,123,139,2,,,,,,M,P03,3,2,10,,1.0,1992
92IN01757,1991036633,L6633,03,91,2,84,1,30,301,395803,406203,,,1,1,,1,94,125,2,,,,,,,R-0,3,2,10,,1.0,1992
92IN01758,1991036637,L6637,03,91,2,84,1,30,P-6,413603,485003,,,1,1,,1,147,147,1,,,,,,,R-0,3,2,10,,1.0,1992
92IN01759,1991036641,L6641,03,91,2,80,1,30,P-8,361303,506503,,,1,1,,2,120,138,2,,,,,,,F93,3,F,10,,1.0,1992
92IN01760,1991036643,L6643,03,91,2,82,1,30,P-6,413603,541803,,,1,1,,1,118,126,2,,,,,,C,64,3,2,10,,1.0,1992
92IN01761,1991036654,L6654,03,91,2,81,1,30,314,439603,407003,,,1,1,,2,119,112,2,,,,,,M,P04,3,2,10,,1.0,1992
92IN01762,1991036655,L6655,03,91,2,81,1,30,314,439603,407003,,,1,1,,2,105,120,2,,,,,,M,P02,3,2,10,,1.0,1992
92IN01763,1991036656,L6656,03,91,2,81,1,30,314,439603,407003,,,1,1,,1,115,123,2,,,,,,M,P03,2,2,10,,1.0,1992
92IN01764,1991036663,L6663,03,91,3,83,1,30,P-7,354103,477603,7,,1,4,RUM,*,0,0,0,,,F,95,0504,,,,,10,,1.0,1992
92IN01765,1991036665,L6665,03,91,2,81,1,30,P-3,358703,506403,,,1,2,,5,130,157,1,,,,92,0924,,,,,10,,1.0,1992
92IN01766,1991036671,L6671,03,91,1,83,1,30,334,422103,909602,,,1,3,,Y,156,202,0,,,,93,0810,,,,,10,,1.0,1992
92IN01767,1991036672,L6672,03,91,2,80,1,30,334,422103,909602,,,1,2,,5,110,142,1,,,,92,0924,,,,,10,,1.0,1992
92IN01768,1991036674,L6674,03,91,2,80,1,30,303,427803,221503,,,1,1,,1,124,132,2,,,,,,,F93,3,F,10,,1.0,1992
92IN01769,1991036678,L6678,03,91,1,83,1,30,333,421203,248703,,,1,1,,Y,150,189,0,,,,,,,,,,10,,1.0,1992
92IN01770,1991036679,L6679,03,91,2,81,1,30,333,421203,248703,,,1,1,,2,103,125,2,,,,,,M,P01,2,2,10,,1.0,1992
