UID,ID10,YR,SEX,ETAG,BD1,LINE,PEN,BRD,REG,TYPE,INBR,TBR,AGE_BRDG,DINBR,TM,HORN,BPEN,YRWT,FACE,C3536,SPRGWT,FALLWT,DISP,REASON,STAPL,CLFL,BRDNEW,C5457,GRFL,FLGR,C6263,SIRE,SB1,DAYDIS,C7378,AGE_LMG,C80,YRREC,AGE
56IN03613,1951608121,51,2,K8121,6,02,110,60,,08,12,,5,20,1,1,020,072,11,,133,153,,,111,061,,,115,5,,6984,6,,,6,,1956,5.0
56IN03614,1951608239,51,2,K8239,6,02,110,60,,07,16,,5,22,1,1,020,092,11,,144,160,,,101,053,,,107,4,,6984,6,,,6,,1956,5.0
56IN03615,1951608402,51,2,K8402,6,02,110,60,,06,17,,5,,1,1,,083,09,,126,148,2,74,113,064,,,108,5,,6984,6,0927,,6,,1956,5.0
56IN03616,1951608529,51,2,K8529,6,02,110,60,,,,,5,,,,,,,,132,,6,,,,,,,,,,,0628,,6,,1956,5.0
56IN03617,1952608860,52,2,K8860,6,02,110,60,,07,07,,4,13,1,1,020,074,06,,110,137,,,090,042,,,084,6,,8000,6,,,5,,1956,4.0
56IN03618,1952608938,52,2,K8938,6,02,110,60,,06,13,,4,18,1,1,020,084,09,,126,149,,,098,040,,,078,6,,8000,6,,,5,,1956,4.0
56IN03619,1952608980,52,2,K8980,6,02,110,60,,07,18,,4,19,1,1,020,093,07,,142,148,,,099,055,,,122,5,,8000,6,,,5,,1956,4.0
56IN03620,1953609208,53,2,K9208,6,02,110,60,,06,24,,3,18,1,1,020,083,06,,118,128,,,086,052,,,110,5,,8000,6,,,4,,1956,3.0
56IN03621,1953609285,53,2,K9285,6,02,110,60,,07,07,,3,13,1,1,020,082,08,,117,146,,,092,057,,,109,5,,8000,6,,,4,,1956,3.0
56IN03622,1953609286,53,2,K9286,6,02,110,60,,07,07,,3,13,1,1,020,080,05,,130,145,,,103,049,,,098,5,,8000,6,,,4,,1956,3.0
56IN03623,1953609552,53,2,K9552,6,02,110,60,,06,20,,3,22,1,1,020,072,08,,110,136,,,103,046,,,095,5,,8000,6,,,4,,1956,3.0
56IN03624,1947606235,47,2,K6235,6,03,,60,,03,24,,9,,1,1,,111,08,,143,180,2,11,109,,,,155,7,,4603,6,0927,,0,,1956,9.0
56IN03625,1949607105,49,2,K7105,6,03,,60,,05,17,,7,,1,1,,100,09,,144,160,3,11,109,,,,105,6,,6481,6,0924,,8,,1956,7.0
56IN03626,1949607482,49,2,K7482,6,03,,60,,06,22,,7,,1,1,,074,09,,115,138,2,11,097,,,,084,5,,6481,6,0927,,8,,1956,7.0
56IN03627,1949607484,49,2,K7484,6,03,,60,,06,15,,7,,1,1,,087,07,,153,170,2,11,112,,,,098,6,,6481,6,0927,,8,,1956,7.0
56IN03628,1949607485,49,2,K7485,6,03,,60,,05,23,,7,,1,1,,110,09,,155,188,2,11,110,060,,,134,4,,6481,6,0927,,8,,1956,7.0
56IN03629,1949607578,49,2,K7578,6,03,,60,,06,07,,7,,1,1,,072,11,,108,117,3,11,108,,,,089,6,,6481,6,0924,,8,,1956,7.0
56IN03630,1950607798,50,2,K7798,6,03,,60,,08,20,,6,,1,1,,082,08,,113,135,2,11,099, 59,,,121,5,,6989,6,0927,,7,,1956,6.0
56IN03631,1954610184,54,2,A0184,6,03,030,61,,07,18,,2,28,1,1,030,086,07,,110,133,,,094, 47,,,104,5,,8514,6,,,3,,1956,2.0
56IN03632,1954610228,54,2,A0228,6,03,030,61,,06,18,,2,28,1,1,030,083,07,,109,136,,,081, 45,,,107,4,,8514,6,,,3,,1956,2.0
56IN03633,1954610262,54,1,A0262,6,03,030,61,,,,,2,,,,,,,,147,186,,,,,,,,,,,,,,3,,1956,2.0
56IN03634,1954610284,54,1,A0284,6,03,030,61,,,,,2,,,,,,,,160,202,2,10,,,,,,,,,,0927,,3,,1956,2.0
56IN03635,1955610318,55,1,A0318,6,03,030,61,,,,,1,,,,,,,,85,112,3,10,,,,,,,,9171,6,0801,,2,,1956,1.0
56IN03636,1955610484,55,2,A0484,6,03,030,61,,08,20,,1,34,1,1,030,087,10,,87,121,,,106,064,,,121,5,,9171,6,,,2,,1956,1.0
56IN03637,1955610499,55,1,A0499,6,03,030,61,,,,,1,,,,,,,,118,144,3,36,,,,,,,,9171,6,0801,,2,,1956,1.0
56IN03638,1955610506,55,1,A0506,6,03,030,61,,,,,1,,,,,,,,,,6,,,,,,,,,9171,6,0117,,2,,1956,1.0
56IN03639,1955610560,55,2,A0560,6,03,030,61,,06,25,,1,39,1,1,030,096,08,,96,130,,,122,055,,,121,6,,9171,6,,,2,,1956,1.0
56IN03640,1955610579,55,1,A0579,6,03,030,61,,,,,1,,,,,,,,78,103,3,10,,,,,,,,9171,6,0801,,2,,1956,1.0
56IN03641,1955610718,55,2,A0718,6,03,030,61,,07,20,,1,34,1,1,030,093,09,,93,134,,,104,065,,,128,6,,9171,6,,,2,,1956,1.0
56IN03642,1955610798,55,2,A0798,6,03,030,61,,06,16,,1,30,1,1,030,078,09,,78,107,,,096,062,,,126,6,,9171,6,,,2,,1956,1.0
56IN03643,1955610854,55,1,A0854,6,03,030,61,,,,,1,,,,,,,,109,144,,,,,,,,,,9171,6,,,2,,1956,1.0
56IN03644,1955610856,55,1,A0856,6,03,030,61,,,,,1,,,,,,,,94,132,3,10,,,,,,,,9171,6,0801,,2,,1956,1.0
56IN03645,1955610898,55,1,A0898,6,03,030,61,,,,,1,,,,,,,,113,156,,,,,,,,,,9171,6,,,2,,1956,1.0
56IN03646,1955610907,55,1,A0907,6,03,030,61,,,,,1,,,,,,,,105,141,,,,,,,,,,9171,6,,,2,,1956,1.0
56IN03647,1955610948,55,2,A0948,6,03,030,61,,09,28,,1,,1,1,,077,10,,77,98,2,50,108,046,,,105,5,,9171,6,0927,,2,,1956,1.0
56IN03648,1949607160,49,2,K7160,6,03,030,60,,05,30,,7,27,1,1,030,091,09,,146,167,,,095,049,,,094,5,,6481,6,,,8,,1956,7.0
56IN03649,1949607407,49,2,K7407,6,03,030,60,,05,15,,7,23,1,1,030,091,09,,140,167,,,087,,,,091,5,,6481,6,,,8,,1956,7.0
56IN03650,1951608134,51,2,K8134,6,03,030,60,,05,16,,5,,1,1,,092,09,,150,153,3,07,101,065,,,137,5,,7083,6,0924,,6,,1956,5.0
56IN03651,1951608164,51,2,K8164,6,03,030,60,,08,25,,5,28,1,1,030,090,08,,137,163,,,097,056,,,118,4,,7083,6,,,6,,1956,5.0
56IN03652,1951608495,51,2,K8495,6,03,030,60,,06,19,,5,,1,1,,098,08,,146,174,3,92,094,065,,,129,5,,7083,6,1119,,6,,1956,5.0
56IN03653,1951608583,51,2,K8583,6,03,030,60,,07,24,,5,,1,1,,076,10,,126,,7,,109,058,,,098,5,,7083,6,0915,,6,,1956,5.0
56IN03654,1951608608,51,2,K8608,6,03,030,60,,07,16,,5,,1,1,,092,08,,138,146,2,74,102,070,,,133,5,,7083,6,0927,,6,,1956,5.0
56IN03655,1951608634,51,2,K8634,6,03,030,60,,08,30,,5,30,1,1,030,068,12,,117,131,,,094,059,,,099,5,,7083,6,,,6,,1956,5.0
56IN03656,1951608665,51,2,K8665,6,03,030,60,,06,23,,5,36,1,1,030,077,10,,118,150,,,100,058,,,117,5,,7083,6,,,6,,1956,5.0
56IN03657,1951608677,51,2,K8677,6,03,030,60,,07,27,,5,,1,1,,080,09,,130,151,2,74,094,056,,,113,4,,7083,6,0927,,6,,1956,5.0
56IN03658,1952608868,52,2,K8868,6,03,030,60,,05,25,,4,22,1,1,030,093,08,,132,162,,,084,048,,,107,5,,7244,6,,,5,,1956,4.0
56IN03659,1953609153,53,2,K9153,6,03,030,60,,08,19,,3,28,1,1,030,077,07,,113,128,,,083,042,,,110,5,,8380,6,,,4,,1956,3.0
56IN03660,1953609302,53,2,K9302,6,03,030,60,,05,20,,3,26,1,1,030,088,07,,116,145,,,078,038,,,089,4,,8380,6,,,4,,1956,3.0
56IN03661,1953609303,53,2,K9303,6,03,030,60,,05,20,,3,26,1,1,030,086,06,,130,142,,,085,036,,,089,5,,8380,6,,,4,,1956,3.0
56IN03662,1953609571,53,2,K9571,6,03,030,60,,05,22,,3,29,1,1,030,097,07,,138,156,,,085,047,,,102,5,,8380,6,,,4,,1956,3.0
56IN03663,1953609592,53,2,K9592,6,03,030,60,,06,22,,3,28,1,1,030,080,08,,116,128,,,085,044,,,092,5,,8380,6,,,4,,1956,3.0
56IN03664,1953609647,53,2,K9647,6,03,030,60,,08,31,,3,45,1,1,030,078,06,,138,128,,,089,039,,,098,5,,8380,6,,,4,,1956,3.0
56IN03665,1954609763,54,2,K9763,6,03,030,60,,07,34,,2,32,1,1,030,083,08,,100,130,,,102, 52,,,123,6,,8514,6,,,3,,1956,2.0
56IN03666,1954609886,54,2,K9886,6,03,030,60,,06,32,,2,32,1,1,030,082,08,,107,,,,104, 52,,,105,5,,8514,6,,,3,,1956,2.0
56IN03667,1954609887,54,2,K9887,6,03,030,60,,08,32,,2,32,1,1,030,077,08,,108,130,,,087, 51,,,108,5,,8514,6,,,3,,1956,2.0
56IN03668,1954609941,54,2,K9941,6,03,030,60,,07,16,,2,27,1,1,030,077,09,,103,126,,,085, 45,,,099,5,,8514,6,,,3,,1956,2.0
56IN03669,1954610046,54,2,A0046,6,03,033,61,,07,21,,2,,1,1,,077,07,,114,147,2,10,084, 45,,,091,6,,8691,6,0927,,3,,1956,2.0
56IN03670,1954610177,54,1,A0177,6,03,033,61,,,,,2,,,,,,,,144,197,,,,,,,,,,,,,,3,,1956,2.0
56IN03671,1954610218,54,2,A0218,6,03,033,61,,06,17,,2,22,1,1,030,088,09,,117,153,,,071, 38,,,077,2,,8691,6,,,3,,1956,2.0
56IN03672,1954610231,54,2,A0231,6,03,033,61,,07,28,,2,26,1,1,030,080,08,,113,143,,,087, 46,,,096,6,,8691,6,,,3,,1956,2.0
56IN03673,1955610380,55,2,A0380,6,03,033,61,,06,29,,1,29,1,1,030,098,06,,98,125,,,109,075,,,153,7,,9434,6,,,2,,1956,1.0
56IN03674,1955610408,55,2,A0408,6,03,033,61,,06,36,,1,32,1,1,030,078,07,,78,113,,,114,053,,,120,5,,9434,6,,,2,,1956,1.0
56IN03675,1955610518,55,2,A0518,6,03,033,61,,06,32,,1,29,1,1,030,083,10,,83,123,,,110,055,,,111,5,,9434,6,,,2,,1956,1.0
56IN03676,1955610600,55,1,A0600,6,03,033,61,,,,,1,,,,,,,,100,137,2,10,,,,,,,,9434,6,0927,,2,,1956,1.0
56IN03677,1955610642,55,1,A0642,6,03,033,61,,,,,1,,,,,,,,94,122,3,74,,,,,,,,9434,6,0801,,2,,1956,1.0
56IN03678,1955610662,55,2,A0662,6,03,033,61,,06,24,,1,27,1,1,030,086,08,,86,120,,,083,046,,,096,5,,9434,6,,,2,,1956,1.0
56IN03679,1955610681,55,2,A0681,6,03,033,61,,07,33,,1,30,1,1,030,083,08,,83,117,,,100,055,,,126,5,,9434,6,,,2,,1956,1.0
56IN03680,1955610727,55,2,A0727,6,03,033,61,,06,31,,1,29,1,1,030,103,08,,103,138,,,103,061,,,133,5,,9434,6,,,2,,1956,1.0
56IN03681,1955610728,55,1,A0728,6,03,033,61,,,,,1,,,,,,,,98,126,3,10,,,,,,,,9434,6,0801,,2,,1956,1.0
56IN03682,1955610731,55,2,A0731,6,03,033,61,,06,24,,1,28,1,1,030,097,08,,97,129,,,110,056,,,114,6,,9434,6,,,2,,1956,1.0
56IN03683,1955610744,55,2,A0744,6,03,033,61,,06,34,,1,31,1,1,030,084,08,,84,128,,,094,045,,,101,4,,9434,6,,,2,,1956,1.0
56IN03684,1954609721,54,1,K9721,6,03,033,60,,,,,2,,,,,,,,140,187,,,,,,,,,,,,,,3,,1956,2.0
56IN03685,1954609997,54,2,K9997,6,03,033,60,,07,22,,2,27,1,1,030,077,08,,111,141,,,093, 43,,,101,5,,8691,6,,,3,,1956,2.0
56IN03686,1953609141,53,2,K9141,6,03,120,60,,07,16,,3,27,1,1,030,087,06,,137,162,,,092,041,,,103,5,,8514,6,,,4,,1956,3.0
56IN03687,1953609171,53,1,K9171,6,03,120,60,,,,,3,,,,,,,,177,215,2,20,,,,,,,,,,0927,,4,,1956,3.0
56IN03688,1953609366,53,2,K9366,6,03,120,60,,07,27,,3,,1,1,,075,06,,138,153,3,10,091,043,,,097,5,,8514,6,1001,,4,,1956,3.0
56IN03689,1953609434,53,1,K9434,6,03,120,60,,,,,3,,,,,,,,172,196,2,23,,,,,,,,,,0927,,4,,1956,3.0
56IN03690,1949607178,49,2,K7178,6,04,,60,,,,,7,,,,,,,,130,,6,,,,,,,,,,,0531,,8,,1956,7.0
56IN03691,1949607515,49,2,K7515,6,04,,60,,05,14,,7,,1,1,,086,07,,158,184,2,11,087,,,,083,6,,6219,6,0927,,8,,1956,7.0
56IN03692,1950607850,50,2,K7850,6,04,,60,,06,09,,6,,1,1,,096,05,,145,,7,,097, 47,,,106,5,,7040,6,0915,,7,,1956,6.0
56IN03693,1954610047,54,1,A0047,6,04,040,61,,,,,2,,,,,,,,157,186,,,,,,,,,,,,,,3,,1956,2.0
56IN03694,1954610152,54,2,A0152,6,04,040,61,,06,21,,2,28,1,1,040,092,07,,126,153,,,083, 44,,,088,4,,8564,6,,,3,,1956,2.0
56IN03695,1954610173,54,2,A0173,6,04,040,61,,08,17,,2,27,1,1,040,081,09,,111,133,,,081, 45,,,109,4,,8564,6,,,3,,1956,2.0
56IN03696,1954610211,54,1,A0211,6,04,040,61,,,,,2,,,,,,,,170,106,3,10,,,,,,,,,,0801,,3,,1956,2.0
56IN03697,1954610269,54,2,A0269,6,04,040,61,,07,17,,2,,1,1,,078,11,,102,,7,,079, 43,,,090,4,,8564,6,0915,,3,,1956,2.0
56IN03698,1955610470,55,2,A0470,6,04,040,61,,08,19,,1,23,1,1,040,087,09,,87,108,,,105,051,,,107,4,,9150,6,,,2,,1956,1.0
56IN03699,1955610471,55,1,A0471,6,04,040,61,,,,,1,,,,,,,,90,127,3,10,,,,,,,,9150,6,0801,,2,,1956,1.0
56IN03700,1955610520,55,2,A0520,6,04,040,61,,08,29,,1,28,1,1,040,081,07,,81,114,,,103,042,,,088,5,,9150,6,,,2,,1956,1.0
56IN03701,1955610569,55,1,A0569,6,04,040,61,,,,,1,,,,,,,,104,123,2,10,,,,,,,,9150,6,0927,,2,,1956,1.0
56IN03702,1955610581,55,1,A0581,6,04,040,61,,,,,1,,,,,,,,107,136,3,10,,,,,,,,9150,6,0801,,2,,1956,1.0
56IN03703,1955610586,55,1,A0586,6,04,040,61,,,,,1,,,,,,,,106,140,3,10,,,,,,,,9150,6,0801,,2,,1956,1.0
56IN03704,1955610645,55,1,A0645,6,04,040,61,,,,,1,,,,,,,,106,141,2,10,,,,,,,,9150,6,0927,,2,,1956,1.0
56IN03705,1955610646,55,2,A0646,6,04,040,61,,08,13,,1,,1,1,,088,07,,88,116,2,74,121,049,,,115,6,,9150,6,0927,,2,,1956,1.0
56IN03706,1955610687,55,1,A0687,6,04,040,61,,,,,1,,,,,,,,108,139,,,,,,,,,,9150,6,,,2,,1956,1.0
56IN03707,1955610853,55,1,A0853,6,04,040,61,,,,,1,,,,,,,,98,138,2,10,,,,,,,,9150,6,0927,,2,,1956,1.0
56IN03708,1955610870,55,2,A0870,6,04,040,61,,08,27,,1,,1,1,,091,08,,91,113,2,74,112,057,,,103,5,,9150,6,0927,,2,,1956,1.0
56IN03709,1955610951,55,2,A0951,6,04,040,61,,05,20,,1,24,1,1,040,088,10,,88,118,,,106,058,,,117,5,,9150,6,,,2,,1956,1.0
56IN03710,1949607444,49,2,K7444,6,04,040,60,,05,18,,7,19,1,1,040,087,09,,148,155,,,095,043,,,082,7,,6219,6,,,8,,1956,7.0
56IN03711,1950608086,50,2,K8086,6,04,040,60,,07,25,,6,19,1,1,040,081,06,,148,152,,,091, 43,,,085,6,,7040,6,,,7,,1956,6.0
56IN03712,1952608844,52,2,K8844,6,04,040,60,,06,12,,4,19,1,1,040,087,05,,126,146,,,098,049,,,096,5,,7621,6,,,5,,1956,4.0
56IN03713,1952608894,52,2,K8894,6,04,040,60,,,,,4,,,,,,,,,,6,,,,,,,,,,,0409,,5,,1956,4.0
56IN03714,1952608960,52,2,K8960,6,04,040,60,,05,12,,4,,1,1,,086,08,,97,,7,,087,044,,,103,5,,7621,6,0915,,5,,1956,4.0
56IN03715,1953609113,53,2,K9113,6,04,040,60,,06,16,,3,16,1,1,040,078,05,,117,133,,,086,042,,,096,4,,7621,6,,,4,,1956,3.0
56IN03716,1953609259,53,2,K9259,6,04,040,60,,,,,3,,,,,,,,140,,3,80,,,,,,,,,,0603,,4,,1956,3.0
56IN03717,1953609282,53,2,K9282,6,04,040,60,,07,11,,3,18,1,1,040,085,07,,127,142,,,097,054,,,110,5,,7621,6,,,4,,1956,3.0
56IN03718,1953609549,53,2,K9549,6,04,040,60,,06,11,,3,18,1,1,040,088,06,,135,163,,,088,045,,,105,4,,7621,6,,,4,,1956,3.0
56IN03719,1954609730,54,2,K9730,6,04,040,60,,06,22,,2,27,1,1,040,094,09,,123,155,,,107, 61,,,115,5,,8564,6,,,3,,1956,2.0
56IN03720,1954609952,54,2,K9952,6,04,040,60,,07,16,,2,28,1,1,040,089,07,,122,146,,,089, 54,,,117,6,,8564,6,,,3,,1956,2.0
56IN03721,1954610146,54,2,A0146,6,04,043,61,,07,21,,2,20,1,1,040,079,08,,100,129,,,087, 47,,,106,5,,8580,6,,,3,,1956,2.0
56IN03722,1954610239,54,2,A0239,6,04,043,61,,07,15,,2,19,1,1,040,090,10,,117,132,,,075, 43,,,095,5,,8580,6,,,3,,1956,2.0
56IN03723,1955610410,55,1,A0410,6,04,043,61,,,,,1,,,,,,,,113,157,2,10,,,,,,,,9008,6,0927,,2,,1956,1.0
56IN03724,1955610505,55,1,A0505,6,04,043,61,,,,,1,,,,,,,,114,166,,,,,,,,,,9008,6,,,2,,1956,1.0
56IN03725,1955610659,55,2,A0659,6,04,043,61,,06,14,,1,24,1,1,040,092,08,,92,128,,,107,060,,,108,6,,9008,6,,,2,,1956,1.0
56IN03726,1955610665,55,1,A0665,6,04,043,61,,,,,1,,,,,,,,116,156,2,10,,,,,,,,9008,6,0927,,2,,1956,1.0
56IN03727,1955610743,55,1,A0743,6,04,043,61,,,,,1,,,,,,,,107,150,,,,,,,,,,9008,6,,,2,,1956,1.0
56IN03728,1955610755,55,1,A0755,6,04,043,61,,,,,1,,,,,,,,103,132,3,10,,,,,,,,9008,6,0801,,2,,1956,1.0
56IN03729,1955610756,55,2,A0756,6,04,043,61,,06,20,,1,23,1,1,040,095,06,,95,126,,,100,048,,,092,5,,9008,6,,,2,,1956,1.0
56IN03730,1955610797,55,1,A0797,6,04,043,61,,,,,1,,,,,,,,118,135,3,10,,,,,,,,9008,6,0801,,2,,1956,1.0
56IN03731,1955610892,55,1,A0892,6,04,043,61,,,,,1,,,,,,,,88,114,,,,,,,,,,9008,6,,,2,,1956,1.0
56IN03732,1955610922,55,2,A0922,6,04,043,61,,08,15,,1,,1,1,,084,07,,84,108,2,74,112,061,,,119,5,,9008,6,0927,,2,,1956,1.0
56IN03733,1954609840,54,2,K9840,6,04,043,60,,07,18,,2,19,1,1,040,090,07,,113,145,,,098, 55,,,113,6,,8580,6,,,3,,1956,2.0
56IN03734,1954609878,54,1,K9878,6,04,043,60,,,,,2,,,,,,,,,,6,,,,,,,,,,,0406,,3,,1956,2.0
56IN03735,1950608099,50,2,K8099,6,04,120,60,,06,17,,6,38,1,1,040,084,07,,172,180,,,093, 42,,,075,6,,6946,6,,,7,,1956,6.0
56IN03736,1951608149,51,2,K8149,6,04,120,60,,05,13,,5,21,1,1,040,086,07,,130,139,,,102,053,,,105,5,,7204,6,,,6,,1956,5.0
56IN03737,1951608617,51,2,K8617,6,04,120,60,,11,21,,5,21,1,1,040,066,08,,125,142,,,105,049,,,084,5,,7204,6,,,6,,1956,5.0
56IN03738,1953609008,53,1,K9008,6,04,130,60,,,,,3,,,,,,,,180,106,2,24,,,,,,,,,,0927,,4,,1956,3.0
56IN03739,1953609030,53,2,K9030,6,04,130,60,,07,16,,3,28,1,1,040,079,07,,125,142,,,084,040,,,083,4,,8564,6,,,4,,1956,3.0
56IN03740,1953609031,53,2,K9031,6,04,130,60,,06,16,,3,29,1,1,040,069,08,,122,151,,,096,044,,,088,5,,8564,6,,,4,,1956,3.0
56IN03741,1953609086,53,2,K9086,6,04,130,60,,09,16,,3,29,1,1,040,065,09,,114,135,,,092,046,,,113,5,,8564,6,,,4,,1956,3.0
56IN03742,1953609150,53,1,K9150,6,04,130,60,,,,,3,,,,,,,,173,208,,,,,,,,,,,,,,4,,1956,3.0
56IN03743,1953609217,53,2,K9217,6,04,130,60,,07,15,,3,29,1,1,040,088,08,,133,160,,,085,047,,,099,4,,8564,6,,,4,,1956,3.0
56IN03744,1953609440,53,2,K9440,6,04,130,60,,06,12,,3,25,1,1,040,089,06,,137,155,,,092,053,,,110,5,,8564,6,,,4,,1956,3.0
56IN03745,1953609502,53,2,K9502,6,04,130,60,,06,18,,3,28,1,1,040,081,08,,133,146,,,090,051,,,106,5,,8564,6,,,4,,1956,3.0
56IN03746,1949607507,49,2,K7507,6,05,,60,,,,,7,,,,,,,,,,7,,,,,,,,,,,0401,,8,,1956,7.0
56IN03747,1950608064,50,2,K8064,6,05,,60,,07,10,,6,,1,1,,081,09,,108,,7,,115, 58,,,106,7,,5280,6,0915,,7,,1956,6.0
56IN03748,1954610038,54,1,A0038,6,05,050,61,,,,,2,,,,,,,,153,202,2,10,,,,,,,,,,0927,,3,,1956,2.0
56IN03749,1955610336,55,1,A0336,6,05,050,61,,,,,1,,,,,,,,109,147,2,10,,,,,,,,9169,6,0927,,2,,1956,1.0
56IN03750,1955610440,55,2,A0440,6,05,050,61,,08,32,,1,22,1,1,050,088,08,,88,120,,,093,050,,,096,4,,9169,6,,,2,,1956,1.0
56IN03751,1955610463,55,2,A0463,6,05,050,61,,07,26,,1,21,1,1,050,086,09,,86,119,,,105,042,,,084,4,,9169,6,,,2,,1956,1.0
56IN03752,1955610479,55,2,A0479,6,05,050,61,,07,24,,1,20,1,1,050,094,06,,94,120,,,093,042,,,083,5,,9169,6,,,2,,1956,1.0
56IN03753,1955610523,55,1,A0523,6,05,050,61,,,,,1,,,,,,,,107,140,3,10,,,,,,,,9169,6,0801,,2,,1956,1.0
56IN03754,1955610551,55,2,A0551,6,05,050,61,,07,23,,1,20,1,1,050,092,08,,92,122,,,113,046,,,087,6,,9169,6,,,2,,1956,1.0
56IN03755,1955610606,55,2,A0606,6,05,050,61,,07,31,,1,,1,1,,084,09,,84,107,2,71,080,037,,,077,3,,9169,6,0927,,2,,1956,1.0
56IN03756,1955610808,55,2,A0808,6,05,050,61,,06,32,,1,22,1,1,050,092,09,,92,124,,,100,060,,,116,4,,9169,6,,,2,,1956,1.0
56IN03757,1950607682,50,2,K7682,6,05,050,60,,07,12,,6,18,1,1,050,085,09,,133,170,,,092, 50,,,098,5,,5280,6,,,7,,1956,6.0
56IN03758,1950607863,50,2,K7863,6,05,050,60,,04,17,,6,19,1,1,050,087,12,,122,147,,,087, 37,,,098,4,,5280,6,,,7,,1956,6.0
56IN03759,1951608179,51,2,K8179,6,05,050,60,,,,,5,,,,,,,,,,6,,,,,,,,,,,0123,,6,,1956,5.0
56IN03760,1951608420,51,2,K8420,6,05,050,60,,05,14,,5,21,1,1,050,088,09,,120,150,,,099,042,,,093,5,,7270,6,,,6,,1956,5.0
56IN03761,1951608431,51,2,K8431,6,05,050,60,,,,,5,,,,,,,,,,7,,,,,,,,,,,0401,,6,,1956,5.0
56IN03762,1951608497,51,2,K8497,6,05,050,60,,09,13,,5,18,1,1,050,068,10,,116,138,,,079,036,,,077,3,,7270,6,,,6,,1956,5.0
56IN03763,1951608599,51,2,K8599,6,05,050,60,,06,13,,5,19,1,1,050,094,09,,173,178,,,088,056,,,104,4,,7270,6,,,6,,1956,5.0
56IN03764,1952608720,52,2,K8720,6,05,050,60,,,,,4,,,,,,,,150,,3,81,,,,,,,,,,0604,,5,,1956,4.0
56IN03765,1952608888,52,2,K8888,6,05,050,60,,07,17,,4,,1,1,,098,08,,138,176,3,92,089,057,,,114,5,,7797,6,0924,,5,,1956,4.0
56IN03766,1952608900,52,2,K8900,6,05,050,60,,07,17,,4,21,1,1,050,094,08,,128,165,,,101,056,,,107,5,,7797,6,,,5,,1956,4.0
56IN03767,1952608911,52,2,K8911,6,05,050,60,,06,22,,4,23,1,1,050,085,08,,123,138,,,093,049,,,099,5,,7797,6,,,5,,1956,4.0
56IN03768,1952608944,52,2,K8944,6,05,050,60,,07,12,,4,19,1,1,050,074,09,,103,128,,,069,034,,,071,5,,7797,6,,,5,,1956,4.0
56IN03769,1953609010,53,2,K9010,6,05,050,60,,07,18,,3,23,1,1,050,074,08,,128,140,,,075,029,,,070,4,,7797,6,,,4,,1956,3.0
56IN03770,1953609088,53,2,K9088,6,05,050,60,,06,21,,3,,1,1,,080,08,,115,126,2,74,095,041,,,089,5,,7797,6,0927,,4,,1956,3.0
56IN03771,1953609143,53,2,K9143,6,05,050,60,,06,12,,3,19,1,1,050,097,06,,152,155,,,087,056,,,114,5,,7797,6,,,4,,1956,3.0
56IN03772,1953609169,53,1,K9169,6,05,050,60,,,,,3,,,,,,,,186,225,3,24,,,,,,,,,,0801,,4,,1956,3.0
56IN03773,1953609247,53,2,K9247,6,05,050,60,,06,33,,3,,1,1,,086,09,,140,128,3,14,101,055,,,115,5,,7797,6,0924,,4,,1956,3.0
56IN03774,1953609374,53,2,K9374,6,05,050,60,,08,12,,3,19,1,1,050,071,11,,120,132,,,074,032,,,070,3,,7797,6,,,4,,1956,3.0
56IN03775,1953609393,53,2,K9393,6,05,050,60,,07,18,,3,24,1,1,050,078,09,,116,134,,,093,046,,,093,5,,7797,6,,,4,,1956,3.0
56IN03776,1953609398,53,2,K9398,6,05,050,60,,06,16,,3,22,1,1,050,078,06,,115,133,,,078,035,,,078,3,,7797,6,,,4,,1956,3.0
56IN03777,1953609423,53,2,K9423,6,05,050,60,,06,17,,3,25,1,1,050,082,07,,130,143,,,085,034,,,078,5,,7797,6,,,4,,1956,3.0
56IN03778,1953609503,53,2,K9503,6,05,050,60,,08,14,,3,21,1,1,050,082,08,,133,152,,,087,059,,,108,5,,7797,6,,,4,,1956,3.0
56IN03779,1953609511,53,1,K9511,6,05,050,60,,,,,3,,,,,,,,188,225,,,,,,,,,,,,,,4,,1956,3.0
56IN03780,1953609532,53,2,K9532,6,05,050,60,,,,,3,,,,,,,,,,6,,,,,,,,,,,0214,,4,,1956,3.0
56IN03781,1953609540,53,2,K9540,6,05,050,60,,05,08,,3,18,1,1,050,095,06,,138,164,,,092,042,,,092,5,,7797,6,,,4,,1956,3.0
56IN03782,1953609559,53,2,K9559,6,05,050,60,,05,21,,3,29,1,1,050,084,09,,142,163,,,074,042,,,095,4,,7797,6,,,4,,1956,3.0
56IN03783,1953609582,53,2,K9582,6,05,050,60,,08,24,,3,23,1,1,050,068,09,,124,145,,,082,031,,,066,3,,7797,6,,,4,,1956,3.0
56IN03784,1953609641,53,2,K9641,6,05,050,60,,06,12,,3,20,1,1,050,083,05,,124,148,,,079,035,,,086,4,,7797,6,,,4,,1956,3.0
56IN03785,1954609711,54,2,K9711,6,05,050,60,,05,24,,2,29,1,1,050,091,09,,121,158,,,098, 51,,,106,5,,8832,6,,,3,,1956,2.0
56IN03786,1954609744,54,1,K9744,6,05,050,60,,,,,2,,,,,,,,168,111,,,,,,,,,,,,,,3,,1956,2.0
