UID,ID,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,BAND,WORK,PD,DISP,BLEED,STM
04BR00337,A7491,4.0,88,,13P,2,0,165,2,W,1,..,Y,30
04BR00338,A7495,4.0,88,"ABS.JAW, THIN",04P,2,0,150,2,W,1,..,N,30
04BR00339,A7500,4.0,88,,05P,2,0,171,1,W,1,..,N,30
04BR00340,A7509,4.0,81,ABORT 2/8/01,06P,2,0,176,1,W,1,..,Y,30
04BR00341,A7512,4.0,81,TRY3,16P,2,0,185,2,W,1,..,N,30
04BR00342,A7526,4.0,88,DYSTOCIA,14P,2,0,163,2,W,1,..,Y,30
04BR00343,A7533,4.0,81,,05P,2,0,155,1,W,1,..,Y,30
04BR00344,A7575,4.0,82,SNORTS,24P,2,0,158,1,W,1,..,Y,30
04BR00345,A7582,4.0,81,LT L.,06P,2,0,186,2,W,1,..,Y,30
04BR00346,A7591,4.0,82,,05P,2,0,148,1,W,1,..,Y,30
04BR00347,A7602,4.0,88,R.P.+DAB,05P,2,0,159,1,W,1,..,Y,30
04BR00348,A7609,4.0,82,,23P,2,0,161,1,W,1,..,Y,30
04BR00349,A7610,4.0,88,,06P,2,0,170,1,W,1,..,N,30
04BR00350,A7622,4.0,82,THIN,05P,2,0,125,1,W,1,..,N,30
04BR00351,A7675,4.0,81,TRY3,12P,2,0,191,1,W,1,..,Y,30
04BR00352,A7731,4.0,81,NICE EWE,06P,2,0,182,1,W,1,..,N,30
04BR00353,A7748,4.0,88,R.TEAT.OPENED,UTE,U,2,170,1,W,U,..,N,30
04BR00354,A7755,4.0,88,THIN,24P,2,0,159,1,W,1,..,Y,30
04BR00355,A7770,4.0,81,SUCK1SIDE.FLT,13P,2,0,165,1,W,1,..,Y,30
04BR00356,A7788,4.0,81,,21P,2,0,160,1,W,1,..,Y,30
04BR00357,A7856,4.0,82,NICE,07P,2,0,154,1,W,1,..,Y,30
04BR00358,A8039,4.0,81,,14P,2,0,161,2,W,1,..,Y,30
04BR00359,A8074,4.0,88,,26P,2,0,181,2,W,1,..,N,30
04BR00360,A8172,3.0,84,THIN,23P,2,0,155,2,W,1,..,N,30
04BR00361,A8197,3.0,82,4TEATS,05P,2,0,176,2,W,1,..,N,30
04BR00362,A8198,3.0,82,WEAK,02P,2,0,159,1,W,1,..,N,30
04BR00363,A8219,3.0,84,,07P,2,0,156,2,W,1,..,N,30
04BR00364,A8223,3.0,83,,03P,2,0,168,2,W,1,..,Y,30
04BR00365,A8224,3.0,83,,14P,2,0,157,2,W,1,..,Y,30
04BR00366,A8225,3.0,83,WEAK,04P,2,0,167,1,W,1,..,N,30
04BR00367,A8226,3.0,84,R.P. OK,07P,2,0,132,2,W,1,..,N,30
04BR00368,A8236,3.0,84,,24P,2,0,149,1,W,1,..,N,30
04BR00369,A8251,3.0,84,"MASTITIS, U",UTE,U,2,128,1,W,U,66,N,30
04BR00370,A8274,3.0,84,R.EYE 9/02,14P,2,0,147,2,W,1,..,Y,30
04BR00371,A8282,3.0,81,NOT B3 2003,12P,2,0,160,1,W,1,..,Y,30
04BR00372,A8283,3.0,81,?MSG 2/7/03,13P,2,0,180,2,W,1,..,N,30
04BR00373,A8294,3.0,84,,03P,2,0,158,1,W,1,..,N,30
04BR00374,A8295,3.0,84,,07P,2,0,146,2,W,1,..,Y,30
04BR00375,A8296,3.0,81,THICK MILK,01P,2,0,174,2,W,1,..,Y,30
04BR00376,A8305,3.0,84,NICE,06P,2,0,147,1,W,1,..,N,30
04BR00377,A8310,3.0,84,INT.TRAUMA?,24P,2,0,168,1,W,1,..,N,30
04BR00378,A8316,3.0,81,,06P,2,0,179,1,W,1,..,N,30
04BR00379,A8317,3.0,84,"FLTS,minor",07P,2,0,165,1,W,1,..,Y,30
04BR00380,A8319,3.0,81,,15P,2,0,180,2,W,1,..,N,30
04BR00381,A8326,3.0,84,THIN,12P,2,0,176,1,W,1,..,N,30
04BR00382,A8333,3.0,81,,04P,2,0,184,1,W,1,..,Y,30
04BR00383,A8336,3.0,81,THIN,03P,2,0,189,2,W,1,..,Y,30
04BR00384,A8339,3.0,82,WEAK,14P,2,0,155,1,W,1,..,Y,30
04BR00385,A8359,3.0,81,NICE,16P,2,0,180,1,W,1,..,N,30
04BR00386,A8360,3.0,81,DIARRHEA,06P,2,0,178,1,W,1,..,N,30
04BR00387,A8371,3.0,82,,26P,2,0,145,2,W,1,..,N,30
04BR00388,A8373,3.0,82,,11P,2,0,153,2,W,1,..,Y,30
04BR00389,A8376,3.0,83,,01P,2,0,167,2,W,1,..,N,30
04BR00390,A8380,3.0,83,,21P,2,0,210,1,W,1,..,N,30
04BR00391,A8386,3.0,84,,05P,2,0,160,1,W,1,..,Y,30
04BR00392,A8393,3.0,81,,04P,2,0,186,1,W,1,..,N,30
04BR00393,A8394,3.0,82,THIN,04P,2,0,144,1,W,1,..,Y,30
04BR00394,A8399,3.0,84,,03P,2,0,140,2,W,1,..,N,30
04BR00395,A8401,3.0,84,WILD,15P,2,0,132,2,W,1,97,N,30
04BR00396,A8404,3.0,82,NOT B3 2003,13P,2,0,156,1,W,1,..,N,30
04BR00397,A8405,3.0,82,,01P,2,0,128,1,W,1,..,N,30
04BR00398,A8413,3.0,82,,06P,2,0,170,2,W,1,..,Y,30
04BR00399,A8414,3.0,82,4TEATS,15P,2,0,167,2,W,1,..,N,30
04BR00400,A8416,3.0,84,"9 BAG, U",UTE,U,2,144,2,W,U,..,N,30
04BR00401,A8434,3.0,81,,07P,2,0,178,1,W,1,..,N,30
04BR00402,A8439,3.0,84,,05P,2,0,156,1,W,1,..,N,30
04BR00403,A8443,3.0,84,HAIRY,25P,2,0,183,2,W,1,..,N,30
04BR00404,A8456,3.0,84,THIN,04P,2,0,134,1,W,1,..,N,30
04BR00405,A8460,3.0,84,DIARRHEA,04P,2,0,156,1,W,1,..,Y,30
04BR00406,A8473,3.0,84,"THIN,BLK.EYE",16P,2,0,131,2,W,1,..,N,30
04BR00407,A8474,3.0,84,"11 BAG, U",UTE,U,2,152,2,W,U,..,N,30
04BR00408,A8481,3.0,81,,06P,2,0,156,1,W,1,..,N,30
04BR00409,A8493,3.0,83,,02P,2,0,175,1,W,1,..,Y,30
04BR00410,A8497,3.0,83,ROUGH SHORN,02P,2,0,165,1,W,1,..,N,30
04BR00411,A8498,3.0,84,BUSH,01P,2,0,162,1,W,1,..,N,30
04BR00412,A8499,3.0,84,SMALL,21P,2,0,148,2,W,1,..,N,30
04BR00413,A8505,3.0,84,,03P,2,0,167,2,W,1,..,Y,30
04BR00414,A8507,3.0,84,,04P,2,0,168,2,W,1,..,N,30
04BR00415,A8511,3.0,81,,11P,2,0,152,1,X,1,10,N,30
04BR00416,A8522,3.0,83,,25P,2,0,169,1,W,1,..,N,30
04BR00417,A8528,3.0,81,4TEATS,11P,2,0,178,1,W,1,..,Y,30
04BR00418,A8530,3.0,84,METRITIS,26P,2,0,157,2,W,1,..,N,30
04BR00419,A8531,3.0,84,,07P,2,0,193,1,W,1,..,Y,30
04BR00420,A8532,3.0,84,GASH R.SHOU.,05P,2,0,162,1,W,1,..,Y,30
04BR00421,A8543,3.0,84,,11P,2,0,166,1,W,1,..,N,30
04BR00422,A8546,3.0,81,"DYSTOCIA,dry",01P,2,0,187,1,W,1,..,Y,30
04BR00423,A8580,3.0,83,SW.BAG + RP,04P,2,0,178,2,W,1,..,Y,30
04BR00424,A8597,3.0,84,,01P,2,0,156,2,W,1,..,N,30
04BR00425,A8599,3.0,84,,05P,2,0,194,H,W,1,..,Y,30
04BR00426,A8600,3.0,84,,21P,2,0,194,1,W,1,..,N,30
04BR00427,A8616,3.0,81,TRT L.EYE '03,05P,2,0,160,1,W,1,..,Y,30
04BR00428,A8631,3.0,81,,14P,2,0,176,1,W,1,..,N,30
04BR00429,A8642,3.0,83,,03P,2,0,171,1,W,1,..,N,30
04BR00430,A8662,3.0,82,,03P,2,0,135,2,W,1,..,Y,30
04BR00431,A8670,3.0,83,"LAME LR, 8/04",04P,2,0,153,1,W,1,..,N,30
04BR00432,A8673,3.0,83,R.P. OK,26P,2,0,172,1,W,1,..,N,30
04BR00433,A8677,3.0,84,WEAK,22P,2,0,188,1,W,1,..,N,30
04BR00434,A8684,3.0,84,,06P,2,0,154,1,W,1,..,Y,30
04BR00435,A8685,3.0,84,,23P,2,0,158,1,W,1,..,N,30
04BR00436,A8704,3.0,82,,22P,2,0,186,1,W,1,..,N,30
04BR00437,A8714,3.0,81,,02P,2,0,176,2,W,1,..,Y,30
04BR00438,A8751,3.0,83,ABS.NECK,03P,2,0,167,2,W,1,..,Y,30
04BR00439,A8752,3.0,83,NASAL ASYMMET,04P,2,0,138,1,X,1,04,N,30
04BR00440,A8756,3.0,82,4TEATS,13P,2,0,175,2,W,1,..,N,30
04BR00441,A8767,3.0,83,LT SUCK1SIDE,01P,2,0,176,2,W,1,..,N,30
04BR00442,A8770,3.0,84,,07P,2,0,148,2,W,1,..,Y,30
04BR00443,A8780,3.0,81,BAD WOOL ok,02P,2,0,148,1,W,1,..,N,30
04BR00444,A8790,3.0,82,,16P,2,0,149,2,W,1,..,Y,30
04BR00445,A8797,3.0,84,FLTS,13P,2,0,181,2,W,1,..,N,30
04BR00446,A8801,3.0,84,,07P,2,0,181,2,W,1,..,N,30
04BR00447,A8812,3.0,84,BRITCHY,01P,2,0,192,2,W,1,..,N,30
04BR00448,A8833,3.0,84,"10 BAG, U",UTE,U,2,144,1,W,U,..,N,30
04BR00449,A8839,3.0,84,HAIRY,05P,2,0,161,2,W,1,..,Y,30
04BR00450,A8844,3.0,84,THIN,12P,2,0,182,1,W,1,..,N,30
04BR00451,A8851,3.0,82,,04P,2,0,165,1,W,1,..,Y,30
04BR00452,A8874,3.0,83,,11P,2,0,162,2,W,1,..,N,30
04BR00453,A8916,2.0,84,,15P,2,0,165,2,W,1,..,N,30
04BR00454,A9026,2.0,84,THIN,02P,2,0,144,1,W,1,..,N,30
04BR00455,A9034,2.0,84,,16P,2,0,181,1,W,1,..,N,30
04BR00456,A9062,2.0,84,,05P,2,0,161,2,W,1,..,N,30
04BR00457,A9071,2.0,81,,24P,2,0,176,1,W,1,..,N,30
04BR00458,A9091,2.0,84,,02P,2,0,150,1,W,1,..,N,30
04BR00459,A9119,2.0,84,,22P,2,0,139,2,W,1,..,N,30
04BR00460,A9123,2.0,84,THIN,02P,2,0,143,2,W,1,..,N,30
04BR00461,A9132,2.0,84,NICE,05P,2,0,160,2,W,1,..,N,30
04BR00462,A9133,2.0,84,THIN,12P,2,0,147,2,W,1,..,N,30
04BR00463,A9134,2.0,82,,06P,2,0,176,2,W,1,..,N,30
04BR00464,A9180,2.0,82,THIN,04P,2,0,136,2,W,1,..,N,30
04BR00465,A9219,2.0,83,NICE,26P,2,0,156,1,W,1,..,N,30
04BR00466,A9235,2.0,84,,14P,2,0,160,1,W,1,..,N,30
04BR00467,A9241,2.0,83,,01P,2,0,176,1,W,1,..,N,30
04BR00468,A9247,2.0,84,KEEP,01P,2,0,199,5,W,1,..,N,30
04BR00469,A9275,2.0,81,SM.BAG,22P,2,0,149,2,W,1,..,N,30
04BR00470,A9291,2.0,82,NICE,12P,2,0,180,2,W,1,..,N,30
04BR00471,A9293,2.0,84,,03P,2,0,173,1,W,1,..,N,30
04BR00472,A9298,2.0,81,NICE,04P,2,0,164,2,W,1,..,N,30
04BR00473,A9306,2.0,81,hasFXLEG.LAMB,21P,2,0,181,H,W,1,..,N,30
04BR00474,A9307,2.0,81,,05P,2,0,182,1,W,1,..,N,30
04BR00475,A9318,2.0,83,,03P,2,0,174,2,W,1,..,N,30
04BR00476,A9348,2.0,84,,25P,2,0,176,2,W,1,..,N,30
04BR00477,A9351,2.0,81,,22P,2,0,169,1,W,1,..,N,30
04BR00478,A9359,2.0,83,THIN,21P,2,0,155,1,W,1,..,N,30
04BR00479,A9366,2.0,83,DYSTOCIA,04P,2,0,148,2,W,1,..,N,30
04BR00480,A9410,2.0,82,,01P,2,0,151,1,W,1,..,N,30
04BR00481,A9419,2.0,81,"11 BAG, U",UTE,U,2,149,2,W,U,..,N,30
04BR00482,A9420,2.0,81,,23P,2,0,166,2,W,1,..,N,30
04BR00483,A9432,2.0,82,THIN,04P,2,0,161,1,W,1,..,N,30
04BR00484,A9458,2.0,84,,02P,2,0,132,1,W,1,..,N,30
04BR00485,A9471,2.0,84,,23P,2,0,152,2,W,1,..,N,30
04BR00486,A9511,2.0,81,THIN + POOR,03P,2,0,137,1,W,1,..,N,30
04BR00487,A9538,2.0,84,,13P,2,0,150,1,W,1,..,N,30
04BR00488,A9545,2.0,81,THIN,24P,2,0,159,1,W,1,..,N,30
04BR00489,A9589,2.0,83,DYSTOCIA,02P,2,0,177,5,W,1,..,N,30
04BR00490,A9597,2.0,81,,01P,2,0,158,1,W,1,..,N,30
04BR00491,A9599,2.0,81,,06P,2,0,159,2,W,1,..,N,30
04BR00492,A9608,2.0,82,,02P,2,0,175,1,W,1,..,N,30
04BR00493,A9641,2.0,84,,04P,2,0,174,1,W,1,..,N,30
04BR00494,A9667,2.0,84,DYSTOCIA,03P,2,0,161,1,W,1,..,N,30
04BR00495,A9677,2.0,81,,25P,2,0,167,2,W,1,..,N,30
04BR00496,A9683,2.0,81,,26P,2,0,153,2,W,1,..,N,30
04BR00497,A9715,2.0,81,NICE,01P,2,0,147,1,W,1,..,N,30
04BR00498,A9736,2.0,83,,03P,2,0,183,1,W,1,..,N,30
04BR00499,A9761,2.0,83,,01P,2,0,152,2,W,1,..,N,30
04BR00500,A9817,2.0,82,,02P,2,0,145,2,W,1,..,N,30
04BR00501,A9841,2.0,84,,24P,2,0,155,2,W,1,..,N,30
04BR00502,A9876,2.0,83,STRAINING,12P,2,0,142,1,W,1,..,N,30
04BR00503,A9885,2.0,81,,02P,2,0,174,5,W,1,..,N,30
04BR00504,A9891,2.0,83,NICE,03P,2,0,169,1,W,1,..,N,30
04BR00505,A9898,2.0,81,,04P,2,0,162,1,W,1,..,N,30
04BR00506,A9927,2.0,84,DYSTOCIA,06P,2,0,164,2,W,1,..,N,30
04BR00507,A9940,2.0,84,4TEATS,07P,2,0,155,2,W,1,..,N,30
04BR00508,A9962,2.0,82,THIN,16P,2,0,142,1,W,1,..,N,30
04BR00509,A9964,2.0,83,4TEATS,03P,2,0,156,1,W,1,..,N,30
04BR00510,H0407,1.0,88,,01P,2,0,166,5,W,1,..,N,30
04BR00511,H0419,1.0,88,,02P,2,0,139,2,W,1,..,N,30
04BR00512,H0428,1.0,88,,26P,2,0,167,5,W,1,..,N,30
04BR00513,H0432,1.0,88,,03P,2,0,144,1,W,1,..,N,30
04BR00514,H0439,1.0,88,,04P,2,0,157,2,W,1,..,N,30
04BR00515,H0478,1.0,88,4TEATS,22P,2,0,144,1,W,1,..,N,30
04BR00516,H0484,1.0,88,,06P,2,0,143,2,W,1,..,N,30
04BR00517,H0495,1.0,88,,03P,2,0,142,2,W,1,..,N,30
04BR00518,H0511,1.0,88,BIG4HER,24P,2,0,174,1,W,1,..,N,30
04BR00519,H0513,1.0,88,,02P,2,0,143,2,W,1,..,N,30
04BR00520,H0524,1.0,88,,07P,2,0,150,2,W,1,..,N,30
04BR00521,H0525,1.0,88,,15P,2,0,167,5,W,1,..,N,30
04BR00522,H0536,1.0,88,NICE,02P,2,0,143,1,W,1,..,N,30
04BR00523,H0564,1.0,88,PNEU.,15P,2,0,144,2,W,1,..,N,30
04BR00524,H0567,1.0,88,HAIRY,05P,2,0,127,2,W,1,..,N,30
04BR00525,H0568,1.0,88,HAIRY,06P,2,0,135,1,W,1,..,N,30
04BR00526,H0569,1.0,88,,ORE,O,2,155,5,W,O,..,N,30
04BR00527,H0570,1.0,88,,23P,2,0,120,2,W,1,..,N,30
04BR00528,H0580,1.0,88,,05P,2,0,129,2,W,1,..,N,30
04BR00529,H0591,1.0,88,,07P,2,0,151,1,W,1,..,N,30
04BR00530,H0595,1.0,88,,16P,2,0,137,2,W,1,..,N,30
04BR00531,H0601,1.0,88,,05P,2,0,145,2,W,1,..,N,30
04BR00532,H0610,1.0,88,PNEU.,06P,2,0,152,2,W,1,..,N,30
04BR00533,H0614,1.0,88,,07P,2,0,156,1,W,1,..,N,30
04BR00534,H0629,1.0,88,,04P,2,0,138,2,W,1,..,N,30
04BR00535,H0637,1.0,88,NICE,21P,2,0,168,5,W,1,..,N,30
04BR00536,H0639,1.0,88,,05P,2,0,137,2,W,1,..,N,30
04BR00537,H0640,1.0,88,,06P,2,0,155,1,W,1,..,N,30
04BR00538,H0643,1.0,88,,04P,2,0,140,1,W,1,..,N,30
04BR00539,H0646,1.0,88,MSG d224 ??,05P,2,0,151,2,W,1,..,N,30
04BR00540,H0651,1.0,88,,01P,2,0,133,2,W,1,..,N,30
04BR00541,H0652,1.0,88,HAIRY,02P,2,0,128,2,W,1,..,N,30
04BR00542,H0653,1.0,88,,03P,2,0,139,1,W,1,..,N,30
04BR00543,H0670,1.0,88,,07P,2,0,181,1,W,1,..,N,30
04BR00544,H0671,1.0,88,,06P,2,0,156,2,W,1,..,N,30
04BR00545,H0675,1.0,88,,07P,2,0,162,1,W,1,..,N,30
04BR00546,H0684,1.0,88,HAIRY,04P,2,0,148,2,W,1,..,N,30
04BR00547,H0688,1.0,88,,06P,2,0,167,2,W,1,..,N,30
04BR00548,H0700,1.0,88,,25P,2,0,154,2,W,1,..,N,30
04BR00549,H0702,1.0,88,,05P,2,0,143,2,W,1,..,N,30
04BR00550,H0710,1.0,88,NICE EWE,07P,2,0,160,1,W,1,..,N,30
04BR00551,H0712,1.0,88,,06P,2,0,145,2,W,1,..,N,30
04BR00552,H0713,1.0,88,,07P,2,0,144,2,W,1,..,N,30
04BR00553,H0715,1.0,88,,06P,2,0,137,2,W,1,..,N,30
04BR00554,K0055,6.0,62,"THIN,BLK.EYE",52K,1,0,174,1,W,1,..,Y,06
04BR00555,K0065,6.0,61,,54K,1,0,223,1,W,1,..,Y,06
04BR00556,K0102,6.0,62,,53K,1,0,172,2,W,1,..,Y,06
04BR00557,K0104,6.0,60,,53K,1,0,209,5,W,1,..,Y,06
04BR00558,K0118,6.0,61,,53K,1,0,196,2,W,1,..,Y,06
04BR00559,K0180,6.0,60,"THIN,R.EYE TX",54K,1,0,177,1,W,1,..,Y,06
04BR00560,K0241,6.0,60,,54K,1,0,178,1,W,1,..,Y,06
04BR00561,K0252,6.0,60,FLTS,51K,1,0,192,2,W,1,..,Y,06
04BR00562,K0280,6.0,61,,51K,1,0,177,2,W,1,..,Y,06
04BR00563,K0297,6.0,61,DYSTOCIA,52K,1,0,190,2,W,1,..,Y,06
04BR00564,K0361,6.0,61,"THIN,ROUGH",52K,1,0,215,2,W,1,..,Y,06
04BR00565,K0372,6.0,61,,51K,1,0,191,1,W,1,..,Y,06
04BR00566,K0413,6.0,62,DYSTOCIA,52K,1,0,190,1,W,1,..,Y,06
04BR00567,K0423,6.0,60,,54K,1,0,192,1,W,1,..,Y,06
04BR00568,K0431,6.0,60,"RP,DRY,NECROT",51K,1,0,237,5,W,1,..,Y,06
04BR00569,K0440,6.0,61,FIX Y'TEX'04,52K,1,0,205,1,W,1,..,Y,06
04BR00570,K0495,6.0,60,SW. BAG,51K,1,0,186,1,W,1,..,Y,06
04BR00571,K0545,6.0,61,ABS.LANCED'04,54K,1,0,187,1,W,1,..,Y,06
04BR00572,K0550,6.0,60,DYSTOCIA,53K,1,0,224,1,W,1,..,Y,06
04BR00573,K0641,5.0,68,ENTR,55K,1,0,216,1,W,1,..,Y,06
04BR00574,K0643,5.0,68,PRETTY,57K,1,0,202,1,W,1,..,Y,06
04BR00575,K0655,5.0,68,,57K,1,0,200,2,W,1,..,Y,06
04BR00576,K0677,5.0,68,,51K,1,0,144,1,W,1,..,Y,06
04BR00577,K0697,5.0,68,,57K,1,0,200,1,W,1,..,Y,06
04BR00578,K0706,5.0,68,F2,58K,1,0,232,5,W,1,..,Y,06
04BR00579,K0711,5.0,68,,56K,1,0,175,1,W,1,..,Y,06
04BR00580,K0713,5.0,68,"PNEU., OPP?",51K,1,0,182,2,W,1,..,Y,06
04BR00581,K0718,5.0,68,JARVIS?,55K,1,0,220,2,W,1,..,Y,06
04BR00582,K0723,5.0,68,,53K,1,0,216,2,W,1,..,Y,06
04BR00583,K0764,5.0,68,ABS.L.HIP,55K,1,0,206,1,W,1,..,Y,06
04BR00584,K0786,5.0,68,L.EYE TRT'03,51K,1,0,201,1,W,1,..,Y,06
04BR00585,K0800,5.0,68,BIG BAG,54K,1,0,171,1,W,1,..,Y,06
04BR00586,K0844,5.0,68,"12 BAG, U",UTE,U,2,188,1,W,U,..,N,06
04BR00587,K0848,5.0,68,SUCK1SIDE,51K,1,0,199,2,W,1,..,Y,06
04BR00588,K0852,5.0,68,"ABS.JAW, DRY",52K,1,0,188,1,W,1,..,Y,06
04BR00589,K0853,5.0,68,ENTR,51K,1,0,229,5,W,1,..,Y,06
04BR00590,K0871,5.0,68,THIN,51K,1,0,197,1,W,1,..,Y,06
04BR00591,K0946,5.0,68,,56K,1,0,195,2,W,1,..,Y,06
04BR00592,K0971,5.0,68,,53K,1,0,170,1,W,1,..,Y,06
04BR00593,K0972,5.0,68,,54K,1,0,181,2,W,1,..,Y,06
04BR00594,K0985,5.0,68,LEGGY,57K,1,0,183,1,W,1,..,Y,06
04BR00595,K1002,5.0,68,,58K,1,0,196,2,W,1,..,Y,06
04BR00596,K1052,4.0,68,,53K,1,0,195,2,W,1,..,Y,06
04BR00597,K1062,4.0,68,,52K,1,0,180,2,W,1,..,Y,06
04BR00598,K1070,4.0,68,,53K,1,0,178,2,W,1,..,Y,06
04BR00599,K1071,4.0,68,BIG TAG y2001,54K,1,0,160,2,W,1,..,Y,06
04BR00600,K1074,4.0,68,"VLTS, R.P.",56K,1,0,208,1,W,1,..,Y,06
04BR00601,K1115,4.0,68,LEGGY,56K,1,0,218,2,W,1,..,N,06
04BR00602,K1116,4.0,68,NICE,51K,1,0,216,1,W,1,..,Y,06
04BR00603,K1123,4.0,68,LEGGY,56K,1,0,232,1,W,1,..,Y,06
04BR00604,K1151,4.0,68,R.P.,56K,1,0,207,1,W,1,..,Y,06
04BR00605,K1154,4.0,68,"SW.BAG, LTS",54K,1,0,198,1,W,1,..,Y,06
04BR00606,K1156,4.0,68,,54K,1,0,203,2,W,1,..,Y,06
04BR00607,K1159,4.0,68,"BREECH,HELP",56K,1,0,202,H,W,1,..,Y,06
04BR00608,K1164,4.0,68,,53K,1,0,194,2,W,1,..,Y,06
04BR00609,K1190,4.0,68,THIN,55K,1,0,183,2,W,1,..,Y,06
04BR00610,K1217,4.0,68,L.EYE OK,52K,1,0,205,5,W,1,..,Y,06
04BR00611,K1248,4.0,68,MEAN AS HANDY,57K,1,0,193,1,W,1,..,Y,06
04BR00612,K1267,4.0,68,,58K,1,0,202,1,W,1,..,Y,06
04BR00613,K1294,4.0,68,LEGGY,57K,1,0,205,2,W,1,..,Y,06
04BR00614,K1302,4.0,68,THIN.OPP?,57K,1,0,186,1,W,1,..,Y,06
04BR00615,K1305,4.0,68,NECROTIC DABs,58K,1,0,215,1,X,1,10,N,06
04BR00616,K1312,4.0,68,,53K,1,0,183,2,W,1,..,Y,06
04BR00617,K1354,4.0,68,,55K,1,0,192,1,W,1,..,Y,06
04BR00618,K1355,4.0,68,,52K,1,0,221,1,W,1,..,Y,06
04BR00619,K1361,4.0,00,"BLACK, R.P.",ZZZ,1,1,191,1,W,1,..,Y,06
04BR00620,K1407,4.0,68,,56K,1,0,187,2,W,1,..,Y,06
04BR00621,K1439,4.0,68,SW.BAG,53K,1,0,204,1,W,1,..,Y,06
04BR00622,K1446,4.0,68,URI '04,56K,1,0,200,1,W,1,..,Y,06
04BR00623,K1541,3.0,68,ENTR,55K,1,0,206,1,W,1,..,Y,06
04BR00624,K1544,3.0,68,,53K,1,0,210,2,W,1,..,Y,06
04BR00625,K1560,3.0,68,"R.P.,FETUS?",54K,1,0,198,2,W,1,..,Y,06
04BR00626,K1561,3.0,68,,58K,1,0,190,2,W,1,..,Y,06
04BR00627,K1563,3.0,68,ENTR,55K,1,0,191,2,W,1,..,Y,06
04BR00628,K1595,3.0,68,,57K,1,0,174,1,W,1,..,Y,06
04BR00629,K1627,3.0,68,4TEATS,56K,1,0,198,5,W,1,..,Y,06
04BR00630,K1635,3.0,68,TALL,54K,1,0,182,2,W,1,..,Y,06
04BR00631,K1652,3.0,68,,51K,1,0,187,1,W,1,..,Y,06
04BR00632,K1657,3.0,68,,57K,1,0,191,2,W,1,..,Y,06
04BR00633,K1659,3.0,68,,57K,1,0,175,1,W,1,..,Y,06
04BR00634,K1679,3.0,68,"LT,L.",58K,1,0,191,2,W,1,..,Y,06
04BR00635,K1704,3.0,68,,54K,1,0,176,2,W,1,..,Y,06
04BR00636,K1720,3.0,68,ASSISTED,52K,1,0,214,1,W,1,..,Y,06
04BR00637,K1722,3.0,68,,58K,1,0,194,1,W,1,..,Y,06
04BR00638,K1727,3.0,68,4TEATS,55K,1,0,157,1,W,1,..,Y,06
04BR00639,K1738,3.0,68,4TEATS,51K,1,0,197,2,W,1,..,Y,06
04BR00640,K1768,3.0,68,4TEATS,51K,1,0,210,2,W,1,..,Y,06
04BR00641,K1769,3.0,68,,56K,1,0,209,1,W,1,..,Y,06
04BR00642,K1783,3.0,68,DYSTOCIA,53K,1,0,194,1,W,1,..,Y,06
04BR00643,K1788,3.0,68,,58K,1,0,184,1,W,1,..,Y,06
04BR00644,K1797,3.0,68,"WEAK,SCOURS",52K,1,0,195,1,W,1,..,Y,06
04BR00645,K1805,3.0,68,SW.BAG,54K,1,0,185,1,W,1,..,Y,06
04BR00646,K1810,3.0,68,4TEATS,55K,1,0,236,1,W,1,..,Y,06
04BR00647,K1813,3.0,68,4TEATS,51K,1,0,207,1,W,1,..,Y,06
04BR00648,K1821,3.0,68,"THIN,ROUGH",51K,1,0,204,1,W,1,..,Y,06
04BR00649,K1824,3.0,68,FIX TAG Y2003,57K,1,0,214,1,W,1,..,Y,06
04BR00650,K1842,3.0,68,NICE,52K,1,0,196,2,W,1,..,Y,06
04BR00651,K1849,3.0,68,,52K,1,0,215,1,W,1,..,Y,06
04BR00652,K1877,3.0,68,,58K,1,0,212,5,W,1,..,Y,06
04BR00653,K1888,3.0,68,4TEATS,58K,1,0,169,2,W,1,..,Y,06
04BR00654,K1895,3.0,68,4TEATS,55K,1,0,202,2,W,1,..,Y,06
04BR00655,K1900,3.0,68,JAW5 <?,55K,1,0,195,1,W,1,..,Y,06
04BR00656,K1926,3.0,68,,58K,1,0,174,H,W,1,..,Y,06
04BR00657,K1928,3.0,68,,57K,1,0,167,1,W,1,..,Y,06
04BR00658,K1950,3.0,68,,53K,1,0,182,1,W,1,..,Y,06
04BR00659,K1956,3.0,68,NICE EWE,55K,1,0,230,1,W,1,..,Y,06
04BR00660,K1961,3.0,68,THIN,54K,1,0,206,5,W,1,..,Y,06
04BR00661,K1982,3.0,68,,56K,1,0,204,1,W,1,..,Y,06
04BR00662,K1986,3.0,68,4TEATS,58K,1,0,221,5,X,1,04,N,06
04BR00663,K2001,3.0,68,,58K,1,0,223,1,W,1,..,Y,06
04BR00664,K2005,3.0,68,SW.BAG,57K,1,0,188,1,W,1,..,Y,06
04BR00665,K2018,3.0,68,4TEATS,53K,1,0,204,1,W,1,..,Y,06
04BR00666,K2062,2.0,68,4TEATS,55K,1,0,167,2,W,1,..,N,06
04BR00667,K2068,2.0,68,,57K,1,0,186,2,W,1,..,N,06
04BR00668,K2080,2.0,68,4TEATS,58K,1,0,167,2,W,1,..,N,06
04BR00669,K2085,2.0,00,SICK 9/22/03,ORE,O,2,160,5,W,O,..,N,05
