UID,ETAG,YR,SEX,LINE,LOT,BPEN,PD,FAWT,COND,BGRP,GRP,RMK
93BR00450,K6080,92,2,61,,12,1,146,3,1,,ENTR.4TEATS
93BR00451,K6095,92,2,60,,04,1,150,4,1,,
93BR00452,K6311,92,2,62,,70,1,157,3,1,,
93BR00453,K6313,92,2,60,,01,1,154,3,1,,
93BR00454,K6312,92,2,61,,14,1,150,4,1,,
93BR00455,K6305,92,2,62,,69,1,144,3,1,,
93BR00456,K6306,92,2,61,,12,1,144,4,1,,
93BR00457,K6309,92,2,60,,04,1,147,4,1,,
93BR00458,K6335,92,2,61,,13,1,168,4,1,,
93BR00459,K6340,92,2,60,AVR,02,1,161,4,1,,
93BR00460,K6342,92,2,68,DOG,LIS,1,0,,L,D,
93BR00461,K6354,92,2,61,,13,1,155,4,1,,
93BR00462,K6355,92,2,60,,03,1,140,4,1,,
93BR00463,K6352,92,2,62,,52,1,158,3,1,,
93BR00464,K6361,92,2,61,,51,1,154,4,1,,
93BR00465,K6360,92,2,62,,60,1,150,4,1,,
93BR00466,K6364,92,2,62,,61,1,131,2,1,,
93BR00467,K6362,92,2,60,,01,1,153,4,1,,
93BR00468,K6368,92,2,61,,14,1,145,4,1,,
93BR00469,K6322,92,2,62,,71,1,148,4,1,,
93BR00470,K6327,92,2,61,,11,1,157,4,1,,
93BR00471,K6383,92,2,61,,11,1,155,3,1,,
93BR00472,K6386,92,3,00,BLK,BLK,1,127,4,,W,"BLACK,KEEP"
93BR00473,K6388,92,2,60,,02,1,159,4,1,,
93BR00474,K6394,92,2,62,,62,1,155,3,1,,
93BR00475,K6396,92,2,61,,14,1,153,4,1,,
93BR00476,K6378,92,2,60,,04,1,131,4,1,,
93BR00477,K6379,92,2,62,,63,1,156,4,1,,
93BR00478,K6404,92,2,62,,64,1,140,4,1,,
93BR00479,K6406,92,2,61,,12,1,166,4,1,,
93BR00480,K6402,92,2,60,,03,1,142,4,1,,
93BR00481,K6433,92,2,62,,51,1,149,4,1,,
93BR00482,K6435,92,2,61,,11,1,139,4,1,,
93BR00483,K6446,92,2,60,,04,1,131,3,1,,
93BR00484,K6448,92,2,61,,12,1,149,4,1,,ENTR
93BR00485,K6447,92,2,62,,65,1,139,3,1,,
93BR00486,K6469,92,2,60,AVR,01,1,159,4,1,,
93BR00487,K6426,92,2,60,,52,1,131,3,1,,
93BR00488,K6485,92,2,62,,52,1,150,4,1,,SWOLLEN HEAD
93BR00489,K6491,92,2,61,,13,1,151,4,1,,
93BR00490,K6492,92,2,60,,02,1,137,2,1,,
93BR00491,K6499,92,2,62,,66,1,165,4,1,,ENTR
93BR00492,K6515,92,2,60,,03,1,154,4,1,,
93BR00493,K6516,92,2,62,,67,1,170,4,1,,"4TEATS,AT HQ."
93BR00494,K6504,92,2,61,,14,1,152,5,1,,
93BR00495,K6530,92,2,60,,04,1,140,4,1,,
93BR00496,K6532,92,2,62,,68,1,144,3,1,,
93BR00497,K6550,92,2,61,,12,1,160,4,1,,
93BR00498,K6552,92,2,60,,01,1,138,4,1,,
93BR00499,K6523,92,2,61,,11,1,138,4,1,,
93BR00500,K6581,92,2,61,,13,1,152,4,1,,
93BR00501,K6584,92,2,60,,02,1,165,4,1,,
93BR00502,K6586,92,2,62,,71,1,150,4,1,,ENTR
93BR00503,K6593,92,2,61,,14,1,148,4,1,,
93BR00504,K6596,92,2,60,,03,1,163,3,1,,
93BR00505,K6598,92,2,62,,70,1,140,4,1,,
93BR00506,K6576,92,2,62,AVR,69,1,142,4,1,,
93BR00507,K6611,92,2,00,SPG,LIS,1,127,,L,S,
93BR00508,K6612,92,2,00,SPG,LIS,1,127,,L,S,
93BR00509,K6603,92,2,61,,12,1,144,4,1,,
93BR00510,K6607,92,2,00,JWG,LIS,1,128,,L,G,JWGOAT
93BR00511,K6630,92,2,00,JWG,LIS,1,141,,L,G,JWGOAT
93BR00512,K6633,92,2,62,,51,1,132,3,1,,WEAK
93BR00513,K6627,92,2,60,,04,1,151,4,1,,
93BR00514,K6211,92,2,60,,01,1,164,4,1,,
93BR00515,K6210,92,2,61,,14,1,156,4,1,,
93BR00516,K6215,92,2,62,,64,1,154,5,1,,
93BR00517,K6216,92,2,61,,11,1,136,3,1,,
93BR00518,K6201,92,2,60,,03,1,145,4,1,,
93BR00519,K6205,92,2,62,,63,1,141,4,1,,
93BR00520,K6233,92,2,61,,12,1,151,3,1,,
93BR00521,K6238,92,2,60,,02,1,150,3,1,,
93BR00522,K6239,92,2,62,,65,1,148,4,1,,
93BR00523,K6244,92,2,60,,03,1,141,4,1,,
93BR00524,K6242,92,2,61,,13,1,154,4,1,,
93BR00525,K6248,92,2,62,,52,1,154,4,1,,
93BR00526,K6250,92,2,61,,14,1,119,2,1,,
93BR00527,K6256,92,2,62,,66,1,157,4,1,,
93BR00528,K6252,92,2,60,,04,1,157,4,1,,
93BR00529,K6258,92,2,61,,51,1,146,4,1,,
93BR00530,K6264,92,2,60,,01,1,152,4,1,,
93BR00531,K6266,92,2,62,,67,1,139,4,1,,
93BR00532,K6268,92,2,61,,11,1,132,3,1,,
93BR00533,K6269,92,2,60,,02,1,159,3,1,,
93BR00534,K6291,92,2,61,,13,1,153,4,1,,ENTR
93BR00535,K6290,92,2,62,,52,1,136,3,1,,
93BR00536,K6299,92,2,60,,51,1,150,4,1,,
93BR00537,K6271,92,2,62,,68,1,150,3,1,,
93BR00538,K6278,92,2,60,AVR,03,1,137,3,1,,
93BR00539,K6277,92,2,61,AVR,12,1,133,4,1,,
93BR00540,K2440,87,2,60,,01,1,177,3,1,,
93BR00541,K2448,87,2,61,,11,1,170,2,1,,
93BR00542,K2470,87,2,60,,02,1,207,4,1,,SLOWEWE
93BR00543,K2552,87,2,62,,51,1,185,3,1,,
93BR00544,K2570,87,2,62,,60,1,216,4,1,,DYS.BREECH
93BR00545,K2611,87,2,68,30B,LIS,1,176,,L,,
93BR00546,K2602,87,2,61,,12,1,181,2,1,,
93BR00547,K2648,87,2,60,,03,1,219,3,1,,LT'S
93BR00548,K2626,87,2,68,34D,LIS,1,156,,L,,
93BR00549,K2809,87,2,68,34C,LIS,1,172,,L,,
93BR00550,K2846,87,2,62,,63,1,184,3,1,,
93BR00551,K2868,87,2,60,,02,1,185,4,1,,
93BR00552,K2916,87,2,68,29A,LIS,1,175,,L,,
93BR00553,K2936,87,2,61,,13,1,215,3,1,,?TRIPLET93
93BR00554,K2924,87,2,62,,64,1,196,3,1,,DYSTOCIA
93BR00555,K2715,87,2,62,,61,1,198,3,1,,BIGBAG
93BR00556,K2760,87,2,60,,04,1,171,2,1,,LF.LAME
93BR00557,K2723,87,2,68,34A,LIS,1,182,,L,,
93BR00558,K2784,87,2,60,,01,1,181,3,1,,
93BR00559,K2798,87,2,62,,62,1,189,4,1,,
93BR00560,K2770,87,2,68,32C,LIS,1,167,,L,,
93BR00561,K2779,87,2,68,32A,LIS,1,184,,L,,
93BR00562,L1137,87,2,73,,-FL,1,0,,F,,
93BR00563,L1161,87,2,73,,-FL,1,0,,F,,
93BR00564,L1160,87,2,73,,-2,1,144,3,2,,
93BR00565,L1196,87,2,73,,-FL,1,0,,F,,
93BR00566,L1304,87,2,72,,-FL,1,0,,F,,
93BR00567,L1355,87,2,72,,-FL,1,199,3,F,,
93BR00568,L1404,87,2,88,,-0,1,180,3,2,,
93BR00569,L1449,87,2,73,,-FL,1,0,,F,,
93BR00570,L1454,87,3,00,BLK,BLK,1,182,4,,W,BLK WETHER
93BR00571,L1455,87,2,72,,-FL,1,0,,F,,
93BR00572,L1499,87,2,73,,-FL,1,0,,F,,
93BR00573,L1531,87,2,73,,-FL,1,0,,F,,
93BR00574,L1530,87,2,72,,-FL,1,0,,F,,
93BR00575,L1536,87,2,72,,-FL,1,0,,F,,
93BR00576,L1537,87,2,72,,-FL,1,149,3,F,,
93BR00577,L1540,87,2,73,,-FL,1,159,3,F,,
93BR00578,L1610,87,2,72,,-FL,1,0,,F,,
93BR00579,L1632,87,2,88,,-2,1,164,3,2,,FLTS
93BR00580,L1641,87,2,00,BLK,971,1,153,3,1,B,"BLACK,AB.SHO."
93BR00581,L1646,87,2,73,,-FL,1,0,,F,,
93BR00582,L1622,87,2,00,BLK,972,1,154,3,1,B,BLACK
93BR00583,L1629,87,2,72,,-FL,1,0,,F,,SLICK 1
93BR00584,L1627,87,2,73,,-FL,1,0,,F,,
93BR00585,L1696,87,2,73,,-FL,1,0,,F,,JAW?
93BR00586,L1678,87,2,72,,-FL,1,183,4,F,,
93BR00587,L1212,87,2,73,,-0,1,167,4,2,,
93BR00588,L1271,87,2,73,,-FL,1,0,,F,,
93BR00589,L1272,87,2,73,,-FL,1,0,,F,,
93BR00590,L1808,87,2,72,,-FL,1,0,,F,,DYSTOCIA
93BR00591,L1832,87,2,73,,-FL,1,178,3,F,,
93BR00592,L1886,88,2,88,,-2,1,176,3,2,,
93BR00593,L1876,88,2,82,,25,1,164,3,2,,
93BR00594,L1919,88,2,81,,02,1,156,2,2,,
93BR00595,L1903,88,2,73,,-FL,1,0,,F,,
93BR00596,L1936,88,2,81,,04,1,180,3,2,,
93BR00597,L1945,88,2,81,,03,1,200,3,2,,DYSTOCIA'93ok
93BR00598,L1957,88,2,88,,-0,1,160,3,2,,
93BR00599,L1983,88,2,88,,-2,1,193,3,2,,
93BR00600,L1735,87,2,88,,-0,1,156,3,2,,
93BR00601,L1743,87,2,72,,-FL,1,0,,F,,
93BR00602,L1746,87,2,72,,-FL,1,0,,F,,
93BR00603,L1784,87,2,73,,-FL,1,0,,F,,FLTS1991
93BR00604,L1771,87,2,73,,-FL,1,0,,F,,
93BR00605,L0131,86,2,72,,-FL,1,0,,F,,
93BR00606,L0319,86,2,00,BLK,971,1,176,4,1,B,BLK.SW.BAG
93BR00607,L0482,86,2,73,,-FL,1,178,4,F,,
93BR00608,L0517,87,2,82,,20,1,159,2,2,,NOSALE
93BR00609,L0509,87,2,88,,-0,1,155,3,2,,
93BR00610,L0285,86,2,73,,-FL,1,175,4,F,,
93BR00611,L0279,86,2,73,,-FL,1,0,,F,,92PREG = AI
93BR00612,L0833,87,2,88,,-0,1,183,3,2,,
93BR00613,L0850,87,2,82,,22,1,182,2,2,,
93BR00614,L0859,87,2,82,,23,1,146,2,2,,
93BR00615,L0877,87,2,82,,24,1,169,3,2,,FIBERY?
93BR00616,L0906,87,2,88,,-2,1,172,2,2,,
93BR00617,L0969,87,2,81,,01,1,185,3,2,,
93BR00618,L0926,87,2,81,,02,1,175,3,2,,LAME EWE
93BR00619,L0771,87,2,82,,21,1,169,3,2,,
93BR00620,L0770,87,2,88,,-2,1,170,3,2,,
93BR00621,L3118,88,2,72,,-FL,1,0,,F,,
93BR00622,L3108,88,2,72,,-FL,1,0,,F,,
93BR00623,L3146,88,2,72,,-0,1,178,4,2,,
93BR00624,L3168,88,2,72,,-FL,1,0,,F,,CAKEDBAG
93BR00625,L3169,88,2,73,,-FL,1,0,,F,,
93BR00626,L3123,88,2,73,,-FL,1,0,,F,,92PREG = AI
93BR00627,L3122,88,2,73,,-FL,1,192,4,F,,
93BR00628,L3183,88,2,72,,-FL,1,0,,F,,
93BR00629,L3196,88,3,00,BLK,BLK,1,217,4,,W,BLK WETHER
93BR00630,L3173,88,2,72,,-FL,1,0,,F,,
93BR00631,L3007,88,2,72,,-FL,1,0,,F,,
93BR00632,L3031,88,2,72,,-FL,1,0,,F,,
93BR00633,L3033,88,2,73,,-FL,1,0,,F,,
93BR00634,L3046,88,2,72,,-FL,1,0,,F,,
93BR00635,L3049,88,2,72,,-FL,1,0,,F,,
93BR00636,L3047,88,2,72,,-FL,1,0,,F,,SM BAG 93
93BR00637,L3064,88,2,72,,-FL,1,0,,F,,FIBERBAG
93BR00638,L3075,88,2,72,,-FL,1,0,,F,,
93BR00639,L3335,89,2,82,,26,1,169,3,2,,KEEP
93BR00640,L3363,89,2,82,,27,1,166,3,2,,
93BR00641,L3390,89,2,81,,01,1,157,2,2,,
93BR00642,L3395,89,2,81,,03,1,175,3,2,,
93BR00643,L3377,89,2,81,,04,1,183,4,2,,FIBERBAG
93BR00644,L3410,89,2,88,,-0,1,179,4,2,,
93BR00645,L3412,89,2,82,,28,1,151,3,2,,
93BR00646,L3431,89,2,73,,-FL,1,0,,F,,
93BR00647,L3433,89,2,82,,29,1,167,3,2,,
93BR00648,L3437,89,2,82,,30,1,180,3,2,,FLT.R
93BR00649,L3453,89,2,82,,31,1,176,3,2,,
93BR00650,L3465,89,2,81,,04,1,168,3,2,,
93BR00651,L3429,89,2,88,,-2,1,157,3,2,,R.P.
93BR00652,L3486,89,2,81,,01,1,173,3,2,,
93BR00653,L3512,89,2,88,,-0,1,226,4,2,,
93BR00654,L3505,89,2,82,,20,1,152,3,2,,
93BR00655,L3554,89,2,73,,-FL,1,0,,F,,
93BR00656,L3581,89,2,82,,22,1,181,3,2,,LATE2MILK
93BR00657,L3583,89,2,81,,03,1,182,3,2,,POSTPARTSTRES
93BR00658,L3586,89,2,81,,04,1,166,4,2,,
93BR00659,L3582,89,2,82,,23,1,197,4,2,,
93BR00660,L3598,89,2,88,,-2,1,155,3,2,,R.EYE TRT
93BR00661,L3573,89,2,82,,21,1,178,3,2,,
93BR00662,L3600,89,2,81,,01,1,166,3,2,,
93BR00663,L3663,89,2,88,,-0,1,198,4,2,,
93BR00664,L3683,89,2,81,,02,1,160,3,2,,
93BR00665,L3674,89,2,82,,24,1,196,3,2,,
93BR00666,L3678,89,2,88,,-2,1,164,3,2,,
93BR00667,L3215,88,2,73,,-FL,1,0,,F,,92PREG = AI
93BR00668,L3201,88,2,72,,-FL,1,191,,F,,PREG 9-13-93
93BR00669,L3231,88,2,72,,-FL,1,0,,F,,
93BR00670,L3269,88,2,73,,-FL,1,0,,F,,
93BR00671,L3811,89,2,88,,-0,1,170,3,2,,
93BR00672,L3804,89,2,81,,01,1,181,3,2,,
93BR00673,L3838,89,2,82,,27,1,210,3,2,,ALBWN=55
93BR00674,L3840,89,2,88,,-2,1,174,3,2,,
93BR00675,L3852,89,2,82,,28,1,182,3,2,,TENDER
93BR00676,L3820,89,2,81,,02,1,182,2,2,,
93BR00677,L3880,89,2,73,,-FL,1,0,,F,,
93BR00678,L3891,89,2,82,,29,1,158,3,2,,
93BR00679,L3909,89,2,82,,30,1,201,3,2,,
93BR00680,L3938,89,2,73,,-FL,1,0,,F,,
93BR00681,L3951,89,2,81,,03,1,171,3,2,,"LTS,WEAKLAMB"
93BR00682,L3960,89,2,82,,31,1,181,4,2,,
93BR00683,L3977,89,2,81,,04,1,177,3,2,,
93BR00684,L3701,89,2,82,,25,1,162,3,2,,
93BR00685,L3703,89,2,81,,03,1,175,3,2,,
93BR00686,L3722,89,2,81,,04,1,173,3,2,,
93BR00687,L3794,89,2,73,,-FL,1,0,,F,,
93BR00688,L3777,89,2,82,,26,1,183,3,2,,
93BR00689,L4113,89,2,82,,22,1,183,3,2,,
93BR00690,L4197,89,2,73,,-FL,1,0,,F,,
93BR00691,L4018,89,2,82,,20,1,158,3,2,,
93BR00692,L4032,89,2,81,,01,1,160,3,2,,
93BR00693,L4364,89,2,82,,21,1,157,3,2,,TRT R EYE
93BR00694,L4412,89,2,72,,-FL,1,153,4,F,,4 TEATS
93BR00695,L4418,89,2,00,BLK,972,1,154,3,1,B,BLACK
93BR00696,L4419,89,3,00,BLK,BLK,1,206,4,,W,BLK WETHER
93BR00697,L4417,89,3,00,BLK,BLK,1,185,4,,W,BLK WETHER
93BR00698,L4401,89,2,73,,-FL,1,0,,F,,SM.BAG
93BR00699,L4432,89,2,73,,-FL,1,0,,F,,SLICK L-1 '93
93BR00700,L4449,89,2,72,,-FL,1,0,,F,,
93BR00701,L4457,89,2,73,,-FL,1,0,,F,,FLT
93BR00702,L4463,89,2,72,,-FL,1,168,3,F,,CHK R.EYE
93BR00703,L4464,89,2,73,,-FL,1,0,,F,,
93BR00704,L4426,89,2,72,,-FL,1,0,,F,,
93BR00705,L4429,89,2,72,,-FL,1,0,,F,,
93BR00706,L4483,89,2,72,,-FL,1,0,,F,,PG 7/92
93BR00707,L4489,89,2,72,,-FL,1,180,3,F,,
93BR00708,L4493,89,2,72,,-FL,1,0,,F,,4 TEATS
93BR00709,L4496,89,2,72,,-FL,1,197,4,F,,
93BR00710,L4479,89,2,73,,-FL,1,0,,F,,92PREG = AI
93BR00711,L4514,89,2,73,,-0,1,189,5,2,,
93BR00712,L4509,89,2,72,,-2,1,163,4,2,,
93BR00713,L4534,89,2,72,,-FL,1,149,3,F,,
93BR00714,L4532,89,3,00,BLK,BLK,1,200,4,,W,BLK WETHER
93BR00715,L4546,89,2,73,,-FL,1,0,,F,,
93BR00716,L4554,89,2,72,,-FL,1,177,3,F,,
93BR00717,L4552,89,2,72,,-FL,1,0,,F,,THIN93
93BR00718,L4557,89,2,73,,-FL,1,0,,F,,
93BR00719,L4560,89,2,73,,-FL,1,157,3,F,,
93BR00720,L4569,89,2,73,,-FL,1,161,3,F,,AB.JAWBONE
93BR00721,L4524,89,2,73,,-FL,1,0,,F,,
93BR00722,L4581,89,2,73,,-FL,1,0,,F,,
93BR00723,L4580,89,2,73,RUM,LIS,1,0,,L,F,
93BR00724,L4583,89,2,73,,-FL,1,0,,F,,
93BR00725,L4585,89,2,72,,-FL,1,0,,F,,SLICK-MAY'93
93BR00726,L4587,89,2,73,,-FL,1,0,,F,,
93BR00727,L4591,89,2,73,,-FL,1,0,,F,,
93BR00728,L4594,89,2,73,,-FL,1,0,,F,,
93BR00729,L4596,89,2,73,,-FL,1,0,,F,,NOTAGS.6-4-92
93BR00730,L4592,89,2,72,,-FL,1,0,,F,,BRITCHY
93BR00731,L4573,89,2,73,,-FL,1,0,,F,,
93BR00732,L4576,89,2,73,,-FL,1,166,4,F,,
93BR00733,L4616,89,2,73,,-FL,1,0,,F,,
93BR00734,L4617,89,2,73,,-FL,1,0,,F,,
93BR00735,L4601,89,2,73,,-FL,1,0,,F,,
93BR00736,L4600,89,2,73,,-FL,1,154,3,F,,TRT L EYE
93BR00737,L4603,89,2,73,,-FL,1,0,,F,,
93BR00738,L4631,89,2,73,,-FL,1,0,,F,,?FIBER93
93BR00739,L4634,89,2,73,,-FL,1,0,,F,,R.BAG.FIRM
93BR00740,L4653,89,2,73,,-2,1,182,4,2,,
93BR00741,L4659,89,2,73,,-FL,1,0,,F,,
93BR00742,L4660,89,2,73,,-FL,1,0,,F,,
93BR00743,L4626,89,2,73,,-FL,1,0,,F,,
93BR00744,L4629,89,2,73,,-FL,1,0,,F,,
93BR00745,L4690,90,2,82,,23,1,168,3,2,,
93BR00746,L4693,90,2,88,,-2,1,146,2,2,,
93BR00747,L4699,90,2,82,,24,1,162,3,2,,
93BR00748,L4674,89,2,73,,-FL,1,0,,F,,
93BR00749,L4675,89,2,73,,-FL,1,0,,F,,4 TEATS
93BR00750,L4679,89,2,73,,-FL,1,0,,F,,
93BR00751,L4211,89,2,88,,-0,1,188,4,2,,
93BR00752,L4815,90,2,81,,02,1,163,4,2,,
93BR00753,L4842,90,2,88,,-2,1,182,3,2,,
93BR00754,L4851,90,2,82,,27,1,194,4,2,,
93BR00755,L4853,90,2,73,,-FL,1,0,,F,,
93BR00756,L4852,90,2,73,,-FL,1,0,,F,,
93BR00757,L4824,90,2,73,,-FL,1,0,,F,,
93BR00758,L4884,90,2,88,,-0,1,161,3,2,,
93BR00759,L4873,90,2,81,,03,1,142,3,2,,
93BR00760,L4878,90,2,81,,04,1,178,3,2,,BLK.EYE EWE
93BR00761,L4904,90,2,73,,-FL,1,0,,F,,
93BR00762,L4909,90,2,82,,28,1,149,3,2,,RF.LAME
93BR00763,L4945,90,2,73,,-FL,1,0,,F,,
93BR00764,L4946,90,2,73,,-FL,1,0,,F,,TENDER
93BR00765,L4954,90,2,82,,30,1,168,3,2,,
93BR00766,L4952,90,2,82,,29,1,175,4,2,,
93BR00767,L4966,90,2,82,,31,1,133,3,2,,
93BR00768,L4968,90,2,88,,-0,1,177,3,2,,
93BR00769,L4923,90,2,88,,-2,1,171,3,2,,"#4923,DUP"
93BR00770,L4988,90,3,00,BLK,BLK,1,185,4,,W,BLK WETHER
93BR00771,L4971,90,2,88,,-2,1,218,4,2,,
93BR00772,L4713,90,2,73,,-FL,1,0,,F,,
93BR00773,L4702,90,2,82,,25,1,147,2,2,,
93BR00774,L4734,90,2,88,,-0,1,194,4,2,,TENDER
93BR00775,L4738,90,2,73,,-FL,1,0,,F,,
93BR00776,L4752,90,2,88,,-2,1,170,3,2,,
93BR00777,L4762,90,2,88,,-0,1,174,3,2,,
93BR00778,L4727,90,2,82,,26,1,168,3,2,,
93BR00779,L5103,90,2,88,,-2,1,188,4,2,,
93BR00780,L5153,90,2,88,,-0,1,143,3,2,,
93BR00781,L5167,90,2,82,,24,1,157,3,2,,CHK. R.EYE
93BR00782,L5123,90,2,81,,04,1,191,4,2,,
93BR00783,L5185,90,2,73,,-FL,1,0,,F,,
93BR00784,L5189,90,2,82,,26,1,189,3,2,,
93BR00785,L5190,90,2,82,,27,1,181,4,2,,
93BR00786,L5013,90,2,81,,02,1,154,3,2,,LTS
93BR00787,L5012,90,2,81,,01,1,170,4,2,,
93BR00788,L5001,90,2,73,,-FL,1,0,,F,,
93BR00789,L5004,90,2,82,,20,1,175,3,2,,
93BR00790,L5007,90,2,82,,21,1,169,3,2,,
93BR00791,L5045,90,2,82,,22,1,171,3,2,,THICKMILK
93BR00792,L5054,90,2,82,,23,1,195,3,2,,
93BR00793,L5052,90,2,88,,-0,1,197,3,2,,
93BR00794,L5059,90,2,81,,04,1,178,3,2,,
93BR00795,L5021,90,2,88,,-0,1,178,3,2,,DIARRHEA
93BR00796,L5024,90,2,88,,-2,1,153,3,2,,
93BR00797,L5022,90,2,73,,-FL,1,0,,F,,
93BR00798,L5028,90,2,73,,-FL,1,0,,F,,
93BR00799,L5080,90,2,81,,02,1,184,4,2,,
93BR00800,L5077,90,2,81,,01,1,171,4,2,,
93BR00801,L5301,90,2,81,,03,1,159,3,2,,
93BR00802,L5368,90,2,88,,-0,1,190,4,2,,
93BR00803,L5369,90,2,82,,29,1,177,3,2,,POOR MILK?
93BR00804,L5386,90,2,82,,20,1,171,4,2,,
93BR00805,L5390,90,2,88,,-2,1,157,3,2,,
93BR00806,L5372,90,2,82,,30,1,203,4,2,,
93BR00807,L5379,90,2,82,,31,1,169,3,2,,
93BR00808,L5411,90,2,88,,-0,1,196,4,2,,
93BR00809,L5418,90,2,88,,-2,1,175,4,2,,
93BR00810,L5454,90,2,82,,22,1,151,3,2,,
93BR00811,L5466,90,2,73,,-FL,1,0,,F,,LT'S
93BR00812,L5467,90,2,82,,23,1,174,3,2,,
93BR00813,L5425,90,2,82,,21,1,179,3,2,,
93BR00814,L5471,90,2,88,,-0,1,141,3,2,,
93BR00815,L5535,90,2,73,,-FL,1,0,,F,,DYS..TENDER
93BR00816,L5541,90,2,88,,-2,1,189,4,2,,
93BR00817,L5547,90,2,81,,04,1,175,4,2,,
93BR00818,L5555,90,2,73,,-FL,1,0,,F,,
93BR00819,L5581,90,2,81,,02,1,171,3,2,,
93BR00820,L5580,90,2,81,,01,1,163,2,2,,DYSTOCIA
93BR00821,L5589,90,2,73,,-FL,1,0,,F,,
93BR00822,L5596,90,2,73,,-FL,1,0,,F,,
93BR00823,L5598,90,2,81,,04,1,161,3,2,,
93BR00824,L5610,90,2,81,,03,1,166,4,2,,DIARRHEA
93BR00825,L5612,90,2,81,,01,1,193,4,2,,
93BR00826,L5609,90,2,81,,03,1,148,3,2,,
93BR00827,L5646,90,2,88,,-2,1,143,2,2,,FLT-R.
93BR00828,L5624,90,2,88,,-0,1,169,3,2,,
93BR00829,L5675,90,2,82,,24,1,197,3,2,,
93BR00830,L5218,90,2,73,,-FL,1,0,,F,,
93BR00831,L5202,90,2,81,,03,1,163,3,2,,
93BR00832,L5245,90,2,73,,-FL,1,0,,F,,
93BR00833,L5263,90,2,81,,03,1,149,3,2,,
93BR00834,L5264,90,2,81,,01,1,164,3,2,,
93BR00835,L5266,90,2,88,,-2,1,171,3,2,,
93BR00836,L5283,90,2,82,,25,1,185,4,2,,
93BR00837,L5288,90,2,73,,-FL,1,0,,F,,
93BR00838,L5291,90,2,81,,02,1,178,4,2,,
93BR00839,L5299,90,2,82,,28,1,189,4,2,,
93BR00840,L5807,90,2,88,,-2,1,180,3,2,,
93BR00841,L5841,90,2,73,,-FL,1,0,,F,,
93BR00842,L5844,90,2,73,,-FL,1,143,3,F,,
93BR00843,L5856,90,2,73,,-FL,1,0,,F,,
93BR00844,L5860,90,2,73,,-FL,1,0,,F,,
93BR00845,L5823,90,2,88,,-0,1,167,3,2,,
93BR00846,L5911,90,2,73,,-FL,1,0,,F,,R.EYE OK
93BR00847,L5910,90,2,73,,-FL,1,0,,F,,92PREG = AI
93BR00848,L5901,90,2,73,,-FL,1,0,,F,,
93BR00849,L5935,90,2,73,,-FL,1,0,,F,,
93BR00850,L5941,90,2,73,,-FL,1,0,,F,,
93BR00851,L5942,90,2,73,,-FL,1,0,,F,,FIBERY?
93BR00852,L5949,90,2,73,,-FL,1,0,,F,,
93BR00853,L5953,90,2,73,,-FL,1,0,,F,,
93BR00854,L5955,90,2,73,,-0,1,142,4,2,,
93BR00855,L5956,90,2,73,,-FL,1,0,,F,,
93BR00856,L5981,90,2,73,,-2,1,146,3,2,,KEEP
93BR00857,L5983,90,2,73,,-FL,1,0,,F,,
93BR00858,L5984,90,2,73,,-FL,1,0,,F,,
93BR00859,L5982,90,2,73,,-FL,1,0,,F,,
93BR00860,L5701,90,2,81,,02,1,178,3,2,,
93BR00861,L5700,90,2,73,,-FL,1,0,,F,,
93BR00862,L5743,90,2,81,,04,1,172,2,2,,DYSTOCIA
93BR00863,L5724,90,2,73,,-FL,1,0,,F,,
93BR00864,L5729,90,2,88,,-0,1,170,3,2,,HYPER EWE
93BR00865,L5782,90,2,81,,01,1,179,4,2,,
93BR00866,L6114,90,2,73,,-FL,1,0,,F,,
93BR00867,L6112,90,2,73,,-FL,1,0,,F,,
93BR00868,L6108,90,2,73,,-FL,1,192,3,F,,
93BR00869,L6141,90,2,73,,-0,1,171,4,2,,
93BR00870,L6145,90,2,73,,-FL,1,0,,F,,
93BR00871,L6153,90,2,72,,-FL,1,0,,F,,
93BR00872,L6158,90,2,72,,-FL,1,203,4,F,,
93BR00873,L6164,90,2,72,,-FL,1,0,,F,,
93BR00874,L6165,90,2,72,,-2,1,158,4,2,,
93BR00875,L6190,90,2,72,,-FL,1,0,,F,,
93BR00876,L6192,90,2,72,,-FL,1,0,,F,,JAW3
93BR00877,L6197,90,2,73,,-FL,1,0,,F,,
93BR00878,L6014,90,2,73,,-FL,1,0,,F,,
93BR00879,L6004,90,2,73,,-FL,1,164,3,F,,
93BR00880,L6039,90,2,73,,-FL,1,154,3,F,,
93BR00881,L6063,90,2,73,,-FL,1,183,4,F,,PG?3-26-93
93BR00882,L6097,90,2,73,,-FL,1,191,,F,,PREG 9-13-93
93BR00883,L6078,90,2,73,,-FL,1,163,4,F,,
93BR00884,L6311,90,2,72,,-FL,1,170,3,F,,
93BR00885,L6301,90,2,72,,-FL,1,173,4,F,,
93BR00886,L6332,90,2,73,,-FL,1,148,4,F,,
93BR00887,L6345,90,2,73,,-FL,1,0,,F,,
93BR00888,L6353,90,2,73,,-FL,1,0,,F,,
93BR00889,L6320,90,2,73,,-FL,1,146,3,F,,
93BR00890,L6380,90,2,73,,-FL,1,142,3,F,,
93BR00891,L6384,90,2,72,,-FL,1,139,3,F,,
93BR00892,L6385,90,2,72,,-FL,1,156,3,F,,
93BR00893,L6413,90,2,73,,-FL,1,185,4,F,,
93BR00894,L6414,90,2,73,,-FL,1,0,,F,,
