UID,ETAG,AGE,LINE,RMK,BPEN,BGRP,RGRP,FAWT,COND,WORK
97BR00437,A2361,2.0,ch,3TEATS,LIM,3,7,141,0,W
97BR00438,A2364,2.0,ch,4TEATS,AI,A,2,132,0,W
97BR00439,A2365,2.0,ch,,AI,A,2,157,0,W
97BR00440,A2366,2.0,ch,THICK MILK,AI,A,2,147,0,W
97BR00441,A2368,2.0,ch,3TEATS,LIM,3,7,117,0,W
97BR00442,A2369,2.0,ch,SUCK1SIDE,LIM,3,7,114,0,W
97BR00443,A2367,2.0,ch,WITH LISA '96,AI,A,2,110,0,W
97BR00444,A2323,2.0,ch,,LIM,3,7,144,0,W
97BR00445,A2325,2.0,73,4TEATS,-FL,F,6,164,0,W
97BR00446,A2326,2.0,ch,4TEATS,AI,A,2,155,0,W
97BR00447,A2322,2.0,ch,,LIM,3,7,139,0,W
97BR00448,A2327,2.0,ch,,AI,A,2,150,0,W
97BR00449,A2395,2.0,ch,4TEATS,LIM,3,7,145,0,W
97BR00450,A2392,2.0,ch,,AI,A,2,176,0,W
97BR00451,A2398,2.0,ch,,AI,A,2,149,0,W
97BR00452,A2370,2.0,ch,QUIET,AI,A,2,166,0,W
97BR00453,A2411,2.0,73,,-FL,F,6,0,0,*
97BR00454,A2414,2.0,ch,,AI,A,2,152,0,W
97BR00455,A2403,2.0,ch,,AI,A,2,159,0,W
97BR00456,A2404,2.0,ch,,AI,A,2,151,0,W
97BR00457,A2402,2.0,ch,,AI,A,2,155,0,W
97BR00458,A2442,2.0,ch,"4TEAT,SCOURS",AI,A,2,135,0,W
97BR00459,A2453,2.0,ch,,LIM,3,7,146,0,W
97BR00460,A2456,2.0,ch,,LIM,3,7,145,0,W
97BR00461,A2421,2.0,73,msg 10/29/97,-FL,F,6,150,0,W
97BR00462,A2471,2.0,ch,,AI,A,2,133,0,W
97BR00463,A2474,2.0,82,,23,2,0,137,0,W
97BR00464,A2476,2.0,ch,,AI,A,2,164,0,W
97BR00465,A2478,2.0,ch,,AI,A,2,177,0,W
97BR00466,A2479,2.0,ch,"URI,COUGH",AI,A,2,143,0,W
97BR00467,A2477,2.0,ch,,AI,A,2,160,0,W
97BR00468,A2511,2.0,ch,,AI,A,2,154,0,W
97BR00469,A2510,2.0,ch,"FX.RIBS,DYSTO",AI,A,2,165,0,W
97BR00470,A2517,2.0,82,,27,2,0,151,0,W
97BR00471,A2506,2.0,00,"BLACK,LAME,ok",04,2,1,136,0,W
97BR00472,A2536,2.0,81,3TEATS,04,2,0,120,0,W
97BR00473,A2539,2.0,82,,22,2,0,149,0,W
97BR00474,A2544,2.0,73,,LIM,3,6,167,0,W
97BR00475,A2546,2.0,81,HAIRY,02,2,0,165,0,W
97BR00476,A2548,2.0,ch,"BLK 1"" R.SHOU",AI,A,2,127,0,W
97BR00477,A2547,2.0,ch,BRN FEET *4,AI,A,2,154,0,W
97BR00478,A2551,2.0,ch,,AI,A,2,125,0,W
97BR00479,A2559,2.0,ch,,AI,A,2,140,0,W
97BR00480,A2523,2.0,81,,02,2,0,147,0,W
97BR00481,A2529,2.0,81,,03,2,0,143,0,W
97BR00482,A2591,1.5,73,,-FL,F,6,141,0,W
97BR00483,A2595,1.5,73,,-FL,F,6,146,0,W
97BR00484,A2598,1.5,73,,-FL,F,6,146,0,W
97BR00485,A2570,2.0,ch,,AI,A,2,142,0,W
97BR00486,A2579,1.5,73,,LIM,3,6,155,0,W
97BR00487,A2610,1.5,73,,LIM,3,6,121,0,W
97BR00488,A2614,1.5,73,,-FL,F,6,158,0,W
97BR00489,A2608,1.5,73,1TAG,LIM,3,6,145,0,W
97BR00490,A2630,1.5,73,,LIM,3,6,125,0,W
97BR00491,A2638,1.5,73,,-FL,F,6,149,0,W
97BR00492,A2639,1.5,73,,LIM,3,6,135,0,W
97BR00493,A2637,1.5,73,,LIM,3,6,130,0,W
97BR00494,A2666,1.5,73,FOUND 9/10/96,LIM,3,6,119,0,W
97BR00495,A2667,1.5,73,,LIM,3,6,122,0,W
97BR00496,A2620,1.5,73,,LIM,3,6,137,0,W
97BR00497,A2626,1.5,73,,-FL,F,6,144,0,W
97BR00498,A2628,1.5,73,,LIM,3,6,143,0,W
97BR00499,A2629,1.5,73,,LIM,3,6,150,0,W
97BR00500,A2682,1.5,73,,-FL,F,6,144,0,W
97BR00501,A2689,1.5,73,W/ LAMB,-FL,F,6,137,0,W
97BR00502,A2690,1.5,73,,-FL,F,6,154,0,W
97BR00503,A2693,1.5,73,,-FL,F,6,147,0,W
97BR00504,A2696,1.5,73,,-FL,F,6,164,0,W
97BR00505,A2692,1.5,73,,-FL,F,6,139,0,W
97BR00506,A2673,1.5,73,,-FL,F,6,158,0,W
97BR00507,A2679,1.5,73,CURLY,LIM,3,6,126,0,W
97BR00508,A2213,2.0,73,,LIM,3,6,153,0,W
97BR00509,A2202,2.0,82,,28,2,0,150,0,W
97BR00510,A2207,2.0,ch,4TEATS,AI,A,2,148,0,W
97BR00511,A2237,2.0,73,DYSTOCIA '97,-FL,F,6,0,0,*
97BR00512,A2243,2.0,82,NICE EWE,24,2,0,147,0,W
97BR00513,A2248,2.0,ch,,AI,A,2,149,0,W
97BR00514,A2250,2.0,ch,,AI,A,2,144,0,W
97BR00515,A2252,2.0,81,,04,2,0,185,0,W
97BR00516,A2257,2.0,81,,01,2,0,171,0,W
97BR00517,A2223,2.0,ch,,AI,A,2,145,0,W
97BR00518,A2283,2.0,ch,4TEATS,AI,A,2,141,0,W
97BR00519,A2286,2.0,82,NICE EWE,31,2,0,150,0,W
97BR00520,A2293,2.0,ch,4TEATS,AI,A,2,152,0,W
97BR00521,A2292,2.0,81,,01,2,0,167,0,W
97BR00522,A2271,2.0,73,R.EYE TRT,-FL,F,6,0,0,*
97BR00523,A2270,2.0,ch,,AI,A,2,159,0,W
97BR00524,A2273,2.0,73,3TEATS,LIM,3,6,150,0,W
97BR00525,A2275,2.0,81,,04,2,0,173,0,W
97BR00526,A2812,1.0,ch,,AI,A,2,150,0,W
97BR00527,A2800,1.0,ch,,LIM,3,7,125,0,W
97BR00528,A2804,1.0,ch,,LIM,3,7,160,0,W
97BR00529,A2807,1.0,ch,,AI,A,2,152,0,W
97BR00530,A2830,1.0,ch,RAT  ok,AI,A,2,119,0,W
97BR00531,A2839,1.0,81,,03,2,0,155,0,W
97BR00532,A2846,1.0,82,4TEATS,24,2,0,130,0,W
97BR00533,A2848,1.0,73,RAT,LIM,3,6,122,0,W
97BR00534,A2861,1.0,ch,,AI,A,2,139,0,W
97BR00535,A2822,1.0,ch,,AI,A,2,123,0,W
97BR00536,A2884,1.0,82,,20,2,0,134,0,W
97BR00537,A2885,1.0,81,,04,2,0,155,0,W
97BR00538,A2888,1.0,ch,,AI,A,2,119,0,W
97BR00539,A2889,1.0,ch,,AI,A,2,114,0,W
97BR00540,A2893,1.0,73,,LIM,3,6,137,0,W
97BR00541,A2894,1.0,73,,-FL,F,6,134,0,W
97BR00542,A2873,1.0,81,4TEATS,04,2,0,171,0,W
97BR00543,A2879,1.0,81,,04,2,0,143,0,W
97BR00544,A2877,1.0,82,,25,2,0,151,0,W
97BR00545,A2912,1.0,81,,02,2,0,158,0,W
97BR00546,A2919,1.0,82,,20,2,0,152,0,W
97BR00547,A2900,1.0,ch,,AI,A,2,137,0,W
97BR00548,A2903,1.0,ch,,AI,A,2,120,0,W
97BR00549,A2905,1.0,ch,,AI,A,2,130,0,W
97BR00550,A2908,1.0,81,,01,2,0,142,0,W
97BR00551,A2949,1.0,82,4TEATS,21,2,0,147,0,W
97BR00552,A2956,1.0,73,,-FL,F,6,147,0,W
97BR00553,A2961,1.0,82,NICE,26,2,0,145,0,W
97BR00554,A2969,1.0,81,4TEATS,02,2,0,150,0,W
97BR00555,A2928,1.0,82,,24,2,0,149,0,W
97BR00556,A2929,1.0,73,,LIM,3,6,120,0,W
97BR00557,A2986,1.0,82,4TEATS,23,2,0,134,0,W
97BR00558,A2971,1.0,73,,LIM,3,6,134,0,W
97BR00559,A2970,1.0,81,CURLY,04,2,0,122,0,W
97BR00560,A2973,1.0,73,,LIM,3,6,141,0,W
97BR00561,A2718,1.5,73,,-FL,F,6,130,0,W
97BR00562,A2730,1.5,73,,LIM,3,6,131,0,W
97BR00563,A2733,1.5,73,W/ LAMB,-FL,F,6,148,0,W
97BR00564,A2736,1.5,73,,LIM,3,6,141,0,W
97BR00565,A2743,1.5,73,,LIM,3,6,144,0,W
97BR00566,A2747,1.5,73,,LIM,3,6,164,0,W
97BR00567,A2752,1.5,73,,LIM,3,6,164,0,W
97BR00568,A2758,1.5,73,,-FL,F,6,124,0,W
97BR00569,A2759,1.5,73,,-FL,F,6,133,0,W
97BR00570,A2760,1.5,73,,LIM,3,6,155,0,W
97BR00571,A2769,1.5,73,,LIM,3,6,142,0,W
97BR00572,A2721,1.5,73,,-FL,F,6,129,0,W
97BR00573,A2781,1.5,73,,-FL,F,6,126,0,W
97BR00574,A2782,1.5,73,,LIM,3,6,133,0,W
97BR00575,A2773,1.5,73,,-FL,F,6,123,0,W
97BR00576,A2772,1.5,73,,-FL,F,6,128,0,W
97BR00577,A0004,4.0,00,"BLACK,ReyeTRT",01,2,1,185,0,W
97BR00578,K4448,7.0,62,,06,1,0,180,0,W
97BR00579,K4605,7.0,60,R.P.,02,1,0,192,0,W
97BR00580,K4858,7.0,62,LAME L.SHOU.,05,1,0,178,0,W
97BR00581,K4891,7.0,60,SW BAG,03,1,0,171,0,W
97BR00582,K4942,7.0,61,msg 10/29/97,04,1,0,158,0,W
97BR00583,K4770,7.0,60,HARD AB.BACK,01,1,0,209,0,W
97BR00584,K5151,6.0,61,,53,1,0,156,0,W
97BR00585,K5125,6.0,61,NICE EWE,05,1,0,182,0,W
97BR00586,K5360,6.0,61,,03,1,0,190,0,W
97BR00587,K5441,6.0,68,,LIM,3,7,189,0,*
97BR00588,K5493,6.0,60,,05,1,0,189,0,W
97BR00589,K5478,6.0,61,FIGHTER,54,1,0,182,0,W
97BR00590,K5508,6.0,62,,06,1,0,186,0,W
97BR00591,K5552,6.0,62,FLTS,53,1,0,210,0,W
97BR00592,K5572,6.0,60,,02,1,0,185,0,W
97BR00593,K5616,6.0,62,UDDER LUMP,54,1,0,198,0,W
97BR00594,K5685,6.0,61,LTS,04,1,0,212,0,W
97BR00595,K5697,6.0,68,TR96=1,LIM,3,7,178,0,*
97BR00596,K5203,6.0,60,,53,1,0,192,0,W
97BR00597,K5246,6.0,62,,53,1,0,197,0,W
97BR00598,K5252,6.0,61,,06,1,0,213,0,W
97BR00599,K5267,6.0,60,"SWBAG,REARED3",54,1,0,186,0,W
97BR00600,K5295,6.0,62,,03,1,0,159,0,W
97BR00601,K5840,5.0,61,msg 10/29/97,05,1,0,212,0,W
97BR00602,K5842,5.0,60,,LIM,3,0,196,0,W
97BR00603,K5884,5.0,62,,06,1,0,187,0,W
97BR00604,K5886,5.0,61,FLT'S,04,1,0,181,0,W
97BR00605,K5891,5.0,60,ENTR,53,1,0,159,0,W
97BR00606,K5896,5.0,61,VLT'S,05,1,0,179,0,W
97BR00607,K5915,5.0,60,?WITHERS,54,1,0,178,0,W
97BR00608,K5918,5.0,61,,LIM,3,0,174,0,W
97BR00609,K5917,5.0,61,,01,1,0,178,0,W
97BR00610,K5941,5.0,60,,03,1,0,212,0,W
97BR00611,K5926,5.0,60,,03,1,0,173,0,W
97BR00612,K5986,5.0,60,,LIM,3,0,206,0,W
97BR00613,K5971,5.0,61,,05,1,0,211,0,W
97BR00614,K5972,5.0,60,DYSTOCIA 95,01,1,0,198,0,W
97BR00615,K5711,6.0,62,,04,1,0,182,0,W
97BR00616,K5738,6.0,61,,54,1,0,214,0,W
97BR00617,K5724,6.0,68,RF HOOF ILL,LIM,3,7,153,0,*
97BR00618,K5771,6.0,62,,01,1,0,186,0,W
97BR00619,K6109,5.0,61,,05,1,0,180,0,W
97BR00620,K6162,5.0,61,,03,1,0,146,0,W
97BR00621,K6123,5.0,61,,06,1,0,190,0,W
97BR00622,K6128,5.0,61,EYE OK,02,1,0,165,0,W
97BR00623,K6189,5.0,61,ENTR,53,1,0,179,0,W
97BR00624,K6187,5.0,62,,03,1,0,138,0,W
97BR00625,K6172,5.0,60,,06,1,0,166,0,W
97BR00626,K6013,5.0,61,,01,1,0,212,0,W
97BR00627,K6003,5.0,62,WEAK WITH 3,53,1,0,167,0,W
97BR00628,K6007,5.0,60,LOST PESSARY,05,1,0,192,0,W
97BR00629,K6038,5.0,60,,LIM,3,0,192,0,W
97BR00630,K6037,5.0,61,,01,1,0,183,0,W
97BR00631,K6063,5.0,60,LTS,02,1,0,187,0,W
97BR00632,K6080,5.0,61,R.UDDER chk?,03,1,0,172,0,W
97BR00633,K6311,5.0,62,,01,1,0,204,0,W
97BR00634,K6305,5.0,62,,02,1,0,188,0,W
97BR00635,K6354,5.0,61,,04,1,0,190,0,W
97BR00636,K6364,5.0,62,CERV.PROLAPSE,02,1,0,178,0,W
97BR00637,K6362,5.0,60,,04,1,0,186,0,W
97BR00638,K6368,5.0,61,NICE EWE,54,1,0,175,0,W
97BR00639,K6322,5.0,62,,LIM,3,0,186,0,W
97BR00640,K6394,5.0,62,,LIM,3,0,197,0,W
97BR00641,K6378,5.0,60,LUMP @TEAT,54,1,0,131,0,W
97BR00642,K6406,5.0,61,THIN 96,LIM,3,0,189,0,W
97BR00643,K6447,5.0,62,,53,1,0,175,0,W
97BR00644,K6492,5.0,60,,06,1,0,194,0,W
97BR00645,K6504,5.0,61,,LIM,3,0,214,0,W
97BR00646,K6532,5.0,62,,01,1,0,199,0,W
97BR00647,K6552,5.0,60,,LIM,3,0,186,0,W
97BR00648,K6523,5.0,61,,54,1,0,161,0,W
97BR00649,K6598,5.0,62,,03,1,0,181,0,W
97BR00650,K6612,5.0,00,STM 07x06,LIM,3,7,174,0,*
97BR00651,K6603,5.0,61,TIGHT BAG ok,03,1,0,179,0,W
97BR00652,K6658,4.0,60,,02,1,0,201,0,W
97BR00653,K6659,4.0,62,R BLOODY MILK,02,1,0,182,0,W
97BR00654,K6669,4.0,61,"LTS,BAD L.EYE",01,1,0,190,0,W
97BR00655,K6627,5.0,60,,02,1,0,186,0,W
97BR00656,K6681,4.0,62,,02,1,0,190,0,W
97BR00657,K6680,4.0,62,,LIM,3,0,174,0,W
97BR00658,K6688,4.0,62,,01,1,0,173,0,W
97BR00659,K6699,4.0,62,,LIM,3,0,217,0,W
97BR00660,K6670,4.0,62,,03,1,0,194,0,W
97BR00661,K6676,4.0,00,,52,1,0,183,0,W
97BR00662,K6672,4.0,60,JUMPY,LIM,3,0,199,0,W
97BR00663,K6679,4.0,60,4TEATS,03,1,0,160,0,W
97BR00664,K6205,5.0,62,SUCK1SIDE FLT,04,1,0,167,0,W
97BR00665,K6238,5.0,60,,06,1,0,195,0,W
97BR00666,K6239,5.0,62,,LIM,3,0,199,0,W
97BR00667,K6264,5.0,60,,LIM,3,0,188,0,W
97BR00668,K6266,5.0,62,,LIM,3,0,169,0,W
97BR00669,K6271,5.0,62,,02,1,0,198,0,W
97BR00670,K6278,5.0,60,,04,1,0,175,0,W
97BR00671,K6816,4.0,61,,04,1,0,193,0,W
97BR00672,K6831,4.0,60,,05,1,0,177,0,W
97BR00673,K6837,4.0,62,WILD95,LIM,3,0,175,0,W
97BR00674,K6841,4.0,62,EXCELLENTMILK,06,1,0,159,0,W
97BR00675,K6843,4.0,00,,51,1,0,189,0,W
97BR00676,K6849,4.0,61,,53,1,0,158,0,W
97BR00677,K6847,4.0,60,,03,1,0,196,0,W
97BR00678,K6856,4.0,60,,04,1,0,211,0,W
97BR00679,K6859,4.0,62,,54,1,0,155,0,W
97BR00680,K6861,4.0,60,REJECTEDGRAFT,LIM,3,0,171,0,W
97BR00681,K6862,4.0,60,LOST PESSARY,06,1,0,189,0,W
97BR00682,K6824,4.0,62,,06,1,0,204,0,W
97BR00683,K6827,4.0,60,,02,1,0,190,0,W
97BR00684,K6881,4.0,60,"BIG BAG,FLT'S",04,1,0,188,0,W
97BR00685,K6896,4.0,62,SM BAG,LIM,3,0,138,0,W
97BR00686,K6877,4.0,60,,54,1,0,149,0,W
97BR00687,K6911,4.0,62,,06,1,0,181,0,W
97BR00688,K6915,4.0,60,R.QTR CUT ok,01,1,0,153,0,W
97BR00689,K6917,4.0,62,,04,1,0,200,0,W
97BR00690,K6900,4.0,60,ENTR,06,1,0,184,0,W
97BR00691,K6904,4.0,60,R BLOODY MILK,05,1,0,177,0,W
97BR00692,K6906,4.0,62,THIN,53,1,0,157,0,W
97BR00693,K6937,4.0,60,,LIM,3,0,163,0,W
97BR00694,K6944,4.0,62,,LIM,3,0,182,0,W
97BR00695,K6955,4.0,62,,02,1,0,181,0,W
97BR00696,K6958,4.0,61,,05,1,0,171,0,W
97BR00697,K6964,4.0,60,R BLOODY MILK,06,1,0,197,0,W
97BR00698,K6990,4.0,00,,52,1,0,169,0,W
97BR00699,K6993,4.0,60,THIN 96,01,1,0,183,0,W
97BR00700,K6994,4.0,00,,52,1,0,195,0,W
97BR00701,K6999,4.0,60,,LIM,3,0,165,0,W
97BR00702,K6718,4.0,62,,03,1,0,178,0,W
97BR00703,K6719,4.0,62,,LIM,3,0,172,0,W
97BR00704,K6730,4.0,62,,01,1,0,174,0,W
97BR00705,K6739,4.0,60,ORNERY,05,1,0,163,0,W
97BR00706,K6747,4.0,00,TEXEL ?,52,1,0,136,0,W
97BR00707,K6753,4.0,00,,52,1,0,179,0,W
97BR00708,K6761,4.0,00,EYE OK,52,1,0,200,0,W
97BR00709,K6763,4.0,00,DYSTOCIA 94,51,1,0,179,0,W
97BR00710,K6723,4.0,62,LTS,05,1,0,195,0,W
97BR00711,K6726,4.0,62,CUT @LR FOOT,06,1,0,165,0,W
97BR00712,K6722,4.0,61,,04,1,0,164,0,W
97BR00713,K6729,4.0,62,,LIM,3,0,161,0,W
97BR00714,K6788,4.0,00,,51,1,0,162,0,W
97BR00715,K6795,4.0,62,,02,1,0,182,0,W
97BR00716,K6797,4.0,60,DYSTOCIA 95,54,1,0,185,0,W
97BR00717,K6775,4.0,62,,53,1,0,148,0,W
97BR00718,K6776,4.0,61,,LIM,3,0,197,0,W
97BR00719,K8111,2.0,60,,01,1,0,201,0,W
97BR00720,K8107,2.0,62,,54,1,0,142,0,W
97BR00721,K8156,2.0,60,HAIRY check,LIM,3,0,180,0,W
97BR00722,K8157,2.0,00,HOMOZYGOUS CC,51,1,0,157,0,W
97BR00723,K8161,2.0,60,4TEATS,LIM,3,0,185,0,W
97BR00724,K8123,2.0,62,,05,1,0,177,0,W
97BR00725,K8122,2.0,62,ENTR,04,1,0,190,0,W
97BR00726,K8127,2.0,60,REJECTS GRAFT,01,1,0,213,0,W
97BR00727,K8181,2.0,61,4TEATS,03,1,0,171,0,W
97BR00728,K8189,2.0,00,BLACK EWE,01,2,1,176,0,W
97BR00729,K8190,2.0,62,,05,1,0,164,0,W
97BR00730,K8193,2.0,60,4TEATS,05,1,0,187,0,W
97BR00731,K8198,2.0,62,4TEATS,06,1,0,166,0,W
97BR00732,K8010,2.0,61,"4TEATS,URI",54,1,0,154,0,W
97BR00733,K8013,2.0,61,ENTR,06,1,0,189,0,W
97BR00734,K8003,2.0,60,,LIM,3,0,203,0,W
97BR00735,K8006,2.0,61,4TEATS,02,1,0,190,0,W
97BR00736,K8009,2.0,61,SM BAG,06,1,0,179,0,W
97BR00737,K8034,2.0,60,DYSTOCIA,04,1,0,173,0,W
97BR00738,K8053,2.0,60,ENTR,04,1,0,177,0,W
97BR00739,K8064,2.0,60,4TEATS,05,1,0,176,0,W
97BR00740,K8067,2.0,62,,53,1,0,153,0,W
97BR00741,K8081,2.0,60,4TEATS,06,1,0,186,0,W
97BR00742,K8084,2.0,61,4TEATS,53,1,0,168,0,W
97BR00743,K8089,2.0,61,,02,1,0,185,0,W
97BR00744,K8099,2.0,61,,03,1,0,192,0,W
97BR00745,K8076,2.0,61,,01,1,0,170,0,W
97BR00746,K8078,2.0,60,SUCK1SIDE,06,1,0,177,0,W
97BR00747,K8312,2.0,62,,54,1,0,147,0,W
97BR00748,K8318,2.0,60,,LIM,3,0,198,0,W
97BR00749,K8305,2.0,61,,LIM,3,0,182,0,W
97BR00750,K8306,2.0,61,4TEATS,04,1,0,193,0,W
97BR00751,K8302,2.0,60,"4TEAT,TOE ABS",02,1,0,181,0,W
97BR00752,K8347,2.0,61,4TEATS,LIM,3,0,188,0,W
97BR00753,K8357,2.0,60,,02,1,0,176,0,W
97BR00754,K8323,2.0,60,,03,1,0,198,0,W
97BR00755,K8328,2.0,62,"ENTR,4TEATS",02,1,0,176,0,W
97BR00756,K8329,2.0,60,HAIRY check,LIM,3,0,182,0,W
97BR00757,K8396,2.0,62,SUCK1SIDE,06,1,0,174,0,W
97BR00758,K8430,2.0,60,,05,1,0,159,0,W
97BR00759,K8433,2.0,60,,04,1,0,158,0,W
97BR00760,K8445,2.0,61,TRT R.EYE,03,1,0,178,0,W
97BR00761,K8460,2.0,60,BLOODY MILK,02,1,0,190,0,W
97BR00762,K8426,2.0,60,NICE,01,1,0,176,0,W
97BR00763,K8428,2.0,61,BIGHEAD 96 OK,02,1,0,187,0,W
97BR00764,K8517,1.0,60,,03,1,0,147,0,W
97BR00765,K8534,1.0,61,BLK R KNEE OK,01,1,0,198,0,W
97BR00766,K8535,1.0,61,W/SAVE LAMBS,02,1,0,185,0,W
97BR00767,K8539,1.0,00,"ENTR,4TEATS",51,1,0,144,0,W
97BR00768,K8542,1.0,61,,LIM,3,0,167,0,W
97BR00769,K8549,1.0,62,,03,1,0,166,0,W
97BR00770,K8558,1.0,60,,LIM,3,0,134,0,W
97BR00771,K8563,1.0,00,,52,1,0,156,0,W
97BR00772,K8520,1.0,61,DYSTOCIA97,04,1,0,167,0,W
97BR00773,K8526,1.0,62,,05,1,0,169,0,W
97BR00774,K8527,1.0,62,4TEATS,01,1,0,168,0,W
97BR00775,K8570,1.0,00,4TEATS,51,1,0,199,0,W
97BR00776,K8577,1.0,60,,53,1,0,150,0,W
97BR00777,K8613,1.0,00,,51,1,0,162,0,W
97BR00778,K8601,1.0,61,,02,1,0,156,0,W
97BR00779,K8607,1.0,60,,54,1,0,176,0,W
97BR00780,K8630,1.0,00,,51,1,0,163,0,W
97BR00781,K8645,1.0,00,,51,1,0,200,0,W
97BR00782,K8654,1.0,00,NICE,51,1,0,166,0,W
97BR00783,K8659,1.0,00,,52,1,0,184,0,W
97BR00784,K8623,1.0,00,,51,1,0,149,0,W
97BR00785,K8625,1.0,62,,LIM,3,0,187,0,W
97BR00786,K8626,1.0,60,,02,1,0,164,0,W
97BR00787,K8686,1.0,00,4TEATS,51,1,0,145,0,W
97BR00788,K8698,1.0,61,4TEATS,06,1,0,166,0,W
97BR00789,K8672,1.0,00,ENTR,51,1,0,155,0,W
97BR00790,K8678,1.0,61,4TEATS,05,1,0,165,0,W
97BR00791,K8217,2.0,62,,01,1,0,172,0,W
97BR00792,K8234,2.0,62,4TEATS,54,1,0,151,0,W
97BR00793,K8243,2.0,62,DYSTOCIA 96,05,1,0,206,0,W
97BR00794,K8244,2.0,62,,LIM,3,0,161,0,W
97BR00795,K8245,2.0,61,LR LAME,01,1,0,158,0,W
97BR00796,K8269,2.0,00,BLACK EWE,02,2,1,168,0,W
97BR00797,K8223,2.0,61,VLT'S,02,1,0,180,0,W
97BR00798,K8227,2.0,62,4TEATS,54,1,0,158,0,W
97BR00799,K8280,2.0,61,ENTR,LIM,3,0,176,0,W
97BR00800,K8275,2.0,60,BLOODY MILK,06,1,0,193,0,W
97BR00801,K8801,1.0,60,4TEATS,53,1,0,131,0,W
97BR00802,K8800,1.0,00,4TEATS,51,1,0,152,0,W
97BR00803,K8808,1.0,61,,03,1,0,170,0,W
97BR00804,K8831,1.0,00,,52,1,0,173,0,W
97BR00805,K8830,1.0,00,4TEATS,52,1,0,163,0,W
97BR00806,K8833,1.0,00,*REBLEED*ok,52,1,0,142,0,W
97BR00807,K8835,1.0,60,,01,1,0,157,0,W
97BR00808,K8832,1.0,00,,52,1,0,141,0,W
97BR00809,K8839,1.0,62,,LIM,3,0,124,0,W
97BR00810,K8851,1.0,60,4TEATS,06,1,0,150,0,W
97BR00811,K8852,1.0,61,,06,1,0,151,0,W
97BR00812,K8865,1.0,00,*REBLEED*ok,52,1,0,142,0,W
97BR00813,K8823,1.0,00,,52,1,0,168,0,W
97BR00814,K8822,1.0,00,4TEATS,52,1,0,174,0,W
97BR00815,K8881,1.0,62,,LIM,3,0,184,0,W
97BR00816,K8890,1.0,00,,52,1,0,166,0,W
97BR00817,K8895,1.0,00,,51,1,0,146,0,W
97BR00818,K8896,1.0,00,CLPG=3,52,1,0,150,0,W
97BR00819,K8879,1.0,00,CLPG=3,51,1,0,139,0,W
97BR00820,K8912,1.0,00,DYSTOCIA97,51,1,0,133,0,W
97BR00821,K8900,1.0,62,,05,1,0,162,0,W
97BR00822,K8941,1.0,62,,04,1,0,157,0,W
97BR00823,K8945,1.0,00,DYSTOCIA97,51,1,0,128,0,W
97BR00824,K8946,1.0,00,,51,1,0,138,0,W
97BR00825,K8942,1.0,62,4TEATS,02,1,0,158,0,W
97BR00826,K8948,1.0,00,,52,1,0,144,0,W
97BR00827,K8959,1.0,61,,01,1,0,166,0,W
97BR00828,K8969,1.0,61,4TEATS,LIM,3,0,148,0,W
97BR00829,K8967,1.0,00,ENTR,51,1,0,135,0,W
97BR00830,K8983,1.0,00,,52,1,0,172,0,W
97BR00831,K8989,1.0,00,HAIRY,51,1,0,164,0,W
97BR00832,K8995,1.0,62,,53,1,0,135,0,W
97BR00833,K8992,1.0,00,,51,1,0,162,0,W
97BR00834,K8999,1.0,61,,03,1,0,154,0,W
97BR00835,K8972,1.0,00,,52,1,0,163,0,W
97BR00836,K8718,1.0,61,4TEATS,04,1,0,185,0,W
97BR00837,K8701,1.0,00,,52,1,0,149,0,W
97BR00838,K8705,1.0,60,"STIFF,GRAFTED",06,1,0,158,0,W
97BR00839,K8735,1.0,62,4TEATS,05,1,0,151,0,W
97BR00840,K8736,1.0,62,R.P.,LIM,3,0,144,0,W
97BR00841,K8743,1.0,61,4TEATS,LIM,3,0,150,0,W
97BR00842,K8749,1.0,00,4TEATS,51,1,0,146,0,W
97BR00843,K8721,1.0,62,NICE,04,1,0,152,0,W
97BR00844,K8785,1.0,60,,05,1,0,185,0,W
97BR00845,K8790,1.0,00,ENTR,51,1,0,155,0,W
97BR00846,K8771,1.0,62,,03,1,0,166,0,W
97BR00847,K8776,1.0,00,,51,1,0,143,0,W
97BR00848,K9107,1.0,62,4TEATS,02,1,0,182,0,W
97BR00849,K9136,1.0,00,"NICE,ENTR",51,1,0,150,0,W
97BR00850,K9141,1.0,00,,52,1,0,125,0,W
97BR00851,K9142,1.0,00,4TEATS,52,1,0,152,0,W
97BR00852,K9150,1.0,00,4TEATS,52,1,0,153,0,W
97BR00853,K9122,1.0,00,,51,1,0,150,0,W
97BR00854,K9127,1.0,61,,LIM,3,0,181,0,W
97BR00855,K9181,1.0,61,ENTR,54,1,0,159,0,W
97BR00856,K9190,1.0,62,,04,1,0,159,0,W
97BR00857,K9194,1.0,00,,51,1,0,143,0,W
97BR00858,K9195,1.0,00,,51,1,0,134,0,W
97BR00859,K9177,1.0,00,,52,1,0,163,0,W
97BR00860,K9019,1.0,61,BRN EARS,LIM,3,0,150,0,W
97BR00861,K9003,1.0,00,*REBLEED*ok,52,1,0,165,0,W
97BR00862,K9002,1.0,00,,52,1,0,151,0,W
97BR00863,K9032,1.0,00,,52,1,0,144,0,W
97BR00864,K9042,1.0,60,4TEATS,LIM,3,0,146,0,W
97BR00865,K9061,1.0,62,4TEATS,06,1,0,200,0,W
