UID,ETAG,LINE,RMK,IDX,PD,MASTITRT,CUWT,BPEN,BRAND,NOV05,DEC17,IDZ65
02EW00395,R3801,18,,98,1,none,99,e.4,Green,108,124,0
02EW00396,R3804,18,4TEATS,108,1,none,94,e.4,Green,97,101,0
02EW00397,R3806,18,NICE,109,1,none,89,e.0,Green,103,108,0
02EW00398,R3830,18,,101,1,none,90,e.3,Green,92,110,0
02EW00399,R3832,18,ENTR,116,1,none,109,e.1,Green,119,139,0
02EW00400,R3845,18,,110,1,none,97,e.2,Green,106,120,0
02EW00401,R3850,18,4TEATS,106,1,none,83,e.3,Green,86,97,0
02EW00402,R3854,18,,109,1,none,91,e.4,Green,99,116,0
02EW00403,R3820,18,,107,1,none,95,e.3,Green,97,106,0
02EW00404,R3823,18,,103,1,none,93,e.4,Green,98,115,0
02EW00405,R3826,18,,108,1,none,95,e.0,Green,96,104,0
02EW00406,R3886,18,,110,1,none,103,e.1,Green,107,124,0
02EW00407,R3898,18,,107,1,none,89,e.3,Green,107,123,0
02EW00408,R3879,18,,110,1,none,100,e.0,Green,114,125,0
02EW00409,R3918,18,4TEATS,112,1,none,91,e.3,Green,109,131,0
02EW00410,R3900,18,,111,1,none,103,e.2,Green,115,131,0
02EW00411,R3933,18,NICE,105,1,none,97,e.2,Green,115,136,0
02EW00412,R3934,18,4TEATS,107,1,none,97,e.3,Green,106,121,0
02EW00413,R3936,18,,119,1,none,103,e.4,Green,113,129,0
02EW00414,R3957,18,,105,1,none,89,e.0,Green,108,123,0
02EW00415,R3967,18,,107,1,none,90,e.1,Green,103,124,0
02EW00416,R3921,18,,105,1,none,90,e.4,Green,95,109,0
02EW00417,R3926,18,NICE,112,1,none,96,e.0,Green,102,119,0
02EW00418,R3927,18,,109,1,none,91,e.1,Green,104,117,0
02EW00419,R3985,18,NICE,110,1,none,100,e.3,Green,113,134,0
02EW00420,R3986,18,,104,1,none,91,e.4,Green,93,107,0
02EW00421,R3979,18,,109,1,none,95,e.2,Green,96,109,0
02EW00422,R3712,18,,103,1,none,91,e.2,Green,93,99,0
02EW00423,R3718,18,,110,1,none,99,e.3,Green,105,120,0
02EW00424,R3706,18,,109,1,none,94,e.1,Green,96,108,0
02EW00425,R3738,18,,109,1,none,93,e.0,Green,100,114,0
02EW00426,R3745,18,,114,1,none,104,e.1,Green,113,133,0
02EW00427,R3749,18,,104,1,none,87,e.2,Green,90,103,0
02EW00428,R3755,18,H2+,98,1,none,90,e.3,Green,97,102,0
02EW00429,R3752,18,,108,1,none,98,e.3,Green,107,131,0
02EW00430,R3757,18,NICE,96,1,none,94,e.4,Green,95,109,0
02EW00431,R3762,18,FAT,109,1,none,105,e.0,Green,107,108,0
02EW00432,R3727,18,,105,1,none,90,e.4,Green,98,111,0
02EW00433,R3785,18,,104,1,none,95,e.3,Green,99,109,0
02EW00434,R3794,18,,113,1,none,100,e.4,Green,103,120,0
02EW00435,R3773,18,,108,1,none,96,e.2,Green,98,108,0
02EW00436,R3772,18,,104,1,none,90,e.1,Green,100,115,0
02EW00437,R4019,18,4TEATS,114,1,none,91,e.1,Green,93,105,0
02EW00438,R4004,18,,107,1,none,90,e.3,Green,101,115,0
02EW00439,R4006,18,,106,1,none,91,e.0,Green,97,102,0
02EW00440,R2965,18,,96,1,none,94,e.3,Green,102,113,0
02EW00441,R2984,18,,99,1,none,101,e.3,Green,104,112,0
02EW00442,R2988,18,ENTR,110,1,none,109,e.0,Green,116,125,0
02EW00443,R2987,18,,98,1,none,106,e.1,Green,125,137,0
02EW00444,R2973,18,,104,1,none,97,e.2,Green,112,116,0
02EW00445,R2974,18,SICK ?,97,1,none,87,e.4,Green,77,85,0
02EW00446,R2975,18,,94,1,none,96,e.0,Green,101,115,0
02EW00447,R2977,18,,111,1,none,111,e.3,Green,116,125,0
02EW00448,T8814,ID,,102,1,none,94,e.9,Green,102,117,0
02EW00449,T8815,ID,,108,1,none,99,e.9,Green,105,124,0
02EW00450,T8816,ID,,104,1,none,94,e.9,Green,109,117,0
02EW00451,T8812,ID,CALF,120,1,none,121,e.8,Green,135,150,0
02EW00452,T8817,ID,,107,1,none,97,e.9,Green,112,124,0
02EW00453,T8838,ID,,112,1,none,103,e.8,Green,107,126,0
02EW00454,T8845,ID,SL.ENTR,118,1,none,110,e.8,Green,124,143,0
02EW00455,T8850,ID,,98,1,none,101,e.8,Green,113,132,0
02EW00456,T8856,ID,ENTR,114,1,none,123,e.8,Green,135,152,0
02EW00457,T8860,ID,,105,1,none,102,e.8,Green,119,135,0
02EW00458,T8825,ID,ENTR,108,1,none,112,e.8,Green,124,138,0
02EW00459,T8827,ID,ENTR,113,1,none,103,e.8,Green,116,130,0
02EW00460,T8880,ID,,116,1,none,124,e.8,Green,130,138,0
02EW00461,T8887,ID,,105,1,none,111,e.8,Green,112,130,0
02EW00462,T8894,ID,,112,1,none,114,e.8,Green,123,140,0
02EW00463,T8873,00,BLACK,113,1,none,104,BLK,Green,113,117,0
02EW00464,T8915,ID,,112,1,none,95,e.9,Green,95,104,0
02EW00465,T8918,ID,FOUND,89,1,none,91,e.9,Green,99,114,0
02EW00466,T8906,ID,,106,1,none,97,e.9,Green,111,121,0
02EW00467,T8908,48,,117,1,none,113,NON,Green,118,131,0
02EW00468,T8933,ID,ENTR,111,1,none,100,e.8,Green,113,139,0
02EW00469,T8938,ID,,122,1,none,99,e.8,Green,100,116,0
02EW00470,T8939,ID,,119,1,none,94,e.9,Green,95,110,0
02EW00471,T8940,ID,,130,1,none,107,e.9,Green,111,123,0
02EW00472,T8952,ID,,112,1,none,103,e.8,Green,105,124,0
02EW00473,T8958,42,,105,1,none,94,NON,Green,97,106,0
02EW00474,T8959,42,,102,1,none,92,NON,Green,92,101,0
02EW00475,T8961,ID,4TEATS,113,1,none,106,e.8,Green,114,132,0
02EW00476,T8960,ID,,108,1,none,106,e.8,Green,111,125,0
02EW00477,T8966,42,SMOTHERED,94,6,none,80,NON,Green,80,88,0
02EW00478,T8962,ID,,117,1,none,110,e.8,Green,118,134,0
02EW00479,T8968,42,,109,1,none,90,NON,Green,91,105,0
02EW00480,T8969,42,,111,1,none,94,NON,Green,95,106,0
02EW00481,T8967,ID,NICE,102,1,none,90,e.9,Green,95,109,0
02EW00482,T8921,42,,101,1,none,103,NON,Green,106,110,0
02EW00483,T8924,42,,96,1,none,82,NON,Green,82,88,0
02EW00484,T8928,ID,,111,1,none,99,e.9,Green,101,121,0
02EW00485,T8985,42,4TEATS,93,1,none,80,NON,Green,88,103,0
02EW00486,T8993,ID,,111,1,none,93,e.9,Green,108,122,0
02EW00487,T8992,ID,,113,1,none,90,e.9,Green,106,121,0
02EW00488,T8999,41,,110,1,none,106,NON,Green,110,124,0
02EW00489,T8997,42,,106,1,none,102,NON,Green,103,107,0
02EW00490,T8971,ID,"ENTR,SEV.",139,1,none,109,e.8,Green,131,156,0
02EW00491,T8970,ID,ENTR,117,1,none,90,e.8,Green,101,128,0
02EW00492,T8977,42,4TEATS,105,1,none,90,NON,Green,95,104,0
02EW00493,T8781,ID,,106,1,none,97,e.9,Green,107,121,0
02EW00494,T8785,ID,,100,1,none,90,e.9,Green,98,101,0
02EW00495,T8789,ID,,109,1,none,99,e.9,Green,106,113,0
02EW00496,T8799,ID,,112,1,none,105,e.8,Green,124,143,0
02EW00497,T8797,ID,4TEATS,107,1,none,101,e.8,Green,112,133,0
02EW00498,T9111,42,,95,1,none,92,NON,Green,97,105,0
02EW00499,T9113,41,PNEU.,123,1,none,102,NON,Green,115,126,0
02EW00500,T9114,41,ENTR,117,1,none,98,NON,Green,100,111,0
02EW00501,T9116,41,,115,1,none,112,NON,Green,123,128,0
02EW00502,T9108,42,NICE,107,1,none,94,NON,Green,105,116,0
02EW00503,T9145,48,,110,1,none,93,NON,Green,102,111,0
02EW00504,T9142,42,4TEATS,90,1,none,79,NON,Green,86,93,0
02EW00505,T9147,41,,116,1,none,101,NON,Green,108,116,0
02EW00506,T9156,42,,104,1,none,86,NON,Green,89,97,0
02EW00507,T9161,41,,120,1,none,96,NON,Green,97,106,0
02EW00508,T9126,41,,112,1,none,96,NON,Green,105,125,0
02EW00509,T9185,ID,NICE,109,1,none,97,e.9,Green,104,121,0
02EW00510,T9189,41,,110,1,none,100,NON,Green,104,121,0
02EW00511,T9187,41,,101,1,none,88,NON,Green,92,104,0
02EW00512,T9196,41,NICE,115,1,none,92,NON,Green,98,118,0
02EW00513,T9198,41,,108,1,none,99,NON,Green,100,105,0
02EW00514,T9197,41,,104,1,none,100,NON,Green,108,124,0
02EW00515,T9172,41,NICE,107,1,none,92,NON,Green,112,128,0
02EW00516,T9177,41,FOUND 9/23,104,1,none,96,NON,Green,107,128,0
02EW00517,T9005,42,,89,1,none,84,NON,Green,90,100,0
02EW00518,T9006,41,,117,1,none,107,NON,Green,112,122,0
02EW00519,T9033,ID,,111,1,none,95,e.9,Green,100,127,0
02EW00520,T9035,41,,121,1,none,103,NON,Green,110,121,0
02EW00521,T9036,ID,,114,1,none,109,e.9,Green,120,138,0
02EW00522,T9037,41,,105,1,none,92,NON,Green,107,128,0
02EW00523,T9048,41,,101,1,none,93,NON,Green,103,115,0
02EW00524,T9055,42,,106,1,none,88,NON,Green,95,98,0
02EW00525,T9052,48,,113,1,none,99,NON,Green,111,123,0
02EW00526,T9064,42,NICE,104,1,none,88,NON,Green,96,103,0
02EW00527,T9020,42,NICE,115,1,none,106,NON,Green,108,114,0
02EW00528,T9071,41,,103,1,none,94,NON,Green,108,120,0
02EW00529,T9076,42,,91,1,none,82,NON,Green,85,85,0
02EW00530,T9077,41,,112,1,none,97,NON,Green,104,115,0
02EW00531,T9311,42,,102,1,none,87,NON,Green,87,94,0
02EW00532,T9314,41,,117,1,none,94,NON,Green,116,135,0
02EW00533,T9317,42,,110,1,none,93,NON,Green,97,103,0
02EW00534,T9331,42,,101,1,none,87,NON,Green,95,107,0
02EW00535,T9334,41,ENTR,104,1,none,90,NON,Green,95,108,0
02EW00536,T9340,41,,106,1,none,92,NON,Green,94,100,0
02EW00537,T9343,42,PNEU.,105,1,none,99,NON,Green,101,108,0
02EW00538,T9362,41,,104,1,none,91,NON,Green,92,101,0
02EW00539,T9367,00,"BLACK,4TEATS",106,1,none,82,BLK,Green,85,90,0
02EW00540,T9323,41,,109,1,none,91,NON,Green,94,101,0
02EW00541,T9324,41,F2,113,1,none,102,NON,Green,102,117,0
02EW00542,T9325,41,,116,1,none,91,NON,Green,100,116,0
02EW00543,T9326,41,,110,1,none,87,NON,Green,92,96,0
02EW00544,T9376,41,ENTR,119,1,none,112,NON,Green,121,133,0
02EW00545,T9372,41,,114,1,none,91,NON,Green,99,117,0
02EW00546,T9379,41,,116,1,none,108,NON,Green,108,120,0
02EW00547,T9413,41,F2+,111,1,none,99,NON,Green,101,102,0
02EW00548,T9418,42,,108,1,none,92,NON,Green,99,104,0
02EW00549,T9408,48,,111,1,none,93,NON,Green,93,108,0
02EW00550,T9215,41,4TEATS,107,1,none,90,NON,Green,91,101,0
02EW00551,T9204,42,ENTR,111,1,none,90,NON,Green,92,95,0
02EW00552,T9209,41,BRN.TIPS,110,1,none,100,NON,Green,103,115,0
02EW00553,T9241,42,,98,1,none,83,NON,Green,88,104,0
02EW00554,T9244,41,,107,1,none,105,NON,Green,109,126,0
02EW00555,T9254,41,,108,1,none,87,NON,Green,89,94,0
02EW00556,T9259,ID,,108,1,none,94,e.9,Green,98,112,0
02EW00557,T9266,00,BLACK,104,1,none,86,BLK,Green,87,89,0
02EW00558,T9262,41,4TEATS,120,1,none,103,NON,Green,113,125,0
02EW00559,T9267,48,,106,1,none,86,NON,Green,88,95,0
02EW00560,T9224,41,,109,1,none,100,NON,Green,109,117,0
02EW00561,T9225,41,4TEATS,111,1,none,97,NON,Green,99,117,0
02EW00562,T9283,41,,105,1,none,85,NON,Green,90,98,0
02EW00563,T9284,41,,109,1,none,100,NON,Green,103,111,0
02EW00564,T9291,41,NICE,118,1,none,89,NON,Green,98,112,0
02EW00565,T9292,42,4TEATS,104,1,none,90,NON,Green,92,105,0
02EW00566,T9299,41,PINTO WETHER,95,1,none,75,BLK,Green,80,93,0
02EW00567,T9000,48,,113,1,none,104,NON,Green,115,126,0
02EW00568,Z8117,00,,0,F,none,129,NON,Green,141,0,0
02EW00569,Z8104,97,NICE,117,1,none,115,974,Green,138,149,0
02EW00570,Z8105,97,GAUNT,112,1,none,101,974,Green,133,141,0
02EW00571,Z8132,00,,0,F,none,117,NON,Green,127,0,0
02EW00572,Z8144,00,,0,F,none,116,NON,Green,127,0,0
02EW00573,Z8147,97,NICE,99,1,none,105,974,Green,122,131,0
02EW00574,Z8140,00,BLACK,0,1,none,105,BLK,Green,108,117,0
02EW00575,Z8153,97,,101,1,none,108,974,Green,127,138,0
02EW00576,Z8123,00,,0,F,none,117,NON,Green,124,0,0
02EW00577,Z8120,00,,0,F,none,112,NON,Green,118,0,0
02EW00578,Z8183,00,,0,1,none,93,-N-,Green,94,0,0
02EW00579,Z8184,00,,0,1,none,91,-N-,Green,86,0,0
02EW00580,Z8185,00,,0,1,none,81,-N-,Green,79,0,0
02EW00581,Z8182,00,,0,1,none,74,-N-,Green,71,0,0
02EW00582,Z8188,00,ENTR,0,F,none,111,NON,Green,121,0,0
02EW00583,Z8180,00,BLACK,0,1,none,85,BLK,Green,98,106,0
02EW00584,Z8198,00,ENTR,0,1,none,94,-N-,Green,90,0,0
02EW00585,Z8003,00,ENTR,0,F,none,119,NON,Green,136,0,0
02EW00586,Z8030,00,,0,F,none,124,NON,Green,143,0,0
02EW00587,Z8058,00,,0,F,none,112,NON,Green,123,0,0
02EW00588,Z8065,97,LEGGY,102,1,none,115,974,Green,133,145,0
02EW00589,Z8066,00,,0,F,none,117,NON,Green,122,0,0
02EW00590,Z8069,00,,0,F,none,114,NON,Green,139,0,0
02EW00591,Z8026,00,BIG,0,F,none,122,NON,Green,137,0,0
02EW00592,Z8086,00,NICE,0,F,none,118,NON,Green,133,0,0
02EW00593,Z8087,00,,0,F,none,123,NON,Green,135,0,0
02EW00594,Z8093,00,,0,F,none,110,NON,Green,124,0,0
02EW00595,Z8314,00,FOLDS,0,1,none,90,-N-,Green,85,0,0
02EW00596,Z8316,00,,0,1,none,70,-N-,Green,68,0,0
02EW00597,Z8312,00,,0,1,none,82,-N-,Green,81,0,0
02EW00598,Z8318,00,,0,1,none,75,-N-,Green,75,0,0
02EW00599,Z8317,00,,0,1,none,73,-N-,Green,74,0,0
02EW00600,Z8301,00,NICE,0,1,none,92,-N-,Green,89,0,0
02EW00601,Z8303,00,,0,1,none,78,-N-,Green,76,0,0
02EW00602,Z8306,00,,0,1,none,88,-N-,Green,84,0,0
02EW00603,Z8308,00,,0,1,none,73,-N-,Green,68,0,0
02EW00604,Z8309,00,,0,1,none,86,-N-,Green,86,0,0
02EW00605,Z8307,00,,0,1,none,97,-N-,Green,93,0,0
02EW00606,Z8331,00,SMOTHERED,0,6,none,73,-N-,Green,0,0,0
02EW00607,Z8334,00,,0,1,none,88,-N-,Green,84,0,0
02EW00608,Z8335,00,,0,1,none,80,-N-,Green,81,0,0
02EW00609,Z8332,00,,0,1,none,86,-N-,Green,82,0,0
02EW00610,Z8339,00,4TEATS,0,1,none,92,-N-,Green,87,0,0
02EW00611,Z8342,00,,0,1,none,84,-N-,Green,88,0,0
02EW00612,Z8358,00,,0,1,none,85,-N-,Green,80,0,0
02EW00613,Z8350,00,,0,1,none,76,-N-,Green,72,0,0
02EW00614,Z8368,00,,0,1,none,90,-N-,Green,89,0,0
02EW00615,Z8369,00,,0,1,none,81,-N-,Green,75,0,0
02EW00616,Z8367,00,ENTR,0,1,none,92,-N-,Green,89,0,0
02EW00617,Z8360,00,,0,F,none,118,NON,Green,124,0,0
02EW00618,Z8321,00,,0,1,none,87,-N-,Green,81,0,0
02EW00619,Z8323,00,4TEATS,0,1,none,85,-N-,Green,81,0,0
02EW00620,Z8328,00,,0,1,none,90,-N-,Green,87,0,0
02EW00621,Z8381,00,,0,1,none,84,-N-,Green,86,0,0
02EW00622,Z8385,00,,0,1,none,89,-N-,Green,89,0,0
02EW00623,Z8382,00,ENTR,0,1,none,92,-N-,Green,89,0,0
02EW00624,Z8399,00,,0,1,none,96,-N-,Green,92,0,0
02EW00625,Z8397,00,,0,1,none,75,-N-,Green,70,0,0
02EW00626,Z8370,00,,0,1,none,96,-N-,Green,93,0,0
02EW00627,Z8419,00,,0,1,none,72,-N-,Green,69,0,0
02EW00628,Z8401,00,ENTR,0,1,none,91,-N-,Green,87,0,0
02EW00629,Z8406,00,,0,1,none,82,-N-,Green,81,0,0
02EW00630,Z8407,00,,0,1,none,81,-N-,Green,81,0,0
02EW00631,Z8423,00,NICE,0,1,none,106,-N-,Green,104,0,0
02EW00632,Z8212,00,,0,1,none,78,-N-,Green,77,0,0
02EW00633,Z8201,00,ENTR,0,1,none,83,-N-,Green,82,0,0
02EW00634,Z8206,00,,0,1,none,92,-N-,Green,91,0,0
02EW00635,Z8233,00,,0,1,none,88,-N-,Green,87,0,0
02EW00636,Z8234,00,4TEATS,0,1,none,92,-N-,Green,92,0,0
02EW00637,Z8238,00,4TEATS,0,1,none,87,-N-,Green,85,0,0
02EW00638,Z8244,00,4TEATS,0,1,none,95,-N-,Green,95,0,0
02EW00639,Z8246,00,MSG 10/21 ?,0,1,none,72,-N-,Green,74,0,0
02EW00640,Z8242,00,,0,1,none,72,-N-,Green,69,0,0
02EW00641,Z8247,00,,0,1,none,86,-N-,Green,83,0,0
02EW00642,Z8251,00,,0,1,none,83,-N-,Green,82,0,0
02EW00643,Z8253,00,,0,1,none,79,-N-,Green,72,0,0
02EW00644,Z8256,00,,0,1,none,86,-N-,Green,84,0,0
02EW00645,Z8259,00,4TEATS,0,1,none,75,-N-,Green,70,0,0
02EW00646,Z8250,00,,0,1,none,80,-N-,Green,76,0,0
02EW00647,Z8266,00,,0,1,none,93,-N-,Green,88,0,0
02EW00648,Z8260,00,,0,1,none,76,-N-,Green,77,0,0
02EW00649,Z8225,00,,0,1,none,87,-N-,Green,82,0,0
02EW00650,Z8222,00,,0,1,none,70,-N-,Green,66,0,0
02EW00651,Z8229,00,,0,1,none,89,-N-,Green,83,0,0
02EW00652,Z8227,00,,0,1,none,88,-N-,Green,87,0,0
02EW00653,Z8284,00,,0,1,none,94,-N-,Green,96,0,0
02EW00654,Z8282,00,,0,1,none,87,-N-,Green,91,0,0
02EW00655,Z8288,00,,0,1,none,80,-N-,Green,75,0,0
02EW00656,Z8289,00,,0,1,none,113,-N-,Green,113,0,0
02EW00657,Z8287,00,,0,1,none,78,-N-,Green,73,0,0
02EW00658,Z8280,00,ENTR,0,1,none,81,-N-,Green,76,0,0
02EW00659,Z8291,00,NICE,0,1,none,84,-N-,Green,79,0,0
02EW00660,Z8295,00,,0,1,none,74,-N-,Green,68,0,0
02EW00661,Z8299,00,,0,1,none,72,-N-,Green,64,0,0
02EW00662,Z8297,00,NICE,0,1,none,120,-N-,Green,123,0,0
02EW00663,Z8271,00,,0,1,none,111,-N-,Green,112,0,0
02EW00664,Z8273,00,4TEATS,0,1,none,101,-N-,Green,105,0,0
02EW00665,Z8276,00,,0,1,none,80,-N-,Green,84,0,0
02EW00666,Z8000,00,BLACK,0,1,none,100,BLK,Green,105,118,0
02EW00667,Z7811,97,,116,1,none,129,973,Green,129,145,0
02EW00668,Z7814,97,,101,1,none,115,973,Green,124,144,0
02EW00669,Z7816,97,,94,1,none,114,974,Green,140,150,0
02EW00670,Z7831,97,,104,1,none,110,973,Green,131,148,0
02EW00671,Z7833,97,,96,1,none,120,974,Green,145,155,0
02EW00672,Z7840,97,,99,1,none,114,974,Green,126,138,0
02EW00673,Z7847,97,NICE,118,1,none,126,974,Green,142,156,0
02EW00674,Z7850,97,NICE,101,1,none,113,974,Green,133,145,0
02EW00675,Z7823,97,,105,1,none,138,973,Green,145,163,0
02EW00676,Z7893,97,,102,1,none,114,973,Green,129,147,0
02EW00677,Z7892,97,,97,1,none,109,973,Green,131,156,0
02EW00678,Z7870,00,BLACK,0,1,none,111,BLK,Green,122,143,0
02EW00679,Z7913,97,"KEEP,ENTR",104,1,none,111,973,Green,133,152,0
02EW00680,Z7916,00,BLACK,0,1,none,100,BLK,Green,118,131,0
02EW00681,Z7912,97,,106,1,none,115,973,Green,128,146,0
02EW00682,Z7901,00,,0,F,none,100,NON,Green,114,0,0
02EW00683,Z7959,97,*FIX YTEX TAG,105,1,none,117,974,Green,129,143,0
02EW00684,Z7927,00,,0,F,none,114,NON,Green,124,0,0
02EW00685,Z7990,97,BIG,97,1,none,114,974,Green,131,140,0
02EW00686,Z7994,00,,0,F,none,110,NON,Green,123,0,0
02EW00687,Z7973,00,,0,F,none,117,NON,Green,118,0,0
02EW00688,Z7790,97,,125,1,none,137,973,Green,154,172,0
02EW00689,Z7793,97,,112,1,none,145,974,Green,160,172,0
