UID,ETAG,LINE,RMK,PD,CUWT,BPEN,WT_IN,WDAY_IN,WT_OUT,WDAY_OUT,PREGTEST,IDZ65,CLR,STM
12EW00319,R9316,,4T.BRITCHY,1,74,e14,83,1026,93,1130,Open,0,1,07
12EW00320,Z1102,,20BLK,1,115,e3,125,1026,139,1130,Preg,0,5,C3
12EW00321,H7703,,Hairy,3,70,e21,74,1026,78,1130,Preg,0,1,30
12EW00322,R9244,,Nice R; save,3,101,e14,105,1026,113,1130,Preg,0,1,07
12EW00323,Z1085,,70GRAY,1,97,e5,109,1026,120,1130,Preg,0,5,SC
12EW00324,H7505,,FUZZY.SCOURS,1,87,e20,104,1026,114,1130,Preg,0,1,30
12EW00325,Z1208,,80BRN,1,90,e4,95,1026,111,1130,Preg,0,5,CS
12EW00326,R9240,,4T.FUZZY,1,90,e17,88,1026,96,1130,Preg,0,1,07
12EW00327,H7837,,Hairy,1,81,e18,95,1026,105,1130,Preg,0,1,30
12EW00328,H7721,,SCOURS,1,95,e20,100,1026,107,1130,Preg,0,1,30
12EW00329,R9208,,SCOURS,1,98,e16,101,1026,117,1130,Preg,0,1,07
12EW00330,K4911,,4T.SCOURS,1,110,e6,121,1026,135,1130,Preg,0,1,06
12EW00331,R9473,,NICE.R,1,93,e16,99,1026,106,1130,Open,0,1,07
12EW00332,Z1249,,"1 tag, loose",1,103,e1,101,1026,112,1130,Preg,0,1,CM
12EW00333,L0920,,70BR/GR,1,101,e9,113,1026,123,1130,Preg,0,5,PC
12EW00334,R9160,,3,1,90,e17,107,1026,113,1130,Preg,0,1,07
12EW00335,Z1071,,N BLK,1,96,16,98,1026,106,1130,Preg,0,9,BL
12EW00336,L0841,,25BLK.BRITCHY,1,105,e13,119,1026,138,1130,Preg,0,5,PC
12EW00337,R9343,,SCOURS,1,89,e17,96,1026,104,1130,Open,0,1,07
12EW00338,Z1126,,70BL.GR,1,126,e5,141,1026,152,1130,Preg,0,5,SC
12EW00339,K4916,,4TEATS SCOURS,1,93,e6,106,1026,113,1130,Preg,0,1,06
12EW00340,H7850,,NICE.POLY,1,97,e21,111,1026,123,1130,Preg,0,1,30
12EW00341,Z1040,,60BLK,1,122,e7,140,1026,145,1130,Preg,0,5,S3
12EW00342,Z1197,,.,1,86,16,93,1026,99,1130,Open,0,9,BL
12EW00343,H7778,,SCOURS,1,81,e19,87,1026,98,1130,Open,0,1,30
12EW00344,H7582,,.,1,83,e20,97,1026,95,1130,Preg,0,1,30
12EW00345,R9387,,SCOURS,1,91,e15,96,1026,102,1130,Preg,0,1,07
12EW00346,R9149,,SCOURS,1,93,e16,98,1026,115,1130,Preg,0,1,07
12EW00347,H7753,,BRITCHY,1,90,e21,102,1026,116,1130,Preg,0,1,30
12EW00348,R9455,,4T.FUZZY,1,89,e16,88,1026,104,1130,Preg,0,1,07
12EW00349,K4861,,Nice,1,123,e6,137,1026,148,1130,Preg,0,1,06
12EW00350,L0821,,3T.75BLK,1,99,e11,112,1026,120,1130,Preg,0,5,PC
12EW00351,H7612,,SCOURS,1,91,e21,103,1026,116,1130,Preg,0,1,30
12EW00352,H7418,,4TEATS,1,99,e19,107,1026,117,1130,Preg,0,1,30
12EW00353,H7687,,BRITCHY,1,105,e20,102,1026,112,1130,Preg,0,1,30
12EW00354,H7779,,SCOURS,1,84,e18,91,1026,105,1130,Preg,0,1,30
12EW00355,H7828,,SCOURS,1,82,e18,94,1026,107,1130,Preg,0,1,30
12EW00356,R9528,,4TEATS,1,94,e14,105,1026,125,1130,Preg,0,1,07
12EW00357,H7880,,DUMB.LAMB.SHI,1,78,e19,96,1026,112,1130,Open,0,1,30
12EW00358,H7614,,.,1,80,e19,100,1026,115,1130,Preg,0,1,30
12EW00359,H7573,,4.H.,1,90,e18,95,1026,107,1130,Preg,0,1,30
12EW00360,H7735,,.,1,92,e21,100,1026,109,1130,Preg,0,1,30
12EW00361,H7870,,.,1,106,e21,123,1026,108,1130,Open,0,1,30
12EW00362,L0667,,40BLK.4T,1,98,e9,122,1026,138,1130,Preg,0,5,PC
12EW00363,H7650,,Hairy,1,78,e19,83,1026,94,1130,Preg,0,1,30
12EW00364,R9508,,2ND.FUZZY,1,90,e15,97,1026,108,1130,Open,0,1,07
12EW00365,Z1255,,70BR/GR.4T,1,117,e5,133,1026,143,1130,Preg,0,5,SC
12EW00366,R9460,,4TEATS.SCOURS,1,67,e15,73,1026,82,1130,,0,1,07
12EW00367,Z1112,,50-60BLK,1,89,e4,97,1026,116,1130,Open,0,5,CS
12EW00368,L0989,,50BLK,1,85,e12,90,1026,106,1130,Open,0,5,PC
12EW00369,Z1140,,PrettySuffolk,1,100,e8,95,1026,100,1130,Open,0,6,97
12EW00370,H7416,,.,1,92,e20,94,1026,100,1130,Preg,0,1,30
12EW00371,L0577,,.1BLACK,1,90,e13,99,1026,110,1130,Preg,0,5,PC
12EW00372,H7465,,HAIRY,1,94,e18,99,1026,111,1130,Preg,0,1,30
12EW00373,Z1170,,4T.40LTBRN,1,85,e4,101,1026,115,1130,Preg,0,5,SC
12EW00374,L0931,,SCOURS,1,86,e11,100,1026,109,1130,Preg,0,2,PC
12EW00375,H7774,,SCOURS,1,96,e19,109,1026,124,1130,Preg,0,1,30
12EW00376,R9151,,.,1,87,e17,98,1026,109,1130,Preg,0,1,07
12EW00377,R9210,,SCOURS,1,82,e17,90,1026,101,1130,Preg,0,1,07
12EW00378,R9141,,BRITCHY,1,72,e16,86,1026,100,1130,Preg,0,1,07
12EW00379,L0611,,20BLK SCOURS,1,90,e9,105,1026,112,1130,Open,0,5,PC
12EW00380,K4862,,.,1,84,e6,92,1026,103,1130,Open,0,1,06
12EW00381,L0571,,.25GRAY.E.R.E,1,124,e9,122,1026,134,1130,Preg,0,5,PC
12EW00382,R9520,,4T.FUZZY,1,83,e14,85,1026,99,1130,Open,0,1,07
12EW00383,H7679,,4T.FUZZY,1,95,e21,92,1026,102,1130,Preg,0,1,30
12EW00384,L0805,,4T<05BL/BR SC,1,89,e13,86,1026,102,1130,Preg,0,2,PC
12EW00385,H7739,,HAIRY.SCOURS,1,96,e18,109,1026,123,1130,Preg,0,1,30
12EW00386,H7538,,.,1,82,e19,92,1026,103,1130,Open,0,1,30
12EW00387,L0563,,1/4.BLACK,1,90,e11,98,1026,112,1130,Preg,0,5,PC
12EW00388,L0854,,90BLK,1,102,e11,99,1026,116,1130,Open,0,5,PC
12EW00389,L0897,,4TEATS,1,82,e13,88,1026,101,1130,Preg,0,1,PC
12EW00390,R9556,,1ST.4T,1,84,e14,83,1026,91,1130,Open,0,1,07
12EW00391,Z1232,,80BLK,1,121,e5,115,1026,118,1130,Preg,0,5,CS
12EW00392,K4865,,2ND.4T.FUZZY,1,119,e6,124,1026,131,1130,Preg,0,1,06
12EW00393,H7498,,.,1,85,e20,95,1026,104,1130,Preg,0,1,30
12EW00394,Z0931,,70BRN,1,114,e7,124,1026,134,1130,Preg,0,5,S3
12EW00395,L0608,,40BRN,1,106,e12,103,1026,121,1130,Preg,0,5,PC
12EW00396,L0596,,E 70BRN WASZ9,1,96,e10,94,1026,100,1130,Preg,0,5,PC
12EW00397,L0710,,20BLK,1,119,e9,120,1026,127,1130,Preg,0,5,PC
12EW00398,K4872,,3T.FUZZY.SCOU,1,106,e6,117,1026,123,1130,Preg,0,1,06
12EW00399,Z1291,,50BRN.SCOURS,1,92,e5,99,1026,106,1130,Preg,0,5,SC
12EW00400,L0630,,40BRN,1,94,e13,106,1026,121,1130,Preg,0,5,PC
12EW00401,Z0969,,.,1,90,e7,105,1026,109,1130,Preg,0,5,S3
12EW00402,L0737,,.6BLK WASZ107,1,99,e11,104,1026,112,1130,Preg,0,5,PC
12EW00403,K4906,,4TEATS,1,120,e6,141,1026,149,1130,Preg,0,1,06
12EW00404,Z1193,,20BLK,1,117,e3,126,1026,137,1130,Preg,0,5,C3
12EW00405,H7473,,SCOURS,1,90,e19,105,1026,121,1130,Preg,0,1,30
12EW00406,Z1129,,BRITCHY.90BLK,1,86,e7,91,1026,102,1130,Open,0,5,S3
12EW00407,Z1073,,90BRN H,1,112,e4,125,1026,140,1130,Preg,0,5,SC
12EW00408,Z1177,,3T.FUZZY.85BL,1,98,e4,101,1026,118,1130,Preg,0,5,CS
12EW00409,K4868,,Hairy,1,85,e6,91,1026,102,1130,Open,0,1,06
12EW00410,H7670,,4T.BRITCHY SC,1,81,e20,96,1026,100,1130,Preg,0,1,30
12EW00411,L0769,,20BLK.NICE,1,114,e10,104,1026,102,1130,Open,0,5,PC
12EW00412,Z0983,,IntoBrdWtMiss,1,72,e1,80,1026,80,1130,Open,0,2,CM
12EW00413,H7876,,NICEPOLY.SCOU,1,85,e19,95,1026,109,1130,Preg,0,1,30
12EW00414,H7791,,Nice Polypay,1,103,e18,107,1026,121,1130,Preg,0,1,30
12EW00415,Z1079,,.,1,102,e8,115,1026,124,1130,Preg,0,6,97
12EW00416,L0595,,60BRN WASZ091,1,100,e11,104,1026,115,1130,Preg,0,5,PC
12EW00417,K4914,,4TEATS SCOURS,1,82,e6,95,1026,105,1130,Open,0,1,06
12EW00418,Z1018,,85BRN.NICE,1,128,e7,131,1026,138,1130,Preg,0,5,S3
12EW00419,H7865,,.,1,90,e18,104,1026,115,1130,Preg,0,1,30
12EW00420,L0881,,30BRN.E.R.E,1,86,e10,98,1026,110,1130,Preg,0,5,PC
12EW00421,Z1061,,4T.PINK.UGLY,1,94,e2,102,1026,109,1130,Preg,0,1,CM
12EW00422,H7620,,3T.PINK,1,110,e18,116,1026,131,1130,Preg,0,1,30
12EW00423,Z1399,,BR.EAR.TIPS.E,1,84,e1,96,1026,111,1130,Open,0,2,CM
12EW00424,R9414,,SCOURS,1,69,e14,77,1026,86,1130,,0,1,07
12EW00425,H7801,,SCOURS,1,81,e21,90,1026,105,1130,Preg,0,1,30
12EW00426,Z1007,,90BLK,1,91,e7,99,1026,103,1130,Preg,0,5,S3
12EW00427,R9323,,SCOURS,1,88,e17,99,1026,109,1130,Preg,0,1,07
12EW00428,Z1282,,60GR.BRITCHY,1,91,e3,97,1026,106,1130,,0,5,C3
12EW00429,Z1241,,.,1,88,e8,82,1026,91,1130,Open,0,6,97
12EW00430,Z1162,,3T.10BLK.BRIT,1,83,e3,86,1026,97,1130,Preg,0,5,C3
12EW00431,Z1056,,80BRN.NICE,1,120,e4,116,1026,134,1130,Preg,0,5,SC
12EW00432,Z1424,,SCOURS,1,71,e1,73,1026,85,1130,Open,0,1,CM
12EW00433,H7555,,.,1,90,e21,95,1026,108,1130,Preg,0,1,30
12EW00434,Z0884,,4TEATS,1,82,e8,95,1026,107,1130,Preg,0,6,97
12EW00435,Z1063,,.,1,111,e8,113,1026,122,1130,Preg,0,6,97
12EW00436,Z1245,,Tuft on head,1,82,e8,91,1026,102,1130,Open,0,6,97
12EW00437,Z1042,,.,1,87,e8,93,1026,108,1130,Preg,0,6,97
12EW00438,Z0986,,.,1,100,e7,118,1026,130,1130,Open,0,5,S3
12EW00439,L0715,,10BLK.H,1,82,e12,75,1026,92,1130,Preg,0,5,PC
12EW00440,L0804,,<.05BRN SCOUR,1,80,e9,85,1026,88,1130,Open,0,2,PC
12EW00441,Z0965,,.,1,72,e2,67,1026,81,1130,Open,0,1,CM
12EW00442,Z1283,,4T.75BLK,1,99,V1,105,1026,110,1130,Preg,0,5,S3
12EW00443,H7669,,3T.NICE SCOUR,1,91,e20,91,1026,94,1130,Preg,0,1,30
12EW00444,H7592,,.,1,101,e18,108,1026,119,1130,Preg,0,1,30
12EW00445,Z1041,,.,1,80,e8,85,1026,97,1130,Preg,0,6,97
12EW00446,L0988,,ERE30BLK,1,88,e13,102,1026,118,1130,Open,0,5,PC
12EW00447,L0914,,4T.30BL/BR SC,1,96,e12,108,1026,120,1130,Preg,0,5,PC
12EW00448,H7460,,PINK,1,80,e18,91,1026,106,1130,Preg,0,1,30
12EW00449,L0558,,4TEATS,1,106,e10,113,1026,126,1130,Preg,0,5,PC
12EW00450,R9204,,4TEATS SCOURS,1,100,e14,107,1026,117,1130,Preg,0,1,07
12EW00451,L0793,,75BRN.SCOURS,1,87,e10,97,1026,98,1130,Preg,0,5,PC
12EW00452,R9413,,SCOURS,1,70,e16,74,1026,86,1130,Open,0,1,07
12EW00453,L0976,,4T.70BR/GR,1,97,e11,86,1026,101,1130,Open,0,5,PC
12EW00454,Z1275,,HAIRY.BR.EAR.,1,90,e1,100,1026,117,1130,Preg,0,2,CM
12EW00455,R9248,,SCOURS,1,76,e15,77,1026,92,1130,,0,1,07
12EW00456,L0773,,HAIRY.70BLK,1,94,e12,117,1026,132,1130,Open,0,5,PC
12EW00457,L0720,,20BLK,1,92,e11,86,1026,98,1130,Preg,0,5,PC
12EW00458,R9223,,FUZZY,1,83,e16,91,1026,102,1130,Preg,0,1,07
12EW00459,L0789,,3T.<.05BRN,1,94,e12,107,1026,121,1130,Preg,0,2,PC
12EW00460,L0576,,.2BLACK.BRITC,1,94,e11,91,1026,103,1130,,0,5,PC
12EW00461,H7626,,.,1,100,e19,101,1026,112,1130,Preg,0,1,30
12EW00462,R9185,,.,1,96,e14,110,1026,124,1130,Preg,0,1,07
12EW00463,L0744,,30BRN,1,87,e13,95,1026,107,1130,Preg,0,5,PC
12EW00464,Z1003,,2ND.PINK.UGLY,1,110,BRT,109,1026,128,1130,Open,0,1,33
12EW00465,H7526,,4T.SCOURS,1,75,e21,85,1026,95,1130,Preg,0,1,30
12EW00466,Z1192,,40BLK,1,74,e7,84,1026,90,1130,Open,0,5,S3
12EW00467,R9206,,SCOURS,1,101,e16,109,1026,124,1130,Preg,0,1,07
12EW00468,R9553,,3T.FUZZY,1,83,e14,97,1026,110,1130,Preg,0,1,07
12EW00469,Z1191,,40BLK,1,95,e7,101,1026,108,1130,Preg,0,5,S3
12EW00470,K4889,,4TEATS,1,96,e6,102,1026,110,1130,Open,0,1,06
12EW00471,Z1144,,BRITCHY.5-10B,1,110,e3,123,1026,135,1130,Preg,0,5,C3
12EW00472,R9363,,SCOURS,1,87,e14,92,1026,104,1130,Preg,0,1,07
12EW00473,L0794,,95BLK+BODY SC,1,70,e12,69,1026,85,1130,Open,0,4,PC
12EW00474,Z1371,,4T.FUZZY.E.L.,1,96,V1,93,1026,102,1130,Preg,0,1,00
12EW00475,Z1047,,4T.35BLK.SHIT,1,88,e3,92,1026,101,1130,Preg,0,5,C3
12EW00476,R9274,,.,1,83,e16,85,1026,102,1130,Preg,0,1,07
12EW00477,H7522,,SCOURS,1,78,e20,85,1026,90,1130,Preg,0,1,30
12EW00478,H7577,,.,1,75,e20,79,1026,85,1130,Preg,0,1,30
12EW00479,R9358,,.,1,81,e16,96,1026,108,1130,Preg,0,1,07
12EW00480,H7704,,4T SCOUR RRLA,1,84,e21,67,1026,66,1130,,0,1,30
12EW00481,Z0980,,.,1,100,16,104,1026,111,1130,Preg,0,9,BL
12EW00482,Z1026,,.,1,93,BRT,98,1026,114,1130,Preg,0,1,33
12EW00483,Z0989,,Hairy,1,79,e2,76,1026,92,1130,Preg,0,1,CM
12EW00484,Z0984,,4TEATS.SCOURS,1,118,e7,131,1026,139,1130,Preg,0,5,S3
12EW00485,Z0963,,4 . 80BLK,1,116,e4,127,1026,142,1130,Preg,0,5,CS
12EW00486,L0779,,<.05BRN,1,101,e11,117,1026,132,1130,Preg,0,2,PC
12EW00487,L0727,,20BRN 4,1,107,e13,101,1026,117,1130,Open,0,5,PC
12EW00488,H7542,,SCOURS,1,80,e18,93,1026,100,1130,Preg,0,1,30
12EW00489,R9262,,4T.FUZZY,1,101,e17,100,1026,109,1130,Preg,0,1,07
12EW00490,Z0894,,80BLK,1,100,e7,112,1026,122,1130,Preg,0,5,S3
12EW00491,Z0971,,.,1,98,e7,107,1026,113,1130,Open,0,5,S3
12EW00492,R9254,,3T  SCOURS,1,88,e17,99,1026,112,1130,Preg,0,1,07
12EW00493,Z1375,,.,1,81,BRT,76,1026,93,1130,Preg,0,1,33
12EW00494,H7872,,SCOURS,1,80,e21,89,1026,93,1130,Open,0,1,30
12EW00495,H7537,,FUZZY/BRITCHY,1,86,e18,98,1026,112,1130,Preg,0,1,30
12EW00496,R9332,,4T.NICE.R.SHI,1,88,e15,96,1026,111,1130,Preg,0,1,07
12EW00497,L0629,,H.50BLK RRLAM,1,110,e12,132,1026,146,1130,Preg,0,5,PC
12EW00498,R9220,,4TEATS,1,76,e17,83,1026,92,1130,Preg,0,1,07
12EW00499,H7553,,SCOURS,1,97,e20,111,1026,123,1130,Preg,0,1,30
12EW00500,R9352,,SCOUR,1,81,e16,96,1026,109,1130,Preg,0,1,07
12EW00501,H7450,,BRITCHY,1,88,e19,99,1026,110,1130,Open,0,1,30
12EW00502,L0833,,4T.85BR/GR,1,98,e11,112,1026,120,1130,Preg,0,5,PC
12EW00503,H7601,,Nice Polypay,1,117,e21,119,1026,129,1130,Preg,0,1,30
12EW00504,H7436,,4TEATS,1,90,e20,102,1026,109,1130,Preg,0,1,30
12EW00505,L0703,,4T.20BLK,1,110,e9,116,1026,129,1130,Preg,0,5,PC
12EW00506,H7423,,.,1,98,e19,99,1026,114,1130,Preg,0,1,30
12EW00507,R9226,,Nice,1,122,e17,124,1026,133,1130,Preg,0,1,07
12EW00508,Z1069,,30BLK,1,99,e5,103,1026,114,1130,Open,0,5,CS
12EW00509,Z1016,,2ND.50BLBR,1,97,e7,108,1026,120,1130,Preg,0,5,S3
12EW00510,L0592,,50BLK WASZ090,1,133,e9,133,1026,144,1130,Preg,0,5,PC
12EW00511,R9293,,BRITCHY,1,80,e15,81,1026,95,1130,Preg,0,1,07
12EW00512,R9465,,NICE.R.SCOURS,1,90,e17,101,1026,110,1130,Preg,0,1,07
12EW00513,R9402,,3T.SCOURS,1,90,e17,97,1026,109,1130,Preg,0,1,07
12EW00514,R9519,,4T.NICE.R,1,90,e17,104,1026,112,1130,Preg,0,1,07
12EW00515,Z0993,,90BLK,1,82,e7,86,1026,99,1130,Preg,0,5,S3
12EW00516,L0694,,70BLK,1,105,e13,107,1026,119,1130,Preg,0,5,PC
12EW00517,Z1225,,SCOURS,1,115,e2,110,1026,126,1130,Preg,0,1,CM
12EW00518,R9486,,FUZZY,1,104,e15,100,1026,112,1130,Preg,0,1,07
12EW00519,L0778,,60BLK,1,82,e9,85,1026,101,1130,Open,0,5,PC
12EW00520,L0730,,MissedWnwt,3,107,e10,116,1026,119,1130,Preg,0,5,PC
12EW00521,Z1000,,1ST.4T,1,117,e1,124,1026,138,1130,,0,1,CM
12EW00522,R9492,,Hairy,1,84,e15,74,1026,87,1130,Open,0,1,07
12EW00523,H7566,,SCOURS,1,89,e18,92,1026,104,1130,Preg,0,1,30
12EW00524,R9437,,NICE.R.SCOURS,1,72,e15,74,1026,85,1130,Open,0,1,07
12EW00525,Z1124,,Nice,1,114,e8,120,1026,132,1130,Preg,0,6,97
12EW00526,K4880,,4TEATS,1,104,e6,115,1026,125,1130,Preg,0,1,06
12EW00527,H7799,,SCOURS,1,90,e19,104,1026,117,1130,Open,0,1,30
12EW00528,L0739,,20BRN,1,88,e13,90,1026,104,1130,Preg,0,5,PC
12EW00529,Z1290,,4T.SCOURS,1,91,e2,88,1026,102,1130,Open,0,1,CM
12EW00530,Z1090,,E1E,1,96,e7,110,1026,121,1130,Preg,0,5,S3
12EW00531,R9164,,Nice R; saved,3,107,e14,112,1026,127,1130,Preg,0,1,07
12EW00532,H7892,,4TEATS,1,87,e20,97,1026,107,1130,Preg,0,1,30
12EW00533,R9172,,Nice R,1,105,e15,102,1026,111,1130,Preg,0,1,07
12EW00534,H7531,,4TEATS,1,100,e19,104,1026,118,1130,Preg,0,1,30
12EW00535,L0963,,90BLK.E.R.,1,80,e12,84,1026,102,1130,Open,0,5,PC
12EW00536,L0590,,4 20BLK WASZ9,1,111,e12,127,1026,148,1130,Preg,0,5,PC
12EW00537,H7583,,4TEATS,1,86,e21,99,1026,112,1130,Preg,0,1,30
12EW00538,L0732,,90BLK,1,100,e10,94,1026,104,1130,Open,0,5,PC
12EW00539,R9529,,E.R.E.SCOURS,1,93,e16,97,1026,109,1130,Open,0,1,07
12EW00540,Z1036,,.,1,115,e8,120,1026,127,1130,Preg,0,6,97
12EW00541,L0908,,4T.70BRN.SCOU,1,99,e9,121,1026,133,1130,Preg,0,5,PC
12EW00542,L0873,,80BRN SCOURS,1,83,e13,94,1026,105,1130,Preg,0,5,PC
12EW00543,H7518,,Hairy,1,81,e20,89,1026,94,1130,Open,0,1,30
12EW00544,Z1243,,E1E 70BLK SCO,1,89,e5,96,1026,99,1130,Preg,0,5,CS
12EW00545,R9270,,SCOURS,1,90,e15,101,1026,117,1130,Preg,0,1,07
12EW00546,R9361,,SCOURS,1,76,e17,88,1026,103,1130,Open,0,2,07
12EW00547,L0691,,3T<.05BRN,1,93,e13,91,1026,100,1130,Open,0,2,PC
12EW00548,H7782,,SCOURS,1,83,e21,103,1026,119,1130,Preg,0,1,30
12EW00549,H7571,,Nice Polypay,1,101,e18,123,1026,148,1130,Preg,0,1,30
12EW00550,H7848,,.,1,83,e20,94,1026,105,1130,Preg,0,1,30
12EW00551,H7527,,3T,1,97,e21,104,1026,125,1130,Preg,0,1,30
12EW00552,H7556,,.,1,87,e20,94,1026,106,1130,Preg,0,1,30
12EW00553,Z1280,,4T.ERE40BLKSC,1,123,e3,123,1026,138,1130,Preg,0,5,C3
12EW00554,L0786,,E.R.EYE.35BLK,1,122,e10,115,1026,124,1130,Preg,0,5,PC
12EW00555,L0772,,4T.40BL.E.L.E,1,77,e12,88,1026,97,1130,Preg,0,5,PC
12EW00556,H7420,,Hairy,1,77,e20,73,1026,75,1130,Preg,0,1,30
12EW00557,H7744,,3RD.HAIRY,1,86,e19,92,1026,103,1130,Preg,0,1,30
12EW00558,L0743,,40BLK,1,93,e12,95,1026,108,1130,Preg,0,5,PC
12EW00559,L0567,,BRITCHY,1,123,e13,139,1026,154,1130,Preg,0,5,PC
12EW00560,R9142,,Nice R,1,103,e14,114,1026,124,1130,,0,1,07
12EW00561,H7656,,PINK,1,107,e19,117,1026,131,1130,Preg,0,1,30
12EW00562,H7517,,SCOURS,1,78,e21,85,1026,96,1130,Preg,0,1,30
12EW00563,Z1218,,80BLK SCOURS,1,105,e5,114,1026,123,1130,Preg,0,5,CS
12EW00564,R9154,,.,1,100,e14,106,1026,118,1130,,0,1,07
12EW00565,H7935,,4TEATS.SCOURS,1,88,e19,89,1026,96,1130,Preg,0,1,30
12EW00566,R9264,,3T.FUZZY SCOU,1,92,e14,103,1026,120,1130,Preg,0,1,07
12EW00567,K4884,,4T.FUZZY,1,110,e6,129,1026,134,1130,Preg,0,1,06
12EW00568,L0719,,30BRN,1,88,e9,94,1026,98,1130,Preg,0,5,PC
12EW00569,Z1209,,90BLK E1E,1,91,e5,93,1026,107,1130,Preg,0,5,CS
12EW00570,Z1155,,SCOURS,1,102,e8,102,1026,111,1130,Open,0,6,97
12EW00571,H7866,,.,1,90,e18,88,1026,100,1130,Preg,0,1,30
12EW00572,R9299,,Nice,1,107,e17,100,1026,106,1130,Open,0,1,07
12EW00573,L0707,,B2-->H,1,101,e12,103,1026,116,1130,Preg,0,2,PC
12EW00574,H7576,,3RD 4,1,88,e21,92,1026,108,1130,Preg,0,1,30
12EW00575,H7616,,.,1,81,e20,92,1026,102,1130,Preg,0,1,30
12EW00576,R9549,,BRITCHY.SCOUR,1,79,e14,92,1026,105,1130,Open,0,1,07
12EW00577,L0768,,4T.30BRN,1,90,e13,91,1026,103,1130,Preg,0,5,PC
12EW00578,Z1263,,4T.BRITCHY.35,1,110,e4,101,1026,115,1130,Preg,0,5,SC
12EW00579,H7477,,SCOURS,1,84,e21,99,1026,111,1130,Open,0,1,30
12EW00580,H7623,,.,1,95,e18,95,1026,111,1130,Preg,0,1,30
12EW00581,Z1088,,90BRN,1,104,e7,119,1026,126,1130,Preg,0,5,S3
12EW00582,Z0880,,.,1,105,e8,108,1026,124,1130,Preg,0,6,97
12EW00583,H7700,,Fuzzy,1,72,e18,86,1026,94,1130,Preg,0,1,30
12EW00584,H7489,,NICE.POLY.SHI,1,85,e21,90,1026,103,1130,Preg,0,1,30
12EW00585,H7895,,3T.SCOURS,1,85,e21,96,1026,110,1130,Preg,0,1,30
12EW00586,L0713,,40BLK.4,1,83,e11,93,1026,102,1130,Open,0,5,PC
12EW00587,L0673,,<.05BRN,1,106,e13,120,1026,133,1130,Preg,0,2,PC
12EW00588,H7448,,FUZZY,1,84,e19,89,1026,97,1130,Open,0,1,30
12EW00589,L0721,,30BRN,1,98,e12,91,1026,104,1130,,0,5,PC
12EW00590,H7584,,PINK,1,101,e21,107,1026,118,1130,Preg,0,1,30
12EW00591,R9153,,SCOURS,1,94,e16,100,1026,116,1130,Preg,0,1,07
12EW00592,R9155,,SCOURS,1,98,e15,102,1026,129,1130,Open,0,1,07
12EW00593,R9431,,3T,1,79,e14,88,1026,100,1130,Preg,0,1,07
12EW00594,H7867,,4TEATS,1,89,e19,94,1026,106,1130,Preg,0,1,30
12EW00595,L0960,,4T.WHITEL.SHI,1,82,e10,86,1026,92,1130,Open,0,1,PC
12EW00596,K4873,,3T.SHITS.FUZZ,1,77,e6,76,1026,79,1130,Open,0,1,06
12EW00597,L0787,,B2-->H,1,94,e10,93,1026,102,1130,Preg,0,5,PC
12EW00598,Z0978,,E.L.EYE,1,92,e8,100,1026,112,1130,Preg,0,6,97
12EW00599,L0602,,4TEATS,1,89,e12,96,1026,114,1130,Preg,0,1,PC
12EW00600,H7419,,Hairy,1,82,e21,74,1026,84,1130,Preg,0,1,30
12EW00601,L0649,,4T.40BLK,1,91,e11,106,1026,117,1130,Open,0,5,PC
12EW00602,R9168,,.,1,95,e15,100,1026,113,1130,Preg,0,1,07
12EW00603,L0620,,10BLK,1,89,e12,92,1026,110,1130,Preg,0,5,PC
12EW00604,R9428,,.,1,75,e16,83,1026,95,1130,Open,0,1,07
12EW00605,Z1086,,40GRAY,1,91,e4,104,1026,116,1130,Preg,0,5,SC
12EW00606,Z0990,,4TEATS,1,67,e2,71,1026,83,1130,Open,0,1,CM
12EW00607,L0742,,B2-->Mtn,1,78,e13,93,1026,113,1130,Preg,0,5,PC
12EW00608,Z1115,,4TEATS,1,88,e8,89,1026,105,1130,Preg,0,6,97
12EW00609,L0832,,E.L.E.45BLK,1,76,e9,96,1026,104,1130,Preg,0,5,PC
12EW00610,R9145,,FUZZY,1,92,e17,95,1026,100,1130,Preg,0,1,07
12EW00611,H7440,,IntoBrdWtMiss,3,0,e19,100,1026,117,1130,Preg,0,1,30
12EW00612,K4883,,MissedWnwt,7,111,e6,122,1026,136,1130,Preg,0,1,06
12EW00613,T4258,,E2E,1,85,e23,,,82,1130,Open,0,1,02
12EW00614,T4337,,HAIRY,1,91,e25,,,104,1130,Open,0,1,02
