UID,ETAG,LINE,RMK,PD,CUWT,BPEN,WORK,WT_OUT,WDAY_OUT,WTWIN,WDAYW,SL,F,H,PREGTEST,IDZ65,CLR,STM
15EW00093,H9230,,.,1,102,e5,W,128,1125,156,0205,2.0,2+,1,Preg,,1,30
15EW00094,H9231,,.,1,105,e5,W,111,1125,133,0205,2.2,2,1,Preg,,1,30
15EW00095,H9232,,.,1,98,e8,W,116,1125,132,0205,2.6,2,1,Preg,,1,30
15EW00096,H9235,,.,1,96,e8,W,116,1125,125,0205,2.2,3,1,Preg,,1,30
15EW00097,H9237,,1ST,1,101,e7,W,92,1125,113,0205,2.0,1-,1,Preg,,1,30
15EW00098,H9240,,4TH,1,91,e6,W,109,1125,124,0205,2.0,1-,1,Preg,,1,30
15EW00099,H9242,,1ST,1,94,e7,W,101,1125,128,0205,2.4,3+,1,Preg,,1,30
15EW00100,H9243,,2ND,1,89,e8,W,98,1125,117,0205,2.2,2,1,Preg,,1,30
15EW00101,H9251,,.,1,85,e6,W,90,1125,112,0205,2.0,3,1,Preg,,1,30
15EW00102,H9270,,.,1,91,e6,W,102,1125,121,0205,2.6,2-,1,Preg,,1,30
15EW00103,L1640,,HAIRY,1,105,2,W,131,1125,147,0205,,2+,1,Preg,,1,PC
15EW00104,L1642,,85.LT.TAN,1,133,1,W,169,1125,183,0205,,2+,1,Preg,,5,PC
15EW00105,L1645,,10-15BLK,1,113,2,W,145,1125,154,0205,,1-,1,Open,,5,PC
15EW00106,L1652,,<05BLK,1,114,2,W,152,1125,163,0205,,1-,1,Preg,,2,PC
15EW00107,L1657,,50DKBRN,1,120,1,W,163,1125,169,0205,,2+,1,Open,,5,PC
15EW00108,L1658,,05BRN,1,116,2,W,142,1125,151,0205,,1-,1,Preg,,2,PC
15EW00109,L1661,,2ND.40LTBRN,1,124,2,W,163,1125,174,0205,,1-,1,Preg,,5,PC
15EW00110,L1662,,1ST 20BRN H,1,100,2,W,140,1125,151,0205,,1-,1,Preg,,5,PC
15EW00111,L1666,,30BLK,1,122,2,W,152,1125,173,0205,,2+,1,Preg,,5,PC
15EW00112,L1670,,30BLK,1,141,1,W,167,1125,174,0205,,1-,1,Preg,,5,PC
15EW00113,L1673,,60BRN,1,128,1,W,156,1125,176,0205,,2+,1,Preg,,5,PC
15EW00114,L1686,,25BRN,1,132,1,W,162,1125,186,0205,,1-,1,Preg,,5,PC
15EW00115,L1692,,15BRN,1,114,1,W,151,1125,173,0205,,2+,1,Preg,,5,PC
15EW00116,L1697,,05BLK H,1,127,2,W,155,1125,172,0205,,2,1,Preg,,5,PC
15EW00117,L1706,,20BLK,1,127,1,W,176,1125,191,0205,,2,1,Preg,,5,PC
15EW00118,L1707,,80BLK,1,107,2,W,139,1125,153,0205,,1-,1,Open,,5,PC
15EW00119,L1711,,1STBRN EAR TI,1,100,1,W,141,1125,157,0205,,2+,1,Preg,,2,PC
15EW00120,L1717,,2ND.25BRN.NIC,1,116,1,W,152,1125,174,0205,,2+,1,Preg,,5,PC
15EW00121,L1719,,60BRN,1,131,1,W,166,1125,183,0205,,1-,1,Preg,,5,PC
15EW00122,L1732,,25BLK,1,106,2,W,132,1125,133,0205,,1-,1,Open,,5,PC
15EW00123,L1734,,05BRN,1,119,1,W,130,1125,150,0205,,1-,1,Preg,,2,PC
15EW00124,S0286,,BL.ON.NOSE,1,107,e10,W,114,1125,130,0205,2.6,3-,1,Preg,,2,07
15EW00125,S0291,,TerminalOnly,1,101,40,W,107,1125,117,0205,2.8,3+,1,Open,,1,07
15EW00126,S0293,,NiceForTerm,1,99,39,W,110,1125,129,0205,2.4,4,1,Preg,,1,07
15EW00127,S0294,,NICE LAMB,1,114,41,W,128,1125,142,0205,2.4,4-,1,Preg,,1,07
15EW00128,S0307,,TerminalOnly,1,92,35,W,113,1125,139,0205,2.6,3-,1,Preg,,1,07
15EW00129,S0315,,.,1,92,e11,W,116,1125,130,0205,2.7,4,1,Preg,,1,07
15EW00130,S0318,,.,1,91,e9,W,97,1125,108,0205,3.0,3,1,Open,,1,07
15EW00131,S0321,,H P,1,95,35,W,107,1125,122,0205,2.8,3,1,Preg,,1,07
15EW00132,S0322,,HAIRY,1,89,39,W,98,1125,109,0205,2.2,3,1,Open,,1,07
15EW00133,S0325,,TerminalOnly,1,87,37,W,80,1125,98,0205,2.4,4+,1,Open,,1,07
15EW00134,S0327,,HAIRY,1,91,34,W,97,1125,108,0205,2.0,3-,3,Open,,1,07
15EW00135,S0342,,TerminalOnly,1,74,41,W,78,1125,96,0205,2.4,3-,4,Open,,1,07
15EW00136,S0343,,TerminalOnly,1,79,36,W,86,1125,101,0205,2.4,3-,1,Open,,1,07
15EW00137,S0346,,3RD H,1,105,e11,W,120,1125,135,0205,2.8,3,1,Preg,,1,07
15EW00138,S0352,,HAIRY,1,90,e11,W,106,1125,122,0205,2.2,3,1,Preg,,1,07
15EW00139,S0362,,TerminalOnly,1,108,36,W,110,1125,132,0205,2.6,4+,1,Preg,,1,07
15EW00140,S0368,,TerminalOnly,1,113,40,W,129,1125,145,0205,2.4,3,1,Preg,,1,07
15EW00141,S0370,,MissedAprlwt,1,110,36,W,116,1125,135,0205,2.8,3,1,Open,,1,07
15EW00142,S0375,,TerminalOnly,1,85,38,W,94,1125,105,0205,1.8,3,1,Preg,,1,07
15EW00143,S0376,,TerminalOnly,1,95,e10,W,116,1125,131,0205,2.4,3,1,Preg,,1,07
15EW00144,S0378,,.,1,90,e9,W,100,1125,122,0205,2.0,3,1,Preg,,1,07
15EW00145,S0379,,.,1,103,e10,W,118,1125,125,0205,2.0,3,1,Open,,1,07
15EW00146,S0383,,.,1,86,e10,W,91,1125,102,0205,2.0,4,3,Preg,,1,07
15EW00147,S0390,,1ST,1,96,e9,W,116,1125,133,0205,2.4,3,1,Preg,,1,07
15EW00148,S0392,,3RD,1,95,e9,W,117,1125,133,0205,2.2,3-,1,Preg,,1,07
15EW00149,S0395,,1ST,1,90,e9,W,102,1125,111,0205,2.0,3-,1,Preg,,1,07
15EW00150,S0400,,TerminalOnly,1,99,e10,W,113,1125,129,0205,2.4,3,1,Preg,,1,07
15EW00151,S0401,,TerminalOnly,1,102,40,W,114,1125,130,0205,2.2,3,1,Preg,,1,07
15EW00152,S0402,,BR.EAR.TIPS,1,91,e10,W,107,1125,123,0205,2.2,4,1,Preg,,2,07
15EW00153,S0406,,.,1,100,37,W,107,1125,140,0205,2.2,4+,1,Preg,,1,07
15EW00154,S0407,,.,1,100,e11,W,118,1125,120,0205,2.4,4+,1,Open,,1,07
15EW00155,S0410,,.,1,101,36,W,109,1125,118,0205,2.8,3-,1,Preg,,1,07
15EW00156,S0411,,.,1,95,34,W,102,1125,121,0205,1.8,3,1,Preg,,1,07
15EW00157,S0414,,.,1,90,39,W,103,1125,118,0205,2.2,4,1,Open,,1,07
15EW00158,S0421,,HAIRY,1,102,e11,W,108,1125,121,0205,2.2,3,1,Open,,1,07
15EW00159,S0425,,TerminalOnly,1,85,e9,W,94,1125,109,0205,2.1,3,1,Open,,2,07
15EW00160,S0426,,.,1,87,e9,W,91,1125,102,0205,2.7,3-,1,Open,,1,07
15EW00161,S0427,,TerminalOnly,1,85,e9,W,96,1125,109,0205,2.0,3,1,Open,,1,07
15EW00162,S0431,,TerminalOnly,1,99,e10,W,101,1125,117,0205,2.0,3,1,Preg,,1,07
15EW00163,S0434,,.,1,105,e10,W,114,1125,133,0205,2.2,3-,1,Preg,,1,07
15EW00164,S0436,,NICE LAMB,1,124,e11,W,150,1125,164,0205,2.6,3-,1,Preg,,1,07
15EW00165,S0438,,UGLY,1,84,35,W,88,1125,96,0205,2.8,5,1,Open,,1,07
15EW00166,S0447,,TerminalOnly,1,114,35,W,118,1125,134,0205,2.8,3+,1,Preg,,1,07
15EW00167,S0449,,HAIRY,1,101,e9,W,111,1125,127,0205,1.8,3-,1,Preg,,1,07
15EW00168,S0451,,HAIRY,1,92,41,W,105,1125,113,0205,2.2,3-,2,Open,,1,07
15EW00169,S0453,,TerminalOnly,1,97,37,W,100,1125,124,0205,2.4,3-,1,Preg,,1,07
15EW00170,S0455,,TerminalOnly,1,81,40,W,85,1125,97,0205,2.4,3,1,Open,,1,07
15EW00171,S0465,,NiceForTerm,1,96,38,W,107,1125,121,0205,2.4,3,1,Preg,,1,07
15EW00172,S0467,,HAIRY,1,89,38,W,101,1125,114,0205,2.4,3,1,Open,,1,07
15EW00173,S0477,,TerminalOnly,1,91,37,W,85,1125,102,0205,3.0,4+,1,Open,,1,07
15EW00174,S0481,,HAIRY,1,90,e10,W,97,1125,110,0205,2.7,4,1,Preg,,1,07
15EW00175,S0495,,TerminalOnly,1,87,35,W,98,1125,0,,,,,,,1,07
