UID,ETAG,LINE,RMK,IDX,PD,PTRT,CUWT,BPEN,BRAND,NOV03,DEC16
98EW00424,S9795,10,F4,114,1,,109,e.3,Green,124,133
98EW00425,S9797,13,BLK.R.EYE,112,1,,96,e.0,Green,112,125
98EW00426,S9800,11,,111,1,,93,e.1,Green,106,121
98EW00427,S9803,12,,100,1,,98,e.2,Green,116,131
98EW00428,S9804,12,W/ SAVES,99,7,,85,e.3,Green,0,0
98EW00429,S9805,12,,100,1,,88,e.0,Green,101,115
98EW00430,S9816,11,,109,1,,91,e.1,Green,113,125
98EW00431,S9822,10,,115,1,,98,e.3,Green,119,134
98EW00432,S9859,13,,102,1,,82,e.2,Green,109,131
98EW00433,S9873,12,,97,1,,79,e.0,Green,102,120
98EW00434,S9887,11,,106,1,,91,e.1,Green,118,137
98EW00435,T6435,ID,,104,1,,95,e.4,Green,111,129
98EW00436,T6436,ID,>SEMEN LAMB,103,1,,98,e.4,Green,117,136
98EW00437,T6437,ID,,103,1,,99,e.4,Green,115,144
98EW00438,T6439,ID,4TEATS,130,1,,122,e.4,Green,143,174
98EW00439,T6443,ID,,105,1,,112,e.4,Green,124,149
98EW00440,T6446,ID,,96,1,,93,e.4,Green,110,129
98EW00441,T6449,ID,,130,1,,103,e.4,Green,122,151
98EW00442,T6450,ID,@MUD LAKE,98,1,,109,e.4,Green,126,148
98EW00443,T6451,ID,,113,1,,98,e.4,Green,110,129
98EW00444,T6454,ID,,112,1,,94,e.5,Green,121,142
98EW00445,T6455,ID,4TEATS,111,1,,90,e.5,Green,104,122
98EW00446,T6456,ID,,117,1,,96,e.5,Green,110,129
98EW00447,T6460,ID,,136,1,,109,e.4,Green,121,148
98EW00448,T6463,ID,,103,1,,113,e.5,Green,130,145
98EW00449,T6466,ID,,112,1,,121,e.5,Green,146,175
98EW00450,T6474,ID,,131,1,,90,e.5,Green,105,118
98EW00451,T6475,ID,,128,1,,101,e.5,Green,119,137
98EW00452,T6479,ID,4TEATS,101,1,,107,e.4,Green,116,135
98EW00453,T6481,ID,,102,1,,99,e.5,Green,118,122
98EW00454,T6485,41,,106,P,FATS,101,e.P,Green,109,125
98EW00455,T6486,ID,,105,1,,107,e.5,Green,129,140
98EW00456,T6488,41,4TEATS,89,P,LEAN,89,e.P,Green,110,126
98EW00457,T6489,ID,ENTR,100,1,,89,e.4,Green,101,118
98EW00458,T6496,ID,,128,1,,100,e.5,Green,118,127
98EW00459,T6498,ID,,122,1,,92,e.5,Green,101,117
98EW00460,T6499,42,4TEATS,96,P,FATS,81,e.P,Green,92,106
98EW00461,T6502,ID,4TEATS,138,1,,102,e.5,Green,128,153
98EW00462,T6503,41,,92,P,LEAN,83,e.P,Green,110,132
98EW00463,T6504,42,HAIRY,104,P,CTRL,87,e.P,Green,108,125
98EW00464,T6508,41,HAIRY,97,P,CTRL,91,e.P,Green,102,118
98EW00465,T6510,ID,,114,1,,115,e.5,Green,147,160
98EW00466,T6511,ID,,103,1,,103,e.4,Green,120,141
98EW00467,T6525,41,,101,P,CTRL,94,e.P,Green,119,140
98EW00468,T6526,41,,101,P,FATS,97,e.P,Green,107,132
98EW00469,T6527,42,ENTR,92,P,FATS,90,e.P,Green,98,124
98EW00470,T6533,ID,4TEATS,108,1,,95,e.4,Green,112,128
98EW00471,T6544,41,4TEATS,87,P,FATS,72,e.P,Green,92,105
98EW00472,T6550,ID,,109,1,,104,e.5,Green,116,133
98EW00473,T6556,41,,116,P,CTRL,104,e.P,Green,124,139
98EW00474,T6557,41,,111,P,LEAN,100,e.P,Green,129,154
98EW00475,T6562,41,,98,P,CTRL,79,e.P,Green,102,0
98EW00476,T6566,41,HAIRY,109,P,LEAN,100,e.P,Green,112,128
98EW00477,T6570,ID,4TEATS,121,1,,96,e.4,Green,111,131
98EW00478,T6572,42,,93,P,FATS,79,e.P,Green,97,110
98EW00479,T6576,42,4TEATS,110,P,LEAN,103,e.P,Green,114,137
98EW00480,T6581,42,,80,P,LEAN,92,e.P,Green,115,129
98EW00481,T6589,41,4TEATS,118,P,LEAN,101,e.P,Green,133,0
98EW00482,T6593,41,,117,P,FATS,101,e.P,Green,109,121
98EW00483,T6596,ID,,93,1,,94,e.4,Green,105,130
98EW00484,T6597,42,,95,P,CTRL,76,e.P,Green,95,107
98EW00485,T6598,42,4TEATS,95,P,FATS,80,e.P,Green,92,93
98EW00486,T6599,42,,92,P,CTRL,89,e.P,Green,111,115
98EW00487,T6608,ID,,114,1,,103,e.5,Green,126,144
98EW00488,T6609,41,,110,P,FATS,105,e.P,Green,119,0
98EW00489,T6610,41,,101,P,LEAN,86,e.P,Green,108,139
98EW00490,T6613,42,,88,P,LEAN,77,e.P,Green,93,0
98EW00491,T6619,41,,97,P,FATS,85,e.P,Green,100,0
98EW00492,T6620,41,,103,P,FATS,89,e.P,Green,107,125
98EW00493,T6622,42,4TEATS,77,P,LEAN,70,e.P,Green,92,114
98EW00494,T6623,42,4TEATS,95,P,FATS,88,e.P,Green,111,124
98EW00495,T6624,42,4TEATS,88,P,LEAN,74,e.P,Green,93,0
98EW00496,T6625,42,,101,P,CTRL,85,e.P,Green,89,104
98EW00497,T6631,42,4TEATS,89,P,CTRL,84,e.P,Green,105,124
98EW00498,T6639,42,4TEATS,97,P,LEAN,80,e.P,Green,89,106
98EW00499,T6640,42,,112,P,FATS,109,e.P,Green,129,126
98EW00500,T6649,ID,,110,1,,96,e.5,Green,114,132
98EW00501,T6652,42,4TEATS,84,P,CTRL,79,e.P,Green,102,0
98EW00502,T6653,42,4TEATS,83,P,CTRL,76,e.P,Green,93,106
98EW00503,T6654,42,,91,P,FATS,87,e.P,Green,98,116
98EW00504,T6658,41,,102,P,FATS,90,e.P,Green,108,0
98EW00505,T6659,42,,92,P,CTRL,93,e.P,Green,113,124
98EW00506,T6660,42,,98,P,CTRL,93,e.P,Green,107,119
98EW00507,T6663,42,4TEATS,81,P,FATS,76,e.P,Green,92,109
98EW00508,T6670,41,,102,P,LEAN,96,e.P,Green,126,148
98EW00509,T6673,41,,99,P,CTRL,94,e.P,Green,116,132
98EW00510,T6680,42,4TEATS,86,P,FATS,79,e.P,Green,93,99
98EW00511,T6683,41,4TEATS,104,P,CTRL,86,e.P,Green,103,118
98EW00512,T6686,41,,92,P,CTRL,90,e.P,Green,108,126
98EW00513,T6687,41,,92,P,LEAN,89,e.P,Green,111,133
98EW00514,T6689,41,ENTR,114,P,CTRL,98,e.P,Green,113,127
98EW00515,T6696,41,,114,P,LEAN,94,e.P,Green,121,137
98EW00516,T6697,41,,111,P,FATS,91,e.P,Green,107,127
98EW00517,T6702,42,HAIRY,90,P,LEAN,88,e.P,Green,110,130
98EW00518,T6705,42,,107,P,CTRL,93,e.P,Green,116,130
98EW00519,T6706,41,4TEATS,100,P,CTRL,106,e.P,Green,118,135
98EW00520,T6707,41,,103,P,LEAN,99,e.P,Green,115,0
98EW00521,T6708,41,,113,P,LEAN,96,e.P,Green,128,144
98EW00522,T6709,41,SL.ENTR 1EYE,115,P,FATS,94,e.P,Green,114,124
98EW00523,T6712,42,4TEATS,86,P,FATS,63,e.P,Green,71,0
98EW00524,T6713,41,,104,P,CTRL,107,e.P,Green,133,151
98EW00525,T6718,41,"HAIRY,4TEATS",107,P,CTRL,100,e.P,Green,127,0
98EW00526,T6719,41,4TEATS,98,P,CTRL,88,e.P,Green,102,119
98EW00527,T6722,41,,108,P,FATS,103,e.P,Green,119,127
98EW00528,T6725,ID,,142,1,,96,e.5,Green,119,137
98EW00529,T6726,41,4TEATS,111,P,CTRL,90,e.P,Green,90,100
98EW00530,T6727,41,,109,P,LEAN,88,e.P,Green,116,140
98EW00531,T6729,42,,95,P,CTRL,77,e.P,Green,87,99
98EW00532,T6732,42,,87,P,CTRL,75,e.P,Green,90,98
98EW00533,T6743,42,,98,P,LEAN,85,e.P,Green,97,116
98EW00534,T6746,41,,114,P,LEAN,100,e.P,Green,122,135
98EW00535,T6751,41,,99,P,CTRL,82,e.P,Green,107,0
98EW00536,T6752,ID,4TEATS,120,1,,100,e.5,Green,117,135
98EW00537,T6754,41,,100,P,FATS,82,e.P,Green,91,0
98EW00538,T6756,00,BLACK EWE,95,1,,93,e.4,Green,111,131
98EW00539,T6759,42,,84,P,LEAN,87,e.P,Green,109,121
98EW00540,T6761,42,,97,P,LEAN,79,e.P,Green,106,131
98EW00541,T6762,42,4TEATS,94,P,LEAN,81,e.P,Green,103,116
98EW00542,T6770,42,,87,P,CTRL,78,e.P,Green,91,100
98EW00543,T6771,41,,90,P,FATS,70,e.P,Green,96,111
98EW00544,T6778,42,,87,P,FATS,71,e.P,Green,85,0
98EW00545,T6780,41,,103,P,LEAN,88,e.P,Green,110,122
98EW00546,T6783,42,4TEATS,83,P,CTRL,73,e.P,Green,84,96
98EW00547,T6784,41,,111,P,FATS,89,e.P,Green,115,135
98EW00548,T6785,41,F2+,127,P,LEAN,105,e.P,Green,130,154
98EW00549,T6787,42,4TEATS,91,P,LEAN,61,e.P,Green,80,103
98EW00550,T6788,42,4TEATS,106,P,CTRL,83,e.P,Green,104,0
98EW00551,T6792,42,4TEATS,95,P,LEAN,77,e.P,Green,77,107
98EW00552,T6793,42,,91,P,LEAN,71,e.P,Green,92,110
98EW00553,T6796,42,,80,P,LEAN,71,e.P,Green,91,0
98EW00554,T6797,41,,103,P,FATS,94,e.P,Green,117,136
98EW00555,T6798,41,"DEAD,54,301",108,6,,91,e.P,Green,0,0
98EW00556,T6800,42,,99,P,LEAN,94,e.P,Green,123,0
98EW00557,T6801,41,,96,P,FATS,90,e.P,Green,107,123
98EW00558,T6803,42,,87,P,FATS,82,e.P,Green,101,113
98EW00559,T6809,41,,96,P,FATS,89,e.P,Green,104,120
98EW00560,T6811,41,4TEATS,99,P,FATS,107,e.P,Green,129,139
98EW00561,T6813,42,4TEATS,90,P,FATS,75,e.P,Green,91,110
98EW00562,T6819,42,ENTR,82,P,CTRL,76,e.P,Green,88,0
98EW00563,T6822,42,F3-,83,P,CTRL,81,e.P,Green,92,102
98EW00564,T6824,42,,102,P,FATS,87,e.P,Green,108,119
98EW00565,T6829,42,ENTR,90,P,FATS,85,e.P,Green,99,116
98EW00566,T6835,42,,71,P,CTRL,66,e.P,Green,86,92
98EW00567,T6836,42,4TEATS,75,P,FATS,56,e.P,Green,86,97
98EW00568,T6838,41,4TEATS,124,P,FATS,99,e.P,Green,117,129
98EW00569,T6840,41,,106,P,FATS,82,e.P,Green,105,121
98EW00570,T6844,42,,88,P,CTRL,67,e.P,Green,79,89
98EW00571,T6850,42,4TEATS,82,P,FATS,76,e.P,Green,96,109
98EW00572,T6852,42,4TEATS,82,P,LEAN,79,e.P,Green,109,128
98EW00573,T6855,42,4TEATS,93,P,FATS,74,e.P,Green,96,124
98EW00574,T6858,42,4TEATS,86,P,LEAN,72,e.P,Green,96,128
98EW00575,T6859,41,POLYPAY??,94,P,LEAN,83,e.P,Green,111,133
98EW00576,T6868,41,,90,P,LEAN,82,e.P,Green,94,0
98EW00577,T6870,42,,84,P,LEAN,75,e.P,Green,96,110
98EW00578,T6872,42,,84,P,CTRL,71,e.P,Green,88,97
98EW00579,T6873,42,,101,P,LEAN,78,e.P,Green,99,120
98EW00580,T6874,42,,96,P,FATS,71,e.P,Green,90,0
98EW00581,T6884,41,,106,P,LEAN,83,e.P,Green,118,143
98EW00582,T6885,41,,104,P,LEAN,87,e.P,Green,107,128
98EW00583,T6888,41,ENTR,120,P,LEAN,94,e.P,Green,129,144
98EW00584,T6891,42,DEAD 12/15,87,P,LEAN,74,e.P,Green,105,0
98EW00585,T6896,42,,106,P,FATS,90,e.P,Green,104,126
98EW00586,T6904,41,"ENTR,4TEATS",112,P,CTRL,93,e.P,Green,106,117
98EW00587,T6909,41,4TEATS,104,P,LEAN,84,e.P,Green,104,126
98EW00588,T6918,42,,98,P,LEAN,84,e.P,Green,107,120
98EW00589,T6922,41,,92,P,CTRL,76,e.P,Green,94,105
98EW00590,T6931,42,,101,P,LEAN,89,e.P,Green,111,133
98EW00591,T6932,41,,126,P,FATS,112,e.P,Green,126,134
98EW00592,T6936,41,,93,P,CTRL,86,e.P,Green,102,115
98EW00593,T6937,41,4TEATS,87,P,FATS,81,e.P,Green,108,130
98EW00594,T6938,42,,95,P,CTRL,84,e.P,Green,110,0
98EW00595,T6942,41,ENTR,98,P,CTRL,77,e.P,Green,112,135
98EW00596,T6945,42,4TEATS,80,P,FATS,67,e.P,Green,80,95
98EW00597,T6947,42,,81,P,FATS,71,e.P,Green,96,0
98EW00598,T6964,41,4TEATS,103,P,FATS,91,e.P,Green,117,138
98EW00599,T6978,42,4TEATS,95,P,CTRL,79,e.P,Green,101,115
98EW00600,T6982,41,BLK.LF.KNEE,100,P,CTRL,97,e.P,Green,124,0
98EW00601,T6997,41,,101,P,LEAN,89,e.P,Green,111,0
98EW00602,T7004,41,PNEUMONIA,92,P,CTRL,73,e.P,Green,77,97
98EW00603,Z4647,ch,,87,1,,104,e11,Green,124,144
98EW00604,Z4649,ch,,77,1,,84,e11,Green,96,104
98EW00605,Z4650,ch,,95,1,,112,e11,Green,137,155
98EW00606,Z4653,ch,,84,1,,86,e11,Green,109,115
98EW00607,Z4654,ch,,94,1,,115,e11,Green,133,149
98EW00608,Z4657,ch,,77,1,,93,e11,Green,117,121
98EW00609,Z4663,ch,,106,1,,99,e11,Green,115,129
98EW00610,Z4664,ch,BRN.LEGS,110,1,,108,e11,Green,126,137
98EW00611,Z4665,ch,,79,1,,92,e11,Green,113,125
98EW00612,Z4666,ch,,83,1,,96,e11,Green,116,126
98EW00613,Z4669,ch,,105,1,,100,e11,Green,112,126
98EW00614,Z4673,ch,,89,1,,94,e11,Green,105,113
98EW00615,Z4686,ch,,90,1,,112,e11,Green,130,144
98EW00616,Z4688,ch,,92,1,,87,e11,Green,110,120
98EW00617,Z4689,ch,,87,1,,79,e11,Green,94,96
98EW00618,Z4691,ch,,88,1,,98,e11,Green,120,134
98EW00619,Z4695,ch,,94,1,,79,e11,Green,98,113
98EW00620,Z4697,ch,,96,1,,99,e11,Green,117,121
98EW00621,Z4698,ch,BRN.LR.LEG,96,1,,99,e11,Green,109,123
98EW00622,Z4700,ch,,108,1,,99,e11,Green,117,132
98EW00623,Z4701,ch,,99,1,,81,e11,Green,100,102
98EW00624,Z4704,ch,,106,1,,106,e11,Green,121,133
98EW00625,Z4707,ch,,98,1,,102,e11,Green,126,138
98EW00626,Z4708,ch,,107,1,,96,e11,Green,115,125
98EW00627,Z4709,ch,,108,1,,100,e11,Green,122,137
98EW00628,Z4711,ch,,87,1,,113,e11,Green,130,140
98EW00629,Z4716,ch,,87,1,,101,e11,Green,115,125
98EW00630,Z4717,97,SAVE for MCF,95,1,,92,974,Green,117,140
98EW00631,Z4718,97,WEAK,104,1,,112,974,Green,139,153
98EW00632,Z4733,97,,113,1,,111,973,Green,143,165
98EW00633,Z4734,97,,107,1,,100,974,Green,124,146
98EW00634,Z4738,97,ENTR,97,1,,99,973,Green,118,140
98EW00635,Z4740,97,,98,1,,87,974,Green,118,140
98EW00636,Z4751,97,FIX 1TAG,117,1,,112,973,Green,136,156
98EW00637,Z4752,97,,114,1,,109,973,Green,136,162
98EW00638,Z4761,97,"WEAK,GAUNT",110,1,,111,974,Green,130,153
98EW00639,Z4765,97,,101,1,,100,973,Green,119,138
98EW00640,Z4772,97,,99,1,,90,974,Green,110,127
98EW00641,Z4777,97,ENTR,92,1,,90,974,Green,110,122
98EW00642,Z4778,97,,97,1,,96,973,Green,117,128
98EW00643,Z4786,97,,117,1,,121,974,Green,139,159
98EW00644,Z4788,97,,117,1,,121,973,Green,151,179
98EW00645,Z4798,97,,104,1,,101,973,Green,114,141
98EW00646,Z4801,97,,114,1,,106,974,Green,131,145
98EW00647,Z4825,97,,106,1,,100,974,Green,123,142
98EW00648,Z4860,97,,98,1,,84,973,Green,119,135
98EW00649,Z4870,97,,104,1,,100,974,Green,123,149
98EW00650,Z4892,97,,104,1,,99,973,Green,131,144
98EW00651,Z4903,97,,105,1,,100,973,Green,120,134
98EW00652,Z4906,97,,108,1,,98,974,Green,118,135
98EW00653,Z4940,97,"GOITER,SL.",100,1,,93,973,Green,116,134
