UID,ETAG,LINE,RMK,IDX,PD,TRTPEN,CUWT,BPEN,BRAND,PREGPEN,W1018,W1207,IDZ65,CLR,STM,DIETPEN
10EW00393,R8548,,.,,1,,73,e27,,,,102,,1,07,
10EW00394,X8992,,4TEATS,,1,,84,e10,,,,96,,2,TC,
10EW00395,X9408,,.,,1,,65,e25,,,,79,,1,R3,
10EW00396,X8616,,.,,1,,110,e7,,,,122,,5,SC,
10EW00397,R8339,,RED DOT,,1,,76,e16,,,,93,,1,07,
10EW00398,X9205,,4T NICE LAMB,,1,,106,e3,,,,133,,1,CM,
10EW00399,T2855,,PINK,,1,,88,,,,,,,1,02,
10EW00400,H5970,,NICE LAMB,,1,,106,e26,,,,129,,1,30,
10EW00401,L0224,,E R EYE,,1,,109,e14,,,,127,,2,PC,
10EW00402,L0228,,SMUT,,1,,98,e14,,,,117,,5,PC,
10EW00403,H6024,,RED DOT,,1,,87,e21,,,,106,,1,30,
10EW00404,R8600,,.,,1,,69,e25,,,,93,,1,07,
10EW00405,T3230,,.,,1,,93,,,,,111,,1,02,
10EW00406,T3301,,NICE LAMB,,1,,55,,,,,,,1,02,
10EW00407,X8788,,BLKSPOT,,1,,100,e2,,,,124,,5,T3,
10EW00408,X8930,,HAIRY,,1,,89,e5,,,,105,,1,CM,
10EW00409,X9283,,HAIRY,,1,,69,e26,,,,89,,1,R3,
10EW00410,R8491,,.,,1,,77,e17,,,,101,,1,07,
10EW00411,X9274,,HAIRY,,1,,97,e26,,,,103,,1,R3,
10EW00412,X8863,,.,,1,,116,e2,,,,138,,5,T3,
10EW00413,T3461,,NICE LAMB,,1,,100,,,,,111,,1,02,
10EW00414,T3168,,.,,1,,92,,,,,113,,1,02,
10EW00415,H6435,,.,,1,,78,e23,,,,98,,1,30,
10EW00416,K4672,,E R EYE,,1,,79,e18,,,,92,,1,06,
10EW00417,H5907,,2,,1,,72,e27,,,,89,,1,30,
10EW00418,X8777,,4 H BLKSPTRHO,,1,,76,e3,,,,96,,1,CM,
10EW00419,X8490,,.,,1,,81,e7,,,,104,,5,SC,
10EW00420,X8793,,.,,1,,97,e11,,,,120,,5,S3,
10EW00421,K4641,,4TEATS,,1,,81,e8,,,,98,,1,06,
10EW00422,R8415,,E2E 4T,,1,,73,e25,,,,89,,1,07,
10EW00423,R8275,,4TEATS,,1,,70,e26,,,,88,,1,07,
10EW00424,T3315,,4TEATS,,1,,90,,,,,104,,1,02,
10EW00425,T3165,,.,,1,,74,,,,,90,,1,02,
10EW00426,H5759,,.,,1,,100,e26,,,,132,,1,30,
10EW00427,L0234,,E R EYE,,1,,80,e14,,,,95,,5,PC,
10EW00428,K4655,,.,,1,,94,e18,,,,92,,1,06,
10EW00429,R8199,,3T NICE,,1,,78,e17,,,,99,,1,07,
10EW00430,L0131,,NICE LAMB,,1,,110,e13,,,,131,,5,PC,
10EW00431,X9098,,4T NICE,,1,,110,e2,,,,128,,2,T3,
10EW00432,L0199,,4TEATS,,1,,85,e12,,,,98,,5,PC,
10EW00433,T3449,,E2E,,1,,85,,,,,123,,1,02,
10EW00434,X8885,,E2EH4,,1,,94,e1,,,,111,,1,C3,
10EW00435,R8480,,.,,1,,76,e15,,,,89,,1,07,
10EW00436,X9097,,NICE LAMB,,1,,84,e4,,,,109,,9,BL,
10EW00437,H5825,,3T,,1,,88,e26,,,,107,,1,30,
10EW00438,X9101,,N CK COLOR,,1,,95,e1,,,,111,,5,C3,
10EW00439,X9086,,NICE LAMB,,1,,115,e1,,,,133,,2,C3,
10EW00440,H5641,,4TEATS,,1,,88,e20,,,,102,,1,30,
10EW00441,H6300,,4TEATS,,1,,69,e22,,,,91,,1,30,
10EW00442,R8440,,4T N ORANGE D,,1,,84,e16,,,,102,,1,07,
10EW00443,T3110,,.,,1,,79,,,,,97,,1,02,
10EW00444,X8678,,NICE LAMB,,1,,115,e4,,,,140,,9,BL,
10EW00445,H5843,,.,,1,,85,e23,,,,101,,1,30,
10EW00446,L0204,,NICE LAMB,,1,,76,e12,,,,91,,5,PC,
10EW00447,H6384,,HAIRY,,1,,80,e25,,,,91,,1,30,
10EW00448,R8276,,.,,1,,67,e25,,,,78,,1,07,
10EW00449,R8216,,4T ORANGE DOT,,1,,73,e15,,,,99,,1,07,
10EW00450,K4686,,4 H,,1,,98,e8,,,,116,,1,06,
10EW00451,X8905,,NICE LAMB,,1,,93,e4,,,,122,,9,BL,
10EW00452,L0135,,W H,,1,,86,e12,,,,122,,2,PC,
10EW00453,T3252,,.,,1,,80,,,,,109,,1,02,
10EW00454,R8158,,BRN R EAR,,1,,88,e27,,,,115,,1,07,
10EW00455,T3170,,HAIRY,,1,,101,,,,,,,1,02,
10EW00456,R8388,,HAIRY,,1,,78,e28,,,,98,,1,07,
10EW00457,T3220,,NICE LAMB,,1,,98,,,,,123,,1,02,
10EW00458,X9168,,VERY HAIRY,,1,,79,e27,,,,91,,1,R3,
10EW00459,R8466,,.,,1,,63,e17,,,,74,,1,07,
10EW00460,X9278,,4TEATS,,1,,82,e28,,,,94,,1,R3,
10EW00461,H5900,,HAIRY,,1,,86,e28,,,,99,,1,30,
10EW00462,T3073,,.,,1,,72,,,,,73,,1,02,
10EW00463,T3124,,.,,1,,97,,,,,103,,1,02,
10EW00464,T3144,,.,,1,,77,,,,,101,,1,02,
10EW00465,R8194,,HAIRY,,1,,71,e28,,,,89,,1,07,
10EW00466,H5991,,3T BRNEARS,,1,,75,e26,,,,92,,1,30,
10EW00467,T3072,,.,,1,,86,,,,,84,,1,02,
10EW00468,X8848,,.,,1,,103,e11,,,,123,,5,S3,
10EW00469,T3148,,.,,1,,107,,,,,130,,1,02,
10EW00470,R8590,,PINK,,1,,70,e25,,,,94,,1,07,
10EW00471,L0168,,4TEATS,,1,,123,e14,,,,146,,1,PC,
10EW00472,R8477,,.,,1,,82,e19,,,,102,,1,07,
10EW00473,X8736,,WHITE BLAZE,,1,,106,e4,,,,131,,9,BL,
10EW00474,R8359,,4TEATS,,1,,72,e26,,,,94,,1,07,
10EW00475,H6317,,.,,1,,85,e24,,,,101,,1,30,
10EW00476,H6419,,.,,1,,82,e20,,,,98,,1,30,
10EW00477,R8495,,.,,1,,72,e28,,,,85,,1,07,
10EW00478,X8786,,.,,1,,95,e11,,,,110,,5,S3,
10EW00479,X8769,,4TEATS,,1,,117,e2,,,,132,,4,T3,
10EW00480,R8240,,4T H,,1,,101,e28,,,,94,,1,07,
10EW00481,R8150,,HAIRY,,1,,87,e26,,,,113,,1,07,
10EW00482,X9123,,.,,1,,102,e25,,,,114,,1,R3,
10EW00483,L0225,,.,,1,,89,e13,,,,113,,1,PC,
10EW00484,X9284,,HAIRY,,1,,78,e26,,,,100,,1,R3,
10EW00485,X8732,,.,,1,,69,e11,,,,91,,5,S3,
10EW00486,H6018,,4 H,,1,,71,e28,,,,86,,1,30,
10EW00487,R8476,,.,,1,,77,e16,,,,97,,1,07,
10EW00488,H5798,,.,,1,,97,e28,,,,120,,1,30,
10EW00489,H5583,,.,,1,,90,e24,,,,123,,1,30,
10EW00490,H6432,,.,,1,,74,e20,,,,92,,1,30,
10EW00491,R8219,,N ORANGE DOT,,1,,101,e17,,,,113,,1,07,
10EW00492,H6002,,.,,1,,93,e27,,,,107,,1,30,
10EW00493,H5603,,.,,1,,91,e27,,,,105,,1,30,
10EW00494,X9102,,4TVERYHAIRY,,1,,73,e25,,,,83,,1,R3,
10EW00495,R8071,,.,,1,,69,e16,,,,85,,1,07,
10EW00496,X9064,,SMUT.,,1,,89,e11,,,,115,,5,S3,
10EW00497,T3248,,.,,1,,86,,,,,117,,1,02,
10EW00498,R8137,,.,,1,,66,e19,,,,83,,1,07,
10EW00499,K4703,,4TEATS,,1,,92,e8,,,,103,,1,06,
10EW00500,T3176,,.,,1,,70,,,,,97,,1,02,
10EW00501,R8160,,RED DOT,,1,,66,e15,,,,100,,1,07,
10EW00502,H6067,,.,,1,,105,e25,,,,125,,1,30,
10EW00503,R8517,,.,,1,,79,e27,,,,105,,1,07,
10EW00504,X9411,,.,,1,,59,e25,,,,78,,1,R3,
10EW00505,H6349,,ORANGE DOT,,1,,72,e23,,,,86,,1,30,
10EW00506,R8624,,4TEATS,,1,,71,e17,,,,88,,1,07,
10EW00507,X9392,,4TEATS,,1,,93,e11,,,,119,,5,S3,
10EW00508,X9096,,4T VERYHAIRY,,1,,79,e27,,,,81,,1,R3,
10EW00509,R8239,,.,,1,,89,e28,,,,103,,1,07,
10EW00510,X8910,,.,,1,,60,e5,,,,78,,1,CM,
10EW00511,R8205,,.,,1,,81,e27,,,,91,,1,07,
10EW00512,H6372,,3T,,1,,77,e23,,,,104,,1,30,
10EW00513,R8514,,.,,1,,63,e19,,,,77,,1,07,
10EW00514,H5760,,.,,1,,68,e20,,,,83,,1,30,
10EW00515,H5844,,.,,1,,82,e20,,,,96,,1,30,
10EW00516,R8273,,.,,1,,75,e25,,,,93,,1,07,
10EW00517,T3194,,.,,1,,99,,,,,128,,1,02,
10EW00518,T3316,,.,,1,,98,,,,,114,,1,02,
10EW00519,H6420,,.,,1,,72,e22,,,,87,,1,30,
10EW00520,T3093,,3 TEATS,,1,,78,,,,,103,,1,02,
10EW00521,T3453,,2,,1,,100,,,,,104,,1,02,
10EW00522,K4674,,4TEATS,,1,,111,e8,,,,120,,1,06,
10EW00523,X8679,,E.R.E.Sick810,,1,,93,e4,,,,128,,9,BL,
10EW00524,H5984,,BRITCHY,,1,,85,e25,,,,96,,1,30,
10EW00525,R8416,,.,,1,,63,e27,,,,83,,1,07,
10EW00526,H6306,,.,,1,,70,e28,,,,89,,1,30,
10EW00527,H6299,,4TEATS,,1,,67,e20,,,,82,,1,30,
10EW00528,L0203,,ELEYE N,,1,,89,e14,,,,92,,5,PC,
10EW00529,T3464,,H E2E,,1,,86,,,,,,,1,02,
10EW00530,H5914,,HAIRY,,1,,92,e27,,,,108,,1,30,
10EW00531,T3127,,CROOK.LFLEGS,,1,,78,,,,,,,1,02,
10EW00532,K4685,,4 H,,1,,78,e8,,,,84,,1,06,
10EW00533,L0145,,.,,1,,108,e14,,,,0,,5,PC,
10EW00534,T3314,,4TEATS,,1,,79,,,,,92,,1,02,
10EW00535,H6015,,.,,1,,69,e26,,,,82,,1,30,
10EW00536,H5998,,4TEATS,,1,,93,e22,,,,108,,1,30,
10EW00537,R8576,,4TEATS,,1,,83,e26,,,,108,,1,07,
10EW00538,T3313,,.,,1,,92,,,,,113,,1,02,
10EW00539,R8381,,3T,,1,,105,e26,,,,141,,1,07,
10EW00540,X9598,,.,,1,,93,e25,,,,108,,1,R3,
10EW00541,R8473,,4TEATS,,1,,76,e15,,,,110,,1,07,
10EW00542,X9100,,.,,1,,85,e1,,,,96,,2,C3,
10EW00543,T3116,,E R EYE,,1,,118,,,,,135,,1,02,
10EW00544,H5778,,.,,1,,70,e24,,,,97,,1,30,
10EW00545,L0125,,Laz.Starv.410,,1,,107,e13,,,,106,,2,PC,
10EW00546,X8782,,4TEATS,,1,,93,e3,,,,91,,1,CM,
10EW00547,T3098,,Is T,,1,,93,,,,,,,1,02,
10EW00548,R8429,,4TEATS,,1,,71,e27,,,,93,,1,07,
10EW00549,H6390,,3T,,1,,78,e20,,,,100,,1,30,
10EW00550,R8501,,.,,1,,74,e28,,,,84,,1,07,
10EW00551,T3122,,.,,1,,78,,,,,101,,1,02,
10EW00552,R8182,,.,,1,,70,e27,,,,97,,1,07,
10EW00553,R8441,,4T ORANGE DOT,,1,,76,e17,,,,87,,1,07,
10EW00554,L0144,,NICE LAMB,,1,,93,e14,,,,108,,5,PC,
10EW00555,T3201,,.,,1,,100,,,,,125,,1,02,
10EW00556,K4721,,3T N,,1,,82,e8,,,,91,,1,06,
10EW00557,X8864,,.,,1,,106,e6,,,,121,,5,SC,
10EW00558,X8778,,4TEATS,,1,,97,e7,,,,121,,4,SC,
10EW00559,X8907,,4 H,,1,,103,e6,,,,135,,4,SC,
10EW00560,X8770,,4 SL E R EYE,,1,,139,e4,,,,165,,9,BL,
10EW00561,H5894,,.,,1,,91,e26,,,,112,,1,30,
10EW00562,R8419,,.,,1,,61,e26,,,,89,,1,07,
10EW00563,T3171,,1ST,,1,,94,,,,,99,,1,02,
10EW00564,X9418,,.,,1,,83,e28,,,,96,,2,R3,
10EW00565,R8151,,HAIRY,,1,,83,e27,,,,104,,1,07,
10EW00566,H5884,,ORANGE DOT,,1,,99,e22,,,,99,,1,30,
10EW00567,T3142,,NICE LAMB,,1,,102,,,,,105,,1,02,
10EW00568,R8462,,H BRNLEAR,,1,,67,e27,,,,99,,1,07,
10EW00569,K4679,,4TEATS,,1,,90,e18,,,,94,,1,06,
10EW00570,R8458,,.,,1,,73,e17,,,,85,,1,07,
10EW00571,H5890,,4T H,,1,,86,e24,,,,109,,1,30,
10EW00572,X8721,,4 H,,1,,104,e5,,,,122,,1,CM,
10EW00573,X8726,,UGLY,,1,,88,e3,,,,98,,1,CM,
10EW00574,T3231,,4TEATS,,1,,95,,,,,115,,1,02,
10EW00575,H6304,,.,,1,,85,e28,,,,97,,1,30,
10EW00576,H6277,,.,,1,,78,e20,,,,92,,1,30,
10EW00577,H5956,,HAIRY,,1,,100,e25,,,,112,,1,30,
10EW00578,R8406,,4TEATS,,1,,77,e15,,,,86,,1,07,
10EW00579,R8461,,3TBRNEARS,,1,,76,e28,,,,91,,1,07,
10EW00580,T3121,,4TEATS,,1,,92,,,,,117,,1,02,
10EW00581,R8437,,.,,1,,70,e16,,,,80,,1,07,
10EW00582,R8485,,NICE LAMB,,1,,85,e16,,,,105,,1,07,
10EW00583,R8167,,4TEATS,,1,,93,e26,,,,117,,1,07,
10EW00584,H5565,,SL HAIRY,,1,,67,e22,,,,90,,1,30,
10EW00585,R8460,,E2E,,1,,80,e27,,,,105,,1,07,
10EW00586,H6032,,4TEATS,,1,,80,e21,,,,92,,1,30,
10EW00587,X8787,,Laz328Starve,,1,,105,e2,,,,126,,5,T3,
10EW00588,H5570,,.,,1,,90,e22,,,,110,,1,30,
10EW00589,X8909,,E L EYE  4T,,1,,112,e5,,,,133,,1,CM,
10EW00590,T3151,,.,,1,,79,,,,,102,,1,02,
10EW00591,R8274,,.,,1,,97,e25,,,,116,,1,07,
10EW00592,T3247,,.,,1,,74,,,,,82,,1,02,
10EW00593,H5961,,3T,,1,,79,e20,,,,90,,1,30,
10EW00594,H5999,,RED DOT,,1,,79,e22,,,,95,,1,30,
10EW00595,R8188,,NICE LAMB 4T,,1,,84,e26,,,,102,,1,07,
10EW00596,H6010,,.,,1,,86,e26,,,,110,,1,30,
10EW00597,R8222,,4TEATS,,1,,102,e15,,,,123,,1,07,
10EW00598,L0233,,.,,1,,83,e13,,,,97,,2,PC,
10EW00599,R8193,,.,,1,,81,e27,,,,99,,1,07,
10EW00600,X8733,,4EREYEBRNEARS,,1,,89,e1,,,,107,,2,C3,
10EW00601,T3472,,.,,1,,77,,,,,81,,1,02,
10EW00602,R8224,,.,,1,,72,e16,,,,95,,1,07,
10EW00603,K4659,,.,,1,,97,e18,,,,101,,1,06,
10EW00604,T3253,,E2E SLHAIRY,,1,,84,,,,,,,1,02,
10EW00605,R8223,,RED DOT,,1,,77,e19,,,,89,,1,07,
10EW00606,H5805,,.,,1,,79,e25,,,,97,,1,30,
10EW00607,H6415,,.,,1,,83,e27,,,,105,,1,30,
10EW00608,H5912,,1,,1,,86,e22,,,,104,,1,30,
10EW00609,H6037,,4TEATS,,1,,85,e21,,,,96,,1,30,
10EW00610,H6438,,3T,,1,,94,e25,,,,115,,1,30,
10EW00611,X8860,,ENTROPION,,1,,89,e3,,,,103,,1,CM,
10EW00612,X8970,,4.H,,1,,79,e27,,,,99,,1,R3,
10EW00613,T3270,,HAIRY,,1,,86,,,,,,,1,02,
10EW00614,R8621,,.,,1,,59,e15,,,,71,,1,07,
10EW00615,R8617,,.,,1,,79,e19,,,,95,,1,07,
10EW00616,H6388,,4TEATS,,1,,91,e28,,,,108,,1,30,
10EW00617,R8394,,.,,1,,79,e26,,,,100,,1,07,
10EW00618,H5933,,3T H,,1,,89,e28,,,,91,,1,30,
10EW00619,R8478,,.,,1,,84,e28,,,,103,,1,07,
10EW00620,T3102,,.,,1,,83,,,,,97,,1,02,
10EW00621,T3146,,.,,1,,91,,,,,118,,1,02,
10EW00622,R8133,,.,,1,,98,e25,,,,109,,1,07,
10EW00623,H5835,,.,,1,,84,e28,,,,104,,1,30,
10EW00624,L0197,,.,,1,,93,e13,,,,100,,2,PC,
10EW00625,L0195,,3T N,,1,,126,e12,,,,140,,2,PC,
10EW00626,H6517,,E L EYE,,1,,88,e23,,,,105,,1,30,
10EW00627,X9116,,4TEATS,,1,,90,e26,,,,107,,1,R3,
10EW00628,H5913,,2,,1,,75,e21,,,,87,,1,30,
10EW00629,H6027,,4T RED DOT,,1,,80,e21,,,,105,,1,30,
10EW00630,R8592,,E2E,,1,,65,e16,,,,84,,1,07,
10EW00631,T3140,,.,,1,,100,,,,,115,,1,02,
10EW00632,T3082,,.,,1,,83,,,,,101,,1,02,
10EW00633,X9481,,VERYHAIRY,,1,,70,e28,,,,82,,1,R3,
10EW00634,T3287,,4 H,,1,,95,,,,,110,,1,02,
10EW00635,H6381,,HAIRY,,1,,86,e25,,,,95,,1,30,
10EW00636,T3087,,HAIRY,,1,,84,,,,,,,1,02,
10EW00637,R8164,,4T ORANGE DOT,,1,,75,e15,,,,100,,1,07,
10EW00638,H6177,,1ST.H,,1,,75,e27,,,,100,,1,30,
10EW00639,R8615,,.,,1,,72,e16,,,,85,,1,07,
10EW00640,H6368,,.,,1,,78,e20,,,,93,,1,30,
10EW00641,X9210,,HAIRY,,1,,95,e27,,,,116,,1,R3,
10EW00642,X8784,,HAIRY,,1,,0,e11,,,,117,,3,S3,
10EW00643,H5926,,.,,1,,79,e25,,,,95,,1,30,
10EW00644,H5893,,.,,1,,85,e25,,,,109,,1,30,
10EW00645,L0201,,.,,1,,93,e14,,,,106,,5,PC,
10EW00646,K4664,,.,,1,,78,e18,,,,82,,1,06,
10EW00647,H6389,,.,,1,,92,e27,,,,121,,1,30,
10EW00648,T3103,,.,,1,,71,,,,,97,,1,02,
10EW00649,L0130,,NICE LAMB,,1,,105,e13,,,,96,,5,PC,
10EW00650,H6382,,3T,,1,,76,e28,,,,88,,1,30,
10EW00651,H6052,,2 4T,,1,,84,e22,,,,0,,1,30,
10EW00652,H6003,,4TEATS,,1,,83,e23,,,,114,,1,30,
10EW00653,R8212,,3T,,1,,58,e26,,,,66,,1,07,
10EW00654,H5994,,5T,,1,,83,e26,,,,102,,1,30,
10EW00655,H5944,,.,,1,,77,e24,,,,112,,1,30,
10EW00656,X9498,,.,,1,,94,e11,,,,122,,5,S3,
10EW00657,H5830,,.,,1,,82,e23,,,,110,,1,30,
10EW00658,X9095,,VERY HAIRY,,1,,74,e26,,,,92,,1,R3,
10EW00659,H5594,,4 H,,1,,95,e22,,,,115,,1,30,
10EW00660,T3083,,E R EYE,,1,,105,,,,,153,,1,02,
10EW00661,T3432,,.,,1,,111,,,,,114,,1,02,
10EW00662,T3213,,4 N,,1,,108,,,,,115,,1,02,
10EW00663,T3279,,1 H,,1,,72,,,,,,,1,02,
10EW00664,R8213,,3T,,1,,74,e17,,,,86,,1,07,
10EW00665,K4653,,.,,1,,100,e18,,,,94,,1,06,
10EW00666,H5886,,4TEATS,,1,,89,e26,,,,97,,1,30,
10EW00667,T3470,,.,,1,,113,,,,,148,,1,02,
10EW00668,K4670,,4TEATS,,1,,102,e18,,,,113,,1,06,
10EW00669,H5592,,4TEATS,,1,,80,e22,,,,100,,1,30,
10EW00670,X9491,,VERYHAIRY,,1,,83,e25,,,,94,,1,R3,
10EW00671,L0127,,.,,1,,95,e14,,,,106,,2,PC,
10EW00672,R8407,,E L EYE,,1,,85,e26,,,,94,,1,07,
10EW00673,X9036,,HAIRY,,1,,79,e26,,,,95,,1,R3,
10EW00674,H6310,,.,,1,,82,e21,,,,94,,1,30,
10EW00675,X8719,,4TEATS,,1,,108,e5,,,,136,,1,CM,
10EW00676,T3115,,.,,1,,82,,,,,100,,1,02,
10EW00677,X9192,,.,,1,,91,e25,,,,113,,1,R3,
10EW00678,R8525,,.,,1,,76,e16,,,,91,,1,07,
10EW00679,L0198,,NICE LAMB,,1,,86,e12,,,,91,,5,PC,
10EW00680,H5574,,.,,1,,70,e21,,,,79,,1,30,
10EW00681,H5836,,.,,1,,79,e25,,,,100,,1,30,
10EW00682,T3243,,4TEATS,,1,,70,,,,,89,,1,02,
10EW00683,R8420,,4TEATS,,1,,80,e28,,,,86,,1,07,
10EW00684,T3457,,H N,,1,,73,,,,,,,1,02,
10EW00685,X9103,,4TVERYHAIRY,,1,,73,e26,,,,85,,1,R3,
10EW00686,R8425,,3T NICE,,1,,79,e16,,,,93,,1,07,
10EW00687,X9162,,.,,1,,77,e4,,,,100,,9,BL,
10EW00688,H6477,,.,,1,,84,e21,,,,103,,1,30,
10EW00689,H5582,,.,,1,,89,e22,,,,95,,1,30,
10EW00690,H5946,,4T ORANGE DOT,,1,,74,e21,,,,95,,1,30,
10EW00691,L0126,,4TEATS,,1,,97,e13,,,,98,,5,PC,
10EW00692,T3255,,.,,1,,75,,,,,91,,1,02,
10EW00693,H5879,,.,,1,,78,e20,,,,94,,1,30,
10EW00694,H5988,,.,,1,,63,e24,,,,88,,1,30,
10EW00695,R8236,,SLELEYE REDDO,,1,,66,e19,,,,82,,1,07,
10EW00696,R8589,,HAIRY,,1,,83,e25,,,,98,,1,07,
10EW00697,X8946,,HAIRY,,1,,89,e26,,,,107,,1,R3,
10EW00698,R8457,,4TEATS,,1,,70,e17,,,,83,,1,07,
10EW00699,X8925,,3T H,,1,,90,e28,,,,100,,1,R3,
10EW00700,H5917,,4TEATS,,1,,84,e23,,,,102,,1,30,
10EW00701,R8483,,Missed weight,,1,,90,e19,,,,105,,1,07,
10EW00702,T3297,,Open cull,,1,,96,,,,,,,1,02,
10EW00703,R8575,,E2E,,1,,80,e28,,,,101,,1,07,
10EW00704,X9461,,VERYHAIRYBLKS,,1,,71,e26,,,,93,,1,R3,
10EW00705,R8578,,3T E2E,,1,,71,e25,,,,81,,1,07,
10EW00706,X9193,,4TVERYHAIRY,,1,,83,e28,,,,91,,1,R3,
10EW00707,H5793,,RED DOT,,1,,93,e23,,,,118,,1,30,
10EW00708,T3251,,4TEATS,,1,,83,,,,,94,,1,02,
10EW00709,R8518,,.,,1,,76,e25,,,,94,,1,07,
10EW00710,L0152,,.,,1,,106,e12,,,,115,,5,PC,
10EW00711,T3242,,Open cull,,1,,85,,,,,,,1,02,
10EW00712,H6468,,1ST,,1,,63,e23,,,,76,,1,30,
10EW00713,R8464,,4TEATS,,1,,75,e28,,,,98,,1,07,
10EW00714,X9480,,VERYHAIRY,,1,,73,e27,,,,89,,1,R3,
10EW00715,H6028,,4TEATS,,1,,79,e22,,,,106,,1,30,
10EW00716,T3079,,.,,1,,81,,,,,91,,1,02,
10EW00717,H5634,,4TEATS,,1,,83,e22,,,,99,,1,30,
10EW00718,H5622,,.,,1,,75,e26,,,,94,,1,30,
10EW00719,H5958,,1 4T,,1,,78,e26,,,,90,,1,30,
10EW00720,R8529,,E1E,,1,,75,e26,,,,84,,3,07,
10EW00721,L0164,,4T NICE LAMB,,1,,96,e13,,,,115,,2,PC,
10EW00722,H5981,,2,,1,,69,e23,,,,82,,1,30,
10EW00723,X8906,,4TEATS,,1,,90,e7,,,,117,,5,SC,
10EW00724,X9521,,.,,1,,64,e25,,,,90,,8,R3,
10EW00725,R8490,,.,,1,,97,e27,,,,110,,1,07,
10EW00726,T3203,,E1E,,1,,81,,,,,88,,1,02,
10EW00727,X9416,,4TVERYHAIRY,,1,,71,e25,,,,85,,1,R3,
10EW00728,T3451,,NICE LAMB,,1,,106,,,,,123,,1,02,
10EW00729,R8459,,3T E2E,,1,,73,e25,,,,88,,1,07,
10EW00730,X9460,,HAIRYBLKSPOTB,,1,,92,e26,,,,114,,1,R3,
10EW00731,H5987,,.,,1,,84,e21,,,,103,,1,30,
10EW00732,H5652,,HAIRY,,1,,109,e25,,,,122,,1,30,
10EW00733,H6369,,HAIRY,,1,,101,e26,,,,125,,1,30,
10EW00734,X9472,,VERYHAIRY,,1,,67,e28,,,,88,,1,R3,
10EW00735,K4649,,4TEATS,,1,,95,e18,,,,99,,1,06,
10EW00736,X9157,,VERY HAIRY,,1,,76,e27,,,,101,,1,R3,
10EW00737,R8070,,.,,1,,66,e17,,,,80,,1,07,
10EW00738,H5856,,RED DOT,,1,,85,e24,,,,116,,1,30,
10EW00739,X9525,,.,,1,,67,e28,,,,85,,1,R3,
10EW00740,H6364,,4T RED DOT,,1,,68,e24,,,,89,,1,30,
10EW00741,R8410,,4TEATS,,1,,65,e16,,,,84,,1,07,
10EW00742,X9163,,WRY NECK,,1,,75,e27,,,,91,,1,R3,
10EW00743,X9061,,HAIRY,,1,,103,e28,,,,112,,1,R3,
10EW00744,R8189,,3T NICE LAMB,,1,,54,e28,,,,74,,1,07,
10EW00745,X9501,,HAIRY,,1,,63,e25,,,,75,,1,R3,
10EW00746,R8234,,4T H,,1,,75,e17,,,,92,,1,07,
10EW00747,R8428,,.,,1,,64,e28,,,,69,,1,07,
10EW00748,R8396,,ORANGE DOT,,1,,82,e19,,,,99,,1,07,
10EW00749,H5872,,4TEATS RED DO,,1,,81,e23,,,,91,,1,30,
10EW00750,H6016,,.,,1,,68,e26,,,,84,,1,30,
10EW00751,R8284,,.,,1,,62,e25,,,,77,,1,07,
10EW00752,R8186,,.,,1,,80,e28,,,,89,,1,07,
10EW00753,X9031,,E1E,,1,,77,e26,,,,98,,1,R3,
10EW00754,X9415,,4TVERYHAIRYAP,,1,,75,e26,,,,95,,8,R3,
10EW00755,R8056,,.,,1,,86,e25,,,,100,,1,07,
10EW00756,R8625,,E L EYE,,1,,53,e17,,,,68,,1,07,
10EW00757,X9446,,.,,1,,85,e6,,,,100,,5,CS,
10EW00758,X9445,,3T,,1,,81,e7,,,,87,,5,CS,
10EW00759,X8835,,.,,1,,116,e7,,,,128,,5,CS,
10EW00760,X8812,,.,,1,,102,e18,,,,104,,5,TS,
10EW00761,X8899,,NICE LAMB,,1,,94,e18,,,,95,,3,TS,
10EW00762,X8891,,NICE LAMB,,1,,98,e6,,,,101,,5,CS,
10EW00763,X8541,,.,,1,,92,e9,,,,102,,6,97,
10EW00764,L0143,,.,,1,,105,e14,,,,115,,5,PC,
10EW00765,X8695,,SL WEAK,,1,,82,e9,,,,97,,6,97,
10EW00766,X8997,,.,,1,,102,e10,,,,118,,6,97,
10EW00767,X8715,,.,,1,,114,e7,,,,120,,5,CS,
10EW00768,X8538,,.,,1,,108,e10,,,,118,,6,97,
10EW00769,X8892,,NICE LAMB,,1,,101,e7,,,,104,,5,CS,
10EW00770,X8839,,E1E,,1,,114,e9,,,,128,,6,97,
10EW00771,X8893,,NICE LAMB,,1,,121,e6,,,,144,,5,CS,
10EW00772,X8534,,.,,1,,100,e9,,,,113,,6,97,
10EW00773,X8898,,E2E,,1,,91,e18,,,,100,,8,TS,
10EW00774,X9171,,3T,,1,,110,e6,,,,121,,5,CS,
10EW00775,L0142,,WAS X8831,,1,,107,e12,,,,106,,5,PC,
10EW00776,X8676,,4TEATS,,1,,101,e7,,,,126,,5,CS,
10EW00777,X8791,,4.E,,1,,124,e9,,,,125,,6,97,
10EW00778,X8557,,.,,1,,136,e10,,,,141,,6,97,
10EW00779,X8913,,4 N,,1,,135,e10,,,,133,,6,97,
10EW00780,X8594,,E2E,,1,,109,e7,,,,127,,5,CS,
10EW00781,X8919,,.,,1,,103,e10,,,,107,,6,97,
10EW00782,X8934,,.,,1,,104,e8,,,,118,,5,TS,
