UID,ETAG,LINE,RMK,IDX,PD,BRDGTRT,CUWT,BPEN,BRAND,OCT18,DEC14,IDZ65,DATEOUT,HGRP,MARKED,PREG,SETRT,RETRT,CLR,STM
05EW00240,K3306,68,4TEATS,105,1,Usda,114,e14,Purple,107,129,0,2005-12-14,,,0,,,1,06
05EW00241,K3302,68,"4TEATS, URI",98,1,Usda,93,e11,Purple,98,127,0,2005-12-14,,,1,,,1,06
05EW00242,K3309,68,4TEATS,86,1,Usda,83,e11,Purple,91,106,0,2005-12-14,,,0,,,1,06
05EW00243,K3335,68,,107,1,Usda,122,03K,Purple,132,137,0,2005-12-15,,,0,,,1,06
05EW00244,K3336,68,ENTROPION,98,1,Usda,99,e13,Purple,111,125,0,2005-12-14,,,1,,,1,06
05EW00245,K3338,68,,103,1,Usda,110,e13,Purple,112,141,0,2005-12-14,,,1,,,1,06
05EW00246,K3339,68,,105,1,Usda,98,e12,Purple,100,102,0,2005-12-14,,,0,,,1,06
05EW00247,K3337,68,ENTROPION,101,1,Usda,108,e14,Purple,111,129,0,2005-12-14,,,1,,,1,06
05EW00248,K3341,68,,107,1,Usda,105,e13,Purple,111,135,0,2005-12-14,,,1,,,1,06
05EW00249,K3343,68,,95,1,Usda,100,e11,Purple,102,127,0,2005-12-14,,,0,,,1,06
05EW00250,K3342,68,4TEATS,97,1,Usda,105,e14,Purple,110,134,0,2005-12-14,,,1,,,1,06
05EW00251,K3348,68,4TEATS,118,1,Usda,122,04K,Purple,124,130,0,2005-12-15,,,1,,,1,06
05EW00252,K3347,68,,107,1,Usda,122,01K,Purple,120,123,0,2005-12-15,,,1,,,1,06
05EW00253,K3350,68,"SCOURS, PNEU.",91,1,Usda,98,e14,Purple,96,125,0,2005-12-14,,,0,,,1,06
05EW00254,K3353,68,4TEATS,98,1,Usda,102,e11,Purple,90,111,0,2005-12-14,,,0,,,1,06
05EW00255,K3352,68,4TEATS,95,1,Usda,96,e11,Purple,87,105,0,2005-12-14,,,1,,,1,06
05EW00256,K3357,68,HAIRY,96,1,Usda,101,e11,Purple,104,126,0,2005-12-14,,,1,,,1,06
05EW00257,K3361,68,ENTROPION,104,1,Usda,108,e14,Purple,107,129,0,2005-12-14,,,1,,,1,06
05EW00258,K3363,68,4TEATS,101,1,Usda,99,e11,Purple,96,118,0,2005-12-14,,,1,,,1,06
05EW00259,K3362,68,4TEATS,111,1,Usda,115,e11,Purple,115,132,0,2005-12-14,,,1,,,1,06
05EW00260,K3368,68,4TEATS,117,1,Usda,127,03K,Purple,128,129,0,2005-12-15,,,1,,,1,06
05EW00261,K3321,68,ENTROPION,101,1,Usda,108,e13,Purple,113,128,0,2005-12-14,,,1,,,1,06
05EW00262,K3325,68,,118,1,Usda,129,02K,Purple,127,132,0,2005-12-15,,,1,,,1,06
05EW00263,K3326,68,,100,1,Usda,117,e14,Purple,114,139,0,2005-12-14,,,0,,,1,06
05EW00264,K3322,68,,93,1,Usda,90,e13,Purple,82,107,0,2005-12-14,,,1,,,1,06
05EW00265,K3328,68,,101,1,Usda,101,e13,Purple,103,128,0,2005-12-14,,,1,,,1,06
05EW00266,K3381,68,,106,1,Usda,113,e12,Purple,116,141,0,2005-12-14,,,1,,,1,06
05EW00267,K3383,68,ENTROPION,106,1,Usda,122,03K,Purple,121,120,0,2005-12-15,,,1,,,1,06
05EW00268,K3384,68,SCOURS,92,1,Usda,101,e12,Purple,114,125,0,2005-12-14,,,1,,,1,06
05EW00269,K3385,68,ENTROPION,102,1,Usda,114,e14,Purple,124,143,0,2005-12-14,,,1,,,1,06
05EW00270,K3387,68,,100,1,Usda,105,e12,Purple,110,128,0,2005-12-14,,,0,,,1,06
05EW00271,K3390,68,4TEATS,104,1,Usda,103,e12,Purple,100,119,0,2005-12-14,,,1,,,1,06
05EW00272,K3393,68,,101,1,Usda,108,e12,Purple,110,140,0,2005-12-14,,,1,,,1,06
05EW00273,K3394,68,,103,1,Usda,104,e13,Purple,116,141,0,2005-12-14,,,1,,,1,06
05EW00274,K3392,68,,95,1,Usda,96,e12,Purple,102,119,0,2005-12-14,,,1,,,1,06
05EW00275,K3398,68,,95,1,Usda,99,e14,Purple,100,116,0,2005-12-14,,,1,,,1,06
05EW00276,K3397,68,4TEATS,96,1,Usda,108,e13,Purple,118,133,0,2005-12-14,,,1,,,1,06
05EW00277,K3373,68,,123,1,Usda,135,01K,Purple,139,140,0,2005-12-15,,,1,,,1,06
05EW00278,K3374,68,,122,1,Usda,133,04K,Purple,135,136,0,2005-12-15,,,1,,,1,06
05EW00279,K3414,68,ENTROPION,119,1,Usda,133,03K,Purple,143,145,0,2005-12-15,,,1,,,1,06
05EW00280,K3416,68,NICE,108,1,Usda,121,04K,Purple,116,114,0,2005-12-15,,,1,,,1,06
05EW00281,K3401,68,,106,1,Usda,105,e14,Purple,93,119,0,2005-12-14,,,1,,,1,06
05EW00282,K3400,68,,116,1,Usda,115,e11,Purple,108,135,0,2005-12-14,,,0,,,1,06
05EW00283,K3405,68,4TEATS,100,1,Usda,107,e13,Purple,113,133,0,2005-12-14,,,0,,,1,06
05EW00284,K3431,68,SCOURS,98,1,Usda,96,e11,Purple,84,102,0,2005-12-14,,,0,,,1,06
05EW00285,K3432,68,,98,1,Usda,92,e11,Purple,85,105,0,2005-12-14,,,1,,,1,06
05EW00286,K3438,68,4TEATS,100,1,Usda,107,e14,Purple,110,139,0,2005-12-14,,,1,,,1,06
05EW00287,K3441,68,4TEATS,94,1,Usda,103,e14,Purple,111,136,0,2005-12-14,,,1,,,1,06
05EW00288,K3446,68,,111,1,Usda,113,e13,Purple,106,129,0,2005-12-14,,,1,,,1,06
05EW00289,K3452,68,,102,1,Usda,110,e11,Purple,116,140,0,2005-12-14,,,1,,,1,06
05EW00290,K3457,68,WEAK LAMB,118,1,Usda,122,02K,Purple,123,128,0,2005-12-15,,,1,,,1,06
05EW00291,K3463,68,F2,107,1,Usda,111,e11,Purple,114,134,0,2005-12-14,,,1,,,1,06
05EW00292,K3464,68,ENTROPION,98,1,Usda,89,e11,Purple,95,113,0,2005-12-14,,,0,,,1,06
05EW00293,K3466,68,,100,1,Usda,102,e11,Purple,107,136,0,2005-12-14,,,1,,,1,06
05EW00294,K3462,68,4TEATS,111,1,Usda,123,03K,Purple,120,130,0,2005-12-15,,,1,,,1,06
05EW00295,K3469,68,,99,1,Usda,110,e14,Purple,117,139,0,2005-12-14,,,1,,,1,06
05EW00296,K3420,68,,101,1,Usda,111,e12,Purple,111,134,0,2005-12-14,,,0,,,1,06
05EW00297,K3427,68,4TEATS,91,1,Usda,100,e12,Purple,106,129,0,2005-12-14,,,1,,,1,06
05EW00298,K3481,68,ENTROPION,101,1,Usda,106,e13,Purple,117,128,0,2005-12-14,,,1,,,1,06
05EW00299,K3485,68,,114,1,Usda,110,e13,Purple,123,148,0,2005-12-14,,,1,,,1,06
05EW00300,K3486,68,4TEATS,109,1,Usda,108,e12,Purple,113,126,0,2005-12-14,,,1,,,1,06
05EW00301,K3482,68,,95,1,Usda,100,e12,Purple,107,123,0,2005-12-14,,,1,,,1,06
05EW00302,K3487,68,,98,1,Usda,107,e14,Purple,112,124,0,2005-12-14,,,0,,,1,06
05EW00303,K3493,68,NICE LAMB,105,1,Usda,118,e14,Purple,119,141,0,2005-12-14,,,1,,,1,06
05EW00304,K3494,68,ENTROPION,93,1,Usda,94,e14,Purple,104,128,0,2005-12-14,,,1,,,1,06
05EW00305,K3499,68,,113,1,Usda,122,01K,Purple,122,122,0,2005-12-15,,,0,,,1,06
05EW00306,K3479,68,,107,1,Usda,113,e12,Purple,119,140,0,2005-12-14,,,1,,,1,06
05EW00307,K3513,68,4TEATS,102,1,Usda,114,e12,Purple,117,139,0,2005-12-14,,,1,,,1,06
05EW00308,K3514,68,4TEATS,104,1,Usda,97,e12,Purple,103,122,0,2005-12-14,,,1,,,1,06
05EW00309,K3512,68,NICE LAMB,109,1,Usda,106,e14,Purple,94,112,0,2005-12-14,,,0,,,1,06
05EW00310,K3503,68,,110,1,Usda,113,e13,Purple,114,141,0,2005-12-14,,,1,,,1,06
05EW00311,K3505,68,,123,1,Usda,129,01K,Purple,129,140,0,2005-12-15,,,1,,,1,06
05EW00312,K3508,68,,112,1,Usda,101,e13,Purple,114,134,0,2005-12-14,,,1,,,1,06
05EW00313,K3509,68,4TEATS,100,1,Usda,99,e12,Purple,105,138,0,2005-12-14,,,0,,,1,06
05EW00314,K3538,68,,110,1,Usda,114,e13,Purple,113,133,0,2005-12-14,,,1,,,1,06
05EW00315,K3544,68,,101,1,Usda,107,e13,Purple,111,128,0,2005-12-14,,,1,,,1,06
05EW00316,K3546,68,,101,1,Usda,95,e11,Purple,98,117,0,2005-12-14,,,1,,,1,06
05EW00317,K3551,68,,124,1,Usda,122,04K,Purple,125,127,0,2005-12-15,,,1,,,1,06
05EW00318,K3550,68,ENTROPION,95,1,Usda,99,e14,Purple,105,121,0,2005-12-14,,,1,,,1,06
05EW00319,K3554,68,NICE LAMB,123,1,Usda,115,e12,Purple,126,150,0,2005-12-14,,,1,,,1,06
05EW00320,K3558,68,4TEATS,115,1,Usda,104,e14,Purple,107,133,0,2005-12-14,,,1,,,1,06
05EW00321,K3564,68,4TEATS,103,1,Usda,107,e14,Purple,100,127,0,2005-12-14,,,1,,,1,06
05EW00322,K3566,68,4TEATS,99,1,Usda,99,e14,Purple,95,114,0,2005-12-14,,,0,,,1,06
05EW00323,K3562,68,,97,1,Usda,99,e13,Purple,103,120,0,2005-12-14,,,1,,,1,06
05EW00324,K3523,68,,99,1,Usda,100,e11,Purple,107,126,0,2005-12-14,,,0,,,1,06
05EW00325,K3522,68,,129,1,Usda,125,01K,Purple,125,130,0,2005-12-15,,,1,,,1,06
05EW00326,K3528,68,,110,1,Usda,107,e13,Purple,110,140,0,2005-12-14,,,1,,,1,06
05EW00327,K3527,68,,104,1,Usda,102,e11,Purple,89,114,0,2005-12-14,,,1,,,1,06
05EW00328,K3580,68,,112,1,Usda,104,e12,Purple,111,133,0,2005-12-14,,,1,,,1,06
05EW00329,K3231,68,,107,1,Usda,113,e14,Purple,122,142,0,2005-12-14,,,1,,,1,06
05EW00330,K3238,68,,92,1,Usda,105,e12,Purple,109,132,0,2005-12-14,,,1,,,1,06
05EW00331,K3239,68,4TEATS,93,1,Usda,103,e13,Purple,110,130,0,2005-12-14,,,1,,,1,06
05EW00332,K3237,68,,111,1,Usda,122,02K,Purple,135,142,0,2005-12-15,,,1,,,1,06
05EW00333,K3240,68,GAUNT,97,1,Usda,112,e12,Purple,120,138,0,2005-12-14,,,1,,,1,06
05EW00334,K3244,68,PNEU.,106,1,Usda,120,e12,Purple,124,136,0,2005-12-14,,,1,,,1,06
05EW00335,K3245,68,PNEU.,107,1,Usda,118,e13,Purple,128,154,0,2005-12-14,,,1,,,1,06
05EW00336,K3246,68,,115,1,Usda,124,02K,Purple,137,143,0,2005-12-15,,,1,,,1,06
05EW00337,K3247,68,,100,1,Usda,116,e13,Purple,129,153,0,2005-12-14,,,1,,,1,06
05EW00338,K3256,68,4TEATS,93,1,Usda,97,e14,Purple,94,112,0,2005-12-14,,,1,,,1,06
05EW00339,K3258,68,,90,1,Usda,98,e12,Purple,99,124,0,2005-12-14,,,1,,,1,06
05EW00340,K3257,68,4TEATS,102,1,Usda,110,e12,Purple,119,142,0,2005-12-14,,,1,,,1,06
05EW00341,K3263,68,4TEATS,108,1,Usda,135,02K,Purple,135,142,0,2005-12-15,,,1,,,1,06
05EW00342,K3264,68,,88,1,Usda,102,e13,Purple,114,129,0,2005-12-14,,,1,,,1,06
05EW00343,K3228,68,4TEATS,109,1,Usda,129,04K,Purple,136,140,0,2005-12-15,,,1,,,1,06
05EW00344,K3280,68,4TEATS,92,1,Usda,83,e11,Purple,94,118,0,2005-12-14,,,1,,,1,06
05EW00345,K3283,68,ENTROPION,88,1,Usda,93,e11,Purple,90,102,0,2005-12-14,,,0,,,1,06
05EW00346,K3285,68,,98,1,Usda,114,e11,Purple,126,161,0,2005-12-14,,,0,,,1,06
05EW00347,K3286,68,4TEATS,86,1,Usda,96,e13,Purple,98,120,0,2005-12-14,,,0,,,1,06
05EW00348,K3289,68,"ENTR,4TEATS",97,1,Usda,93,e12,Purple,94,116,0,2005-12-14,,,1,,,1,06
05EW00349,K3292,68,4TEATS,104,1,Usda,106,e11,Purple,115,138,0,2005-12-14,,,1,,,1,06
05EW00350,R5311,00,,105,1,N.D.,112,N.6,Purple,116,133,6341,2005-12-02,1,Y,2,,,1,01
05EW00351,R5313,00,NICE LAMB,91,1,N.D.,102,N.8,Blue,104,117,0,2005-12-09,2,Y,0,,,1,01
05EW00352,R5314,00,,88,1,N.D.,91,N.7,Purple,95,109,0,2005-12-14,1,N,1,,,1,01
05EW00353,R5315,00,HAIRY,95,1,N.D.,104,N.1,Blue,100,131,0,2005-12-14,2,N,1,,,1,01
05EW00354,R5317,00,,97,1,N.D.,105,N.2,Blue,111,128,0,2005-12-09,2,Y,0,,,1,01
05EW00355,R5310,00,,91,1,N.D.,97,N.5,Purple,97,109,6345,2005-12-02,1,Y,2,,,1,01
05EW00356,R5343,00,,92,1,N.D.,102,N.2,Purple,97,116,6323,2005-12-02,1,Y,1,,,1,01
05EW00357,R5344,00,,94,1,N.D.,101,N.3,Purple,108,134,0,2005-12-14,1,N,1,,,1,01
05EW00358,R5345,00,4TEATS,89,1,N.D.,90,N.4,Purple,100,111,6324,2005-12-02,1,Y,1,,,1,01
05EW00359,R5349,18,,104,1,N.D.,101,N.5,Purple,103,126,6320,2005-12-02,1,Y,2,,,1,07
05EW00360,R5347,00,4TEATS,86,1,N.D.,91,N.6,Blue,85,110,0,2005-12-14,2,N,1,,,1,01
05EW00361,R5340,00,,94,1,N.D.,107,N.5,Blue,105,108,6349,2005-12-09,2,Y,2,,,1,01
05EW00362,R5354,18,,104,1,N.D.,102,N.6,Purple,112,131,6364,2005-12-02,1,Y,2,,,1,07
05EW00363,R5355,00,,93,1,N.D.,108,N.7,Purple,111,125,0,2005-12-14,1,N,0,,,1,01
05EW00364,R5363,48,R-TAG T-LAMB,96,1,Tay.,100,e43,Blue,102,119,0,2005-11-28,4,Y,1,C,R,1,02
05EW00365,R5321,00,,104,1,N.D.,116,N.3,Blue,110,124,6322,2005-12-09,2,Y,2,,,1,01
05EW00366,R5324,18,SCOURS,94,1,N.D.,96,N.4,Blue,96,121,6368,2005-12-09,2,Y,1,,,1,07
05EW00367,R5325,18,SCOURS,91,1,N.D.,88,N.8,Purple,93,109,6342,2005-12-02,1,Y,1,,,1,07
05EW00368,R5327,00,,92,1,N.D.,95,N.1,Purple,99,115,0,2005-12-02,1,Y,0,,,1,01
05EW00369,R5386,00,WRINKLES,109,1,N.D.,115,N.3,Purple,118,141,0,2005-12-14,1,N,1,,,1,01
05EW00370,R5388,18,,99,1,Usda,85,e21,Purple,90,104,0,2005-12-14,,,0,,,1,07
05EW00371,R5389,18,,101,1,N.D.,93,N.4,Purple,87,110,0,2005-12-14,1,N,0,,,1,07
05EW00372,R5390,18,,98,1,Usda,84,e21,Purple,88,112,0,2005-12-14,,,1,,,1,07
05EW00373,R5393,18,,99,1,N.D.,101,N.8,Blue,106,118,0,2005-12-09,2,Y,0,,,1,07
05EW00374,R5395,18,ENTROPION,107,1,N.D.,98,N.5,Purple,105,126,6373,2005-12-02,1,Y,1,,,1,07
05EW00375,R5396,18,HAIRY,94,1,N.D.,85,N.2,Blue,78,91,0,2005-12-09,2,Y,0,,,1,07
05EW00376,R5373,00,,104,1,N.D.,120,N.7,Blue,133,162,0,2005-12-14,2,N,1,,,1,01
05EW00377,R5376,00,,99,1,N.D.,104,N.8,Purple,102,123,6319,2005-12-02,1,Y,1,,,1,01
05EW00378,R5378,18,,100,1,N.D.,96,N.2,Purple,106,123,6374,2005-12-02,1,Y,2,,,1,07
05EW00379,R5377,00,NICE LAMB,107,1,N.D.,117,N.1,Purple,126,146,0,2005-12-02,1,Y,0,,,1,01
05EW00380,R5418,18,,122,1,Usda,126,e22,Purple,122,137,0,2005-12-14,,,1,,,1,07
05EW00381,R5419,18,,100,1,Usda,79,e22,Purple,92,112,0,2005-12-14,,,1,,,1,07
05EW00382,R5401,18,,103,1,N.D.,88,N.1,Blue,93,101,0,2005-12-09,2,Y,0,,,1,07
05EW00383,R5404,18,,106,1,N.D.,100,N.6,Purple,101,111,0,2005-12-02,1,Y,0,,,1,07
05EW00384,R5402,18,,103,1,N.D.,85,N.3,Blue,88,105,0,2005-12-09,2,Y,0,,,1,07
05EW00385,R5408,18,,94,1,N.D.,87,N.7,Purple,92,115,0,2005-12-14,1,N,0,,,1,07
05EW00386,R5436,00,,88,1,N.D.,95,N.4,Blue,96,114,0,2005-12-14,2,N,1,,,1,01
05EW00387,R5453,18,HAIRY,97,1,N.D.,92,N.8,Purple,90,111,6369,2005-12-02,1,Y,2,,,1,07
05EW00388,R5454,18,4TEATS,100,1,N.D.,88,N.5,Blue,82,89,6325,2005-12-09,2,Y,1,,,1,07
05EW00389,R5464,18,,110,1,N.D.,100,N.6,Blue,91,108,6344,2005-12-09,2,Y,1,,,1,07
05EW00390,R5465,18,SCOURS,100,1,Usda,80,e22,Purple,93,119,0,2005-12-14,,,0,,,1,07
05EW00391,R5466,18,ND,90,1,N.D.,84,N.7,Blue,86,110,0,2005-12-14,2,N,1,,,1,07
05EW00392,R5420,18,,100,1,Usda,74,e22,Purple,79,103,0,2005-12-14,,,1,,,1,07
05EW00393,R5422,18,,114,1,Usda,98,e21,Purple,94,118,0,2005-12-14,,,1,,,1,07
05EW00394,R5481,18,4TEATS,99,1,N.D.,89,N.4,Purple,88,110,6335,2005-12-02,1,Y,2,,,1,07
05EW00395,R5480,18,,110,1,N.D.,104,N.3,Purple,103,121,0,2005-12-14,1,N,0,,,1,07
05EW00396,R5486,18,NICE LAMB,100,1,N.D.,100,N.2,Blue,91,115,6346,2005-12-09,2,Y,2,,,1,07
05EW00397,R5496,18,,108,1,N.D.,104,N.3,Blue,106,127,0,2005-12-14,2,N,1,,,1,07
05EW00398,R5498,18,4TEATS,104,1,N.D.,93,N.5,Purple,90,112,6386,2005-12-02,1,Y,2,,,1,07
05EW00399,R5499,18,,110,1,Usda,105,e22,Purple,106,136,0,2005-12-14,,,1,,,1,07
05EW00400,R5497,18,,107,1,N.D.,97,N.4,Blue,94,111,0,2005-12-09,2,Y,0,,,1,07
05EW00401,R5471,18,,109,1,N.D.,104,N.8,Blue,94,114,6383,2005-12-09,2,Y,1,,,1,07
05EW00402,R5473,18,,99,1,N.D.,92,N.2,Purple,97,119,6366,2005-12-02,1,Y,2,,,1,07
05EW00403,R5472,18,,96,1,N.D.,90,N.1,Purple,85,97,6370,2005-12-02,1,Y,1,,,1,07
05EW00404,R5479,18,,95,1,N.D.,91,N.1,Blue,93,110,6353,2005-12-09,2,Y,2,,,1,07
05EW00405,R5511,18,ENTROPION,103,1,Usda,76,e22,Purple,84,92,0,2005-12-14,,,1,,,1,07
05EW00406,R5514,00,,92,1,N.D.,103,N.7,Blue,97,107,6367,2005-12-09,2,Y,1,,,1,01
05EW00407,R5515,18,,101,1,N.D.,91,N.8,Purple,86,99,6382,2005-12-02,1,Y,1,,,1,07
05EW00408,R5512,18,ENTROPION,106,1,N.D.,85,N.6,Blue,84,101,6348,2005-12-09,2,Y,1,,,1,07
05EW00409,R5517,18,,101,1,N.D.,90,N.8,Blue,87,101,6396,2005-12-09,2,Y,1,,,1,07
05EW00410,R5501,00,,106,1,N.D.,109,N.6,Purple,110,120,6381,2005-12-02,1,Y,2,,,1,01
05EW00411,R5504,00,,93,1,N.D.,96,N.5,Blue,96,118,6385,2005-12-09,2,Y,1,,,1,01
05EW00412,R5507,18,,95,1,N.D.,89,N.7,Purple,95,109,6316,2005-12-02,1,Y,2,,,1,07
05EW00413,R5533,18,4TEATS,100,1,Usda,81,e22,Purple,86,104,0,2005-12-14,,,1,,,1,07
05EW00414,R5535,18,,95,1,N.D.,86,N.3,Purple,74,95,0,2005-12-14,1,N,1,,,1,07
05EW00415,R5532,18,4TEATS,119,1,Usda,105,e21,Purple,110,133,0,2005-12-14,,,1,,,1,07
05EW00416,R5537,18,,100,1,Usda,80,e21,Purple,87,107,0,2005-12-14,,,0,,,1,07
05EW00417,R5541,18,NICE LAMB,115,1,Usda,108,e22,Purple,113,140,0,2005-12-14,,,1,,,1,07
05EW00418,R5542,18,,101,1,N.D.,97,N.2,Blue,91,119,6360,2005-12-09,2,Y,1,,,1,07
05EW00419,R5549,18,,105,1,N.D.,103,N.4,Purple,101,128,0,2005-12-14,1,N,1,,,1,07
05EW00420,R5550,18,,95,1,N.D.,90,N.3,Blue,93,117,6356,2005-12-09,2,Y,2,,,1,07
05EW00421,R5566,18,,107,1,N.D.,98,N.5,Purple,85,113,0,2005-12-02,1,Y,0,,,1,07
05EW00422,R5568,18,,97,1,N.D.,89,N.6,Purple,79,103,0,2005-12-14,1,N,0,,,1,07
05EW00423,R5569,18,,107,1,N.D.,98,N.7,Purple,99,112,6347,2005-12-02,1,Y,1,,,1,07
05EW00424,R5567,18,,110,1,N.D.,98,N.4,Blue,98,117,0,2005-12-09,2,Y,0,,,1,07
05EW00425,R5525,18,,101,1,N.D.,90,N.1,Purple,95,116,6337,2005-12-02,1,Y,2,,,1,07
05EW00426,R5526,18,,102,1,Usda,81,e21,Purple,94,127,0,2005-12-14,,,0,,,1,07
05EW00427,R5522,00,ENTROPION,102,1,N.D.,109,N.1,Blue,106,119,6380,2005-12-09,2,Y,2,,,1,01
05EW00428,R5529,18,4TEATS,102,1,N.D.,94,N.2,Purple,103,121,0,2005-12-02,1,Y,0,,,1,07
05EW00429,R5527,18,,111,1,Usda,102,e21,Purple,103,115,0,2005-12-14,,,1,,,1,07
05EW00430,R5581,18,,111,1,Usda,108,e21,Purple,110,137,0,2005-12-14,,,1,,,1,07
05EW00431,R5583,18,,115,1,Usda,102,e22,Purple,105,128,0,2005-12-14,,,1,,,1,07
05EW00432,R5590,18,,103,1,Usda,97,e21,Purple,94,110,0,2005-12-14,,,1,,,1,07
05EW00433,R5595,18,,94,1,N.D.,91,N.5,Blue,89,109,0,2005-12-09,2,Y,0,,,1,07
05EW00434,R5570,18,,110,1,Usda,109,e22,Purple,107,130,0,2005-12-14,,,0,,,1,07
05EW00435,R5579,18,,101,1,N.D.,86,N.8,Purple,90,110,6332,2005-12-02,1,Y,1,,,1,07
05EW00436,R5611,18,ENTROPION,109,1,N.D.,103,N.2,Purple,116,144,6339,2005-12-02,1,Y,1,,,1,07
05EW00437,R5616,18,,93,1,N.D.,85,N.3,Purple,86,107,0,2005-12-14,1,N,0,,,1,07
05EW00438,R5619,00,,103,1,N.D.,108,N.8,Blue,112,136,0,2005-12-14,2,N,0,,,1,01
05EW00439,R5600,18,,100,1,N.D.,96,N.1,Purple,89,113,6317,2005-12-02,1,Y,2,,,1,07
05EW00440,R5606,18,HAIRY,91,1,N.D.,87,N.7,Blue,88,110,6391,2005-12-09,2,Y,1,,,1,07
05EW00441,R5602,18,"X, ABS.THROAT",95,1,N.D.,88,N.6,Blue,89,110,6252,2005-12-14,2,N,X,,,1,07
05EW00442,R5634,18,,99,1,N.D.,93,N.1,Blue,90,111,0,2005-12-14,2,N,0,,,1,07
05EW00443,R5635,18,Pessary Stuck,105,1,N.D.,96,N.4,Purple,86,0,0,,1,N,X,,,1,07
05EW00444,R5636,18,,99,1,N.D.,92,N.2,Blue,97,103,6372,2005-12-09,2,Y,1,,,1,07
05EW00445,R5638,18,,103,1,N.D.,90,N.5,Purple,94,121,6329,2005-12-02,1,Y,2,,,1,07
05EW00446,R5640,18,4TEATS,103,1,N.D.,88,N.3,Blue,92,111,6394,2005-12-09,2,Y,2,,,1,07
05EW00447,R5646,18,ENTROPION,103,1,N.D.,94,N.4,Blue,96,124,0,2005-12-14,2,N,1,,,1,07
05EW00448,R5656,18,,106,1,Usda,105,e22,Purple,105,127,0,2005-12-14,,,1,,,1,07
05EW00449,R5658,18,,115,1,Usda,107,e21,Purple,101,123,0,2005-12-14,,,1,,,1,07
05EW00450,R5660,18,NICE LAMB,114,1,Usda,108,e21,Purple,112,132,0,2005-12-14,,,1,,,1,07
05EW00451,R5664,18,,106,1,Usda,87,e21,Purple,92,122,0,2005-12-14,,,1,,,1,07
05EW00452,R5662,18,,101,1,N.D.,100,N.5,Blue,96,119,6350,2005-12-09,2,Y,2,,,1,07
05EW00453,R5669,00,,90,1,N.D.,92,N.6,Purple,83,103,6343,2005-12-02,1,Y,1,,,1,01
05EW00454,R5689,18,,106,1,Usda,89,e21,Purple,85,101,0,2005-12-14,,,1,,,1,07
05EW00455,R5695,18,NICE LAMB,116,1,Usda,101,e22,Purple,106,129,0,2005-12-14,,,1,,,1,07
05EW00456,R5670,18,,96,1,Usda,77,e21,Purple,90,99,0,2005-12-14,,,1,,,1,07
05EW00457,R5674,18,,104,1,Usda,84,e22,Purple,88,108,0,2005-12-14,,,1,,,1,07
05EW00458,R5677,18,,113,1,Usda,98,e21,Purple,102,120,0,2005-12-14,,,1,,,1,07
05EW00459,R5231,00,HAIRY,92,1,N.D.,105,N.3,Purple,105,136,0,2005-12-14,1,N,0,,,1,01
05EW00460,R5234,00,,97,1,N.D.,105,N.2,Blue,115,128,6388,2005-12-09,2,Y,1,,,1,01
05EW00461,R5232,00,GAUNT,86,1,N.D.,106,N.4,Purple,107,136,0,2005-12-14,1,N,1,,,1,01
05EW00462,R5237,18,,95,1,N.D.,87,N.3,Blue,92,97,6377,2005-12-09,2,Y,2,,,1,07
05EW00463,R5230,00,ENTROPION,100,1,N.D.,105,N.1,Blue,109,128,0,2005-12-14,2,N,0,,,1,01
05EW00464,R5246,18,,97,1,N.D.,97,N.5,Blue,103,121,6392,2005-12-09,2,Y,1,,,1,07
05EW00465,R5248,00,,113,1,N.D.,126,N.7,Blue,132,149,0,2005-12-09,2,Y,0,,,1,01
05EW00466,R5249,00,SCOURS,111,1,N.D.,122,N.5,Purple,126,159,0,2005-12-14,1,N,0,,,1,01
05EW00467,R5247,00,,94,1,N.D.,113,N.6,Blue,118,132,0,2005-12-09,2,Y,0,,,1,01
05EW00468,R5240,00,,83,1,N.D.,93,N.4,Blue,97,108,6326,2005-12-09,2,Y,1,,,1,01
05EW00469,R5253,00,4TEATS,81,1,N.D.,91,N.8,Blue,92,108,6379,2005-12-09,2,Y,1,,,1,01
05EW00470,R5256,18,,94,1,Usda,82,e21,Purple,81,107,0,2005-12-14,,,0,,,1,07
05EW00471,R5261,00,4TEATS,92,1,N.D.,99,N.7,Purple,99,110,6375,2005-12-02,1,Y,1,,,1,01
05EW00472,R5263,00,,91,1,N.D.,98,N.1,Blue,95,108,0,2005-12-09,2,Y,0,,,1,01
05EW00473,R5268,00,,81,1,N.D.,89,N.2,Blue,95,118,0,2005-12-14,2,N,0,,,1,01
05EW00474,R5267,00,,86,1,N.D.,98,N.8,Purple,109,126,0,2005-12-02,1,Y,0,,,1,01
05EW00475,R5260,00,,86,1,N.D.,94,N.6,Purple,97,113,6321,2005-12-02,1,Y,2,,,1,01
05EW00476,R5225,00,,99,1,N.D.,112,N.1,Purple,117,142,6334,2005-12-02,1,Y,2,,,1,01
05EW00477,R5228,00,,83,1,N.D.,96,N.2,Purple,97,124,0,2005-12-02,1,Y,0,,,1,01
05EW00478,R5284,00,,93,1,N.D.,112,N.5,Blue,107,126,0,2005-12-14,2,N,0,,,1,01
05EW00479,R5289,00,,95,1,N.D.,98,N.6,Blue,100,113,6387,2005-12-09,2,Y,2,,,1,01
05EW00480,R5280,00,4TEATS,98,1,N.D.,118,N.2,Purple,124,146,6338,2005-12-02,1,Y,1,,,1,01
