UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,CUDAY,SAWT,DNA,INBRL,STUDY,TRTPEN,IDAR
21WN00598,2021703042,21,L3042,70,1,,PC,10,5,1,1,3.0,3,3,H,83,194,111,,14.3,  0,118,0.934,126,5,1,3,1,0,,OR,,Horns,L2286,70,L2025,70,,3,93,230,1,1,,,,,95,214,,,0.013,,,
21WN00599,2021703043,21,L3043,70,2,,PC,7,8,2,2,3.0,3,3,H,84,194,110,,12.0,  0,85,0.664,92,1,1,,,0,,OR,e5,.,L2256,70,L2044,70,,1,,,5,5,,,,,105,242,,,0.015,,,
21WN00600,2021703044,21,L3044,70,1,,PC,7,8,2,2,3.0,3,3,H,84,194,110,,14.4,  0,72,0.524,77,1,1,1,2+,0,,OR,,.,L2256,70,L2044,70,,3,93,230,5,4,,,,,67,214,,,0.015,,,
21WN00601,2021703045,21,L3045,70,1,,PC,5,8,2,2,5.0,5,4,H,84,194,110,,15.2,  0,106,0.825,114,5,1,2,1,0,,OR,,Scurs,L2095,70,L1857,70,,1,,,5,5,,,,,113,214,,,0.015,,,
21WN00602,2021703046,21,L3046,70,1,,PC,5,8,2,2,5.0,5,4,H,84,194,110,,13.2,  0,91,0.707,98,5,1,1,1,0,,OR,,.,L2095,70,L1857,70,,1,,,5,5,,,,,91,214,,,0.015,,,
21WN00603,2021703047,21,L3047,70,1,,PC,2,5,1,1,4.0,4,4,H,84,194,110,,16.0,  0,92,0.691,99,5,1,1,1-,0,,OR,,.,Z6515,83,Z4778,83,,3,93,230,1,1,,,,,94,214,,,0.129,,,
21WN00604,2021703049,21,L3049,70,1,,PC,12,8,2,2,3.0,3,3,H,83,194,111,,15.0,  0,84,0.622,90,5,1,1,2-,0,,OR,,.,L2341,70,L2013,70,,3,93,230,5,4,,,,,88,214,,,0.014,,,
21WN00605,2021703050,21,L3050,70,2,,PC,12,8,2,2,3.0,3,3,H,83,194,111,,11.9,  0,76,0.577,81,5,1,,,0,,OR,e1,.,L2341,70,L2013,70,,1,,,5,6,,,,,86,242,,,0.014,,,
21WN00606,2021703051,21,L3051,70,1,,PC,13,8,2,2,2.0,2,2,H,84,194,110,,12.9,  0,89,0.692,96,5,1,2,2,0,,OR,,Scurs,L2356,70,L2284,70,,1,,,5,5,,,,,97,214,,,0.006,,,
21WN00607,2021703052,21,L3052,70,1,,PC,13,8,2,2,2.0,2,2,H,84,194,110,,12.0,  0,89,0.7,96,5,1,1,3,0,,OR,,.,L2356,70,L2284,70,,1,,,5,5,,,,,97,214,,,0.006,,,
21WN00608,2021703053,21,L3053,70,1,,PC,5,8,2,2,3.0,3,3,H,84,194,110,,17.5,  0,89,0.65,96,5,4,1,1,0,,OR,,.,L2095,70,L2067,70,,3,93,230,5,5,,,,,112,214,,,0.015,,,
21WN00609,2021703054,21,L3054,70,1,,PC,5,8,2,2,3.0,3,3,H,84,194,110,,17.3,  0,96,0.715,103,5,2,1,1-,0,,OR,,PE,L2095,70,L2067,70,,1,,,5,5,,,,,90,214,,,0.015,,,
21WN00610,2021703056,21,L3056,70,2,A,PC,6,8,2,1,2.0,2,2,H,84,194,110,,14.3,  0,101,0.788,109,5,1,,,0,,OR,e2,2ND,L2232,70,L2418,70,,1,,,3,2,,,,,114,243,,,0.022,,,
21WN00611,2021703057,21,L3057,70,1,,PC,4,8,2,2,2.0,2,2,H,84,194,110,,12.6,  0,78,0.595,84,5,4,1,2,0,,OR,,LameRF,L2019,70,L2327,70,,3,93,230,5,5,,,,,80,214,,,0.017,,,
21WN00612,2021703058,21,L3058,70,2,A,PC,4,8,2,2,2.0,2,2,H,84,194,110,,11.3,  0,76,0.588,82,5,4,,,0,,OR,e3,2ND,L2019,70,L2327,70,,1,,,5,5,,,,,96,242,,,0.017,,,
21WN00613,2021703059,21,L3059,70,1,,PC,10,8,2,2,2.0,2,2,H,84,194,110,,13.8,  0,62,0.438,66,5,1,1,2,0,,OR,,.,L2286,70,L2369,70,,3,93,230,5,4,,,,,68,214,,,0.016,,,
21WN00614,2021703060,21,L3060,70,1,,PC,10,8,2,2,2.0,2,2,H,84,194,110,,10.6,  0,102,0.831,110,5,1,2,1-,0,,OR,,Scurs,L2286,70,L2369,70,,1,,,5,6,,,,,101,214,,,0.016,,,
21WN00615,2021703061,21,L3061,70,2,,PC,10,8,2,1,2.0,2,2,2,84,193,109,,12.3,  0,79,0.612,86,5,2,,,0,,OR,e4,.,L2286,70,L2253,70,,1,,,3,2,,,,,91,242,,,0.016,,,
21WN00616,2021703062,21,L3062,70,3,,PC,10,8,2,1,2.0,2,2,L,84,194,110,,14.7,  0,95,0.73,102,2,1,,,0,,OR,,T7593graft>Or,L2286,70,L2253,70,,3,93,230,3,2,,,,,96,214,,,0.016,,,
21WN00617,2021703063,21,L3063,70,3,,PC,8,5,1,1,2.0,2,2,H,84,194,110,,16.9,  0,116,0.901,125,5,1,,,0,,OR,,.,L2268,70,L2349,70,,3,93,258,1,1,,,,,133,242,,,0.005,,,
21WN00618,2021703064,21,L3064,70,2,,PC,12,5,1,1,2.0,2,2,H,84,194,110,,15.4,  0,99,0.76,107,1,1,,,0,,OR,e5,.,L2341,70,L2247,70,,1,,,1,1,,,,,118,242,,,0.017,,,
21WN00619,2021703065,21,L3065,70,2,,PC,12,9,3,1,2.0,2,2,H,84,194,110,,9.8,  0,90,0.729,97,5,1,,,0,,OR,e1,.,L2341,70,L2345,70,,1,,,7,2,,,,,114,243,,,0.015,,,
21WN00620,2021703067,21,L3067,70,1,,PC,13,8,2,2,3.0,3,3,H,85,194,109,,13.1,  0,65,0.476,70,5,2,1,2,0,,OR,,.,L2356,70,L2142,70,,3,93,230,5,5,,,,,68,214,,,0.008,,,
21WN00621,2021703068,21,L3068,70,2,,PC,13,8,2,2,3.0,3,3,H,85,194,109,,14.3,  0,103,0.814,112,5,1,,,0,,OR,e2,.,L2356,70,L2142,70,,1,,,5,5,,,,,123,242,,,0.008,,,
21WN00622,2021703069,21,L3069,70,2,,PC,5,8,2,2,5.0,5,4,H,85,194,109,,12.5,  0,65,0.482,70,5,2,,,0,,OR,,2@ONCE,L2095,70,L1835,70,,3,93,258,5,5,,,,,74,242,,,0.013,,,
21WN00623,2021703070,21,L3070,70,1,,PC,5,8,2,2,5.0,5,4,H,85,194,109,,12.5,  0,77,0.592,84,5,2,1,1-,0,,OR,,PE.2@ONCE,L2095,70,L1835,70,,3,93,230,5,5,,,,,83,214,,,0.013,,,
21WN00624,2021703071,21,L3071,70,2,,PC,10,5,1,1,3.0,3,3,H,85,194,109,,8.8,  0,81,0.662,88,5,2,,,0,,OR,,PE,L2286,70,L2080,70,,3,93,258,1,1,,,,,99,242,,,0.015,,,
21WN00625,2021703072,21,L3072,70,2,,PC,6,9,3,1,6.0,6,4,H,85,194,109,,11.1,  0,97,0.788,106,5,2,,,0,,OR,e3,1ST,L2232,70,L1670,70,,1,,,7,2,,,,,125,242,,,0.013,,,
21WN00626,2021703074,21,L3074,70,1,,PC,9,8,2,2,3.0,3,3,H,85,194,109,,18.2,  0,84,0.604,91,5,2,1,1,0,,OR,,.,L2280,70,L2123,70,,3,93,230,5,5,,,,,83,214,,,0.008,,,
21WN00627,2021703075,21,L3075,70,1,,PC,9,8,2,2,3.0,3,3,H,85,194,109,,18.8,  0,90,0.653,97,5,1,2,2,0,,OR,,SmScurs,L2280,70,L2123,70,,3,93,230,5,5,,,,,106,214,,,0.008,,,
21WN00628,2021703076,21,L3076,70,1,,PC,9,8,2,2,4.0,4,4,H,85,194,109,,14.6,  0,81,0.609,88,5,2,1,1-,0,,OR,,.,L2280,70,L1937,70,,3,93,230,5,5,,,,,98,214,,,0.01,,,
21WN00629,2021703077,21,L3077,70,1,,PC,9,8,2,2,4.0,4,4,H,85,194,109,,14.7,  0,90,0.691,98,5,2,1,1-,0,,OR,,.,L2280,70,L1937,70,,1,,,5,5,,,,,101,214,,,0.01,,,
21WN00630,2021703078,21,L3078,70,2,,PC,3,8,2,2,4.0,4,4,H,85,194,109,,13.7,  0,72,0.535,78,5,1,,,0,,OR,e4,.,Z6915,83,Z4558,83,,1,,,5,5,,,,,96,242,,,0.006,,,
21WN00631,2021703079,21,L3079,70,2,,PC,3,8,2,2,4.0,4,4,H,85,194,109,,13.7,  0,89,0.691,97,5,2,,,0,,OR,e5,.,Z6915,83,Z4558,83,,1,,,5,5,,,,,103,242,,,0.006,,,
21WN00632,2021703080,21,L3080,70,1,,PC,11,7,2,1,3.0,3,3,H,85,194,109,,15.0,  0,122,0.982,133,5,2,1,2+,0,,OR,,2@ONCE,L2335,70,L2138,70,,1,,,3,2,,,,,121,214,,,0.016,,,
21WN00633,2021703081,21,L3081,70,2,,PC,11,8,2,2,6.0,6,4,H,85,194,109,,12.7,  0,80,0.617,87,5,2,,,,,OR,e1,.,L2335,70,L1734,70,,1,,,5,5,,,,,94,242,,,0.013,,,
21WN00634,2021703082,21,L3082,70,2,,PC,11,8,2,2,6.0,6,4,H,85,194,109,,13.4,  0,75,0.565,81,5,1,,,,,OR,e2,.,L2335,70,L1734,70,,1,,,5,5,,,,,90,242,,,0.013,,,
21WN00635,2021703083,21,L3083,70,2,,PC,6,8,2,2,6.0,6,4,H,86,194,108,,16.5,  0,94,0.718,103,5,2,,,0,,OR,e3,.,L2232,70,L1717,70,,1,,,5,5,,,,,124,242,,,0.01,,,
21WN00636,2021703084,21,L3084,70,1,,PC,6,8,2,2,6.0,6,4,H,86,194,108,,16.8,  0,101,0.78,110,5,2,3,1-,0,,OR,,HornNotchNuts,L2232,70,L1717,70,,1,,,5,5,,,,,95,214,,,0.01,,,
21WN00637,2021703086,21,L3086,70,2,,PC,12,9,3,1,4.0,4,4,H,86,194,108,,10.8,  0,73,0.576,80,5,1,,,0,,OR,e4,1ST,L2341,70,L1991,70,,1,,,7,2,,,,,92,242,,,0.018,,,
21WN00638,2021703087,21,L3087,70,2,,PC,e3,5,1,1,1.0,1,1,H,86,194,108,,12.6,  0,89,0.707,97,5,1,,,0,,OR,e5,.,L0000,70,L2582,70,,1,,,1,1,,,,,103,242,,,0.0,,,
21WN00639,2021703088,21,L3088,70,2,,PC,13,5,1,1,3.0,3,3,H,86,194,108,,17.2,  0,111,0.869,121,5,2,,,0,,OR,e1,.,L2356,70,L2030,70,,1,,,1,1,,,,,140,242,,,0.014,,,
21WN00640,2021703089,21,L3089,70,3,,PC,e4,5,1,1,1.0,1,1,H,86,194,108,,13.7,  0,85,0.66,93,5,2,,,0,,OR,,PINK,L0000,70,L2547,70,,3,93,258,1,1,,,,,108,242,,,0.0,,,
21WN00641,2021703090,21,L3090,70,2,,PC,e1,5,1,1,1.0,1,1,H,86,194,108,,7.9,  0,69,0.566,76,5,2,,,0,,OR,,.,L0000,70,L2489,70,,3,93,258,1,1,,,,,88,242,,,0.0,,,
21WN00642,2021703091,21,L3091,70,2,,PC,3,8,2,2,5.0,5,4,H,86,194,108,,13.8,  0,97,0.77,106,5,2,,,0,,OR,e2,.,Z6915,83,Z3581,83,,1,,,5,5,,,,,113,242,,,0.006,,,
21WN00643,2021703092,21,L3092,70,1,,PC,3,8,2,2,5.0,5,4,H,86,194,108,,12.5,  0,98,0.792,108,5,2,1,2-,0,,OR,,HAIRY,Z6915,83,Z3581,83,,1,,,5,5,,,,,102,214,,,0.006,,,
21WN00644,2021703093,21,L3093,70,2,,PC,13,8,2,2,2.0,2,2,H,86,194,108,,11.3,  0,46,0.321,50,5,2,,,0,,OR,,1ST.PE,L2356,70,L2367,70,,3,93,258,5,5,,,,,59,242,,,0.022,,,
21WN00645,2021703094,21,L3094,70,2,,PC,13,8,2,2,2.0,2,2,L,86,194,108,,12.6,  0,68,0.513,74,5,2,,,0,,OR,,2ND Starving,L2356,70,L2367,70,,3,93,230,5,5,,,,,68,214,,,0.022,,,
21WN00646,2021703095,21,L3095,70,3,,PC,e4,5,1,1,1.0,1,1,H,86,194,108,,10.7,  0,77,0.614,84,5,2,,,0,,OR,,.,L0000,70,L2584,70,,3,93,258,1,1,,,,,87,242,,,0.0,,,
21WN00647,2021703096,21,L3096,70,2,,PC,e4,5,1,1,1.0,1,1,H,86,194,108,,14.0,  0,84,0.648,92,5,2,,,0,,OR,,.,L0000,70,L2572,70,,3,93,258,1,1,,,,,105,242,,,0.0,,,
21WN00648,2021703098,21,L3098,70,3,,PC,11,5,1,1,3.0,3,3,H,87,194,107,,17.5,  0,101,0.78,111,5,1,,,,,OR,,.,L2335,70,L2191,70,,3,93,258,1,1,,,,,131,243,,,0.016,,,
21WN00649,2021703099,21,L3099,70,1,,PC,9,9,3,2,2.0,2,2,H,87,194,107,,11.2,  0,86,0.699,95,5,2,1,2-,0,,OR,,1ST,L2280,70,L2231,70,,1,,,8,5,,,,,87,214,,,0.01,,,
21WN00650,2021703100,21,L3100,70,2,,PC,9,9,3,2,2.0,2,2,H,87,194,107,,11.8,  0,81,0.647,89,5,1,,,0,,OR,e3,2ND,L2280,70,L2231,70,,1,,,8,5,,,,,101,242,,,0.01,,,
21WN00651,2021703101,21,L3101,70,3,,PC,e1,5,1,1,1.0,1,1,H,87,194,107,,12.7,  0,87,0.694,96,5,1,,,0,,OR,,PE,L0000,70,L2540,70,,3,93,258,1,1,,,,,105,242,,,0.0,,,
21WN00652,2021703102,21,L3102,70,2,,PC,e2,5,1,1,1.0,1,1,H,87,194,107,,14.2,  0,106,0.858,117,5,1,,,0,,OR,e4,.,L0000,70,L2553,70,,1,,,1,1,,,,,129,242,,,0.0,,,
21WN00653,2021703104,21,L3104,70,1,,PC,2,8,2,2,3.0,3,3,H,88,194,106,,14.6,  0,75,0.57,83,5,2,1,2-,0,,OR,,.,Z6515,83,Z5986,83,,3,93,230,5,4,,,,,84,214,,,0.009,,,
21WN00654,2021703105,21,L3105,70,2,,PC,2,8,2,2,3.0,3,3,H,88,194,106,,12.3,  0,62,0.469,69,5,1,,,0,,OR,,.,Z6515,83,Z5986,83,,3,93,258,5,6,,,,,70,242,,,0.009,,,
21WN00655,2021703106,21,L3106,70,1,,PC,12,7,2,1,3.0,3,3,H,88,194,106,,14.5,  0,118,0.976,132,5,5,1,1-,,,OR,,2ND,L2341,70,L2048,70,,1,,,3,2,,,,,120,214,,,0.016,,,
21WN00656,2021703107,21,L3107,70,2,,PC,e3,5,1,1,1.0,1,1,H,87,194,107,,11.8,  0,77,0.609,85,5,4,,,0,,OR,,.,L0000,70,L2640,70,,3,93,258,1,1,,,,,94,242,,,0.0,,,
21WN00657,2021703108,21,L3108,70,2,,PC,e3,5,1,1,1.0,1,1,H,88,194,106,,15.1,  0,88,0.688,98,5,1,,,0,,OR,,.,L0000,70,L2616,70,,3,93,258,1,1,,,,,103,242,,,0.0,,,
21WN00658,2021703109,21,L3109,70,3,,PC,e4,5,1,1,1.0,1,1,H,88,194,106,,13.0,  0,76,0.594,84,5,2,,,0,,OR,,.,L0000,70,L2659,70,,3,93,258,1,1,,,,,106,243,,,0.0,,,
21WN00659,2021703110,21,L3110,70,2,,PC,13,5,1,1,4.0,4,4,H,89,194,105,,13.7,  0,100,0.822,112,5,1,,,0,,OR,e5,.,L2356,70,L1920,70,,1,,,1,1,,,,,113,242,,,0.006,,,
21WN00660,2021703111,21,L3111,70,2,,PC,e1,5,1,1,1.0,1,1,H,89,194,105,,10.8,  0,79,0.65,89,5,2,,,0,,OR,,.,L0000,70,L2626,70,,3,93,258,1,1,,,,,98,242,,,0.0,,,
21WN00661,2021703113,21,L3113,70,3,,PC,e1,5,1,1,1.0,1,1,H,90,194,104,,13.2,  0,101,0.844,115,1,1,,,0,,OR,,.,L0000,70,L2440,70,,3,93,258,1,1,,,,,127,242,,,0.0,,,
21WN00662,2021703114,21,L3114,70,3,,PC,e1,5,1,1,1.0,1,1,H,90,194,104,,14.0,  0,63,0.471,71,5,1,,,0,,OR,,.,L0000,70,L2464,70,,3,93,258,1,1,,,,,89,242,,,0.0,,,
21WN00663,2021703115,21,L3115,70,2,,PC,e3,5,1,1,1.0,1,1,H,90,194,104,,12.0,  0,78,0.635,88,5,1,,,0,,OR,,.,L0000,70,L2474,70,,3,93,258,1,1,,,,,98,242,,,0.0,,,
21WN00664,2021703116,21,L3116,70,2,,PC,e2,5,1,1,1.0,1,1,H,91,194,103,,15.8,  0,95,0.769,108,5,1,,,0,,OR,e1,.,L0000,70,L2541,70,,1,,,1,1,,,,,110,242,,,0.0,,,
21WN00665,2021703117,21,L3117,70,2,,PC,2,8,2,2,3.0,3,3,H,91,194,103,,13.2,  0,79,0.639,90,5,1,,,0,,OR,e2,.,Z6515,83,Z5874,83,,1,,,5,5,,,,,87,242,,,0.021,,,
21WN00666,2021703118,21,L3118,70,2,,PC,2,8,2,2,3.0,3,3,H,91,194,103,,12.6,  0,75,0.606,85,5,1,,,0,,OR,e3,.,Z6515,83,Z5874,83,,1,,,5,5,,,,,91,242,,,0.021,,,
21WN00667,2021703119,21,L3119,70,3,,PC,e3,5,1,1,1.0,1,1,H,91,194,103,,16.0,  0,88,0.699,100,5,1,,,0,,OR,,.,L0000,70,L2492,70,,3,93,258,1,1,,,,,112,242,,,0.0,,,
21WN00668,2021703121,21,L3121,70,3,,PC,e4,8,2,1,1.0,1,1,L,92,194,102,,10.7,  0,59,0.474,68,5,1,,,0,,OR,,PINK,L0000,70,L2460,70,,3,93,230,3,2,,,,,61,214,,,0.0,,,
21WN00669,2021703122,21,L3122,70,2,,PC,e4,5,1,1,1.0,1,1,H,92,194,102,,9.8,  0,69,0.58,79,5,2,,,,,OR,,.,L0000,70,L2558,70,,3,93,258,1,1,,,,,75,242,,,0.0,,,
21WN00670,2021703123,21,L3123,70,3,,PC,e1,5,1,1,1.0,1,1,H,93,194,101,,14.5,  0,73,0.579,84,1,2,,,0,,OR,,.,L0000,70,L2689,70,,3,93,258,1,1,,,,,96,242,,,0.0,,,
21WN00671,2021703124,21,L3124,70,2,,PC,e2,5,1,1,1.0,1,1,H,93,194,101,,12.6,  0,86,0.727,100,5,1,,,0,,OR,e4,.,L0000,70,L2638,70,,1,,,1,1,,,,,91,242,,,0.0,,,
21WN00672,2021703125,21,L3125,70,2,,PC,e1,5,1,1,1.0,1,1,H,93,194,101,,14.4,  0,57,0.422,65,5,1,,,,,OR,,.,L0000,70,L2566,70,,3,93,258,1,1,,,,,68,243,,,0.0,,,
21WN00673,2021703126,21,L3126,70,2,,PC,e2,5,1,1,1.0,1,1,H,93,194,101,,16.8,  0,100,0.824,116,5,1,,,0,,OR,e5,PE.ChewedTail,L0000,70,L2603,70,,1,,,1,1,,,,,114,242,,,0.0,,,
21WN00674,2021703127,21,L3127,70,2,,PC,e1,5,1,1,1.0,1,1,H,94,194,100,,15.4,  0,88,0.726,103,5,2,,,0,,OR,e1,.,L0000,70,L2723,70,,1,,,1,1,,,,,106,242,,,0.0,,,
21WN00675,2021703128,21,L3128,70,2,,PC,e3,5,1,1,1.0,1,1,H,94,194,100,,15.9,  0,86,0.701,100,5,2,,,0,,OR,e2,.,L0000,70,L2657,70,,1,,,1,1,,,,,97,242,,,0.0,,,
21WN00676,2021703129,21,L3129,70,3,,PC,e4,5,1,1,1.0,1,1,H,94,194,100,,15.5,  0,79,0.635,92,1,2,,,0,,OR,,.,L0000,70,L2605,70,,3,93,258,1,1,,,,,103,242,,,0.0,,,
21WN00677,2021703130,21,L3130,70,3,,PC,11,5,1,1,2.0,2,2,H,94,194,100,,17.6,  0,99,0.814,115,5,1,,,0,,OR,,.,L2335,70,L2412,70,,3,93,258,1,1,,,,,122,242,,,0.008,,,
21WN00678,2021703131,21,L3131,70,3,,PC,e1,5,1,1,1.0,1,1,H,94,194,100,,13.3,  0,78,0.647,91,1,2,,,0,,OR,,.,L0000,70,L2526,70,,3,93,258,1,1,,,,,92,242,,,0.0,,,
21WN00679,2021703132,21,L3132,70,3,,PC,e3,9,3,1,1.0,1,1,H,94,194,100,,10.6,  0,67,0.564,78,5,4,,,0,,OR,,No nuts,L0000,70,L2604,70,,3,93,258,7,2,,,,,87,242,,,0.0,,,
21WN00680,2021703134,21,L3134,70,3,,PC,e2,8,2,2,1.0,1,1,H,94,194,100,,10.6,  0,87,0.764,102,5,1,,,0,,OR,,.,L0000,70,L2724,70,,3,93,258,5,5,,,,,111,242,,,0.0,,,
21WN00681,2021703135,21,L3135,70,3,,PC,e2,8,2,2,1.0,1,1,L,94,194,100,,9.9,  0,70,0.601,82,5,2,,,0,,OR,,.,L0000,70,L2724,70,,3,93,230,5,5,,,,,78,214,,,0.0,,,
21WN00682,2021703136,21,L3136,70,3,,PC,e2,5,1,1,1.0,1,1,H,94,194,100,,15.8,  0,74,0.582,86,5,1,,,,,OR,,.,L0000,70,L2668,70,,3,93,258,1,1,,,,,88,242,,,0.0,,,
21WN00683,2021703137,21,L3137,70,2,,PC,e1,5,1,1,1.0,1,1,H,95,194,99,,14.5,  0,79,0.652,93,5,2,,,0,,OR,,PE,L0000,70,L2551,70,,3,93,258,1,1,,,,,110,242,,,0.0,,,
21WN00684,2021703138,21,L3138,70,3,,PC,e3,5,1,1,1.0,1,1,H,96,194,98,,15.2,  0,85,0.712,101,5,2,,,0,,OR,,.,L0000,70,L2735,70,,3,93,258,1,1,,,,,103,242,,,0.0,,,
21WN00685,2021703139,21,L3139,70,2,,PC,e2,5,1,1,1.0,1,1,H,96,194,98,,14.0,  0,78,0.653,92,5,1,,,0,,OR,,.,L0000,70,L2708,70,,3,93,258,1,1,,,,,96,242,,,0.0,,,
21WN00686,2021703140,21,L3140,70,2,,PC,e2,5,1,1,1.0,1,1,H,96,194,98,,10.9,  0,68,0.583,81,1,1,,,0,,OR,,.,L0000,70,L2470,70,,3,93,258,1,1,,,,,90,242,,,0.0,,,
21WN00687,2021703141,21,L3141,70,2,,PC,e3,5,1,1,1.0,1,1,H,97,194,97,,12.0,  0,64,0.536,76,5,1,,,,,OR,,.,L0000,70,L2710,70,,3,93,258,1,1,,,,,84,242,,,0.0,,,
21WN00688,2021703142,21,L3142,70,3,,PC,e3,8,2,1,1.0,1,1,H,97,194,97,,12.8,  0,72,0.61,86,5,1,,,,,OR,,1ST,L0000,70,L2629,70,,3,93,258,3,2,,,,,83,242,,,0.0,,,
21WN00689,2021703144,21,L3144,70,3,,PC,e1,5,1,1,1.0,1,1,H,98,194,96,,14.5,  0,83,0.714,100,5,2,,,0,,OR,,.,L0000,70,L2662,70,,3,93,258,1,1,,,,,100,242,,,0.0,,,
21WN00690,2021703145,21,L3145,70,2,,PC,7,8,2,2,2.0,2,2,H,100,194,94,,9.7,  0,54,0.471,66,5,2,,,0,,OR,,.,L0000,70,L2402,70,,3,93,258,5,5,,,,,68,242,,,0.0,,,
21WN00691,2021703146,21,L3146,70,2,,PC,7,8,2,2,2.0,2,2,H,100,194,94,,9.8,  0,59,0.523,73,5,4,,,0,,OR,,.,L0000,70,L2402,70,,3,93,258,5,5,,,,,77,242,,,0.0,,,
21WN00692,2021703147,21,L3147,70,3,,PC,e4,8,2,1,1.0,1,1,H,100,194,94,,10.5,  0,66,0.59,81,2,2,,,,,OR,,.,L0000,70,L2630,70,,3,93,258,3,2,,,,,80,242,,,0.0,,,
21WN00693,2021703149,21,L3149,70,2,,PC,e3,5,1,1,1.0,1,1,H,101,194,93,,13.3,  0,77,0.685,95,2,1,,,0,,OR,,.,L0000,70,L2456,70,,3,93,258,1,1,,,,,94,242,,,0.0,,,
21WN00694,2021703150,21,L3150,70,2,,PC,e1,5,1,1,1.0,1,1,H,102,194,92,,13.3,  0,73,0.649,91,5,2,,,,,OR,,HAIRY,L0000,70,L2450,70,,3,93,258,1,1,,,,,95,242,,,0.0,,,
21WN00695,2021703151,21,L3151,70,3,,PC,e2,8,2,1,1.0,1,1,H,102,194,92,,9.8,  0,69,0.643,87,5,1,,,0,,OR,,1ST,L0000,70,L2570,70,,3,93,258,3,2,,,,,85,242,,,0.0,,,
21WN00696,2021703152,21,L3152,70,3,,PC,e2,8,2,1,1.0,1,1,2,102,193,91,,9.9,  0,85,0.825,109,1,1,,,0,,OR,,2ND,L0000,70,L2570,70,,3,93,258,3,2,,,,,107,242,,,0.0,,,
21WN00697,2021703153,21,L3153,70,2,,PC,e4,5,1,1,1.0,1,1,H,104,194,90,,15.8,  0,83,0.747,105,5,2,,,0,,OR,e3,.,L0000,70,L2698,70,,1,,,1,1,,,,,106,242,,,0.0,,,
21WN00698,2021703154,21,L3154,70,2,,PC,e3,5,1,1,1.0,1,1,H,104,194,90,,12.8,  0,72,0.658,92,5,2,,,0,,OR,,.,L0000,70,L2542,70,,3,93,258,1,1,,,,,99,242,,,0.0,,,
21WN00699,2021703155,21,L3155,70,3,,PC,e4,5,1,1,1.0,1,1,H,107,194,87,,15.1,  0,77,0.711,100,5,1,,,0,,OR,,.,L0000,70,L2715,70,,3,93,258,1,1,,,,,95,242,,,0.0,,,
21WN00700,2021510581,21,M0581,51,2,,LP,e4,8,2,1,1.0,1,1,1,67,193,126,,9.1,  0,84,0.594,80,2,2,,,,,,,HAIRY,L0000,70,A0799,06,,2,92,259,3,2,,,,,95,242,,,0.0,,2,3293
21WN00701,2021510583,21,M0583,51,3,,LP,e4,8,2,1,1.0,1,1,1,72,193,121,,10.8,  0,92,0.671,91,5,1,,,7,,,,.,L0000,70,A0844,06,,3,93,258,3,2,,,,,109,242,,,0.0,,,
21WN00702,2021510585,21,M0585,51,3,,LP,e3,5,1,1,1.0,1,1,1,73,193,120,,12.2,  0,90,0.648,90,1,1,,,0,,,,PE,L0000,70,A0766,06,,3,93,258,1,1,,,,,109,242,,,0.0,,,
21WN00703,2021510586,21,M0586,51,3,,LP,e4,9,3,1,1.0,1,1,1,73,193,120,,9.3,  0,80,0.589,80,5,1,,,0,,,,Drowned,L0000,70,A0907,06,,6,42,206,7,2,,,,,,,,,0.0,,,
21WN00704,2021510591,21,M0591,51,2,,LP,e1,8,2,1,1.0,1,1,1,77,193,116,,12.2,  0,97,0.731,100,1,1,,,0,,,e4,.,L0000,70,A0746,06,,1,,,3,2,,,,,112,242,,,0.0,,,
21WN00705,2021510593,21,M0593,51,2,,LP,e3,8,2,1,1.0,1,1,1,77,193,116,,10.6,  0,72,0.529,74,1,2,,,0,,,,HAIRY,L0000,70,A1005,06,,2,92,259,3,2,,,,,87,242,,,0.0,,3,15075
21WN00706,2021510594,21,M0594,51,3,,LP,e3,8,2,1,1.0,1,1,1,77,193,116,,10.1,  0,94,0.723,97,5,2,,,0,,,,.,L0000,70,A1005,06,,3,93,258,3,2,,,,,116,242,,,0.0,,,
21WN00707,2021510595,21,M0595,51,3,,LP,e4,5,1,1,1.0,1,1,1,78,193,115,,10.7,  0,88,0.672,91,5,2,,,0,,,,.,L0000,70,A0964,06,,3,93,258,1,1,,,,,101,242,,,0.0,,,
21WN00708,2021510596,21,M0596,51,3,,LP,e1,8,2,1,1.0,1,1,1,79,193,114,,8.6,  0,73,0.565,76,1,4,,,,,,,.,L0000,70,A0920,06,,3,93,258,3,2,,,,,86,242,,,0.0,,,
21WN00709,2021510598,21,M0598,51,2,,LP,e2,5,1,1,1.0,1,1,1,79,193,114,,13.5,  0,89,0.662,93,1,2,,,0,,,,.,L0000,70,A0761,06,,2,92,259,1,1,,,,,101,242,,,0.0,,1,15047
