UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,C4445,SIDE,THIGH,THSCO,DENSITY,HAIR,WOOL,C53,ADG,C5758,C5960,LBRD,TBRE,CTBR,LNDAM,TM,PENIS,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,CADAM_25
50WN00371,50,2,0925,2,42,420,5481,2,13,09,1,7,66,126,1,3,06,1,73,15,03,05,08,030,05,,,,,2,2,,498,16,00,13,1,1,,1,,1,109,102,,1,,0,5
50WN00372,50,2,0927,2,43,430,7576,2,13,20,1,5,66,126,1,3,10,3,66,15,03,07,08,025,05,,,,,1,2,,451,16,12,13,1,1,,1,,1,102,92,,3,32,0,4
50WN00373,50,2,0928,2,22,220,9418,2,13,21,1,2,66,126,2,1,06,1,62,09,03,06,07,026,06,2,,,,1,2,,432,16,26,13,1,1,,1,,1,129,76,,1,,0,2
50WN00374,50,1,0929,2,25,250,9800,2,13,22,1,2,66,126,1,7,06,1,65,13,03,06,07,034,07,,,,,1,2,,440,16,30,13,1,1,,1,,1,117,96,,3,10,0,2
50WN00375,50,1,0930,2,82,445,8226,2,13,,3,4,65,125,1,4,06,1,77,13,03,06,09,029,06,2,,,,2,2,,541,17,08,13,3,3,,7,,1,124,94,,1,,0,4
50WN00376,50,2,0931,2,82,445,8226,2,13,,4,4,65,125,3,1,07,1,86,12,03,04,05,034,06,2,,,,1,2,,608,17,08,13,3,3,,7,,1,131,100,1,3,40,0,4
50WN00377,50,2,0932,2,47,470,7929,2,13,15,1,4,65,125,1,3,08,1,76,11,03,05,07,037,06,,,,,3,2,,523,17,16,13,1,1,,1,,1,136,106,,1,,0,4
50WN00378,50,1,0933,2,26,260,8901,2,13,27,1,3,65,125,1,7,07,1,96,14,03,04,06,028,07,,,,,2,3,,672,17,17,13,1,1,,1,,1,136,120,,1,,0,3
50WN00379,50,2,0934,2,51,511,7276,2,13,13,1,5,65,125,1,3,05,1,78,12,03,05,04,032,06,,,,,3,2,,539,17,11,13,1,1,,1,,1,122,106,,1,,0,4
50WN00380,50,1,0936,2,46,460,8622,2,13,12,1,3,65,125,1,7,06,6,91,13,03,05,06,029,05,2,,,,2,2,,629,17,19,13,1,1,,1,,1,132,124,,3,34,0,3
50WN00381,50,1,0937,2,82,255,8219,2,13,,1,4,65,125,1,7,07,1,82,11,03,04,05,033,09,,,,,2,2,,579,17,,13,1,1,,7,,1,130,96,,1,,0,4
50WN00382,50,2,0938,2,53,530,8307,2,13,11,1,4,65,125,1,1,07,1,64,12,03,05,06,031,06,1,,,,2,3,,429,17,,13,1,1,,1,,1,111,104,,1,,0,4
50WN00383,50,1,0939,2,39,390,9489,2,13,00,1,2,65,125,1,7,07,1,73,15,03,08,10,030,06,1,,,,2,2,,486,17,00,13,1,1,,1,,1,115,122,,3,10,0,2
50WN00384,50,2,0941,2,49,491,9433,2,13,28,1,2,65,125,1,3,07,1,55,15,03,06,09,035,07,,,,,1,2,,389,17,16,13,1,1,,1,,1,106,64,,1,,0,2
50WN00385,50,2,0942,2,46,460,8770,2,13,11,3,3,65,125,1,3,07,1,50,15,03,08,09,026,05,2,,,,1,2,,339,17,,13,3,3,,1,,1,89,76,,2,10,0,3
50WN00386,50,1,0943,2,43,430,9784,2,13,26,1,2,65,125,1,7,07,1,59,13,03,07,07,032,06,1,,,,1,1,,402,17,15,13,1,1,,1,,1,112,88,,6,,0,2
50WN00387,50,2,0945,2,25,250,6295,2,13,10,3,6,65,125,1,3,07,1,74,14,03,05,05,027,07,,,,,2,2,,515,17,10,13,3,3,,1,,1,107,96,,1,,0,4
50WN00388,50,1,0946,2,82,255,8304,2,13,,1,4,65,125,1,7,08,1,96,08,03,03,05,030,04,,,,,3,2,,678,17,16,13,1,1,,7,,1,156,112,,1,,0,4
50WN00389,50,2,0947,2,46,460,7869,2,13,07,5,4,65,125,1,3,06,1,64,13,03,06,10,032,11,,,,,3,2,,435,17,21,13,5,2,,1,,1,126,96,,1,,0,4
50WN00390,50,2,0948,2,46,460,7869,2,13,07,5,4,65,125,1,3,07,1,65,12,03,06,07,033,07,2,,,,3,2,,442,17,21,13,5,2,,1,,1,125,98,,1,,0,4
50WN00391,50,2,0949,2,49,490,8975,2,13,16,1,3,65,125,1,3,07,1,82,13,03,04,08,031,05,2,,,,2,2,,574,17,,13,1,1,,1,,1,131,102,,1,,0,3
50WN00392,50,1,0950,2,44,441,9916,2,13,29,1,2,65,125,1,7,08,1,65,13,03,08,08,029,04,,,,,2,2,,459,17,20,13,1,1,,1,,1,120,76,,3,10,0,2
50WN00393,50,1,0951,2,44,440,9067,2,13,07,1,3,65,125,1,7,06,1,82,14,03,05,08,039,06,5,,,,1,3,,576,17,,13,1,1,,1,,1,129,100,,3,10,0,3
50WN00394,50,1,0953,2,50,500,6783,2,13,08,1,6,65,125,1,7,07,1,98,09,03,04,07,032,07,,,,,1,2,,693,17,06,13,1,1,,1,,1,163,114,,3,57,0,4
50WN00395,50,1,0954,2,37,370,8405,2,13,17,1,4,65,125,1,7,05,1,86,15,03,04,08,040,06,,,,,2,2,,600,17,15,13,1,1,,1,,1,134,110,,1,,0,4
50WN00396,50,1,0955,2,54,540,8926,2,13,19,1,3,65,125,1,7,05,1,71,13,05,07,07,030,08,3,,,,3,2,,482,17,09,13,1,1,,1,,1,111,108,,3,37,0,3
50WN00397,50,2,0956,2,47,470,7234,2,13,14,3,5,65,125,1,3,07,1,75,13,03,04,07,034,05,1,,,,2,2,,518,17,16,13,3,3,,1,,1,125,102,,1,,0,4
50WN00398,50,1,0958,2,46,460,7642,2,13,07,3,5,65,125,1,7,06,1,76,15,07,06,10,028,09,,,,,4,2,,501,17,21,13,3,3,,1,,1,103,134,2,3,10,0,4
50WN00399,50,2,0960,2,82,254,6561,2,13,,5,6,65,125,1,3,08,1,58,13,04,07,09,028,08,2,,,,2,2,,397,17,,13,5,2,,7,,1,109,84,2,2,10,0,4
50WN00400,50,2,0961,2,82,254,6561,2,13,,5,6,65,125,1,3,06,1,70,14,03,05,08,033,10,2,,,,2,2,,493,17,16,13,5,2,,7,,1,120,84,,2,13,0,4
50WN00401,50,1,0962,2,42,420,7272,2,13,20,4,5,65,125,1,7,07,1,88,11,03,04,07,035,07,3,,,,1,2,,627,17,20,13,3,3,,1,,1,150,96,,1,,0,4
50WN00402,50,1,0963,2,42,420,7272,2,13,20,3,5,65,125,1,7,07,1,89,12,03,04,08,034,09,,,,,1,2,,627,17,12,13,3,3,,1,,1,148,106,,1,,0,4
50WN00403,50,2,0964,2,26,260,6093,2,13,26,5,7,65,125,1,3,07,1,50,13,03,09,10,030,05,1,,,,1,1,,349,17,14,13,5,2,,1,,1,117,64,,1,,0,5
50WN00404,50,1,0965,2,26,260,6093,2,13,26,5,7,65,125,1,7,05,1,74,13,04,05,05,031,05,,,,,1,2,,514,17,14,13,5,2,,1,,1,124,98,,1,,0,5
50WN00405,50,2,0966,2,82,434,5882,2,13,,3,7,65,125,1,3,07,1,76,09,04,06,06,029,06,2,,,,2,2,,536,17,00,13,3,3,,7,,1,132,90,,2,74,0,5
50WN00406,50,2,0968,2,35,350,9904,2,13,24,1,2,65,125,1,3,07,1,56,11,03,07,09,029,07,1,,,,1,2,,382,17,20,13,1,1,,1,,1,121,82,,1,,0,2
50WN00407,50,2,0969,2,29,290,9017,2,13,24,1,3,65,125,1,3,13,1,57,12,03,10,10,023,06,3,,,,3,2,,400,17,27,13,1,1,,1,,1,114,70,2,3,30,0,3
50WN00408,50,2,0970,2,37,370,7917,2,13,11,1,4,65,125,2,3,05,1,68,13,03,05,06,041,05,3,,,,3,3,,466,17,11,13,1,1,,1,,1,105,98,2,1,,0,4
50WN00409,50,2,0971,2,82,255,8094,2,13,,1,4,65,125,2,4,05,1,86,11,03,03,05,029,08,2,,,,3,2,,598,17,,13,1,1,,7,,1,131,112,2,1,,0,4
50WN00410,50,2,0972,2,82,235,8748,2,13,,1,3,65,125,1,3,06,1,72,13,05,06,07,026,05,3,,,,1,2,,491,17,14,13,1,1,,7,,1,103,106,,2,10,0,3
50WN00411,50,1,0973,2,46,460,9098,2,13,11,1,3,65,125,1,7,06,1,84,14,03,05,09,033,04,1,,,,1,2,,566,17,16,13,1,1,,1,,1,131,132,,1,,0,3
50WN00412,50,1,0975,2,82,255,7374,2,13,,1,5,65,125,1,7,06,1,87,14,03,06,06,031,06,2,,,,2,2,,605,17,20,13,1,1,,7,,1,121,114,,3,10,0,4
50WN00413,50,2,0976,2,40,400,7889,2,13,21,1,4,65,125,1,3,08,1,68,11,03,04,07,029,07,0,,,,2,2,,469,17,17,13,1,1,,1,,1,125,94,,1,,0,4
50WN00414,50,2,0977,2,26,260,9156,2,13,17,1,3,65,125,1,3,06,1,55,15,03,06,08,036,06,3,,,,1,2,,373,17,,13,1,1,,1,,1,99,84,1,2,01,0,3
50WN00415,50,2,0978,2,46,460,9706,2,13,24,1,2,65,125,1,3,06,1,71,10,03,04,09,042,07,,,,,2,2,,485,17,22,13,1,1,,1,,1,150,104,,1,,0,2
50WN00416,50,2,0979,2,47,470,7575,2,13,30,1,5,65,125,1,3,06,1,67,15,03,05,09,035,07,2,,,,2,2,,448,17,07,13,1,1,,1,,1,116,110,,2,12,0,4
50WN00417,50,1,0980,2,37,370,9346,2,13,33,1,2,65,125,1,7,06,1,52,15,03,08,11,032,07,1,,,,1,2,,341,17,,13,1,1,,1,,1,108,94,,3,10,0,2
50WN00418,50,2,0981,2,82,444,8673,2,13,,1,3,64,124,1,3,07,1,74,15,03,06,09,035,07,,,,,2,2,,529,18,,13,1,1,,7,,1,114,84,,1,,0,3
50WN00419,50,2,0982,2,82,255,9121,2,13,,1,3,64,124,1,4,06,1,80,13,03,06,07,037,07,4,,,,3,3,,552,18,15,13,1,1,,7,,1,126,116,2,2,76,0,3
50WN00420,50,2,0984,2,00,280,8771,2,13,,1,3,64,124,1,4,05,1,63,14,03,05,08,038,07,3,,,,1,2,,435,18,15,13,1,1,,0,,1,113,90,,2,10,0,3
50WN00421,50,1,0985,2,37,370,8406,2,13,17,3,4,64,124,1,7,07,1,53,16,03,09,11,030,07,,,,,2,2,,365,18,18,13,3,3,,1,,1,100,78,,3,10,0,4
50WN00422,50,2,0987,2,36,360,6989,2,13,25,2,6,71,131,1,3,07,1,74,12,03,05,06,032,08,2,5,4,,3,2,,498,11,03,13,1,1,,1,,5,124,88,,1,,0,4
50WN00423,50,1,0988,2,82,224,8430,2,13,,1,4,64,124,1,7,07,1,83,14,03,05,07,031,06,3,,,,1,2,,568,18,05,13,1,1,,7,,1,120,126,,1,,0,4
50WN00424,50,1,0989,2,53,530,9309,2,13,17,1,2,64,124,1,7,07,1,65,15,03,06,11,028,05,,,,,1,2,,439,18,06,13,1,1,,1,,1,113,106,,3,10,0,2
50WN00425,50,1,0990,2,54,540,8279,2,13,13,1,4,64,124,1,4,05,1,88,14,06,05,07,033,07,2,,,,2,2,,603,18,00,13,1,1,,1,,1,119,132,,1,,0,4
50WN00426,50,1,0991,2,54,540,8983,2,13,19,1,3,64,124,1,5,06,1,86,12,03,05,07,031,07,2,,,,2,2,,597,18,,13,1,1,,1,,1,139,120,,1,,0,3
50WN00427,50,2,0993,2,82,234,9103,2,13,,1,3,64,124,1,3,06,1,81,14,03,04,07,031,09,1,,,,3,2,,574,18,,13,1,1,,7,,1,118,98,,1,,0,3
50WN00428,50,2,0994,2,39,390,8032,2,13,00,3,4,64,124,1,5,07,1,76,15,04,05,06,034,06,2,,,,2,2,,545,18,00,13,3,3,,1,,1,105,84,,1,,0,4
50WN00429,50,2,0996,2,82,444,6532,2,13,,5,6,64,124,2,3,09,1,63,11,03,06,08,033,07,2,,,,3,2,,436,18,,13,5,2,,7,,1,128,89,,1,,0,4
50WN00430,50,2,0997,2,82,444,6532,2,13,,5,6,64,124,1,3,09,1,59,13,03,07,08,031,08,1,,,,2,2,,403,18,13,13,5,2,,7,,1,113,90,,2,74,0,4
50WN00431,50,2,0998,2,22,221,9588,2,13,41,1,2,64,124,1,3,07,1,58,09,03,08,10,030,07,1,,,,2,2,,410,18,22,13,1,1,,1,,1,142,72,,6,,0,2
50WN00432,50,1,1000,2,22,220,8512,2,13,23,3,4,64,124,1,7,07,1,79,10,03,06,06,033,05,1,,,,1,2,,548,18,,13,3,3,,1,,1,144,110,,1,,0,4
50WN00433,50,1,1001,2,46,460,6716,2,13,04,1,6,64,124,1,7,07,1,67,11,09,09,08,024,06,2,,,,,,,448,,,13,1,1,,1,,1,97,114,,3,10,0,4
50WN00434,50,1,1003,2,29,290,7045,2,13,23,3,5,64,124,1,7,06,1,78,15,03,05,08,029,07,1,,,,2,2,,548,18,23,13,3,3,,1,,1,120,100,,3,10,0,4
50WN00435,50,2,1004,2,42,420,7288,2,13,12,1,5,64,124,1,3,06,1,70,15,03,05,06,030,07,2,,,,1,2,,487,18,00,13,1,1,,1,,1,102,96,,2,10,0,4
50WN00436,50,1,1005,2,29,290,8801,2,13,20,1,3,64,124,1,7,04,1,80,14,07,06,08,033,07,3,,,,3,2,,555,18,,13,1,1,,1,,1,113,112,,3,10,0,3
50WN00437,50,2,1006,2,82,255,6359,2,13,,1,6,64,124,1,3,07,1,62,14,03,05,06,027,05,1,,,,2,2,,402,18,05,13,1,1,,7,,1,94,122,,2,10,0,4
50WN00438,50,2,1007,2,44,441,7199,2,13,04,5,5,64,124,2,1,07,1,66,15,03,06,11,030,08,3,,,,2,3,,468,18,07,13,5,2,,1,,1,119,80,1,2,01,0,4
50WN00439,50,1,1008,2,44,441,7199,2,13,04,5,5,64,124,1,4,07,1,68,07,03,07,09,033,09,,,,,2,2,,489,18,06,13,5,2,,1,,1,158,74,,1,,0,4
50WN00440,50,1,1009,2,35,350,8463,2,13,11,3,4,64,124,1,7,07,1,86,10,03,05,07,030,05,1,,,,1,2,,610,18,14,13,3,3,,1,,1,147,104,,1,,0,4
50WN00441,50,2,1011,2,42,420,6686,2,13,12,3,6,64,124,1,3,06,1,66,15,03,05,06,037,07,4,,,,1,2,,458,18,00,13,3,3,,1,,1,105,92,,2,10,0,4
50WN00442,50,1,1012,2,42,420,6686,2,13,12,4,6,64,124,1,7,08,1,81,12,03,05,07,029,08,2,,,,2,1,,561,18,12,13,3,3,,1,,1,132,114,,1,,0,4
50WN00443,50,1,1013,2,82,434,8495,2,13,,1,4,64,124,1,7,06,1,83,11,04,05,06,030,05,1,,,,3,2,,577,18,18,13,1,1,,7,,1,128,114,,3,10,0,4
50WN00444,50,2,1014,2,47,470,7855,2,13,14,1,4,64,124,1,3,05,1,80,08,03,06,07,045,08,4,,,,3,3,,561,18,17,13,1,1,,1,,1,161,104,,1,,0,4
50WN00445,50,2,1015,2,00,280,7725,2,13,,1,5,64,124,1,4,07,1,69,09,03,06,08,030,04,2,,,,2,2,,471,18,14,13,1,1,,0,,1,137,106,,1,,0,4
50WN00446,50,1,1019,2,82,215,7130,2,13,,1,5,64,124,1,7,06,1,83,15,03,03,05,033,08,3,,,,2,3,,571,18,,13,1,1,,7,,1,111,122,,3,10,0,4
50WN00447,50,2,1020,2,53,530,9359,2,13,17,1,2,63,123,1,1,07,1,61,10,03,07,10,037,07,,,,,2,2,,413,19,,13,1,1,,1,,1,138,102,,1,,0,2
50WN00448,50,2,1021,2,49,491,7825,2,13,16,1,4,63,123,1,3,06,1,73,13,03,04,08,041,08,4,,,,2,2,,511,19,25,13,1,1,,1,,1,130,102,,1,,0,4
50WN00449,50,2,1023,2,82,215,6088,2,13,,3,7,63,123,1,5,06,1,82,14,03,04,06,033,05,2,,,,2,2,,577,19,06,13,3,3,,7,,1,120,110,,1,,0,5
50WN00450,50,2,1024,2,82,444,7346,2,13,,1,5,63,123,1,4,05,1,80,15,03,05,06,039,06,3,,,,2,3,,558,19,,13,1,1,,7,,1,115,114,,1,,0,4
50WN00451,50,1,1025,2,00,280,9162,2,13,,1,3,63,123,1,7,04,1,88,15,04,05,07,038,08,,,,,1,2,,628,19,24,13,1,1,,0,,1,127,108,,1,,0,3
50WN00452,50,1,1026,2,82,514,9136,2,13,,1,3,63,123,1,7,06,1,87,12,04,05,06,029,06,,,,,2,3,,605,19,21,13,1,1,,7,,1,127,126,,1,,0,3
50WN00453,50,1,1027,2,44,440,9344,2,13,21,2,2,63,123,1,4,08,1,79,13,03,09,06,032,07,4,,,,2,2,,574,19,20,13,1,1,,1,,1,129,84,,3,57,0,2
50WN00454,50,1,1028,2,29,290,8736,2,13,24,1,3,63,123,1,7,06,1,77,10,05,06,07,030,10,,,,,1,2,,530,19,19,13,1,1,,1,,1,134,118,,1,,0,3
50WN00455,50,1,1029,2,49,491,7857,2,13,11,1,4,63,123,1,7,07,1,92,15,03,08,06,034,08,2,,,,1,3,,647,19,15,13,1,1,,1,,1,128,124,,3,57,0,4
50WN00456,50,1,1030,2,39,390,9752,2,13,00,1,2,63,123,1,7,06,1,82,12,03,04,08,035,07,3,,,,1,2,,582,19,07,13,1,1,,1,,1,137,104,,1,,0,2
50WN00457,50,2,1031,2,26,260,8992,2,13,13,1,3,63,123,1,3,07,1,62,15,03,06,06,030,06,1,,,,1,2,,421,19,,13,1,1,,1,,1,95,102,,2,10,0,3
50WN00458,50,1,1032,2,82,494,9001,2,13,,1,3,63,123,1,7,09,1,83,15,08,07,06,021,05,2,,,,2,2,,589,19,08,13,1,1,,7,,1,88,106,,3,10,0,3
50WN00459,50,1,1033,2,36,360,5953,2,13,06,3,7,63,123,1,7,06,1,84,15,03,04,09,035,07,,,,,2,3,,600,19,06,13,3,3,,1,,1,128,102,,1,,0,5
50WN00460,50,1,1037,2,00,280,6319,2,13,,1,6,63,123,1,7,06,1,78,14,05,06,07,029,07,2,,,,2,2,,543,19,00,13,1,1,,0,,1,109,112,,3,10,0,4
50WN00461,50,2,1038,2,26,260,8269,2,13,13,5,4,63,123,1,3,06,1,66,13,03,06,08,027,05,2,,,,1,2,,467,19,,13,5,2,,1,,1,122,86,,1,,0,4
50WN00462,50,1,1039,2,26,260,8269,2,13,13,5,4,63,123,1,7,06,6,66,14,03,08,10,025,07,2,,,,2,2,,465,19,15,13,5,2,,1,,1,121,88,,3,34,0,4
50WN00463,50,1,1040,2,82,494,6690,2,13,,3,6,63,123,1,7,06,1,84,14,04,05,06,031,07,2,,,,2,2,,602,19,13,13,3,3,,7,,1,117,100,,3,10,0,4
50WN00464,50,1,1042,2,82,445,7377,2,13,,1,5,63,123,1,3,07,1,95,09,03,04,08,032,06,,,,,2,2,,665,19,14,13,1,1,,7,,1,161,132,,1,,0,4
50WN00465,50,1,1043,2,39,390,9646,2,13,00,1,2,63,123,1,7,06,1,72,13,03,05,09,031,04,,,,,1,2,,502,19,,13,1,1,,1,,1,118,102,,3,10,0,2
50WN00466,50,2,1044,2,00,280,8278,2,13,,1,4,63,123,1,3,07,1,61,14,03,06,09,034,06,,,,,3,2,,413,19,11,13,1,1,,0,,1,111,102,,2,10,0,4
50WN00467,50,1,1045,2,42,420,9276,2,13,24,1,2,63,123,1,7,07,1,72,15,03,05,09,035,04,,,,,1,1,,511,19,10,13,1,1,,1,,1,122,92,,3,10,0,2
50WN00468,50,1,1046,2,44,440,6879,2,13,31,1,6,63,123,1,4,06,2,79,15,03,05,08,037,07,4,,,,2,2,,564,19,08,13,1,1,,1,,1,128,96,,1,,0,4
50WN00469,50,1,1047,2,29,290,9087,2,13,25,1,3,63,123,1,7,08,1,84,13,03,03,06,033,05,2,,,,2,2,,592,19,25,13,1,1,,1,,1,133,112,,1,,0,3
50WN00470,50,1,1048,2,82,235,7692,2,13,,1,5,63,123,1,7,08,1,77,14,03,07,08,023,08,,,,,2,2,,546,19,13,13,1,1,,7,,1,112,98,,3,10,0,4
50WN00471,50,2,1050,2,44,441,6107,2,13,09,3,7,63,123,1,3,05,1,71,10,03,04,06,033,07,2,,,,3,2,,501,19,,13,3,3,,1,,1,131,94,2,1,,0,5
50WN00472,50,2,1051,2,45,450,5350,2,13,12,3,8,63,123,1,3,07,1,60,10,03,06,07,038,07,2,,,,2,2,,415,19,00,13,3,3,,1,,1,128,90,,1,,0,5
50WN00473,50,2,1053,2,82,235,4568,2,13,,3,8,63,123,1,5,06,1,76,14,03,05,05,033,05,,,,,2,2,,541,19,14,13,3,3,,7,,1,111,94,,1,,0,5
50WN00474,50,2,1054,2,82,235,4568,2,13,,4,8,63,123,1,3,06,1,53,14,03,07,09,039,09,2,,,,2,2,,341,19,14,13,3,3,,7,,1,103,110,,1,,0,5
50WN00475,50,2,1055,2,82,454,7596,2,13,,5,5,63,123,2,3,07,1,62,13,03,08,10,030,06,2,,,,2,3,,424,19,14,13,5,2,,7,,1,121,98,2,2,55,0,4
50WN00476,50,2,1056,2,82,454,7596,2,13,,5,5,63,123,1,3,06,1,77,10,03,04,04,030,07,2,,,,2,2,,545,19,07,13,5,2,,7,,1,135,100,,1,,0,4
50WN00477,50,1,1057,2,53,530,6816,2,13,27,5,6,63,123,1,4,07,1,61,15,03,08,11,023,06,2,,,,2,2,,411,19,,13,5,2,,1,,1,116,104,,3,10,0,4
50WN00478,50,1,1058,2,53,530,6816,2,13,27,5,6,63,123,1,4,07,1,77,14,03,05,06,029,06,2,,,,2,2,,541,19,04,13,5,2,,1,,1,128,104,,1,,0,4
50WN00479,50,1,1059,2,39,390,7879,2,13,00,5,4,63,123,1,7,07,1,65,14,04,08,10,034,10,,,,,2,2,,441,19,,13,5,2,,1,,1,118,108,,3,10,0,4
50WN00480,50,2,1060,2,39,390,7879,2,13,00,5,4,63,123,1,4,07,1,80,12,03,04,07,039,07,,,,,2,2,,576,19,,13,5,2,,1,,1,142,92,,1,,0,4
50WN00481,50,2,1061,2,42,420,7806,2,13,22,4,4,63,123,1,5,06,1,65,13,03,05,09,033,06,,,,,1,2,,447,19,22,13,3,3,,1,,1,123,100,,1,,0,4
50WN00482,50,1,1062,2,42,420,7806,2,13,22,3,4,63,123,1,7,09,1,64,13,03,07,07,027,07,2,,,,2,2,,439,19,14,13,3,3,,1,,1,112,100,,3,10,0,4
50WN00483,50,2,1063,2,28,280,8388,2,13,17,1,4,62,122,1,3,05,1,65,15,03,07,11,033,06,,,,,2,2,,433,20,16,13,1,1,,1,,1,115,122,,1,,0,4
50WN00484,50,2,1064,2,82,504,9078,2,13,,1,3,62,122,1,3,05,1,77,08,03,04,06,038,07,2,,,,2,2,,559,20,13,13,1,1,,7,,1,147,88,,1,,0,3
50WN00485,50,2,1065,2,50,500,9424,2,13,21,1,2,62,122,1,3,09,1,55,13,03,09,12,028,08,2,,,,2,2,,374,20,12,13,1,1,,1,,1,118,94,,1,,0,2
50WN00486,50,2,1066,2,44,441,9427,2,13,27,1,2,62,122,1,3,07,1,65,15,03,06,08,029,09,3,,,,1,2,,452,20,17,13,1,1,,1,,1,110,98,,2,10,0,2
50WN00487,50,2,1067,2,26,260,8480,2,13,20,1,4,62,122,3,3,06,1,74,13,03,06,07,030,06,1,,,,2,2,,518,20,16,13,1,1,,1,,1,122,108,,2,40,0,4
50WN00488,50,1,1068,2,37,370,7897,2,13,16,1,4,62,122,1,7,07,1,63,15,03,07,10,031,07,2,,,,2,2,,436,20,17,13,1,1,,1,,1,111,98,,3,10,0,4
50WN00489,50,1,1069,2,28,280,8767,2,13,19,1,3,62,122,1,7,06,1,77,13,04,08,07,029,05,2,,,,2,2,,541,20,16,13,1,1,,1,,1,121,110,,3,10,0,3
50WN00490,50,2,1070,2,26,260,8077,2,13,11,1,4,62,122,1,3,05,1,63,13,03,06,08,035,08,2,,,,1,2,,446,20,09,13,1,1,,1,,1,115,86,,1,,0,4
50WN00491,50,1,1071,2,22,221,9718,2,13,33,1,2,62,122,1,7,06,1,72,11,04,05,10,032,06,,,,,2,2,,503,20,22,13,1,1,,1,,1,142,106,,1,,0,2
50WN00492,50,2,1072,2,35,350,6663,2,13,11,5,6,62,122,1,3,05,1,58,08,03,07,10,032,06,4,,,,3,2,,398,20,13,13,5,2,,1,,1,147,94,,1,,0,4
50WN00493,50,2,1073,2,35,350,6663,2,13,11,5,6,62,122,1,3,07,1,63,08,03,06,08,031,07,2,,,,2,2,,448,20,13,13,5,2,,1,,1,146,84,,1,,0,4
50WN00494,50,1,1075,2,82,445,8403,2,13,,3,4,62,122,1,4,07,1,72,15,03,06,09,029,06,4,,,,2,2,,526,20,,13,3,3,,7,,1,110,78,,3,10,0,4
50WN00495,50,2,1077,2,39,390,7513,2,13,00,3,5,62,122,1,3,06,1,69,13,03,05,06,033,05,1,,,,2,2,,497,20,00,13,3,3,,1,,1,112,84,,1,,0,4
50WN00496,50,2,1078,2,51,511,8610,2,13,19,1,3,62,122,1,4,06,1,69,14,03,04,06,036,09,3,,,,3,3,,495,20,,13,1,1,,1,,1,113,86,,1,,0,3
50WN00497,50,1,1080,2,45,451,4291,2,13,13,1,9,62,122,1,7,08,1,91,10,04,07,09,032,07,3,,,,2,3,,652,20,00,13,1,1,,1,,1,159,114,,1,,0,5
50WN00498,50,1,1081,2,51,510,9620,2,13,36,1,2,62,122,1,7,09,1,65,10,03,05,09,027,05,,,,,3,2,,470,20,19,13,1,1,,1,,1,138,76,,3,10,0,2
50WN00499,50,2,1082,2,36,360,9460,2,13,31,1,2,62,122,1,5,06,1,57,15,03,07,10,033,07,2,,,,1,2,,395,20,29,13,1,1,,1,,1,111,88,,2,12,0,2
50WN00500,50,1,1084,2,25,250,7338,2,13,08,1,5,62,122,1,7,05,1,90,15,06,05,05,034,05,2,,,,1,2,,618,20,13,13,1,1,,1,,1,111,146,,3,10,0,4
50WN00501,50,2,1085,2,82,234,8706,2,13,,1,3,62,122,1,3,05,1,73,14,03,05,07,035,07,2,,,,2,3,,497,20,09,13,1,1,,7,,1,119,124,,1,,0,3
50WN00502,50,2,1086,2,54,540,7970,2,13,12,3,4,62,122,1,3,07,1,62,15,03,06,07,036,07,,,,,2,2,,439,20,10,13,3,3,,1,,1,104,84,,2,12,0,4
50WN00503,50,1,1087,2,45,450,8514,2,13,16,1,4,62,122,1,7,06,1,85,12,04,04,06,034,07,3,,,,2,2,,598,20,,13,1,1,,1,,1,133,120,,1,,0,4
50WN00504,50,2,1088,2,54,540,9531,2,13,11,1,2,62,122,1,1,07,1,64,13,03,05,08,029,09,2,,,,2,2,,452,20,13,13,1,1,,1,,1,114,88,,1,,0,2
50WN00505,50,1,1090,2,53,530,8987,2,13,08,1,3,62,122,1,4,08,1,86,11,04,04,05,037,08,,,,,2,3,,602,20,,13,1,1,,1,,1,136,126,,1,,0,3
50WN00506,50,1,1091,2,36,360,8448,2,13,22,3,4,62,122,1,7,07,3,79,15,06,05,07,034,07,1,,,,1,2,,574,20,20,13,3,3,,1,,1,111,90,,3,10,0,4
50WN00507,50,2,1093,2,46,460,5783,2,13,04,3,7,62,122,1,3,06,1,70,11,03,05,06,029,05,0,,,,1,1,,498,20,05,13,3,3,,1,,1,122,92,,1,,0,5
50WN00508,50,2,1095,2,54,540,9043,2,13,22,1,3,62,122,1,1,07,1,55,13,03,07,10,029,07,3,,,,1,2,,377,20,22,13,1,1,,1,,1,111,90,,1,,0,3
50WN00509,50,2,1096,2,42,420,9238,2,13,20,1,2,62,122,1,3,09,1,65,12,03,06,06,030,06,2,,,,1,2,,456,20,00,13,1,1,,1,,1,118,94,,1,,0,2
50WN00510,50,2,1097,2,39,390,8160,2,13,00,1,4,62,122,1,4,06,1,84,08,03,04,05,030,06,2,,,,3,3,,584,20,29,13,1,1,,1,,1,146,128,2,1,,0,4
50WN00511,50,2,1098,2,44,440,7903,2,13,10,1,4,62,122,1,5,07,4,71,12,03,05,05,035,05,3,,,,2,2,,490,20,11,13,1,1,,1,,1,119,112,,3,34,0,4
