UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,CLPG1,CLPG2,CLPG3,DNA,INBRL,ADGBV,ADGACC,MADGBV,MADGACC,FLBVB,FLBVR,SAGE,STUDY
02WN00996,102642258,02,K2258,64,2,68,06,09,5,1,1,2.0,2,2,2,91,219,128,10,14.4,79,106,0.716,100,1,1,,,7,G,.,e.5,4TEATS,K1553,64,K1516,64,68,1,,,1,1,106,1.72,102.2,1,120,,,0,0,,,0.079,,,,,,,,
02WN00997,102642259,02,K2259,64,3,00,05,53,9,3,2,5.0,5,4,1,91,217,126,11,11.2,59,77,0.522,74,1,1,,,0,H,.,WF,,K1288,64,K9279,63,00,3,93,261,8,6,0,1.79,106.2,3,96,,,2,2,4,CC,0.058,,,,,,,,
02WN00998,102642260,02,K2260,64,3,00,05,53,9,3,2,5.0,5,4,1,91,217,126,15,13.3,62,77,0.506,74,1,1,,,0,H,.,WF,,K1288,64,K9279,63,00,3,93,261,8,4,0,1.79,106.2,3,99,,,1,1,2,CC,0.058,,,,,,,,
02WN00999,102642262,02,K2262,64,2,68,06,01,5,1,1,5.0,5,4,2,91,219,128,10,13.2,96,123,0.858,116,1,1,,,7,G,.,e.5,ENTR,K0943,64,K9285,63,68,1,,,1,1,125,1.57,131.1,1,126,,,0,0,,,0.023,,,,,,,,
02WN01000,102642263,02,K2263,64,3,68,06,06,5,1,1,2.0,2,2,2,91,219,128,3,13.8,95,118,0.814,111,1,1,,,7,G,.,WF,HAIRY,K0714,64,K1127,64,68,3,93,261,1,1,113,1.72,104.7,3,127,,,0,0,,,0.021,,,,,,,,
02WN01001,102642264,02,K2264,64,2,68,06,01,5,1,1,2.0,2,2,2,91,219,128,10,12.9,61,78,0.509,74,1,1,,,7,G,.,WF,"THIN, ENTR",K0943,64,K1260,64,68,3,93,261,1,1,88,1.72,115.8,3,92,,,0,0,,,0.019,,,,,,,,
02WN01002,102642265,02,K2265,64,2,68,06,04,3,4,2,4.0,4,4,2,91,219,128,3,10.0,70,96,0.672,91,1,1,,,7,G,.,e.6,,K1450,64,K0431,64,60,1,,,8,5,98,2.08,101.7,1,102,,,0,0,,,0.018,,,,,,,,
02WN01003,102642266,02,K2266,64,2,68,06,04,3,4,2,4.0,4,4,2,91,219,128,8,8.8,72,94,0.666,89,1,1,,,7,G,.,e.5,,K1450,64,K0431,64,60,1,,,8,5,97,2.08,101.7,1,101,,,0,0,,,0.018,,,,,,,,
02WN01004,102642269,02,K2269,64,2,00,08,53,8,2,2,3.0,3,3,2,91,219,128,9,9.1,64,85,0.593,80,1,1,,,0,H,.,WF,,K1288,64,R0582,11,12,3,93,261,5,6,0,1.97,118.1,3,97,,,3,3,6,CN,0.001,,,,,,,,
02WN01005,102642270,02,K2270,64,3,00,08,53,8,2,2,3.0,3,3,2,91,219,128,9,12.0,67,83,0.555,79,1,2,,,0,H,.,WF,,K1288,64,R0582,11,12,3,93,261,5,4,0,1.97,118.1,3,95,,,3,4,7,CN,0.001,,,,,,,,
02WN01006,102642271,02,K2271,64,3,68,06,08,5,1,1,2.0,2,2,2,91,219,128,3,9.6,78,101,0.714,95,1,1,,,7,G,.,WF,,K1403,64,K1302,64,68,3,93,261,1,1,105,1.72,122.7,3,114,,,0,0,,,0.021,,,,,,,,
02WN01007,102642272,02,K2272,64,3,00,05,54,5,1,1,6.0,6,4,2,91,219,128,9,13.0,93,119,0.828,112,1,1,,,0,H,.,WF,,K1137,64,K8989,63,00,3,93,261,1,1,0,1.67,105.7,3,128,,,1,1,2,CC,0.034,,,,,,,,
02WN01008,102642274,02,K2274,64,1,68,06,05,9,3,2,4.0,4,4,2,91,219,128,4,10.2,56,85,0.584,80,1,1,,,7,G,.,,,K0905,64,K0252,64,60,3,93,252,8,5,93,1.95,136.8,3,93,,,0,0,,,0.068,,,,,,,,
02WN01009,102642275,02,K2275,64,1,68,06,05,9,3,2,4.0,4,4,2,91,219,128,3,10.5,68,91,0.629,86,1,1,,,7,G,.,,,K0905,64,K0252,64,60,3,93,252,8,5,98,1.95,136.8,3,105,,,0,0,,,0.068,,,,,,,,
02WN01010,102642276,02,K2276,64,2,68,06,09,8,2,2,6.0,6,4,2,91,219,128,1,10.6,69,94,0.652,89,1,1,,,7,G,.,e.6,,K1553,64,K8526,63,62,1,,,5,5,102,1.87,123.0,1,106,,,0,0,,,0.02,,,,,,,,
02WN01011,102642277,02,K2277,64,2,68,06,09,8,2,2,6.0,6,4,2,91,219,128,1,10.6,69,99,0.691,93,1,1,,,7,G,.,e.5,,K1553,64,K8526,63,62,1,,,5,5,105,1.87,123.0,1,106,,,0,0,,,0.02,,,,,,,,
02WN01012,102642278,02,K2278,64,3,68,06,02,7,2,1,2.0,2,2,2,92,219,127,14,12.3,75,96,0.659,91,1,1,,,7,G,.,WF,,K1196,64,01142,00,68,3,93,261,3,2,96,1.72,100.1,3,105,,,0,0,,,0.03,,,,,,,,
02WN01013,102642279,02,K2279,64,2,68,06,03,8,2,2,3.0,3,3,2,92,219,127,3,10.0,70,92,0.646,87,1,1,,,7,G,.,e.6,ENTR,K0649,64,K0711,64,68,1,,,5,6,103,1.72,133.1,1,102,,,0,0,,,0.017,,,,,,,,
02WN01014,102642280,02,K2280,64,3,68,06,03,8,2,2,3.0,3,3,2,92,219,127,4,11.8,71,88,0.6,84,1,1,,,7,G,.,WF,NOTCHED,K0649,64,K0711,64,68,3,93,261,5,4,99,1.72,133.1,3,109,,,0,0,,,0.017,,,,,,,,
02WN01015,102642281,02,K2281,64,2,68,06,09,8,2,2,4.0,4,4,2,92,219,127,6,10.3,66,91,0.635,87,1,1,,,7,G,.,e.5,,K1553,64,K0520,64,62,1,,,5,5,95,1.7,101.5,1,105,,,0,0,,,0.023,,,,,,,,
02WN01016,102642282,02,K2282,64,3,68,06,09,8,2,2,4.0,4,4,2,92,219,127,10,11.8,75,99,0.687,94,1,1,,,7,G,.,WF,,K1553,64,K0520,64,62,3,93,261,5,5,99,1.7,101.5,3,114,,,0,0,,,0.023,,,,,,,,
02WN01017,102642283,02,K2283,64,3,00,05,52,9,3,2,2.0,2,2,2,92,219,127,15,10.7,78,109,0.774,104,1,1,,,0,H,.,WF,,K0150,64,K1114,64,00,3,93,261,8,5,0,1.89,118.8,3,125,,,1,1,2,CC,0.035,,,,,,,,
02WN01018,102642284,02,K2284,64,3,00,05,52,9,3,2,2.0,2,2,2,92,219,127,13,10.2,54,71,0.479,68,1,1,,,0,H,.,WF,,K0150,64,K1114,64,00,3,93,261,8,5,0,1.89,118.8,3,91,,,1,1,2,CC,0.035,,,,,,,,
02WN01019,102642287,02,K2287,64,1,68,06,05,8,2,2,2.0,2,2,2,92,219,127,3,9.6,62,83,0.578,79,1,1,,,7,G,.,,BUSH,K0905,64,K1051,64,68,3,93,252,5,5,87,1.89,114.9,3,91,,,0,0,,,0.071,,,,,,,,
02WN01020,102642288,02,K2288,64,1,68,06,05,8,2,2,2.0,2,2,2,92,219,127,8,8.5,59,80,0.563,76,1,1,,,7,G,.,,COARSE,K0905,64,K1051,64,68,3,93,252,5,5,85,1.89,114.9,3,90,,,0,0,,,0.071,,,,,,,,
02WN01021,102642289,02,K2289,64,2,68,06,04,8,2,2,2.0,2,2,2,92,219,127,5,11.0,56,69,0.457,66,1,1,,,7,G,.,WF,BUSH,K1450,64,K1062,64,68,3,93,261,5,5,87,1.89,137.1,3,80,,,0,0,,,0.033,,,,,,,,
02WN01022,102642290,02,K2290,64,1,68,06,04,8,2,2,2.0,2,2,2,92,219,127,15,12.3,69,92,0.628,88,1,1,,,7,G,.,,,K1450,64,K1062,64,68,3,93,252,5,5,99,1.89,137.1,3,94,,,0,0,,,0.033,,,,,,,,
02WN01023,102642291,02,K2291,64,1,00,05,53,5,1,1,6.0,6,4,2,92,219,127,11,16.7,96,126,0.861,120,1,1,,,0,H,.,,NICE,K1288,64,K8570,63,00,3,93,252,1,1,0,1.37,94.4,3,130,,,3,3,6,CN,0.062,,,,,,,,
02WN01024,102642292,02,K2292,64,2,00,08,51,8,2,2,3.0,3,3,2,92,219,127,7,10.4,54,73,0.493,70,1,1,,,0,H,.,WF,HAIRY,K0269,64,R0255,11,12,3,93,261,5,5,0,1.68,104.2,3,80,,,1,1,2,??,0.0,,,,,,,,
02WN01025,102642293,02,K2293,64,2,00,08,51,8,2,2,3.0,3,3,2,92,219,127,3,10.5,62,88,0.61,84,1,1,,,0,H,.,WF,,K0269,64,R0255,11,12,3,93,261,5,5,0,1.68,104.2,3,96,,,2,3,5,CN,0.0,,,,,,,,
02WN01026,102642294,02,K2294,64,2,68,06,09,8,2,2,2.0,2,2,2,92,219,127,8,8.2,54,70,0.487,67,1,1,,,7,G,.,WF,,K1553,64,K1483,64,68,3,93,261,5,6,86,1.89,131.3,3,84,,,0,0,,,0.02,,,,,,,,
02WN01027,102642295,02,K2295,64,3,68,06,09,8,2,2,2.0,2,2,2,92,219,127,3,9.7,49,70,0.475,67,1,1,,,7,G,.,WF,,K1553,64,K1483,64,68,3,93,261,5,4,85,1.89,131.3,3,83,,,0,0,,,0.02,,,,,,,,
02WN01028,102642296,02,K2296,64,1,00,05,53,8,2,2,3.0,3,3,2,92,219,127,6,12.6,77,104,0.72,99,1,1,,,0,H,.,,NICE,K1288,64,K0772,64,00,3,93,252,5,5,0,1.72,116.0,3,107,,,1,1,2,CC,0.048,,,,,,,,
02WN01029,102642297,02,K2297,64,2,00,05,53,8,2,2,3.0,3,3,2,92,219,127,8,12.8,75,106,0.734,101,1,1,,,0,H,mcf,e.7,NICE,K1288,64,K0772,64,00,1,,,5,5,0,1.72,116.0,1,118,,,2,1,3,CC,0.048,,,,,,,,
02WN01030,102642300,02,K2300,64,2,68,06,04,8,2,2,4.0,4,4,2,92,219,127,14,10.5,74,92,0.642,88,1,1,,,7,G,.,e.5,4TEATS,K1450,64,K0366,64,60,1,,,5,6,103,1.7,131.6,1,108,,,0,0,,,0.014,,,,,,,,
02WN01031,102642301,02,K2301,64,1,68,06,04,8,2,2,4.0,4,4,2,92,219,127,10,12.6,76,103,0.712,98,1,1,,,7,G,.,,4TEATS,K1450,64,K0366,64,60,1,,,5,4,105,1.7,131.6,1,110,,,0,0,,,0.014,,,,,,,,ADG
02WN01032,102642302,02,K2302,64,3,68,06,01,8,2,2,2.0,2,2,2,92,219,127,13,8.4,60,75,0.524,71,1,1,,,7,G,.,WF,,K0943,64,00097,00,68,3,93,261,5,7,89,1.89,136.6,3,87,,,0,0,,,0.02,,,,,,,,
02WN01033,102642303,02,K2303,64,2,68,06,01,8,2,2,2.0,2,2,2,92,219,127,10,11.9,65,88,0.599,84,1,1,,,7,G, 17,,,K0943,64,00097,00,68,2,92,262,5,3,101,1.89,136.6,2,96,108,,0,0,,,0.02,,,,,,,,
02WN01034,102642304,02,K2304,64,1,68,06,07,5,1,1,7.0,7,5,2,92,219,127,1,15.2,94,128,0.888,122,1,1,,,7,G,.,,NICE,K1195,64,K8347,63,61,1,,,1,1,120,1.74,118.8,1,129,,,0,0,,,0.035,,,,,,,,ADG
02WN01035,102642305,02,K2305,64,1,00,05,51,8,2,2,3.0,3,3,2,92,219,127,5,12.3,59,89,0.604,85,1,1,3,,0,H,.,,H3,K0269,64,K0878,64,00,3,93,252,5,5,0,1.87,136.1,3,95,,,2,1,3,CC,0.027,,,,,,,,
02WN01036,102642306,02,K2306,64,2,00,05,51,8,2,2,3.0,3,3,2,92,219,127,14,11.4,72,92,0.635,88,1,1,,,0,H,mcf,e.5,NICE,K0269,64,K0878,64,00,1,,,5,5,0,1.87,136.1,1,99,,,1,1,2,CC,0.027,,,,,,,,
02WN01037,102642307,02,K2307,64,2,00,05,51,5,1,1,2.0,2,2,2,92,219,127,11,14.0,83,110,0.756,105,1,1,,,0,H,mcf,,4TEATS,K0269,64,K1056,64,00,M,92,283,1,1,0,1.72,127.6,M,104,,,1,1,2,CC,0.027,,,,,,,,
02WN01038,102642308,02,K2308,64,3,00,08,52,8,2,2,3.0,3,3,2,92,219,127,13,11.2,74,100,0.699,95,1,1,,,0,H,.,WF,,K0150,64,R0484,11,11,3,93,261,5,5,0,1.97,120.9,3,114,,,3,3,6,CN,0.0,,,,,,,,
02WN01039,102642309,02,K2309,64,3,00,08,52,8,2,2,3.0,3,3,2,92,219,127,4,10.0,56,79,0.543,75,1,1,,,0,H,.,WF,,K0150,64,R0484,11,11,3,93,261,5,5,0,1.97,120.9,3,89,,,1,1,2,??,0.0,,,,,,,,
02WN01040,102642310,02,K2310,64,1,68,06,07,8,2,2,5.0,5,4,2,93,219,126,16,9.8,39,55,0.359,53,1,1,5,,7,G,.,,H5 X,K1195,64,K9475,63,68,3,93,252,5,5,67,1.68,111.2,3,60,,,0,0,,,0.05,,,,,,,,
02WN01041,102642311,02,K2311,64,1,68,06,07,8,2,2,5.0,5,4,2,93,219,126,16,9.3,41,56,0.371,54,1,1,,,7,G,.,,,K1195,64,K9475,63,68,3,93,252,5,5,67,1.68,111.2,3,63,,,0,0,,,0.05,,,,,,,,
02WN01042,102642312,02,K2312,64,2,00,05,53,8,2,1,2.0,2,2,2,93,219,126,4,10.7,74,99,0.701,95,1,1,,,0,H,.,WF,ENTR,K1288,64,K1410,64,00,3,93,261,3,2,0,1.72,101.0,3,109,,,3,2,5,??,0.1,,,,,,,,
02WN01043,102642314,02,K2314,64,2,00,05,54,5,1,1,3.0,3,3,2,93,219,126,10,7.4,68,86,0.624,82,1,1,,,0,H,.,WF,SHORT,K1137,64,K0911,64,00,3,93,261,1,1,0,1.58,102.5,3,96,,,1,1,2,CC,0.069,,,,,,,,
02WN01044,102642315,02,K2315,64,3,00,05,52,5,1,1,6.0,6,4,2,93,219,126,17,13.8,84,115,0.803,110,1,1,,,0,H,.,WF,,K0150,64,K9003,63,00,3,93,261,1,1,0,1.27,82.3,3,123,,,3,3,6,CN,0.019,,,,,,,,
02WN01045,102642316,02,K2316,64,2,68,06,02,5,1,1,4.0,4,4,2,93,219,126,8,11.1,74,98,0.69,94,1,1,,,7,G,.,e.7,,K1196,64,K0377,64,62,1,,,1,1,100,1.58,99.3,1,110,,,0,0,,,0.024,,,,,,,,
02WN01046,102642317,02,K2317,64,1,00,05,52,8,2,2,5.0,5,4,2,93,219,126,2,15.4,80,110,0.751,105,1,1,,,0,H,.,,NICE,K0150,64,K9602,63,00,1,,,5,5,0,1.79,143.3,1,115,,,1,1,2,CC,0.031,,,,,,,,CLPG
02WN01047,102642318,02,K2318,64,1,00,05,52,8,2,2,5.0,5,4,2,93,219,126,2,13.7,68,95,0.645,91,1,1,,,0,H,.,,NICE,K0150,64,K9602,63,00,1,,,5,5,0,1.79,143.3,1,98,,,1,1,2,CC,0.031,,,,,,,,CLPG
02WN01048,102642322,02,K2322,64,2,68,06,01,8,2,2,4.0,4,4,2,93,219,126,17,9.9,60,84,0.588,80,1,1,,,7,G, 19,,,K0943,64,K0180,64,60,2,92,262,5,7,99,1.83,140.9,2,93,98,,0,0,,,0.02,,,,,,,,
02WN01049,102642323,02,K2323,64,1,68,06,01,8,2,2,4.0,4,4,2,93,219,126,5,13.6,68,102,0.702,98,1,1,,,7,G,.,,,K0943,64,K0180,64,60,1,,,5,3,108,1.83,140.9,1,104,,,0,0,,,0.02,,,,,,,,ADG
02WN01050,102642324,02,K2324,64,3,00,08,53,8,2,2,3.0,3,3,2,93,219,126,6,16.4,75,95,0.624,91,1,1,,,0,H,.,WF,NICE,K1288,64,R0739,11,13,3,93,261,5,5,0,1.54,109.1,3,115,,,4,3,7,CN,0.001,,,,,,,,
02WN01051,102642325,02,K2325,64,3,00,08,53,8,2,2,3.0,3,3,2,93,219,126,14,14.1,72,99,0.674,95,1,1,,,0,H,.,WF,HAIRY,K1288,64,R0739,11,13,3,93,261,5,5,0,1.54,109.1,3,103,,,4,4,8,CN,0.001,,,,,,,,
02WN01052,102642326,02,K2326,64,2,68,06,02,5,1,1,2.0,2,2,2,93,219,126,11,14.2,72,93,0.625,89,1,1,,,7,G,.,e.5,,K1196,64,K1275,64,68,1,,,1,1,102,1.72,122.0,1,103,,,0,0,,,0.031,,,,,,,,
02WN01053,102642327,02,K2327,64,1,68,06,04,9,3,2,3.0,3,3,2,93,219,126,5,12.3,72,95,0.656,91,1,1,,,7,G,.,,COARSE,K1450,64,K0712,64,68,3,93,252,8,4,105,2.15,152.3,3,93,,,0,0,,,0.016,,,,,,,,
02WN01054,102642328,02,K2328,64,1,68,06,04,9,3,2,3.0,3,3,2,93,219,126,8,10.3,66,93,0.656,89,1,1,,,7,G,.,,,K1450,64,K0712,64,68,3,93,252,8,6,104,2.15,152.3,3,97,,,0,0,,,0.016,,,,,,,,
02WN01055,102642329,02,K2329,64,3,68,06,04,9,3,1,3.0,3,3,1,93,217,124,15,8.5,72,101,0.746,98,1,1,,,7,G,.,WF,,K1450,64,K0712,64,68,3,93,261,7,2,114,2.15,152.3,3,116,,,0,0,,,0.016,,,,,,,,
02WN01056,102642330,02,K2330,64,3,00,08,51,8,2,2,3.0,3,3,2,93,219,126,17,11.5,63,84,0.575,81,1,1,,,0,H,.,WF,,K0269,64,R0137,11,11,3,93,261,5,5,0,1.82,114.2,3,91,,,3,3,6,CN,0.0,,,,,,,,
02WN01057,102642331,02,K2331,64,2,00,08,51,8,2,2,3.0,3,3,2,93,219,126,17,10.7,59,81,0.558,78,1,1,,,0,H,.,WF,,K0269,64,R0137,11,11,3,93,261,5,5,0,1.82,114.2,3,93,,,1,1,2,??,0.0,,,,,,,,
02WN01058,102642332,02,K2332,64,2,68,06,06,8,2,2,7.0,7,5,2,93,219,126,9,13.0,54,76,0.5,73,1,1,,,7,G,.,WF,BUSH,K0714,64,K7784,63,60,3,93,261,5,5,92,2.01,136.7,3,84,,,0,0,,,0.04,,,,,,,,
02WN01059,102642333,02,K2333,64,2,68,06,06,8,2,2,7.0,7,5,2,93,219,126,1,14.0,72,91,0.611,87,1,1,,,7,G,.,e.6,,K0714,64,K7784,63,60,1,,,5,5,104,2.01,136.7,1,103,,,0,0,,,0.04,,,,,,,,
02WN01060,102642334,02,K2334,64,2,68,06,01,5,1,1,6.0,6,4,H,93,221,128,1,9.2,0,70,0.475,66,1,1,,,7,G,XXX,WF,"BLIND,L.EYE",K0943,64,K8735,63,62,3,93,273,1,1,83,1.87,121.3,3,69,,,0,0,,,0.018,,,,,,,,
02WN01061,102642335,02,K2335,64,2,68,06,02,8,2,2,4.0,4,4,2,93,219,126,14,11.1,74,98,0.69,94,1,1,,,7,G,.,e.7,,K1196,64,K0405,64,61,1,,,5,6,109,1.83,134.9,1,111,,,0,0,,,0.024,,,,,,,,
02WN01062,102642336,02,K2336,64,3,68,06,02,8,2,2,4.0,4,4,2,93,219,126,13,13.3,73,97,0.664,93,1,1,,,7,G,.,WF,ENTR,K1196,64,K0405,64,61,3,93,261,5,4,106,1.83,134.9,3,109,,,0,0,,,0.024,,,,,,,,
02WN01063,102642337,02,K2337,64,2,68,06,05,5,1,1,2.0,2,2,2,93,219,126,4,13.5,85,110,0.766,105,1,1,,2,7,G,.,e.6,F2,K0905,64,K1225,64,68,1,,,1,1,116,1.72,127.4,1,120,,,0,0,,,0.028,,,,,,,,
02WN01064,102642338,02,K2338,64,3,00,05,51,5,1,1,2.0,2,2,2,93,219,126,7,13.4,93,123,0.87,118,1,1,,,0,H,.,WF,,K0269,64,K1416,64,00,3,93,261,1,1,0,1.72,106.3,3,136,,,1,2,3,CC,0.042,,,,,,,,
02WN01065,102642339,02,K2339,64,3,00,05,52,5,1,1,6.0,6,4,2,93,219,126,1,15.6,82,98,0.654,94,1,1,,,0,H,.,WF,TIED NAVEL,K0150,64,K9141,63,00,3,93,261,1,1,0,1.57,109.9,3,104,,,3,3,6,CN,0.083,,,,,,,,
02WN01066,102642340,02,K2340,64,2,68,06,01,8,2,2,6.0,6,4,2,93,219,126,17,13.2,85,103,0.713,99,1,1,,,7,G,.,e.5,NICE,K0943,64,K8517,63,60,1,,,5,5,114,1.67,140.4,1,121,,,0,0,,,0.017,,,,,,,,
02WN01067,102642341,02,K2341,64,2,68,06,01,8,2,2,6.0,6,4,2,93,219,126,10,12.7,81,105,0.733,101,1,1,,,7,G,.,e.7,NICE,K0943,64,K8517,63,60,1,,,5,5,116,1.67,140.4,1,115,,,0,0,,,0.017,,,,,,,,
02WN01068,102642342,02,K2342,64,3,00,05,54,9,3,2,4.0,4,4,2,93,219,126,6,10.7,82,109,0.78,104,1,1,,,0,H,.,WF,,K1137,64,K0471,64,00,3,93,261,8,5,0,2.2,118.9,3,121,,,1,1,2,CC,0.053,,,,,,,,
02WN01069,102642343,02,K2343,64,2,00,05,54,9,3,2,4.0,4,4,2,93,219,126,7,9.5,76,99,0.71,95,1,1,,,0,H,mcf,,,K1137,64,K0471,64,00,M,92,283,8,5,0,2.2,118.9,M,113,,,1,1,2,CC,0.053,,,,,,,,
02WN01070,102642344,02,K2344,64,2,68,06,07,8,2,2,3.0,3,3,2,94,219,125,4,10.9,68,93,0.657,90,1,1,,,7,G,.,,COARSE,K1195,64,K0713,64,68,Z,93,259,5,4,107,1.87,139.7,Z,100,103,,0,0,,,0.041,,,,,,,,
02WN01071,102642345,02,K2345,64,3,68,06,07,8,2,2,3.0,3,3,2,94,219,125,10,9.2,60,79,0.558,76,1,1,,,7,G,.,WF,,K1195,64,K0713,64,68,3,93,261,5,6,94,1.87,139.7,3,96,,,0,0,,,0.041,,,,,,,,
02WN01072,102642346,02,K2346,64,2,00,05,51,8,2,2,2.0,2,2,2,94,219,125,12,12.3,69,93,0.646,90,1,1,,,0,H,.,WF,4TEATS,K0269,64,K1327,64,00,3,93,261,5,5,0,1.89,119.5,3,110,,,2,2,4,CC,0.096,,,,,,,,
02WN01073,102642347,02,K2347,64,3,00,05,51,8,2,2,2.0,2,2,2,94,219,125,3,13.0,61,88,0.6,85,1,1,,,0,H,.,WF,,K0269,64,K1327,64,00,3,93,261,5,5,0,1.89,119.5,3,97,,,1,1,2,CC,0.096,,,,,,,,
02WN01074,102642348,02,K2348,64,1,68,06,01,5,1,1,3.0,3,3,2,94,219,125,3,13.6,87,114,0.803,110,1,1,,,7,G,.,,NICE,K0943,64,91042,09,68,1,,,1,1,107,1.44,99.8,1,121,,,0,0,,,0.017,,,,,,,,ADG
02WN01075,102642349,02,K2349,64,1,00,05,52,5,1,1,2.0,2,2,2,94,219,125,16,14.7,86,112,0.778,108,1,1,,,0,H,.,,CHUNKY,K0150,64,K1325,64,00,3,93,252,1,1,0,1.89,112.9,3,124,,,2,3,5,CN,0.066,,,,,,,,
02WN01076,102642350,02,K2350,64,2,00,08,52,8,2,2,3.0,3,3,2,94,219,125,7,10.2,68,95,0.678,92,1,1,,,0,H,.,WF,,K0150,64,S9998,10,11,3,93,261,5,5,0,1.67,98.6,3,104,,,3,3,6,CN,0.0,,,,,,,,
02WN01077,102642351,02,K2351,64,2,00,08,52,8,2,2,3.0,3,3,2,94,219,125,14,11.7,75,102,0.722,98,1,1,,,0,H,.,WF,,K0150,64,S9998,10,11,3,93,261,5,5,0,1.67,98.6,3,108,,,3,3,6,CN,0.0,,,,,,,,
02WN01078,102642352,02,K2352,64,3,68,06,06,8,2,2,2.0,2,2,2,94,219,125,5,9.6,55,76,0.531,73,1,1,,,7,G,.,WF,"BLK.DOT,NECK",K0714,64,K1052,64,68,3,93,261,5,5,91,1.89,136.6,3,90,,,0,0,,,0.054,,,,,,,,
02WN01079,102642353,02,K2353,64,2,68,06,06,8,2,2,2.0,2,2,2,94,219,125,6,9.6,72,97,0.699,94,1,1,,,7,G,.,e.7,,K0714,64,K1052,64,68,1,,,5,5,109,1.89,136.6,1,110,,,0,0,,,0.054,,,,,,,,
02WN01080,102642354,02,K2354,64,1,68,06,06,8,2,2,2.0,2,2,2,94,219,125,3,10.1,75,93,0.663,90,1,2,,,7,G,.,,,K0714,64,K1115,64,68,3,93,252,5,5,102,2.06,141.2,3,100,,,0,0,,,0.022,,,,,,,,
02WN01081,102642355,02,K2355,64,2,68,06,06,8,2,2,2.0,2,2,2,94,219,125,3,9.4,64,88,0.629,85,1,1,,,7,G,.,e.6,,K0714,64,K1115,64,68,1,,,5,5,103,2.06,141.2,1,95,,,0,0,,,0.022,,,,,,,,
02WN01082,102642356,02,K2356,64,3,00,05,54,8,2,2,4.0,4,4,2,94,219,125,11,10.3,62,79,0.55,76,1,1,,,0,H,.,WF,PINK,K1137,64,K0448,64,00,3,93,261,5,5,0,1.83,129.0,3,87,,,2,2,4,CC,0.033,,,,,,,,
02WN01083,102642357,02,K2357,64,2,00,05,54,8,2,2,4.0,4,4,2,94,219,125,4,12.0,75,98,0.688,95,1,1,,,0,H,mcf,,,K1137,64,K0448,64,00,M,92,283,5,5,0,1.83,129.0,M,107,,,1,1,2,CC,0.033,,,,,,,,
02WN01084,102642358,02,K2358,64,2,68,06,01,5,1,1,2.0,2,2,2,94,219,125,3,11.5,85,110,0.788,106,1,1,,,7,G,.,e.5,SPECKLED,K0943,64,00670,00,68,1,,,1,1,117,1.72,127.6,1,121,,,0,0,,,0.03,,,,,,,,
02WN01085,102642359,02,K2359,64,2,00,05,54,8,2,1,6.0,6,4,2,94,219,125,6,12.0,82,94,0.656,91,1,1,,,0,H,.,WF,BELL LAMB,K1137,64,K8623,63,00,3,93,261,3,2,0,1.67,117.3,3,100,,,2,3,5,CN,0.032,,,,,,,,
02WN01086,102642361,02,K2361,64,2,00,05,52,5,1,1,2.0,2,2,2,94,219,125,15,10.9,83,110,0.793,106,1,1,,,0,H,mcf,,4TEATS,K0150,64,K1503,64,00,M,92,283,1,1,0,1.72,103.6,M,123,,,1,1,2,CC,0.082,,,,,,,,
02WN01087,102642362,02,K2362,64,2,00,05,53,5,1,1,2.0,2,2,2,94,219,125,4,15.2,93,118,0.822,114,1,1,,,0,H,mcf,,4TEATS,K1288,64,K1344,64,00,M,92,283,1,1,0,1.72,105.4,M,127,,,1,1,2,CC,0.043,,,,,,,,
02WN01088,102642363,02,K2363,64,1,68,06,08,8,2,2,2.0,2,2,2,94,219,125,9,12.4,58,78,0.525,75,1,1,,,7,G,.,,,K1403,64,K1444,64,68,3,93,252,5,5,84,1.89,116.5,3,83,,,0,0,,,0.028,,,,,,,,
02WN01089,102642364,02,K2364,64,2,68,06,08,8,2,2,2.0,2,2,2,94,219,125,2,12.4,70,90,0.621,87,1,1,,,7,G,.,e.7,,K1403,64,K1444,64,68,1,,,5,5,99,1.89,116.5,1,100,,,0,0,,,0.028,,,,,,,,
02WN01090,102642365,02,K2365,64,2,00,05,e10,5,1,1,1.0,1,1,2,94,219,125,10,11.7,66,78,0.53,75,1,1,,,7,H,.,WF,NICE,K1098,64,K1657,64,68,3,93,261,1,1,0,1.81,119.8,3,94,,,1,1,2,??,0.003,,,,,,,,
02WN01091,102642366,02,K2366,64,2,68,06,01,5,1,1,2.0,2,2,2,94,219,125,3,13.3,79,97,0.67,94,1,1,,,7,G,.,e.7,,K0943,64,K1217,64,68,1,,,1,1,100,1.72,100.8,1,108,,,0,0,,,0.033,,,,,,,,
02WN01092,102642367,02,K2367,64,1,68,06,01,8,2,2,2.0,2,2,2,94,219,125,3,10.2,60,85,0.598,82,1,1,,,7,G,.,,,K0943,64,K1305,64,68,3,93,252,5,6,96,2.06,140.5,3,87,,,0,0,,,0.027,,,,,,,,
