UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,STM,JAW,WNWT,F,N,T,C,L,TIME,SIDE,THIGH,THSCO,C4950,DB2,LBRD,SIRE,SBRD,ADG,ADG6061,DINBR,LNDAM,TM,ADG67,DISP,IDX,BRWT,ABN,CJAW,CADAM,TBRE,CTBR,TRT,BAND
63WN02878,63,2,3616,8,81,479,9029,8,80,,5,5,56,116,1,3,,1,77,10,03,09,08,044,6,2,2,1,,0,81,5250,14,567,56,,61,4,7,,151,112,,4,4,5,2,4,3
63WN02879,63,2,3617,8,81,358,9236,8,80,,5,5,55,115,1,3,,1,72,11,03,09,08,043,18,2,3,2,,0,81,6165,14,532,53,,61,4,2,,143,108,,4,4,5,2,4,3
63WN02880,63,3,3618,8,81,358,9236,8,80,,5,5,55,115,1,1,,1,65,13,03,10,10,039,6,2,2,1,,0,81,6165,14,470,47,,61,4,0,3,129,110,,4,4,5,2,4,3
63WN02881,63,2,3619,8,81,238,9661,8,80,,1,4,55,115,1,1,,1,86,14,05,08,08,044,2,2,2,1,,0,81,5669,11,633,63,,61,4,3,,111,132,,4,4,1,1,6,3
63WN02882,63,2,3623,8,81,399,9686,8,80,,3,4,58,118,1,1,,1,83,10,03,08,08,041,3,2,2,1,,0,81,6084,14,624,62,,61,4,4,,137,94,,4,4,3,3,6,3
63WN02883,63,3,3626,8,81,358,9425,8,80,,3,5,52,112,2,1,,1,68,08,03,10,09,043,2,2,2,1,,0,81,6165,14,529,52,,61,4,9,3,142,88,,4,4,3,3,5,3
63WN02884,63,2,3629,8,81,748,9002,8,80,,3,5,52,112,1,1,,2,70,10,03,07,07,049,19,2,3,2,,0,81,0769,18,548,54,,61,4,8,,144,86,,5,4,3,3,4,3
63WN02885,63,3,3630,8,81,238,9265,8,80,,1,5,51,111,1,1,,1,78,16,05,08,07,034,1,2,2,1,,0,81,5669,11,600,60,,61,4,0,3,99,114,,4,4,1,1,4,3
63WN02886,63,3,3633,8,81,518,9025,8,80,,5,5,51,111,1,1,,1,55,15,03,10,10,037,17,2,2,1,,0,81,6137,14,411,41,,61,4,1,3,111,94,,4,4,5,2,4,3
63WN02887,63,2,3634,8,81,518,9025,8,80,,5,5,51,111,2,1,,1,53,15,03,08,11,039,21,2,3,2,,0,81,6137,14,405,40,,61,4,5,,112,80,,4,4,5,2,4,3
63WN02888,63,2,3635,8,81,269,9624,8,80,,5,4,54,114,1,1,,1,63,09,03,07,10,038,1,2,2,1,,0,81,5743,14,475,47,,61,4,5,,131,88,,4,4,5,2,6,3
63WN02889,63,2,3636,8,81,269,9624,8,80,,5,4,50,110,1,1,,1,64,09,03,08,08,048,6,2,3,2,,0,81,5743,14,504,50,,61,4,4,,136,86,,4,4,5,2,6,3
63WN02890,63,2,3637,8,81,328,9471,8,80,,5,4,50,110,1,1,,1,64,07,03,10,11,038,21,2,2,1,,0,81,5658,11,491,49,,61,4,1,,152,100,,4,4,5,2,5,3
63WN02891,63,3,3638,8,81,328,9471,8,80,,5,4,50,110,1,1,,2,63,11,03,09,09,041,18,2,2,1,,0,81,5658,11,464,46,,61,4,4,3,129,120,,5,4,5,2,5,3
63WN02892,63,2,3639,8,81,449,9403,8,80,,1,5,50,110,1,1,,1,71,09,03,09,09,044,19,2,2,1,,0,81,6023,14,555,55,,61,4,5,,138,100,,4,4,1,1,5,3
63WN02893,63,3,3642,8,81,449,9646,8,80,,5,5,54,114,1,1,,2,70,10,03,08,09,042,2,2,3,2,,0,81,6023,14,518,51,,61,4,8,3,135,110,,5,4,5,2,6,3
63WN02894,63,2,3643,8,81,449,9646,8,80,,5,5,50,110,1,1,,2,54,09,03,10,12,042,20,2,2,1,,0,81,6023,14,389,38,,61,4,9,,136,112,,5,4,5,2,6,3
63WN02895,63,2,3644,8,81,328,9302,8,80,,5,5,49,109,1,1,,1,70,09,03,08,08,049,10,2,3,2,,0,81,5658,11,556,55,,61,4,6,,146,94,,4,4,5,2,5,3
63WN02896,63,2,3645,8,81,328,9302,8,80,,5,5,49,109,1,1,,1,69,10,03,10,09,043,6,2,2,1,,0,81,5658,11,543,54,,61,4,3,,138,98,,4,4,5,2,5,3
63WN02897,63,2,3646,8,62,578,9705,8,80,,1,4,48,108,1,1,,2,80,09,07,08,07,044,15,2,2,1,,0,81,5380,11,639,63,,61,5,9,2,126,110,,5,4,1,1,6,3
63WN02898,63,3,3647,8,81,469,9254,8,80,,1,5,48,108,1,4,,1,82,14,04,08,08,037,1,2,2,1,,0,81,5851,14,630,63,,61,4,0,3,122,140,,4,4,1,1,4,3
63WN02899,63,3,3650,8,81,229,9724,8,80,,5,4,47,107,1,1,,1,75,12,04,09,09,046,12,2,3,2,,0,81,5877,14,594,59,,61,4,4,,134,114,,4,4,5,2,6,3
63WN02900,63,3,3651,8,81,229,9724,8,80,,5,4,47,107,1,1,,1,72,09,03,09,09,043,10,2,2,1,,0,81,5877,14,564,56,,61,4,4,3,148,116,,4,4,5,2,6,3
63WN02901,63,2,3652,8,81,258,9161,8,80,,5,5,47,107,1,1,,1,66,10,03,09,09,043,6,2,2,1,,0,81,6430,14,540,54,,61,4,0,,146,82,,4,4,5,2,4,3
63WN02902,63,3,3653,8,81,258,9161,8,80,,5,5,47,107,1,2,,1,57,14,04,10,12,034,19,2,2,1,,0,81,6430,14,454,45,,61,4,4,3,120,84,,4,4,5,2,4,3
63WN02903,63,3,3654,8,81,359,9033,8,80,,1,5,72,132,1,1,,2,104,12,03,06,05,051,6,2,3,2,,0,81,5967,14,705,70,,61,4,5,3,151,110,,5,4,1,1,4,3
63WN02904,63,2,3655,8,81,258,9335,8,80,,1,5,46,106,1,1,,1,71,13,03,09,09,047,7,2,3,2,,0,81,6430,14,564,56,,61,4,4,,119,112,,4,4,1,1,5,3
63WN02905,63,3,3656,8,81,808,9384,8,80,,5,5,45,105,1,3,,1,70,09,03,08,09,041,20,2,3,2,,0,81,0855,18,571,57,,61,4,1,3,148,100,,4,4,5,2,5,3
63WN02906,63,3,3657,8,81,808,9384,8,80,,5,5,45,105,1,1,,1,68,09,03,10,09,040,18,2,2,1,,0,81,0855,18,558,55,,61,4,8,3,145,94,,4,4,5,2,5,3
63WN02907,63,3,3658,8,81,519,9094,8,80,,1,5,45,105,1,3,,6,83,09,11,07,07,042,1,2,2,1,,0,81,5848,14,695,69,,61,4,5,3,124,100,,7,4,1,1,4,3
63WN02908,63,3,3659,8,62,618,9318,8,80,,1,4,40,100,1,1,,3,95,07,04,05,06,051,3,3,4,2,,0,81,5265,14,814,81,,61,5,4,3,167,136,,3,4,1,1,5,3
63WN02909,63,2,0702,9,,096,2538,6,61,,5,5,94,154,5,1,,2,83,11,03,04,07,063,1,5,5,1,,1,90,,,466,46,,70,8,6,,126,112,,5,4,5,2,,5
63WN02910,63,3,0704,9,,026,9452,8,80,,5,5,94,154,5,1,,1,94,05,03,05,07,051,1,4,4,1,,0,90,,,549,54,,61,8,9,3,176,94,,4,4,5,2,,5
63WN02911,63,2,0705,9,,026,9452,8,80,,5,5,94,154,5,1,,1,79,04,03,06,06,055,1,4,5,2,,0,90,,,456,45,,61,8,6,,171,88,,4,4,5,2,,5
63WN02912,63,2,0706,9,,026,9333,8,80,,1,5,94,154,5,1,,1,99,06,03,05,05,050,1,3,3,1,,0,90,,,577,57,,61,8,7,,162,102,,4,4,1,1,,5
63WN02913,63,2,0707,9,,086,9274,8,80,,5,5,92,152,5,1,,3,79,09,03,05,07,061,1,4,5,2,,0,90,,,446,44,,61,8,6,,159,112,,3,4,5,2,,5
63WN02914,63,3,0708,9,,086,9274,8,80,,5,5,92,152,5,1,,3,83,09,03,04,09,052,1,5,6,2,,0,90,,,491,49,,61,8,1,3,160,84,,3,4,5,2,,5
63WN02915,63,2,0709,9,,096,9276,8,80,,1,5,92,152,5,1,,4,100,12,03,05,08,052,1,5,5,1,,0,90,,,564,56,,61,8,4,,152,142,,6,4,1,1,,5
63WN02916,63,3,0710,9,,026,2676,4,41,,5,5,92,152,5,1,,1,85,05,03,05,07,052,1,3,4,2,,1,90,,,491,49,,73,8,1,3,168,104,,4,4,5,2,,5
63WN02917,63,3,0711,9,,026,2676,4,41,,5,5,92,152,5,1,,2,83,08,03,06,07,058,1,4,4,1,,1,90,,,471,47,,73,8,1,3,156,114,,5,4,5,2,,5
63WN02918,63,3,0712,9,,126,9438,8,80,,1,5,91,151,1,1,,1,77,09,03,07,09,064,1,5,6,2,,0,90,,,433,43,,61,8,3,3,142,116,,4,4,1,1,,5
63WN02919,63,3,0713,9,,096,1598,6,61,,3,6,91,151,5,1,,2,110,13,03,04,07,059,1,3,4,2,,1,90,,,645,64,,70,8,5,3,140,126,,5,4,3,3,,5
63WN02920,63,2,0714,9,,096,1598,6,61,,4,6,91,151,5,1,,2,88,10,03,05,07,059,1,4,4,1,,1,90,,,509,50,,70,8,9,,121,112,,5,4,3,3,,5
63WN02921,63,3,0715,9,,076,9273,8,80,,5,5,90,150,5,1,,2,76,12,03,08,10,046,1,3,4,2,,0,90,,,432,43,,61,8,2,3,138,112,,5,4,5,2,,5
63WN02922,63,3,0716,9,,076,9273,8,80,,5,5,90,150,5,1,,1,72,13,03,06,08,048,1,4,4,1,,0,90,,,413,41,,61,8,3,3,124,100,,4,4,5,2,,5
63WN02923,63,3,0717,9,,046,4851,6,61,,3,2,90,150,1,1,,2,62,08,03,09,13,049,1,3,4,2,,1,90,,,336,33,,70,8,6,3,108,116,,5,2,3,3,,5
63WN02924,63,2,0718,9,,046,4851,6,61,,4,2,90,150,1,1,,2,88,09,03,07,09,059,1,4,5,2,,1,90,,,515,51,,70,8,5,,137,108,,5,2,3,3,,5
63WN02925,63,3,0720,9,,116,1952,6,61,,3,6,90,150,1,1,,4,78,09,03,06,08,083,1,5,8,4,,1,90,,,449,44,34,10,8,9,3,139,106,,6,4,3,3,,5
63WN02926,63,3,0721,9,,126,2314,6,61,,3,5,90,150,4,1,,1,91,09,03,06,06,057,1,5,5,1,,1,90,,,548,54,28,01,8,8,3,122,88,,4,4,3,3,,5
63WN02927,63,3,0723,9,,076,9682,4,40,,5,8,90,150,5,1,,1,66,10,03,07,08,053,1,4,4,1,,0,90,,,367,36,14,14,8,7,3,132,110,,4,5,5,2,,5
63WN02928,63,3,0724,9,,076,9682,4,40,,5,8,90,150,5,1,,2,70,11,03,06,09,060,1,4,4,1,,0,90,,,407,40,14,14,8,7,3,139,90,,5,5,5,2,,5
63WN02929,63,3,0725,9,,096,1867,4,41,,1,6,90,150,5,1,,2,104,11,04,03,05,059,1,4,5,2,,1,90,,,615,61,,73,8,5,3,141,118,,5,4,1,1,,5
63WN02930,63,3,0726,9,,076,4843,6,61,,1,2,90,150,5,1,,2,90,09,03,06,06,049,1,4,4,1,,1,90,,,533,53,,70,8,3,3,116,100,,5,2,1,1,,5
63WN02931,63,3,0727,9,,126,2942,4,41,,1,5,89,149,2,1,,1,94,06,04,06,07,060,1,4,5,2,,1,90,,,542,54,,70,8,2,3,163,132,,4,4,1,1,,5
63WN02932,63,2,0728,9,,106,3701,4,41,,1,4,89,149,1,1,,4,86,08,03,05,05,057,1,3,3,1,,1,90,,,501,50,19,10,8,1,,146,114,,6,4,1,1,,5
63WN02933,63,2,0729,9,,026,9748,1,17,,5,4,89,149,5,1,,1,97,07,03,06,07,046,1,4,5,2,,7,90,,,568,56,,70,8,8,,178,124,,4,4,5,2,,5
63WN02934,63,3,0730,9,,026,9748,1,17,,5,4,89,149,5,1,,1,93,05,03,06,08,045,1,3,4,2,,7,90,,,549,54,,70,8,9,3,184,112,,4,4,5,2,,5
63WN02935,63,3,0731,9,,036,1464,6,61,,5,7,89,149,5,1,,4,78,03,03,05,08,060,1,4,5,2,,1,90,,,460,46,,77,8,0,3,125,94,,6,5,5,2,,5
63WN02936,63,2,0732,9,,036,1464,6,61,,5,7,89,149,5,1,,4,70,04,03,06,09,057,1,4,5,2,,1,90,,,401,40,,77,8,1,,123,102,,6,5,5,2,,5
63WN02937,63,2,0733,9,,086,3111,6,61,,1,4,89,149,5,1,,2,102,07,04,05,05,049,1,4,4,1,,1,90,,,597,59,,70,8,7,,121,130,,5,4,1,1,,5
63WN02938,63,2,0734,9,,086,9405,8,80,,2,5,89,149,5,1,,1,87,07,04,06,07,045,1,4,4,1,,0,90,,,544,54,,61,8,4,,146,60,,4,4,1,1,,5
63WN02939,63,2,0735,9,,086,1329,4,41,,1,6,89,149,5,1,,1,91,08,03,05,06,058,1,3,4,2,,1,90,,,533,53,,65,8,3,,155,116,,4,4,1,1,,5
63WN02940,63,3,0736,9,,096,6109,4,41,,1,2,89,149,5,1,,2,92,09,03,04,06,050,1,3,4,2,,1,90,,,529,52,28,16,8,9,3,146,132,,5,2,1,1,,5
63WN02941,63,2,0737,9,,026,4525,6,61,,1,2,89,149,5,1,,1,88,07,03,04,05,058,1,5,7,3,,1,90,,,532,53,,70,8,2,,120,88,,4,2,1,1,,5
63WN02942,63,2,0738,9,,086,1936,6,61,,5,6,89,149,5,1,,1,82,09,03,06,07,052,1,3,4,2,,1,90,,,470,47,,70,8,0,,131,120,,4,4,5,2,,5
63WN02943,63,2,0739,9,,086,1936,6,61,,5,6,89,149,5,1,,2,81,08,03,06,07,047,1,4,4,1,,1,90,,,475,47,,70,8,5,,120,102,,5,4,5,2,,5
63WN02944,63,2,0740,9,,056,0784,1,18,,1,2,89,149,1,3,,1,81,09,04,09,09,049,1,3,4,2,,8,90,,,486,48,,70,8,6,,152,86,,4,2,1,1,,5
63WN02945,63,2,0741,9,00,000,4546,6,61,,3,2,89,149,5,1,,1,76,09,03,07,07,048,1,3,4,2,,1,90,,,455,45,27,04,0,5,,137,82,,4,2,3,3,,5
63WN02946,63,3,0742,9,00,000,4546,6,61,,4,2,89,149,5,1,,3,88,09,03,04,07,052,1,4,4,1,,1,90,,,541,54,27,04,0,1,3,126,74,,3,2,3,3,,5
63WN02947,63,3,0743,9,,076,3222,4,41,,4,5,89,149,5,2,,4,79,09,03,06,06,063,1,4,4,1,,1,90,,,463,46,29,09,8,3,3,137,100,,6,4,3,3,,5
63WN02948,63,3,0744,9,,076,3222,4,41,,4,5,89,149,5,1,,2,86,09,03,06,06,048,1,4,4,1,,1,90,,,501,50,29,09,8,1,3,134,114,,5,4,3,3,,5
63WN02949,63,3,0747,9,,126,9322,8,80,,5,5,88,148,1,1,,1,72,08,03,07,09,062,1,5,5,1,,0,90,,,428,42,,61,8,8,3,155,86,,4,4,5,2,,5
63WN02950,63,2,0748,9,,126,9322,8,80,,5,5,88,148,2,1,,1,55,08,03,08,11,042,1,3,3,1,,0,90,,,308,30,,61,8,8,,134,94,,4,4,5,2,,5
63WN02951,63,2,0749,9,,056,4745,6,61,,1,2,88,148,1,1,,1,80,09,03,06,08,050,1,4,4,1,,1,90,,,478,47,,70,8,8,,116,93,,4,2,1,1,,5
63WN02952,63,2,0750,9,,106,2526,6,61,,5,5,88,148,1,1,,1,75,09,03,07,11,053,1,4,5,2,,1,90,,,435,43,,70,8,5,,126,106,,4,4,5,2,,5
63WN02953,63,3,0751,9,,106,2526,6,61,,5,5,88,148,1,1,,2,82,09,03,07,08,058,1,4,5,2,,1,90,,,484,48,,70,8,4,3,129,103,,5,4,5,2,,5
63WN02954,63,2,0752,9,,056,0176,1,18,,1,3,88,148,1,1,,1,91,07,03,08,07,050,1,3,4,2,,8,90,,,536,53,,70,8,6,,169,116,,4,3,1,1,,5
63WN02955,63,2,0753,9,,016,5876,1,14,,1,2,88,148,5,1,,1,90,07,03,06,06,055,1,3,3,1,,4,90,,,526,52,24,44,8,6,,177,122,,4,2,1,1,,5
63WN02956,63,2,0755,9,,046,1590,4,41,,3,6,88,148,1,1,,2,94,08,03,06,06,060,1,4,6,3,,1,90,,,560,56,12,15,8,0,,161,111,,5,4,3,3,,5
63WN02957,63,2,0756,9,,096,9594,4,40,,1,8,88,148,5,1,,1,94,11,03,04,04,055,1,4,4,1,,0,90,,,546,54,,73,8,6,,139,132,,4,5,1,1,,5
63WN02958,63,2,0757,9,,046,3871,6,61,,1,3,88,148,1,1,,1,77,08,03,07,09,051,1,3,4,2,,1,90,,,446,44,29,01,8,6,,127,110,,4,3,1,1,,5
63WN02959,63,2,0758,9,,016,0715,4,41,,3,7,88,148,5,1,,2,86,03,04,07,09,049,1,3,4,2,,1,90,,,495,49,04,15,8,5,,179,128,,5,5,3,3,,5
63WN02960,63,2,0760,9,,096,9407,8,80,,1,5,88,148,5,1,,1,91,09,04,05,06,057,1,4,4,1,,0,90,,,531,53,,61,8,1,,146,124,,4,4,1,1,,5
63WN02961,63,2,0761,9,,076,0922,1,18,,1,2,88,148,5,1,,1,82,09,03,05,07,048,1,3,3,1,,8,90,,,478,47,,70,8,8,,150,112,,4,2,1,1,,5
63WN02962,63,2,0762,9,,026,9947,1,17,,5,4,88,148,5,1,,1,88,06,03,06,07,046,1,2,3,2,,7,90,,,519,51,,70,8,9,,174,112,,4,4,5,2,,5
63WN02963,63,2,0763,9,,026,9947,1,17,,5,4,88,148,5,1,,1,79,05,03,07,08,050,1,3,4,2,,7,90,,,469,46,,70,8,9,,176,96,,4,4,5,2,,5
63WN02964,63,3,0764,9,,036,2967,6,61,,5,4,88,148,5,1,,4,89,03,03,04,06,063,1,5,7,3,,1,90,,,514,51,,69,8,4,3,128,130,,6,4,5,2,,5
63WN02965,63,3,0765,9,,036,2967,6,61,,5,4,88,148,5,1,,2,91,03,03,07,08,054,1,3,4,2,,1,90,,,542,54,,69,8,2,3,139,108,,5,4,5,2,,5
63WN02966,63,3,0766,9,,126,1088,6,61,,5,7,88,148,1,1,,1,74,09,03,06,08,064,1,5,6,2,,1,90,,,427,42,,70,8,7,3,123,108,,4,5,5,2,,5
63WN02967,63,2,0767,9,,126,1088,6,61,,5,7,88,148,1,1,,2,63,09,03,07,10,065,1,5,6,2,,1,90,,,372,37,,70,8,2,,123,80,,5,5,5,2,,5
63WN02968,63,2,0768,9,,096,0470,6,61,,5,8,88,148,5,1,,2,74,09,03,06,07,060,1,4,5,2,,1,90,,,427,42,19,04,8,7,,136,108,,5,5,5,2,,5
63WN02969,63,2,0769,9,,096,0470,6,61,,5,8,88,148,5,1,,2,50,10,03,09,12,043,1,3,4,2,,1,90,,,270,27,19,04,8,0,,111,100,,5,5,5,2,,5
63WN02970,63,2,0770,9,,086,9457,4,40,,5,8,88,148,5,1,,2,65,10,03,06,09,052,1,4,5,2,,0,90,,,376,37,24,14,8,6,,139,94,,5,5,5,2,,5
63WN02971,63,3,0771,9,,086,9457,4,40,,5,8,88,148,5,1,,5,74,09,03,06,08,050,1,4,4,1,,0,90,,,428,42,24,14,8,8,3,144,106,,2,5,5,2,,5
63WN02972,63,3,0772,9,,126,4498,4,41,,5,4,87,147,1,1,,2,99,07,03,05,07,061,1,4,5,2,,1,90,,,604,60,13,12,8,4,3,180,102,,5,4,5,2,,5
63WN02973,63,3,0773,9,,126,4498,4,41,,5,4,87,147,1,1,,2,89,08,03,06,09,054,1,4,4,1,,1,90,,,522,52,13,12,8,2,3,166,122,,5,4,5,2,,5
63WN02974,63,2,0774,9,,046,9343,8,80,,5,5,87,147,1,1,,1,89,09,03,06,07,052,1,4,4,1,,0,90,,,524,52,,61,8,4,,160,120,,4,4,5,2,,5
63WN02975,63,3,0775,9,,046,9343,8,80,,5,5,87,147,2,1,,1,96,09,03,07,08,046,1,3,3,1,,0,90,,,565,56,,61,8,5,3,160,130,,4,4,5,2,,5
63WN02976,63,3,0777,9,,086,4770,4,41,,3,3,87,147,5,1,,2,104,09,03,04,06,048,1,3,3,1,,1,90,,,645,64,,70,8,5,3,155,92,,5,3,3,3,,5
63WN02977,63,2,0779,9,,116,1576,4,41,,3,6,80,140,1,1,,1,88,09,03,07,06,068,24,5,6,2,,1,90,,,543,54,,73,8,3,,158,120,,4,4,3,3,,1
63WN02978,63,2,0780,9,,016,3043,4,41,,5,5,87,147,5,1,,4,76,06,03,05,07,056,1,3,4,2,,1,90,,,439,43,,73,8,9,,164,114,,6,4,5,2,,5
63WN02979,63,2,0781,9,,016,3043,4,41,,5,5,87,147,5,1,,2,89,08,03,06,07,052,1,4,5,2,,1,90,,,531,53,,73,8,1,,165,110,,5,4,5,2,,5
63WN02980,63,2,0782,9,,046,1168,4,41,,5,7,80,140,1,1,,1,84,09,03,08,07,052,23,4,4,1,,1,90,,,530,53,,73,8,0,,160,98,,4,5,5,2,,1
63WN02981,63,2,0783,9,,046,1168,4,41,,5,7,80,140,1,1,,2,96,08,03,07,07,058,11,4,5,2,,1,90,,,614,61,,73,8,4,,180,100,,5,5,5,2,,1
63WN02982,63,3,0784,9,,016,9449,8,80,,5,5,87,147,5,1,,2,95,07,04,08,08,046,1,3,4,2,,0,90,,,565,56,,61,8,5,3,166,120,,5,4,5,2,,5
63WN02983,63,2,0785,9,,016,9449,8,80,,5,5,87,147,5,1,,2,77,05,03,07,08,048,1,4,5,2,,0,90,,,465,46,,61,8,5,,168,86,,5,4,5,2,,5
63WN02984,63,2,0786,9,,056,5020,4,41,,1,3,87,147,1,1,,1,89,08,03,08,08,045,1,3,4,2,,1,90,,,525,52,21,17,8,5,,151,118,,4,3,1,1,,5
63WN02985,63,3,0787,9,,026,2874,6,61,,1,4,87,147,5,1,,4,97,04,03,04,06,053,1,4,5,2,,1,90,,,584,58,,70,8,4,3,114,112,,6,4,1,1,,5
63WN02986,63,3,0788,9,,016,2157,6,61,,1,5,87,147,5,1,,2,102,03,03,04,06,063,1,4,5,2,,1,90,,,599,59,27,05,8,9,3,139,140,,5,4,1,1,,5
63WN02987,63,2,0789,9,,076,1818,6,61,,3,6,87,147,5,1,,2,84,09,03,03,04,068,1,5,7,3,,1,90,,,506,50,,70,8,6,,116,96,,5,4,3,3,,5
63WN02988,63,2,0790,9,,096,3123,6,61,,3,4,87,147,5,1,,1,69,08,03,07,10,050,1,4,4,1,,1,90,,,399,39,,70,8,9,,102,104,,4,4,3,3,,5
63WN02989,63,3,0792,9,,106,9392,8,80,,5,5,87,147,1,1,,1,93,09,03,07,06,049,1,3,3,1,,0,90,,,554,55,,61,8,4,,154,115,,4,4,5,2,,7
63WN02990,63,2,0793,9,,106,9392,8,80,,5,5,87,147,1,1,,1,90,08,03,06,07,048,1,2,3,2,,0,90,,,539,53,,61,8,9,2,163,108,,4,4,5,2,,7
63WN02991,63,3,0794,9,,076,9529,1,17,,5,5,87,147,5,1,,2,68,09,03,07,09,049,1,2,3,2,,7,90,,,387,38,,70,8,7,3,145,111,,5,4,5,2,,5
63WN02992,63,3,0795,9,,076,9529,1,17,,5,5,87,147,5,1,,1,84,09,03,06,07,046,1,3,4,2,,7,90,,,496,49,,70,8,6,3,154,111,,4,4,5,2,,5
63WN02993,63,2,0797,9,,106,8883,1,17,,3,6,86,146,1,1,,2,84,09,03,05,05,057,1,4,4,1,,7,90,,,490,49,,70,8,0,,153,124,,5,4,3,3,,5
63WN02994,63,2,0798,9,,106,8883,1,17,,4,6,86,146,1,1,,1,65,09,03,10,11,053,1,3,3,1,,7,90,,,377,37,,70,8,7,,148,100,,4,4,3,3,,5
63WN02995,63,2,0800,9,,106,1720,4,41,,3,6,86,146,2,1,,2,101,06,03,06,06,053,1,3,3,1,,1,90,,,599,59,,73,8,9,,175,135,,5,4,3,3,,5
63WN02996,63,2,0801,9,,106,9416,8,80,,3,5,86,146,2,1,,1,78,05,03,07,08,054,1,4,5,2,,0,90,,,466,46,,61,8,6,,163,99,,4,4,3,3,,5
63WN02997,63,2,0803,9,,116,8976,1,17,,5,6,86,146,1,1,,2,62,09,03,08,10,062,1,5,5,1,,7,90,,,352,35,,70,8,2,,154,106,,5,4,5,2,,5
63WN02998,63,2,0804,9,,116,8976,1,17,,5,6,86,146,1,1,,2,80,09,03,06,09,055,1,3,4,2,,7,90,,,470,47,,70,8,0,,164,114,,5,4,5,2,,5
63WN02999,63,2,0805,9,,116,2193,6,61,,5,5,86,146,1,1,,2,69,09,03,06,09,070,1,5,7,3,,1,90,,,409,40,,70,8,9,,129,93,,5,4,5,2,,5
63WN03000,63,2,0806,9,,116,2193,6,61,,5,5,86,146,1,1,,2,76,07,03,05,07,065,1,5,7,3,,1,90,,,452,45,,70,8,2,,127,100,,5,4,5,2,,5
63WN03001,63,2,0807,9,,026,9312,8,80,,1,4,86,146,5,1,,2,113,06,03,04,05,063,1,5,6,2,,0,90,,,682,68,,61,8,2,,189,134,,5,4,1,1,,5
63WN03002,63,2,0809,9,,076,2785,6,61,,3,4,86,146,5,1,,2,87,09,03,05,06,057,1,4,7,4,,1,90,,,521,52,,70,8,1,,120,110,,5,4,3,3,,5
63WN03003,63,2,0810,9,,026,2593,6,61,,5,5,86,146,5,1,,2,98,05,03,03,07,062,1,5,5,1,,1,90,,,604,60,21,02,8,4,,150,98,,5,4,5,2,,5
63WN03004,63,3,0811,9,,026,2593,6,61,,5,5,86,146,5,3,,2,85,06,03,06,10,049,1,4,5,2,,1,90,,,525,52,21,02,8,5,3,131,84,,5,4,5,2,,5
63WN03005,63,3,0812,9,,066,3693,4,41,,5,4,86,146,1,1,,6,76,09,03,10,09,047,1,3,4,2,,1,90,,,437,43,,73,8,7,3,144,122,,7,4,5,2,,5
63WN03006,63,3,0813,9,,066,3693,4,41,,5,4,86,146,1,1,,2,82,09,03,09,08,039,1,2,3,2,,1,90,,,490,49,,73,8,0,3,142,104,,5,4,5,2,,5
63WN03007,63,2,0814,9,,126,2973,6,61,,5,4,86,146,1,1,,2,67,07,03,06,09,055,1,3,4,2,,1,90,,,400,40,,70,8,0,,122,86,,5,4,5,2,,5
63WN03008,63,2,0815,9,,126,2973,6,61,,5,4,86,146,3,1,,2,60,08,03,06,10,067,1,5,9,5,,1,90,,,348,34,,70,8,8,,118,92,,5,4,5,2,,5
63WN03009,63,3,0816,9,,086,8293,1,17,,1,8,86,146,5,1,,1,85,10,03,08,08,052,1,2,3,2,,7,90,,,484,48,,70,8,4,3,151,144,,4,5,1,1,,5
63WN03010,63,3,0817,9,,126,5241,1,11,,1,4,86,146,1,1,,4,83,09,03,07,07,059,1,4,4,1,,1,90,,,493,49,23,32,8,3,3,159,110,,6,4,1,1,,5
63WN03011,63,2,0818,9,,036,5119,6,61,,1,2,86,146,5,1,,2,87,03,03,06,08,056,1,4,4,1,,1,90,,,520,52,26,10,8,0,,139,111,,5,2,1,1,,5
63WN03012,63,3,0819,9,,036,5830,4,41,,1,2,86,146,5,1,,2,101,03,03,05,06,050,1,2,3,2,,1,90,,,595,59,,70,8,5,3,188,141,,5,2,1,1,,5
63WN03013,63,3,0820,9,,066,0385,1,18,,3,3,86,146,1,1,,2,93,09,03,08,09,043,1,3,4,2,,8,90,,,556,55,,70,8,6,3,165,118,,5,3,3,3,,5
63WN03014,63,2,0821,9,,066,0385,1,18,,4,3,81,141,1,1,,1,41,09,03,10,13,042,1,2,3,2,,8,90,,,226,22,,70,8,6,,128,91,,4,3,3,3,,4
63WN03015,63,2,0822,9,,056,9380,8,80,,1,5,79,139,1,1,,1,113,07,03,07,06,055,1,4,4,1,,0,90,,,712,71,,61,8,2,,181,141,,4,4,1,1,,1
63WN03016,63,3,0824,9,,056,4305,4,41,,3,4,85,145,1,1,,2,114,09,03,05,05,058,1,4,5,2,,1,90,,,701,70,,73,8,1,3,169,124,,5,4,3,3,,5
63WN03017,63,2,0826,9,,066,0632,1,18,,1,2,85,145,1,1,,1,87,09,05,08,08,045,1,2,2,1,,8,90,,,532,53,,70,8,2,,150,98,,4,2,1,1,,5
63WN03018,63,3,0827,9,,046,3249,6,61,,3,4,85,145,1,1,,1,99,07,03,05,06,061,1,4,5,2,,1,90,,,607,60,24,04,8,7,3,138,110,,4,4,3,3,,5
