UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT
93WN00387, 93636868,93,K6868,63,1,00,05,338,9,3,2,5.0,5,4,2,109,217,108,2,10.6,68,83,0.67,91,1,1,,,0,H,,,033800,00,K3660,63,68,1,,0,8,4,0,1.6,115.4,1,86,0
93WN00388, 93636869,93,K6869,63,1,00,05,338,9,3,2,5.0,5,4,2,109,217,108,2,8.4,65,91,0.765,100,1,1,,,0,H,,,033800,00,K3660,63,68,E,93,237,8,6,0,1.6,115.4,E,0,0
93WN00389, 93636870,93,K6870,63,2,00,05,338,9,3,1,5.0,5,4,3,109,195,86,1,8.8,25,67,0.677,90,1,1,,,0,H,35A,,033800,00,K3660,63,68,1,,0,7,2,0,1.6,115.4,,96,0
93WN00390, 93636871,93,K6871,63,1,62,06,873,8,2,2,5.0,5,4,2,109,217,108,9,11.1,56,76,0.601,83,1,1,,,0,C,,,562463,63,K3259,63,62,3,93,242,5,5,88,1.6,108.3,3,77,0
93WN00391, 93636872,93,K6872,63,1,62,06,873,8,2,2,5.0,5,4,2,109,217,108,2,9.7,50,74,0.595,81,1,1,,,0,C,,,562463,63,K3259,63,62,3,93,242,5,5,87,1.6,108.3,3,88,0
93WN00392, 93636873,93,K6873,63,1,00,05,751,8,2,2,3.0,3,3,2,109,217,108,7,12.5,68,96,0.773,105,1,1,,,0,H,,,075100,00,K4456,63,68,E,93,237,5,5,0,1.69,140.0,E,0,0
93WN00393, 93636874,93,K6874,63,1,00,05,751,8,2,2,3.0,3,3,2,109,217,108,11,14.1,77,102,0.814,112,1,1,,,0,H,,,075100,00,K4456,63,68,3,93,228,5,5,0,1.69,140.0,3,0,0
93WN00394, 93636875,93,K6875,63,1,62,06,903,8,2,2,5.0,5,4,2,109,217,108,5,11.6,65,83,0.661,91,1,1,,,0,C,,X EPI,551163,63,K3403,63,62,3,93,291,5,4,99,1.71,127.9,1,96,0
93WN00395, 93636876,93,K6876,63,1,62,06,903,8,2,2,5.0,5,4,2,109,217,108,10,9.5,61,87,0.718,96,1,1,,,0,C,,,551163,63,K3403,63,62,1,,0,5,6,103,1.71,127.9,1,92,0
93WN00396, 93636877,93,K6877,63,2,60,06,602,9,3,2,4.0,4,4,2,109,217,108,2,9.0,58,74,0.602,81,1,1,,,0,M,G.2,,560863,63,K4039,63,60,1,,0,8,5,103,1.81,125.4,1,88,0
93WN00397, 93636879,93,K6879,63,2,60,06,602,9,3,2,4.0,4,4,2,109,217,108,6,8.5,58,80,0.662,88,1,1,,,0,M,G.1,,560863,63,K4039,63,60,1,,0,8,5,107,1.81,125.4,1,90,0
93WN00398, 93636880,93,K6880,63,3,60,06,601,5,1,1,7.0,7,5,2,109,217,108,11,12.1,87,115,0.953,126,1,1,,,0,M,,ENTR,520563,63,K2313,63,60,3,93,292,1,1,129,1.54,108.6,3,134,0
93WN00399, 93636881,93,K6881,63,2,60,06,604,8,2,2,2.0,2,2,2,109,217,108,10,8.8,56,73,0.594,80,1,1,,,0,M,G.2,4TEATS,531763,63,K5399,63,60,1,,0,5,5,95,1.56,110.1,1,87,0
93WN00400, 93636882,93,K6882,63,2,60,06,604,8,2,2,2.0,2,2,2,109,217,108,4,9.6,54,78,0.633,86,1,1,,,0,M,G.1,4TEATS,531763,63,K5399,63,60,1,,0,5,5,99,1.56,110.1,1,98,0
93WN00401, 93636883,93,K6883,63,1,60,06,602,8,2,2,3.0,3,3,2,110,217,107,9,12.1,62,88,0.709,97,1,1,,,0,M,,,560863,63,K4907,63,60,1,,0,5,5,99,1.41,109.9,1,86,0
93WN00402, 93636884,93,K6884,63,1,60,06,602,8,2,2,3.0,3,3,2,110,217,107,9,11.2,67,96,0.793,106,1,1,,,0,M,,,560863,63,K4907,63,60,1,,0,5,5,105,1.41,109.9,1,106,0
93WN00403, 93636885,93,K6885,63,1,60,06,604,5,1,1,6.0,6,4,2,110,217,107,4,15.2,81,114,0.923,126,1,1,,,0,M,,,531763,63,K2470,63,60,1,,0,1,1,121,1.45,116.2,1,113,0
93WN00404, 93636886,93,K6886,63,2,60,06,603,5,1,1,2.0,2,2,2,110,217,107,10,15.2,78,100,0.793,110,1,1,,,0,M,G.2,,574963,63,K5741,63,60,1,,0,1,1,107,1.4,97.2,1,112,0
93WN00405, 93636887,93,K6887,63,1,60,06,603,5,1,1,2.0,2,2,2,110,217,107,4,11.5,79,109,0.911,121,1,1,,,0,M,,,574963,63,K5211,63,60,1,,0,1,1,118,1.56,118.9,1,118,0
93WN00406, 93636888,93,K6888,63,2,62,06,873,9,3,2,3.0,3,3,2,110,217,107,9,11.0,54,74,0.589,82,1,1,,,0,C,G.1,4TEATS,562463,63,K5084,63,62,1,,0,8,5,104,1.69,126.5,1,90,0
93WN00407, 93636889,93,K6889,63,1,62,06,873,9,3,2,3.0,3,3,2,110,217,107,13,11.3,69,99,0.82,110,1,1,,,0,C,,,562463,63,K5084,63,62,1,,0,8,5,112,1.69,126.5,1,112,0
93WN00408, 93636890,93,K6890,63,2,62,06,873,9,3,1,3.0,3,3,2,110,217,107,4,13.0,77,99,0.804,109,1,1,,,0,C,G.2,4TEATS,562463,63,K5084,63,62,1,,0,7,2,119,1.69,126.5,1,117,0
93WN00409, 93636891,93,K6891,63,2,62,06,893,8,2,1,7.0,7,5,2,110,217,107,3,12.0,46,59,0.439,65,1,3,,,0,C,G.1,,567563,63,K2196,63,62,1,,0,3,2,84,1.72,104.2,1,71,0
93WN00410, 93636894,93,K6894,63,1,TT,57,R-0,9,3,1,5.0,5,4,2,110,217,107,3,7.0,48,58,0.477,64,1,1,,,2,c,,Ktag WRONG,000010,10,X7290,80,55,3,93,242,7,2,88,2.11,132.2,3,66,0
93WN00411, 93636896,93,K6896,63,2,62,06,913,8,2,2,3.0,3,3,2,110,217,107,6,11.9,56,77,0.608,85,1,1,,,0,C,G.2,,544763,63,K5110,63,62,1,,0,5,3,99,1.55,112.8,1,92,0
93WN00412, 93636897,93,K6897,63,2,62,06,913,8,2,2,3.0,3,3,2,110,217,107,7,7.2,55,74,0.624,82,1,1,,,0,C,G.1,4TEATS,544763,63,K5110,63,62,1,,0,5,7,98,1.55,112.8,1,80,0
93WN00413, 93636898,93,K6898,63,1,60,06,602,8,2,2,3.0,3,3,2,110,217,107,4,9.8,54,77,0.628,85,1,1,,,0,M,,,560863,63,K4770,63,60,3,93,242,5,5,92,1.55,116.9,3,84,0
93WN00414, 93636899,93,K6899,63,1,60,06,602,8,2,1,3.0,3,3,2,110,217,107,12,11.8,70,95,0.778,105,1,1,,,0,M,,,560863,63,K4770,63,60,1,,0,3,2,106,1.55,116.9,1,110,0
93WN00415, 93636900,93,K6900,63,2,60,06,602,5,1,1,2.0,2,2,2,110,217,107,4,8.8,67,92,0.778,102,1,1,,,0,M,G.2,ENTR,560863,63,K5252,63,60,1,,0,1,1,110,1.73,114.9,1,110,0
93WN00416, 93636902,93,K6902,63,1,00,05,338,9,3,1,7.0,7,5,2,110,217,107,4,14.0,68,85,0.664,94,1,1,,,0,H,,,033800,00,K1997,63,68,E,93,237,7,2,0,1.72,113.2,E,0,0
93WN00417, 93636903,93,K6903,63,1,00,05,338,9,3,1,7.0,7,5,3,110,195,85,1,9.8,34,71,0.72,96,1,1,,,0,H,33,WITH COSPP!,033800,00,K1997,63,68,3,93,292,7,2,0,1.72,113.2,3,95,0
93WN00418, 93636904,93,K6904,63,2,60,06,604,5,1,1,7.0,7,5,2,110,217,107,4,13.2,73,96,0.774,106,1,1,,,0,M,G.1,,531763,63,K1919,63,60,1,,0,1,1,110,1.45,109.0,1,112,0
93WN00419, 93636905,93,K6905,63,1,62,06,883,5,1,1,3.0,3,3,2,110,217,107,2,15.1,88,107,0.859,118,1,1,,,0,C,,X 1 CRYPT,563263,63,K4928,63,62,3,93,291,1,1,116,1.55,118.4,1,116,0
93WN00420, 93636906,93,K6906,63,2,62,06,853,8,2,2,2.0,2,2,2,110,217,107,1,8.0,51,73,0.607,81,1,1,,,0,C,G.2,,558163,63,K5508,63,62,1,,0,5,5,95,1.56,107.1,1,84,0
93WN00421, 93636907,93,K6907,63,1,62,06,853,8,2,2,2.0,2,2,2,110,217,107,2,9.1,48,65,0.522,72,1,1,,,0,C,,,558163,63,K5508,63,62,3,93,242,5,5,80,1.56,107.1,3,77,0
93WN00422, 93636908,93,K6908,63,2,TT,57,R-0,9,3,2,6.0,6,4,2,110,217,107,2,7.9,50,59,0.478,65,1,1,,,2,c, 19,4TEATS,000010,10,X4878,80,55,2,92,266,8,5,97,2.06,144.3,2,74,81
93WN00423, 93636909,93,K6909,63,1,TT,57,R-0,9,3,2,6.0,6,4,2,110,217,107,10,7.0,50,71,0.598,79,1,1,,,2,c,,Ktag WRONG,000010,10,X4878,80,55,3,93,242,8,5,101,2.06,144.3,3,84,0
93WN00424, 93636911,93,K6911,63,2,62,06,913,5,1,1,3.0,3,3,2,110,217,107,1,10.0,63,83,0.682,92,1,1,,,0,C,G.1,4TEATS,544763,63,K4453,63,62,1,,0,1,1,99,1.55,103.7,1,94,0
93WN00425, 93636912,93,K6912,63,1,62,06,813,5,1,1,6.0,6,4,2,111,217,106,2,10.3,56,71,0.573,79,1,2,,,0,C,,,516263,63,K2448,63,62,3,93,242,1,1,86,1.55,110.5,3,87,0
93WN00426, 93636914,93,K6914,63,2,60,06,604,8,2,1,2.0,2,2,2,111,217,106,3,6.2,56,74,0.64,83,1,1,,,0,M,G.2,,531763,63,K5274,63,60,1,,0,3,2,88,1.56,90.9,1,86,0
93WN00427, 93636915,93,K6915,63,2,60,06,602,5,1,1,6.0,6,4,2,111,217,106,9,12.0,70,93,0.764,104,1,1,,,0,M,G.1,,560863,63,K2760,63,60,1,,0,1,1,101,1.25,92.8,1,102,0
93WN00428, 93636916,93,K6916,63,1,62,06,883,8,2,2,4.0,4,4,2,111,217,106,6,12.0,67,92,0.755,103,1,1,,,0,C,,,563263,63,K3936,63,62,1,,0,5,5,104,1.81,114.6,1,103,0
93WN00429, 93636917,93,K6917,63,2,62,06,883,8,2,2,4.0,4,4,2,111,217,106,2,11.4,62,79,0.638,88,1,1,,,0,C,G.2,,563263,63,K3936,63,62,1,,0,5,5,102,1.81,114.6,1,103,0
93WN00430, 93636918,93,K6918,63,1,62,06,813,8,2,2,5.0,5,4,2,111,217,106,13,11.2,62,83,0.677,92,1,1,,,0,C,,,516263,63,K3604,63,62,1,,0,5,6,101,1.82,131.2,1,91,0
93WN00431, 93636919,93,K6919,63,2,62,06,813,8,2,2,5.0,5,4,2,111,217,106,2,13.2,68,85,0.677,94,1,1,,,0,C,G.1,4TEATS,516263,63,K3604,63,62,1,,0,5,4,113,1.82,131.2,1,102,0
93WN00432, 93636920,93,K6920,63,1,60,06,603,5,1,1,5.0,5,4,2,111,217,106,5,15.1,85,118,0.971,132,1,1,,,0,M,,4TEATS,574963,63,K3340,63,60,1,,0,1,1,125,1.6,115.1,1,121,0
93WN00433, 93636923,93,K6923,63,2,62,06,893,8,2,2,3.0,3,3,2,112,217,105,11,10.6,63,89,0.747,100,1,1,,,0,C,,DEAD,567563,63,K4599,63,62,6,01,250,5,5,101,1.55,97.9,6,0,0
93WN00434, 93636924,93,K6924,63,1,62,06,893,8,2,2,3.0,3,3,2,112,217,105,12,12.4,61,82,0.663,92,1,1,,,0,C,,X EPI,567563,63,K4599,63,62,3,93,291,5,5,92,1.55,97.9,1,94,0
93WN00435, 93636925,93,K6925,63,1,60,06,601,8,2,2,5.0,5,4,2,112,217,105,4,13.2,50,52,0.37,58,1,2,,,0,M,J-X,,520563,63,K3117,63,60,3,93,214,5,4,70,1.71,105.2,3,0,0
93WN00436, 93636926,93,K6926,63,1,60,06,601,8,2,2,5.0,5,4,2,112,217,105,2,11.2,55,70,0.56,78,1,2,,,0,M,,,520563,63,K3117,63,60,3,93,242,5,6,84,1.71,105.2,3,86,0
93WN00437, 93636927,93,K6927,63,1,60,06,602,8,2,2,2.0,2,2,2,112,217,105,4,12.2,63,90,0.741,101,1,2,,,0,M,,,560863,63,K5306,63,60,1,,0,5,5,112,1.9,148.4,1,95,0
93WN00438, 93636928,93,K6928,63,2,60,06,602,8,2,2,2.0,2,2,2,112,217,105,4,12.0,51,74,0.59,83,1,1,,,0,M,G.2,ENTR,560863,63,K5306,63,60,1,,0,5,5,114,1.9,148.4,1,87,0
93WN00439, 93636929,93,K6929,63,2,60,06,601,8,2,2,4.0,4,4,2,112,217,105,5,8.7,51,74,0.622,83,1,1,,,0,M,G.1,ENTR,520563,63,K4229,63,60,1,,0,5,5,104,1.69,126.0,1,83,0
93WN00440, 93636930,93,K6930,63,3,60,06,601,8,2,2,4.0,4,4,2,112,217,105,2,8.8,57,73,0.611,82,1,2,,,0,M,,,520563,63,K4229,63,60,3,93,292,5,5,98,1.69,126.0,3,88,0
93WN00441, 93636931,93,K6931,63,1,62,06,853,5,1,1,3.0,3,3,2,112,217,105,4,12.5,74,96,0.795,108,1,2,,,0,C,,,558163,63,K4711,63,62,7,97,217,1,1,0,1.69,119.1,7,0,0
93WN00442, 93636932,93,K6932,63,3,60,06,601,8,2,2,4.0,4,4,2,113,217,104,5,11.2,58,82,0.681,93,2,1,,,0,M,,"ENTR,BLK.HOCK",520563,63,K4106,63,60,3,93,292,5,5,105,1.56,116.0,3,100,0
93WN00443, 93636933,93,K6933,63,3,60,06,601,8,2,2,4.0,4,4,2,113,217,104,5,10.5,57,78,0.649,88,1,1,,,0,M,,ENTR,520563,63,K4106,63,60,3,93,292,5,5,101,1.56,116.0,3,97,0
93WN00444, 93636934,93,K6934,63,2,60,06,602,5,1,1,3.0,3,3,2,113,217,104,7,11.0,61,83,0.692,94,1,1,,,0,M,G.2,4TEATS,560863,63,K4467,63,60,1,,0,1,1,90,1.27,79.5,1,96,0
93WN00445, 93636935,93,K6935,63,1,62,06,873,5,1,1,3.0,3,3,2,113,217,104,10,12.0,73,91,0.76,103,1,2,,,0,C,,,562463,63,K4727,63,62,1,,0,1,1,96,1.41,84.9,1,95,0
93WN00446, 93636936,93,K6936,63,1,62,06,893,5,1,1,6.0,6,4,2,114,217,103,5,10.2,59,87,0.746,100,1,2,,,0,C,,WEAK,567563,63,K2846,63,62,3,93,242,1,1,98,1.45,100.5,3,95,0
93WN00447, 93636937,93,K6937,63,2,60,06,601,8,2,2,6.0,6,4,2,114,217,103,4,10.5,50,78,0.655,89,1,1,,,0,M,G.1,4TEATS,520563,63,K2457,63,60,1,,0,5,5,95,1.55,97.8,1,85,0
93WN00448, 93636938,93,K6938,63,2,60,06,601,8,2,2,6.0,6,4,2,114,217,103,6,9.4,46,63,0.52,72,1,1,,,0,M,G.2,,520563,63,K2457,63,60,1,,0,5,5,85,1.55,97.8,1,71,0
93WN00449, 93636939,93,K6939,63,2,62,06,873,5,1,1,4.0,4,4,2,114,217,103,5,9.5,55,79,0.675,90,1,2,,,0,C,G.1,4TEATS,562463,63,K3931,63,62,1,,0,1,1,109,1.69,128.0,1,84,0
93WN00450, 93636940,93,K6940,63,1,62,06,823,5,1,1,6.0,6,4,2,114,217,103,2,15.1,72,96,0.785,109,1,1,,,0,C,,,544663,63,K2476,63,62,1,,0,1,1,106,1.55,105.7,1,103,0
93WN00451, 93636941,93,K6941,63,2,62,06,863,8,2,2,3.0,3,3,2,114,217,103,12,12.0,50,68,0.544,77,1,1,,,0,C,G.2,4TEATS,561363,63,K4546,63,62,1,,0,5,5,87,1.41,95.5,1,75,0
93WN00452, 93636942,93,K6942,63,1,62,06,863,8,2,2,3.0,3,3,2,114,217,103,4,10.8,49,67,0.546,76,1,1,,,0,C,,,561363,63,K4546,63,62,3,93,242,5,5,80,1.41,95.5,3,85,0
93WN00453, 93636943,93,K6943,63,1,60,06,602,5,1,1,2.0,2,2,2,114,217,103,6,14.6,65,88,0.713,100,1,1,,,0,M,,,560863,63,K5572,63,60,1,,0,1,1,102,1.73,114.7,1,100,0
93WN00454, 93636944,93,K6944,63,2,62,06,903,5,1,1,2.0,2,2,2,115,217,102,10,12.8,67,90,0.757,104,1,1,,,0,C,G.1,4TEATS,551163,63,K5369,63,62,1,,0,1,1,103,1.4,95.8,1,101,0
93WN00455, 93636945,93,K6945,63,1,60,06,603,5,1,1,2.0,2,2,2,115,217,102,13,11.8,73,102,0.884,118,1,1,,,0,M,,,574963,63,K5362,63,60,1,,0,1,1,111,1.4,99.0,1,111,0
93WN00456, 93636946,93,K6946,63,1,60,06,601,5,1,1,2.0,2,2,2,115,217,102,4,11.3,56,83,0.703,96,1,1,,,0,M,,4TEATS,520563,63,K5545,63,60,1,,0,1,1,94,1.4,93.9,1,86,0
93WN00457, 93636947,93,K6947,63,1,62,06,833,5,1,1,2.0,2,2,2,115,217,102,9,12.5,66,93,0.789,107,1,2,,,0,C,,,524763,63,K5643,63,62,1,,0,1,1,107,1.56,114.7,1,109,0
93WN00458, 93636948,93,K6948,63,3,60,06,603,7,2,2,3.0,3,3,2,115,217,102,4,12.5,54,80,0.662,92,1,1,,,0,M,,ENTR,574963,63,K5054,63,60,3,93,292,5,4,103,1.69,112.2,3,97,0
93WN00459, 93636950,93,K6950,63,2,62,06,843,9,3,2,6.0,6,4,1,115,215,100,7,8.5,50,66,0.575,78,1,1,,,0,C,G.2,HAIRY,537963,63,K2552,63,62,1,,0,8,6,104,1.95,131.6,1,73,0
93WN00460, 93636951,93,K6951,63,1,62,06,843,9,3,2,6.0,6,4,1,115,215,100,16,10.4,61,84,0.736,99,1,1,,,0,C,,HAIRY,537963,63,K2552,63,62,1,,0,8,4,106,1.95,131.6,1,99,0
93WN00461, 93636952,93,K6952,63,2,60,06,604,8,2,2,5.0,5,4,1,116,215,99,7,13.0,50,65,0.525,76,1,1,,,0,M,G.1,4TEATS,531763,63,K3096,63,60,1,,0,5,5,81,1.6,82.6,1,75,0
93WN00462, 93636953,93,K6953,63,1,60,06,604,8,2,2,5.0,5,4,1,116,215,99,6,15.0,48,65,0.505,76,1,1,,,0,M,,,531763,63,K3096,63,60,3,93,242,5,5,76,1.6,82.6,3,73,0
93WN00463, 93636954,93,K6954,63,1,62,06,803,5,1,1,4.0,4,4,1,116,215,99,1,8.3,44,64,0.563,76,1,1,,,0,C,,,516063,63,K4122,63,62,3,93,242,1,1,78,1.69,88.2,3,73,0
93WN00464, 93636955,93,K6955,63,2,62,06,813,8,2,2,3.0,3,3,1,116,215,99,7,12.5,59,81,0.692,96,1,1,,,0,C,G.2,4TEATS,516263,63,K4995,63,62,1,,0,5,5,105,1.55,110.3,1,102,0
93WN00465, 93636956,93,K6956,63,2,62,06,813,8,2,2,3.0,3,3,1,116,215,99,8,11.5,44,57,0.46,67,1,1,,,0,C,G.1,,516263,63,K4995,63,62,1,,0,5,5,88,1.55,110.3,1,72,0
93WN00466, 93636957,93,K6957,63,2,60,06,601,8,2,2,3.0,3,3,1,116,215,99,15,12.5,59,75,0.631,88,1,1,,,0,M,G.2,,520563,63,K5011,63,60,1,,0,5,4,106,1.69,124.8,1,78,0
93WN00467, 93636958,93,K6958,63,2,60,06,601,8,2,2,3.0,3,3,1,116,215,99,9,10.6,45,62,0.519,73,1,1,,,0,M,G.1,4TEATS,520563,63,K5011,63,60,1,,0,5,6,98,1.69,124.8,1,79,0
93WN00468, 93636959,93,K6959,63,2,00,05,751,8,2,2,5.0,5,4,1,116,215,99,6,9.0,42,59,0.505,70,1,1,,,0,H,R14,,201000,00,K3368,63,68,1,,0,5,5,0,1.6,90.9,1,0,0
93WN00469, 93636960,93,K6960,63,2,00,05,751,8,2,2,5.0,5,4,1,116,215,99,8,9.8,50,69,0.598,82,1,1,,,0,H,R14,4TEATS,201000,00,K3368,63,68,1,,0,5,5,0,1.6,90.9,1,0,0
93WN00470, 93636961,93,K6961,63,1,62,06,863,8,2,1,6.0,6,4,J,117,210,93,2,13.5,76,76,0.672,94,1,1,,,0,C,,,561363,63,K2570,63,62,1,,0,3,2,97,1.65,110.8,1,88,0
93WN00471, 93636962,93,K6962,63,2,62,06,863,8,2,1,6.0,6,4,1,117,215,98,4,13.1,64,84,0.723,100,1,1,,,0,C,G.2,4TEATS,561363,63,K2570,63,62,1,,0,3,2,107,1.65,110.8,1,96,0
93WN00472, 93636964,93,K6964,63,2,60,06,601,5,1,1,3.0,3,3,1,118,215,97,9,12.1,62,89,0.793,107,1,1,,,0,M,G.1,,520563,63,K4842,63,60,1,,0,1,1,107,1.41,100.5,1,105,0
93WN00473, 93636965,93,K6965,63,2,62,06,903,8,2,2,6.0,6,4,1,119,215,96,10,12.4,51,66,0.558,79,1,1,,,0,C,,IN THE FENCE,551163,63,K2924,63,62,6,46,293,5,5,84,1.55,86.5,1,71,0
93WN00474, 93636966,93,K6966,63,2,62,06,903,8,2,2,6.0,6,4,1,119,215,96,9,11.5,53,71,0.62,86,1,1,,,0,C,G.2,4TEATS,551163,63,K2924,63,62,1,,0,5,5,88,1.55,86.5,1,90,0
93WN00475, 93636967,93,K6967,63,1,62,06,903,8,2,2,2.0,2,2,1,119,215,96,4,11.4,46,64,0.548,77,1,1,,,0,C,,,551163,63,K5711,63,62,3,93,242,5,5,90,1.73,129.3,3,73,0
93WN00476, 93636968,93,K6968,63,1,62,06,903,8,2,2,2.0,2,2,1,119,215,96,6,10.8,54,75,0.669,91,1,1,,4-,0,C,,4-FACE,551163,63,K5711,63,62,3,93,242,5,5,100,1.73,129.3,3,84,0
93WN00477, 93636969,93,K6969,63,1,00,05,751,8,2,1,2.0,2,2,1,120,215,95,14,10.8,66,93,0.865,115,1,2,,,0,H,,,200900,00,K5125,63,68,E,93,237,3,2,0,1.73,98.3,E,0,0
93WN00478, 93636971,93,K6971,63,1,62,06,913,5,1,1,3.0,3,3,1,121,215,94,2,16.5,74,101,0.899,124,1,1,,,0,C,,4TEATS,544763,63,K4611,63,62,1,,0,1,1,114,1.55,97.0,1,112,0
93WN00479, 93636972,93,K6972,63,1,00,05,338,8,2,2,2.0,2,2,2,121,217,96,9,12.9,50,71,0.605,86,1,1,,,0,H,,,200900,00,K5644,63,68,1,,0,5,5,0,1.56,111.7,1,79,0
93WN00480, 93636973,93,K6973,63,1,00,05,338,8,2,2,2.0,2,2,2,121,217,96,11,11.3,48,72,0.632,87,1,1,,,0,H,,,200900,00,K5644,63,68,1,,0,5,5,0,1.56,111.7,1,76,0
93WN00481, 93636974,93,K6974,63,1,60,06,603,5,1,1,4.0,4,4,2,122,217,95,5,15.6,54,73,0.604,88,1,1,,,0,M,,,574963,63,K3974,63,60,3,93,242,1,1,85,1.31,81.9,3,84,0
93WN00482, 93636975,93,K6975,63,1,62,06,c.1,5,1,1,1.0,1,1,2,122,217,95,3,12.2,58,76,0.672,93,1,1,,,0,C,,,520463,63,K6192,63,68,1,,0,1,1,96,1.61,110.0,1,88,0
93WN00483, 93636976,93,K6976,63,1,00,05,751,5,1,1,2.0,2,2,2,122,217,95,9,12.1,55,85,0.767,104,1,3,,,0,H,,,200900,00,K5289,63,68,E,93,237,1,1,0,1.73,95.8,E,0,0
93WN00484, 93636978,93,K6978,63,2,00,05,290,8,2,1,5.0,5,4,2,122,217,95,3,9.3,25,32,0.239,38,1,1,,,0,H,,,201000,00,K3405,63,68,3,93,228,3,2,0,1.49,69.8,3,0,0
93WN00485, 93636979,93,K6979,63,1,00,05,338,8,2,2,6.0,6,4,2,123,217,94,4,13.7,50,74,0.641,91,1,1,,,0,H,,,200900,00,K2602,63,68,E,93,237,5,4,0,1.45,101.0,E,0,0
93WN00486, 93636980,93,K6980,63,2,00,05,338,8,2,2,6.0,6,4,2,123,217,94,11,11.5,44,65,0.569,80,1,1,,,0,H,R14,4TEATS,200900,00,K2602,63,68,1,,0,5,6,0,1.45,101.0,1,0,0
93WN00487, 93636981,93,K6981,63,2,00,05,338,8,2,2,3.0,3,3,2,123,217,94,5,11.8,40,55,0.46,67,1,1,,,0,H,,4TEATS,200900,00,K4972,63,68,3,93,228,5,5,0,1.69,116.0,3,0,0
93WN00488, 93636982,93,K6982,63,2,00,05,338,8,2,2,3.0,3,3,2,123,217,94,11,11.8,56,73,0.651,90,1,1,,,0,H,,HAIRY,200900,00,K4972,63,68,E,93,237,5,5,0,1.69,116.0,E,0,0
93WN00489, 93636983,93,K6983,63,1,60,06,c.3,5,1,1,1.0,1,1,2,124,217,93,2,14.0,59,87,0.785,108,1,1,,,0,M,,,557163,63,K6383,63,68,1,,0,1,1,107,1.61,113.0,1,90,0
93WN00490, 93636984,93,K6984,63,2,60,06,c.3,5,1,1,1.0,1,1,2,124,217,93,10,11.0,56,77,0.71,96,1,2,,,0,M,G.1,4TEATS,557163,63,K6305,63,68,1,,0,1,1,105,1.61,110.6,1,94,0
93WN00491, 93636985,93,K6985,63,2,62,06,c.1,5,1,1,1.0,1,1,2,124,217,93,11,11.0,48,71,0.645,88,1,1,,,0,C,G.2,,520463,63,K6006,63,68,1,,0,1,1,99,1.61,109.0,1,90,0
93WN00492, 93636986,93,K6986,63,2,60,06,c.3,5,1,1,1.0,1,1,2,124,217,93,2,11.1,52,69,0.623,86,1,1,,,0,M,G.1,,557163,63,K6046,63,68,1,,0,1,1,98,1.61,108.6,1,88,0
93WN00493, 93636988,93,K6988,63,2,00,05,201,5,1,1,2.0,2,2,2,126,217,91,6,14.9,63,86,0.781,109,1,1,,,0,H,,4TEATS,201000,00,K5230,63,68,E,93,237,1,1,0,1.4,96.9,E,0,0
93WN00494, 93636989,93,K6989,63,1,00,05,201,8,2,2,5.0,5,4,2,127,217,90,3,14.1,49,68,0.599,86,1,2,,,0,H,,,200900,00,K3688,63,68,1,,0,5,4,0,1.27,85.9,1,79,0
93WN00495, 93636990,93,K6990,63,2,00,05,201,8,2,2,5.0,5,4,2,127,217,90,10,11.2,46,70,0.653,90,1,1,,,0,H,R14,4TEATS,200900,00,K3688,63,68,1,,0,5,6,0,1.27,85.9,1,0,0
93WN00496, 93636991,93,K6991,63,2,62,06,803,5,1,1,2.0,2,2,2,128,217,89,4,9.3,54,74,0.727,97,1,2,,,0,C,G.2,?LATE-155DAY,516063,63,K5260,63,62,1,,0,1,1,98,1.4,94.2,1,89,0
93WN00497, 93636992,93,K6992,63,2,60,06,c.3,8,2,2,1.0,1,1,2,129,217,88,4,6.1,28,47,0.465,62,1,2,,,0,M,G.1,,557163,63,K6128,63,68,1,,0,5,6,89,1.71,119.0,1,57,0
93WN00498, 93636993,93,K6993,63,2,60,06,c.3,8,2,2,1.0,1,1,2,129,217,88,9,7.3,38,58,0.576,76,1,2,,,0,M,G.2,,557163,63,K6128,63,68,1,,0,5,4,97,1.71,119.0,1,71,0
93WN00499, 93636994,93,K6994,63,2,00,05,201,5,1,1,2.0,2,2,1,133,215,82,11,12.8,50,71,0.71,98,1,1,,,0,H,R14,,201000,00,K5464,63,68,1,,0,1,1,0,1.56,112.6,1,0,0
93WN00500, 93636995,93,K6995,63,3,60,06,c.3,5,1,1,1.0,1,1,1,133,215,82,3,9.6,40,60,0.615,83,1,1,,,0,M,,,557163,63,K6311,63,68,3,93,292,1,1,95,1.61,108.0,3,77,0
93WN00501, 93636996,93,K6996,63,2,62,06,c.1,5,1,1,1.0,1,1,1,134,215,81,11,10.0,39,60,0.617,84,1,2,,,0,C,G.1,,520463,63,K6290,63,68,1,,0,1,1,97,1.61,108.2,1,74,0
