UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,TIME,C5152,CADAM_25,SIRE,SB1,LBRD,IDX,LNDAM,TM,C67,BAND,ADG,BRWT,ABN,TIME_14,CADAM_12,TBRE,CTBR,TM2,DISP
59WN00806,59,2,0081,3,70,730,8967,3,17,,1,2,63,123,2,1,11,1,66,09,04,10,10,039,13,2,2,1,08,,2,9072,3,18,142,70,2,,3,454,102,,3,2,1,1,2,
59WN00807,59,1,0082,3,72,805,9052,3,17,,1,2,63,123,1,7,10,1,99,13,14,09,07,032,16,2,2,1,07,,2,8954,3,18,105,72,3,,3,699,130,,3,2,1,1,3,
59WN00808,59,1,0083,3,70,710,9106,3,17,,1,2,61,121,1,4,08,1,79,10,04,09,10,040,13,2,2,1,06,,2,7166,3,18,151,70,2,,3,562,110,,3,2,1,1,2,
59WN00809,59,1,0085,3,72,909,8740,3,17,,5,3,59,119,2,7,12,1,73,12,04,09,10,030,16,2,2,1,05,,3,8790,3,18,132,72,3,,3,526,104,,2,1,5,2,3,
59WN00810,59,2,0086,3,72,909,8740,3,17,,5,3,59,119,2,4,11,1,63,12,04,10,10,037,16,2,2,1,05,,3,8790,3,18,127,72,3,,3,469,72,,2,1,5,2,3,
59WN00811,59,1,0087,3,70,730,9168,3,17,,1,2,59,119,1,1,12,1,56,11,04,10,12,040,11,2,2,1,08,,2,9072,3,18,130,70,2,,3,392,94,,3,2,1,1,2,3
59WN00812,59,2,0088,3,72,875,7763,3,17,,4,5,63,123,1,1,10,1,69,15,05,09,08,040,8,4,4,1,07,,4,8964,3,18,104,7K,3,,3,496,80,,3,1,3,3,3,
59WN00813,59,1,0090,3,70,730,8658,3,17,,1,3,54,114,1,1,08,1,87,09,04,09,10,048,10,2,2,1,04,,3,9072,3,18,166,70,2,,3,647,132,,2,1,1,1,2,
59WN00814,59,1,9625,3,70,720,8295,3,17,,5,4,83,143,2,7,10,1,70,12,04,11,08,036,13,1,2,2,02,,4,8791,3,17,122,70,2,,1,420,100,,1,1,5,2,2,3
59WN00815,59,1,9626,3,70,720,8295,3,17,,5,4,83,143,2,2,08,2,76,10,05,09,09,034,13,2,2,1,07,,4,8791,3,17,139,70,2,,1,462,100,,3,1,5,2,2,3
59WN00816,59,2,9627,3,72,959,8838,3,17,,1,2,82,142,2,1,09,1,78,12,05,10,07,044,14,2,2,1,10,,2,8876,3,17,131,72,3,,1,486,90,,4,2,1,1,3,
59WN00817,59,1,9628,3,65,600,7668,3,17,,1,5,82,142,2,7,10,4,89,13,05,09,08,041,16,2,2,1,04,,4,4668,1,17,129,62,5,,1,549,110,,2,1,1,1,5,3
59WN00818,59,2,9629,3,70,720,8508,3,17,,1,3,82,142,2,1,11,1,86,11,05,06,06,037,16,2,2,1,04,,3,8791,3,17,128,70,2,,1,535,100,,2,1,1,1,2,2
59WN00819,59,1,9630,3,70,710,8970,3,17,,3,2,82,142,2,5,09,1,68,12,04,09,10,033,11,2,2,1,08,,2,7166,3,17,130,70,2,,1,432,66,,3,2,3,3,2,3
59WN00820,59,2,9631,3,70,710,8970,3,17,,4,2,82,142,2,1,08,1,65,08,04,09,09,043,18,2,3,2,04,,2,7166,3,17,151,70,2,,1,417,58,,2,2,3,3,2,
59WN00821,59,1,9632,3,72,815,9101,3,17,,1,2,81,141,1,6,09,1,81,12,04,07,08,042,12,2,2,1,09,,2,8986,3,17,138,72,3,,1,498,108,,4,2,1,1,3,
59WN00822,59,1,9633,3,65,700,6760,3,17,,5,8,81,141,2,1,09,1,81,12,11,09,08,034,14,1,2,2,10,,5,3891,2,17,110,62,5,,1,508,94,,4,1,5,2,5,3
59WN00823,59,1,9634,3,65,700,6760,3,17,,5,8,81,141,2,7,11,1,77,12,04,08,06,031,16,2,2,1,02,,5,3891,2,17,120,62,5,,1,489,80,,1,1,5,2,5,3
59WN00824,59,1,9636,3,72,815,7655,3,17,,1,5,81,141,1,2,06,1,90,08,06,07,07,043,16,2,2,1,04,,4,8986,3,17,151,7J,3,,1,549,126,,2,1,1,1,3,
59WN00825,59,1,9637,3,70,730,8315,3,17,,5,4,81,141,2,4,10,1,71,09,04,10,09,033,16,2,2,1,05,,4,9072,3,17,143,70,2,,1,451,74,,2,1,5,2,2,3
59WN00826,59,2,9638,3,70,730,8315,3,17,,5,4,81,141,2,1,09,1,54,08,04,14,13,035,16,2,2,1,01,,4,9072,3,17,140,70,2,,1,323,84,,1,1,5,2,2,
59WN00827,59,1,9639,3,65,560,6759,3,17,,5,8,81,141,2,5,09,1,74,09,04,09,09,041,14,2,3,2,02,,5,5028,1,17,148,62,5,,1,452,102,,1,1,5,2,5,
59WN00828,59,2,9640,3,65,560,6759,3,17,,5,8,81,141,2,3,08,1,72,09,05,10,08,037,13,2,2,1,10,,5,5028,1,17,140,62,5,,1,451,84,,4,1,5,2,5,2
59WN00829,59,1,9641,3,70,730,8803,3,17,,1,2,81,141,2,4,09,1,87,10,05,06,09,044,10,2,3,2,09,,2,9072,3,17,154,70,2,,1,533,118,,4,2,1,1,2,
59WN00830,59,2,9642,3,72,979,7895,3,17,,1,5,81,141,2,1,09,2,83,11,06,08,06,039,13,2,2,1,07,,4,8919,3,17,124,71,3,,1,504,120,,3,1,1,1,3,
59WN00831,59,1,9643,3,70,730,8914,3,17,,1,2,81,141,2,2,09,1,56,09,05,10,10,042,12,2,2,1,07,,2,9072,3,17,131,70,2,,1,328,98,,3,2,1,1,2,3
59WN00832,59,2,9644,3,70,720,9077,3,17,,1,2,81,141,2,2,08,1,69,10,05,08,07,039,13,2,2,1,04,,2,8791,3,17,129,70,2,,1,427,88,,2,2,1,1,2,2
59WN00833,59,1,9645,3,70,720,8245,3,17,,5,4,80,140,2,4,11,1,73,11,04,10,09,038,12,2,2,1,07,,4,8791,3,17,139,70,2,,1,446,106,,3,1,5,2,2,3
59WN00834,59,2,9646,3,70,720,8245,3,17,,5,4,80,140,2,1,09,1,80,13,05,09,06,039,13,2,2,1,06,,4,8791,3,17,125,70,2,,1,491,112,,3,1,5,2,2,2
59WN00835,59,1,9647,3,70,730,8478,3,17,,5,3,80,140,3,7,09,1,70,11,04,10,10,038,10,2,2,1,09,,3,9072,3,17,138,70,2,,1,441,82,,4,1,5,2,2,3
59WN00836,59,2,9648,3,70,730,8478,3,17,,5,3,80,140,2,3,10,1,69,12,04,10,09,038,13,2,2,1,07,,3,9072,3,17,130,70,2,,1,439,76,,3,1,5,2,2,2
59WN00837,59,2,9649,3,70,710,8980,3,17,,1,2,80,140,1,1,09,3,65,11,04,10,08,041,11,2,3,2,05,,2,7166,3,17,128,70,2,,1,389,106,,2,2,1,1,2,2
59WN00838,59,1,9650,3,70,710,6985,3,17,,3,7,80,140,2,6,08,3,91,12,07,07,06,047,14,2,4,3,03,01,5,7166,3,17,130,70,2,,1,581,96,,1,1,3,3,2,3
59WN00839,59,1,9651,3,70,710,6985,3,17,,4,7,80,140,2,6,10,1,93,11,04,07,07,037,16,2,3,2,02,01,5,7166,3,17,144,70,2,,1,590,104,,1,1,3,3,2,3
59WN00840,59,1,9652,3,66,690,8657,3,17,,4,3,80,140,2,7,09,2,94,12,05,09,08,039,14,2,2,1,04,,3,2933,2,17,144,65,5,,1,603,96,,2,1,3,3,5,3
59WN00841,59,1,9653,3,66,690,8657,3,17,,3,3,80,140,2,7,09,2,85,12,05,08,07,042,13,2,2,1,08,,3,2933,2,17,134,65,5,,1,543,90,,3,1,3,3,5,3
59WN00842,59,2,9658,3,66,690,8136,3,17,,3,4,80,140,2,2,10,1,76,09,04,09,07,040,14,1,2,2,03,,4,2933,2,17,139,65,5,,1,486,80,,1,1,3,3,5,2
59WN00843,59,2,9659,3,65,620,7011,3,17,,1,7,80,140,2,3,08,2,87,09,04,09,06,038,14,2,3,2,05,,5,4687,1,17,145,62,5,,1,539,116,,2,1,1,1,5,
59WN00844,59,2,9660,3,70,730,8792,3,17,,1,2,80,140,2,1,12,1,58,10,05,11,08,035,16,2,2,1,06,,2,9072,3,17,119,70,2,,1,360,76,,3,2,1,1,2,2
59WN00845,59,1,9661,3,70,730,6820,3,17,,3,8,80,140,1,4,10,2,94,11,04,08,08,041,18,2,2,1,10,02,5,9072,3,17,154,70,2,,1,603,96,,4,1,3,3,2,
59WN00846,59,2,9665,3,70,730,7911,3,17,,3,5,79,139,2,1,10,2,74,08,05,09,07,045,10,2,2,1,10,,4,9072,3,17,146,70,2,,1,476,78,,4,1,3,3,2,
59WN00847,59,1,9666,3,72,835,8045,3,17,,9,4,79,139,2,7,09,2,82,14,08,08,09,035,18,1,2,2,01,,4,9070,3,17,113,7K,3,,1,531,82,,1,1,8,2,3,
59WN00848,59,1,9667,3,72,835,8045,3,17,,9,4,79,139,2,5,08,1,90,12,04,08,08,037,13,2,2,1,02,,4,9070,3,17,144,7K,3,,1,581,92,,1,1,8,2,3,
59WN00849,59,2,9669,3,66,570,9030,3,17,,1,2,79,139,2,1,09,1,88,10,05,08,06,041,16,2,2,1,09,,2,5017,1,17,147,65,5,,1,554,110,,4,2,1,1,5,
59WN00850,59,1,9670,3,70,710,8108,3,17,,1,4,79,139,2,4,09,1,103,09,04,06,06,043,14,2,3,2,08,,4,7166,3,17,164,70,2,,1,656,118,,3,1,1,1,2,
59WN00851,59,1,9671,3,70,710,8704,3,17,,1,3,79,139,2,4,10,1,90,12,05,06,09,050,13,2,2,1,04,,3,7166,3,17,145,70,2,,1,576,100,,2,1,1,1,2,
59WN00852,59,1,9672,3,70,710,7129,3,17,,1,7,79,139,2,4,11,1,96,10,04,09,07,039,14,2,2,1,04,02,5,7166,3,17,153,70,2,,1,610,112,,2,1,1,1,2,
59WN00853,59,1,9673,3,70,720,8894,3,17,,1,2,79,139,2,2,09,1,83,11,04,13,08,038,14,2,2,1,10,,2,8791,3,17,144,70,2,,1,517,112,,4,2,1,1,2,3
59WN00854,59,1,9674,3,70,730,7577,3,17,,5,5,79,139,2,1,09,1,65,10,05,10,09,039,9,2,3,2,08,,4,9072,3,17,128,70,2,,1,401,92,,3,1,5,2,2,3
59WN00855,59,2,9675,3,70,730,7577,3,17,,5,5,91,151,2,1,12,1,59,08,03,09,12,043,16,2,3,2,01,,4,,,17,96,70,2,,1,335,84,,,1,5,2,,6
59WN00856,59,2,9676,3,70,720,8960,3,17,,5,2,79,139,2,2,11,1,54,08,04,10,11,031,11,2,3,2,02,,2,8791,3,17,140,70,2,,1,338,70,,1,2,5,2,2,
59WN00857,59,1,9677,3,70,720,8960,3,17,,5,2,79,139,1,4,12,1,67,12,04,07,07,039,13,3,3,1,01,,2,8791,3,17,127,70,2,,1,424,80,,1,2,5,2,2,3
59WN00858,59,2,9678,3,65,580,7814,3,17,,5,5,79,139,2,1,10,1,76,09,04,09,07,035,14,2,2,1,03,,4,4610,1,17,141,62,5,,1,482,90,,1,1,5,2,5,2
59WN00859,59,2,9679,3,65,580,7814,3,17,,5,5,79,139,2,1,09,1,64,09,04,09,09,044,16,2,2,1,10,,4,4610,1,17,144,62,5,,1,407,74,,4,1,5,2,5,
59WN00860,59,1,9681,3,70,730,9041,3,17,,1,2,79,139,2,2,09,1,65,11,04,10,09,044,14,2,2,1,05,,2,9072,3,17,133,70,2,,1,396,100,,2,2,1,1,2,3
59WN00861,59,2,9686,3,70,730,8255,3,17,,3,4,78,138,1,3,10,1,78,08,04,09,06,038,13,2,2,1,07,,4,9072,3,17,147,70,2,,1,504,84,,3,1,3,3,2,
59WN00862,59,1,9687,3,70,720,7087,3,17,,5,7,78,138,2,2,10,1,84,11,05,08,08,051,11,2,2,1,09,00,5,8791,3,17,153,70,2,,1,513,132,,4,1,5,2,2,
59WN00863,59,1,9688,3,70,720,7087,3,17,,5,7,78,138,2,2,09,1,84,10,05,07,08,046,11,2,2,1,10,00,5,8791,3,17,154,70,2,,1,525,116,,4,1,5,2,2,
59WN00864,59,2,9689,3,70,730,8211,3,17,,5,4,78,138,2,1,09,1,63,08,04,10,09,037,14,2,2,1,08,,4,9072,3,17,145,70,2,,1,383,102,,3,1,5,2,2,
59WN00865,59,1,9690,3,70,730,8211,3,17,,5,4,78,138,2,4,10,1,79,09,04,08,08,035,14,2,3,2,01,,4,9072,3,17,147,70,2,,1,509,88,,1,1,5,2,2,
59WN00866,59,1,9692,3,67,700,8817,3,17,,3,2,78,138,2,5,09,2,80,12,04,10,08,034,14,1,2,2,06,,2,3891,2,17,139,66,5,,1,523,78,,3,2,3,3,5,3
59WN00867,59,1,9694,3,70,720,7331,3,17,,1,6,78,138,2,2,10,4,90,09,05,08,08,037,10,2,2,1,08,04,4,8791,3,17,151,70,2,,1,572,110,,3,1,1,1,2,
59WN00868,59,1,9695,3,70,730,7510,3,17,,1,6,78,138,1,7,09,1,99,11,04,08,05,044,12,2,2,1,05,01,4,9072,3,17,149,70,2,,1,645,100,,2,1,1,1,2,
59WN00869,59,1,9696,3,65,610,7898,3,17,,1,5,78,138,2,5,08,1,88,12,05,07,07,044,12,2,2,1,10,,4,5038,1,17,134,62,5,,1,554,116,,4,1,1,1,5,3
59WN00870,59,1,9697,3,72,875,8350,3,17,,1,3,78,138,2,7,11,2,84,12,05,09,07,036,16,2,2,1,06,,3,8964,3,17,125,7K,3,,1,529,110,,3,1,1,1,3,
59WN00871,59,2,9698,3,70,710,7352,3,17,,5,6,78,138,2,1,08,2,87,10,04,05,06,042,13,2,2,1,07,01,4,7166,3,17,154,70,2,,1,549,112,,3,1,5,2,2,
59WN00872,59,1,9699,3,70,710,7352,3,17,,5,6,78,138,1,4,08,1,92,10,05,10,08,041,12,2,2,1,10,01,4,7166,3,17,160,70,2,,1,586,112,,4,1,5,2,2,
59WN00873,59,1,9700,3,70,710,6682,3,17,,5,8,78,138,2,1,09,1,70,14,06,10,08,037,14,2,2,1,07,00,5,7166,3,17,111,70,2,,1,442,90,,3,1,5,2,2,3
59WN00874,59,2,9701,3,70,710,6682,3,17,,5,8,78,138,2,1,09,1,75,11,05,09,08,042,16,2,2,1,05,00,5,7166,3,17,139,70,2,,1,480,88,,2,1,5,2,2,
59WN00875,59,1,9702,3,70,720,7901,3,17,,4,5,78,138,2,1,11,1,76,10,04,09,09,045,13,2,2,1,10,,4,8791,3,17,147,70,2,,1,480,98,,4,1,3,3,2,
59WN00876,59,1,9704,3,70,730,8852,3,17,,1,2,78,138,1,7,09,2,82,11,05,07,08,038,13,2,2,1,07,,2,9072,3,17,140,70,2,,1,526,94,,3,2,1,1,2,3
59WN00877,59,1,9705,3,65,600,7547,3,17,,3,5,78,138,1,7,08,1,95,12,05,08,08,042,12,2,2,1,08,,4,4668,1,17,148,62,5,,1,620,94,,3,1,3,3,5,
59WN00878,59,1,9706,3,70,730,8900,3,17,,1,2,78,138,2,7,09,2,61,10,08,11,09,029,14,1,2,2,06,,2,9072,3,17,110,70,2,,1,377,90,,3,2,1,1,2,3
59WN00879,59,2,9707,3,72,999,7923,3,17,,1,5,78,138,1,1,08,1,85,08,04,08,07,035,14,2,2,1,02,,4,9067,3,17,145,72,3,,1,541,104,,1,1,1,1,3,
59WN00880,59,2,9708,3,70,730,8976,3,17,,1,2,78,138,2,1,10,1,64,08,04,10,08,040,11,2,2,1,04,,2,9072,3,17,143,70,2,,1,384,110,,2,2,1,1,2,
59WN00881,59,2,9709,3,70,710,8631,3,17,,1,3,78,138,1,1,09,1,78,08,04,10,07,043,12,2,2,1,08,,3,7166,3,17,148,70,2,,1,500,90,,3,1,1,1,2,
59WN00882,59,2,9710,3,72,835,7879,3,17,,5,5,77,137,2,3,10,2,65,12,04,10,08,036,13,2,2,1,06,,4,9070,3,17,124,71,3,,1,409,90,,3,1,5,2,3,
59WN00883,59,2,9712,3,66,700,7537,3,17,,5,5,77,137,2,1,08,3,60,14,05,11,12,044,11,3,3,1,09,,4,3891,2,17,121,65,5,,1,353,116,,4,1,5,2,5,2
59WN00884,59,2,9713,3,66,700,7537,3,17,,5,5,77,137,2,4,08,1,68,12,04,10,09,035,18,2,2,1,06,,4,3891,2,17,129,65,5,,1,420,104,,3,1,5,2,5,2
59WN00885,59,2,9715,3,66,610,8991,3,17,,1,2,77,137,1,1,11,2,76,06,04,08,08,044,16,2,2,1,01,,2,5038,1,17,164,65,5,,1,472,114,,1,2,1,1,5,
59WN00886,59,2,9716,3,72,939,8532,3,17,,1,3,77,137,1,2,09,1,71,10,10,10,07,042,16,2,2,1,05,,3,8953,3,17,109,72,3,,1,444,102,,2,1,1,1,3,
59WN00887,59,1,9717,3,72,845,8870,3,17,,1,2,77,137,2,2,09,4,85,16,04,08,08,041,12,2,3,2,02,,2,8868,3,17,120,72,3,,1,543,106,,1,2,1,1,3,
59WN00888,59,2,9719,3,70,710,8556,3,17,,1,3,78,138,2,1,09,1,66,11,04,11,09,040,18,2,2,1,10,,3,7166,3,17,124,70,2,,1,422,78,,4,1,1,1,2,2
59WN00889,59,1,9720,3,72,949,9053,3,17,,4,2,77,137,2,4,12,1,72,12,07,11,09,028,18,1,1,1,05,,2,8990,3,17,119,72,3,,1,466,82,,2,2,3,3,4,3
59WN00890,59,2,9722,3,70,730,7991,3,17,,1,4,77,137,1,1,09,1,83,08,04,07,06,042,18,2,2,1,08,,4,9072,3,17,150,70,2,,1,534,98,,3,1,1,1,2,
59WN00891,59,1,9723,3,70,720,6667,3,17,,5,8,77,137,1,2,10,1,66,08,04,12,09,033,14,2,2,1,10,00,5,8791,3,17,145,70,2,,1,410,98,,4,1,5,2,2,
59WN00892,59,2,9724,3,70,720,6667,3,17,,5,8,77,137,2,2,11,2,75,07,04,11,08,039,14,2,2,1,10,00,5,8791,3,17,160,70,2,,1,486,84,,4,1,5,2,2,
59WN00893,59,2,9725,3,70,730,7336,3,17,,5,6,77,137,2,1,09,1,68,09,04,10,09,046,11,2,2,1,10,00,4,9072,3,17,151,70,2,,1,434,86,,4,1,5,2,2,
59WN00894,59,2,9726,3,70,730,7336,3,17,,5,6,77,137,2,3,08,1,81,08,04,08,07,047,14,2,2,1,07,00,4,9072,3,17,165,70,2,,1,517,102,,3,1,5,2,2,
59WN00895,59,2,9727,3,72,855,7969,3,17,,5,4,77,137,2,4,09,1,71,11,04,08,08,038,14,2,2,1,07,,4,8926,3,17,136,72,3,,1,447,98,,3,1,5,2,3,
59WN00896,59,1,9729,3,72,919,8406,3,17,,1,3,77,137,2,2,08,1,74,10,04,10,10,043,16,2,2,1,09,,3,8815,3,17,142,72,3,,1,453,120,,4,1,1,1,3,
59WN00897,59,1,9730,3,65,640,7688,3,17,,1,5,77,137,2,2,09,2,83,09,04,09,07,046,14,2,2,1,10,,4,3136,2,17,150,62,5,,1,523,114,,4,1,1,1,5,
59WN00898,59,1,9731,3,66,680,8651,3,17,,1,3,77,137,2,6,10,2,79,09,04,09,08,036,14,2,2,1,07,,3,3198,2,17,142,65,5,,1,517,82,,3,1,1,1,5,3
59WN00899,59,2,9732,3,70,730,8510,3,17,,4,3,76,136,2,1,09,1,62,12,07,09,09,044,14,2,2,1,10,,3,9072,3,17,113,70,2,,1,394,84,,4,1,3,3,2,2
59WN00900,59,2,9733,3,70,730,8510,3,17,,3,3,76,136,1,1,10,1,59,10,04,10,09,037,14,2,2,1,04,,3,9072,3,17,126,70,2,,1,360,100,,2,1,3,3,2,2
59WN00901,59,1,9734,3,72,815,8020,3,17,,3,4,76,136,2,4,10,4,83,11,04,09,09,042,14,2,2,1,08,,4,8986,3,17,149,7K,3,,1,540,96,,3,1,3,3,3,
59WN00902,59,1,9736,3,72,999,8727,3,17,,1,3,76,136,2,2,10,1,83,10,04,13,07,046,14,2,2,1,04,,3,9067,3,17,146,72,3,,1,525,116,,2,1,1,1,3,
59WN00903,59,1,9737,3,70,720,9024,3,17,,1,2,76,136,2,1,09,1,85,11,08,08,07,039,13,2,2,1,06,,2,8791,3,17,131,70,2,,1,554,96,,3,2,1,1,2,3
59WN00904,59,1,9738,3,70,710,7541,3,17,,5,5,76,136,1,3,10,1,72,09,04,10,08,038,14,2,2,1,05,,4,7166,3,17,147,70,2,,1,451,106,,2,1,5,2,2,
59WN00905,59,1,9739,3,70,710,7541,3,17,,5,5,76,136,1,6,10,1,89,11,04,08,09,046,13,2,2,1,10,,4,7166,3,17,162,70,2,,1,576,106,,4,1,5,2,2,
59WN00906,59,2,9740,3,70,720,8930,3,17,,1,2,76,136,2,1,09,1,74,10,04,09,09,040,14,2,2,1,01,,2,8791,3,17,142,70,2,,1,468,104,,1,2,1,1,2,
59WN00907,59,1,9741,3,72,959,9173,3,17,,1,2,76,136,2,5,10,2,84,13,04,08,08,043,16,2,2,1,10,,2,8876,3,17,140,72,3,,1,546,98,,4,2,1,1,3,
59WN00908,59,2,9742,3,70,720,8413,3,17,,1,3,76,136,2,1,09,1,79,10,04,08,06,045,12,2,2,1,07,,3,8791,3,17,139,70,2,,1,501,108,,3,1,1,1,2,
59WN00909,59,2,9743,3,70,720,8380,3,17,,1,3,77,137,1,1,10,3,82,09,04,09,08,042,12,2,2,1,09,,3,8791,3,17,149,70,2,,1,527,98,,4,1,1,1,2,
59WN00910,59,2,9744,3,70,710,8179,3,17,,5,4,76,136,2,1,09,1,51,12,04,12,07,040,16,1,2,2,08,,4,7166,3,17,111,70,2,,1,307,92,,3,1,5,2,2,2
59WN00911,59,2,9745,3,70,710,8179,3,17,,5,4,76,136,1,1,08,1,80,10,04,08,08,042,13,2,2,1,07,,4,7166,3,17,153,70,2,,1,509,108,,3,1,5,2,2,
59WN00912,59,2,9746,3,66,600,8258,3,17,,5,4,76,136,1,3,10,1,68,12,04,10,09,034,16,2,2,1,03,,4,4668,1,17,125,65,5,,1,431,94,,1,1,5,2,5,2
59WN00913,59,2,9747,3,66,600,8258,3,17,,5,4,76,136,1,3,09,1,67,12,04,10,07,041,14,2,2,1,06,,4,4668,1,17,127,65,5,,1,432,82,,3,1,5,2,5,2
59WN00914,59,2,9748,3,70,710,7230,3,17,,5,6,76,136,1,1,08,1,75,11,04,07,07,041,15,2,3,2,08,01,4,7166,3,17,140,70,2,,1,487,88,,3,1,5,2,2,
59WN00915,59,2,9749,3,70,710,7230,3,17,,5,6,76,136,2,1,09,1,83,09,04,08,06,045,10,3,3,1,04,01,4,7166,3,17,158,70,2,,1,534,104,,2,1,5,2,2,
59WN00916,59,2,9751,3,65,650,7519,3,17,,3,6,76,136,3,1,08,1,88,10,04,07,06,048,14,2,2,1,07,,4,4033,2,17,155,62,5,,1,559,120,,3,1,3,3,5,
59WN00917,59,1,9752,3,70,720,8705,3,17,,1,3,76,136,2,1,09,2,80,08,05,09,08,044,13,2,2,1,02,,3,8791,3,17,147,70,2,,1,509,108,,1,1,1,1,2,
59WN00918,59,2,9753,3,67,550,8910,3,17,,1,2,76,136,1,3,10,1,65,10,04,09,09,040,14,2,2,1,08,,2,4899,1,17,137,66,5,,1,404,100,1,3,2,1,1,5,3
59WN00919,59,1,9754,3,70,730,8481,3,17,,1,3,76,136,1,7,10,1,77,11,05,09,08,041,18,2,2,1,09,,3,9072,3,17,130,70,2,,1,497,94,,4,1,1,1,2,3
59WN00920,59,1,9756,3,70,720,9090,3,17,,1,2,76,136,2,7,11,1,76,09,04,09,09,037,13,2,2,1,04,,2,8791,3,17,151,70,2,,1,478,110,,2,2,1,1,2,
59WN00921,59,1,9757,3,70,720,8978,3,17,,1,2,76,136,2,2,11,1,75,13,05,11,09,038,14,1,1,1,10,,2,8791,3,17,126,70,2,,1,471,110,,4,2,1,1,2,3
59WN00922,59,1,9758,3,72,969,7869,3,17,,1,5,76,136,1,7,11,2,77,11,04,09,09,030,18,2,2,1,03,,4,8825,3,17,125,71,3,,1,490,104,,1,1,1,1,3,
59WN00923,59,2,9759,3,70,710,8673,3,17,,1,3,76,136,1,1,11,1,89,07,04,08,06,044,10,2,3,2,02,,3,7166,3,17,159,70,2,,1,568,118,,1,1,1,1,2,
59WN00924,59,1,9760,3,70,710,6913,3,17,,5,7,75,135,2,1,08,1,79,09,04,08,08,046,11,2,2,1,05,01,5,7166,3,17,161,70,2,,1,496,120,,2,1,5,2,2,
59WN00925,59,1,9761,3,70,710,6913,3,17,,5,7,75,135,2,5,09,1,65,11,04,11,11,029,13,2,2,1,09,01,5,7166,3,17,132,70,2,,1,415,90,,4,1,5,2,2,3
59WN00926,59,2,9762,3,70,710,7881,3,17,,5,5,75,135,1,1,10,1,75,08,04,09,08,037,14,2,2,1,07,,4,7166,3,17,155,70,2,,1,480,102,,3,1,5,2,2,
59WN00927,59,2,9763,3,70,710,7881,3,17,,5,5,75,135,2,1,08,1,64,09,05,10,08,041,14,1,2,2,08,,4,7166,3,17,139,70,2,,1,412,84,,3,1,5,2,2,
59WN00928,59,1,9764,3,70,720,8520,3,17,,5,3,75,135,2,1,08,1,70,08,04,10,11,039,11,2,2,1,08,,3,8791,3,17,160,70,2,,1,455,86,,3,1,5,2,2,
59WN00929,59,1,9765,3,70,720,8520,3,17,,5,3,75,135,2,2,11,1,66,08,04,09,10,036,14,2,2,1,02,,3,8791,3,17,147,70,2,,1,425,86,,1,1,5,2,2,
59WN00930,59,2,9766,3,70,720,8886,3,17,,1,2,75,135,2,1,09,1,63,09,04,09,08,038,12,2,2,1,02,,2,8791,3,17,133,70,2,,1,391,102,,1,2,1,1,2,
59WN00931,59,1,9767,3,70,710,8820,3,17,,1,2,75,135,2,2,10,1,88,10,04,07,08,040,12,2,2,1,06,,2,7166,3,17,157,70,2,,1,570,110,,3,2,1,1,2,
59WN00932,59,2,9768,3,70,710,8434,3,17,,5,3,75,135,2,1,12,1,64,07,04,10,09,036,14,2,2,1,04,,3,7166,3,17,152,70,2,,1,410,86,,2,1,5,2,2,
59WN00933,59,2,9769,3,70,710,8434,3,17,,5,3,75,135,1,1,09,1,73,10,04,09,09,042,14,2,2,1,09,,3,7166,3,17,149,70,2,,1,477,86,,4,1,5,2,2,
59WN00934,59,1,9770,3,70,710,8351,3,17,,1,3,75,135,2,5,09,1,73,09,04,09,10,041,14,2,3,2,02,,3,7166,3,17,142,70,2,,1,452,120,,1,1,1,1,2,3
59WN00935,59,1,9771,3,72,825,8036,3,17,,5,4,75,135,2,2,09,2,74,12,04,11,09,037,16,2,2,1,05,,4,9035,3,17,137,7K,3,,1,473,102,,2,1,5,2,3,
59WN00936,59,1,9772,3,72,825,8036,3,17,,5,4,75,135,2,2,10,1,85,10,05,09,09,036,18,2,2,1,10,,4,9035,3,17,153,7K,3,,1,554,102,,4,1,5,2,3,
59WN00937,59,1,9773,3,70,720,8047,3,17,,1,4,76,136,2,2,11,1,76,10,06,09,07,043,16,2,2,1,02,,4,8791,3,17,126,70,2,,1,469,122,,1,1,1,1,2,3
59WN00938,59,1,9774,3,72,909,7208,3,17,,5,6,75,135,2,7,12,1,84,10,05,09,09,032,18,2,2,1,03,07,4,8790,3,17,149,71,3,,1,529,126,,1,1,5,2,3,
59WN00939,59,2,9775,3,72,909,7208,3,17,,5,6,75,135,2,3,09,1,67,12,04,10,09,038,14,2,3,2,10,07,4,8790,3,17,133,71,3,,1,422,100,,4,1,5,2,3,
59WN00940,59,1,9776,3,66,680,8445,3,17,,1,3,75,135,1,4,09,2,94,09,04,07,06,042,13,2,2,1,07,,3,3198,2,17,157,65,5,,1,610,116,,3,1,1,1,5,
59WN00941,59,2,9777,3,66,630,8656,3,17,,1,3,75,135,2,1,08,1,87,10,04,05,08,046,12,2,2,1,09,,3,1857,2,17,152,65,5,,1,556,120,,4,1,1,1,5,
59WN00942,59,2,9778,3,70,720,9143,3,17,,1,2,75,135,2,1,10,1,70,10,04,08,08,051,11,2,3,2,09,,2,8791,3,17,147,70,2,,1,441,104,,4,2,1,1,2,
