UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE2,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY,TRTPEN
06WN00472,2006052818,06,H2818,05,1,88,30,05,8,2,2,2.0,2,2,2,100,215,115,12,11.3,61,79,0.589,82,1,1,,,0,M,.,,CULL,H1063,05,H0825,05,82,3,93,255,5,5,98,2.11,117.9,3,93,0,,,,
06WN00473,2006052819,06,H2819,05,2,00,33, 2,5,1,1,5.0,5,4,1,101,213,112,1,15.0,73,96,0.723,102,1,1,,,2,X,.,e.0,"HAIRY,PNEU.TX",K0000,64,A8812,04,84,1,,0,1,1,117,1.82,130.3,1,118,0,,,,
06WN00474,2006052823,06,H2823,05,2,88,30,02,8,2,2,2.0,2,2,2,101,215,114,11,9.5,48,64,0.478,67,1,1,,,0,M,.,e34,,H1168,05,H0780,05,83,1,,0,5,5,103,2.11,134.5,1,80,0,,,,
06WN00475,2006052824,06,H2824,05,2,88,30,02,8,2,2,2.0,2,2,2,101,215,114,4,9.7,56,68,0.511,71,1,1,,,0,M,.,e33,,H1168,05,H0780,05,83,1,,0,5,5,105,2.11,134.5,1,83,0,,,,
06WN00476,2006052825,06,H2825,05,2,00,33, 1,5,1,1,6.0,6,4,2,101,215,114,2,14.8,68,79,0.563,82,1,1,,,2,X,.,e.0,PNEU.TX.,K0000,64,A7057,04,88,1,,0,1,1,96,2.0,113.6,1,101,0,,,,
06WN00477,2006052826,06,H2826,05,3,00,33, 3,8,2,2,4.0,4,4,2,101,215,114,4,14.3,68,94,0.699,98,1,1,,,2,X,.,,PNEU.TX.,K0000,64,A8916,04,84,3,93,270,5,5,0,1.96,109.9,3,106,0,,,,
06WN00478,2006052827,06,H2827,05,2,00,33, 3,8,2,2,4.0,4,4,2,101,215,114,4,12.4,61,79,0.584,83,1,1,,,2,X,.,e.0,,K0000,64,A8916,04,84,1,,0,5,5,96,1.96,109.9,1,95,0,,,,
06WN00479,2006052828,06,H2828,05,2,88,30,e32,5,1,1,1.0,1,1,1,101,213,112,4,12.6,62,77,0.575,82,1,1,,,0,L,WSW,e32,HAIRY,H0596,05,H1957,05,83,1,,0,1,1,104,2.08,118.8,1,102,0,,,Life,
06WN00480,2006052829,06,H2829,05,3,00,33, 3,8,2,2,5.0,5,4,2,101,215,114,5,12.5,58,71,0.513,74,1,1,,,2,X,.,,,K0000,64,A8543,04,84,3,93,270,5,5,0,2.26,123.9,3,87,0,,,,
06WN00481,2006052830,06,H2830,05,3,00,33, 3,8,2,2,5.0,5,4,2,101,215,114,3,12.3,53,73,0.532,76,1,1,,,2,X,.,,,K0000,64,A8543,04,84,3,93,270,5,5,0,2.26,123.9,3,90,0,,,,
06WN00482,2006052831,06,H2831,05,2,88,30,05,8,2,2,2.0,2,2,2,101,215,114,9,9.8,54,73,0.554,76,1,1,,,0,M,.,e33,,H1063,05,H1187,05,82,1,,0,5,5,104,2.11,126.2,1,92,0,,,,
06WN00483,2006052832,06,H2832,05,1,88,30,05,8,2,2,2.0,2,2,2,101,215,114,4,10.5,55,77,0.583,80,1,1,,,0,M,.,,,H1063,05,H1187,05,82,1,,0,5,5,101,2.11,126.2,1,88,0,,,,CTL
06WN00484,2006052833,06,H2833,05,1,88,30,04,9,3,2,2.0,2,2,2,101,215,114,9,9.1,53,73,0.561,76,1,1,,,0,M,.,,,H1112,05,H1044,05,82,3,93,255,8,5,104,2.28,136.8,3,88,0,,,,
06WN00485,2006052834,06,H2834,05,1,88,30,04,9,3,2,2.0,2,2,2,101,215,114,7,9.8,57,76,0.581,79,1,1,,,0,M,.,,,H1112,05,H1044,05,82,1,,0,8,5,106,2.28,136.8,1,91,0,,,,CTL
06WN00486,2006052836,06,H2836,05,1,88,30,05,8,2,1,7.0,7,5,2,101,215,114,1,11.5,70,95,0.732,99,1,1,,,0,M,.,,,H1063,05,90687,09,88,1,,0,3,2,109,1.83,123.2,1,102,0,,,,EXP
06WN00487,2006052838,06,H2838,05,2,88,30,e32,8,2,1,1.0,1,1,1,101,213,112,15,10.5,58,76,0.585,81,1,1,,,0,L,WSW,e34,,H0596,05,H1787,05,83,1,,0,3,2,103,2.18,118.6,1,100,0,,,Life,
06WN00488,2006052840,06,H2840,05,1,88,30,05,5,1,1,4.0,4,4,2,101,215,114,2,12.7,64,86,0.643,90,1,1,,,0,M,.,,SINGLE X,H1063,05,P0336,05,82,3,93,255,1,1,109,2.08,132.7,3,98,0,,,,
06WN00489,2006052841,06,H2841,05,2,00,33, 2,5,1,1,3.0,3,3,2,101,215,114,8,16.0,76,98,0.719,102,1,1,,,2,X,.,e.0,,K0000,64,H0439,05,88,1,,0,1,1,115,1.91,124.6,1,117,0,,,,
06WN00490,2006052842,06,H2842,05,2,88,30,05,5,1,1,7.0,7,5,1,102,213,111,9,13.4,53,64,0.456,68,1,1,,,0,M,.,e31,,H1063,05,90870,09,88,1,,0,1,1,88,1.83,102.7,1,82,0,,,,
06WN00491,2006052843,06,H2843,05,1,88,30,01,8,2,2,2.0,2,2,1,102,213,111,11,11.4,58,75,0.573,80,1,1,,,0,M,.,,,H1311,05,H1231,05,82,3,93,255,5,5,92,2.11,108.2,3,97,0,,,,
06WN00492,2006052844,06,H2844,05,1,88,30,01,8,2,2,2.0,2,2,1,102,213,111,10,10.8,57,75,0.578,80,1,1,,,0,M,.,,PNEU.TX.,H1311,05,H1231,05,82,3,93,255,5,5,92,2.11,108.2,3,89,0,,,,
06WN00493,2006052845,06,H2845,05,3,88,30,e34,5,1,1,1.0,1,1,1,102,213,111,7,12.6,62,78,0.589,83,1,1,,,0,M,WSW,,,H0994,05,H1960,05,82,V,,0,1,1,104,2.08,119.0,V,99,0,,,Life,
06WN00494,2006052846,06,H2846,05,3,88,30,e34,8,2,2,1.0,1,1,1,102,213,111,16,7.0,31,41,0.306,44,1,1,,,0,M,WSW,,SCOURS TX.,H0994,05,H1515,05,88,3,93,270,5,6,85,2.18,123.8,3,59,0,,,Life,
06WN00495,2006052847,06,H2847,05,3,88,30,e34,8,2,2,1.0,1,1,1,102,213,111,3,8.7,45,59,0.453,63,1,1,,,0,M,WSW,,,H0994,05,H1515,05,88,V,,0,5,4,95,2.18,123.8,V,77,0,,,Life,
06WN00496,2006052848,06,H2848,05,3,88,30,e31,5,1,1,1.0,1,1,1,102,213,111,2,11.2,54,71,0.539,76,1,1,,,0,M,WSW,,BLOAT/IMPACTE,H1159,05,H1956,05,83,V,,0,1,1,99,2.08,117.6,V,94,0,,,Life,
06WN00497,2006052849,06,H2849,05,3,88,30,e34,5,1,1,1.0,1,1,1,102,213,111,3,11.0,61,82,0.64,88,1,1,,,0,M,WSW,,PNEU.TX.,H0994,05,H2132,05,82,V,,0,1,1,107,2.08,120.0,V,102,0,,,Life,
06WN00498,2006052850,06,H2850,05,1,88,30,04,8,2,2,2.0,2,2,1,102,213,111,11,12.1,56,75,0.567,80,1,1,,,0,M,.,,,H1112,05,H1121,05,82,3,93,255,5,5,101,2.11,126.2,3,88,0,,,,
06WN00499,2006052851,06,H2851,05,1,88,30,04,8,2,2,2.0,2,2,1,102,213,111,8,14.2,51,66,0.467,70,1,1,,,0,M,.,,DEAD JULY,H1112,05,H1121,05,82,6,01,211,5,5,96,2.11,126.2,6,0,0,,,,
06WN00500,2006052852,06,H2852,05,3,88,30,e31,5,1,1,1.0,1,1,1,102,213,111,11,8.5,48,65,0.509,70,1,1,,,0,M,.,,,H1159,05,H1606,05,88,V,,0,1,1,96,2.08,116.4,V,91,0,,,Vacc,
06WN00501,2006052853,06,H2853,05,2,88,30,01,9,3,2,2.0,2,2,1,102,213,111,7,7.9,45,61,0.478,65,1,3,,,0,M,.,e32,,H1311,05,H0877,05,83,1,,0,8,5,107,2.28,143.5,1,78,0,,,,
06WN00502,2006052854,06,H2854,05,2,88,30,01,9,3,2,2.0,2,2,1,102,213,111,9,7.5,46,59,0.464,63,1,1,,,0,M,.,e33,,H1311,05,H0877,05,83,1,,0,8,5,105,2.28,143.5,1,74,0,,,,
06WN00503,2006052855,06,H2855,05,2,88,30,01,9,3,1,2.0,2,2,3,102,219,117,1,8.9,0,85,0.65,87,1,1,,,0,M,.,e33,,H1311,05,H0877,05,83,1,,0,7,2,118,2.28,143.5,1,90,0,,,,
06WN00504,2006052856,06,H2856,05,3,88,30,e34,8,2,1,1.0,1,1,1,102,213,111,4,9.0,58,63,0.486,67,1,1,,,0,M,WSW,,,H0994,05,H1970,05,83,V,,0,3,2,94,2.18,115.8,V,96,0,,,Life,
06WN00505,2006052858,06,H2858,05,2,88,30,04,8,2,1,7.0,7,5,1,102,213,111,3,10.2,52,67,0.512,72,1,1,,,0,M,.,,,H1112,05,90844,09,88,7,97,213,3,2,89,1.56,101.0,7,0,0,,,,
06WN00506,2006052859,06,H2859,05,3,88,30,04,8,2,1,7.0,7,5,B,102,219,117,2,9.3,0,86,0.656,88,1,1,,,0,M,.,,,H1112,05,90844,09,88,V,,0,3,2,97,1.56,101.0,V,95,0,,,Vacc,
06WN00507,2006052860,06,H2860,05,2,88,30,e34,8,2,2,1.0,1,1,1,102,213,111,10,7.1,35,49,0.377,52,1,1,,,0,L,WSW,e33,,H0994,05,H1668,05,82,1,,0,5,5,90,2.18,125.0,1,65,0,,,Life,
06WN00508,2006052861,06,H2861,05,3,88,30,e34,8,2,2,1.0,1,1,1,102,213,111,15,8.2,42,57,0.44,61,1,1,,,0,M,WSW,,PNEU.TX.,H0994,05,H1668,05,82,V,,0,5,5,95,2.18,125.0,V,74,0,,,Life,
06WN00509,2006052862,06,H2862,05,1,88,30,04,5,1,1,7.0,7,5,1,102,213,111,11,13.5,81,100,0.779,107,1,1,4,,0,M,.,,"H4 & TB1, X",H1112,05,A6854,04,81,3,93,255,1,1,112,1.92,121.6,3,119,0,,,,
06WN00510,2006052865,06,H2865,05,2,00,33, 3,5,1,1,5.0,5,4,1,102,213,111,2,12.5,75,92,0.716,98,1,2,,,2,X,.,e.0,,K0000,64,A8373,04,82,1,,0,1,1,108,2.26,109.0,1,115,0,,,,
06WN00511,2006052866,06,H2866,05,2,88,30,e32,5,1,1,1.0,1,1,1,102,213,111,11,11.8,51,66,0.488,70,1,1,,,0,L,WSW,e31,,H0596,05,H2158,05,82,1,,0,1,1,96,2.08,116.4,1,90,0,,,Life,
06WN00512,2006052867,06,H2867,05,2,88,30,e32,8,2,1,1.0,1,1,1,103,213,110,2,9.6,55,73,0.576,79,1,1,,,0,L,WSW,e34,,H0596,05,H2175,05,82,1,,0,3,2,102,2.18,118.2,1,96,0,,,Life,
06WN00513,2006052869,06,H2869,05,2,88,30,02,5,1,1,2.0,2,2,1,103,213,110,3,13.5,70,74,0.55,80,1,1,,,0,M,.,e34,,H1168,05,H0954,05,88,1,,0,1,1,88,1.94,89.7,1,100,0,,,,
06WN00514,2006052871,06,H2871,05,2,88,30,01,8,2,2,2.0,2,2,1,103,213,110,16,8.8,40,54,0.411,58,1,1,,,0,M,.,,PNEU.TX.,H1311,05,H1090,05,83,3,93,270,5,5,86,1.94,109.9,3,73,0,,,,
06WN00515,2006052872,06,H2872,05,1,88,30,01,8,2,2,2.0,2,2,1,103,213,110,9,9.4,48,65,0.505,70,1,1,,,0,M,.,,,H1311,05,H1090,05,83,3,93,255,5,5,88,1.94,109.9,3,81,0,,,,
06WN00516,2006052873,06,H2873,05,2,88,30,01,3,4,2,7.0,7,5,H,103,219,116,4,8.2,0,88,0.688,91,1,1,,,0,M,.,e31,"ENTR,PNEU.TX.",H1311,05,A6640,04,88,1,,0,8,5,120,2.74,142.4,1,91,0,,,,
06WN00517,2006052874,06,H2874,05,2,88,30,01,3,4,2,7.0,7,5,H,103,219,116,2,8.9,0,78,0.596,80,1,1,,,0,M,.,e32,"ENTR,PNEU.TX.",H1311,05,A6640,04,88,1,,0,8,5,114,2.74,142.4,1,81,0,,,,
06WN00518,2006052877,06,H2877,05,3,88,30,04,8,2,1,2.0,2,2,1,103,213,110,6,5.0,47,58,0.482,63,1,1,,,0,M,.,,SMALL,H1112,05,H1212,05,82,3,93,270,3,2,87,1.94,106.3,3,73,0,,,,
06WN00519,2006052879,06,H2879,05,2,88,30,01,8,2,1,7.0,7,5,1,103,213,110,13,12.4,63,79,0.605,85,1,1,,,0,M,.,e33,,H1311,05,A6180,04,82,1,,0,3,2,112,1.92,133.3,1,96,0,,,,
06WN00520,2006052881,06,H2881,05,1,88,30,05,9,3,2,7.0,7,5,1,103,213,110,7,10.3,41,55,0.406,59,1,1,,,0,M,.,,PNEU.TX.,H1063,05,A6697,04,88,3,93,255,8,5,89,2.01,123.3,3,67,0,,,,
06WN00521,2006052882,06,H2882,05,2,88,30,05,9,3,2,7.0,7,5,1,103,213,110,13,10.0,56,70,0.545,75,1,1,,,0,M,.,e31,PNEU.TX.,H1063,05,A6697,04,88,1,,0,8,5,102,2.01,123.3,1,89,0,,,,
06WN00522,2006052883,06,H2883,05,3,00,33, 4,8,2,2,7.0,7,5,1,103,213,110,1,10.8,54,69,0.529,74,1,1,,,2,X,PPL,,WEAK.RR.LEG,K0000,64,A7009,04,81,Z,93,187,5,5,0,2.47,106.9,Z,0,0,,,,
06WN00523,2006052884,06,H2884,05,3,00,33, 4,8,2,2,7.0,7,5,1,103,213,110,7,11.7,62,83,0.648,89,1,1,,,2,X,.,,,K0000,64,A7009,04,81,3,93,270,5,5,0,2.47,106.9,3,109,0,,,,
06WN00524,2006052885,06,H2885,05,3,88,30,e32,5,1,1,1.0,1,1,1,103,213,110,14,13.2,64,84,0.644,90,1,1,,,0,M,WSW,,,H0596,05,H1844,05,82,V,,0,1,1,108,2.08,120.4,V,110,0,,,Life,
06WN00525,2006052886,06,H2886,05,3,00,33, 1,5,1,1,7.0,7,5,1,104,213,109,5,13.8,79,102,0.809,111,1,1,,,2,X,.,,,K0000,64,A6444,04,82,3,93,270,1,1,0,1.83,103.9,3,124,0,,,,
06WN00526,2006052887,06,H2887,05,3,88,30,e32,8,2,1,1.0,1,1,1,104,213,109,14,8.3,54,72,0.584,78,1,1,,,0,M,WSW,,PNEU.TX.,H0596,05,H1897,05,88,V,,0,3,2,101,2.18,118.0,V,93,0,,,Life,
06WN00527,2006052889,06,H2889,05,3,88,30,e33,7,2,1,1.0,1,1,1,104,213,109,9,10.4,60,78,0.62,85,1,1,,,0,M,.,,PNEU.TX.,H1254,05,H1473,05,83,V,,0,3,2,105,2.18,119.4,V,95,0,,,Vacc,
06WN00528,2006052890,06,H2890,05,2,88,30,e31,8,2,2,1.0,1,1,1,104,213,109,12,7.2,39,56,0.448,61,1,1,,,0,L,WSW,e33,4TEATS,H1159,05,H1547,05,83,1,,0,5,6,97,2.18,127.8,1,78,0,,,Life,
06WN00529,2006052891,06,H2891,05,3,88,30,e31,8,2,2,1.0,1,1,1,104,213,109,2,9.2,46,61,0.475,66,1,1,,,0,M,WSW,,PNEU.TX.,H1159,05,H1547,05,83,V,,0,5,4,99,2.18,127.8,V,84,0,,,Life,
06WN00530,2006052892,06,H2892,05,2,88,30,e32,8,2,1,1.0,1,1,1,104,213,109,10,8.2,59,80,0.659,87,1,1,,,0,L,WSW,e34,,H0596,05,H1603,05,82,1,,0,3,2,107,2.18,119.8,1,99,0,,,Life,
06WN00531,2006052895,06,H2895,05,2,88,30,e33,5,1,1,1.0,1,1,1,104,213,109,11,14.2,65,82,0.622,89,1,1,,,0,L,WSW,e31,PNEU.TX.,H1254,05,H1421,05,88,1,,0,1,1,108,2.08,120.2,1,102,0,,,Life,
06WN00532,2006052896,06,H2896,05,3,88,30,e33,5,1,1,1.0,1,1,1,104,213,109,6,15.2,81,97,0.75,105,1,1,,,0,M,WSW,,PNEU.TX.,H1254,05,H1490,05,83,V,,0,1,1,118,2.08,123.4,V,120,0,,,Life,
06WN00533,2006052897,06,H2897,05,2,88,30,e34,8,2,1,1.0,1,1,1,105,213,108,11,8.9,52,65,0.519,71,1,1,,,0,L,WSW,e33,PNEU.TX.,H0994,05,H2163,05,82,1,,0,3,2,96,2.18,116.6,1,84,0,,,Life,
06WN00534,2006052902,06,H2902,05,2,88,30,02,8,2,2,2.0,2,2,1,105,213,108,13,12.5,54,73,0.56,80,1,1,,,0,M,.,e31,PNEU.TX.,H1168,05,H1312,05,82,1,,0,5,5,96,2.11,106.8,1,96,0,,,,
06WN00535,2006052903,06,H2903,05,1,88,30,02,8,2,2,2.0,2,2,1,105,213,108,3,12.2,53,68,0.517,74,1,1,,,0,M,.,,,H1168,05,H1312,05,82,3,93,255,5,5,89,2.11,106.8,3,82,0,,,,
06WN00536,2006052904,06,H2904,05,2,88,30,e34,5,1,1,1.0,1,1,1,105,213,108,10,11.8,62,80,0.631,88,1,1,,,0,L,WSW,e34,PNEU.TX.,H0994,05,H1903,05,88,1,,0,1,1,107,2.08,120.0,1,105,0,,,Life,
06WN00537,2006052905,06,H2905,05,2,88,30,e33,5,1,1,1.0,1,1,1,105,213,108,16,12.3,46,55,0.395,60,1,1,,,0,L,WSW,e32,,H1254,05,H1870,05,83,1,,0,1,1,89,2.08,114.4,1,72,0,,,Life,
06WN00538,2006052906,06,H2906,05,2,88,30,e31,5,1,1,1.0,1,1,1,106,213,107,15,11.2,56,65,0.503,72,1,1,,,0,L,WSW,e34,,H1159,05,H2018,05,83,1,,0,1,1,97,2.08,116.8,1,91,0,,,Life,
06WN00539,2006052907,06,H2907,05,2,88,30,e34,5,1,1,1.0,1,1,1,106,213,107,12,11.3,57,72,0.567,79,1,1,,,0,M,WSW,,PNEU.TX.DEAD,H0994,05,H1898,05,88,6,19,197,1,1,102,2.08,118.2,6,0,0,,,Life,
06WN00540,2006052909,06,H2909,05,2,88,30,e33,8,2,1,1.0,1,1,1,107,213,106,13,9.6,58,70,0.57,78,1,1,,,0,M,.,e32,OK,H1254,05,H1857,05,83,1,,0,3,2,101,2.18,118.0,1,97,0,,,,
06WN00541,2006052911,06,H2911,05,3,88,30,e32,5,1,1,1.0,1,1,1,107,213,106,12,12.6,60,81,0.645,90,1,1,,,0,M,WSW,,,H0596,05,H1564,05,83,V,,0,1,1,108,2.08,120.4,V,103,0,,,Life,
06WN00542,2006052914,06,H2914,05,3,88,30,e33,8,2,1,1.0,1,1,1,107,213,106,12,11.5,57,74,0.59,82,1,1,,,0,M,.,,,H1254,05,H1454,05,88,V,,0,3,2,108,2.18,128.4,V,92,0,,,Vacc,
06WN00543,2006052915,06,H2915,05,3,88,30,e33,8,2,2,1.0,1,1,1,107,213,106,8,12.3,69,86,0.695,96,1,1,,,0,M,.,,,H1254,05,H1454,05,88,3,93,270,5,6,115,2.18,128.4,3,109,0,,,,
06WN00544,2006052917,06,H2917,05,3,88,30,e32,8,2,1,1.0,1,1,1,107,213,106,7,11.0,52,68,0.538,76,1,1,,,0,M,WSW,,,H0596,05,H2067,05,83,V,,0,3,2,99,2.18,117.6,V,92,0,,,Life,
06WN00545,2006052918,06,H2918,05,3,88,30,e31,5,1,1,1.0,1,1,1,109,213,104,16,11.8,55,79,0.646,89,1,1,,,0,M,WSW,,POISON OUT X,H1159,05,H2149,05,82,3,04,226,1,1,108,2.08,120.2,3,0,0,,,Life,
06WN00546,2006052920,06,H2920,05,3,88,30,e31,5,1,1,1.0,1,1,2,112,215,103,8,9.7,55,61,0.498,69,1,1,,,0,M,.,,LR FOOT ABS.,H1159,05,H2119,05,82,6,68,216,1,1,95,2.08,116.2,6,0,0,,,,
06WN00547,2006052922,06,H2922,05,3,88,30,e32,8,2,1,1.0,1,1,2,113,215,102,5,9.0,44,58,0.48,67,1,1,,,0,M,.,,,H0596,05,H1412,05,88,3,93,270,3,2,94,2.18,115.8,3,70,0,,,,
06WN00548,2006052924,06,H2924,05,3,88,30,e33,8,2,1,1.0,1,1,2,122,215,93,10,8.8,33,50,0.443,62,1,1,,,0,M,.,,CRIPPLE OUT,H1254,05,H2097,05,82,6,54,216,3,2,90,2.18,114.8,6,0,0,,,,
06WN00549,2006643586,06,K3586,64,2,6M,06,41K,5,1,1,4.0,4,4,1,73,213,140,7,13.8,93,117,0.737,102,1,1,,,0,M,.,e05,4TEATS,K2771,64,K2080,64,68,1,,0,1,1,113,1.34,92.7,1,142,0,,,ULTR,
06WN00550,2006643587,06,K3587,64,2,6T,06,02K,6,2,1,2.0,2,2,1,74,213,139,3,12.8,84,101,0.635,89,1,1,,,0,G,.,,"EUTH,FX.LEG",00345,00,K3072,64,68,1,54,289,3,2,107,1.84,115.7,1,120,0,,,ULTR,
06WN00551,2006643588,06,K3588,64,2,6T,06,08K,5,1,1,2.0,2,2,1,74,213,139,2,11.8,97,106,0.678,93,1,1,,,0,G,.,e01,ENTR 4TEATS,00600,00,K3160,64,68,1,,0,1,1,106,1.34,95.9,1,118,0,,,ULTR,
06WN00552,2006643589,06,K3589,64,2,6M,06,41K,5,1,1,7.0,7,5,1,75,213,138,3,11.4,84,101,0.649,89,1,1,,,0,M,.,e04,,K2771,64,K0786,64,68,1,,0,1,1,109,1.62,123.2,1,130,0,,,ULTR,
06WN00553,2006643590,06,K3590,64,2,6T,06,03K,9,3,2,4.0,4,4,1,75,213,138,4,10.7,65,81,0.509,72,1,1,,,0,G,.,e01,ENTROPION,K1857,64,K2333,64,68,1,,0,8,5,95,1.72,126.8,1,98,0,,,ULTR,
06WN00554,2006643591,06,K3591,64,1,6T,06,03K,9,3,2,4.0,4,4,1,75,213,138,6,9.9,74,95,0.617,84,1,2,,,0,G,.,,,K1857,64,K2333,64,68,1,,0,8,5,99,1.72,126.8,1,113,0,,,ULTR,EXP
06WN00555,2006643593,06,K3593,64,2,6T,06,05K,8,2,2,5.0,5,4,1,76,213,137,1,12.8,80,94,0.593,84,1,3,,,0,G,.,e01,4TEATS,00360,00,K1595,64,68,1,,0,5,5,108,1.68,136.3,1,116,0,,,ULTR,
06WN00556,2006643594,06,K3594,64,2,6T,06,05K,8,2,2,5.0,5,4,1,76,213,137,5,11.5,67,79,0.493,71,1,1,,,0,G,.,e03,ENTR PNEU.TX,00360,00,K1595,64,68,1,,0,5,5,97,1.68,136.3,1,100,0,,,ULTR,
06WN00557,2006643595,06,K3595,64,2,6M,06,41K,5,1,1,5.0,5,4,1,76,213,137,9,13.7,91,110,0.703,98,1,1,,,0,M,.,e05,HAIRY 4TEATS,K2771,64,K1928,64,68,1,,0,1,1,118,1.57,126.2,1,126,0,,,ULTR,
06WN00558,2006643596,06,K3596,64,1,6T,06,03K,5,1,1,2.0,2,2,1,76,213,137,1,14.6,86,94,0.58,84,1,1,,,0,G,.,,,K1857,64,K3109,64,68,3,93,255,1,1,91,1.5,93.8,3,108,0,,,ULTR,
06WN00559,2006643597,06,K3597,64,2,6M,06,42K,5,1,1,2.0,2,2,1,76,213,137,3,13.0,87,105,0.672,94,1,3,,,0,M,.,e04,4TEATS,K3050,64,K2993,64,68,1,,0,1,1,116,1.67,131.2,1,120,0,,,ULTR,
06WN00560,2006643599,06,K3599,64,3,6T,06,05K,9,3,1,4.0,4,4,1,76,213,137,16,12.4,90,111,0.72,99,1,1,,,0,G,.,,,00360,00,K2112,64,68,3,93,270,7,2,108,1.84,88.5,3,133,0,,,,
06WN00561,2006643602,06,K3602,64,1,6M,06,42K,8,2,2,5.0,5,4,1,76,213,137,8,9.2,64,67,0.422,60,1,1,,,0,M,.,,,K3050,64,K1982,64,68,3,93,255,5,6,81,1.79,130.8,3,85,0,,,ULTR,
06WN00562,2006643603,06,K3603,64,1,6M,06,42K,8,2,2,5.0,5,4,1,76,213,137,1,12.0,74,93,0.591,83,1,1,,,0,M,.,,4TEATS,K3050,64,K1982,64,68,1,,0,5,4,99,1.79,130.8,1,108,0,,,ULTR,EXP
06WN00563,2006643604,06,K3604,64,1,6M,06,42K,8,2,2,3.0,3,3,1,76,213,137,4,12.0,71,92,0.584,82,1,1,,,0,M,.,,"BRN.EAR,4TEAT",K3050,64,K2828,64,68,3,93,255,5,4,95,1.64,116.8,3,105,0,,,ULTR,
06WN00564,2006643605,06,K3605,64,2,6M,06,42K,8,2,2,3.0,3,3,1,76,213,137,13,10.1,74,87,0.561,77,1,1,,,0,M,.,e04,4TEATS,K3050,64,K2828,64,68,1,,0,5,6,97,1.64,116.8,1,115,0,,,ULTR,
06WN00565,2006643606,06,K3606,64,1,6T,06,06K,5,1,1,2.0,2,2,1,76,213,137,15,16.7,113,128,0.812,114,1,1,,,0,G,.,,ORCHITIS,00308,00,K3024,64,68,1,93,338,1,1,116,1.5,100.7,1,144,0,,,ULTR,CTL
06WN00566,2006643607,06,K3607,64,2,6M,06,43K,8,2,1,2.0,2,2,1,77,213,136,5,12.5,44,58,0.335,53,1,3,,,0,M,.,,,K3132,64,K3180,64,68,3,93,270,3,2,73,1.84,106.0,3,71,0,,,ULTR,
06WN00567,2006643609,06,K3609,64,1,6T,06,05K,8,2,2,2.0,2,2,1,77,213,136,5,13.6,61,80,0.488,72,1,1,,,0,G,.,,,00360,00,K3212,64,68,3,93,255,5,4,85,1.5,108.8,3,98,0,,,ULTR,
06WN00568,2006643610,06,K3610,64,1,6T,06,05K,8,2,2,2.0,2,2,1,77,213,136,2,10.5,63,86,0.555,77,1,1,,,0,G,.,,4TEATS,00360,00,K3212,64,68,3,93,255,5,6,89,1.5,108.8,3,103,0,,,ULTR,
06WN00569,2006643611,06,K3611,64,2,6M,06,43K,8,2,1,2.0,2,2,1,77,213,136,12,9.2,73,90,0.594,80,1,1,,,0,M,.,e06,ENTR 4TEATS,K3132,64,K3158,64,68,1,,0,3,2,99,1.67,114.6,1,109,0,,,ULTR,
06WN00570,2006643613,06,K3613,64,2,6T,06,01K,5,1,1,2.0,2,2,1,77,213,136,10,14.3,94,113,0.726,101,1,1,,,0,G,.,e03,,01378,00,K3032,64,68,1,,0,1,1,113,1.5,97.7,1,135,0,,,ULTR,
06WN00571,2006643614,06,K3614,64,3,6M,06,42K,8,2,2,2.0,2,2,1,77,213,136,6,11.5,85,105,0.688,94,1,1,,,0,M,.,,,K3050,64,K3010,64,68,3,93,270,5,5,108,1.5,106.9,3,129,0,,,,
06WN00572,2006643615,06,K3615,64,2,6M,06,42K,8,2,2,2.0,2,2,1,77,213,136,10,10.4,36,52,0.306,47,1,1,,,0,M,.,,4TEATS,K3050,64,K3010,64,68,3,93,270,5,5,68,1.5,106.9,3,69,0,,,ULTR,
06WN00573,2006643617,06,K3617,64,3,6M,06,41K,8,2,1,3.0,3,3,1,77,213,136,13,11.7,82,100,0.649,90,1,1,,,0,M,.,,4TEATS,K2771,64,K2829,64,68,3,93,270,3,2,98,1.5,81.2,3,127,0,,,,
06WN00574,2006643618,06,K3618,64,3,6T,06,01K,8,2,2,2.0,2,2,1,78,213,135,1,9.7,66,88,0.58,79,1,1,,,0,G,.,,ENTROPION,01378,00,K3164,64,68,3,93,270,5,5,97,1.67,110.9,3,109,0,,,,
06WN00575,2006643619,06,K3619,64,3,6T,06,01K,8,2,2,2.0,2,2,1,78,213,135,16,10.7,71,87,0.565,79,1,1,,,0,G,.,,,01378,00,K3164,64,68,3,93,270,5,5,97,1.67,110.9,3,110,0,,,,
06WN00576,2006643620,06,K3620,64,1,6T,06,04K,5,1,1,2.0,2,2,1,78,213,135,15,17.1,100,122,0.777,110,1,1,,,0,G,.,,"4TEATS,NICE",00337,00,K3129,64,68,1,,0,1,1,119,1.5,124.5,1,142,0,,,ULTR,CTL
