UID,YR,SEX,ETAG,LB1,LINE,BPEN,DAM,DB1,DBRD,LINBR,TBR50,ADAM,WNAGE_60,WNAGE,CLR,HORN,BELLY,JAW,WNWT,F,N,T,C,L,CRIMP,SIDE,THIGH,THSCO,C4951,TBRE,CTBR,CADAM_25,SIRE,SB1,C59,ADG,ADG6061,LBRD,LNDAM,TM,ADG67,BAND,IDX,BRWT,ABN,DISP,CULLFOR,C79,C80
57WN00585,57,2,3851,2,29,290,1762,2,14,13,1,3,69,129,1,1,09,3,75,09,03,08,09,039,18,2,3,2,,1,1,3,7166,3,,498,49,14,29,1,8,1,152,108,,,,0,
57WN00586,57,2,3853,2,39,390,1712,2,14,11,3,3,70,130,1,3,05,1,70,10,03,08,10,045,10,2,2,1,,3,3,3,0396,2,,472,47,14,39,1,2,5,146,86,,,,0,
57WN00587,57,2,3854,2,39,390,1712,2,14,11,4,3,70,130,1,3,08,1,72,09,06,08,08,034,16,1,2,2,,3,3,3,0396,2,,491,49,14,39,1,1,5,129,82,,,,0,
57WN00588,57,2,3855,2,29,290,0775,2,14,00,1,5,68,128,1,1,08,1,87,10,05,08,08,041,14,2,3,2,,1,1,4,7166,3,,584,58,14,29,1,4,1,146,122,,,,0,
57WN00589,57,2,3857,2,22,220,2117,2,14,35,3,3,70,130,1,4,09,1,72,09,03,08,09,037,18,2,2,1,,3,3,3,2249,2,,488,48,14,22,1,8,5,155,86,,2,,0,
57WN00590,57,1,3858,2,49,490,0443,2,13,21,1,8,68,128,1,7,12,1,92,08,03,09,11,027,18,1,1,1,,1,1,5,2776,2,,623,62,14,49,1,3,1,174,122,,,,0,
57WN00591,57,1,3859,2,63,690,2329,2,14,,1,2,68,128,1,4,09,1,85,07,04,08,08,036,16,2,2,1,,1,1,2,2756,2,,563,56,14,53,6,3,1,160,130,,,,0,
57WN00592,57,2,3860,2,35,350,1637,2,14,40,1,3,68,128,1,3,09,1,74,13,04,10,09,038,10,2,2,1,,1,1,3,0781,2,,491,49,14,35,1,1,1,139,112,,,,0,
57WN00593,57,2,3861,2,63,700,1805,2,14,,1,3,68,128,1,1,09,1,77,07,03,07,08,037,18,2,2,1,,1,1,3,2724,2,,506,50,14,53,6,6,1,155,122,,,,0,
57WN00594,57,2,3863,2,51,511,1035,2,14,19,1,4,68,128,1,3,08,1,72,09,03,08,07,039,18,2,2,1,,1,1,4,2374,2,,491,49,14,51,1,1,1,147,92,,,,0,
57WN00595,57,1,3864,2,51,511,2230,2,14,20,1,3,68,128,1,7,09,4,69,11,03,09,10,035,16,1,2,2,,1,1,3,2374,2,,467,46,14,51,1,7,1,138,92,,3,70,0,
57WN00596,57,1,3866,2,82,475,1046,2,14,,5,4,70,130,1,7,10,1,73,11,04,10,11,028,18,2,2,1,,5,2,4,2461,2,,503,50,14,49,7,3,5,130,76,,3,10,0,
57WN00597,57,1,3867,2,82,475,1046,2,14,,5,4,70,130,1,7,10,1,84,10,03,09,09,040,13,1,2,2,,5,2,4,2461,2,,568,56,14,49,7,8,5,153,102,,,,0,
57WN00598,57,2,3868,2,63,680,2867,2,14,,1,2,70,130,1,1,08,1,67,08,03,10,10,037,18,2,2,1,,1,1,2,2516,2,,438,43,14,53,6,8,5,141,100,,2,,0,
57WN00599,57,2,3869,2,82,344,2097,2,14,,1,3,70,130,1,2,07,1,72,09,03,08,08,042,16,2,2,1,,1,1,3,4375,1,,477,47,14,46,7,7,5,136,100,,2,,0,
57WN00600,57,1,3870,2,82,325,0599,2,14,,1,5,70,130,1,7,08,2,105,11,05,08,08,036,15,2,2,1,,1,1,4,4654,1,,711,71,14,51,7,1,5,146,126,,3,12,0,
57WN00601,57,1,3871,2,00,250,1032,2,14,,1,4,70,130,1,7,07,1,98,09,03,07,06,042,14,2,2,1,,1,1,4,,,,668,66,14,25,1,8,5,155,112,,,,0,
57WN00602,57,2,3872,2,29,290,2193,2,14,13,1,3,69,129,1,1,08,1,82,08,03,07,08,047,14,2,2,1,,1,1,3,7166,3,,547,54,14,29,1,7,5,160,114,,,,0,
57WN00603,57,2,3874,2,47,471,1315,2,13,24,5,7,69,129,1,2,10,1,77,11,03,09,10,037,14,2,2,1,,5,2,5,2461,2,,510,51,14,47,1,0,5,154,112,,6,,0,
57WN00604,57,2,3875,2,47,471,1315,2,13,24,5,7,69,129,2,3,09,1,81,08,03,08,08,040,16,2,2,1,,5,2,5,2461,2,,549,54,14,47,1,9,5,170,102,,,,0,
57WN00605,57,1,3876,2,54,540,9952,2,13,16,5,8,69,129,1,4,07,1,66,09,04,10,12,037,13,2,2,1,,5,2,5,2123,2,,437,43,14,54,1,7,5,150,96,,,,0,
57WN00606,57,2,3877,2,54,540,9952,2,13,16,5,8,69,129,1,1,08,1,59,09,03,10,11,041,16,2,2,1,,5,2,5,2123,2,,388,38,14,54,1,8,5,148,90,,,,0,
57WN00607,57,2,3878,2,82,324,1730,2,14,,1,3,69,129,2,2,08,1,83,10,04,09,09,037,18,1,2,2,,1,1,3,4520,1,,577,57,14,49,7,7,5,138,86,,2,,0,
57WN00608,57,2,3879,2,28,280,2729,2,14,33,1,2,69,129,2,3,07,1,78,12,04,10,08,038,12,2,2,1,,1,1,2,2775,2,,513,51,14,28,1,3,5,139,118,,,,0,
57WN00609,57,2,3880,2,37,370,2047,2,14,22,1,3,69,129,1,1,08,2,75,10,03,09,09,039,14,2,2,1,,1,1,3,1755,2,,490,49,14,37,1,0,5,145,118,,,,0,
57WN00610,57,1,3881,2,49,491,1284,2,14,24,1,4,69,129,1,7,10,1,91,11,04,09,09,036,16,2,2,1,,1,1,4,2406,2,,611,61,14,49,1,1,5,149,122,,3,10,0,
57WN00611,57,1,3883,2,63,660,2339,2,14,,1,2,69,129,1,2,09,1,75,10,04,09,10,042,12,2,2,1,,1,1,2,2304,2,,496,49,14,,6,6,5,138,110,,3,12,0,
57WN00612,57,2,3885,2,39,391,1020,2,14,15,3,4,69,129,1,3,09,1,85,09,03,08,09,047,12,2,2,1,,3,3,4,2916,2,,597,59,14,39,1,7,5,167,80,,,,0,
57WN00613,57,1,3886,2,35,350,1421,2,14,19,1,4,69,129,2,7,10,1,92,12,04,10,09,036,14,2,2,1,,1,1,4,0781,2,,616,61,14,35,1,6,5,143,126,,,,0,
57WN00614,57,1,3888,2,40,401,1100,2,14,21,1,4,69,129,1,7,09,1,99,09,04,08,07,041,18,2,2,1,,1,1,4,2435,2,,673,67,14,40,1,3,5,164,122,,,,0,
57WN00615,57,1,3889,2,29,290,2252,2,14,25,1,2,68,128,1,2,08,1,82,08,03,09,09,042,14,2,2,1,,1,1,2,7166,3,,553,55,14,29,1,3,5,167,112,,,,0,
57WN00616,57,2,3890,2,54,540,0334,2,14,17,5,6,68,128,1,1,09,2,65,07,03,09,09,029,16,2,2,1,,5,2,4,2123,2,,447,44,14,54,1,7,5,152,78,,,,0,
57WN00617,57,1,3891,2,54,540,0334,2,14,17,5,6,68,128,1,4,09,1,78,10,04,10,09,033,16,1,2,2,,5,2,4,2123,2,,530,53,14,54,1,0,5,147,102,,,,0,
57WN00618,57,2,3892,2,53,530,0858,2,13,07,4,7,68,128,1,1,07,1,78,09,04,09,09,039,13,2,2,1,,3,3,5,1857,2,,531,53,14,53,1,1,5,148,100,,,,0,
57WN00619,57,2,3893,2,53,530,0858,2,13,07,3,7,68,128,2,1,07,1,87,09,04,08,07,048,12,2,3,2,,3,3,5,1857,2,,602,60,14,53,1,2,5,158,100,,,,0,
57WN00620,57,1,3894,2,44,440,1660,2,14,16,3,3,68,128,1,2,09,1,82,09,04,09,09,035,16,1,2,2,,3,3,3,2190,2,,570,57,14,44,1,0,5,151,90,,,,0,
57WN00621,57,2,3896,2,46,461,2768,2,14,41,1,2,68,128,1,3,10,1,57,13,03,11,10,035,16,2,2,1,,1,1,2,1575,2,,384,38,14,46,1,4,5,124,78,,,,0,
57WN00622,57,2,3897,2,53,530,0571,2,14,10,1,5,68,128,2,1,08,1,76,11,04,08,08,043,9,2,2,1,,1,1,4,1857,2,,508,50,14,53,1,8,5,133,110,,2,,0,
57WN00623,57,1,3898,2,47,471,2226,2,14,21,1,3,68,128,1,7,08,1,73,14,03,10,13,044,9,1,1,1,,1,1,3,2461,2,,483,48,14,47,1,3,5,135,112,,3,12,0,
57WN00624,57,1,3899,2,35,350,1459,2,14,18,1,4,68,128,1,7,10,1,98,13,05,09,09,033,10,2,2,1,,1,1,4,0781,2,,669,66,14,35,1,9,5,138,124,,,,0,
57WN00625,57,1,3900,2,37,370,1104,2,14,13,1,4,68,128,1,4,09,2,90,11,03,09,08,041,9,2,2,1,,1,1,4,1755,2,,597,59,14,37,1,7,5,148,136,,,,0,
57WN00626,57,1,3901,2,47,471,2222,2,14,19,1,3,68,128,1,7,07,6,75,12,03,09,09,037,11,2,2,1,,1,1,3,2461,2,,503,50,14,47,1,3,5,131,106,,3,34,0,
57WN00627,57,2,3903,2,22,220,1532,2,13,28,5,6,68,128,1,3,08,1,66,09,03,08,09,045,16,1,2,2,,5,2,4,2249,2,,433,43,14,22,1,3,5,158,106,,,,0,
57WN00628,57,2,3904,2,22,220,1532,2,13,28,5,6,68,128,1,3,09,2,66,09,04,10,10,037,16,1,2,2,,5,2,4,2249,2,,442,44,14,22,1,2,5,152,94,,2,,0,
57WN00629,57,1,3905,2,36,360,1690,2,14,30,1,3,68,128,1,7,08,1,91,12,04,08,09,036,18,2,2,1,,1,1,3,2092,2,,633,63,14,36,1,3,5,147,100,,3,12,0,
57WN00630,57,2,3906,2,82,475,1819,2,13,,1,6,68,128,1,4,09,1,91,11,03,08,07,040,14,2,2,1,,1,1,4,2461,2,,630,63,14,51,7,0,5,142,104,,2,,0,
57WN00631,57,1,3907,2,45,450,1422,2,14,00,1,4,68,128,1,7,08,1,90,10,03,09,09,040,14,2,2,1,,1,1,4,7246,1,,613,61,14,45,1,3,5,150,116,,,,0,
57WN00632,57,2,3908,2,36,360,0339,2,14,32,1,6,68,128,1,4,08,2,90,08,03,08,07,039,14,2,2,1,,1,1,4,2092,2,,620,62,14,36,1,0,5,169,106,,,,0,
57WN00633,57,1,3909,2,45,450,0309,2,13,00,1,8,68,128,1,7,10,1,91,14,04,09,10,040,16,2,2,1,,1,1,5,7246,1,,597,59,14,45,1,7,5,130,146,,3,12,0,
57WN00634,57,2,3910,2,26,260,1800,2,14,26,1,3,68,128,1,3,08,1,71,08,05,08,08,034,14,1,2,2,,1,1,3,2638,2,,472,47,14,26,1,2,5,139,106,,2,,0,
57WN00635,57,2,3912,2,82,405,0745,2,14,,1,5,68,128,1,2,09,2,78,09,03,09,09,040,12,2,2,1,,1,1,4,2435,2,,516,51,14,51,7,6,5,145,120,,2,,0,
57WN00636,57,1,3913,2,53,530,2228,2,14,21,1,3,68,128,1,4,06,1,79,12,05,09,09,040,13,2,2,1,,1,1,3,1857,2,,525,52,14,53,1,5,5,130,118,,,,0,
57WN00637,57,1,3914,2,46,460,2352,2,14,24,1,2,67,127,1,7,10,1,76,11,04,09,08,032,16,2,2,1,,1,1,2,2583,2,,529,52,14,46,1,9,5,133,88,,,,0,
57WN00638,57,2,3915,2,44,440,1134,2,14,23,5,4,67,127,1,1,09,2,59,09,03,12,11,035,14,2,2,1,,5,2,4,2190,2,,403,40,14,44,1,3,5,149,78,,,,0,
57WN00639,57,1,3916,2,44,440,1134,2,14,23,5,4,67,127,1,1,09,2,81,11,03,10,11,047,11,2,3,2,,5,2,4,2190,2,,570,57,14,44,1,0,5,167,86,3,6,,0,
57WN00640,57,1,3917,2,40,401,1845,2,13,24,5,6,67,127,1,7,12,1,66,09,03,11,12,037,18,1,2,2,,5,2,4,2435,2,,455,45,14,40,1,5,5,158,82,,3,10,0,
57WN00641,57,2,3918,2,40,401,1845,2,13,24,5,6,67,127,1,4,09,1,53,09,03,11,11,035,18,1,2,2,,5,2,4,2435,2,,362,36,14,40,1,2,5,143,70,,,,0,
57WN00642,57,1,3920,2,47,471,1328,2,13,21,1,7,67,127,1,7,08,1,85,12,05,10,10,033,16,1,2,2,,1,1,5,2461,2,,569,56,14,47,1,9,5,135,128,,3,10,0,
57WN00643,57,2,3921,2,51,511,1593,2,13,18,1,6,67,127,1,3,07,2,71,11,04,09,08,042,14,2,2,1,,1,1,4,2374,2,,469,46,14,51,1,9,5,131,114,,,,0,
57WN00644,57,2,3922,2,22,220,0995,2,14,30,5,4,67,127,1,2,09,1,57,11,03,12,10,035,16,2,2,1,,5,2,4,2249,2,,384,38,14,22,1,4,5,137,82,,,,0,
57WN00645,57,1,3923,2,22,220,0995,2,14,30,5,4,67,127,1,7,09,1,67,10,06,09,10,032,14,2,2,1,,5,2,4,2249,2,,460,46,14,22,1,0,5,136,86,,3,25,0,
57WN00646,57,1,3924,2,50,500,0555,2,14,24,1,5,67,127,1,7,09,3,98,10,03,08,08,039,14,2,2,1,,1,1,4,1705,2,,682,68,14,50,1,2,5,165,114,,,,0,
57WN00647,57,1,3925,2,44,440,2730,2,14,23,1,2,67,127,1,2,09,2,83,10,03,09,09,038,14,2,2,1,,1,1,2,2190,2,,572,57,14,44,1,2,5,155,104,,,,0,
57WN00648,57,2,3926,2,40,401,2837,2,14,33,1,2,67,127,1,3,09,1,67,07,03,09,09,030,16,1,2,2,,1,1,2,2435,2,,465,46,14,40,1,5,5,154,80,,,,0,
57WN00649,57,2,3927,2,44,440,2260,2,14,21,1,2,67,127,1,3,09,1,63,09,03,10,11,037,13,2,2,1,,1,1,2,2190,2,,425,42,14,44,1,5,5,146,90,,,,0,
57WN00650,57,2,3931,2,82,324,0098,2,14,,1,6,67,127,2,1,07,2,90,13,04,09,07,041,10,2,2,1,,1,1,4,4520,1,,614,61,14,39,7,4,5,129,120,,2,,0,
57WN00651,57,1,3933,2,00,250,0753,2,14,,4,5,67,127,1,7,09,1,63,13,04,11,09,033,18,1,2,2,,3,3,4,,,,422,42,14,25,1,2,5,105,94,,3,17,0,
57WN00652,57,1,3934,2,51,511,1034,2,14,19,1,4,66,126,1,6,09,1,55,11,03,12,12,028,12,1,2,2,,1,1,4,2374,2,,354,35,14,51,1,4,5,119,104,,3,70,0,
57WN00653,57,1,3936,2,51,511,0737,2,13,21,3,7,66,126,1,7,10,4,86,09,04,09,08,038,16,1,2,2,,3,3,5,2374,2,,614,61,14,51,1,4,5,158,86,,,,0,
57WN00654,57,2,3937,2,50,500,0341,2,13,23,5,8,66,126,1,2,09,1,65,12,04,10,09,033,14,1,2,2,,5,2,5,1705,2,,451,45,14,50,1,1,5,130,82,,,,0,
57WN00655,57,1,3938,2,50,500,0341,2,13,23,5,8,66,126,1,7,12,1,58,12,03,12,12,028,14,2,2,1,,5,2,5,1705,2,,392,39,14,50,1,2,5,129,86,,3,10,0,
57WN00656,57,2,3939,2,35,350,2169,2,14,40,1,3,66,126,1,2,10,1,60,10,04,12,12,036,14,2,2,1,,1,1,3,0781,2,,400,40,14,35,1,0,5,142,96,,,,0,
57WN00657,57,2,3940,2,36,360,2509,2,14,28,1,2,66,126,1,4,08,1,58,10,03,11,12,037,18,1,2,2,,1,1,2,2092,2,,389,38,14,36,1,9,5,142,90,,2,,0,
57WN00658,57,1,3943,2,44,440,1050,2,13,19,1,7,66,126,1,7,09,2,88,10,04,09,10,038,10,1,2,2,,1,1,5,2190,2,,590,59,14,44,1,0,5,155,136,,3,10,0,
57WN00659,57,2,3944,2,63,630,0710,2,13,,1,8,66,126,2,1,08,1,85,10,03,07,08,049,9,2,3,2,,1,1,5,1857,2,,570,57,14,54,6,0,5,151,132,,2,,0,
57WN00660,57,1,3945,2,46,461,0003,2,14,19,3,6,66,126,1,7,10,1,105,12,05,08,09,038,18,1,2,2,,3,3,4,1575,2,,746,74,14,46,1,6,5,160,110,,,,0,
57WN00661,57,1,3947,2,51,510,1632,2,13,18,5,6,66,126,1,7,10,2,79,10,04,09,09,033,18,1,2,2,,5,2,4,1470,2,,548,54,14,51,1,8,5,149,100,,3,70,0,
57WN00662,57,2,3948,2,51,510,1632,2,13,18,5,6,66,126,1,3,09,1,60,10,04,09,09,036,18,1,1,1,,5,2,4,1470,2,,413,41,14,51,1,3,5,134,80,,,,0,
57WN00663,57,2,3949,2,46,461,2767,2,14,41,1,2,66,126,1,3,09,1,56,11,03,10,11,031,20,1,2,2,,1,1,2,1575,2,,373,37,14,46,1,3,5,134,90,,,,0,
57WN00664,57,2,3950,2,53,530,2572,2,14,13,1,2,66,126,2,1,09,1,69,08,03,10,09,043,9,3,3,1,,1,1,2,1857,2,,463,46,14,53,1,3,5,153,106,,,,0,
57WN00665,57,2,3951,2,26,260,2269,2,14,31,1,2,66,126,2,3,08,1,65,10,04,11,09,034,13,1,2,2,,1,1,2,2638,2,,443,44,14,26,1,3,5,137,92,,2,,0,
57WN00666,57,2,3953,2,82,324,2846,2,14,,1,2,65,125,1,1,08,1,62,10,05,11,11,028,18,1,2,2,,1,1,2,4520,1,,406,40,14,46,7,6,5,119,112,,2,,0,
57WN00667,57,2,3954,2,26,260,1774,2,14,25,1,3,65,125,3,3,08,2,75,09,03,09,10,042,16,2,2,1,,1,1,3,2638,2,,517,51,14,26,1,7,5,158,104,,2,,0,
57WN00668,57,1,3955,2,35,350,0553,2,14,27,5,5,65,125,1,7,09,1,74,12,03,10,09,035,14,2,2,1,,5,2,4,0781,2,,501,50,14,35,1,1,5,144,114,,,,0,
57WN00669,57,2,3956,2,35,350,0553,2,14,27,5,5,65,125,1,2,08,1,78,10,03,09,11,035,14,1,2,2,,5,2,4,0781,2,,544,54,14,35,1,4,5,165,100,,,,0,
57WN00670,57,2,3957,2,53,530,1894,2,13,15,5,6,65,125,1,1,08,1,70,09,03,09,10,042,11,2,3,2,,5,2,4,1857,2,,477,47,14,53,1,7,5,159,104,,,,0,
57WN00671,57,1,3958,2,53,530,1894,2,13,15,5,6,65,125,2,1,09,1,61,11,03,11,12,035,9,2,2,1,,5,2,4,1857,2,,406,40,14,53,1,6,5,139,102,,,,0,
57WN00672,57,1,3959,2,25,250,1486,2,14,13,1,4,65,125,1,7,08,1,85,07,03,09,09,038,14,2,2,1,,1,1,4,2805,2,,578,57,14,25,1,8,5,166,128,,7,,0,
57WN00673,57,2,3961,2,54,540,2655,2,14,17,1,2,65,125,1,1,09,1,56,08,03,09,10,035,18,1,2,2,,1,1,2,2123,2,,378,37,14,54,1,8,5,139,88,,,,0,
57WN00674,57,1,3962,2,50,500,1612,2,14,19,1,3,65,125,1,7,11,1,79,09,03,09,09,034,14,2,2,1,,1,1,3,1705,2,,546,54,14,50,1,6,5,149,108,,3,10,0,
57WN00675,57,1,3963,2,53,530,1286,2,13,10,1,7,65,125,2,2,08,1,83,10,03,08,10,049,9,3,4,2,,1,1,5,1857,2,,552,55,14,53,1,2,5,158,140,,,,0,
57WN00676,57,1,3964,2,37,370,0681,2,14,15,1,5,65,125,1,7,10,1,84,11,03,09,09,036,12,2,2,1,,1,1,4,1755,2,,582,58,14,37,1,2,5,144,112,,3,12,0,
57WN00677,57,1,3965,2,63,660,0039,2,13,,3,8,65,125,1,2,08,1,79,09,04,08,09,043,12,2,2,1,,3,3,5,2304,2,,541,54,14,54,6,1,5,149,114,,3,10,0,
57WN00678,57,2,3966,2,63,660,0039,2,13,,4,8,65,125,1,4,10,1,64,09,04,10,10,035,18,1,2,2,,3,3,5,2304,2,,440,44,14,54,6,0,5,133,90,,2,,0,
57WN00679,57,1,3967,2,63,650,0758,2,14,,3,5,65,125,2,2,08,1,77,10,05,10,09,032,16,4,5,2,,3,3,4,1854,2,,538,53,14,54,6,8,5,131,98,,3,10,0,
57WN00680,57,2,3969,2,25,250,1310,2,14,13,5,4,65,125,1,4,10,1,60,09,03,10,11,040,18,2,2,1,,5,2,4,2805,2,,419,41,14,25,1,9,5,150,76,,,,0,
57WN00681,57,2,3970,2,25,250,1310,2,14,13,5,4,65,125,1,2,08,1,60,09,03,12,11,034,16,2,2,1,,5,2,4,2805,2,,416,41,14,25,1,6,5,146,80,,,,0,
57WN00682,57,2,3971,2,40,400,0143,2,14,26,3,6,65,125,1,2,08,1,66,10,03,10,11,034,18,2,2,1,,3,3,4,1596,2,,454,45,14,40,1,4,5,147,92,,,,0,
57WN00683,57,2,3973,2,46,461,1781,2,14,36,1,3,65,125,1,3,09,1,54,10,03,10,11,034,13,1,2,2,,1,1,3,1575,2,,368,36,14,46,1,8,5,134,80,,,,0,
57WN00684,57,2,3974,2,25,250,1838,2,14,28,1,3,65,125,1,4,08,1,83,09,03,09,08,034,16,2,2,1,,1,1,3,2805,2,,568,56,14,25,1,8,5,156,120,,,,0,
57WN00685,57,1,3975,2,37,370,0341,2,14,12,1,6,65,125,2,4,09,2,79,11,03,09,11,038,18,2,2,1,,1,1,4,1755,2,,541,54,14,37,1,1,5,145,114,,7,,0,
57WN00686,57,1,3976,2,53,530,2005,2,14,20,1,3,65,125,2,1,08,2,73,10,04,09,09,043,12,2,2,1,,1,1,3,1857,2,,499,49,14,53,1,9,5,141,106,,6,,0,
57WN00687,57,2,3978,2,29,290,1549,2,13,00,3,6,64,124,1,3,08,2,89,09,03,07,08,042,11,2,2,1,,3,3,4,7166,3,,637,63,14,29,1,7,5,162,100,,,,0,
57WN00688,57,1,3979,2,25,250,1884,2,14,21,1,3,64,124,2,7,09,2,91,12,04,10,09,039,11,2,2,1,,1,1,3,2805,2,,640,64,14,25,1,0,5,148,116,,3,12,0,
57WN00689,57,1,3980,2,51,510,1330,2,13,18,1,7,64,124,2,7,10,1,80,13,03,09,09,035,16,2,2,1,,1,1,5,1470,2,,552,55,14,51,1,2,5,131,116,,3,70,0,
57WN00690,57,2,3981,2,40,400,1346,2,14,30,1,4,64,124,1,2,09,1,61,09,03,10,10,032,18,1,2,2,,1,1,4,1596,2,,421,42,14,40,1,1,5,140,88,,,,0,
57WN00691,57,2,3982,2,82,324,1612,2,13,,5,6,64,124,1,3,08,1,58,11,04,12,11,036,16,1,2,2,,5,2,4,4520,1,,403,40,14,51,7,3,5,127,80,,2,,0,
57WN00692,57,1,3983,2,82,324,1612,2,13,,5,6,64,124,1,7,08,2,76,11,04,09,10,035,10,1,2,2,,5,2,4,4520,1,,531,53,14,51,7,1,5,139,102,,3,10,0,
57WN00693,57,1,3984,2,46,460,0655,2,14,23,1,5,64,124,1,7,10,1,85,12,05,09,09,032,18,2,2,1,,1,1,4,2583,2,,590,59,14,46,1,0,5,134,118,,3,51,0,
57WN00694,57,1,3985,2,22,220,1580,2,14,34,2,3,64,124,1,7,09,1,60,11,07,10,10,027,16,1,2,2,,1,1,3,2249,2,,406,40,14,22,1,6,5,110,96,6,3,06,0,
57WN00695,57,2,3986,2,39,390,1636,2,13,11,1,6,63,123,1,3,07,1,86,09,03,08,08,052,11,2,2,1,,1,1,4,0396,2,,605,60,14,39,1,5,5,166,116,,,,0,
57WN00696,57,2,3987,2,35,350,0016,2,14,20,1,6,63,123,1,2,09,1,77,12,03,10,12,034,13,2,2,1,,1,1,4,0781,2,,528,52,14,35,1,8,5,144,120,,,,0,
57WN00697,57,2,3988,2,82,325,2204,2,14,,1,3,63,123,1,2,08,2,76,11,03,09,10,035,14,2,2,1,,1,1,3,4654,1,,522,52,14,51,7,2,5,135,118,,2,,0,
57WN00698,57,2,3989,2,53,530,0085,2,14,13,1,6,63,123,1,1,07,1,81,08,03,07,09,043,13,2,2,1,,1,1,4,1857,2,,546,54,14,53,1,6,5,163,138,,,,0,
57WN00699,57,1,3990,2,82,325,2194,2,14,,1,3,63,123,1,2,12,2,93,08,04,09,09,030,16,1,2,2,,1,1,3,4654,1,,665,66,14,49,7,5,5,155,112,,,,0,
57WN00700,57,2,3991,2,39,391,1848,2,14,19,1,3,63,123,1,3,06,1,62,08,03,10,11,037,16,3,3,1,,1,1,3,2916,2,,426,42,14,39,1,6,5,148,96,,,,0,
57WN00701,57,2,3992,2,37,370,1256,2,14,22,1,4,63,123,2,1,10,1,73,10,03,08,09,039,12,2,2,1,,1,1,4,1755,2,,493,49,14,37,1,3,5,146,124,,,,0,
57WN00702,57,2,3993,2,25,250,1706,2,14,20,1,3,63,123,1,2,08,1,88,09,03,07,07,040,16,2,2,1,,1,1,3,2805,2,,624,62,14,25,1,4,5,161,112,,,,0,
57WN00703,57,1,3994,2,29,290,2391,2,14,26,1,2,62,122,1,5,10,1,78,10,03,10,12,035,18,3,3,1,,1,1,2,7166,3,,554,55,14,29,1,4,5,160,104,,3,12,0,
57WN00704,57,1,3995,2,82,474,0536,2,14,,1,5,62,122,1,7,09,2,84,11,03,07,08,047,10,2,2,1,,1,1,4,0603,2,,600,60,14,51,7,0,5,144,108,,,,0,
57WN00705,57,2,3996,2,54,540,0753,2,13,15,5,7,62,122,1,1,10,3,57,11,03,12,12,031,14,1,2,2,,5,2,5,2123,2,,402,40,14,54,1,2,5,136,80,,2,,0,
57WN00706,57,1,3997,2,54,540,0753,2,13,15,5,7,62,122,2,4,10,1,62,11,03,10,11,028,16,1,2,2,,5,2,5,2123,2,,420,42,14,54,1,0,5,134,108,,,,0,
57WN00707,57,2,3998,2,46,460,2819,2,14,34,1,2,62,122,1,2,10,1,55,10,03,12,12,027,16,2,2,1,,1,1,2,2583,2,,366,36,14,46,1,6,5,137,104,,2,,0,
57WN00708,57,2,4000,2,49,490,2598,2,14,28,1,2,61,121,1,3,08,1,59,09,03,12,10,035,13,1,2,2,,1,1,2,2406,2,,418,41,14,49,1,8,5,145,84,,,,0,
57WN00709,57,1,4001,2,51,510,0978,2,14,30,1,4,61,121,1,7,09,1,78,10,03,08,08,040,16,1,2,2,,1,1,4,1470,2,,567,56,14,51,1,7,5,152,94,,,,0,
57WN00710,57,1,4002,2,46,461,0433,2,14,35,1,5,61,121,1,7,11,1,78,12,03,10,09,027,16,1,2,2,,1,1,4,1575,2,,572,57,14,46,1,2,5,138,88,,3,51,0,
57WN00711,57,1,4003,2,49,490,2647,2,14,29,1,2,61,121,1,7,10,1,77,09,04,09,09,035,18,2,2,1,,1,1,2,2406,2,,545,54,14,49,1,5,5,154,110,,3,10,0,
57WN00712,57,1,4004,2,47,470,2310,2,14,24,1,2,61,121,1,7,08,1,74,11,04,09,10,043,7,2,2,1,,1,1,2,0603,2,,529,52,14,47,1,9,5,147,100,,3,10,0,
57WN00713,57,2,4005,2,82,405,2536,2,14,,5,2,60,120,1,2,07,1,57,11,03,10,11,044,14,2,2,1,,5,2,2,2435,2,,407,40,14,39,7,7,5,141,82,,2,,0,
57WN00714,57,2,4006,2,82,405,2536,2,14,,5,2,60,120,1,3,08,1,59,08,03,10,11,037,16,2,2,1,,5,2,2,2435,2,,417,41,14,39,7,7,5,153,90,,,,0,
57WN00715,57,1,4008,2,25,250,1630,2,14,20,1,3,60,120,1,7,10,1,94,09,03,08,08,042,14,2,2,1,,1,1,3,2805,2,,675,67,14,25,1,5,5,171,130,,,,0,
57WN00716,57,1,4009,2,47,470,2669,2,14,17,1,2,60,120,1,7,10,1,76,12,04,09,09,044,13,2,2,1,,1,1,2,0603,2,,532,53,14,47,1,2,5,140,122,,3,12,0,
57WN00717,57,2,4010,2,82,475,2476,2,14,,1,2,65,125,1,2,10,1,73,12,06,09,09,035,12,2,2,1,,1,1,2,2461,2,,518,51,14,49,7,8,9,119,82,,2,,0,
57WN00718,57,1,4011,2,47,470,0932,2,13,26,3,7,64,124,1,7,08,1,96,09,03,07,08,040,16,2,2,1,,3,3,5,0603,2,,673,67,14,47,1,3,9,180,126,,,,0,
57WN00719,57,2,4012,2,82,405,1353,2,14,,1,4,64,124,1,4,09,1,70,10,03,09,09,040,16,2,2,1,,1,1,4,2435,2,,479,47,14,49,7,9,9,138,106,,2,,0,
