UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,EBVLWW,TAIL1,TAIL2,DNA,INBRL,ADGBV,ADGACC,MADGBV,MADGACC,FLBVB,FLBVR,SAGE,STUDY
03WN01141,103820343,03,X0343,82,3,00,01,-5-,9,3,2,5.0,5,4,2,109,225,116,13,8.3,49,74,0.566,76,1,1,,,0,X,Ana,,,T7341,44,S9294,10,11,3,93,260,8,5,0,2.06,108.7,3,83,,,0,0,,0.0,,,,,,,,W.
03WN01142,103820345,03,X0345,82,3,00,01,-5-,9,3,2,5.0,5,4,2,109,225,116,12,8.3,47,67,0.506,69,1,1,,,0,X,.,,,T7341,44,S9294,10,11,3,93,260,8,5,0,2.06,108.7,3,77,,,0,0,,0.0,,,,,,,,W.
03WN01143,103820346,03,X0346,82,2,00,33,51N,8,2,2,3.0,3,3,3,109,219,110,2,11.0,65,73,0.564,79,1,1,,,0,N,.,e.2,NICE,K0000,64,A7613,04,88,1,,,5,5,0,2.02,119.7,1,93,,,0,0,,0.0,,,,,,,,CxP
03WN01144,103820347,03,X0347,82,3,00,33,51N,8,2,2,3.0,3,3,3,109,219,110,2,12.3,67,75,0.57,81,1,1,,,0,N,X,,NICE,K0000,64,A7613,04,88,3,93,260,5,5,0,2.02,119.7,T,86,,,0,0,,0.0,,,,,,,,CxP
03WN01145,103820348,03,X0348,82,3,00,02,-5-,5,1,1,6.0,6,4,1,110,224,114,10,13.8,65,88,0.651,92,1,1,,,2,X,Ana,,,T7449,44,T6374,44,42,3,93,260,1,1,0,1.61,89.3,3,101,,,0,0,,0.071,,,,,,,,W.
03WN01146,103820349,03,X0349,82,2,00,02,-5-,8,2,2,5.0,5,4,1,110,224,114,14,10.9,47,72,0.536,75,1,1,,,2,X, 28,,,T7866,44,T6770,44,42,2,92,261,5,5,94,1.78,103.2,2,78,82,,0,0,,0.088,,,,,,,,JxT
03WN01147,103820350,03,X0350,82,2,00,02,-5-,8,2,2,5.0,5,4,1,110,224,114,14,10.0,46,69,0.518,72,1,1,,,2,X,.,,,T7449,44,T6770,44,42,3,93,260,5,5,91,1.78,103.2,3,77,,,0,0,,0.07,,,,,,,,JxT
03WN01148,103820352,03,X0352,82,2,00,80,52N,9,3,2,4.0,4,4,3,110,219,109,2,11.8,75,87,0.69,95,5,1,,,0,N,.,e.7,,Z0000,81,A6323,04,88,1,,,8,5,0,1.98,105.1,1,100,,,0,0,,0.0,,,,,,,,SxP
03WN01149,103820353,03,X0353,82,2,00,80,52N,9,3,2,4.0,4,4,3,110,219,109,2,10.8,75,87,0.699,95,5,1,,,0,N,.,e.8,,Z0000,81,A6323,04,88,1,,,8,5,0,1.98,105.1,1,97,,,0,0,,0.0,,,,,,,,SxP
03WN01150,103820356,03,X0356,82,2,00,30,-4-,9,3,3,3.0,3,3,1,110,224,114,9,8.9,47,70,0.536,73,1,1,,,0,X,.,,DEAD,A7553,04,A7204,04,81,6,10,199,9,8,102,2.02,141.7,6,0,,,0,0,,0.104,,,,,,,,
03WN01151,103820357,03,X0357,82,3,00,32,-4-,9,3,3,3.0,3,3,1,110,224,114,1,7.7,39,60,0.459,63,1,1,,,0,X,.,,,T7481,44,A7204,04,81,3,93,260,9,8,0,2.02,141.7,3,69,,,0,0,,0.0,,,,,,,,W.
03WN01152,103820358,03,X0358,82,2,00,32,-4-,9,3,3,3.0,3,3,1,110,224,114,14,9.5,51,74,0.566,77,1,1,,,0,X, 18,,,T7481,44,A7204,04,81,2,92,261,9,8,105,2.02,141.7,2,83,88,,0,0,,0.0,,,,,,,,JxP
03WN01153,103820359,03,X0359,82,2,00,31,-4-,8,2,2,3.0,3,3,1,110,224,114,10,11.2,52,79,0.595,83,1,1,,,0,X,Ana,e.1,,A7553,04,R1194,11,12,1,,,5,5,108,2.02,131.5,1,85,,,0,0,,0.0,,,,,,,,JxR
03WN01154,103820360,03,X0360,82,3,00,31,-4-,8,2,2,3.0,3,3,1,110,224,114,15,11.8,62,88,0.668,92,1,1,,,0,X,Ana,,,A7553,04,R1194,11,12,3,93,260,5,5,0,2.02,131.5,3,106,,,0,0,,0.0,,,,,,,,W.
03WN01155,103820362,03,X0362,82,2,00,01,-5-,8,2,1,7.0,7,5,1,110,224,114,2,10.1,63,91,0.71,95,1,1,,,2,X,Ana,e.2,,T7341,44,S7170,10,18,1,,,3,2,112,1.71,105.4,1,96,,,0,0,,0.0,,,,,,,,JxR
03WN01156,103820363,03,X0363,82,2,00,03,-5-,5,1,1,7.0,7,5,1,110,224,114,14,13.9,72,102,0.773,107,1,1,,,7,X,.,nd0,4TEATS,T7341,44,K9107,63,62,1,,,1,1,125,1.9,116.2,1,108,,,0,0,,0.0,,,,,,,,JxC
03WN01157,103820364,03,X0364,82,2,00,03,-4-,8,2,2,2.0,2,2,1,110,224,114,12,10.1,50,75,0.569,78,1,1,,,7,X, 23,,,T7939,44,K1950,64,68,2,92,261,5,6,104,1.86,131.1,2,88,87,,0,0,,0.0,,,,,,,,JxC
03WN01158,103820365,03,X0365,82,3,00,03,-4-,8,2,2,2.0,2,2,1,110,224,114,10,12.0,55,86,0.649,90,1,1,,,7,X,.,,,T7939,44,K1950,64,68,3,93,260,5,4,0,1.86,131.1,3,90,,,0,0,,0.0,,,,,,,,W.
03WN01159,103820366,03,X0366,82,3,00,01,-1-,8,2,2,4.0,4,4,1,110,224,114,10,8.1,52,81,0.639,85,1,1,,,0,X,.,,HAIRY,T8164,44,R0754,11,10,3,93,260,5,6,0,1.92,114.3,3,89,,,0,0,,0.0,,,,,,,,W.
03WN01160,103820367,03,X0367,82,2,00,01,-1-,8,2,2,4.0,4,4,1,110,224,114,7,9.9,50,72,0.545,75,1,1,,,0,X,.,e.0,,T7925,44,R0754,11,10,1,,,5,4,96,1.92,114.3,1,78,,,0,0,,0.0,,,,,,,,JxR
03WN01161,103820368,03,X0368,82,2,00,32,-5-,8,2,2,3.0,3,3,1,110,224,114,10,10.3,52,78,0.594,82,1,1,,,0,X, 16,,,T7341,44,A7500,04,88,2,92,261,5,5,107,2.02,130.6,2,86,91,,0,0,,0.0,,,,,,,,JxP
03WN01162,103820369,03,X0369,82,3,00,32,-5-,8,2,2,3.0,3,3,1,110,224,114,16,10.5,49,76,0.575,79,1,1,,,0,X,Ana,,,T7341,44,A7500,04,88,3,93,260,5,5,0,2.02,130.6,3,89,,,0,0,,0.0,,,,,,,,W.
03WN01163,103820370,03,X0370,82,2,00,32,-5-,8,2,2,4.0,4,4,1,110,224,114,6,11.2,54,79,0.595,83,1,1,,,0,X,Ana,,X,T7341,44,A6686,04,81,3,93,260,5,6,103,1.98,112.5,3,87,,,0,0,,0.0,,,,,,,,JxP
03WN01164,103820371,03,X0371,82,2,00,32,-5-,8,2,2,4.0,4,4,1,110,224,114,5,13.2,58,83,0.612,87,1,1,,,0,X, 16,,,T7341,44,A6686,04,81,2,92,261,5,4,107,1.98,112.5,2,85,97,,0,0,,0.0,,,,,,,,JxP
03WN01165,103820372,03,X0372,82,3,00,01,-5-,8,2,2,5.0,5,4,1,110,224,114,12,11.7,46,69,0.503,72,1,1,,,0,X,.,,,T7341,44,S9482,10,11,3,93,260,5,5,0,1.84,112.5,3,73,,,0,0,,0.0,,,,,,,,W.
03WN01166,103820373,03,X0373,82,2,00,01,-5-,8,2,2,5.0,5,4,1,110,224,114,1,12.3,48,70,0.506,73,1,1,,,0,X,.,e.1,,T7866,44,S9482,10,11,1,,,5,5,94,1.84,112.5,1,72,,,0,0,,0.0,,,,,,,,JxR
03WN01167,103820376,03,X0376,82,3,00,31,-4-,8,2,2,3.0,3,3,1,110,224,114,10,10.1,48,73,0.552,76,1,1,,,0,X,.,,,A7553,04,R1259,11,12,3,93,260,5,6,0,1.73,121.7,3,78,,,0,0,,0.001,,,,,,,,W.
03WN01168,103820377,03,X0377,82,3,00,31,-4-,8,2,2,3.0,3,3,1,110,224,114,7,13.0,57,83,0.614,87,1,1,,,0,X,.,,,A7553,04,R1259,11,12,3,93,260,5,4,0,1.73,121.7,3,91,,,0,0,,0.001,,,,,,,,W.
03WN01169,103820378,03,X0378,82,3,00,01,-5-,8,2,2,2.0,2,2,1,110,224,114,9,11.0,51,77,0.579,80,1,1,,,0,X,.,,,T7449,44,R2533,11,12,3,93,260,5,5,0,1.86,115.4,3,90,,,0,0,,0.0,,,,,,,,W.
03WN01170,103820379,03,X0379,82,2,00,01,-5-,8,2,2,2.0,2,2,1,110,224,114,5,10.3,53,78,0.594,82,1,1,,,0,X,.,e.2,,T7866,44,R2533,11,12,1,,,5,5,103,1.86,115.4,1,90,,,0,0,,0.0,,,,,,,,JxR
03WN01171,103820380,03,X0380,82,2,00,00,BLK,9,3,2,3.0,3,3,1,110,224,114,5,8.9,53,74,0.571,77,9,1,,,1,X,BLK,973,BLACK EWE,T0000,44,Z6878,81,00,1,,,8,5,104,2.0,138.0,1,81,,,0,0,,0.0,,,,,,,,Blk
03WN01172,103820381,03,X0381,82,3,00,00,BLK,9,3,2,3.0,3,3,1,110,224,114,5,9.8,58,87,0.677,91,9,1,,,1,X,BLK,,BLACK,T0000,44,Z6878,81,00,3,93,260,8,5,0,2.0,138.0,3,96,,,0,0,,0.0,,,,,,,,W.
03WN01173,103820383,03,X0383,82,3,00,01,-5-,9,3,2,6.0,6,4,1,110,224,114,12,10.5,47,73,0.548,76,1,1,,,0,X,.,,,T7866,44,S8326,10,11,3,93,260,8,5,0,1.94,129.0,3,82,,,0,0,,0.0,,,,,,,,W.
03WN01174,103820384,03,X0384,82,3,00,01,-5-,9,3,2,6.0,6,4,1,110,224,114,16,10.2,47,73,0.551,76,1,1,,,0,X,.,,HAIRY,T7866,44,S8326,10,11,3,93,260,8,5,0,1.94,129.0,3,82,,,0,0,,0.0,,,,,,,,W.
03WN01175,103820386,03,X0386,82,2,00,31,-4-,8,2,2,5.0,5,4,1,110,224,114,5,7.6,45,69,0.539,72,1,1,,,0,X,.,e.0,,A7553,04,S9175,10,10,1,,,5,6,96,1.84,122.8,1,85,,,0,0,,0.001,,,,,,,,JxR
03WN01176,103820387,03,X0387,82,2,00,31,-4-,8,2,2,5.0,5,4,1,110,224,114,12,9.9,55,77,0.589,81,1,1,,,0,X,.,e.1,4TEATS,A7553,04,S9175,10,10,1,,,5,4,104,1.84,122.8,1,87,,,0,0,,0.001,,,,,,,,JxR
03WN01177,103820388,03,X0388,82,2,00,33,51N,8,2,1,4.0,4,4,3,110,219,109,1,11.0,84,99,0.807,108,1,1,,,0,N,.,e.0,,K0000,64,A6618,04,81,1,,,3,2,0,1.73,112.2,1,119,,,0,0,,0.0,,,,,,,,CxP
03WN01178,103820390,03,X0390,82,2,00,80,-2-,8,2,2,4.0,4,4,1,110,224,114,10,10.8,57,90,0.695,94,5,1,,,0,X,.,,,Z0000,81,A6341,04,81,3,93,260,5,5,0,1.85,131.0,3,103,,,0,0,,0.0,,,,,,,,.
03WN01179,103820391,03,X0391,82,2,00,80,-2-,8,2,2,4.0,4,4,1,110,224,114,3,11.0,50,84,0.64,88,5,1,,,0,X,.,,,Z0000,81,A6341,04,81,3,93,260,5,5,0,1.85,131.0,3,92,,,0,0,,0.0,,,,,,,,.
03WN01180,103820392,03,X0392,82,3,00,01,-5-,8,2,2,3.0,3,3,1,110,224,114,10,11.5,55,71,0.522,74,1,1,,,0,X,Ana,,,T7866,44,R2031,11,12,3,93,260,5,5,0,1.88,115.0,3,79,,,0,0,,0.0,,,,,,,,W.
03WN01181,103820393,03,X0393,82,2,00,01,-5-,8,2,2,3.0,3,3,1,110,224,114,6,12.0,53,74,0.544,77,1,1,,,0,X,Ana,e.2,,T7866,44,R2031,11,12,1,,,5,5,98,1.88,115.0,1,78,,,0,0,,0.0,,,,,,,,JxR
03WN01182,103820394,03,X0394,82,2,00,32,-5-,8,2,2,2.0,2,2,1,110,224,114,1,8.7,43,70,0.538,73,1,1,,,0,X, 17,,4TEATS,T7866,44,A8405,04,82,2,92,261,5,4,96,1.94,118.7,2,84,85,,0,0,,0.0,,,,,,,,JxP
03WN01183,103820395,03,X0395,82,2,00,32,-5-,8,2,2,2.0,2,2,1,110,224,114,13,7.4,44,59,0.453,62,1,1,,,0,X,.,,,T7449,44,A8405,04,82,3,93,260,5,6,86,1.94,118.7,3,67,,,0,0,,0.0,,,,,,,,JxP
03WN01184,103820396,03,X0396,82,3,00,02,-5-,8,2,2,4.0,4,4,1,111,224,113,1,10.8,49,72,0.542,76,1,1,,,2,X,Ana,,,T7866,44,T7454,44,42,3,93,260,5,5,0,1.69,112.9,3,83,,,0,0,,0.13,,,,,,,,W.
03WN01185,103820397,03,X0397,82,2,00,02,-5-,8,2,2,4.0,4,4,1,111,224,113,6,10.5,48,71,0.535,75,1,1,,,2,X, 26,,4TEATS,T0000,44,T7454,44,42,2,92,261,5,5,96,1.69,112.9,2,84,82,,0,0,,0.0,,,,,,,,JxT
03WN01186,103820399,03,X0399,82,2,00,32,-5-,9,3,2,5.0,5,4,1,111,224,113,7,8.8,46,72,0.559,76,1,1,,,0,X, 20,,,T7866,44, 8439,00,88,2,92,261,8,5,97,2.05,111.2,2,78,85,,0,0,,0.0,,,,,,,,JxP
03WN01187,103820400,03,X0400,82,2,00,32,-5-,9,3,2,5.0,5,4,1,111,224,113,14,8.3,53,78,0.617,82,1,1,,,0,X, 18,,,T7866,44, 8439,00,88,2,92,261,8,5,102,2.05,111.2,2,83,92,,0,0,,0.0,,,,,,,,JxP
03WN01188,103820401,03,X0401,82,3,00,01,-5-,8,2,1,6.0,6,4,1,111,224,113,1,11.0,60,92,0.717,97,1,1,,,0,X,.,,,T7449,44,S7936,10,11,3,93,260,3,2,0,1.64,99.7,3,98,,,0,0,,0.0,,,,,,,,W.
03WN01189,103820403,03,X0403,82,3,00,02,-5-,8,2,2,7.0,7,5,H,111,219,108,3,9.8,0,84,0.687,92,1,1,,,2,X,.,,2CRYPTORCHID,T7449,44,T5703,44,41,3,93,260,5,5,0,1.65,107.8,3,96,,,0,0,,0.015,,,,,,,,W.
03WN01190,103820404,03,X0404,82,3,00,02,-5-,8,2,2,7.0,7,5,H,111,219,108,3,9.7,0,91,0.753,100,1,1,,,2,X,.,,1CRYPTORCHID,T7449,44,T5703,44,41,3,93,260,5,5,0,1.65,107.8,3,108,,,0,0,,0.015,,,,,,,,W.
03WN01191,103820407,03,X0407,82,3,00,01,-4-,9,3,1,5.0,5,4,1,111,224,113,2,12.7,58,92,0.702,97,1,1,,,0,X,.,,,T7939,44,S9278,10,12,3,93,260,7,2,0,2.06,94.7,3,105,,,0,0,,0.0,,,,,,,,W.
03WN01192,103820408,03,X0408,82,2,00,01,-1-,8,2,2,3.0,3,3,1,111,224,113,10,10.5,52,74,0.562,78,1,1,,,0,X,.,e.0,HAIRY,T8164,44,R1483,11,12,1,,,5,6,102,2.02,123.6,1,83,,,0,0,,0.0,,,,,,,,JxR
03WN01193,103820409,03,X0409,82,3,00,01,-1-,8,2,2,3.0,3,3,1,111,224,113,10,12.4,55,79,0.589,83,1,1,,,0,X,.,,,T0000,44,R1483,11,12,3,93,260,5,4,0,2.02,123.6,3,86,,,0,0,,0.0,,,,,,,,W.
03WN01194,103820410,03,X0410,82,3,00,01,-5-,8,2,1,2.0,2,2,1,111,224,113,7,8.3,54,80,0.635,84,1,1,,,0,X,.,,,T7866,44,R2814,11,12,3,93,260,3,2,0,2.01,104.4,3,82,,,0,0,,0.0,,,,,,,,W.
03WN01195,103820413,03,X0413,82,2,00,03,-1-,8,2,1,3.0,3,3,1,111,224,113,1,8.4,56,81,0.642,85,1,1,,,7,X,.,,HAIRY,T8164,44,K1446,64,68,Z,93,255,3,2,101,1.86,98.0,Z,91,95,,0,0,,0.0,,,,,,,,PPL
03WN01196,103820415,03,X0415,82,3,00,33,51N,5,1,1,5.0,5,4,3,111,219,108,1,15.2,91,107,0.85,117,1,1,,,0,N,.,,,K0000,64,A5026,04,82,3,93,260,1,1,0,1.72,97.6,3,116,,,0,0,,0.0,,,,,,,,W.
03WN01197,103820416,03,X0416,82,2,00,32,-4-,8,2,1,6.0,6,4,1,111,224,113,9,12.6,36,60,0.419,63,1,1,,,2,X,.,,4TEATS,A7553,04,T6325,44,41,3,93,260,3,2,84,1.71,109.0,3,73,,,0,0,,0.001,,,,,,,,JxT
03WN01198,103820418,03,X0418,82,2,00,31,-4-,8,2,2,5.0,5,4,1,111,224,113,10,9.8,59,82,0.639,86,1,1,,,2,X,.,,"HAIRY, X",A7553,04, 8695,00,18,Z,93,255,5,6,105,1.84,111.3,Z,88,96,,0,0,,0.0,,,,,,,,PPL
03WN01199,103820419,03,X0419,82,3,00,31,-4-,8,2,2,5.0,5,4,2,111,225,114,1,12.6,40,63,0.442,66,1,1,,,2,X,.,,"HAIRY, X, b2!",A7553,04, 8695,00,18,3,93,260,5,4,0,1.84,111.3,3,74,,,0,0,,0.0,,,,,,,,W.
03WN01200,103820420,03,X0420,82,3,00,01,-5-,8,2,1,4.0,4,4,1,111,224,113,8,13.7,45,67,0.472,70,1,1,,,0,X,.,,,T7341,44,R0460,11,12,3,93,260,3,2,0,1.8,112.6,3,68,,,0,0,,0.0,,,,,,,,W.
03WN01201,103820422,03,X0422,82,2,00,80,52N,9,3,2,4.5,4,4,3,111,219,108,3,11.8,75,87,0.696,95,5,1,,,0,N,.,e.6,,Z0000,81,A5764,04,73,1,,,8,5,0,2.48,160.4,1,102,,,0,0,,0.0,,,,,,,,SxP
03WN01202,103820423,03,X0423,82,2,00,80,52N,9,3,2,4.5,4,4,3,111,219,108,1,11.7,76,88,0.706,96,5,1,,,0,N,.,e.7,,Z0000,81,A5764,04,73,1,,,8,5,0,2.48,160.4,1,105,,,0,0,,0.0,,,,,,,,SxP
03WN01203,103820425,03,X0425,82,3,00,01,-5-,8,2,2,3.0,3,3,1,111,224,113,4,13.5,60,78,0.571,82,1,1,,,0,X,.,,,T7866,44,R1433,11,12,3,93,260,5,5,0,2.02,114.0,3,92,,,0,0,,0.0,,,,,,,,W.
03WN01204,103820426,03,X0426,82,2,00,01,-5-,8,2,2,3.0,3,3,1,111,224,113,15,11.5,51,74,0.553,78,1,1,,,0,X,.,e.1,4TEATS,T7866,44,R1433,11,12,1,,,5,5,99,2.02,114.0,1,84,,,0,0,,0.0,,,,,,,,JxR
03WN01205,103820427,03,X0427,82,3,00,01,-5-,8,2,2,3.0,3,3,1,111,224,113,3,11.3,60,89,0.688,94,1,1,,,2,X,.,,,T7449,44,00240,00,18,3,93,260,5,5,0,1.88,123.6,3,95,,,0,0,,0.0,,,,,,,,W.
03WN01206,103820428,03,X0428,82,2,00,01,-5-,8,2,2,3.0,3,3,1,111,224,113,8,11.9,60,85,0.647,90,1,1,,,2,X,.,e.2,HAIRY  <<<,T7866,44,00240,00,18,1,,,5,5,112,1.88,123.6,1,93,,,0,0,,0.0,,,,,,,,JxR
03WN01207,103820429,03,X0429,82,3,00,30,-4-,9,3,3,3.0,3,3,1,111,224,113,16,8.9,29,54,0.399,57,1,1,,,0,X,.,,,A7553,04,A7788,04,81,3,93,260,9,8,0,2.02,119.0,3,61,,,0,0,,0.08,,,,,,,,W.
03WN01208,103820430,03,X0430,82,2,00,30,-4-,9,3,3,3.0,3,3,1,111,224,113,13,10.5,52,77,0.588,81,1,1,,,0,X, 15,,,A7553,04,A7788,04,81,2,92,261,9,8,103,2.02,119.0,2,90,92,,0,0,,0.08,,,,,,,,JxP
03WN01209,103820431,03,X0431,82,3,00,30,-4-,9,3,3,3.0,3,3,1,111,224,113,14,10.0,48,72,0.549,76,1,1,,,0,X,.,,,A7553,04,A7788,04,81,3,93,260,9,8,0,2.02,119.0,3,83,,,0,0,,0.08,,,,,,,,W.
03WN01210,103820432,03,X0432,82,3,00,03,-5-,5,1,1,4.0,4,4,1,111,224,113,16,15.3,79,116,0.891,122,1,1,,,7,X,Ana,,NICE,T7341,44,91251,09,68,3,93,260,1,1,0,1.45,102.5,3,122,,,0,0,,0.0,,,,,,,,W.
03WN01211,103820434,03,X0434,82,3,00,01,-5-,8,2,1,7.0,7,5,H,111,219,108,3,11.9,0,101,0.825,111,1,1,,,0,X,.,,,T7341,44,S7068,10,12,3,93,260,3,2,0,1.91,119.7,3,114,,,0,0,,0.0,,,,,,,,W.
03WN01212,103820436,03,X0436,82,2,00,33,-4-,9,3,2,7.0,7,5,1,111,224,113,14,10.7,45,70,0.525,74,1,1,,,7,X,.,,,A7553,04,K8808,63,61,3,93,260,8,5,91,1.8,98.3,3,82,,,0,0,,0.0,,,,,,,,JxC
03WN01213,103820437,03,X0437,82,2,00,33,-4-,9,3,2,7.0,7,5,1,111,224,113,12,9.7,47,68,0.516,72,1,1,,,7,X,.,,4TEATS,A7553,04,K8808,63,61,3,93,260,8,5,90,1.8,98.3,3,76,,,0,0,,0.0,,,,,,,,JxC
03WN01214,103820438,03,X0438,82,2,00,01,-5-,5,1,1,3.0,3,3,1,111,224,113,6,10.6,54,79,0.605,83,1,1,,,0,X,.,e.0,,T7341,44,R1304,11,13,1,,,1,1,102,1.7,109.5,1,92,,,0,0,,0.0,,,,,,,,JxR
03WN01215,103820439,03,X0439,82,3,00,31,-4-,8,2,2,2.0,2,2,1,111,224,113,15,12.7,46,73,0.534,77,1,1,,,0,X,Ana,,,A7553,04,R2520,11,13,3,93,260,5,4,0,1.86,123.0,3,84,,,0,0,,0.0,,,,,,,,W.
03WN01216,103820440,03,X0440,82,2,00,31,-4-,8,2,2,2.0,2,2,1,111,224,113,8,10.2,45,72,0.547,76,1,1,,,0,X,Ana,e.1,4TEATS,A7553,04,R2520,11,13,1,,,5,6,100,1.86,123.0,1,72,,,0,0,,0.0,,,,,,,,JxR
03WN01217,103820441,03,X0441,82,2,00,31,-4-,5,1,1,4.0,4,4,1,111,224,113,7,14.6,65,91,0.676,96,1,1,,,0,X,Ana,e.2,,A7553,04,R0746,11,13,1,,,1,1,115,1.67,112.8,1,96,,,0,0,,0.0,,,,,,,,JxR
03WN01218,103820442,03,X0442,82,3,00,32,-5-,9,3,2,6.5,6,4,1,111,224,113,7,12.3,60,90,0.688,95,1,1,,,0,X,.,,,T7866,44,A3854,04,73,3,93,260,8,3,0,2.1,161.6,3,102,,,0,0,,0.0,,,,,,,,W.
03WN01219,103820443,03,X0443,82,2,00,32,-5-,9,3,2,6.5,6,4,1,111,224,113,13,8.9,49,71,0.55,75,1,1,,,0,X, 17,,,T7866,44,A3854,04,73,2,92,261,8,7,109,2.1,161.6,2,86,88,,0,0,,0.0,,,,,,,,JxP
03WN01220,103820444,03,X0444,82,2,00,32,-5-,9,3,1,6.5,6,4,B,111,219,108,2,10.7,0,90,0.734,99,1,1,,,0,X,.,nd1,,T7866,44,A3854,04,73,1,,,7,2,130,2.1,161.6,1,109,,,0,0,,0.0,,,,,,,,JxP
03WN01221,103820446,03,X0446,82,3,00,01,-5-,9,3,2,4.0,4,4,1,111,224,113,12,11.2,53,64,0.467,67,1,1,,,0,X,.,,,T7341,44,R0709,11,10,3,93,260,8,4,0,1.92,104.5,3,80,,,0,0,,0.0,,,,,,,,W.
03WN01222,103820447,03,X0447,82,2,00,01,-5-,9,3,2,4.0,4,4,1,111,224,113,13,9.5,42,67,0.509,71,1,1,,,0,X,.,e.0,,T7341,44,R0709,11,10,1,,,8,6,90,1.92,104.5,1,77,,,0,0,,0.0,,,,,,,,JxR
03WN01223,103820449,03,X0449,82,2,00,01,-1-,8,2,2,2.0,2,2,1,111,224,113,6,7.6,40,59,0.455,62,1,1,,,0,X,.,,,T8164,44,R2384,11,11,3,93,260,5,6,87,1.86,121.9,3,65,,,0,0,,0.0,,,,,,,,JxR
03WN01224,103820450,03,X0450,82,2,00,01,-1-,8,2,2,2.0,2,2,1,111,224,113,5,9.7,51,79,0.613,83,1,1,,,0,X,.,e.1,,T8164,44,R2384,11,11,1,,,5,4,106,1.86,121.9,1,85,,,0,0,,0.0,,,,,,,,JxR
03WN01225,103820451,03,X0451,82,3,00,32,-4-,8,2,2,2.0,2,2,1,111,224,113,15,8.3,36,62,0.475,65,1,1,,,2,X,Ana,,,A7553,04,T8682,44,42,3,93,260,5,5,0,1.78,118.9,3,74,,,0,0,,0.0,,,,,,,,W.
03WN01226,103820452,03,X0452,82,3,00,32,-4-,8,2,2,2.0,2,2,1,111,224,113,7,9.5,49,79,0.615,83,1,1,,,2,X,Ana,,,A7553,04,T8682,44,42,3,93,260,5,5,0,1.78,118.9,3,90,,,0,0,,0.0,,,,,,,,W.
03WN01227,103820453,03,X0453,82,3,00,33,-4-,5,1,1,2.0,2,2,1,111,224,113,10,11.5,61,86,0.659,91,1,1,,,7,X,Ana,,MSG d224 ??,A7553,04,K1956,64,68,3,93,260,1,1,0,1.53,95.1,3,106,,,0,0,,0.0,,,,,,,,W.
03WN01228,103820454,03,X0454,82,2,00,31,-4-,5,1,1,4.0,4,4,1,112,224,112,5,12.5,59,91,0.701,97,1,1,,,0,X,.,e.2,HAIRY  <<<,A7553,04,R0347,11,12,1,,,1,1,115,1.55,112.3,1,95,,,0,0,,0.0,,,,,,,,JxR
03WN01229,103820455,03,X0455,82,2,00,01,-5-,8,2,2,5.0,5,4,1,112,224,112,8,11.5,55,79,0.603,84,1,1,,,0,X,.,e.0,,T7866,44,S9257,10,12,1,,,5,3,106,1.87,119.7,1,92,,,0,0,,0.0,,,,,,,,JxR
03WN01230,103820456,03,X0456,82,3,00,01,-5-,8,2,2,5.0,5,4,1,112,224,112,1,7.7,37,60,0.467,64,1,1,,,0,X,.,,PINK,T7341,44,S9257,10,12,3,93,260,5,7,0,1.87,119.7,3,66,,,0,0,,0.0,,,,,,,,W.
03WN01231,103820457,03,X0457,82,3,00,32,-5-,9,3,2,5.0,5,4,1,112,224,112,3,8.9,51,86,0.688,92,1,1,,,0,X,.,,,T7449,44,A5295,04,82,3,93,260,8,5,0,2.05,114.7,3,95,,,0,0,,0.0,,,,,,,,W.
03WN01232,103820459,03,X0459,82,3,00,32,-5-,9,3,2,5.0,5,4,1,112,224,112,10,10.1,59,82,0.642,87,1,1,,,0,X,.,,,T7449,44,A5295,04,82,3,93,260,8,5,0,2.05,114.7,3,93,,,0,0,,0.0,,,,,,,,W.
03WN01233,103820463,03,X0463,82,3,00,01,-1-,8,2,2,2.0,2,2,1,112,224,112,9,10.0,52,75,0.58,80,1,1,,,0,X,.,,HAIRY,T7925,44,R2717,11,12,3,93,260,5,5,0,1.84,122.4,3,88,,,0,0,,0.0,,,,,,,,W.
03WN01234,103820464,03,X0464,82,2,00,01,-1-,8,2,2,2.0,2,2,1,112,224,112,14,9.1,47,72,0.562,76,1,1,,,0,X,.,e.1,,T7925,44,R2717,11,12,1,,,5,5,99,1.84,122.4,1,71,,,0,0,,0.0,,,,,,,,JxR
03WN01235,103820465,03,X0465,82,2,00,80,52N,8,2,2,4.5,4,4,3,112,219,107,4,14.3,80,93,0.736,103,5,1,,,0,N,.,e.8,,Z0000,81,A5801,04,73,1,,,5,5,0,1.98,108.2,1,105,,,0,0,,0.0,,,,,,,,SxP
03WN01236,103820466,03,X0466,82,3,00,80,52N,8,2,2,4.5,4,4,3,112,219,107,1,16.3,85,99,0.773,109,5,1,,,0,N,X,,,Z0000,81,A5801,04,73,3,93,260,5,5,0,1.98,108.2,T,110,,,0,0,,0.0,,,,,,,,SxP
