UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,MELA,VACC,SAMP,L,LOT,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT
89WN00617, 89034112,89,03,L4112,1,7x,30,732,3,2,8,5,1.5,1,1,2,111,111,5,80,64,505,09,,,,,,,,1,1,2,0,217,1301,93,,,,0860,03,1749,03,,69,564,73,3,72
89WN00618, 89034113,89,03,L4113,2,70,30,704,2,2,5,5,2.0,2,2,2,111,111,19,93,83,664,07,,B,BL,,G.8,,,1,1,1,0,194,1357,,,,,0523,03,0850,03,,89,746,70,1,100
89WN00619, 89034114,89,03,L4114,1,70,30,704,2,2,5,5,2.0,2,2,2,111,111,1,100,89,712,07,,,,,,,,1,1,2,0,194,1357,93,14,,,0523,03,0850,03,,95,719,70,3,98
89WN00620, 89034115,89,03,L4115,3,7x,30,731,2,1,3,2,2.5,2,2,2,111,111,10,115,99,788,08,,,,,,,,1,1,1,0,177,936,93,,,,1256,03,3241,80,,106,765,75,3,113
89WN00621, 89034118,89,03,L4118,2,71,30,713,3,2,8,5,4.0,4,4,2,111,111,20,94,79,627,07,,A,BL,,G.4,,,1,1,1,0,227,1327,,95,,,2370,03,8154,02,,85,696,71,1,89
89WN00622, 89034119,89,03,L4119,2,71,30,713,3,2,8,5,4.0,4,4,2,111,111,25,98,72,560,07,,,,,002,,,1,1,1,0,227,1327,92,95,264,,2370,03,8154,02,,77,637,71,2,85
89WN00623, 89034120,89,03,L4120,1,70,30,714,3,2,8,5,6.0,6,4,2,111,111,27,103,83,655,07,,V,PS,,,,,1,1,2,0,232,1322,,,,,1985,03,5254,02,,89,686,70,1,88
89WN00624, 89034121,89,03,L4121,1,70,30,714,3,2,8,5,6.0,6,4,2,111,111,22,99,81,641,10,,V,,,,,,2,1,2,0,232,1322,,,,,1985,03,5254,02,,87,664,70,1,89
89WN00625, 89034124,89,03,L4124,1,71,30,711,3,2,8,5,3.0,3,3,2,112,110,10,96,87,704,07,,C,PS,,,,,1,1,2,0,204,1276,,,,,1999,03,9358,02,,94,705,71,1,98
89WN00626, 89034125,89,03,L4125,1,71,30,711,3,2,8,5,3.0,3,3,2,112,110,24,109,82,646,07,,V,,,,,,1,1,2,0,204,1276,,,,,1999,03,9358,02,,88,668,71,1,92
89WN00627, 89034126,89,03,L4126,2,70,30,701,2,2,5,6,4.0,4,4,2,112,110,19,79,71,574,08,,,,,009,,,1,1,2,0,190,1331,92,,264,,0795,03,8305,02,,77,680,70,2,84
89WN00628, 89034127,89,03,L4127,1,70,30,701,2,2,5,4,4.0,4,4,2,112,110,23,100,76,600,08,,,,,,,,1,1,3,0,190,1331,93,97,,,0795,03,8305,02,,82,629,70,3,87
89WN00629, 89034128,89,03,L4128,2,7x,30,733,2,1,3,2,1.5,1,1,2,112,110,4,103,65,497,07,,,,,020,,,1,1,1,0,227,1153,92,,264,,1407,03,1702,03,,70,542,75,2,75
89WN00630, 89034130,89,03,L4130,2,70,30,702,2,2,5,5,3.0,3,3,2,112,110,7,108,79,620,08,,A,,,G.3,,,1,1,1,0,190,1259,,,,,0769,03,9597,02,,85,666,70,1,93
89WN00631, 89034131,89,03,L4131,1,70,30,702,2,2,5,5,3.0,3,3,2,112,110,4,118,78,602,08,,C,,,,,,1,1,1,0,190,1259,,,,,0769,03,9597,02,,84,595,70,1,88
89WN00632, 89034133,89,03,L4133,1,7x,30,734,2,1,3,2,1.5,1,1,2,112,110,11,95,76,605,10,,,,,,,,1,1,1,0,207,1167,93,,,,0525,03,1404,03,,82,630,76,3,84
89WN00633, 89034134,89,03,L4134,2,7x,30,734,2,1,3,2,1.5,1,1,2,112,110,28,83,65,515,07,,,,,020,,,1,1,1,0,207,1161,92,,264,,0525,03,1250,03,,70,595,75,2,75
89WN00634, 89034136,89,03,L4136,1,70,30,703,2,2,5,5,5.0,5,4,2,112,110,21,112,80,625,06,,V,,,,,,1,1,2,0,197,1331,,,,,0990,03,7194,02,,86,648,70,1,97
89WN00635, 89034137,89,03,L4137,1,70,30,703,2,2,5,5,5.0,5,4,2,112,110,20,105,77,605,06,,V,,,,,,1,1,2,0,197,1331,93,,,,0990,03,7194,02,,83,626,70,3,84
89WN00636, 89034138,89,03,L4138,1,7x,30,735,2,2,5,5,1.5,1,1,2,112,110,25,113,56,406,09,,,,,,,,1,1,2,0,207,1295,93,,,,1079,03,1476,03,,60,495,76,3,62
89WN00637, 89034139,89,03,L4139,2,7x,30,735,2,2,5,5,1.5,1,1,2,112,110,11,104,65,496,11,,,,,019,,,1,1,1,0,207,1295,92,,264,,1079,03,1476,03,,70,613,76,2,78
89WN00638, 89034140,89,03,L4140,2,7x,30,732,2,1,3,2,1.5,1,1,2,112,110,23,88,75,602,07,,,,,017,,,1,1,1,0,207,1179,92,,264,,0860,03,1084,03,,81,674,75,2,85
89WN00639, 89034142,89,03,L4142,1,71,30,703,2,2,5,5,2.0,2,2,2,112,110,14,107,75,585,11,,,,,,,,2,1,2,0,194,1091,93,97,,,0990,03,1027,03,,81,612,71,3,85
89WN00640, 89034143,89,03,L4143,1,71,30,703,2,2,5,5,2.0,2,2,2,112,110,10,112,84,662,08,,,,,,,,1,1,1,0,194,1091,70,,281,,0990,03,1027,03,,91,683,71,3,87
89WN00641, 89034144,89,03,L4144,2,7x,30,732,2,2,5,5,3.5,3,3,2,112,110,16,78,63,502,07,,,,,014,,,2,1,2,0,161,981,92,14,264,,0860,03,8653,02,,68,561,74,2,73
89WN00642, 89034145,89,03,L4145,2,7x,30,732,2,2,5,5,3.5,3,3,2,112,110,12,80,62,491,05,,,,,025,,N,1,1,1,0,161,981,92,14,264,,0860,03,8653,02,,67,544,74,2,75
89WN00643, 89034146,89,03,L4146,2,7x,30,732,1,1,1,1,4.5,4,4,2,112,110,18,120,73,555,08,,,,,023,,,1,1,1,0,165,1004,92,,264,,0860,03,7437,02,,79,544,73,2,80
89WN00644, 89034147,89,03,L4147,2,7x,30,734,2,2,5,5,4.5,4,4,2,112,110,19,89,46,337,09,,,,,026,,,1,1,1,0,152,940,92,,264,,0525,03,7706,02,,49,406,76,2,52
89WN00645, 89034148,89,03,L4148,1,7x,30,734,2,2,5,5,4.5,4,4,2,112,110,29,98,82,656,14,,,,,,,,1,1,3,0,152,940,93,,,,0525,03,7706,02,,89,690,76,3,86
89WN00646, 89034149,89,03,L4149,2,70,30,704,2,2,5,5,4.0,4,4,2,112,110,16,94,72,569,06,,,,,011,,,1,1,1,0,215,1391,92,,264,,0523,03,7990,02,,78,633,70,2,81
89WN00647, 89034150,89,03,L4150,1,70,30,704,2,2,5,5,4.0,4,4,2,112,110,6,97,72,566,07,,,,,,,,1,1,2,0,215,1391,93,34,,,0523,03,7990,02,,78,567,70,3,74
89WN00648, 89034151,89,03,L4151,1,70,30,704,2,2,5,5,2.0,2,2,2,112,110,22,105,87,695,05,,C,,,,,,1,1,2,0,211,1380,,,,,0523,03,0517,03,,94,733,70,1,95
89WN00649, 89034152,89,03,L4152,2,70,30,704,2,2,5,5,2.0,2,2,2,112,110,11,98,74,584,08,,,,,,,,5,1,1,0,211,1380,93,26,258,,0523,03,0517,03,,80,655,70,5,87
89WN00650, 89034153,89,03,L4153,1,7x,30,732,2,2,5,5,3.5,3,3,2,112,110,19,100,76,600,07,,,,,,,,1,1,1,0,161,969,93,,,,0860,03,8875,02,,82,614,73,3,82
89WN00651, 89034154,89,03,L4154,2,7x,30,732,2,2,5,5,3.5,3,3,2,112,110,15,100,65,500,06,,,,,010,,,1,1,1,0,161,969,92,,264,,0860,03,8875,02,,70,558,73,2,83
89WN00652, 89034155,89,03,L4155,1,7x,30,735,2,2,5,5,2.5,2,2,2,112,110,15,107,77,603,06,,,,,,,,1,1,2,0,177,1059,93,,,,1079,03,9984,02,,83,631,76,3,84
89WN00653, 89034156,89,03,L4156,2,7x,30,735,2,2,5,5,2.5,2,2,2,112,110,2,92,63,489,08,,,,,025,,N,1,1,1,0,177,1059,92,,264,,1079,03,9984,02,,68,547,76,2,73
89WN00654, 89034157,89,03,L4157,1,7x,30,733,2,2,5,5,1.5,1,1,2,112,110,10,106,85,676,07,,,,,,,,1,1,2,0,207,1375,93,,,,1407,03,1300,03,,92,743,74,3,95
89WN00655, 89034158,89,03,L4158,2,7x,30,733,2,2,5,5,1.5,1,1,2,112,110,23,92,76,607,06,,,,,016,,,1,1,1,0,207,1375,92,,264,,1407,03,1300,03,,82,742,74,2,92
89WN00656, 89034159,89,03,L4159,2,71,30,713,2,2,5,6,5.0,5,4,2,112,110,13,87,70,557,06,,,,,,,,1,1,1,0,197,1407,95,75,250,,2370,03,7005,02,,76,654,71,3,82
89WN00657, 89034160,89,03,L4160,2,71,30,713,2,2,5,4,5.0,5,4,2,112,110,18,104,77,605,08,,A,,,G.4,,,1,1,1,0,197,1407,,,,,2370,03,7005,02,,83,652,71,1,88
89WN00658, 89034161,89,03,L4161,2,7x,30,731,2,2,5,5,2.5,2,2,2,112,110,16,124,76,578,08,,,,,008,,,1,1,1,0,177,1109,92,,264,,1256,03,0007,03,,82,657,75,2,94
89WN00659, 89034162,89,03,L4162,1,7x,30,731,2,2,5,5,2.5,2,2,2,112,110,13,112,85,671,08,,,,,,,,1,1,2,0,177,1109,93,,,,1256,03,0007,03,,92,696,75,3,96
89WN00660, 89034164,89,03,L4164,1,70,30,701,3,2,8,5,3.0,3,3,2,112,110,1,92,94,771,07,,V,PS,,,,,1,1,1,0,218,1323,,,,,0795,03,9215,02,,102,759,70,1,102
89WN00661, 89034165,89,03,L4165,1,70,30,701,3,2,8,5,3.0,3,3,2,112,110,7,105,84,668,08,,,,,,,,1,1,2,0,218,1323,93,,,,0795,03,9215,02,,91,665,70,3,85
89WN00662, 89034166,89,03,L4166,1,7x,30,732,2,2,5,4,6.5,6,4,2,113,109,20,105,71,555,08,,,,,,,,1,1,1,0,130,765,93,,,,0860,03,3575,02,,77,581,75,3,72
89WN00663, 89034167,89,03,L4167,2,7x,30,732,2,2,5,6,6.5,6,4,2,113,109,1,85,68,546,07,,,,,011,,,1,1,1,0,130,765,92,,264,,0860,03,3575,02,,74,627,75,2,81
89WN00664, 89034168,89,03,L4168,1,71,30,713,1,1,1,1,2.0,2,2,2,113,109,30,102,92,750,04,,,,,,,,1,1,2,0,194,1232,93,14,,,2370,03,0722,03,,100,690,71,3,89
89WN00665, 89034169,89,03,L4169,3,71,30,P2,1,1,1,1,1.0,1,1,2,113,109,12,65,83,702,06,,,,,,,,1,1,2,0,197,1183,93,,,,1233,03,2264,03,,91,662,71,3,97
89WN00666, 89034170,89,03,L4170,1,7x,30,734,1,1,1,1,1.5,1,1,2,113,109,26,121,102,825,07,,V,,,,,,1,1,2,0,197,1225,,,,,0525,03,1135,03,,111,805,74,1,104
89WN00667, 89034171,89,03,L4171,2,7x,30,733,2,2,5,6,2.5,2,2,2,113,109,27,101,67,522,15,,,,,,,,1,1,1,0,177,1054,93,97,258,,1407,03,3184,80,,73,654,73,5,82
89WN00668, 89034172,89,03,L4172,1,7x,30,733,2,2,5,4,2.5,2,2,2,113,109,22,119,65,487,12,,,,,,,,1,1,2,0,177,1054,93,,,,1407,03,3184,80,,70,530,73,3,72
89WN00669, 89034173,89,03,L4173,1,71,30,701,1,1,1,1,2.0,2,2,2,113,109,26,103,89,722,06,,,,,,,,1,1,2,0,177,1109,93,,,,0795,03,0513,03,,97,656,71,3,97
89WN00670, 89034175,89,03,L4175,1,70,30,714,3,2,8,5,4.0,4,4,2,113,109,6,109,83,661,08,,C,,,,,,1,1,2,0,215,1212,,,,,1985,03,8273,02,,90,663,70,1,91
89WN00671, 89034176,89,03,L4176,1,70,30,714,3,2,8,5,4.0,4,4,2,113,109,23,99,89,726,06,,V,PS,,,,,1,1,2,0,215,1212,,,,,1985,03,8273,02,,97,752,70,1,99
89WN00672, 89034177,89,03,L4177,1,70,30,702,3,1,7,2,5.0,5,4,2,113,109,8,106,95,774,07,,,,,,,,1,1,2,0,219,1314,93,82,,,0769,03,7138,02,,104,735,70,3,9
89WN00673, 89034179,89,03,L4179,3,70,30,703,2,2,5,4,2.0,2,2,2,113,109,15,98,81,653,03,,,,,,,,3,1,1,0,211,1248,93,14,,,0990,03,0648,03,,88,686,70,3,93
89WN00674, 89034180,89,03,L4180,2,70,30,703,2,2,5,6,2.0,2,2,2,113,109,13,75,63,509,07,,,,,015,,,1,1,1,0,211,1248,92,95,264,,0990,03,0648,03,,69,621,70,2,68
89WN00675, 89034181,89,03,L4181,2,71,30,712,2,2,5,5,7.0,7,5,2,113,109,28,84,64,510,09,,,,,013,,,2,1,1,0,202,1198,92,,264,,2503,03,3016,02,,70,593,71,2,77
89WN00676, 89034182,89,03,L4182,2,71,30,712,2,2,5,5,7.0,7,5,2,113,109,20,85,62,491,07,,,,,014,,,2,1,1,0,202,1198,92,,264,,2503,03,3016,02,,67,562,71,2,71
89WN00677, 89034183,89,03,L4183,1,7x,30,735,2,1,3,2,7.0,7,5,1,113,107,4,68,49,394,07,,,,,,,,1,1,2,0,139,846,93,97,352,,1079,03,2460,02,,54,354,75,3,53
89WN00678, 89034185,89,03,L4185,2,70,30,702,2,2,5,5,4.0,4,4,2,113,109,26,89,72,579,08,,,,,009,,,1,1,1,0,190,1282,92,,264,,0769,03,8300,02,,78,659,70,2,85
89WN00679, 89034186,89,03,L4186,1,70,30,702,2,2,5,5,4.0,4,4,2,113,109,19,88,88,727,07,,C,,,,,,1,1,2,0,190,1282,93,,,,0769,03,8300,02,,96,747,70,3,97
89WN00680, 89034187,89,03,L4187,1,7x,30,735,3,2,8,6,4.5,4,4,2,113,109,11,70,75,624,06,,,,,,,,1,1,2,0,190,1162,93,,,,1079,03,7787,02,,82,686,75,3,83
89WN00681, 89034188,89,03,L4188,1,7x,30,735,3,2,8,4,4.5,4,4,2,113,109,10,84,82,675,08,,C,,,,,,1,1,2,0,190,1162,,,,,1079,03,7787,02,,89,686,75,1,98
89WN00682, 89034190,89,03,L4190,1,70,30,701,2,2,5,5,2.0,2,2,2,113,109,6,87,77,627,08,,C,,,,,,1,1,2,0,211,1290,,,,,0795,03,0645,03,,84,643,70,1,81
89WN00683, 89034191,89,03,L4191,2,70,30,701,2,2,5,5,2.0,2,2,2,113,109,13,80,68,550,06,,,,,012,,,1,1,1,0,211,1290,92,95,264,,0795,03,0645,03,,74,625,70,2,81
89WN00684, 89034192,89,03,L4192,1,70,30,703,2,2,5,4,3.0,3,3,2,113,109,26,110,84,670,08,,,,,,,,1,1,3,0,190,1285,93,19,,,0990,03,9319,02,,91,699,70,3,90
89WN00685, 89034193,89,03,L4193,2,70,30,703,2,2,5,6,3.0,3,3,2,113,109,22,89,67,533,07,,,,,,,,1,1,2,0,190,1285,93,97,258,,0990,03,9319,02,,73,639,70,5,84
89WN00686, 89034194,89,03,L4194,3,00,30,703,1,1,1,1,1.5,1,1,1,113,107,25,135,92,734,08,,,,,,,,1,1,1,0,207,1207,93,,,,0990,03,1622,03,,102,717,00,3,112
89WN00687, 89034195,89,03,L4195,1,70,30,702,1,1,1,1,2.0,2,2,2,113,109,20,126,105,848,08,,,,,,,,2,1,2,0,194,1218,93,,,,0769,03,0548,03,,114,774,70,3,114
89WN00688, 89034197,89,03,L4197,2,70,30,701,2,1,3,2,3.0,3,3,2,113,109,13,101,77,614,09,,B,,,G.1,,,1,1,1,0,175,1022,,,,,0795,03,9331,02,,84,607,70,1,90
89WN00689, 89034199,89,03,L4199,1,7x,30,734,2,2,5,5,2.5,2,2,2,113,109,22,110,74,578,09,,,,,,,,1,1,2,0,177,1068,93,,,,0525,03,0367,03,,80,617,76,3,84
89WN00690, 89034200,89,03,L4200,2,7x,30,734,2,2,5,5,2.5,2,2,2,113,109,22,96,65,508,08,,,,,013,,,1,1,1,0,177,1068,92,,264,,0525,03,0367,03,,71,596,76,2,76
89WN00691, 89034203,89,03,L4203,2,70,30,712,2,2,5,5,7.0,7,5,2,113,109,10,108,80,635,06,,B,BL,,G.4,,,1,1,1,0,202,1365,,,,,2503,03,3110,02,,87,691,70,1,82
89WN00692, 89034204,89,03,L4204,2,70,30,712,2,2,5,5,7.0,7,5,2,113,109,5,98,74,589,08,,A,,,G.5,,,1,1,1,0,202,1365,,,,,2503,03,3110,02,,80,638,70,1,85
89WN00693, 89034205,89,03,L4205,3,00,30,702,2,2,5,3,3.0,3,3,2,113,109,4,126,79,609,06,,,,,,,,1,7,1,0,190,1204,93,07,,,0769,03,9067,02,,86,606,00,3,94
89WN00694, 89034206,89,03,L4206,2,00,30,702,2,2,5,7,3.0,3,3,2,113,109,24,92,73,585,08,,,,,024,,N,1,1,1,0,190,1204,92,21,264,,0769,03,9067,02,,79,694,00,2,91
89WN00695, 89034207,89,03,L4207,2,7x,30,P2,2,2,5,4,1.0,1,1,2,113,109,2,65,51,408,07,,,,,026,,,1,1,1,0,207,1255,92,,264,,1233,03,1991,03,,55,492,70,2,57
89WN00696, 89034208,89,03,L4208,1,7x,30,P2,2,2,5,6,1.0,1,1,2,113,109,13,55,52,427,07,,,,,,,,2,1,2,0,207,1255,97,22,250,,1233,03,1991,03,,57,552,70,3,0
89WN00697, 89034209,89,03,L4209,2,70,30,702,2,2,5,5,4.0,4,4,2,113,109,21,103,80,639,08,,C,,,G.5,,,1,1,1,0,202,1152,,,,,0769,03,7906,02,,87,711,70,1,92
89WN00698, 89034210,89,03,L4210,2,70,30,702,2,2,5,5,4.0,4,4,2,113,109,25,104,83,666,07,,A,BL,,G.6,,,1,1,1,0,202,1152,,,,,0769,03,7906,02,,90,744,70,1,100
89WN00699, 89034211,89,03,L4211,2,70,30,701,2,2,5,5,3.0,3,3,2,113,109,23,109,78,616,05,,A,,,G.1,,,1,1,1,0,190,1338,,95,,,0795,03,9163,02,,85,686,70,1,94
89WN00700, 89034212,89,03,L4212,1,70,30,701,2,2,5,5,3.0,3,3,2,113,109,11,105,88,711,06,,C,,,,,,1,1,1,0,190,1338,,95,,,0795,03,9163,02,,96,715,70,1,92
89WN00701, 89034213,89,03,L4213,2,7x,30,731,1,1,1,1,2.5,2,2,2,113,109,2,111,93,751,08,,A,,,G.7,,,1,1,1,0,161,936,,21,,,1256,03,9905,02,,101,731,73,1,102
89WN00702, 89034214,89,03,L4214,2,71,30,714,2,2,5,6,6.0,6,4,2,113,109,24,71,70,577,09,,,,,009,,,1,1,1,0,202,1285,92,,264,,1985,03,5011,02,,76,691,71,2,85
89WN00703, 89034215,89,03,L4215,1,71,30,714,2,2,5,4,6.0,6,4,2,113,109,10,92,83,677,07,,V,,,,,,1,1,2,0,202,1285,,,,,1985,03,5011,02,,90,688,71,1,89
89WN00704, 89034216,89,03,L4216,1,71,30,P4,1,1,1,1,1.0,1,1,2,113,109,16,100,81,651,06,,,,,,,,2,1,1,0,197,1179,93,,,,1347,03,2561,03,,88,617,71,3,88
89WN00705, 89034219,89,03,L4219,3,71,30,713,4,2,0,6,6.0,6,4,2,114,108,5,71,71,592,05,,,,,,,,1,1,2,0,252,1201,93,,,,2370,03,5155,02,,78,646,71,3,75
89WN00706, 89034220,89,03,L4220,2,71,30,713,4,2,0,4,6.0,6,4,2,114,108,2,85,68,551,06,,,,,001,,,1,1,2,0,252,1201,92,95,264,,2370,03,5155,02,,75,576,71,2,75
89WN00707, 89034221,89,03,L4221,1,70,30,704,4,2,0,5,7.0,7,5,2,114,108,24,92,81,665,08,,C,,,,,,1,1,3,0,202,1218,,,,,0523,03,3424,02,,89,693,70,1,91
89WN00708, 89034222,89,03,L4222,1,70,30,704,4,2,0,5,7.0,7,5,2,114,108,2,82,70,572,08,,,,,,,,1,1,1,0,202,1218,93,,,,0523,03,3424,02,,77,568,70,3,71
89WN00709, 89034224,89,03,L4224,3,71,30,713,2,1,3,2,2.0,2,2,2,114,108,22,102,82,665,07,,,,,,,,1,1,2,0,211,1153,93,,,,2370,03,0512,03,,90,662,71,3,92
89WN00710, 89034227,89,03,L4227,3,70,30,703,3,1,7,2,5.0,5,4,2,114,108,14,107,84,679,07,,,,,,,,1,1,2,0,230,1114,93,14,,,0990,03,6960,02,,92,650,70,3,94
89WN00711, 89034228,89,03,L4228,1,70,30,702,2,1,3,2,2.0,2,2,2,114,108,23,110,89,722,06,,,,,,,,1,1,1,0,211,1225,93,97,,,0769,03,0969,03,,98,720,70,3,97
89WN00712, 89034231,89,03,L4231,2,70,30,704,4,2,0,5,3.0,3,3,2,114,108,6,60,68,574,07,,,,,,,,1,1,1,0,247,1225,93,34,,,0523,03,9143,02,,75,620,70,3,78
89WN00713, 89034232,89,03,L4232,1,70,30,704,4,2,0,5,3.0,3,3,2,114,108,7,69,79,668,08,,V,,,,,,1,1,2,0,247,1225,,,,,0523,03,9143,02,,87,666,70,1,80
89WN00714, 89034233,89,03,L4233,2,70,30,704,4,1,0,2,3.0,3,3,2,114,108,11,69,63,519,06,,,,,001,,,1,1,1,0,247,1225,92,,264,,0523,03,9143,02,,69,510,70,2,75
89WN00715, 89034238,89,03,L4238,3,70,30,702,1,1,1,1,2.0,2,2,2,114,108,14,103,82,664,04,,,,,,,,2,1,2,0,177,1052,93,14,,,0769,03,1037,03,,90,582,70,3,92
89WN00716, 89034240,89,03,L4240,2,71,30,714,2,2,5,5,5.0,5,4,2,114,108,4,102,70,554,05,,,,,012,,,1,1,1,0,219,1430,92,,264,,1985,03,6997,02,,77,602,71,2,81
89WN00717, 89034241,89,03,L4241,2,71,30,714,2,2,5,5,5.0,5,4,2,114,108,13,100,73,583,08,,,,,012,,,1,1,1,0,219,1430,92,,264,,1985,03,6997,02,,80,645,71,2,82
89WN00718, 89034242,89,03,L4242,2,7x,30,731,3,2,8,5,4.5,4,4,2,114,108,5,87,71,577,07,,,,,005,,,1,1,1,0,190,1070,92,,264,,1256,03,7741,02,,78,627,75,2,79
89WN00719, 89034243,89,03,L4243,1,7x,30,731,3,2,8,5,4.5,4,4,2,114,108,5,83,78,645,08,,,,,,,,1,1,2,0,190,1070,93,21,,,1256,03,7741,02,,86,646,75,3,85
89WN00720, 89034244,89,03,L4244,2,7x,30,733,2,1,3,2,1.5,1,1,2,114,108,12,76,65,531,08,,,,,021,,,1,1,1,0,207,1159,92,,264,,1407,03,1064,03,,71,589,74,2,72
89WN00721, 89034246,89,03,L4246,2,70,30,701,2,1,3,2,5.0,5,4,2,114,108,5,109,103,853,08,,B,,,G.2,,,1,1,1,0,197,1200,,,,,0795,03,7134,02,,113,840,70,1,116
89WN00722, 89034248,89,03,L4248,2,70,30,P3,1,1,1,1,1.0,1,1,2,114,108,13,117,85,679,07,,B,,,G.7,,,1,1,1,0,197,1199,,,,,1244,03,2333,03,,93,722,70,1,97
89WN00723, 89034249,89,03,L4249,1,71,30,713,2,2,5,5,7.0,7,5,2,114,108,12,91,74,601,07,,,,,,,,1,1,2,0,184,1237,93,,,,2370,03,3433,02,,81,612,71,3,80
89WN00724, 89034250,89,03,L4250,2,71,30,713,2,2,5,5,7.0,7,5,2,114,108,21,83,69,562,07,,,,,,,,1,1,1,0,184,1237,93,14,,,2370,03,3433,02,,76,635,71,3,75
89WN00725, 89034251,89,03,L4251,1,70,30,703,2,2,5,5,6.0,6,4,2,114,108,16,103,72,571,07,,,,,,,,2,1,4,0,192,1250,93,,,,0990,03,5321,02,,79,588,70,3,78
89WN00726, 89034252,89,03,L4252,1,70,30,703,2,2,5,5,6.0,6,4,2,114,108,6,108,85,687,07,,V,,,,,,1,1,2,0,192,1250,,,,,0990,03,5321,02,,93,689,70,1,99
89WN00727, 89034253,89,03,L4253,1,7x,30,734,1,1,1,1,1.5,1,1,2,114,108,27,135,91,718,05,,,,,,,,1,1,2,0,207,1205,93,14,,,0525,03,1735,03,,100,700,75,3,100
89WN00728, 89034254,89,03,L4254,1,7x,30,734,2,2,5,5,1.5,1,1,2,114,108,16,91,59,462,09,,,,,,,,1,1,2,0,207,1289,93,,,,0525,03,1068,03,,65,539,75,3,68
89WN00729, 89034255,89,03,L4255,1,7x,30,734,2,2,5,5,1.5,1,1,2,114,108,12,80,63,509,07,,,,,,,,1,1,2,0,207,1289,93,,,,0525,03,1068,03,,69,580,75,3,67
89WN00730, 89034256,89,03,L4256,2,70,30,704,2,2,5,5,4.0,4,4,2,114,108,16,101,74,592,08,,C,BL,,G.1,,,1,1,1,0,227,1343,,,,,0523,03,8304,02,,81,658,70,1,92
89WN00731, 89034257,89,03,L4257,1,70,30,704,2,2,5,5,4.0,4,4,2,114,108,18,98,73,585,05,,,,,,,,2,1,1,0,227,1343,93,14,,,0523,03,8304,02,,80,605,70,3,83
89WN00732, 89034258,89,03,L4258,1,70,30,701,2,2,5,5,2.0,2,2,1,114,106,14,108,66,521,07,,,,,,,,1,1,1,0,211,1285,93,,352,,0795,03,0952,03,,73,554,70,3,70
89WN00733, 89034259,89,03,L4259,2,70,30,701,2,2,5,5,2.0,2,2,1,114,106,23,93,62,497,06,,,,,025,,N,1,1,1,0,211,1285,92,,264,,0795,03,0952,03,,69,592,70,2,82
89WN00734, 89034260,89,03,L4260,2,7x,30,732,3,2,8,4,6.0,6,4,2,114,108,25,88,53,409,08,,,,,007,,,1,1,1,0,192,997,92,,264,,0860,03,4305,02,,58,467,75,2,64
89WN00735, 89034261,89,03,L4261,2,7x,30,732,3,2,8,6,6.0,6,4,2,114,108,11,72,52,415,07,,,,,007,,,1,1,1,0,192,997,92,,264,,0860,03,4305,02,,57,511,75,2,66
89WN00736, 89034264,89,03,L4264,2,7x,30,732,3,1,7,2,2.5,2,2,2,114,108,10,75,40,301,05,,,,,,,,1,1,1,0,194,818,97,,365,,0860,03,3153,80,,44,310,73,3,49
89WN00737, 89034266,89,03,L4266,2,70,30,702,2,1,3,2,3.0,3,3,2,114,108,24,110,88,713,08,,A,,,G.1,,,1,1,1,0,204,1163,,14,,,0769,03,9097,02,,97,723,70,1,103
89WN00738, 89034268,89,03,L4268,1,7x,30,735,3,1,7,2,5.0,5,4,2,114,108,3,102,84,683,08,,,,,,,,1,1,2,0,197,1059,93,,,,1079,03,6159,02,,92,638,73,3,93
89WN00739, 89034272,89,03,L4272,2,7x,30,734,2,1,3,2,1.5,1,1,2,115,107,27,76,68,564,08,,,,,017,,,1,1,1,0,207,1171,92,,264,,0525,03,1612,03,,75,644,74,2,83
89WN00740, 89034273,89,03,L4273,2,70,30,702,2,2,5,7,2.0,2,2,2,115,107,10,75,44,341,08,,,,,,,,3,1,1,0,211,994,93,,282,,0769,03,0528,03,,48,450,70,3,58
89WN00741, 89034274,89,03,L4274,1,70,30,702,2,2,5,3,2.0,2,2,2,115,107,25,103,62,483,09,,,,,,,,1,1,2,0,211,994,93,,,,0769,03,0528,03,,68,532,70,3,75
89WN00742, 89034277,89,03,L4277,2,71,30,712,2,2,5,5,3.0,3,3,2,115,107,14,101,75,607,05,,B,,,G.6,,,1,1,1,0,204,1385,,21,,,2503,03,9455,02,,83,665,71,1,88
89WN00743, 89034278,89,03,L4278,1,71,30,712,2,2,5,5,3.0,3,3,2,115,107,29,94,77,632,09,,C,PS,,,,,1,1,2,0,204,1385,,,,,2503,03,9455,02,,85,663,71,1,76
89WN00744, 89034279,89,03,L4279,2,71,30,714,2,2,5,5,3.0,3,3,2,115,107,22,119,75,590,07,,C,,,008,,,1,1,1,0,204,1417,92,,264,,1985,03,9433,02,,83,660,71,2,88
89WN00745, 89034280,89,03,L4280,2,71,30,714,2,2,5,5,3.0,3,3,2,115,107,18,108,75,600,11,,A,,,G.5,,,1,1,1,0,204,1417,,,,,1985,03,9433,02,,83,664,71,1,86
