UID,IDLAMB,YR,LBRD,ETAG,SEX,LINE,STM,PEN,TB,TR,TBRE,TBR17,AGE,ADAM,CADAM,BAND,DAYBN,WNAGE,TIM,BRWT,WNWT,ADG,F,N,T,C,L,LOT,SIGR,THGR,JAW,CLR,H,IDX,MENB,MELW,CAUSE,ABN,DAYDIS,TRT,SIRE,SBRD,DAM,DBRD,TM,WT120,AADG,LNDAM,PD,CUWT
90WN01584, 90100588,90,10,S0588,1,FW,41,F4,1,1,1,1,2.0,2,2,1,93,126,32,123,81,545,11, 0,, 0,  0,  0,,,1,1,1,0,155,975,93,,,,0196,00,9073,19,,78,459,11,G,0
90WN01585, 90100589,90,10,S0589,1,SW,41,S1,2,2,5,5,3.0,3,3,1,93,126,19,105,63,417,10, 0,, 0,  0,  0,,,2,1,1,0,162,975,93,,,,0050,00,8476,19,,61,420,12,G,0
90WN01586, 90100590,90,10,S0590,2,SW,41,S1,2,2,5,5,3.0,3,3,1,93,126,23,97,72,494, 8, 0,, 0,  0,,,,2,1,3,0,162,975,,,,,0050,00,8476,19,,69,534,12,1,88
90WN01587, 90100591,90,10,S0591,1,SW,41,S4,1,1,1,1,4.0,4,4,1,93,126,32,108,91,637, 6, 0,, 0,  0,  0,,,1,1,2,0,162,939,93,95,,,0059,00,7643,19,,87,527,18,G,0
90WN01588, 90100592,90,10,S0592,1,FW,41,F6,2,2,5,5,2.0,2,2,1,93,126,11,88,66,454, 9, 0,, 0,  0,  0,,,2,1,3,0,172,1088,93,,,,0337,00,9267,19,,63,477,13,G,0
90WN01589, 90100593,90,10,S0593,2,FW,41,F6,2,2,5,5,2.0,2,2,1,93,126,30,90,73,508, 8, 0,, 0,  0,,,,2,1,2,0,172,1088,,,,,0337,00,9267,19,,70,581,13,1,86
90WN01590, 90100594,90,10,S0594,1,US,07,141,2,2,5,5,5.0,5,4,1,93,126,28,116,69,456, 6, 0,, 0,  0,  0,,,1,1,1,0,145,911,93,,,,7799,19,6568,19,,66,469,18,G,0
90WN01591, 90100595,90,10,S0595,2,US,07,141,2,2,5,5,5.0,5,4,1,93,126,27,113,69,458, 6, 0,, 0,  0,,,,2,1,1,0,145,911,,,,,7799,19,6568,19,,66,504,18,1,85
90WN01592, 90100596,90,10,S0596,2,SW,41,S1,2,2,5,5,4.0,4,4,1,93,126,14,112,72,483, 7, 0,, 0,  0,,,,2,1,1,0,137,927,,,,,0050,00,7220,19,,69,518,18,1,82
90WN01593, 90100597,90,10,S0597,2,SW,41,S1,2,2,5,5,4.0,4,4,1,93,126,18,113,85,585, 8, 0,, 0,  0,,,,2,1,1,0,137,927,,95,,,0050,00,7220,19,,81,623,18,1,96
90WN01594, 90100598,90,10,S0598,1,FW,41,F5,2,2,5,5,2.0,2,2,1,93,126,31,105,80,552, 8, 0,, 0,  0,  0,,,1,1,6,0,155,929,93,95,,,0302,00,9145,19,,77,592,11,G,0
90WN01595, 90100599,90,10,S0599,2,FW,41,F5,2,2,5,5,2.0,2,2,1,93,126,29,102,64,427, 9, 0,, 0,  0,,,,1,1,1,0,155,929,,,,,0302,00,9145,19,,61,499,11,1,80
90WN01596, 90100600,90,10,S0600,1,FW,41,F2,2,2,5,7,3.0,3,3,1,93,126,17,85,72,504, 8, 0,, 0,  0,  0,,,2,1,3,0,162,997,53,83,285,,0581,00,8218,19,,69,542,11,G,0
90WN01597, 90100601,90,10,S0601,1,FW,41,F2,2,2,5,3,3.0,3,3,1,93,126,16,121,88,602, 8, 0,, 0,  0,  0,,,2,1,3,0,162,997,93,18,,,0581,00,8218,19,,84,594,11,G,0
90WN01598, 90100602,90,10,S0602,2,FW,41,F2,2,1,3,2,2.0,2,2,1,93,126,17,100,57,373, 9, 0,, 0,  0,,,,1,1,1,0,172,954,,,,,0581,00,8962,19,,55,375,13,1,66
90WN01599, 90100605,90,10,S0605,1,US,07,145,3,2,8,4,3.0,3,3,1,93,126,31,105,95,671, 9, 0,, 0,  0,  0,,,2,1,1,0,191,1216,93,,,,9031,19,8127,19,,91,676,12,G,0
90WN01600, 90100606,90,10,S0606,2,US,07,145,3,2,8,6,3.0,3,3,1,93,126,30,87,72,502, 6, 0,, 0,  0,,,,1,1,1,0,191,1216,,,,,9031,19,8127,19,,69,577,12,1,85
90WN01601, 90100607,90,10,S0607,1,SW,41,S3,2,2,5,6,5.0,5,4,1,93,126,2,92,59,395, 7, 0,, 0,  0,  0,,,1,1,1,0,156,967,93,,,,0030,00,6608,19,,57,422,18,3,66
90WN01602, 90100608,90,10,S0608,2,SW,41,S3,2,2,5,4,5.0,5,4,1,93,126,7,108,92,644, 6, 0,, 0,  0,,,,1,1,1,0,156,967,,21,,,0030,00,6608,19,,88,646,18,1,104
90WN01603, 90100609,90,10,S0609,2,FW,41,F5,1,1,1,1,2.0,2,2,1,93,126,30,114,70,465, 9, 0,, 0,  0,,,,2,1,3,0,139,763,,16,,,0302,00,9374,19,,67,451,12,1,83
90WN01604, 90100610,90,10,S0610,2,TX,07,T4,2,1,3,2,4.0,4,4,1,93,126,32,102,88,617, 5, 0,, 0,  0,,,,1,1,1,0,175,943,,,,,4352,00,6942,19,,84,607,11,1,108
90WN01605, 90100612,90,10,S0612,2,US,07,142,2,2,5,5,2.0,2,2,1,93,126,29,82,78,554, 8, 0,, 0,  0,,,,2,1,1,0,172,1185,,,,,8905,19,9146,19,,75,626,18,1,94
90WN01606, 90100613,90,10,S0613,1,US,07,142,2,2,5,5,2.0,2,2,1,93,126,21,82,81,578, 9, 0,, 0,  0,  0,,,2,1,1,0,172,1185,93,,,,8905,19,9146,19,,78,610,18,G,0
90WN01607, 90100616,90,10,S0616,2,SW,41,S2,3,2,8,5,5.0,5,4,2,94,127,10,73,66,462, 8, 0,, 0,  0,,,,1,1,1,0,200,959,,,,,0014,00,6160,19,,63,477,18,1,75
90WN01608, 90100617,90,10,S0617,1,SW,41,S2,3,2,8,5,5.0,5,4,2,94,127,20,77,78,554, 5, 0,, 0,  0,  0,,,2,1,4,0,200,959,93,,,,0014,00,6160,19,,74,544,18,G,0
90WN01609, 90100619,90,10,S0619,2,TX,07,T3,2,1,3,2,2.0,2,2,2,94,127,20,100,96,677, 9, 0,, 0,  0,,,,2,1,1,0,189,1044,,,,,0479,00,9318,19,,91,666,11,1,102
90WN01610, 90100621,90,10,S0621,1,SW,41,S5,1,1,1,1,3.0,3,3,2,94,127,6,144,110,753, 8, 0,, 0,  0,  0,,,2,1,2,0,148,1037,,,,,0067,00,7802,19,,105,602,11,1,0
90WN01611, 90100622,90,10,S0622,2,FW,41,F6,3,2,8,5,2.0,2,2,2,94,127,12,68,60,419, 9, 0,, 0,  0,,,,1,1,1,0,189,1130,,,,,0337,00,9097,19,,57,461,12,1,65
90WN01612, 90100623,90,10,S0623,1,FW,41,F6,3,2,8,5,2.0,2,2,2,94,127,17,79,55,371, 8, 0,, 0,  0,  0,,,1,1,2,0,189,1130,93,,,,0337,00,9097,19,,52,383,12,3,59
90WN01613, 90100624,90,10,S0624,1,FW,41,F6,3,1,7,2,2.0,2,2,2,94,127,24,72,64,447,10, 0,, 0,  0,  0,,,1,1,2,0,189,1130,93,,,,0337,00,9097,19,,61,391,12,G,0
90WN01614, 90100625,90,10,S0625,2,TX,07,T3,2,2,5,5,3.0,3,3,2,94,127,29,88,76,529, 9, 0,, 0,  0,,,,1,1,1,0,177,1221,,,,,0479,00,7888,19,,72,559,11,1,87
90WN01615, 90100626,90,10,S0626,2,TX,07,T3,2,2,5,5,3.0,3,3,2,94,127,27,91,80,558, 8, 0,, 0,  0,,,,1,1,1,0,177,1221,,,,,0479,00,7888,19,,76,586,11,1,93
90WN01616, 90100628,90,10,S0628,2,US,07,141,2,1,3,2,6.0,6,4,2,94,127,5,68,73,521, 8, 0,, 0,  0,,,,2,1,1,0,182,1220,,,,,7799,19,5510,19,,69,472,11,1,80
90WN01617, 90100629,90,10,S0629,1,US,07,144,2,2,5,4,5.0,5,4,2,94,127,17,128,64,403, 9, 0,, 0,  0,  0,,,1,1,1,0,167,1119,93,,,,9082,19,6444,19,,61,382,11,3,71
90WN01618, 90100630,90,10,S0630,2,US,07,144,2,2,5,6,5.0,5,4,2,94,127,2,98,78,537, 9, 0,, 0,  0,,,,1,1,1,0,167,1119,,95,,,9082,19,6444,19,,74,574,11,1,82
90WN01619, 90100631,90,10,S0631,1,FW,41,F1,1,1,1,1,2.0,2,2,2,94,127,11,135,79,516,10, 0,, 0,  0,  0,,,1,1,3,0,155,933,93,18,,,0671,00,9406,19,,75,396,12,G,0
90WN01620, 90100632,90,10,S0632,2,FW,41,F3,1,1,1,1,4.0,4,4,2,94,127,24,101,86,598, 9, 0,, 0,  0,,,,2,1,2,0,137,923,,95,,,6198,00,7112,19,,82,539,18,1,95
90WN01621, 90100633,90,10,S0633,1,SW,41,S6,2,2,5,6,2.0,2,2,2,94,127,12,74,69,485, 9, 0,, 0,  0,  0,,,2,1,2,0,155,938,93,,,,0020,00,9376,19,,66,530,13,G,0
90WN01622, 90100634,90,10,S0634,1,SW,41,S6,2,2,5,4,2.0,2,2,2,94,127,14,88,92,655, 9, 0,, 0,  0,  0,,,1,1,4,0,155,938,93,,,,0020,00,9376,19,,87,656,13,G,0
90WN01623, 90100635,90,10,S0635,1,US,07,146,2,2,5,5,3.0,3,3,2,94,127,16,92,82,573, 8, 0,, 0,  0,  0,,,1,1,1,0,162,1093,93,,,,7763,19,8103,19,,78,557,13,G,0
90WN01624, 90100636,90,10,S0636,1,US,07,146,2,2,5,5,3.0,3,3,2,94,127,25,97,95,672, 5, 0,, 0,  0,  0,,,2,1,1,0,162,1093,,,,,7763,19,8103,19,,90,664,13,1,104
90WN01625, 90100637,90,10,S0637,2,US,07,141,1,1,1,1,4.0,4,4,2,94,127,6,105,81,555, 9, 0,, 0,  0,,,,2,1,1,0,137,804,,,,,7799,19,7115,19,,77,480,11,1,93
90WN01626, 90100638,90,10,S0638,1,US,07,141,1,1,1,1,2.0,2,2,2,94,127,12,100,71,480,10, 0,, 0,  0,  0,,,1,1,2,0,155,938,93,,,,7799,19,8812,19,,68,361,11,G,0
90WN01627, 90100639,90,10,S0639,2,SW,41,S3,4,2,0,5,4.0,4,4,2,94,127,13,81,73,511, 8, 0,, 0,  0,,,,1,1,1,0,212,1270,,95,,,0030,00,7139,19,,69,529,18,1,79
90WN01628, 90100640,90,10,S0640,2,SW,41,S3,4,2,0,5,4.0,4,4,2,94,127,29,83,80,565, 6, 0,, 0,  0,,,,1,1,2,0,212,1270,,95,,,0030,00,7139,19,,76,597,18,1,87
90WN01629, 90100641,90,10,S0641,2,SW,41,S3,4,2,0,4,4.0,4,4,2,94,127,13,96,80,554, 8, 0,, 0,  0,,,,1,1,1,0,212,1270,,,,,0030,00,7139,19,,76,546,18,1,90
90WN01630, 90100642,90,10,S0642,2,SW,41,S3,4,2,0,6,4.0,4,4,2,94,127,17,80,66,457, 6, 0,, 0,  0,,,,1,1,1,0,212,1270,,,,,0030,00,7139,19,,63,507,18,1,75
90WN01631, 90100644,90,10,S0644,2,SW,41,S4,3,2,8,5,4.0,4,4,2,94,127,6,100,80,551, 6, 0,, 0,  0,,,,2,1,1,0,175,1087,,95,,,0059,00,7604,19,,76,563,18,1,85
90WN01632, 90100645,90,10,S0645,2,SW,41,S4,3,2,8,5,4.0,4,4,2,94,127,28,99,74,505, 9, 0,, 0,  0,,,,2,1,1,0,175,1087,,,,,0059,00,7604,19,,70,536,18,1,87
90WN01633, 90100646,90,10,S0646,1,TX,07,T3,2,1,3,2,2.0,2,2,2,94,127,12,78,58,395,12, 0,, 0,  0,  0,,,1,1,2,0,189,1035,93,,,,0479,00,8845,19,,55,329,11,3,64
90WN01634, 90100648,90,10,S0648,1,SW,41,S5,1,1,1,1,4.0,4,4,2,94,127,11,133,105,722, 9, 0,, 0,  0,  0,,,1,1,1,0,175,1164,93,,,,0067,00,7070,19,,100,578,11,G,0
90WN01635, 90100649,90,10,S0649,2,1x,07,R.4,2,1,3,2,1.0,1,1,2,94,127,4,70,75,535, 8, 0,, 0,  0,,,,2,1,1,0,171,1082,,,,,8871,19,0025,10,,71,549,1x,1,87
90WN01636, 90100650,90,10,S0650,2,1x,07,R.4,2,1,3,2,1.0,1,1,2,94,127,10,73,73,517, 8, 0,, 0,  0,,,,2,1,1,0,171,1082,93,03,,,8871,19,0025,10,,69,537,1x,3,83
90WN01637, 90100653,90,10,S0653,1,SW,41,S3,1,1,1,1,5.0,5,4,2,94,127,23,138,104,710, 9, 0,, 0,  0,  0,,,1,1,7,0,145,800,,,,,0030,00,6281,19,,99,576,12,1,0
90WN01638, 90100654,90,10,S0654,2,FW,41,F5,2,2,5,5,2.0,2,2,2,94,127,11,79,54,363, 9, 0,, 0,  0,,,,1,1,3,0,172,1035,,,,,0302,00,8876,19,,51,404,12,1,63
90WN01639, 90100655,90,10,S0655,1,FW,41,F5,2,2,5,5,2.0,2,2,2,94,127,23,90,72,496, 9, 0,, 0,  0,  0,,,2,1,6,0,172,1035,93,21,,,0302,00,8876,19,,69,513,12,G,0
90WN01640, 90100656,90,10,S0656,2,SW,41,S6,1,1,1,1,2.0,2,2,2,94,127,5,120,74,488, 8, 0,, 0,  0,,,,2,1,1,0,155,975,,,,,0020,00,8983,19,,71,437,12,1,84
90WN01641, 90100657,90,10,S0657,2,1x,07,R.3,2,1,3,2,1.0,1,1,2,94,127,14,83,80,565, 8, 0,, 0,  0,,,,1,1,1,0,171,1016,,,,,8884,19,9629,19,,76,588,11,1,90
90WN01642, 90100659,90,10,S0659,1,FW,41,F5,2,2,5,5,3.0,3,3,2,94,127,28,102,63,416, 9, 0,, 0,  0,  0,,,1,1,3,0,162,999,93,,,,0302,00,8036,19,,60,411,11,G,0
90WN01643, 90100661,90,10,S0661,1,FW,41,F3,3,1,7,2,4.0,4,4,2,94,127,20,93,72,494, 6, 0,, 0,  0,  0,,,2,1,3,0,175,855,93,,,,6198,00,7467,19,,69,410,12,G,0
90WN01644, 90100663,90,10,S0663,2,SW,41,S6,2,2,5,5,6.0,6,4,2,94,127,17,96,65,436, 8, 0,, 0,  0,,,,2,1,1,0,142,1107,,,,,0020,00,6081,19,,62,458,12,1,72
90WN01645, 90100664,90,10,S0664,2,SW,41,S6,2,2,5,5,6.0,6,4,2,94,127,19,108,70,466, 9, 0,, 0,  0,,,,1,1,1,0,142,1107,,21,,,0020,00,6081,19,,67,489,12,1,80
90WN01646, 90100665,90,10,S0665,1,TX,07,T1,1,1,1,1,2.0,2,2,2,94,127,28,100,67,449,10, 0,, 0,  0,  0,,,3,1,1,0,155,737,93,,,,1004,00,8992,19,,64,344,12,G,0
90WN01647, 90100666,90,10,S0666,1,FW,41,F5,2,2,5,5,4.0,4,4,2,94,127,17,105,79,539, 8, 0,, 0,  0,  0,,,1,1,3,0,162,1033,93,95,,,0302,00,7385,19,,75,527,11,G,0
90WN01648, 90100667,90,10,S0667,2,FW,41,F5,2,2,5,5,4.0,4,4,2,94,127,29,110,73,488, 6, 0,, 0,  0,,,,2,1,1,0,162,1033,,95,,,0302,00,7385,19,,70,520,11,1,81
90WN01649, 90100668,90,10,S0668,1,US,07,143,2,2,5,5,4.0,4,4,2,94,127,7,106,108,767,10, 0,, 0,  0,  0,,,2,1,2,0,162,1225,,,,,9198,19,7418,19,,103,746,11,1,107
90WN01650, 90100669,90,10,S0669,1,US,07,143,2,2,5,5,4.0,4,4,2,94,127,19,116,93,641,10, 0,, 0,  0,  0,,,1,1,3,0,162,1225,,,,,9198,19,7418,19,,89,630,11,1,100
90WN01651, 90100670,90,10,S0670,1,FW,41,F1,1,1,1,1,3.0,3,3,2,94,127,4,128,104,718, 8, 0,, 0,  0,  0,,,1,1,7,0,134,877,93,,,,0671,00,8208,19,,99,565,11,G,0
90WN01652, 90100671,90,10,S0671,1,TX,07,T4,1,1,1,1,3.0,3,3,2,94,127,26,127,96,656,10, 0,, 0,  0,  0,,,1,1,3,0,162,1082,93,,,,4352,00,8037,19,,91,522,13,G,0
90WN01653, 90100672,90,10,S0672,1,TX,07,T2,3,2,8,5,5.0,5,4,2,94,127,17,93,85,596,10, 0,, 0,  0,  0,,,2,1,3,0,200,1093,93,,,,2717,00,6395,19,,81,584,18,G,0
90WN01654, 90100673,90,10,S0673,1,TX,07,T2,3,2,8,5,5.0,5,4,2,94,127,15,89,57,379, 7, 0,, 0,  0,  0,,,2,1,2,0,200,1093,93,,,,2717,00,6395,19,,54,365,18,3,68
90WN01655, 90100674,90,10,S0674,2,TX,07,T2,3,1,7,2,5.0,5,4,2,94,127,4,82,84,597, 8, 0,, 0,  0,,,,2,1,1,0,200,1093,,,,,2717,00,6395,19,,80,547,18,1,95
90WN01656, 90100675,90,10,S0675,2,1x,07,R.4,1,1,1,1,1.0,1,1,2,94,127,18,124,84,564, 9, 0,, 0,  0,,,,2,1,1,0,161,1024,,95,,,8871,19,9696,19,,80,564,11,1,100
90WN01657, 90100676,90,10,S0676,1,1x,07,R.4,1,1,1,1,1.0,1,1,2,94,127,16,116,110,775,11, 0,, 0,  0,  0,,,2,1,4,0,161,1066,,,,,8871,19,9777,19,,105,699,11,1,105
90WN01658, 90100677,90,10,S0677,1,TX,07,T5,1,1,1,1,4.0,4,4,2,94,127,1,123,121,856, 8, 0,, 0,  0,  0,,,2,1,3,0,150,1054,,,,,4009,00,7130,19,,115,703,11,1,131
90WN01659, 90100678,90,10,S0678,1,US,07,143,2,2,5,5,2.0,2,2,2,94,127,23,102,79,542,10, 0,, 0,  0,  0,,,2,1,1,0,172,1125,93,,,,9198,19,9168,19,,75,559,11,G,0
90WN01660, 90100679,90,10,S0679,2,US,07,143,2,2,5,5,2.0,2,2,2,94,127,23,95,71,484, 9, 0,, 0,  0,,,,1,1,1,0,172,1125,,,,,9198,19,9168,19,,68,535,11,1,80
90WN01661, 90100680,90,10,S0680,1,FW,41,F1,1,1,1,1,3.0,3,3,2,94,127,25,137,105,719, 9, 0,, 0,  0,  0,,,1,1,2,0,148,967,,,,,0671,00,8502,19,,100,584,18,1,0
90WN01662, 90100681,90,10,S0681,1,TX,07,T6,2,2,5,5,2.0,2,2,2,94,127,10,94,83,580,10, 0,, 0,  0,  0,,,2,1,3,0,172,1116,93,,,,1287,00,9040,19,,79,586,18,G,0
90WN01663, 90100682,90,10,S0682,2,TX,07,T6,2,2,5,5,2.0,2,2,2,94,127,13,89,62,418, 9, 0,, 0,  0,,,,2,1,1,0,172,1116,,,,,1287,00,9040,19,,59,460,18,1,68
90WN01664, 90100683,90,10,S0683,1,1x,07,R.3,1,1,1,1,1.0,1,1,2,94,127,6,110,86,591, 9, 0,, 0,  0,  0,,,2,1,2,0,161,1016,,,,,8884,19,9858,19,,82,507,12,1,80
90WN01665, 90100685,90,10,S0685,1,SW,41,S4,3,2,8,4,3.0,3,3,2,94,127,17,80,75,528, 9, 0,, 0,  0,  0,,,2,1,7,0,162,907,93,,,,0059,00,8237,19,,71,505,12,G,0
90WN01666, 90100686,90,10,S0686,2,SW,41,S4,3,2,8,6,3.0,3,3,2,94,127,11,68,58,403, 7, 0,, 0,  0,,,,1,1,3,0,162,907,,,,,0059,00,8237,19,,55,445,12,1,68
90WN01667, 90100688,90,10,S0688,2,FW,41,F2,2,1,3,2,2.0,2,2,2,94,127,10,90,82,575, 9, 0,, 0,  0,,,,2,1,1,0,189,975,,,,,0581,00,8844,19,,78,555,11,1,89
90WN01668, 90100689,90,10,S0689,2,SW,41,S5,1,1,1,1,2.0,2,2,2,94,127,26,126,89,602, 9, 0,, 0,  0,,,,2,1,1,0,155,1040,97,,249,,0067,00,9165,19,,85,569,11,7,0
90WN01669, 90100690,90,10,S0690,2,TX,07,T4,1,1,1,1,2.0,2,2,2,94,127,25,112,90,620, 6, 0,, 0,  0,,,,2,1,3,0,172,980,,21,,,4352,00,8660,19,,86,586,13,1,98
90WN01670, 90100691,90,10,S0691,2,FW,41,F4,2,2,5,6,6.0,6,4,2,94,127,14,65,70,500, 9, 0,, 0,  0,,,,2,1,1,0,182,1119,,,,,0196,00,5598,19,,67,547,11,1,81
90WN01671, 90100692,90,10,S0692,2,FW,41,F4,2,2,5,4,6.0,6,4,2,94,127,11,83,71,494, 9, 0,, 0,  0,,,,1,1,1,0,182,1119,,95,,,0196,00,5598,19,,68,484,11,1,79
90WN01672, 90100693,90,10,S0693,2,TX,07,T3,2,1,3,2,3.0,3,3,2,94,127,2,119,103,717, 9, 0,, 0,  0,,,,2,1,1,0,162,1058,,21,,,0479,00,7864,19,,98,663,18,1,113
90WN01673, 90100695,90,10,S0695,2,TX,07,T1,1,1,1,1,3.0,3,3,2,94,127,7,121,81,543, 9, 0,, 0,  0,,,,1,1,1,0,148,776,,95,,,1004,00,7811,19,,77,466,12,1,89
90WN01674, 90100696,90,10,S0696,1,SW,41,S1,2,2,5,5,3.0,3,3,2,94,127,1,123,87,588, 8, 0,, 0,  0,  0,,,2,1,2,0,162,1082,93,,,,0050,00,8575,19,,83,559,18,G,0
90WN01675, 90100697,90,10,S0697,2,SW,41,S1,2,2,5,5,3.0,3,3,2,94,127,3,117,66,428, 8, 0,, 0,  0,,,,1,1,1,0,162,1082,,95,,,0050,00,8575,19,,63,435,18,1,75
90WN01676, 90100698,90,10,S0698,1,FW,41,F4,3,2,8,5,3.0,3,3,2,94,127,20,80,52,346,10, 0,, 0,  0,  0,,,1,1,1,0,162,811,93,,,,0196,00,8230,19,,50,334,12,3,59
90WN01677, 90100699,90,10,S0699,1,FW,41,F4,3,2,8,5,3.0,3,3,2,94,127,8,86,53,350, 9, 0,, 0,  0,  0,,,2,1,1,0,162,811,93,,,,0196,00,8230,19,,51,327,12,3,59
90WN01678, 90100701,90,10,S0701,1,SW,41,S6,1,1,1,1,5.0,5,4,2,95,126,19,140,96,651, 6, 0,, 0,  0,  0,,,1,1,7,0,122,787,93,,,,0020,00,6738,19,,92,516,12,G,0
90WN01679, 90100703,90,10,S0703,2,FW,41,F3,2,1,3,2,5.0,5,4,2,95,126,15,108,82,565, 7, 0,, 0,  0,,,,1,1,1,0,189,1199,,,,,6198,00,6575,19,,79,527,18,1,89
90WN01680, 90100704,90,10,S0704,1,FW,41,F2,2,2,5,4,5.0,5,4,2,95,126,28,100,72,492, 9, 0,, 0,  0,  0,,,1,1,3,0,134,854,93,,,,0581,00,6731,19,,69,483,12,G,0
90WN01681, 90100705,90,10,S0705,2,FW,41,F2,2,2,5,6,5.0,5,4,2,95,126,2,80,68,476, 9, 0,, 0,  0,,,,1,1,1,0,134,854,,,,,0581,00,6731,19,,65,515,12,1,78
90WN01682, 90100706,90,10,S0706,2,SW,41,S2,2,2,5,5,2.0,2,2,2,95,126,22,94,44,275, 7, 0,, 0,  0,,,,1,1,1,0,155,836,,,,,0014,00,8999,19,,42,328,12,1,56
90WN01683, 90100707,90,10,S0707,2,SW,41,S2,2,2,5,5,2.0,2,2,2,95,126,13,88,60,406, 6, 0,, 0,  0,,,,2,1,1,0,155,836,,,,,0014,00,8999,19,,58,451,12,1,68
90WN01684, 90100708,90,10,S0708,1,TX,07,T1,2,2,5,5,2.0,2,2,2,95,126,4,90,48,310,11, 0,, 0,  0,  0,,,1,1,5,0,172,1130,93,,,,1004,00,8800,19,,46,313,13,3,53
90WN01685, 90100709,90,10,S0709,1,TX,07,T1,2,2,5,5,2.0,2,2,2,95,126,29,102,95,673, 9, 0,, 0,  0,  0,,,2,1,7,0,172,1130,93,,,,1004,00,8800,19,,91,698,13,G,0
90WN01686, 90100710,90,10,S0710,2,1x,07,R.1,2,1,3,2,1.0,1,1,2,95,126,20,64,80,584, 8, 0,, 0,  0,,,,2,1,1,0,171,1018,,,,,8139,19,9701,19,,76,615,1x,1,93
90WN01687, 90100711,90,10,S0711,1,1x,07,R.1,1,1,1,1,1.0,1,1,2,95,126,15,117,109,772,10, 0,, 0,  0,  0,,,2,2,2,0,161,1064,97,06,,,8139,19,9746,19,,104,698,11,7,0
90WN01688, 90100712,90,10,S0712,2,TX,07,T2,1,1,1,1,4.0,4,4,2,95,126,3,129,96,660,10, 0,, 0,  0,,,,2,1,3,0,162,970,,,,,2717,00,7627,19,,92,585,18,1,105
90WN01689, 90100714,90,10,S0714,2,US,07,145,2,1,3,2,3.0,3,3,2,95,126,12,99,84,588, 8, 0,, 0,  0,,,,1,1,1,0,177,841,,,,,9031,19,8225,19,,80,545,11,1,96
90WN01690, 90100715,90,10,S0715,2,TX,07,T6,1,1,1,1,5.0,5,4,2,95,126,26,118,70,462, 7, 0,, 0,  0,,,,2,1,3,0,167,763,,,,,1287,00,6406,19,,67,407,13,1,85
90WN01691, 90100716,90,10,S0716,2,FW,41,F1,1,1,1,1,2.0,2,2,2,95,126,4,114,88,608, 8, 0,, 0,  0,,,,1,1,3,0,172,1007,,,,,0671,00,8927,19,,84,558,11,1,95
90WN01692, 90100718,90,10,S0718,2,FW,41,F2,2,1,3,2,2.0,2,2,2,95,126,1,61,65,467, 9, 0,, 0,  0,,,,1,1,1,0,172,913,,,,,0581,00,8995,19,,62,441,12,1,72
90WN01693, 90100719,90,10,S0719,1,SW,41,S6,3,2,8,4,5.0,5,4,2,95,126,12,92,80,562, 9, 0,, 0,  0,  0,,,2,1,7,0,189,1001,93,,,,0020,00,6327,19,,77,539,12,G,0
90WN01694, 90100720,90,10,S0720,1,SW,41,S6,3,2,8,6,5.0,5,4,2,95,126,18,74,72,513, 9, 0,, 0,  0,  0,,,2,1,3,0,189,1001,93,,,,0020,00,6327,19,,69,541,12,G,0
90WN01695, 90100721,90,10,S0721,1,TX,07,T2,1,1,1,1,2.0,2,2,2,95,126,25,121,114,809, 9, 0,, 0,  0,  0,,,2,1,3,0,155,1037,,,,,2717,00,8799,19,,109,704,13,1,122
90WN01696, 90100722,90,10,S0722,2,TX,07,T6,1,1,1,1,5.0,5,4,2,95,126,23,125,86,583, 9, 0,, 0,  0,,,,1,1,3,0,134,696,,,,,1287,00,6516,19,,83,525,12,1,94
90WN01697, 90100723,90,10,S0723,1,SW,41,S6,1,1,1,1,3.0,3,3,2,95,126,26,126,90,614, 9, 0,, 0,  0,  0,,,2,1,4,0,134,826,93,,,,0020,00,8052,19,,86,483,12,G,0
90WN01698, 90100724,90,10,S0724,1,TX,07,T4,2,2,5,5,7.0,7,5,2,95,126,2,121,103,721, 8, 0,, 0,  0,  0,,,2,1,2,0,170,1298,93,,,,4352,00,4700,19,,99,649,11,G,0
90WN01699, 90100725,90,10,S0725,1,TX,07,T4,2,2,5,5,7.0,7,5,2,95,126,2,113,101,712, 8, 0,, 0,  0,  0,,,2,1,2,0,170,1298,93,,,,4352,00,4700,19,,97,640,11,G,0
90WN01700, 90100726,90,10,S0726,1,TX,07,T1,2,2,5,4,4.0,4,4,2,95,126,3,126,84,567,10, 0,, 0,  0,  0,,,2,1,3,0,162,989,93,,,,1004,00,7244,19,,81,536,12,G,0
90WN01701, 90100727,90,10,S0727,2,TX,07,T1,2,2,5,6,4.0,4,4,2,95,126,1,96,78,543,13, 0,, 0,  0,,,,2,1,1,0,162,989,,32,,,1004,00,7244,19,,75,581,12,1,85
90WN01702, 90100729,90,10,S0729,1,TX,07,T3,3,2,8,6,2.0,2,2,2,95,126,3,78,78,557,10, 0,, 0,  0,  0,,,2,1,2,0,189,1107,93,,,,0479,00,9429,19,,75,596,18,G,0
90WN01703, 90100730,90,10,S0730,1,TX,07,T3,3,2,8,4,2.0,2,2,2,95,126,4,100,75,516, 9, 0,, 0,  0,  0,,,2,1,2,0,189,1107,93,,,,0479,00,9429,19,,72,511,18,G,0
90WN01704, 90100731,90,10,S0731,2,TX,07,T4,2,2,5,5,3.0,3,3,2,95,126,26,96,66,448, 7, 0,, 0,  0,,,,1,1,1,0,177,1014,,21,,,4352,00,8375,19,,63,477,12,1,71
