UID,IDLAMB,YR,ETAG,LBRD,SEX,LINE,STM,PEN,TYB,TB,TR,AGE,ADAM,CADAM,BAND,DAYBN,DAYWN,WNAGE,TIM,BRWT,JUWT,WNWT,ADG,WT120,CLR,JAW,HORN,FACE,RGRP,TRT,LOT,BPEN,RMK,SIRE,SBRD,DAM,DBRD,LNDAM,PD,CAUSE,DAYDIS,TBRE,TBR17,IDX,MENB,MELW,PD2,CUWT,SAWT,DNA,INBRL,STUDY,HGRP
05WN00280,105051761,05,H1761,05,2,82,30,15P,8,2,2,3.0,3,3,2,107,223,116,14,10.0,0,88,0.672,91,1,1,,,0,C,.,e31,,A8766,04,A8916,04,84,1,,0,5,5,93,2.03,103.6,1,95,0,,0.072,Life,4
05WN00281,105051762,05,H1762,05,2,88,30,05P,8,2,2,5.0,5,4,2,107,223,116,6,11.3,0,89,0.67,92,1,1,,,0,M,.,e34,,H0596,05,A7591,04,82,1,,0,5,5,109,2.08,138.0,1,99,0,,0.053,Life,1
05WN00282,105051763,05,H1763,05,1,88,30,05P,8,2,2,5.0,5,4,2,107,223,116,14,12.0,0,82,0.603,84,1,1,,,0,M,.,,"UGLY,X",H0596,05,A7591,04,82,3,93,252,5,5,98,2.08,138.0,3,95,0,,0.053,,
05WN00283,105051764,05,H1764,05,2,88,30,07P,5,1,1,2.0,2,2,2,107,223,116,15,9.8,0,91,0.7,94,1,1,,,0,M,.,e32,,H0630,05,H0591,05,88,1,,0,1,1,110,2.11,138.9,1,102,0,,0.078,Life,2
05WN00284,105051766,05,H1766,05,1,82,30,12P,8,2,1,6.0,6,4,2,107,223,116,3,13.0,0,86,0.629,89,1,1,,,0,C,.,,NICE LAMB,H0709,05,90870,09,88,3,93,252,3,2,90,2.02,114.6,3,95,0,,0.051,,
05WN00285,105051767,05,H1767,05,2,83,30,01P,8,2,2,4.0,4,4,2,107,223,116,7,10.3,0,76,0.566,78,1,1,,,0,W,.,e31,FX. LEG EUTH.,A7284,04,A8376,04,83,1,54,298,5,6,96,2.12,125.1,1,90,0,,0.043,Life,5
05WN00286,105051768,05,H1768,05,3,83,30,01P,8,2,2,4.0,4,4,2,107,223,116,9,13.4,0,93,0.686,96,1,1,,,0,W,.,,PINK,A7284,04,A8376,04,83,3,93,273,5,4,0,2.12,125.1,3,104,0,,0.043,,
05WN00287,105051769,05,H1769,05,1,88,30,07P,8,2,2,3.0,3,3,2,108,223,115,8,10.3,0,92,0.71,96,1,1,,,0,M,.,,,H0630,05,A9940,04,84,1,,0,5,5,103,2.17,137.1,1,103,0,,0.055,,
05WN00288,105051770,05,H1770,05,2,88,30,07P,8,2,2,3.0,3,3,2,108,223,115,13,9.5,0,81,0.622,84,1,1,,,0,M,.,e33,,H0630,05,A9940,04,84,1,,0,5,5,104,2.17,137.1,1,96,0,,0.055,Life,3
05WN00289,105051771,05,H1771,05,1,88,30,05P,8,2,2,6.0,6,4,2,108,223,115,10,12.5,0,104,0.796,108,1,1,,,0,M,.,,,H0596,05,A6678,04,88,1,,0,5,3,109,2.22,140.1,1,111,0,,0.057,,
05WN00290,105051772,05,H1772,05,2,88,30,05P,8,2,2,6.0,6,4,2,108,223,115,13,8.3,0,79,0.615,82,1,1,,,0,M,.,e31,,H0596,05,A6678,04,88,1,,0,5,7,105,2.22,140.1,1,94,0,,0.057,Life,2
05WN00291,105051773,05,H1773,05,1,88,30,05P,8,2,2,6.5,6,4,2,108,223,115,2,11.6,0,86,0.647,89,1,1,,,0,M,.,,,H0596,05,A5822,04,73,3,93,252,5,3,95,2.12,128.0,3,90,0,,0.035,,
05WN00292,105051774,05,H1774,05,1,88,30,05P,8,2,2,6.5,6,4,2,108,223,115,11,8.4,0,71,0.544,74,1,1,,,0,M,.,,,H0596,05,A5822,04,73,3,93,252,5,7,89,2.12,128.0,3,78,0,,0.035,,
05WN00293,105051775,05,H1775,05,2,83,30,03P,3,4,2,5.0,5,4,2,108,223,115,11,8.3,0,86,0.676,89,1,1,,,0,W,.,,,A7199,04,A7262,04,82,6,11,237,8,5,111,2.75,146.6,6,0,0,,0.05,,
05WN00294,105051776,05,H1776,05,1,83,30,03P,3,4,2,5.0,5,4,2,108,223,115,5,7.6,0,78,0.612,81,1,1,,,0,W,.,,,A7199,04,A7262,04,82,3,93,252,8,5,100,2.75,146.6,3,89,0,,0.05,,
05WN00295,105051777,05,H1777,05,1,83,30,03P,3,4,1,5.0,5,4,2,108,223,115,16,8.2,0,80,0.624,83,1,1,,2+,0,W,.,,F2+,A7199,04,A7262,04,82,3,93,252,7,2,101,2.75,146.6,3,90,0,,0.05,,
05WN00296,105051778,05,H1778,05,2,83,30,03P,3,4,1,5.0,5,4,2,108,223,115,13,7.6,67,92,0.734,96,1,1,,,0,W,.,e31,,A7199,04,A7262,04,82,1,,0,7,2,115,2.75,146.6,1,103,106,,0.05,Life,3
05WN00297,105051779,05,H1779,05,3,82,30,22P,9,3,2,6.0,6,4,2,108,223,115,12,7.7,0,70,0.542,73,1,1,,,0,C,.,,CAMPY,A8879,04,A6295,04,88,6,11,237,8,5,0,2.02,114.7,6,0,0,,0.034,,
05WN00298,105051780,05,H1780,05,2,82,30,22P,9,3,2,6.0,6,4,2,108,223,115,3,7.5,0,69,0.535,72,1,1,,,0,C,  7,,CAMPY,A8879,04,A6295,04,88,2,92,265,8,5,88,2.02,114.7,2,83,85,,0.034,,
05WN00299,105051782,05,H1782,05,2,88,30,05P,9,3,1,6.0,6,4,2,108,223,115,14,10.0,0,95,0.739,99,1,1,,,0,M,.,e23,,H0596,05,A6902,04,82,1,,0,7,2,103,2.12,116.7,1,110,0,,0.054,SxP,
05WN00300,105051785,05,H1785,05,3,88,30,07P,8,2,1,4.0,4,4,2,108,223,115,5,8.2,0,85,0.668,88,1,1,,,0,M,.,,,H0630,05,A8219,04,84,3,93,273,3,2,0,2.25,118.2,3,98,0,,0.048,,
05WN00301,105051786,05,H1786,05,1,83,30,01P,9,3,2,3.0,3,3,2,108,223,115,14,9.5,0,85,0.657,88,1,1,,,0,W,.,,SHAGGY,A7284,04,A9761,04,83,3,93,252,8,5,103,2.45,145.4,3,94,0,,0.056,,
05WN00302,105051787,05,H1787,05,2,83,30,01P,9,3,2,3.0,3,3,2,108,223,115,1,9.8,0,85,0.654,88,1,1,,,0,W,.,e32,PINK,A7284,04,A9761,04,83,1,,0,8,5,110,2.45,145.4,1,97,0,,0.056,Life,3
05WN00303,105051788,05,H1788,05,3,83,30,01P,9,3,2,3.0,3,3,2,108,223,115,2,8.0,0,87,0.687,90,1,1,,,0,W,.,,1CRYPTORCHID,A7284,04,A9761,04,83,3,93,273,8,4,0,2.45,145.4,3,103,0,,0.056,,
05WN00304,105051789,05,H1789,05,3,83,30,03P,9,3,2,5.0,5,4,2,108,223,115,10,6.8,0,51,0.384,53,1,1,,,0,W,.,,"HAIRY, DEAD?",A7199,04,A7475,04,88,3,93,273,8,5,0,2.19,132.8,3,71,0,,0.051,,
05WN00305,105051790,05,H1790,05,3,83,30,03P,9,3,2,5.0,5,4,2,108,223,115,13,6.8,0,72,0.567,75,1,1,,,0,W,.,,,A7199,04,A7475,04,88,3,93,273,8,5,0,2.19,132.8,3,84,0,,0.051,,
05WN00306,105051791,05,H1791,05,3,83,30,03P,9,3,1,5.0,5,4,2,108,223,115,15,7.6,0,70,0.543,73,1,1,,,0,W,.,,,A7199,04,A7475,04,88,3,93,273,7,2,0,2.19,132.8,3,84,0,,0.051,,
05WN00307,105051792,05,H1792,05,3,88,30,07P,9,3,2,6.0,6,4,2,108,223,115,1,9.8,0,87,0.671,90,1,1,,,0,M,.,,,H0630,05,A6724,04,81,3,93,273,8,3,0,2.22,132.6,3,98,0,,0.081,,
05WN00308,105051793,05,H1793,05,3,88,30,07P,9,3,2,6.0,6,4,2,108,223,115,12,7.2,0,80,0.633,83,1,1,,,0,M,.,,WEAK LAMB,H0630,05,A6724,04,81,3,93,273,8,7,0,2.22,132.6,3,96,0,,0.081,,
05WN00309,105051794,05,H1794,05,3,88,30,07P,9,3,2,6.0,6,4,2,108,223,115,2,6.8,0,71,0.558,74,1,1,,,0,M,.,,,H0630,05,A6724,04,81,3,93,273,8,6,0,2.22,132.6,3,88,0,,0.081,,
05WN00310,105051795,05,H1795,05,2,82,30,22P,9,3,1,6.0,6,4,2,108,223,115,14,11.3,0,93,0.71,97,1,1,,,0,C,.,e33,,A8879,04,A6686,04,81,1,,0,7,2,99,2.12,111.0,1,103,0,,0.055,Life,2
05WN00311,105051797,05,H1797,05,1,82,30,12P,8,2,2,5.0,5,4,2,108,223,115,11,15.2,0,115,0.868,119,1,1,,,0,C,.,,,H0709,05,A7675,04,81,1,,0,5,4,112,2.19,134.9,1,125,0,,0.074,,
05WN00312,105051798,05,H1798,05,1,82,30,12P,8,2,2,5.0,5,4,2,108,223,115,3,11.6,0,77,0.569,80,1,1,2,,0,C,.,,H2,H0709,05,A7675,04,81,3,93,252,5,6,94,2.19,134.9,3,89,0,,0.074,,
05WN00313,105051799,05,H1799,05,2,82,30,11P,8,2,2,3.0,3,3,2,108,223,115,14,10.8,0,79,0.593,82,1,1,,,0,C,.,e31,HAIRY,H0656,05,P0267,05,83,1,,0,5,5,96,2.17,119.8,1,94,0,,0.037,Life,2
05WN00314,105051800,05,H1800,05,3,82,30,11P,8,2,2,3.0,3,3,2,108,223,115,14,12.3,0,88,0.658,91,1,1,,,0,C,.,,,H0656,05,P0267,05,83,3,93,273,5,5,0,2.17,119.8,3,96,0,,0.037,,
05WN00315,105051801,05,H1801,05,2,88,30,07P,8,2,2,6.0,6,4,2,108,223,115,14,8.6,0,86,0.673,89,1,1,,,0,M,.,,,H0630,05,90791,09,88,6,11,237,5,6,115,2.22,155.3,6,0,0,,0.055,,
05WN00316,105051803,05,H1803,05,1,82,30,22P,8,2,2,6.0,6,4,2,108,223,115,12,12.4,0,77,0.562,80,1,1,,,0,C,.,,,A8879,04,A6233,04,88,3,93,252,5,5,97,1.92,141.1,3,87,0,,0.049,,
05WN00317,105051804,05,H1804,05,2,82,30,22P,8,2,2,6.0,6,4,2,108,223,115,14,12.5,0,77,0.561,80,1,1,,,0,C,.,e34,,A8879,04,A6233,04,88,1,,0,5,5,104,1.92,141.1,1,87,0,,0.049,Life,4
05WN00318,105051806,05,H1806,05,2,82,30,25P,9,3,2,4.0,4,4,2,108,223,115,2,8.5,0,75,0.578,78,1,1,,,0,C,.,e32,,A9897,04,A8522,04,83,1,,0,8,5,105,2.25,145.2,1,86,0,,0.054,Life,2
05WN00319,105051807,05,H1807,05,2,82,30,25P,9,3,2,4.0,4,4,2,108,223,115,3,9.0,0,81,0.626,84,1,1,,,0,C,.,e33,,A9897,04,A8522,04,83,1,,0,8,5,108,2.25,145.2,1,95,0,,0.054,Life,1
05WN00320,105051808,05,H1808,05,2,82,30,24P,8,2,2,6.0,6,4,2,108,223,115,15,12.2,0,80,0.59,83,1,1,,,0,C,.,e33,,A9088,04,90687,09,88,1,,0,5,5,102,1.92,133.8,1,94,0,,0.042,Life,5
05WN00321,105051809,05,H1809,05,2,82,30,24P,8,2,2,6.0,6,4,2,108,223,115,16,11.4,0,85,0.64,88,1,1,,,0,C,.,e34,,A9088,04,90687,09,88,1,,0,5,5,105,1.92,133.8,1,100,0,,0.042,Life,1
05WN00322,105051810,05,H1810,05,2,83,30,01P,3,4,2,7.0,7,5,2,109,223,114,6,8.1,0,82,0.648,86,1,1,,,0,W,.,e33,,A7284,04,A5301,04,82,1,,0,8,5,110,2.85,146.6,1,97,0,,0.058,Life,3
05WN00323,105051811,05,H1811,05,2,83,30,01P,3,4,2,7.0,7,5,2,109,223,114,1,7.4,0,80,0.637,84,1,1,,,0,W,.,,,A7284,04,A5301,04,82,6,11,237,8,5,109,2.85,146.6,6,0,0,,0.058,,
05WN00324,105051813,05,H1813,05,2,88,30,e12,5,1,1,1.0,1,1,1,109,221,112,14,9.9,0,81,0.635,86,1,1,,,0,M,.,e32,4TEATS,P0098,05,H1223,05,83,1,,0,1,1,101,2.09,127.2,1,93,0,,0.041,Life,3
05WN00325,105051814,05,H1814,05,2,82,30,11P,9,3,2,4.0,4,4,2,109,223,114,12,10.2,0,81,0.621,85,1,1,,,0,C,.,,SHAGGY,H0656,05,A8373,04,82,3,93,273,8,4,97,2.5,120.2,3,86,0,,0.069,,
05WN00326,105051815,05,H1815,05,3,82,30,11P,9,3,2,4.0,4,4,2,109,223,114,13,7.9,0,78,0.615,82,1,1,,,0,C,.,,,H0656,05,A8373,04,82,3,93,273,8,6,0,2.5,120.2,3,91,0,,0.069,,
05WN00327,105051817,05,H1817,05,2,82,30,14P,9,3,3,3.0,3,3,2,109,223,114,7,9.2,0,64,0.481,67,1,1,,,0,C,  8,,,H0733,05,P0083,05,83,2,92,265,9,8,100,2.31,145.0,2,74,77,,0.029,,
05WN00328,105051818,05,H1818,05,2,82,30,14P,9,3,3,3.0,3,3,2,109,223,114,1,9.0,0,51,0.368,53,1,1,,,0,C,.,,,H0733,05,P0083,05,83,3,93,273,9,8,93,2.31,145.0,3,70,0,,0.029,,
05WN00329,105051819,05,H1819,05,1,82,30,14P,9,3,3,3.0,3,3,2,109,223,114,15,9.0,0,77,0.596,81,1,1,2,,0,C,.,,"H2,SHAGGY,X",H0733,05,P0083,05,83,3,93,252,9,8,99,2.31,145.0,3,90,0,,0.029,,
05WN00330,105051820,05,H1820,05,3,83,30,04P,8,2,2,6.0,6,4,2,109,223,114,3,9.3,0,66,0.497,69,1,1,,,0,W,.,,PINK,A9232,04,A6498,04,82,3,93,273,5,5,0,1.92,128.5,3,81,0,,0.046,,
05WN00331,105051821,05,H1821,05,2,83,30,04P,8,2,2,6.0,6,4,2,109,223,114,7,9.5,0,70,0.531,73,1,1,,,0,W,  4,,,A9232,04,A6498,04,82,2,92,265,5,5,95,1.92,128.5,2,83,83,,0.046,,
05WN00332,105051822,05,H1822,05,2,82,30,24P,9,3,2,3.0,3,3,2,109,223,114,12,10.5,0,80,0.61,84,1,1,,,0,C,.,e31,4TEATS,A9088,04,A9071,04,81,1,,0,8,6,118,2.45,166.6,1,93,0,,0.059,Life,3
05WN00333,105051823,05,H1823,05,1,82,30,24P,9,3,2,3.0,3,3,2,109,223,114,6,12.6,0,105,0.811,110,1,1,,,0,C,.,,Top Index,A9088,04,A9071,04,81,1,,0,8,4,122,2.45,166.6,1,115,0,,0.059,,
05WN00334,105051824,05,H1824,05,2,82,30,24P,9,3,1,3.0,3,3,2,109,223,114,15,8.6,0,86,0.679,90,1,1,,,0,C,.,e32,,A9088,04,A9071,04,81,1,,0,7,2,121,2.45,166.6,1,99,0,,0.059,Life,3
05WN00335,105051825,05,H1825,05,2,83,30,02P,6,2,1,3.0,3,3,1,109,221,112,13,7.4,0,65,0.514,69,1,1,,,0,W,.,,WEAK CAMPY,A7896,04,P0317,05,84,3,93,273,3,2,73,2.17,84.1,3,78,0,,0.047,,
05WN00336,105051826,05,H1826,05,2,88,30,05P,9,3,2,7.0,7,5,2,109,223,114,11,9.8,0,59,0.432,62,1,1,,,0,M,.,,ENTROPION,H0596,05,A5304,04,88,3,93,273,8,5,95,2.4,140.5,3,71,0,,0.074,,
05WN00337,105051827,05,H1827,05,1,88,30,05P,9,3,2,7.0,7,5,2,109,223,114,5,9.8,0,59,0.432,62,1,1,,,0,M,.,,,H0596,05,A5304,04,88,3,93,252,8,5,89,2.4,140.5,3,70,0,,0.074,,
05WN00338,105051828,05,H1828,05,2,88,30,05P,9,3,1,7.0,7,5,2,109,223,114,5,10.7,0,92,0.713,96,1,1,,,0,M,.,e33,,H0596,05,A5304,04,88,1,,0,7,2,112,2.4,140.5,1,99,0,,0.074,Life,2
05WN00339,105051829,05,H1829,05,1,83,30,04P,8,2,2,3.0,3,3,2,109,223,114,4,10.8,0,95,0.739,99,1,1,2,2+,0,W,.,,F2+H2,A9232,04,A9641,04,84,3,93,252,5,5,94,1.74,115.1,3,102,0,,0.046,,
05WN00340,105051830,05,H1830,05,2,83,30,04P,8,2,2,3.0,3,3,2,109,223,114,13,11.7,0,88,0.669,92,1,1,,,0,W,.,e31,,A9232,04,A9641,04,84,1,,0,5,5,98,1.74,115.1,1,107,0,,0.046,Life,2
05WN00341,105051831,05,H1831,05,2,83,30,04P,9,3,3,6.0,6,4,2,109,223,114,1,8.9,0,63,0.475,66,1,1,,,0,W,.,,PNEU.,A9232,04,A6588,04,82,3,93,273,9,8,108,2.62,164.4,3,66,0,,0.051,,
05WN00342,105051832,05,H1832,05,1,83,30,04P,9,3,3,6.0,6,4,2,109,223,114,15,8.8,0,75,0.581,78,1,1,3,,0,W,.,,H3 X,A9232,04,A6588,04,82,3,93,252,9,8,106,2.62,164.4,3,80,0,,0.051,,
05WN00343,105051833,05,H1833,05,2,83,30,04P,9,3,3,6.0,6,4,2,109,223,114,2,8.1,0,69,0.534,72,1,1,,,0,W,.,e33,FOUND 10/18,A9232,04,A6588,04,82,1,,0,9,8,111,2.62,164.4,1,82,0,,0.051,Life,3
05WN00344,105051834,05,H1834,05,1,88,30,06P,8,2,2,4.0,4,4,2,109,223,114,4,11.5,0,68,0.496,71,1,1,,,0,M,.,,,A9588,04,A8360,04,81,3,93,252,5,4,92,2.12,139.5,3,82,0,,0.054,,
05WN00345,105051835,05,H1835,05,2,88,30,06P,8,2,2,4.0,4,4,2,109,223,114,6,9.5,0,64,0.478,67,1,1,,,0,M,  5,,,A9588,04,A8360,04,81,2,92,265,5,6,97,2.12,139.5,2,79,74,,0.054,,
05WN00346,105051836,05,H1836,05,2,82,30,12P,8,2,2,7.0,7,5,2,109,223,114,5,9.3,0,73,0.559,76,1,1,,,0,C,.,,,H0709,05,A5026,04,82,3,93,273,5,6,89,1.76,110.9,3,79,0,,0.057,,
05WN00347,105051837,05,H1837,05,2,82,30,12P,8,2,2,7.0,7,5,2,109,223,114,5,12.0,0,77,0.57,80,1,1,,,0,C,.,,,H0709,05,A5026,04,82,3,93,273,5,4,91,1.76,110.9,3,78,0,,0.057,,
05WN00348,105051838,05,H1838,05,2,83,30,04P,9,3,2,3.0,3,3,2,109,223,114,12,8.1,0,73,0.569,76,1,1,,,0,W,  2,,,A9232,04,A9366,04,83,2,92,265,8,5,102,2.31,139.8,2,80,81,,0.05,,
05WN00349,105051839,05,H1839,05,2,83,30,04P,9,3,2,3.0,3,3,2,109,223,114,5,8.3,0,81,0.638,85,1,1,,,0,W,.,e32,,A9232,04,A9366,04,83,1,,0,8,5,106,2.31,139.8,1,95,0,,0.05,Life,1
05WN00350,105051840,05,H1840,05,3,83,30,04P,9,3,2,3.0,3,3,2,109,223,114,2,10.8,0,93,0.721,97,1,1,,,0,W,.,,HAIRY,A9232,04,A9366,04,83,3,93,273,8,5,0,2.31,139.8,3,103,0,,0.05,,
05WN00351,105051841,05,H1841,05,2,88,30,05P,9,3,3,3.0,3,3,2,109,223,114,12,8.7,0,62,0.468,65,1,1,,,0,M,  2,,,H0596,05,A9132,04,84,2,92,265,9,8,97,2.31,140.7,2,82,80,,0.061,,
05WN00352,105051842,05,H1842,05,2,88,30,05P,9,3,3,3.0,3,3,2,109,223,114,16,7.9,0,33,0.22,34,1,1,,,0,M,.,,,H0596,05,A9132,04,84,6,32,233,9,8,81,2.31,140.7,6,0,0,,0.061,,
05WN00353,105051843,05,H1843,05,3,88,30,05P,9,3,3,3.0,3,3,2,109,223,114,12,11.0,0,79,0.596,83,1,1,,,0,M,.,,HAIRY,H0596,05,A9132,04,84,6,11,237,9,8,0,2.31,140.7,6,0,0,,0.061,,
05WN00354,105051844,05,H1844,05,2,82,30,11P,8,2,2,5.0,5,4,2,109,223,114,5,11.2,0,75,0.56,78,1,1,,,0,C,.,e32,,H0656,05,A7114,04,81,1,,0,5,5,98,1.86,128.9,1,89,0,,0.066,Life,4
05WN00355,105051845,05,H1845,05,2,82,30,11P,8,2,2,5.0,5,4,2,109,223,114,12,11.5,0,69,0.504,72,1,1,,,0,C,  3,,,H0656,05,A7114,04,81,2,92,265,5,5,95,1.86,128.9,2,87,93,,0.066,,
05WN00356,105051847,05,H1847,05,2,83,30,01P,9,3,2,3.0,3,3,2,109,223,114,13,7.9,0,83,0.659,87,1,1,,,0,W,.,e34,,A7284,04,A9715,04,81,1,,0,8,7,107,2.17,139.3,1,101,0,,0.061,Life,2
05WN00357,105051848,05,H1848,05,3,83,30,01P,9,3,2,3.0,3,3,2,109,223,114,10,11.2,0,92,0.709,96,1,1,,,0,W,.,,,A7284,04,A9715,04,81,3,93,273,8,3,0,2.17,139.3,3,109,0,,0.061,,
05WN00358,105051849,05,H1849,05,3,83,30,04P,5,1,1,3.0,3,3,2,110,223,113,3,13.5,0,104,0.801,110,1,1,,,0,W,.,,,A9232,04,P0075,05,83,3,93,273,1,1,0,1.74,93.8,3,121,0,,0.049,,
05WN00359,105051850,05,H1850,05,2,82,30,24P,8,2,2,5.0,5,4,2,110,223,113,2,8.5,0,89,0.712,94,1,1,,,0,C,.,e33,,A9088,04,A7193,04,88,1,,0,5,7,111,2.19,141.0,1,106,0,,0.038,Life,3
05WN00360,105051851,05,H1851,05,1,82,30,24P,8,2,2,5.0,5,4,2,110,223,113,7,12.0,0,97,0.752,102,1,1,,,0,C,.,,NICE,A9088,04,A7193,04,88,1,,0,5,3,107,2.19,141.0,1,107,0,,0.038,,
05WN00361,105051852,05,H1852,05,1,82,30,22P,8,2,2,6.0,6,4,2,110,223,113,3,12.1,0,87,0.663,92,1,1,,,0,C,.,,,A8879,04,A6454,04,82,1,,0,5,5,107,2.12,152.0,1,94,0,,0.049,,
05WN00362,105051853,05,H1853,05,1,82,30,22P,8,2,2,6.0,6,4,2,110,223,113,3,12.3,0,93,0.714,98,1,1,,,0,C,.,,NICE,A8879,04,A6454,04,82,1,,0,5,5,110,2.12,152.0,1,100,0,,0.049,,
05WN00363,105051854,05,H1854,05,3,83,30,02P,8,2,2,3.0,3,3,2,110,223,113,3,8.2,0,70,0.547,74,1,1,,,0,W,.,,,A7896,04,A9458,04,84,3,93,273,5,6,0,2.03,122.0,3,84,0,,0.046,,
05WN00364,105051855,05,H1855,05,2,83,30,02P,8,2,2,3.0,3,3,2,110,223,113,10,10.3,0,85,0.661,90,1,1,,,0,W,.,e32,,A7896,04,A9458,04,84,1,,0,5,4,101,2.03,122.0,1,101,0,,0.046,Life,3
05WN00365,105051856,05,H1856,05,3,83,30,04P,8,2,2,4.0,4,4,1,110,221,111,4,6.8,0,65,0.524,70,1,1,,,0,W,.,,WEAK LAMB,A9232,04,A8393,04,81,3,93,273,5,7,0,2.12,117.2,3,80,0,,0.048,,
05WN00366,105051857,05,H1857,05,2,83,30,04P,8,2,2,4.0,4,4,1,110,221,111,2,9.6,0,77,0.607,82,1,1,,,0,W,.,e33,,A9232,04,A8393,04,81,1,,0,5,3,94,2.12,117.2,1,92,0,,0.048,Life,5
05WN00367,105051858,05,H1858,05,2,83,30,01P,8,2,2,3.0,3,3,2,110,223,113,1,9.8,0,87,0.683,92,1,1,,,0,W,.,,,A7284,04,P0076,05,83,6,11,237,5,5,101,2.03,121.1,6,0,0,,0.041,,
05WN00368,105051859,05,H1859,05,1,83,30,01P,8,2,2,3.0,3,3,2,110,223,113,4,11.4,0,87,0.669,92,1,1,,,0,W,.,,,A7284,04,P0076,05,83,3,93,252,5,5,94,2.03,121.1,3,90,0,,0.041,,
05WN00369,105051860,05,H1860,05,3,83,30,04P,5,1,1,3.0,3,3,2,110,223,113,11,7.5,0,80,0.642,84,1,1,,,0,W,.,,RUNT,A9232,04,A9898,04,81,3,93,273,1,1,0,2.03,118.1,3,87,0,,0.05,,
05WN00370,105051861,05,H1861,05,3,83,30,01P,6,2,1,3.0,3,3,1,110,221,111,16,6.5,0,70,0.572,75,1,1,,,0,W,.,,WEAK LAMB,A7284,04,A9247,04,84,3,93,273,3,2,0,1.74,87.8,3,77,0,,0.052,,
05WN00371,105051862,05,H1862,05,2,82,30,25P,8,2,2,3.0,3,3,2,110,223,113,2,8.8,65,88,0.701,93,1,1,,,0,C,.,e34,,A9897,04,A9677,04,81,1,,0,5,6,94,2.31,103.8,1,100,101,,0.098,Life,2
05WN00372,105051863,05,H1863,05,3,82,30,25P,8,2,2,3.0,3,3,2,110,223,113,7,11.1,0,79,0.601,83,1,1,,,0,C,.,,,A9897,04,A9677,04,81,3,93,273,5,4,0,2.31,103.8,3,99,0,,0.098,,
05WN00373,105051864,05,H1864,05,2,82,30,11P,8,2,2,7.0,7,5,2,110,223,113,6,12.3,0,69,0.502,73,1,1,,,0,C,  7,,,H0656,05,A5128,04,81,2,92,265,5,4,88,2.12,112.8,2,81,84,,0.071,,
05WN00374,105051865,05,H1865,05,1,82,30,11P,8,2,2,7.0,7,5,2,110,223,113,6,9.8,0,77,0.595,81,1,1,,,0,C,.,,STUPID,H0656,05,A5128,04,81,3,93,252,5,6,85,2.12,112.8,3,85,0,,0.071,,
05WN00375,105051866,05,H1866,05,2,83,30,04P,8,2,2,6.5,6,4,2,110,223,113,6,10.3,0,74,0.564,78,1,1,,,0,W,  6,,HAIRY,A9232,04,A5873,04,73,2,92,265,5,4,94,1.92,119.7,2,88,92,,0.055,,
05WN00376,105051867,05,H1867,05,2,83,30,04P,8,2,2,6.5,6,4,2,110,223,113,5,8.7,0,60,0.454,63,1,1,,,0,W,.,,,A9232,04,A5873,04,73,3,93,273,5,6,86,1.92,119.7,3,75,0,,0.055,,
05WN00377,105051868,05,H1868,05,3,82,30,21P,8,2,2,4.0,4,4,2,110,223,113,8,12.8,0,97,0.745,102,1,1,,,0,C,.,,PINK,A9890,04,A8600,04,84,3,93,273,5,4,0,2.0,148.2,3,108,0,,0.073,,
05WN00378,105051869,05,H1869,05,2,82,30,21P,8,2,2,4.0,4,4,2,110,223,113,11,10.6,0,85,0.658,90,1,1,,,0,C,.,e31,,A9890,04,A8600,04,84,1,,0,5,6,113,2.0,148.2,1,100,0,,0.073,Life,1
05WN00379,105051870,05,H1870,05,2,83,30,02P,8,2,1,7.0,7,5,1,110,221,111,3,10.9,0,89,0.704,95,1,1,,,0,W,.,e33,,A7896,04,A5429,04,82,1,,0,3,2,101,2.03,118.2,1,105,0,,0.039,Life,4
05WN00380,105051872,05,H1872,05,3,83,30,03P,9,3,2,4.0,4,4,2,110,223,113,8,8.4,0,77,0.607,81,1,1,,,0,W,.,,,A7199,04,A8399,04,84,3,93,273,8,5,0,2.12,128.6,3,85,0,,0.04,,
05WN00381,105051873,05,H1873,05,2,83,30,03P,9,3,2,4.0,4,4,2,110,223,113,6,7.6,0,61,0.473,64,1,1,,,0,W,  2,,,A7199,04,A8399,04,84,2,92,265,8,5,91,2.12,128.6,2,77,78,,0.04,,
05WN00382,105051875,05,H1875,05,2,82,30,16P,8,2,2,5.0,5,4,2,110,223,113,7,10.6,0,77,0.588,81,1,1,,,0,C,.,,,A9442,04,A7303,04,81,6,19,233,5,5,96,1.75,121.4,6,0,0,,0.061,,
05WN00383,105051876,05,H1876,05,2,82,30,16P,8,2,2,5.0,5,4,2,110,223,113,5,10.2,0,76,0.582,80,1,1,,,0,C,.,e33,,A9442,04,A7303,04,81,1,,0,5,5,95,1.75,121.4,1,93,0,,0.061,Life,2
05WN00384,105051880,05,H1880,05,3,83,30,03P,8,2,2,3.0,3,3,2,110,223,113,6,7.5,0,76,0.606,80,1,1,,,0,W,.,,,A7199,04,A9667,04,84,3,93,273,5,5,0,2.03,110.9,3,89,0,,0.045,,
05WN00385,105051881,05,H1881,05,2,83,30,03P,8,2,2,3.0,3,3,2,110,223,113,10,7.7,0,73,0.578,77,1,1,,,0,W,  6,,,A7199,04,A9667,04,84,2,92,265,5,5,89,2.03,110.9,2,87,89,,0.045,,
