UID,ID9,SEX,BRD,ETAG,GRADE,FLGR1,GRFL,BANDSH,DAYSH,DATE,RMK,INV96,STM,AGE,SPWT,WTDAY,BAND,L,YEAR
96SH00875, 89100047,2,10,S0047,62,3,8.2,1,72,1996-03-12,,Y,07,7.0,153,1996-05-07,1,70,96
96SH00876, 89633835,2,63,K3835,56,6,10.4,1,72,1996-03-12,,Y,06,7.0,193,1996-05-01,2,,96
96SH00877, 89633888,2,63,K3888,54,7,13.8,1,72,1996-03-12,,Y,06,7.0,208,1996-05-07,1,,96
96SH00878, 94104832,2,10,S4832,62,3,9.8,1,72,1996-03-12,,Y,42,2.0,156,1996-04-29,1,74,96
96SH00879, 92636406,2,63,K6406,58,5,11.0,1,72,1996-03-12,,Y,06,4.0,170,1996-04-23,1,,96
96SH00880, 90635072,2,63,K5072,58,5,11.2,1,72,1996-03-12,,Y,06,6.0,188,1996-04-29,1,,96
96SH00881, 89100162,2,10,S0162,64,2,9.6,1,72,1996-03-12,,Y,07,7.0,203,1996-04-29,1,,96
96SH00882, 93636955,2,63,K6955,56,6,12.6,1,72,1996-03-12,,Y,06,3.0,193,1996-04-23,1,,96
96SH00883, 90634718,2,63,K4718,60,4,9.4,1,72,1996-03-12,,Y,06,6.0,174,1996-04-23,1,,96
96SH00884, 93636944,2,63,K6944,58,5,10.6,1,72,1996-03-12,,Y,06,3.0,182,1996-04-23,1,,96
96SH00885, 90100824,2,10,S0824,58,5,14.4,1,72,1996-03-12,,Y,41,6.0,172,1996-06-17,5,83,96
96SH00886, 92636191,2,63,K6191,58,5,8.0,1,72,1996-03-12,,Y,06,4.0,166,1996-04-29,1,,96
96SH00887, 93103919,2,10,S3919,62,3,6.6,1,72,1996-03-12,,Y,07,3.0,145,1996-05-07,1,,96
96SH00888, 91635616,2,63,K5616,56,6,14.6,1,72,1996-03-12,,Y,06,5.0,204,1996-04-29,1,,96
96SH00889, 92636067,2,63,K6067,58,5,11.4,1,72,1996-03-12,,Y,06,4.0,136,1996-06-17,X,,96
96SH00890, 92102475,2,10,S2475,64,2,9.0,1,72,1996-03-12,,Y,07,4.0,154,1996-04-26,2,60,96
96SH00891, 93104045,2,10,S4045,60,4,9.6,1,72,1996-03-12,,Y,07,3.0,143,1996-04-26,2,,96
96SH00892, 93636722,2,63,K6722,58,5,9.6,1,72,1996-03-12,,Y,06,3.0,159,1996-05-01,2,,96
96SH00893, 91635124,2,63,K5124,56,6,11.6,1,72,1996-03-12,,Y,06,5.0,188,1996-04-23,1,,96
96SH00894, 93636729,2,63,K6729,58,5,9.0,1,72,1996-03-12,,Y,06,3.0,167,1996-05-01,2,,96
96SH00895, 94637422,2,63,K7422,56,6,12.4,1,72,1996-03-12,,Y,06,2.0,176,1996-04-26,2,,96
96SH00896, 94104628,2,10,S4628,60,4,9.8,1,72,1996-03-12,,Y,07,2.0,143,1996-04-26,2,68,96
96SH00897, 90634942,2,63,K4942,60,4,10.6,1,72,1996-03-12,,Y,06,6.0,160,1996-04-23,1,,96
96SH00898, 91635238,2,63,K5238,56,6,13.6,1,72,1996-03-12,,Y,06,5.0,241,1996-04-23,1,,96
96SH00899, 94637253,2,63,K7253,58,5,13.4,1,72,1996-03-12,,Y,06,2.0,201,1996-04-26,2,,96
96SH00900, 91635116,2,63,K5116,58,5,9.4,1,72,1996-03-12,,Y,06,5.0,198,1996-04-23,1,,96
96SH00901, 94637700,2,63,K7700,60,4,10.2,1,72,1996-03-12,,Y,06,2.0,196,1996-05-07,1,,96
96SH00902, 92102459,2,10,S2459,62,3,10.6,1,72,1996-03-12,,Y,07,4.0,189,1996-04-26,2,64,96
96SH00903, 92103042,2,10,S3042,60,4,12.6,1,72,1996-03-12,,Y,07,4.0,215,1996-04-26,2,92,96
96SH00904, 93104266,2,10,S4266,60,4,9.2,1,72,1996-03-12,,Y,42,3.0,169,1996-04-26,2,70,96
96SH00905, 94105169,2,10,S5169,60,4,11.0,1,72,1996-03-12,,Y,07,2.0,136,1996-04-23,1,83,96
96SH00906, 91635738,2,63,K5738,58,5,14.0,1,72,1996-03-12,,Y,06,5.0,225,1996-06-17,5,,96
96SH00907, 89100121,2,10,S0121,60,4,10.0,1,72,1996-03-12,,Y,07,7.0,181,1996-04-29,1,66,96
96SH00908, 94637420,2,63,K7420,60,4,12.4,1,72,1996-03-12,,Y,06,2.0,209,1996-04-29,1,,96
96SH00909, 92102450,2,10,S2450,60,4,8.6,1,72,1996-03-12,,Y,42,4.0,109,1996-06-17,X,83,96
96SH00910, 90634643,2,63,K4643,60,4,10.8,1,72,1996-03-12,,Y,06,6.0,221,1996-04-23,1,,96
96SH00911, 92102495,2,10,S2495,62,3,9.0,1,72,1996-03-12,,Y,42,4.0,146,1996-05-07,1,63,96
96SH00912, 94104642,2,10,S4642,58,5,11.4,1,72,1996-03-12,,Y,43,2.0,151,1996-04-29,1,82,96
96SH00913, 92102748,2,10,S2748,58,5,13.4,1,72,1996-03-12,,Y,41,4.0,152,1996-05-01,2,85,96
96SH00914, 91101354,2,10,S1354,58,5,9.0,1,72,1996-03-12,,Y,07,5.0,153,1996-05-07,1,,96
96SH00915, 90634605,2,63,K4605,58,5,11.8,1,72,1996-03-12,,Y,06,6.0,217,1996-05-07,1,,96
96SH00916, 89633936,2,63,K3936,58,5,10.0,1,72,1996-03-12,,Y,06,7.0,163,1996-06-17,X,,96
96SH00917, 90634599,2,63,K4599,56,6,11.8,1,72,1996-03-12,,Y,06,6.0,239,1996-04-23,1,,96
96SH00918, 93636774,2,63,K6774,58,5,12.8,1,72,1996-03-12,,Y,06,3.0,226,1996-04-26,2,,96
96SH00919, 93636929,2,63,K6929,58,5,10.6,1,72,1996-03-12,,Y,06,3.0,158,1996-04-23,1,,96
96SH00920, 94105002,2,10,S5002,60,4,8.6,1,72,1996-03-12,,Y,42,2.0,127,1996-05-10,2,80,96
96SH00921, 90634858,2,63,K4858,62,3,11.4,1,72,1996-03-12,,Y,06,6.0,199,1996-05-01,2,,96
96SH00922, 92636504,2,63,K6504,56,6,13.0,1,72,1996-03-12,,Y,06,4.0,194,1996-05-07,1,,96
96SH00923, 90100845,2,10,S0845,60,4,8.0,1,72,1996-03-12,,Y,07,6.0,134,1996-04-26,2,70,96
96SH00924, 91101738,2,10,S1738,60,4,11.0,1,72,1996-03-12,,Y,07,5.0,225,1996-05-07,1,77,96
96SH00925, 90100340,2,10,S0340,64,2,10.4,1,72,1996-03-12,ABS L. HIP,Y,07,6.0,165,1996-04-26,2,67,96
96SH00926, 94637237,2,63,K7237,58,5,8.2,1,72,1996-03-12,,Y,05,2.0,156,1996-05-10,2,,96
96SH00927, 93636806,2,63,K6806,56,6,10.4,1,72,1996-03-12,,Y,06,3.0,155,1996-05-01,2,,96
96SH00928, 92635986,2,63,K5986,58,5,13.2,1,72,1996-03-12,,Y,06,4.0,198,1996-04-23,1,,96
96SH00929, 89100011,2,10,S0011,62,3,7.0,1,72,1996-03-12,,Y,07,7.0,132,1996-05-01,2,51,96
96SH00930, 94637387,2,63,K7387,58,5,10.6,1,72,1996-03-12,,Y,06,2.0,151,1996-05-01,2,,96
96SH00931, 94637105,2,63,K7105,58,5,8.6,1,72,1996-03-12,,Y,06,2.0,152,1996-04-23,1,,96
96SH00932, 91635252,2,63,K5252,56,6,10.8,1,72,1996-03-12,,Y,06,5.0,206,1996-05-07,1,,96
96SH00933, 93636688,2,63,K6688,58,5,9.2,1,72,1996-03-12,,Y,06,3.0,166,1996-04-26,2,,96
96SH00934, 94104826,2,10,S4826,62,3,9.8,1,72,1996-03-12,,Y,43,2.0,108,1996-04-23,1,80,96
96SH00935, 94105041,2,10,S5041,62,3,8.4,1,72,1996-03-12,,Y,07,2.0,168,1996-05-10,2,59,96
96SH00936, 89100117,2,10,S0117,62,3,8.2,1,72,1996-03-12,,Y,07,7.0,175,1996-04-26,2,,96
96SH00937, 92102689,2,10,S2689,58,5,11.4,1,72,1996-03-12,,Y,41,4.0,148,1996-05-07,1,78,96
96SH00938, 94105153,2,10,S5153,62,3,11.8,1,72,1996-03-12,,Y,42,2.0,141,1996-04-23,1,94,96
96SH00939, 94637141,2,63,K7141,58,5,9.4,1,72,1996-03-12,DEAD 3/13,Y,06,2.0,0,,*,,96
96SH00940, 93636804,2,63,K6804,58,5,10.0,1,72,1996-03-12,,Y,06,3.0,170,1996-06-17,5,,96
96SH00941, 92103015,2,10,S3015,60,4,10.2,1,72,1996-03-12,,Y,07,4.0,188,1996-05-01,2,68,96
96SH00942, 92103045,2,10,S3045,60,4,10.8,1,72,1996-03-12,,Y,07,4.0,161,1996-04-29,1,80,96
96SH00943, 94637260,2,63,K7260,60,4,9.0,1,72,1996-03-12,,Y,06,2.0,152,1996-04-26,2,,96
96SH00944, 94637643,2,63,K7643,60,4,7.8,1,72,1996-03-12,,Y,05,2.0,152,1996-04-29,1,,96
96SH00945, 94637212,2,63,K7212,60,4,10.6,1,72,1996-03-12,,Y,06,2.0,198,1996-04-26,2,,96
96SH00946, 91635180,2,63,K5180,56,6,11.6,1,72,1996-03-12,,Y,06,5.0,169,1996-06-17,X,,96
96SH00947, 94104592,2,10,S4592,58,5,10.0,1,72,1996-03-12,,Y,07,2.0,147,1996-04-23,1,80,96
96SH00948, 93637016,2,63,K7016,60,4,8.6,1,72,1996-03-12,,Y,06,3.0,153,1996-05-01,2,,96
96SH00949, 94104393,2,10,S4393,62,3,10.6,1,72,1996-03-12,,Y,43,2.0,133,1996-05-01,2,69,96
96SH00950, 89199954,2,19,S9954,62,3,8.8,1,72,1996-03-12,,Y,07,7.0,165,1996-04-23,1,,96
96SH00951, 93636824,2,63,K6824,60,4,10.6,1,72,1996-03-12,,Y,06,3.0,188,1996-05-07,1,,96
96SH00952, 94104817,2,10,S4817,62,3,10.4,1,72,1996-03-12,,Y,42,2.0,180,1996-05-07,1,82,96
96SH00953, 93636980,2,63,K6980,54,7,9.8,1,72,1996-03-12,,Y,05,3.0,171,1996-04-23,1,,96
96SH00954, 93637007,2,63,K7007,60,4,8.8,1,72,1996-03-12,,Y,06,3.0,159,1996-04-23,1,,96
96SH00955, 94637282,2,63,K7282,60,4,9.8,1,72,1996-03-12,,Y,06,2.0,140,1996-05-01,2,,96
96SH00956, 90100439,2,10,S0439,60,4,9.6,1,72,1996-03-12,,Y,07,6.0,191,1996-04-23,1,83,96
96SH00957, 94637041,2,63,K7041,60,4,10.8,1,72,1996-03-12,,Y,06,2.0,178,1996-04-26,2,,96
96SH00958,,2,00,PENNY,58,5,9.4,1,72,1996-03-12,STRAY / PENNY,Y,,,0,,,,96
96SH00959, 94637196,2,63,K7196,58,5,10.0,1,72,1996-03-12,,Y,06,2.0,134,1996-05-01,2,,96
96SH00960, 91101533,2,10,S1533,60,4,9.4,1,72,1996-03-12,ABS.ON BACK,Y,07,5.0,168,1996-04-23,1,63,96
96SH00961, 94104608,2,10,S4608,60,4,10.2,1,72,1996-03-12,,Y,43,2.0,163,1996-05-07,1,70,96
96SH00962, 92102484,2,10,S2484,60,4,8.2,1,72,1996-03-12,,Y,42,4.0,145,1996-06-17,5,69,96
96SH00963, 88199036,2,19,S9036,60,4,6.8,1,72,1996-03-12,,Y,07,8.0,136,1996-04-29,1,64,96
96SH00964, 93103601,2,10,S3601,58,5,8.8,1,72,1996-03-12,,Y,08,3.0,198,1996-04-23,1,,96
96SH00965, 91101611,2,10,S1611,62,3,7.2,1,72,1996-03-12,,Y,07,5.0,147,1996-05-10,2,58,96
96SH00966, 94637059,2,63,K7059,60,4,9.0,1,72,1996-03-12,,Y,06,2.0,153,1996-04-23,1,,96
96SH00967, 94637077,2,63,K7077,60,4,9.8,1,72,1996-03-12,,Y,06,2.0,154,1996-04-23,1,,96
96SH00968, 92636362,2,63,K6362,58,5,10.4,1,72,1996-03-12,,Y,06,4.0,178,1996-05-07,1,,96
96SH00969, 94637348,2,63,K7348,56,6,10.2,1,72,1996-03-12,,Y,06,2.0,168,1996-05-01,2,,96
96SH00970, 90100870,2,10,S0870,62,3,8.8,1,72,1996-03-12,,Y,07,6.0,178,1996-04-26,2,78,96
96SH00971, 94105031,2,10,S5031,60,4,8.7,1,72,1996-03-12,,Y,42,2.0,160,1996-04-29,1,80,96
96SH00972, 94637488,2,63,K7488,58,5,11.4,1,72,1996-03-12,,Y,06,2.0,160,1996-05-20,H,,96
96SH00973, 94104671,2,10,S4671,64,2,9.4,1,72,1996-03-12,,Y,07,2.0,124,1996-04-23,1,70,96
96SH00974, 92102699,2,10,S2699,62,3,6.8,1,72,1996-03-12,,Y,07,4.0,136,1996-04-26,2,55,96
96SH00975, 94104687,2,10,S4687,60,4,9.6,1,72,1996-03-12,,Y,42,2.0,180,1996-04-26,2,73,96
96SH00976, 94104842,2,10,S4842,60,4,9.4,1,72,1996-03-12,,Y,07,2.0,159,1996-04-29,1,69,96
96SH00977, 94637227,2,63,K7227,58,5,10.4,1,72,1996-03-12,,Y,06,2.0,159,1996-04-23,1,,96
96SH00978, 91101456,2,10,S1456,60,4,10.0,1,72,1996-03-12,,Y,07,5.0,176,1996-06-17,5,,96
96SH00979, 91635360,2,63,K5360,54,7,10.8,1,72,1996-03-12,,Y,06,5.0,194,1996-04-29,1,,96
96SH00980, 92102881,2,10,S2881,60,4,11.2,1,72,1996-03-12,,Y,42,4.0,146,1996-05-07,1,,96
96SH00981, 94104675,2,10,S4675,62,3,9.6,1,72,1996-03-12,,Y,07,2.0,168,1996-05-01,2,72,96
96SH00982, 94637412,2,63,K7412,58,5,9.4,1,72,1996-03-12,,Y,06,2.0,138,1996-04-29,1,,96
96SH00983, 92636266,2,63,K6266,58,5,12.4,1,72,1996-03-12,,Y,06,4.0,169,1996-05-07,1,,96
96SH00984, 94105178,2,10,S5178,62,3,10.2,1,72,1996-03-12,,Y,41,2.0,127,1996-05-07,1,66,96
96SH00985, 92102532,2,10,S2532,60,4,8.4,1,72,1996-03-12,,Y,07,4.0,168,1996-04-23,1,80,96
96SH00986, 92636360,2,63,K6360,62,3,8.4,1,72,1996-03-12,,Y,06,4.0,176,1996-04-29,1,,96
96SH00987, 94637427,2,63,K7427,58,5,8.6,1,72,1996-03-12,,Y,06,2.0,183,1996-05-07,1,,96
96SH00988, 92039078,2,03,L9078,62,3,8.8,1,72,1996-03-12,,Y,30,4.0,163,1996-05-10,2,,96
96SH00989, 93103868,2,10,S3868,60,4,10.4,1,72,1996-03-12,,Y,43,3.0,210,1996-04-29,1,90,96
96SH00990, 94637482,2,63,K7482,56,6,11.6,1,72,1996-03-12,,Y,06,2.0,172,1996-05-01,2,,96
96SH00991, 94637644,2,63,K7644,62,3,6.8,1,72,1996-03-12,,Y,05,2.0,180,1996-04-23,1,,96
96SH00992, 93636856,2,63,K6856,58,5,12.2,1,72,1996-03-12,,Y,06,3.0,224,1996-04-26,2,,96
96SH00993, 93103674,2,10,S3674,62,3,4.4,1,72,1996-03-12,,Y,08,3.0,142,1996-04-29,1,,96
96SH00994, 92636368,2,63,K6368,58,5,11.0,1,72,1996-03-12,,Y,06,4.0,182,1996-04-29,1,,96
96SH00995, 90634907,2,63,K4907,56,6,11.0,1,72,1996-03-12,,Y,06,6.0,215,1996-04-23,1,,96
96SH00996, 93636906,2,63,K6906,58,5,8.6,1,72,1996-03-12,,Y,06,3.0,173,1996-04-29,1,,96
96SH00997, 89199944,2,19,S9944,58,5,11.2,1,72,1996-03-12,,Y,07,7.0,199,1996-06-17,X,73,96
96SH00998, 91101817,2,10,S1817,62,3,10.6,1,72,1996-03-12,,Y,07,5.0,184,1996-04-26,2,,96
96SH00999, 94637539,2,63,K7539,60,4,8.6,1,72,1996-03-12,,Y,06,2.0,161,1996-05-01,2,,96
96SH01000, 94637300,2,63,K7300,60,4,8.8,1,72,1996-03-12,,Y,06,2.0,139,1996-05-07,1,,96
96SH01001, 92635945,2,63,K5945,58,5,9.8,1,72,1996-03-12,,Y,06,4.0,177,1996-04-26,2,,96
96SH01002, 90100366,2,10,S0366,60,4,12.6,1,72,1996-03-12,,Y,41,6.0,157,1996-04-23,1,83,96
96SH01003, 95638198,2,63,K8198,56,6,10.0,E,72,1996-03-12,,Y,06,1.0,143,1996-05-15,2,,96
96SH01004, 95105742,2,10,S5742,64,2,6.8,E,72,1996-03-12,,Y,07,1.0,116,1996-05-07,1,,96
96SH01005, 95106429,2,10,S6429,62,3,4.2,E,72,1996-03-12,,Y,00,1.0,112,1996-05-10,2,,96
96SH01006, 95105887,2,10,S5887,58,5,9.0,E,72,1996-03-12,,Y,07,1.0,141,1996-05-15,2,,96
96SH01007, 95042517,2,04,A2517,62,3,5.0,E,72,1996-03-12,,Y,30,1.0,131,1996-05-07,1,,96
96SH01008, 95042094,2,04,A2094,58,5,6.0,E,72,1996-03-12,,Y,30,1.0,121,1996-05-01,2,,96
96SH01009, 95638320,2,63,K8320,58,5,8.2,E,72,1996-03-12,,Y,06,1.0,159,1996-05-15,2,,96
96SH01010, 95042048,2,04,A2048,56,6,7.6,E,72,1996-03-12,,Y,30,1.0,134,1996-04-29,1,,96
96SH01011, 95042395,2,04,A2395,60,4,5.4,E,72,1996-03-12,,Y,31,1.0,111,1996-04-26,2,,96
96SH01012, 95105919,2,10,S5919,60,4,6.6,E,72,1996-03-12,,Y,07,1.0,125,1996-05-07,1,,96
96SH01013, 95042128,2,04,A2128,60,4,6.4,E,72,1996-03-12,,Y,30,1.0,130,1996-04-29,1,,96
96SH01014, 95444883,2,44,T4883,58,5,6.6,E,72,1996-03-12,,Y,32,1.0,136,1996-05-01,2,,96
96SH01015, 95105746,2,10,S5746,60,4,7.4,E,72,1996-03-12,,Y,42,1.0,130,1996-05-15,2,,96
96SH01016, 95444732,2,44,T4732,60,4,8.2,E,72,1996-03-12,,Y,02,1.0,127,1996-05-15,2,,96
96SH01017, 95444938,2,44,T4938,60,4,6.2,E,72,1996-03-12,,Y,02,1.0,138,1996-05-15,2,,96
96SH01018, 95105900,2,10,S5900,58,5,9.0,E,72,1996-03-12,,Y,07,1.0,135,1996-05-01,2,,96
96SH01019, 95042079,2,04,A2079,60,4,5.4,E,72,1996-03-12,,Y,30,1.0,127,1996-04-26,2,,96
96SH01020, 95105908,2,10,S5908,62,3,5.8,E,72,1996-03-12,,Y,43,1.0,125,1996-05-15,2,,96
96SH01021, 95444773,2,44,T4773,62,3,7.0,E,72,1996-03-12,,Y,02,1.0,0,,*,,96
96SH01022, 95105636,2,10,S5636,62,3,6.4,E,72,1996-03-12,,Y,07,1.0,130,1996-05-15,2,,96
96SH01023, 95444693,2,44,T4693,60,4,6.0,E,72,1996-03-12,,Y,02,1.0,122,1996-05-15,2,,96
96SH01024, 95638064,2,63,K8064,58,5,7.4,E,72,1996-03-12,,Y,06,1.0,145,1996-05-15,2,,96
96SH01025, 95105702,2,10,S5702,60,4,8.0,E,72,1996-03-12,,Y,07,1.0,129,1996-05-01,2,,96
96SH01026, 95637989,2,63,K7989,56,6,7.4,E,72,1996-03-12,,Y,06,1.0,150,1996-05-15,2,,96
96SH01027, 95106468,2,10,S6468,60,4,6.2,E,72,1996-03-12,,Y,07,1.0,133,1996-05-15,2,,96
96SH01028, 95042017,2,04,A2017,58,5,5.4,E,72,1996-03-12,,Y,30,1.0,105,1996-04-23,1,,96
96SH01029, 95041916,2,04,A1916,58,5,5.8,E,72,1996-03-12,,Y,30,1.0,129,1996-05-01,2,,96
96SH01030, 95444866,2,44,T4866,62,3,5.6,E,72,1996-03-12,,Y,01,1.0,125,1996-05-10,2,,96
96SH01031, 95444872,2,44,T4872,58,5,5.8,E,72,1996-03-12,,Y,02,1.0,117,1996-06-17,5,,96
96SH01032, 95105799,2,10,S5799,60,4,8.0,E,72,1996-03-12,,Y,07,1.0,129,1996-05-07,1,,96
96SH01033, 95105595,2,10,S5595,60,4,8.4,E,72,1996-03-12,,Y,42,1.0,131,1996-05-07,1,,96
96SH01034, 95106203,2,10,S6203,60,4,6.8,E,72,1996-03-12,,Y,07,1.0,139,1996-04-29,1,,96
96SH01035, 95444888,2,44,T4888,58,5,6.8,E,72,1996-03-12,,Y,01,1.0,136,1996-05-15,2,,96
96SH01036, 95444907,2,44,T4907,60,4,6.2,E,72,1996-03-12,,Y,02,1.0,120,1996-05-15,2,,96
96SH01037, 95042559,2,04,A2559,58,5,4.2,E,72,1996-03-12,,Y,00,1.0,125,1996-05-15,2,,96
96SH01038, 95105881,2,10,S5881,60,4,6.8,E,72,1996-03-12,,Y,07,1.0,121,1996-05-10,2,,96
96SH01039, 95444902,2,44,T4902,60,4,6.4,E,72,1996-03-12,,Y,32,1.0,149,1996-05-15,2,,96
96SH01040, 95042252,2,04,A2252,56,6,7.4,E,72,1996-03-12,,Y,30,1.0,140,1996-05-07,1,,96
96SH01041, 95637963,2,63,K7963,60,4,6.8,E,72,1996-03-12,,Y,06,1.0,127,1996-06-17,5,,96
96SH01042, 95445035,2,44,T5035,58,5,7.6,E,72,1996-03-12,,Y,32,1.0,155,1996-05-15,2,,96
96SH01043, 95106043,2,10,S6043,60,4,6.6,E,72,1996-03-12,,Y,07,1.0,136,1996-05-15,2,,96
96SH01044, 95105828,2,10,S5828,60,4,7.4,E,72,1996-03-12,,Y,07,1.0,154,1996-05-15,2,,96
96SH01045, 95106309,2,10,S6309,60,4,7.8,E,72,1996-03-12,,Y,07,1.0,0,,*,,96
96SH01046, 95637984,2,63,K7984,60,4,7.8,E,72,1996-03-12,,Y,06,1.0,133,1996-05-07,1,,96
96SH01047, 95042075,2,04,A2075,62,3,5.0,E,72,1996-03-12,,Y,30,1.0,125,1996-04-23,1,,96
96SH01048, 95105745,2,10,S5745,62,3,8.4,E,72,1996-03-12,ONLY ONE TAG,Y,42,1.0,148,1996-05-15,2,,96
96SH01049, 95444744,2,44,T4744,60,4,5.4,E,72,1996-03-12,,Y,02,1.0,116,1996-05-15,2,,96
96SH01050, 95106339,2,10,S6339,60,4,7.4,E,72,1996-03-12,,Y,07,1.0,134,1996-05-10,2,,96
96SH01051, 95444950,2,44,T4950,60,4,6.4,E,72,1996-03-12,,Y,01,1.0,146,1996-05-15,2,,96
96SH01052, 95105825,2,10,S5825,60,4,7.0,E,72,1996-03-12,,Y,07,1.0,156,1996-05-07,1,,96
96SH01053, 95105711,2,10,S5711,62,3,7.0,E,72,1996-03-12,,Y,07,1.0,153,1996-05-10,2,,96
96SH01054, 95637967,2,63,K7967,60,4,7.8,E,72,1996-03-12,,Y,06,1.0,147,1996-04-29,1,,96
96SH01055, 95105784,2,10,S5784,62,3,8.0,E,72,1996-03-12,,Y,07,1.0,140,1996-05-07,1,,96
96SH01056, 95637945,2,63,K7945,58,5,6.2,E,72,1996-03-12,,Y,06,1.0,115,1996-06-17,5,,96
96SH01057, 95041920,2,04,A1920,62,3,5.2,E,72,1996-03-12,,Y,30,1.0,132,1996-06-17,5,,96
96SH01058, 95106433,2,10,S6433,58,5,5.8,E,72,1996-03-12,,Y,07,1.0,108,1996-05-15,2,,96
96SH01059, 95042338,2,04,A2338,60,4,6.4,E,72,1996-03-12,,Y,30,1.0,124,1996-05-15,2,,96
96SH01060, 95105531,2,10,S5531,60,4,7.8,E,72,1996-03-12,,Y,43,1.0,143,1996-05-01,2,,96
96SH01061, 95444743,2,44,T4743,60,4,6.0,E,72,1996-03-12,,Y,02,1.0,113,1996-05-01,2,,96
96SH01062, 95105630,2,10,S5630,62,3,8.8,E,72,1996-03-12,,Y,42,1.0,151,1996-05-15,2,,96
96SH01063, 95637941,2,63,K7941,58,5,7.4,E,72,1996-03-12,,Y,06,1.0,139,1996-06-17,5,,96
96SH01064, 95042326,2,04,A2326,62,3,4.8,E,72,1996-03-12,,Y,31,1.0,118,1996-04-26,2,,96
96SH01065, 95042000,2,04,A2000,58,5,5.6,E,72,1996-03-12,,Y,30,1.0,129,1996-05-10,2,,96
96SH01066, 95105785,2,10,S5785,60,4,9.0,E,72,1996-03-12,,Y,07,1.0,140,1996-05-07,1,,96
96SH01067, 95105934,2,10,S5934,62,3,6.6,E,72,1996-03-12,,Y,07,1.0,126,1996-05-15,2,,96
96SH01068, 95042292,2,04,A2292,58,5,6.8,E,72,1996-03-12,,Y,30,1.0,150,1996-05-07,1,,96
96SH01069, 95637856,2,63,K7856,58,5,9.8,E,72,1996-03-12,,Y,06,1.0,165,1996-05-15,2,,96
96SH01070, 95105811,2,10,S5811,60,4,5.8,E,72,1996-03-12,,Y,07,1.0,143,1996-05-07,1,,96
96SH01071, 95105935,2,10,S5935,62,3,6.0,E,72,1996-03-12,,Y,07,1.0,126,1996-04-29,1,,96
96SH01072, 95638267,2,63,K8267,60,4,7.0,E,72,1996-03-12,,Y,06,1.0,139,1996-06-17,5,,96
96SH01073, 95637906,2,63,K7906,58,5,8.6,E,72,1996-03-12,,Y,06,1.0,159,1996-05-07,1,,96
96SH01074, 95105967,2,10,S5967,60,4,6.6,E,72,1996-03-12,,Y,07,1.0,116,1996-04-26,2,,96
96SH01075, 95106370,2,10,S6370,60,4,5.6,E,72,1996-03-12,,Y,07,1.0,132,1996-04-29,1,,96
96SH01076, 95042523,2,04,A2523,60,4,5.4,E,72,1996-03-12,,Y,30,1.0,117,1996-04-23,1,,96
96SH01077, 95106078,2,10,S6078,62,3,6.6,E,72,1996-03-12,,Y,07,1.0,127,1996-05-15,2,,96
96SH01078, 95105947,2,10,S5947,60,4,7.6,E,72,1996-03-12,,Y,07,1.0,129,1996-05-15,2,,96
96SH01079, 95105978,2,10,S5978,60,4,7.0,E,72,1996-03-12,,Y,43,1.0,152,1996-05-15,2,,96
96SH01080, 95041796,2,04,A1796,58,5,7.0,E,72,1996-03-12,,Y,30,1.0,122,1996-05-01,2,,96
96SH01081, 95042323,2,04,A2323,58,5,6.0,E,72,1996-03-12,,Y,31,1.0,118,1996-04-26,2,,96
96SH01082, 95638181,2,63,K8181,60,4,6.4,E,72,1996-03-12,,Y,06,1.0,135,1996-05-07,1,,96
96SH01083, 95637994,2,63,K7994,60,4,5.8,E,72,1996-03-12,,Y,06,1.0,147,1996-05-07,1,,96
96SH01084, 95637767,2,63,K7767,58,5,10.0,E,72,1996-03-12,,Y,06,1.0,175,1996-04-23,1,,96
96SH01085, 95106551,2,10,S6551,62,3,5.4,E,72,1996-03-12,,Y,00,1.0,147,1996-05-15,2,,96
96SH01086, 95444787,2,44,T4787,60,4,6.4,E,72,1996-03-12,,Y,02,1.0,146,1996-04-29,1,,96
96SH01087, 95444980,2,44,T4980,60,4,8.6,E,72,1996-03-12,,Y,02,1.0,157,1996-05-15,2,,96
96SH01088, 95105655,2,10,S5655,60,4,7.4,E,72,1996-03-12,,Y,07,1.0,122,1996-04-26,2,,96
96SH01089, 95106269,2,10,S6269,58,5,7.0,E,72,1996-03-12,,Y,42,1.0,112,1996-06-17,5,,96
96SH01090, 95105612,2,10,S5612,60,4,7.0,E,72,1996-03-12,,Y,42,1.0,130,1996-05-07,1,,96
96SH01091, 95638306,2,63,K8306,58,5,9.6,E,72,1996-03-12,,Y,06,1.0,177,1996-04-23,1,,96
96SH01092, 95444680,2,44,T4680,60,4,6.6,E,72,1996-03-12,,Y,02,1.0,158,1996-05-01,2,,96
96SH01093, 95105975,2,10,S5975,60,4,6.0,E,72,1996-03-12,,Y,07,1.0,125,1996-05-15,2,,96
96SH01094, 95042110,2,04,A2110,60,4,4.6,E,72,1996-03-12,,Y,30,1.0,115,1996-05-01,2,,96
96SH01095, 95637857,2,63,K7857,60,4,7.2,E,72,1996-03-12,BLK SP.R.SIDE,Y,06,1.0,162,1996-04-23,1,,96
96SH01096, 95638396,2,63,K8396,58,5,7.8,E,72,1996-03-12,,Y,06,1.0,158,1996-05-07,1,,96
96SH01097, 95444717,2,44,T4717,58,5,7.0,E,72,1996-03-12,,Y,02,1.0,142,1996-06-17,5,,96
