UID,ETAG,SEX,BRWT,FLWT,GRFL,BAND,WDAY,LOT,RMK,ADG,DISP
10SH00455,T2213,2,0,96,9.6,,2010-02-17,02,,0,
10SH00456,T1522,2,0,96,9.6,,2010-02-17,02,,0,
10SH00457,T9902,2,0,104,10.4,,2010-02-17,02,,0,
10SH00458,T2071,2,0,112,11.2,,2010-02-17,02,,0,
10SH00459,T1312,2,0,96,9.6,,2010-02-17,02,,0,
10SH00460,T1790,2,0,106,10.6,,2010-02-17,02,,0,
10SH00461,X5375,2,0,96,9.6,,2010-02-17,TC,,0,
10SH00462,T1908,2,0,108,10.8,,2010-02-17,02,,0,
10SH00463,T1974,2,0,88,8.8,,2010-02-17,02,,0,
10SH00464,X5376,2,0,94,9.4,,2010-02-17,TC,,0,
10SH00465,T1552,2,0,116,11.6,,2010-02-17,02,,0,
10SH00466,Z8704,2,0,122,12.2,,2010-02-17,01,,0,
10SH00467,T2153,2,0,94,9.4,,2010-02-17,02,,0,
10SH00468,X5247,2,0,72,7.2,,2010-02-17,TC,,0,
10SH00469,T1458,2,0,120,12.0,,2010-02-17,02,,0,
10SH00470,T1473,2,0,98,9.8,,2010-02-17,02,,0,
10SH00471,T1848,2,0,80,8.0,,2010-02-17,02,,0,
10SH00472,T2154,2,0,146,14.6,,2010-02-17,02,,0,
10SH00473,T1079,2,0,92,9.2,,2010-02-17,02,,0,
10SH00474,T1876,2,0,112,11.2,,2010-02-17,02,,0,
10SH00475,T0785,2,0,114,11.4,,2010-02-17,02,,0,
10SH00476,T1033,2,0,126,12.6,,2010-02-17,02,,0,
10SH00477,T1350,2,0,104,10.4,,2010-02-17,02,,0,
10SH00478,X6152,2,0,102,10.2,,2010-02-17,TC,,0,
10SH00479,T2081,2,0,98,9.8,,2010-02-17,02,,0,
10SH00480,X6805,2,0,94,9.4,,2010-02-17,TC,,0,
10SH00481,Z8953,2,0,132,13.2,,2010-02-17,01,,0,
10SH00482,T0954,2,0,112,11.2,,2010-02-17,02,,0,
10SH00483,T0657,2,0,114,11.4,,2010-02-17,02,,0,
10SH00484,T1919,2,0,114,11.4,,2010-02-17,02,,0,
10SH00485,H2719,2,0,76,7.6,,2010-02-17,33,,0,
10SH00486,T0098,2,0,144,14.4,,2010-02-17,02,,0,
10SH00487,T1454,2,0,96,9.6,,2010-02-17,02,,0,
10SH00488,T2059,2,0,122,12.2,,2010-02-17,02,,0,
10SH00489,T1929,2,0,104,10.4,,2010-02-17,02,,0,
10SH00490,T9570,2,0,106,10.6,,2010-02-17,02,,0,
10SH00491,T0329,2,0,104,10.4,,2010-02-17,02,,0,
10SH00492,T2156,2,0,134,13.4,,2010-02-17,02,,0,
10SH00493,T0242,2,0,102,10.2,,2010-02-17,02,,0,
10SH00494,Z8686,2,0,132,13.2,,2010-02-17,01,,0,
10SH00495,T0106,2,0,130,13.0,,2010-02-17,02,,0,
10SH00496,T1431,2,0,94,9.4,,2010-02-17,02,,0,
10SH00497,R4522,2,0,96,9.6,,2010-02-17,07,,0,
10SH00498,T1621,2,0,98,9.8,,2010-02-17,02,,0,
10SH00499,T1056,2,0,78,7.8,,2010-02-17,02,,0,
10SH00500,T2243,2,0,98,9.8,,2010-02-17,02,,0,
10SH00501,T2300,2,0,116,11.6,,2010-02-17,02,,0,
10SH00502,T9812,2,0,88,8.8,,2010-02-17,02,,0,
10SH00503,T2089,2,0,92,9.2,,2010-02-17,02,,0,
10SH00504,T1722,2,0,96,9.6,,2010-02-17,02,,0,
10SH00505,T0924,2,0,86,8.6,,2010-02-17,02,,0,
10SH00506,R5344,2,0,102,10.2,,2010-02-17,01,,0,
10SH00507,T1510,2,0,86,8.6,,2010-02-17,02,,0,
10SH00508,T9492,2,0,102,10.2,,2010-02-17,02,,0,
10SH00509,T1003,2,0,106,10.6,,2010-02-17,02,,0,
10SH00510,T0826,2,0,88,8.8,,2010-02-17,02,,0,
10SH00511,T0780,2,0,74,7.4,,2010-02-17,02,,0,
10SH00512,T0313,2,0,96,9.6,,2010-02-17,02,,0,
10SH00513,T1455,2,0,88,8.8,,2010-02-17,02,,0,
10SH00514,T2237,2,0,94,9.4,,2010-02-17,02,,0,
10SH00515,T2227,2,0,114,11.4,,2010-02-17,02,,0,
10SH00516,T8406,2,0,74,7.4,,2010-02-17,02,,0,
10SH00517,T9823,2,0,104,10.4,,2010-02-17,02,,0,
10SH00518,T0199,2,0,88,8.8,,2010-02-17,02,,0,
10SH00519,T2122,2,0,100,10.0,,2010-02-17,02,,0,
10SH00520,T9325,2,0,102,10.2,,2010-02-17,02,,0,
10SH00521,T2019,2,0,108,10.8,,2010-02-17,02,,0,
10SH00522,T2145,2,0,90,9.0,,2010-02-17,02,,0,
10SH00523,T0801,2,0,102,10.2,,2010-02-17,02,,0,
10SH00524,T9955,2,0,106,10.6,,2010-02-17,02,,0,
10SH00525,T1847,2,0,98,9.8,,2010-02-17,02,,0,
10SH00526,T1242,2,0,108,10.8,,2010-02-17,02,,0,
10SH00527,T9621,2,0,84,8.4,,2010-02-17,02,,0,
10SH00528,T1162,2,0,104,10.4,,2010-02-17,02,,0,
10SH00529,T0304,2,0,96,9.6,,2010-02-17,02,,0,
10SH00530,T1598,2,0,122,12.2,,2010-02-17,02,,0,
10SH00531,T1163,2,0,132,13.2,,2010-02-17,02,,0,
10SH00532,X6459,2,0,82,8.2,,2010-02-17,TC,,0,
10SH00533,T9291,2,0,92,9.2,,2010-02-17,02,,0,
10SH00534,T0358,2,0,108,10.8,,2010-02-17,02,,0,
10SH00535,T9638,2,0,114,11.4,,2010-02-17,02,,0,
10SH00536,T9376,2,0,92,9.2,,2010-02-17,02,,0,
10SH00537,T2150,2,0,140,14.0,,2010-02-17,02,,0,
10SH00538,K4232,2,0,100,10.0,,2010-02-17,06,,0,
10SH00539,K4213,2,0,98,9.8,,2010-02-17,06,,0,
10SH00540,K3681,2,0,96,9.6,,2010-02-17,06,,0,
10SH00541,K4330,2,0,88,8.8,,2010-02-17,06,,0,
10SH00542,K4254,2,0,76,7.6,,2010-02-17,06,,0,
10SH00543,K4154,2,0,118,11.8,,2010-02-17,06,,0,
10SH00544,K4396,2,0,104,10.4,,2010-02-17,06,,0,
10SH00545,K3789,2,0,104,10.4,,2010-02-17,06,,0,
10SH00546,K4354,2,0,102,10.2,,2010-02-17,06,,0,
10SH00547,K4011,2,0,134,13.4,,2010-02-17,06,,0,
10SH00548,K4336,2,0,88,8.8,,2010-02-17,06,,0,
10SH00549,K4230,2,0,112,11.2,,2010-02-17,06,,0,
10SH00550,K4201,2,0,72,7.2,,2010-02-17,06,,0,
10SH00551,K3682,2,0,84,8.4,,2010-02-17,06,,0,
10SH00552,K4411,2,0,86,8.6,,2010-02-17,06,,0,
10SH00553,K4176,2,0,108,10.8,,2010-02-17,06,,0,
10SH00554,K4068,2,0,100,10.0,,2010-02-17,06,,0,
10SH00555,K3840,2,0,88,8.8,,2010-02-17,06,,0,
10SH00556,K4060,2,0,132,13.2,,2010-02-17,06,,0,
10SH00557,K3381,2,0,130,13.0,,2010-02-17,06,,0,
10SH00558,K3597,2,0,102,10.2,,2010-02-17,06,,0,
10SH00559,K4172,2,0,70,7.0,,2010-02-17,06,,0,
10SH00560,K2333,2,0,96,9.6,,2010-02-17,06,,0,
10SH00561,K3839,2,0,64,6.4,,2010-02-17,06,,0,
10SH00562,K4196,2,0,98,9.8,,2010-02-17,06,,0,
10SH00563,K4377,2,0,88,8.8,,2010-02-17,06,,0,
10SH00564,K4414,2,0,92,9.2,,2010-02-17,06,,0,
10SH00565,K3161,2,0,146,14.6,,2010-02-17,06,,0,
10SH00566,K3727,2,0,102,10.2,,2010-02-17,06,,0,
10SH00567,K4338,2,0,100,10.0,,2010-02-17,06,,0,
10SH00568,K3820,2,0,118,11.8,,2010-02-17,06,,0,
10SH00569,K3714,2,0,116,11.6,,2010-02-17,06,,0,
10SH00570,K4056,2,0,118,11.8,,2010-02-17,06,,0,
10SH00571,K3352,2,0,88,8.8,,2010-02-17,06,,0,
10SH00572,K2068,2,0,78,7.8,,2010-02-17,06,,0,
10SH00573,K4410,2,0,104,10.4,,2010-02-17,06,,0,
10SH00574,K4302,2,0,124,12.4,,2010-02-17,06,,0,
10SH00575,K3240,2,0,122,12.2,,2010-02-17,06,,0,
10SH00576,K4378,2,0,96,9.6,,2010-02-17,06,,0,
10SH00577,K3737,2,0,80,8.0,,2010-02-17,06,,0,
10SH00578,K3466,2,0,112,11.2,,2010-02-17,06,,0,
10SH00579,K4353,2,0,114,11.4,,2010-02-17,06,,0,
10SH00580,K3880,2,0,116,11.6,,2010-02-17,06,,0,
10SH00581,K2871,2,0,106,10.6,,2010-02-17,06,,0,
10SH00582,K2915,2,0,104,10.4,,2010-02-17,06,,0,
10SH00583,K3783,2,0,138,13.8,,2010-02-17,06,,0,
10SH00584,K4266,2,0,84,8.4,,2010-02-17,06,,0,
10SH00585,K3023,2,0,106,10.6,,2010-02-17,06,,0,
10SH00586,K4081,2,0,108,10.8,,2010-02-17,06,,0,
10SH00587,K4361,2,0,92,9.2,,2010-02-17,06,,0,
10SH00588,K2778,2,0,132,13.2,,2010-02-17,06,,0,
10SH00589,K4065,2,0,92,9.2,,2010-02-17,06,,0,
10SH00590,K4299,2,0,86,8.6,,2010-02-17,06,,0,
10SH00591,K4082,2,0,94,9.4,,2010-02-17,06,,0,
10SH00592,K4031,2,0,108,10.8,,2010-02-17,06,,0,
10SH00593,K4400,2,0,114,11.4,,2010-02-17,06,,0,
10SH00594,K2857,2,0,90,9.0,,2010-02-17,06,,0,
10SH00595,K3029,2,0,86,8.6,,2010-02-17,06,,0,
10SH00596,K3363,2,0,110,11.0,,2010-02-17,06,,0,
10SH00597,K4207,2,0,72,7.2,,2010-02-17,06,,0,
10SH00598,K4277,2,0,90,9.0,,2010-02-17,06,,0,
10SH00599,K3731,2,0,88,8.8,,2010-02-17,06,,0,
10SH00600,K3431,2,0,100,10.0,,2010-02-17,06,,0,
10SH00601,K4269,2,0,84,8.4,,2010-02-17,06,,0,
10SH00602,K4388,2,0,104,10.4,,2010-02-17,06,,0,
10SH00603,K4026,2,0,108,10.8,,2010-02-17,06,,0,
10SH00604,K4251,2,0,82,8.2,,2010-02-17,06,,0,
10SH00605,K3639,2,0,88,8.8,,2010-02-17,06,,0,
10SH00606,K2898,2,0,78,7.8,,2010-02-17,06,,0,
10SH00607,K4355,2,0,96,9.6,,2010-02-17,06,,0,
10SH00608,K3774,2,0,108,10.8,,2010-02-17,06,,0,
10SH00609,K3883,2,0,118,11.8,,2010-02-17,06,,0,
10SH00610,K4234,2,0,90,9.0,,2010-02-17,06,,0,
10SH00611,K4050,2,0,112,11.2,,2010-02-17,06,,0,
10SH00612,K3508,2,0,120,12.0,,2010-02-17,06,,0,
10SH00613,K4390,2,0,90,9.0,,2010-02-17,06,,0,
10SH00614,K4125,2,0,124,12.4,,2010-02-17,06,,0,
10SH00615,K3387,2,0,150,15.0,,2010-02-17,06,,0,
10SH00616,K3976,2,0,76,7.6,,2010-02-17,06,,0,
10SH00617,K4199,2,0,116,11.6,,2010-02-17,06,,0,
10SH00618,K4168,2,0,92,9.2,,2010-02-17,06,,0,
10SH00619,K4174,2,0,106,10.6,,2010-02-17,06,,0,
10SH00620,K4036,2,0,84,8.4,,2010-02-17,06,,0,
10SH00621,K3361,2,0,118,11.8,,2010-02-17,06,,0,
10SH00622,K3651,2,0,144,14.4,,2010-02-17,06,,0,
10SH00623,K3527,2,0,98,9.8,,2010-02-17,06,,0,
10SH00624,K3397,2,0,90,9.0,,2010-02-17,06,,0,
10SH00625,K4071,2,0,92,9.2,,2010-02-17,06,,0,
10SH00626,K2480,2,0,92,9.2,,2010-02-17,06,,0,
10SH00627,K3802,2,0,96,9.6,,2010-02-17,06,,0,
10SH00628,K3656,2,0,80,8.0,,2010-02-17,06,,0,
10SH00629,T9898,2,0,82,8.2,,2010-02-17,02,,0,
10SH00630,K3564,2,0,118,11.8,,2010-02-17,06,,0,
10SH00631,K3247,2,0,118,11.8,,2010-02-17,06,,0,
10SH00632,K3663,2,0,116,11.6,,2010-02-17,06,,0,
10SH00633,K4116,2,0,120,12.0,,2010-02-17,06,,0,
10SH00634,K4137,2,0,110,11.0,,2010-02-17,06,,0,
10SH00635,K3499,2,0,118,11.8,,2010-02-17,06,,0,
10SH00636,K3289,2,0,116,11.6,,2010-02-17,06,,0,
10SH00637,K3652,2,0,102,10.2,,2010-02-17,06,,0,
10SH00638,K3446,2,0,98,9.8,,2010-02-17,06,,0,
10SH00639,K4131,2,0,106,10.6,,2010-02-17,06,,0,
10SH00640,K3586,2,0,102,10.2,,2010-02-17,06,,0,
10SH00641,K3936,2,0,102,10.2,,2010-02-17,06,,0,
10SH00642,K3951,2,0,74,7.4,,2010-02-17,06,,0,
10SH00643,K3723,2,0,102,10.2,,2010-02-17,06,,0,
10SH00644,K3683,2,0,112,11.2,,2010-02-17,06,,0,
10SH00645,K3769,2,0,114,11.4,,2010-02-17,06,,0,
10SH00646,K3398,2,0,126,12.6,,2010-02-17,06,,0,
10SH00647,K4112,2,0,76,7.6,,2010-02-17,06,,0,
10SH00648,K3514,2,0,106,10.6,,2010-02-17,06,,0,
10SH00649,K3991,2,0,86,8.6,,2010-02-17,06,,0,
10SH00650,K4226,2,0,82,8.2,,2010-02-17,06,,0,
10SH00651,K3322,2,0,102,10.2,,2010-02-17,06,,0,
10SH00652,K3939,2,0,120,12.0,,2010-02-17,06,,0,
10SH00653,K4191,2,0,72,7.2,,2010-02-17,06,,0,
10SH00654,K3956,2,0,110,11.0,,2010-02-17,06,,0,
10SH00655,K4344,2,0,100,10.0,,2010-02-17,06,,0,
10SH00656,K4185,2,0,80,8.0,,2010-02-17,06,,0,
10SH00657,K3283,2,0,84,8.4,,2010-02-17,06,,0,
10SH00658,K3305,2,0,96,9.6,,2010-02-17,06,,0,
10SH00659,K4284,2,0,124,12.4,,2010-02-17,06,,0,
10SH00660,K3907,2,0,120,12.0,,2010-02-17,06,,0,
10SH00661,T0798,2,0,106,10.6,,2010-02-17,02,,0,
10SH00662,K4366,2,0,120,12.0,,2010-02-17,06,,0,
10SH00663,K3994,2,0,72,7.2,,2010-02-17,06,,0,
10SH00664,K3013,2,0,98,9.8,,2010-02-17,06,,0,
10SH00665,K4215,2,0,98,9.8,,2010-02-17,06,,0,
10SH00666,K3589,2,0,88,8.8,,2010-02-17,06,,0,
10SH00667,K3696,2,0,118,11.8,,2010-02-17,06,,0,
10SH00668,K3877,2,0,70,7.0,,2010-02-17,06,,0,
10SH00669,K3937,2,0,80,8.0,,2010-02-17,06,,0,
10SH00670,K4236,2,0,88,8.8,,2010-02-17,06,,0,
10SH00671,K4383,2,0,102,10.2,,2010-02-17,06,,0,
10SH00672,K3035,2,0,92,9.2,,2010-02-17,06,,0,
10SH00673,K3777,2,0,120,12.0,,2010-02-17,06,,0,
10SH00674,K3872,2,0,94,9.4,,2010-02-17,06,,0,
10SH00675,K3760,2,0,86,8.6,,2010-02-17,06,,0,
10SH00676,K4148,2,0,86,8.6,,2010-02-17,06,,0,
10SH00677,K4209,2,0,70,7.0,,2010-02-17,06,,0,
10SH00678,K3933,2,0,90,9.0,,2010-02-17,06,,0,
10SH00679,K3393,2,0,102,10.2,,2010-02-17,06,,0,
10SH00680,K3463,2,0,116,11.6,,2010-02-17,06,,0,
10SH00681,K4279,2,0,124,12.4,,2010-02-17,06,,0,
10SH00682,K4062,2,0,88,8.8,,2010-02-17,06,,0,
10SH00683,K3544,2,0,90,9.0,,2010-02-17,06,,0,
10SH00684,K3780,2,0,86,8.6,,2010-02-17,06,,0,
10SH00685,K3385,2,0,96,9.6,,2010-02-17,06,,0,
10SH00686,K3432,2,0,78,7.8,,2010-02-17,06,,0,
10SH00687,K2383,2,0,80,8.0,,2010-02-17,06,,0,
10SH00688,K4103,2,0,106,10.6,,2010-02-17,06,,0,
10SH00689,K2951,2,0,112,11.2,,2010-02-17,06,,0,
10SH00690,K4341,2,0,94,9.4,,2010-02-17,06,,0,
10SH00691,K2825,2,0,106,10.6,,2010-02-17,06,,0,
10SH00692,K4333,2,0,110,11.0,,2010-02-17,06,,0,
10SH00693,K2989,2,0,106,10.6,,2010-02-17,06,,0,
10SH00694,K3414,2,0,112,11.2,,2010-02-17,06,,0,
10SH00695,K3405,2,0,112,11.2,,2010-02-17,06,,0,
10SH00696,K4285,2,0,138,13.8,,2010-02-17,06,,0,
10SH00697,K3966,2,0,118,11.8,,2010-02-17,06,,0,
10SH00698,K3720,2,0,100,10.0,,2010-02-17,06,,0,
10SH00699,K3522,2,0,130,13.0,,2010-02-17,06,,0,
10SH00700,K3595,2,0,120,12.0,,2010-02-17,06,,0,
10SH00701,K4170,2,0,96,9.6,,2010-02-17,06,,0,
10SH00702,K4096,2,0,66,6.6,,2010-02-17,06,,0,
10SH00703,K4000,2,0,96,9.6,,2010-02-17,06,,0,
10SH00704,K4357,2,0,88,8.8,,2010-02-17,06,,0,
10SH00705,K3342,2,0,120,12.0,,2010-02-17,06,,0,
10SH00706,K3805,2,0,106,10.6,,2010-02-17,06,,0,
10SH00707,K4393,2,0,82,8.2,,2010-02-17,06,,0,
10SH00708,K3918,2,0,78,7.8,,2010-02-17,06,,0,
10SH00709,K4169,2,0,92,9.2,,2010-02-17,06,,0,
10SH00710,K4376,2,0,114,11.4,,2010-02-17,06,,0,
10SH00711,K3946,2,0,92,9.2,,2010-02-17,06,,0,
10SH00712,K4104,2,0,108,10.8,,2010-02-17,06,,0,
10SH00713,K3280,2,0,94,9.4,,2010-02-17,06,,0,
10SH00714,K4106,2,0,90,9.0,,2010-02-17,06,,0,
10SH00715,K3864,2,0,94,9.4,,2010-02-17,06,,0,
10SH00716,K2385,2,0,104,10.4,,2010-02-17,06,,0,
10SH00717,K4029,2,0,80,8.0,,2010-02-17,06,,0,
10SH00718,K3441,2,0,126,12.6,,2010-02-17,06,,0,
10SH00719,K3725,2,0,88,8.8,,2010-02-17,06,,0,
10SH00720,K3897,2,0,114,11.4,,2010-02-17,06,,0,
10SH00721,K4087,2,0,88,8.8,,2010-02-17,06,,0,
10SH00722,K3690,2,0,112,11.2,,2010-02-17,06,,0,
10SH00723,K4214,2,0,88,8.8,,2010-02-17,06,,0,
10SH00724,K3164,2,0,120,12.0,,2010-02-17,06,,0,
10SH00725,K3931,2,0,134,13.4,,2010-02-17,06,,0,
10SH00726,K3804,2,0,116,11.6,,2010-02-17,06,,0,
10SH00727,K4241,2,0,92,9.2,,2010-02-17,06,,0,
10SH00728,K3846,2,0,84,8.4,,2010-02-17,06,,0,
10SH00729,K3469,2,0,92,9.2,,2010-02-17,06,,0,
10SH00730,K4034,2,0,62,6.2,,2010-02-17,06,,0,
10SH00731,K2400,2,0,136,13.6,,2010-02-17,06,,0,
10SH00732,K3812,2,0,144,14.4,,2010-02-17,06,,0,
10SH00733,K4078,2,0,82,8.2,,2010-02-17,06,,0,
10SH00734,K2200,2,0,106,10.6,,2010-02-17,06,,0,
10SH00735,K3124,2,0,68,6.8,,2010-02-17,06,,0,
10SH00736,K3580,2,0,118,11.8,,2010-02-17,06,,0,
10SH00737,K3694,2,0,108,10.8,,2010-02-17,06,,0,
10SH00738,K3072,2,0,112,11.2,,2010-02-17,06,,0,
10SH00739,K4192,2,0,88,8.8,,2010-02-17,06,,0,
10SH00740,K3677,2,0,80,8.0,,2010-02-17,06,,0,
10SH00741,K3292,2,0,112,11.2,,2010-02-17,06,,0,
10SH00742,T2138,2,0,94,9.4,,2010-02-17,02,,0,
10SH00743,K4359,2,0,86,8.6,,2010-02-17,06,,0,
10SH00744,K4144,2,0,104,10.4,,2010-02-17,06,,0,
10SH00745,K3886,2,0,120,12.0,,2010-02-17,06,,0,
10SH00746,K3239,2,0,116,11.6,,2010-02-17,06,,0,
10SH00747,K2878,2,0,102,10.2,,2010-02-17,06,,0,
10SH00748,K3368,2,0,136,13.6,,2010-02-17,06,,0,
10SH00749,K4023,2,0,112,11.2,,2010-02-17,06,,0,
10SH00750,K3462,2,0,104,10.4,,2010-02-17,06,,0,
10SH00751,K3004,2,0,120,12.0,,2010-02-17,06,,0,
10SH00752,K3750,2,0,110,11.0,,2010-02-17,06,,0,
10SH00753,K3528,2,0,100,10.0,,2010-02-17,06,,0,
10SH00754,K3588,2,0,106,10.6,,2010-02-17,06,,0,
10SH00755,K3629,2,0,98,9.8,,2010-02-17,06,,0,
10SH00756,K3763,2,0,100,10.0,,2010-02-17,06,,0,
10SH00757,K4041,2,0,98,9.8,,2010-02-17,06,,0,
10SH00758,X8274,2,0,34,3.4,,2010-02-18,R3,,0,
10SH00759,T2599,2,0,56,5.6,,2010-02-18,02,,0,
10SH00760,T2542,2,0,62,6.2,,2010-02-18,02,,0,
10SH00761,X8021,2,0,48,4.8,,2010-02-18,R3,,0,
10SH00762,H5019,2,0,32,3.2,,2010-02-18,30,,0,
10SH00763,R7955,2,0,50,5.0,,2010-02-18,07,,0,
10SH00764,T2532,2,0,90,9.0,,2010-02-18,02,,0,
10SH00765,R7523,2,0,48,4.8,,2010-02-18,07,,0,
10SH00766,T2594,2,0,70,7.0,,2010-02-18,02,,0,
10SH00767,R7909,2,0,62,6.2,,2010-02-18,07,,0,
10SH00768,T2677,2,0,72,7.2,,2010-02-18,02,,0,
10SH00769,T2531,2,0,56,5.6,,2010-02-18,02,,0,
10SH00770,H5385,2,0,56,5.6,,2010-02-18,30,,0,
10SH00771,T2768,2,0,72,7.2,,2010-02-18,02,,0,
10SH00772,H5210,2,0,46,4.6,,2010-02-18,30,,0,
10SH00773,T2439,2,0,58,5.8,,2010-02-18,02,,0,
10SH00774,H5254,2,0,40,4.0,,2010-02-18,30,,0,
10SH00775,T2383,2,0,58,5.8,,2010-02-18,02,,0,
10SH00776,R7607,2,0,46,4.6,,2010-02-18,07,,0,
10SH00777,H4936,2,0,34,3.4,,2010-02-18,30,,0,
10SH00778,H5265,2,0,52,5.2,,2010-02-18,30,,0,
10SH00779,H5450,2,0,52,5.2,,2010-02-18,30,,0,
10SH00780,T2787,2,0,72,7.2,,2010-02-18,02,,0,
10SH00781,T2426,2,0,64,6.4,,2010-02-18,02,,0,
10SH00782,T2361,2,0,92,9.2,,2010-02-18,02,,0,
10SH00783,T2657,2,0,60,6.0,,2010-02-18,02,,0,
10SH00784,H4809,2,0,54,5.4,,2010-02-18,30,,0,
10SH00785,T2455,2,0,70,7.0,,2010-02-18,02,,0,
10SH00786,T2687,2,0,68,6.8,,2010-02-18,02,,0,
10SH00787,R7963,2,0,62,6.2,,2010-02-18,07,,0,
10SH00788,T2388,2,0,74,7.4,,2010-02-18,02,,0,
10SH00789,H5344,2,0,40,4.0,,2010-02-18,30,,0,
10SH00790,H4847,2,0,44,4.4,,2010-02-18,30,,0,
10SH00791,H4711,2,0,48,4.8,,2010-02-18,30,,0,
10SH00792,T2636,2,0,74,7.4,,2010-02-18,02,,0,
10SH00793,H4899,2,0,68,6.8,,2010-02-18,30,,0,
10SH00794,H5223,2,0,52,5.2,,2010-02-18,30,,0,
10SH00795,T2378,2,0,84,8.4,,2010-02-18,02,,0,
10SH00796,T2835,2,0,62,6.2,,2010-02-18,02,,0,
10SH00797,X7589,2,0,44,4.4,,2010-02-18,R3,,0,
10SH00798,X8070,2,0,48,4.8,,2010-02-18,R3,,0,
10SH00799,T2347,2,0,68,6.8,,2010-02-18,02,,0,
10SH00800,H4911,2,0,52,5.2,,2010-02-18,30,,0,
10SH00801,T2515,2,0,52,5.2,,2010-02-18,02,,0,
10SH00802,T2685,2,0,60,6.0,,2010-02-18,02,,0,
10SH00803,T2758,2,0,62,6.2,,2010-02-18,02,,0,
10SH00804,X7989,2,0,40,4.0,,2010-02-18,R3,,0,
10SH00805,T2642,2,0,76,7.6,,2010-02-18,02,,0,
10SH00806,R7624,2,0,50,5.0,,2010-02-18,07,,0,
10SH00807,T2435,2,0,80,8.0,,2010-02-18,02,,0,
10SH00808,T2810,2,0,58,5.8,,2010-02-18,02,,0,
10SH00809,T2682,2,0,64,6.4,,2010-02-18,02,,0,
10SH00810,T2460,2,0,60,6.0,,2010-02-18,02,,0,
10SH00811,T2641,2,0,60,6.0,,2010-02-18,02,,0,
10SH00812,H4838,2,0,46,4.6,,2010-02-18,30,,0,
10SH00813,H5042,2,0,40,4.0,,2010-02-18,30,,0,
10SH00814,T2533,2,0,76,7.6,,2010-02-18,02,,0,
10SH00815,R7759,2,0,44,4.4,,2010-02-18,07,,0,
10SH00816,H5419,2,0,44,4.4,,2010-02-18,30,,0,
10SH00817,H5347,2,0,38,3.8,,2010-02-18,30,,0,
10SH00818,H5013,2,0,38,3.8,,2010-02-18,30,,0,
10SH00819,H4886,2,0,42,4.2,,2010-02-18,30,,0,
10SH00820,T2574,2,0,68,6.8,,2010-02-18,02,,0,
10SH00821,R7588,2,0,54,5.4,,2010-02-18,07,,0,
10SH00822,H5059,2,0,58,5.8,,2010-02-18,30,,0,
10SH00823,T2711,2,0,82,8.2,,2010-02-18,02,,0,
10SH00824,X8015,2,0,50,5.0,,2010-02-18,R3,,0,
10SH00825,X7980,2,0,44,4.4,,2010-02-18,R3,,0,
10SH00826,H4744,2,0,52,5.2,,2010-02-18,30,,0,
10SH00827,R7996,2,0,58,5.8,,2010-02-18,07,,0,
10SH00828,H5408,2,0,48,4.8,,2010-02-18,30,,0,
10SH00829,R8024,2,0,44,4.4,,2010-02-18,07,,0,
10SH00830,H5323,2,0,54,5.4,,2010-02-18,30,,0,
10SH00831,H4774,2,0,44,4.4,,2010-02-18,30,,0,
10SH00832,H4599,2,0,48,4.8,,2010-02-18,30,,0,
10SH00833,H5045,2,0,42,4.2,,2010-02-18,30,,0,
10SH00834,R7502,2,0,70,7.0,,2010-02-18,07,,0,
10SH00835,T2477,2,0,54,5.4,,2010-02-18,02,,0,
10SH00836,H4907,2,0,38,3.8,,2010-02-18,30,,0,
10SH00837,H5317,2,0,42,4.2,,2010-02-18,30,,0,
10SH00838,H5445,2,0,52,5.2,,2010-02-18,30,,0,
10SH00839,T2497,2,0,88,8.8,,2010-02-18,02,,0,
10SH00840,T2700,2,0,58,5.8,,2010-02-18,02,,0,
10SH00841,T2441,2,0,46,4.6,,2010-02-18,02,,0,
10SH00842,H5361,2,0,44,4.4,,2010-02-18,30,,0,
10SH00843,T2525,2,0,58,5.8,,2010-02-18,02,,0,
10SH00844,R7828,2,0,52,5.2,,2010-02-18,07,,0,
10SH00845,T2422,2,0,68,6.8,,2010-02-18,02,,0,
10SH00846,T2697,2,0,76,7.6,,2010-02-18,02,,0,
10SH00847,X8109,2,0,46,4.6,,2010-02-18,R3,,0,
10SH00848,T2800,2,0,78,7.8,,2010-02-18,02,,0,
10SH00849,T2803,2,0,74,7.4,,2010-02-18,02,,0,
10SH00850,T2694,2,0,70,7.0,,2010-02-18,02,,0,
10SH00851,T2500,2,0,76,7.6,,2010-02-18,02,,0,
10SH00852,H5448,2,0,50,5.0,,2010-02-18,30,,0,
10SH00853,X7918,2,0,56,5.6,,2010-02-18,R3,,0,
10SH00854,T2744,2,0,64,6.4,,2010-02-18,02,,0,
10SH00855,T2664,2,0,68,6.8,,2010-02-18,02,,0,
10SH00856,T2558,2,0,60,6.0,,2010-02-18,02,,0,
10SH00857,R7968,2,0,74,7.4,,2010-02-18,07,,0,
10SH00858,X8063,2,0,42,4.2,,2010-02-18,R3,,0,
10SH00859,R7977,2,0,60,6.0,,2010-02-18,07,,0,
10SH00860,H5493,2,0,48,4.8,,2010-02-18,30,,0,
10SH00861,T2684,2,0,70,7.0,,2010-02-18,02,,0,
10SH00862,H5006,2,0,50,5.0,,2010-02-18,30,,0,
10SH00863,X7882,2,0,64,6.4,,2010-02-18,R3,,0,
