UID,ID9,ABN,YR,SEX,BRD,ETAG,LINE,STM,DAYSH,BAND,GRP,SPWT,GRFL,L,CLFL,FLGR1,SIGR,THGR,YLD,HRN,JAW,F,D,N,T,C,WTFEB,SCFEB,RGRP,MICRON,DEV,CRIMP,DIGR,WT_JULY,YEAR,AGE
91SH01308, 90035170, 0,90,2,03,L5170,81,30,137,1,,106,6.1,51,,5,,,,1,1, 5,,,,,114,,,,,,,  0,91,1.0
91SH01309, 90035171, 0,90,1,03,L5171,83,30,142,R,,131,6.8,88,,5,4,5,435,2,1, 4,,,,,,,,240,,,4,159,91,1.0
91SH01310, 90035176, 0,90,1,03,L5176,80,30,142,R,,136,8.3,91,,5,6,7,408,2,2, 5,,,,,,,,239,,,4,168,91,1.0
91SH01311, 90035177, 0,90,2,03,L5177,80,30,137,1,,133,8.1,77,,4,,,,1,1, 8,,,,,125,,,,,,,  0,91,1.0
91SH01312, 90035180, 0,90,2,03,L5180,82,30,137,2,,140,7.2,55,,5,,,,1,2, 8,,,,,147,,,,,,,  0,91,1.0
91SH01313, 90035181, 0,90,2,03,L5181,82,30,137,1,,102,7.1,75,,4,,,,1,2, 5,,,,,137,,,,,,,  0,91,1.0
91SH01314, 90035182, 0,90,1,03,L5182,80,30,142,R,,146,7.6,85,,4,5,7,515,1,1, 4,,,,,,,,235,,,4,181,91,1.0
91SH01315, 90035183, 0,90,2,03,L5183,80,30,137,2,,115,10.8,99,,5,,,,1,1, 7,,,,,136,,,,,,,  0,91,1.0
91SH01316, 90035185, 0,90,2,03,L5185,80,30,136,2,,128,8.5,88,,5,,,,1,1, 7,,,,,143,,,,,,,  0,91,1.0
91SH01317, 90035189, 0,90,2,03,L5189,82,30,136,1,,120,7.2,61,,4,,,,1,2, 4,,,,,135,,,,,,,  0,91,1.0
91SH01318, 90035190, 0,90,2,03,L5190,82,30,136,1,,126,9.4,65,,4,,,,1,1, 7,,,,,147,,,,,,,  0,91,1.0
91SH01319, 90035191, 0,90,1,03,L5191,82,30,142,R,,138,10.4,107,,7,6,7,407,1,1, 6,,,,,,,,258,,,5,174,91,1.0
91SH01320, 90035194, 0,90,2,03,L5194,80,30,136,1,,139,10.6,90,,6,,,,1,1, 6,,,,,145,,,,,,,  0,91,1.0
91SH01321, 90035195, 0,90,2,03,L5195,80,30,137,2,,113,9.1,81,,5,,,,1,1, 7,,,,,121,,,,,,,  0,91,1.0
91SH01322, 90035197, 0,90,2,03,L5197,80,30,136,1,,105,7.6,48,,7,,,,1,2, 5,,,,,113,,,,,,,  0,91,1.0
91SH01323, 90035202, 0,90,2,03,L5202,81,30,137,1,,103,5.8,77,,5,,,,1,1, 5,,,,,118,,,,,,,  0,91,1.0
91SH01324, 90035208, 0,90,2,03,L5208,83,30,136,2,,123,8.0,85,,6,,,,1,1, 5,,,,,140,,,,,,,  0,91,1.0
91SH01325, 90035212, 0,90,1,03,L5212,82,30,142,R,,151,9.6,106,,6,6,8,429,3,1, 4,,,,,,,,298,,,8,181,91,1.0
91SH01326, 90035214, 0,90,1,03,L5214,81,30,142,R,,131,8.3,93,,6,6,7,449,1,1, 5,,,,,,,,240,,,4,174,91,1.0
91SH01327, 90035215, 0,90,2,03,L5215,81,30,136,2,,116,8.7,78,,5,,,,1,1, 6,,,,,129,,,,,,,  0,91,1.0
91SH01328, 90035218, 0,90,2,03,L5218,80,30,136,1,,119,7.5,92,,5,,,,1,2, 5,,,,,129,,,,,,,  0,91,1.0
91SH01329, 90035225, 0,90,2,03,L5225,83,30,137,1,,144,8.5,60,,5,,,,1,2, 7,,,,,157,,,,,,,  0,91,1.0
91SH01330, 90035228, 0,90,2,03,L5228,81,30,141,5,,95,5.3,78,,4,,,,1,1, 5,,,,,103,,,,,,,  0,91,1.0
91SH01331, 90035230, 0,90,2,03,L5230,84,30,136,1,,127,9.5,78,,4,,,,1,1, 5,,,,,139,,,,,,,  0,91,1.0
91SH01332, 90035232, 0,90,1,03,L5232,82,30,142,R,,117,7.4,83,,6,5,6,383,2,1, 3,,,,,,,,231,,,3,142,91,1.0
91SH01333, 90035241, 0,90,2,03,L5241,82,30,141,5,,122,8.5,61,,5,,,,1,1, 4,,,,,131,,,,,,,  0,91,1.0
91SH01334, 90035243, 0,90,2,03,L5243,83,30,136,1,,128,9.0,67,,4,,,,1,1, 6,,,,,139,,,,,,,  0,91,1.0
91SH01335, 90035245, 0,90,2,03,L5245,80,30,137,1,,110,7.9,59,,5,,,,1,1, 7,,,,,112,,,,,,,  0,91,1.0
91SH01336, 90035246, 0,90,2,03,L5246,81,30,136,1,,99,5.5,56,,4,,,,1,2, 5,,,,,117,,,,,,,  0,91,1.0
91SH01337, 90035252, 0,90,1,03,L5252,82,30,141,R,,85,7.4,99,,7,6,7,443,2,1, 9,,,,,,,,251,,,5,125,91,1.0
91SH01338, 90035259, 0,90,2,03,L5259,83,30,136,1,,116,8.1,75,,6,,,,1,1, 6,,,,,119,,,,,,,  0,91,1.0
91SH01339, 90035263, 0,90,2,03,L5263,81,30,136,1,,113,7.8,77,,5,,,,1,2, 4,,,,,126,,,,,,,  0,91,1.0
91SH01340, 90035264, 0,90,2,03,L5264,81,30,137,1,,95,6.9,66,,4,,,,1,1, 6,,,,,110,,,,,,,  0,91,1.0
91SH01341, 90035266, 0,90,2,03,L5266,80,30,141,2,,111,8.8,75,,6,,,,1,1, 6,,,,,123,,,,,,,  0,91,1.0
91SH01342, 90035270, 0,90,2,03,L5270,83,30,136,2,,113,6.6,62,,6,,,,1,1, 4,,,,,136,,,,,,,  0,91,1.0
91SH01343, 90035271, 0,90,2,03,L5271,83,30,140,5,,122,6.2,52,,3,,,,1,2, 4,,,,,128,,,,,,,  0,91,1.0
91SH01344, 90035273, 0,90,2,03,L5273,81,30,136,1,,111,8.7,69,,4,,,,1,1, 7,,,,,117,,,,,,,  0,91,1.0
91SH01345, 90035282, 0,90,2,03,L5282,83,30,140,5,,130,7.4,60,,4,,,,1,1, 7,,,,,139,,,,,,,  0,91,1.0
91SH01346, 90035283, 0,90,2,03,L5283,82,30,136,1,,130,11.0,88,,5,,,,1,1, 4,,,,,160,,,,,,,  0,91,1.0
91SH01347, 90035288, 0,90,2,03,L5288,80,30,137,2,,121,8.2,72,,4,,,,1,2, 5,,,,,133,,,,,,,  0,91,1.0
91SH01348, 90035291, 0,90,2,03,L5291,81,30,136,1,,112,6.7,70,,6,,,,1,1, 5,,,,,139,,,,,,,  0,91,1.0
91SH01349, 90035295, 0,90,2,03,L5295,84,30,137,1,,107,7.6,55,,4,,,,1,2, 4,,,,,148,,,,,,,  0,91,1.0
91SH01350, 90035298, 0,90,2,03,L5298,00,00,142,B,B,90,8.0,87,,7,,,,1,1, 9,,,,, 94,,1,,,,,  0,91,1.0
91SH01351, 90035299, 0,90,2,03,L5299,82,30,136,1,,119,8.3,63,,4,,,,1,2, 4,,,,,149,,,,,,,  0,91,1.0
91SH01352, 90035300, 0,90,2,03,L5300,82,30,136,2,,134,8.9,69,,4,,,,1,2, 6,,,,,147,,,,,,,  0,91,1.0
91SH01353, 90035301, 0,90,2,03,L5301,81,30,136,1,,101,5.3,64,,5,,,,1,1, 7,,,,,117,,,,,,,  0,91,1.0
91SH01354, 90035311, 0,90,1,03,L5311,80,30,141,R,,135,9.8,89,,5,5,7,308,2,1, 4,,,,,,,,231,,,3,181,91,1.0
91SH01355, 90035319, 0,90,1,03,L5319,82,30,142,R,,110,5.7,76,,6,6,7,440,2,1, 3,,,,,,,,218,,,2,137,91,1.0
91SH01356, 90035320, 0,90,1,03,L5320,82,30,142,R,,139,10.3,93,,4,5,6,455,2,1, 8,,,,,,,,226,,,3,169,91,1.0
91SH01357, 90035323, 0,90,1,03,L5323,82,30,142,R,,125,10.5,90,,4,4,6,393,1,1, 4,,,,,,,,234,,,3,158,91,1.0
91SH01358, 90035325, 0,90,2,03,L5325,82,30,141,5,,90,8.0,79,,2,,,,1,1, 5,,,,,129,,,,,,,  0,91,1.0
91SH01359, 90035327, 0,90,2,03,L5327,80,30,136,2,,136,10.1,78,,6,,,,1,1, 6,,,,,142,,,,,,,  0,91,1.0
91SH01360, 90035331, 0,90,2,03,L5331,84,30,136,2,,125,8.3,61,,4,,,,1,2, 7,,,,,140,,,,,,,  0,91,1.0
91SH01361, 90035334, 0,90,1,03,L5334,83,30,142,R,,130,6.2,72,,6,4,6,413,2,1, 7,,,,,,,,204,,,1,173,91,1.0
91SH01362, 90035345, 0,90,1,03,L5345,80,30,142,R,,135,8.8,80,,5,4,5,441,2,1, 5,,,,,,,,236,,,4,163,91,1.0
91SH01363, 90035346, 0,90,1,03,L5346,80,30,142,R,,130,10.8,101,,5,4,7,520,2,1, 5,,,,,,,,234,,,3,165,91,1.0
91SH01364, 90035347, 0,90,1,03,L5347,80,30,141,R,,132,8.6,88,,4,6,7,365,3,1, 5,,,,,,,,230,,,3,164,91,1.0
91SH01365, 90035349, 0,90,2,03,L5349,81,30,136,1,,111,6.0,68,,4,,,,1,1, 5,,,,,114,,,,,,,  0,91,1.0
91SH01366, 90035350, 0,90,1,03,L5350,81,30,141,R,,112,6.2,88,,5,5,6,439,2,1, 6,,,,,,,,294,,,8,145,91,1.0
91SH01367, 90035355, 0,90,2,03,L5355,81,30,136,1,,115,9.7,100,,7,,,,1,1, 8,,,,,137,,,,,,,  0,91,1.0
91SH01368, 90035357, 0,90,2,03,L5357,83,30,137,1,,131,9.2,67,,4,,,,1,1, 6,,,,,138,,,,,,,  0,91,1.0
91SH01369, 90035358, 0,90,1,03,L5358,83,30,142,R,,132,7.5,59,,6,6,7,329,2,3, 2,,,,,,,,218,,,2,171,91,1.0
91SH01370, 90035362, 0,90,2,03,L5362,83,30,136,1,,108,7.0,60,,5,,,,1,1, 4,,,,,129,,,,,,,  0,91,1.0
91SH01371, 90035368, 0,90,2,03,L5368,80,30,140,5,,122,9.7,78,,5,,,,1,2, 7,,,,,137,,,,,,,  0,91,1.0
91SH01372, 90035369, 0,90,2,03,L5369,82,30,136,1,,123,8.3,70,,6,,,,1,2, 8,,,,,131,,,,,,,  0,91,1.0
91SH01373, 90035372, 0,90,2,03,L5372,82,30,136,1,,133,7.9,65,,6,,,,1,1, 6,,,,,152,,,,,,,  0,91,1.0
91SH01374, 90035376, 0,90,1,03,L5376,83,30,142,R,,110,7.9,88,,7,6,7,423,2,1, 4,,,,,,,,292,,,7,145,91,1.0
91SH01375, 90035379, 0,90,2,03,L5379,82,30,136,1,,118,8.5,92,,5,,,,1,1, 5,,,,,132,,,,,,,  0,91,1.0
91SH01376, 90035383, 0,90,2,03,L5383,80,30,141,5,,133,7.7,65,,5,,,,1,2, 6,,,,,139,,,,,,,  0,91,1.0
91SH01377, 90035385, 0,90,2,03,L5385,80,30,136,2,,112,5.9,56,,5,,,,1,1, 5,,,,,134,,,,,,,  0,91,1.0
91SH01378, 90035386, 0,90,2,03,L5386,82,30,136,2,,128,9.4,85,,5,,,,1,3, 6,,,,,133,,,,,,,  0,91,1.0
91SH01379, 90035390, 0,90,2,03,L5390,84,30,136,1,,103,6.5,80,,4,,,,1,1, 7,,,,,111,,,,,,,  0,91,1.0
91SH01380, 90035393, 0,90,1,03,L5393,82,30,142,R,,111,7.9,90,,7,6,7,381,1,1, 6,,,,,,,,248,,,4,149,91,1.0
91SH01381, 90035395, 0,90,2,03,L5395,81,30,136,1,,109,7.7,68,,5,,,,1,2, 4,,,,,111,,,,,,,  0,91,1.0
91SH01382, 90035397, 0,90,2,03,L5397,80,30,136,1,,131,10.6,70,,4,,,,1,2, 6,,,,,144,,,,,,,  0,91,1.0
91SH01383, 90035399, 0,90,1,03,L5399,80,30,141,R,,124,7.7,93,,6,6,7,356,2,2, 6,,,,,,,,207,,,2,157,91,1.0
91SH01384, 90035404, 0,90,2,03,L5404,81,30,136,2,,87,4.3,58,,4,,,,1,2, 4,,,,,115,,,,,,,  0,91,1.0
91SH01385, 90035410, 0,90,1,03,L5410,82,30,142,R,,150,10.2,86,,4,4,6,379,2,3, 7,,,,,,,,242,,,4,177,91,1.0
91SH01386, 90035411, 0,90,2,03,L5411,81,30,136,1,,105,7.7,68,,6,,,,1,1, 5,,,,,145,,,,,,,  0,91,1.0
91SH01387, 90035412, 0,90,1,03,L5412,81,30,141,R,,117,6.8,78,,3,5,6,368,1,1, 3,,,,,,,,224,,,3,158,91,1.0
91SH01388, 90035417, 0,90,1,03,L5417,82,30,142,R,,125,7.8,99,,6,6,7,585,1,1, 4,,,,,,,,247,,,4,160,91,1.0
91SH01389, 90035418, 0,90,2,03,L5418,84,30,136,1,,110,8.1,90,,6,,,,1,2, 5,,,,,133,,,,,,,  0,91,1.0
91SH01390, 90035425, 0,90,2,03,L5425,82,30,140,5,,110,7.9,70,,5,,,,1,1, 6,,,,,117,,,,,,,  0,91,1.0
91SH01391, 90035440, 0,90,2,03,L5440,83,30,141,5,,129,4.7,51,,7,,,,1,1, 3,,,,,137,,,,,,,  0,91,1.0
91SH01392, 90035441, 0,90,1,03,L5441,82,30,142,R,,122,7.4,94,,6,6,7,436,2,2, 3,,,,,,,,233,,,3,152,91,1.0
91SH01393, 90035447, 0,90,2,03,L5447,83,30,136,1,,117,7.7,70,,6,,,,1,2, 6,,,,,128,,,,,,,  0,91,1.0
91SH01394, 90035449, 0,90,1,03,L5449,81,30,142,R,,142,7.6,82,,4,6,7,426,2,1, 2,,,,,,,,230,,,3,174,91,1.0
91SH01395, 90035453, 0,90,2,03,L5453,82,30,136,2,,124,6.3,49,,4,,,,1,2, 4,,,,,133,,,,,,,  0,91,1.0
91SH01396, 90035454, 0,90,2,03,L5454,82,30,137,1,,123,8.5,77,,6,,,,1,3, 4,,,,,126,,,,,,,  0,91,1.0
91SH01397, 90035455, 0,90,1,03,L5455,82,30,142,R,,121,7.7,79,,5,5,6,313,1,1, 6,,,,,,,,246,,,4,156,91,1.0
91SH01398, 90035462, 0,90,2,03,L5462,83,30,137,1,,139,8.1,62,,6,,,,1,1, 6,,,,,137,,,,,,,  0,91,1.0
91SH01399, 90035466, 0,90,2,03,L5466,80,30,136,1,,155,8.7,76,,5,,,,1,2, 6,,,,,160,,,,,,,  0,91,1.0
91SH01400, 90035467, 0,90,2,03,L5467,82,30,136,2,,117,7.7,72,,6,,,,1,2, 4,,,,,123,,,,,,,  0,91,1.0
91SH01401, 90035471, 0,90,2,03,L5471,80,30,137,1,,115,6.7,58,,5,,,,1,2, 7,,,,,118,,,,,,,  0,91,1.0
91SH01402, 90035476, 0,90,2,03,L5476,80,30,137,2,,121,9.9,83,,6,,,,1,1, 7,,,,,127,,,,,,,  0,91,1.0
91SH01403, 90035481, 0,90,1,03,L5481,82,30,142,R,,104,8.0,87,,5,6,7,522,1,1, 6,,,,,,,,227,,,3,136,91,1.0
91SH01404, 90035486, 0,90,1,03,L5486,81,30,141,R,,149,9.4,85,,5,4,6,422,2,3, 6,,,,,,,,223,,,3,194,91,1.0
91SH01405, 90035488, 0,90,2,03,L5488,83,30,137,1,,115,8.3,90,,5,,,,1,1, 4,,,,,141,,,,,,,  0,91,1.0
91SH01406, 90035498, 0,90,2,03,L5498,83,30,137,1,,112,7.1,59,,4,,,,1,2, 5,,,,,127,,,,,,,  0,91,1.0
91SH01407, 90035499, 0,90,2,03,L5499,81,30,137,1,,104,5.6,60,,4,,,,2,2, 4,,,,,123,,,,,,,  0,91,1.0
91SH01408, 90035507, 0,90,1,03,L5507,80,30,142,R,,139,8.9,89,,5,5,6,506,2,1, 6,,,,,,,,269,,,6,177,91,1.0
91SH01409, 90035510, 0,90,1,03,L5510,80,30,142,R,,154,9.8,78,,5,4,5,423,2,1, 6,,,,,,,,243,,,4,184,91,1.0
91SH01410, 90035512, 0,90,2,03,L5512,83,30,141,5,,107,6.8,75,,6,,,,1,2, 7,,,,,111,,,,,,,  0,91,1.0
91SH01411, 90035516, 0,90,1,03,L5516,80,30,141,R,,137,8.7,92,,4,4,6,504,2,3, 4,,,,,,,,249,,,4,180,91,1.0
91SH01412, 90035520, 0,90,1,03,L5520,82,30,142,R,,131,9.5,90,,5,6,7,467,2,1, 6,,,,,,,,241,,,4,170,91,1.0
91SH01413, 90035526, 0,90,2,03,L5526,84,30,137,1,,117,5.5,52,,5,,,,1,1, 5,,,,,121,,,,,,,  0,91,1.0
91SH01414, 90035535, 0,90,2,03,L5535,80,30,137,2,,99,5.8,47,,3,,,,1,1, 5,,,,,116,,,,,,,  0,91,1.0
91SH01415, 90035541, 0,90,2,03,L5541,80,30,137,1,,130,8.0,69,,5,,,,1,1, 5,,,,,138,,,,,,,  0,91,1.0
91SH01416, 90035543, 0,90,2,03,L5543,83,30,136,1,,110,6.9,46,,5,,,,1,1, 8,,,,,126,,,,,,,  0,91,1.0
91SH01417, 90035546, 0,90,2,03,L5546,81,30,136,2,,91,8.1,73,,6,,,,1,2,11,,,,,113,,,,,,,  0,91,1.0
91SH01418, 90035547, 0,90,2,03,L5547,81,30,137,2,,112,9.7,80,,5,,,,1,1, 6,,,,,127,,,,,,,  0,91,1.0
91SH01419, 90035549, 0,90,1,03,L5549,82,30,141,R,,122,9.6,111,,7,5,7,537,3,1, 7,,,,,,,,247,,,4,157,91,1.0
91SH01420, 90035555, 0,90,2,03,L5555,80,30,136,1,,128,9.3,75,,5,,,,1,2, 6,,,,,148,,,,,,,  0,91,1.0
91SH01421, 90035559, 0,90,1,03,L5559,80,30,142,R,,137,9.4,82,,4,5,6,393,2,1, 6,,,,,,,,256,,,5,176,91,1.0
91SH01422, 90035565, 0,90,2,03,L5565,82,30,136,2,,144,13.4,100,,6,,,,1,2, 8,,,,,179,,,,,,,  0,91,1.0
91SH01423, 90035566, 0,90,1,03,L5566,81,30,142,R,,124,7.8,91,,5,6,7,407,2,1, 5,,,,,,,,243,,,4,156,91,1.0
91SH01424, 90035570, 0,90,1,03,L5570,82,30,142,R,,146,8.4,89,,5,5,6,483,2,1, 4,,,,,,,,249,,,4,179,91,1.0
91SH01425, 90035577, 0,90,2,03,L5577,82,30,137,2,,110,7.3,120,,6,,,,1,1, 9,,,,,127,,,,,,,  0,91,1.0
91SH01426, 90035580, 0,90,2,03,L5580,81,30,137,2,,101,5.8,54,,4,,,,1,2, 5,,,,,124,,,,,,,  0,91,1.0
91SH01427, 90035581, 0,90,2,03,L5581,81,30,136,1,,122,6.4,60,,5,,,,1,2, 4,,,,,129,,,,,,,  0,91,1.0
91SH01428, 90035585, 0,90,1,03,L5585,81,30,142,R,,139,8.5,83,,5,5,6,394,2,1, 5,,,,,,,,224,,,3,180,91,1.0
91SH01429, 90035586, 0,90,2,03,L5586,81,30,141,5,,126,7.4,54,,4,,,,1,1, 7,,,,,119,,,,,,,  0,91,1.0
91SH01430, 90035589, 0,90,2,03,L5589,80,30,137,1,,117,6.5,57,,6,,,,1,2, 7,,,,,133,,,,,,,  0,91,1.0
91SH01431, 90035596, 0,90,2,03,L5596,80,30,141,5,,128,7.9,75,,5,,,,1,2, 5,,,,,129,,,,,,,  0,91,1.0
91SH01432, 90035598, 0,90,2,03,L5598,81,30,136,1,,118,10.2,66,,6,,,,1,2, 4,,,,,123,,,,,,,  0,91,1.0
91SH01433, 90035603, 0,90,1,03,L5603,83,30,142,R,,139,9.0,103,,5,6,7,404,2,1, 5,,,,,,,,269,,,6,186,91,1.0
91SH01434, 90035604, 0,90,2,03,L5604,83,30,137,1,,143,8.0,68,,5,,,,1,1, 7,,,,,144,,,,,,,  0,91,1.0
91SH01435, 90035605, 0,90,2,03,L5605,83,30,137,2,,115,6.8,48,,7,,,,1,2, 5,,,,,128,,,,,,,  0,91,1.0
91SH01436, 90035607, 0,90,1,03,L5607,80,30,142,R,,139,8.3,89,,6,4,6,371,1,1, 8,,,,,,,,220,,,2,175,91,1.0
91SH01437, 90035609, 0,90,2,03,L5609,81,30,136,1,,115,6.0,67,,5,,,,1,1, 5,,,,,113,,,,,,,  0,91,1.0
91SH01438, 90035610, 0,90,2,03,L5610,81,30,137,2,,99,6.4,60,,3,,,,1,1, 3,,,,,105,,,,,,,  0,91,1.0
91SH01439, 90035612, 0,90,2,03,L5612,81,30,137,2,,106,9.7,75,,5,,,,1,2, 8,,,,,120,,,,,,,  0,91,1.0
91SH01440, 90035613, 0,90,1,03,L5613,82,30,142,R,,119,7.0,72,,6,6,7,338,2,1, 7,,,,,,,,232,,,3,153,91,1.0
91SH01441, 90035615, 0,90,1,03,L5615,82,30,142,R,,144,9.0,88,,5,4,7,431,2,1, 5,,,,,,,,242,,,4,179,91,1.0
91SH01442, 90035616, 0,90,1,03,L5616,80,30,142,R,,137,8.0,88,,6,6,7,455,2,1, 5,,,,,,,,232,,,3,175,91,1.0
91SH01443, 90035618, 0,90,1,03,L5618,82,30,142,R,,118,8.2,79,,5,5,6,273,2,1, 6,,,,,,,,202,,,1,149,91,1.0
91SH01444, 90035622, 0,90,1,03,L5622,81,30,141,R,,111,7.2,75,,4,5,7,405,2,1, 3,,,,,,,,230,,,3,148,91,1.0
91SH01445, 90035623, 0,90,2,03,L5623,81,30,140,5,,97,7.3,74,,4,,,,1,2, 5,,,,,101,,,,,,,  0,91,1.0
91SH01446, 90035624, 0,90,2,03,L5624,84,30,136,1,,123,8.9,72,,6,,,,1,1, 6,,,,,142,,,,,,,  0,91,1.0
91SH01447, 90035625, 0,90,1,03,L5625,81,30,142,R,,138,9.5,93,,5,5,7,423,2,1, 3,,,,,,,,246,,,4,174,91,1.0
91SH01448, 90035628, 0,90,2,03,L5628,82,30,140,5,,110,8.8,68,,4,,,,1,2, 8,,,,,126,,,,,,,  0,91,1.0
91SH01449, 90035630, 0,90,2,03,L5630,83,30,137,2,,120,11.1,68,,6,,,,1,2, 7,,,,,122,,,,,,,  0,91,1.0
91SH01450, 90035633, 0,90,2,03,L5633,84,30,136,1,,147,7.8,68,,6,,,,1,2, 4,,,,,175,,,,,,,  0,91,1.0
91SH01451, 90035638, 0,90,2,03,L5638,80,30,140,5,,123,8.4,78,,4,,,,1,1, 6,,,,,133,,,,,,,  0,91,1.0
91SH01452, 90035642, 0,90,2,03,L5642,81,30,140,5,,108,8.8,101,,6,,,,1,1, 5,,,,,116,,,,,,,  0,91,1.0
91SH01453, 90035646, 0,90,2,03,L5646,80,30,137,1,,102,7.8,78,,5,,,,1,1, 3,,,,,112,,,,,,,  0,91,1.0
91SH01454, 90035650, 0,90,2,03,L5650,83,30,136,2,,137,7.0,62,,5,,,,1,2, 7,,,,,146,,,,,,,  0,91,1.0
91SH01455, 90035651, 0,90,1,03,L5651,83,30,141,R,,140,7.0,88,,6,5,7,422,2,1, 6,,,,,,,,224,,,3,176,91,1.0
91SH01456, 90035652, 0,90,2,03,L5652,82,30,137,2,,120,5.7,49,,4,,,,1,1, 6,,,,,126,,,,,,,  0,91,1.0
91SH01457, 90035654, 0,90,1,03,L5654,83,30,142,R,,152,7.9,82,,5,6,7,448,2,1, 4,,,,,,,,216,,,2,185,91,1.0
91SH01458, 90035657, 0,90,1,03,L5657,80,30,142,R,,119,7.9,99,,4,4,6,553,1,1, 8,,,,,,,,231,,,3,158,91,1.0
91SH01459, 90035658, 0,90,1,03,L5658,82,30,142,R,,131,9.8,93,,5,6,7,544,1,1, 6,,,,,,,,263,,,5,166,91,1.0
91SH01460, 90035659, 0,90,2,03,L5659,82,30,137,2,,112,11.4,75,,5,,,,1,3, 4,,,,,127,,,,,,,  0,91,1.0
91SH01461, 90035672, 0,90,1,03,L5672,81,30,142,R,,119,7.7,0,,4,,,,,,,,,,,,,,,,,,150,91,1.0
91SH01462, 90035673, 0,90,2,03,L5673,81,30,136,1,,101,7.3,72,,5,,,,1,1, 5,,,,,116,,,,,,,  0,91,1.0
91SH01463, 90035675, 0,90,2,03,L5675,82,30,136,2,,126,7.2,75,,4,,,,1,1, 4,,,,,134,,,,,,,  0,91,1.0
91SH01464, 90035682, 0,90,2,03,L5682,83,30,137,1,,116,7.2,58,,4,,,,1,2, 8,,,,,127,,,,,,,  0,91,1.0
91SH01465, 90035690, 0,90,2,03,L5690,83,30,136,1,,100,5.0,39,,6,,,,1,1, 4,,,,,117,,,,,,,  0,91,1.0
91SH01466, 90035692, 0,90,1,03,L5692,82,30,142,R,,124,7.3,97,,5,6,7,507,1,1, 6,,,,,,,,231,,,3,154,91,1.0
91SH01467, 90035694, 0,90,2,03,L5694,83,30,140,5,,147,9.9,78,,5,,,,1,2, 5,,,,,144,,,,,,,  0,91,1.0
91SH01468, 90035700, 0,90,2,03,L5700,80,30,137,2,,113,8.0,70,,6,,,,1,1, 8,,,,,125,,,,,,,  0,91,1.0
91SH01469, 90035701, 0,90,2,03,L5701,81,30,137,2,,119,6.8,72,,5,,,,1,1, 5,,,,,117,,,,,,,  0,91,1.0
91SH01470, 90035702, 0,90,1,03,L5702,81,30,142,R,,133,8.1,73,,5,6,7,318,4,1, 4,,,,,,,,239,,,4,177,91,1.0
91SH01471, 90035703, 0,90,2,03,L5703,82,30,140,5,,114,8.3,70,,6,,,,1,2, 6,,,,,125,,,,,,,  0,91,1.0
91SH01472, 90035704, 0,90,2,03,L5704,84,30,136,1,,118,7.1,68,,5,,,,1,1, 3,,,,,139,,,,,,,  0,91,1.0
91SH01473, 90035710, 0,90,2,03,L5710,81,30,136,1,,108,10.2,73,,5,,,,1,1, 7,,,,,132,,,,,,,  0,91,1.0
91SH01474, 90035711, 0,90,1,03,L5711,82,30,142,X,,125,8.1,89,,5,4,7,509,2,1, 4,,,,,,,,236,,,4,  0,91,1.0
91SH01475, 90035713, 0,90,2,03,L5713,82,30,141,5,,120,8.1,80,,5,,,,1,1, 5,,,,,128,,,,,,,  0,91,1.0
91SH01476, 90035718, 0,90,2,03,L5718,83,30,141,5,,120,6.8,65,,5,,,,1,1,10,,,,,131,,,,,,,  0,91,1.0
91SH01477, 90035724, 0,90,2,03,L5724,80,30,137,1,,128,8.0,57,,5,,,,1,2, 7,,,,,132,,,,,,,  0,91,1.0
91SH01478, 90035728, 0,90,1,03,L5728,81,30,142,R,,128,8.7,93,,6,6,7,354,2,2, 7,,,,,,,,239,,,4,169,91,1.0
91SH01479, 90035729, 0,90,2,03,L5729,80,30,140,5,,123,6.4,51,,4,,,,1,1, 7,,,,,131,,,,,,,  0,91,1.0
91SH01480, 90035731, 0,90,2,03,L5731,81,30,141,5,,85,5.6,51,,4,,,,1,2, 6,,,,,107,,,,,,,  0,91,1.0
91SH01481, 90035732, 0,90,1,03,L5732,80,30,141,R,,132,7.7,82,,7,5,6,579,2,3, 3,,,,,,,,227,,,3,168,91,1.0
91SH01482, 90035736, 0,90,2,03,L5736,81,30,137,2,,103,7.7,69,,4,,,,1,1, 4,,,,,113,,,,,,,  0,91,1.0
91SH01483, 90035737, 0,90,2,03,L5737,84,30,137,1,,112,8.6,80,,6,,,,1,1, 7,,,,,124,,,,,,,  0,91,1.0
91SH01484, 90035743, 0,90,2,03,L5743,81,30,141,5,,121,5.3,55,,5,,,,1,2, 7,,,,,118,,,,,,,  0,91,1.0
91SH01485, 90035749, 0,90,2,03,L5749,81,30,141,5,,118,6.5,66,,5,,,,1,2, 7,,,,,132,,,,,,,  0,91,1.0
91SH01486, 90035751, 0,90,1,03,L5751,80,30,142,R,,99,6.1,72,,5,4,6,370,1,1, 6,,,,,,,,214,,,2,138,91,1.0
91SH01487, 90035759, 0,90,2,03,L5759,83,30,136,2,,133,7.8,61,,7,,,,1,2, 7,,,,,153,,,,,,,  0,91,1.0
91SH01488, 90035761, 0,90,2,03,L5761,81,30,140,5,,82,7.7,72,,5,,,,1,1, 3,,,,,111,,,,,,,  0,91,1.0
91SH01489, 90035763, 0,90,2,03,L5763,80,30,137,1,,147,8.1,70,,4,,,,1,2, 3,,,,,152,,,,,,,  0,91,1.0
