UID,LAMB,SEX,BRWT,WGT,BAND,WDAY,LOT,RMK,ADG,DISP
11SH00495,X8119,2,0,6.2,,46,R3,R3,0,
11SH00496,X7998,2,0,6.0,,46,R3,R3,0,
11SH00497,X8172,2,0,5.6,,46,R3,R3,0,
11SH00498,X8160,2,0,6.0,,46,R3,R3,0,
11SH00499,X9381,2,0,4.4,,46,R3,R3,0,
11SH00500,X9460,2,0,3.8,,46,R3,R3,0,
11SH00501,X9418,2,0,4.0,,46,R3,R3,0,
11SH00502,X9236,2,0,5.2,,46,R3,R3,0,
11SH00503,X9303,2,0,3.4,,46,R3,R3,0,
11SH00504,X9461,2,0,2.6,,46,R3,R3,0,
11SH00505,X9521,2,0,4.0,,46,R3,R3,0,
11SH00506,X9598,2,0,3.6,,46,R3,R3,0,
11SH00507,X9407,2,0,3.2,,46,R3,R3,0,
11SH00508,X9382,2,0,3.8,,46,R3,R3,0,
11SH00509,X8944,2,0,4.4,,46,R3,R3,0,
11SH00510,X9116,2,0,5.0,,46,R3,R3,0,
11SH00511,X9067,2,0,5.8,,46,R3,R3,0,
11SH00512,X9284,2,0,3.6,,46,R3,R3,0,
11SH00513,X9538,2,0,3.8,,46,R3,R3,0,
11SH00514,X8938,2,0,3.5,,46,R3,R3,0,
11SH00515,X9358,2,0,3.4,,46,R3,R3,0,
11SH00516,X9509,2,0,4.2,,46,R3,R3,0,
11SH00517,X9211,2,0,4.4,,46,R3,R3,0,
11SH00518,X9283,2,0,3.8,,46,R3,R3,0,
11SH00519,X9575,2,0,2.8,,46,R3,R3,0,
11SH00520,X9095,2,0,5.2,,46,R3,R3,0,
11SH00521,X9231,2,0,3.4,,46,R3,R3,0,
11SH00522,X8925,2,0,5.2,,46,R3,R3,0,
11SH00523,X9123,2,0,4.8,,46,R3,R3,0,
11SH00524,X9481,2,0,5.8,,46,R3,R3,0,
11SH00525,X9268,2,0,3.8,,46,R3,R3,0,
11SH00526,X9034,2,0,4.8,,46,R3,R3,0,
11SH00527,X9267,2,0,4.8,,46,R3,R3,0,
11SH00528,X9332,2,0,5.4,,46,R3,R3,0,
11SH00529,X9564,2,0,4.2,,46,R3,R3,0,
11SH00530,X9019,2,0,2.6,,46,R3,R3,0,
11SH00531,X9020,2,0,5.0,,46,R3,R3,0,
11SH00532,X9103,2,0,4.0,,46,R3,R3,0,
11SH00533,X9004,2,0,5.0,,46,R3,R3,0,
11SH00534,X9016,2,0,3.5,,46,R3,R3,0,
11SH00535,X8970,2,0,4.2,,46,R3,R3,0,
11SH00536,X9501,2,0,2.6,,46,R3,R3,0,
11SH00537,X9312,2,0,4.9,,46,R3,R3,0,
11SH00538,X9408,2,0,3.9,,46,R3,R3,0,
11SH00539,X9061,2,0,5.8,,46,R3,R3,0,
11SH00540,X9214,2,0,4.5,,46,R3,R3,0,
11SH00541,X9218,2,0,4.8,,46,R3,R3,0,
11SH00542,X9063,2,0,3.8,,46,R3,R3,0,
11SH00543,X9193,2,0,5.5,,46,R3,R3,0,
11SH00544,X9168,2,0,3.2,,46,R3,R3,0,
11SH00545,X8946,2,0,5.8,,46,R3,R3,0,
11SH00546,X9102,2,0,4.3,,46,R3,R3,0,
11SH00547,X9046,2,0,5.2,,46,R3,R3,0,
11SH00548,X9525,2,0,3.4,,46,R3,R3,0,
11SH00549,X9480,2,0,4.2,,46,R3,R3,0,
11SH00550,X9372,2,0,4.4,,46,R3,R3,0,
11SH00551,X9415,2,0,3.0,,46,R3,R3,0,
11SH00552,X9096,2,0,3.8,,46,R3,R3,0,
11SH00553,X9335,2,0,4.4,,46,R3,R3,0,
11SH00554,X9163,2,0,3.4,,46,R3,R3,0,
11SH00555,X9036,2,0,5.2,,46,R3,R3,0,
11SH00556,X9032,2,0,4.0,,46,R3,R3,0,
11SH00557,X9510,2,0,4.4,,46,R3,R3,0,
11SH00558,X9210,2,0,5.2,,46,R3,R3,0,
11SH00559,X9278,2,0,3.6,,46,R3,R3,0,
11SH00560,X9472,2,0,4.2,,46,R3,R3,0,
11SH00561,X9515,2,0,4.2,,46,R3,R3,0,
11SH00562,X9547,2,0,3.2,,46,R3,R3,0,
11SH00563,X9416,2,0,2.8,,46,R3,R3,0,
11SH00564,X9411,2,0,3.4,,46,R3,R3,0,
11SH00565,X9031,2,0,5.6,,46,R3,R3,0,
11SH00566,X9346,2,0,3.9,,46,R3,R3,0,
11SH00567,X9052,2,0,5.2,,46,R3,R3,0,
11SH00568,X9213,2,0,3.8,,46,R3,R3,0,
11SH00569,X9274,2,0,4.2,,46,R3,R3,0,
11SH00570,X9062,2,0,4.4,,46,R3,R3,0,
11SH00571,X9217,2,0,5.8,,46,R3,R3,0,
11SH00572,X9327,2,0,4.7,,46,R3,R3,0,
11SH00573,X9491,2,0,4.6,,46,R3,R3,0,
11SH00574,X9157,2,0,5.6,,46,R3,R3,0,
11SH00575,T2418,2,0,7.8,,46,02,,0,
11SH00576,T2332,2,0,8.6,,46,02,,0,
11SH00577,T2553,2,0,7.8,,46,02,,0,
11SH00578,T1079,2,0,8.8,,46,02,,0,
11SH00579,T2570,2,0,5.8,,46,02,,0,
11SH00580,T0954,2,0,9.0,,46,02,,0,
11SH00581,K3651,2,0,8.9,,46,06,,0,
11SH00582,T2359,2,0,6.3,,46,02,,0,
11SH00583,T1931,2,0,7.0,,46,02,,0,
11SH00584,T2646,2,0,9.8,,46,02,,0,
11SH00585,K4285,2,0,8.6,,46,06,,0,
11SH00586,T1880,2,0,9.0,,46,02,,0,
11SH00587,T2610,2,0,9.4,,46,02,,0,
11SH00588,T2665,2,0,9.2,,46,02,,0,
11SH00589,T1297,2,0,7.2,,46,02,,0,
11SH00590,K4191,2,0,6.1,,46,06,,0,
11SH00591,K3639,2,0,7.8,,46,06,,0,
11SH00592,T0454,2,0,9.2,,46,02,,0,
11SH00593,T2148,2,0,8.3,,46,02,,0,
11SH00594,T2500,2,0,9.4,,46,02,,0,
11SH00595,T2821,2,0,9.0,,46,02,,0,
11SH00596,T2813,2,0,7.2,,46,02,,0,
11SH00597,X6827,2,0,6.7,,46,T3,T3,0,
11SH00598,T1510,2,0,7.5,,46,02,,0,
11SH00599,T2773,2,0,8.2,,46,02,,0,
11SH00600,T2711,2,0,8.0,,46,02,,0,
11SH00601,K4236,2,0,8.0,,46,06,,0,
11SH00602,K4234,2,0,7.6,,46,06,,0,
11SH00603,T2185,2,0,7.2,,46,02,,0,
11SH00604,K4154,2,0,8.6,,46,06,,0,
11SH00605,K4254,2,0,7.4,,46,06,,0,
11SH00606,K3564,2,0,10.1,,46,06,,0,
11SH00607,K4266,2,0,5.8,,46,06,,0,
11SH00608,T1869,2,0,7.8,,46,02,,0,
11SH00609,T2326,2,0,7.2,,46,02,,0,
11SH00610,K3907,2,0,9.2,,46,06,,0,
11SH00611,K3731,2,0,7.5,,46,06,,0,
11SH00612,T2697,2,0,6.4,,46,02,,0,
11SH00613,T2383,2,0,8.5,,46,02,,0,
11SH00614,K4112,2,0,7.2,,46,06,,0,
11SH00615,T2803,2,0,8.6,,46,02,,0,
11SH00616,T0453,2,0,8.5,,46,02,,0,
11SH00617,K3381,2,0,11.4,,46,06,,0,
11SH00618,T1769,2,0,10.0,,46,02,,0,
11SH00619,K4081,2,0,7.0,,46,06,,0,
11SH00620,K4600,2,0,10.0,,46,06,,0,
11SH00621,T2132,2,0,9.5,,46,02,,0,
11SH00622,K4230,2,0,11.0,,46,06,,0,
11SH00623,T2487,2,0,9.6,,46,02,,0,
11SH00624,K4598,2,0,7.8,,46,06,,0,
11SH00625,K3441,2,0,8.2,,46,06,,0,
11SH00626,K3544,2,0,7.0,,46,06,,0,
11SH00627,K4226,2,0,6.0,,46,06,,0,
11SH00628,T1943,2,0,6.2,,46,02,,0,
11SH00629,T2419,2,0,9.0,,46,02,,0,
11SH00630,Z9898,2,0,10.5,,46,01,Targ*Ramb,0,
11SH00631,K3990,2,0,10.4,,46,06,,0,
11SH00632,K4366,2,0,9.8,,46,06,,0,
11SH00633,X5454,2,0,11.0,,46,C3,C3,0,
11SH00634,T1861,2,0,9.6,,46,02,,0,
11SH00635,T1704,2,0,7.6,,46,02,,0,
11SH00636,K4599,2,0,9.0,,46,06,,0,
11SH00637,K3939,2,0,12.8,,46,06,,0,
11SH00638,X7658,2,0,4.9,,46,TC,TC,0,
11SH00639,T2293,2,0,8.4,,46,02,,0,
11SH00640,R4427,2,0,7.0,,46,07,,0,
11SH00641,T2521,2,0,8.0,,46,02,,0,
11SH00642,T2251,2,0,9.0,,46,02,,0,
11SH00643,X5336,2,0,5.6,,46,TC,TC,0,
11SH00644,H2189,2,0,7.2,,46,30,,0,
11SH00645,T2685,2,0,5.0,,46,02,,0,
11SH00646,K4357,2,0,6.2,,46,06,,0,
11SH00647,K4455,2,0,8.5,,46,06,,0,
11SH00648,T2089,2,0,8.0,,46,02,,0,
11SH00649,T1296,2,0,8.6,,46,02,,0,6
11SH00650,K4359,2,0,7.0,,46,06,,0,
11SH00651,T1991,2,0,6.0,,46,02,,0,
11SH00652,K3514,2,0,9.2,,46,06,,0,
11SH00653,T2080,2,0,7.8,,46,02,,0,
11SH00654,T2593,2,0,9.4,,46,02,,0,
11SH00655,X7240,2,0,5.6,,46,TC,TC,0,
11SH00656,T1473,2,0,7.6,,46,02,,0,
11SH00657,T0248,2,0,7.6,,46,02,,0,
11SH00658,T2470,2,0,8.3,,46,02,,0,
11SH00659,T0780,2,0,6.6,,46,02,,0,
11SH00660,R6839,2,0,6.6,,46,07,,0,
11SH00661,K4552,2,0,10.0,,46,06,,0,
11SH00662,K4232,2,0,6.6,,46,06,,0,
11SH00663,K4499,2,0,8.7,,46,06,,0,
11SH00664,K4192,2,0,8.2,,46,06,,0,
11SH00665,T2434,2,0,10.2,,46,02,,0,
11SH00666,K3914,2,0,6.2,,46,06,,0,
11SH00667,T1421,2,0,6.8,,46,02,,0,
11SH00668,T2306,2,0,7.8,,46,02,,0,
11SH00669,K4041,2,0,8.4,,46,06,,0,
11SH00670,T2164,2,0,5.8,,46,02,,0,
11SH00671,K2778,2,0,8.4,,46,06,,0,6
11SH00672,T1264,2,0,8.4,,46,02,,0,
11SH00673,T2650,2,0,7.0,,46,02,,0,
11SH00674,K3237,2,0,8.6,,46,06,,0,
11SH00675,K4106,2,0,4.8,,46,06,,0,
11SH00676,X7435,2,0,4.4,,46,TC,TC,0,
11SH00677,K4525,2,0,8.8,,46,06,,0,
11SH00678,T2237,2,0,6.4,,46,02,,0,
11SH00679,T2017,2,0,8.6,,46,02,,0,
11SH00680,T2565,2,0,8.0,,46,02,,0,
11SH00681,T2335,2,0,7.2,,46,02,,0,
11SH00682,K4199,2,0,9.6,,46,06,,0,
11SH00683,T2394,2,0,7.6,,46,02,,0,
11SH00684,T2331,2,0,9.6,,46,02,,0,
11SH00685,T1537,2,0,8.0,,46,02,,0,
11SH00686,T2173,2,0,6.0,,46,02,,0,
11SH00687,K4096,2,0,7.4,,46,06,,0,
11SH00688,T2039,2,0,5.2,,46,02,,0,
11SH00689,T0242,2,0,7.4,,46,02,,0,6
11SH00690,K4170,2,0,8.4,,46,06,,0,
11SH00691,K4050,2,0,8.8,,46,06,,0,6
11SH00692,T1790,2,0,9.4,,46,02,,0,
11SH00693,K3694,2,0,12.2,,46,06,,0,
11SH00694,T0788,2,0,6.6,,46,02,,0,
11SH00695,K4545,2,0,8.6,,46,06,,0,
11SH00696,H1922,2,0,8.0,,46,30,,0,
11SH00697,T9842,2,0,8.6,,46,02,,0,6
11SH00698,T2549,2,0,9.0,,46,02,,0,
11SH00699,T1056,2,0,5.4,,46,02,,0,
11SH00700,K3774,2,0,6.4,,46,06,,0,
11SH00701,T2330,2,0,9.0,,46,02,,0,
11SH00702,T2445,2,0,9.6,,46,02,,0,
11SH00703,T1781,2,0,6.2,,46,02,,0,
11SH00704,K4513,2,0,8.8,,46,06,,0,6
11SH00705,K3951,2,0,6.4,,46,06,,0,
11SH00706,T0845,2,0,7.6,,46,02,,0,
11SH00707,T0957,2,0,7.2,,46,02,,0,
11SH00708,R6728,2,0,6.2,,46,07,,0,6
11SH00709,K4581,2,0,7.8,,46,06,,0,
11SH00710,X6668,2,0,5.8,,46,T3,T3,0,
11SH00711,H3552,2,0,6.8,,46,30,,0,
11SH00712,K4453,2,0,6.4,,46,06,,0,
11SH00713,T2490,2,0,11.2,,46,02,,0,
11SH00714,T2649,2,0,7.4,,46,02,,0,
11SH00715,T2815,2,0,8.2,,46,02,,0,
11SH00716,T2019,2,0,8.5,,46,02,,0,
11SH00717,X7667,2,0,6.4,,46,TC,TC,0,
11SH00718,T2520,2,0,8.6,,46,02,,0,
11SH00719,T1832,2,0,6.4,,46,02,,0,
11SH00720,T2012,2,0,7.2,,46,02,,0,
11SH00721,T2439,2,0,7.4,,46,02,,0,
11SH00722,T2704,2,0,7.0,,46,02,,0,
11SH00723,T0894,2,0,6.4,,46,02,,0,
11SH00724,T2751,2,0,9.2,,46,02,,0,
11SH00725,K3696,2,0,9.2,,46,06,,0,
11SH00726,T0291,2,0,8.6,,46,02,,0,
11SH00727,K3840,2,0,8.0,,46,06,,0,
11SH00728,T0199,2,0,7.4,,46,02,,0,
11SH00729,T1274,2,0,7.2,,46,02,,0,
11SH00730,T0805,2,0,7.4,,46,02,,0,
11SH00731,T1409,2,0,11.0,,46,02,,0,
11SH00732,K3864,2,0,8.4,,46,06,,0,
11SH00733,T2523,2,0,8.4,,46,02,,0,
11SH00734,T2104,2,0,5.8,,46,02,,0,
11SH00735,T2422,2,0,7.4,,46,02,,0,
11SH00736,T2710,2,0,9.0,,46,02,,0,
11SH00737,K4196,2,0,6.6,,46,06,,0,
11SH00738,T2218,2,0,7.4,,46,02,,0,
11SH00739,K4377,2,0,5.6,,46,06,,0,
11SH00740,T1145,2,0,7.0,,46,02,,0,
11SH00741,K3846,2,0,5.8,,46,06,,0,
11SH00742,X7293,2,0,8.2,,46,C3,C3,0,
11SH00743,T2463,2,0,9.2,,46,02,,0,
11SH00744,T2560,2,0,8.0,,46,02,,0,
11SH00745,K3352,2,0,8.0,,46,06,,0,
11SH00746,X6134,2,0,6.4,,46,T3,T3,0,
11SH00747,T1307,2,0,5.5,,46,02,,0,
11SH00748,K3897,2,0,9.2,,46,06,,0,
11SH00749,T2641,2,0,6.4,,46,02,,0,
11SH00750,T2162,2,0,7.6,,46,02,,0,
11SH00751,K4528,2,0,5.8,,46,06,,0,
11SH00752,T2212,2,0,8.8,,46,02,,0,
11SH00753,R5284,2,0,10.2,,46,01,,0,
11SH00754,K4450,2,0,9.4,,46,06,,0,
11SH00755,X6620,2,0,10.4,,46,CR,CR,0,
11SH00756,K4414,2,0,6.7,,46,06,,0,
11SH00757,T1890,2,0,8.6,,46,02,,0,
11SH00758,T1299,2,0,8.2,,46,02,,0,
11SH00759,T0774,2,0,7.8,,46,02,,0,
11SH00760,T2567,2,0,7.8,,46,02,,0,
11SH00761,T0095,2,0,7.2,,46,02,,0,
11SH00762,T9826,2,0,7.2,,46,02,,0,
11SH00763,K3877,2,0,6.8,,46,06,,0,
11SH00764,K4031,2,0,8.8,,46,06,,0,
11SH00765,K3363,2,0,7.8,,46,06,,0,
11SH00766,T1608,2,0,9.3,,46,02,,0,
11SH00767,T1091,2,0,7.6,,46,02,,0,
11SH00768,K3777,2,0,10.0,,46,06,,0,
11SH00769,K3780,2,0,7.2,,46,06,,0,
11SH00770,K3161,2,0,11.6,,46,06,,0,
11SH00771,T0408,2,0,9.6,,46,02,,0,
11SH00772,T2049,2,0,8.4,,46,02,,0,
11SH00773,K3931,2,0,9.4,,46,06,,0,
11SH00774,T2700,2,0,3.4,,46,02,,0,
11SH00775,T1350,2,0,8.4,,46,02,,0,
11SH00776,T2347,2,0,7.5,,46,02,,0,
11SH00777,K4214,2,0,9.0,,46,06,,0,
11SH00778,T1921,2,0,5.6,,46,02,,0,
11SH00779,T2047,2,0,8.8,,46,02,,0,
11SH00780,T0924,2,0,6.7,,46,02,,0,
11SH00781,T2682,2,0,7.0,,46,02,,0,
11SH00782,X6809,2,0,7.4,,46,C3,C3,0,
11SH00783,K3683,2,0,8.2,,46,06,,0,
11SH00784,K4474,2,0,7.5,,46,06,,0,
11SH00785,T2794,2,0,4.7,,46,02,,0,
11SH00786,X7940,2,0,8.0,,46,T3,T3,0,
11SH00787,R6762,2,0,8.6,,46,07,,0,
11SH00788,K3247,2,0,11.0,,46,06,,0,
11SH00789,T2435,2,0,7.4,,46,02,,0,
11SH00790,T2746,2,0,7.8,,46,02,,0,
11SH00791,T1566,2,0,7.4,,46,02,,0,
11SH00792,K3446,2,0,8.3,,46,06,,0,
11SH00793,K3522,2,0,11.0,,46,06,,0,
11SH00794,T2677,2,0,7.8,,46,02,,0,
11SH00795,T2441,2,0,5.8,,46,02,,0,
11SH00796,T2770,2,0,7.0,,46,02,,0,
11SH00797,T2071,2,0,7.8,,46,02,,0,
11SH00798,K4251,2,0,6.6,,46,06,,0,
11SH00799,K3414,2,0,10.6,,46,06,,0,
11SH00800,T2440,2,0,8.0,,46,02,,0,
11SH00801,K4488,2,0,6.6,,46,06,,0,
11SH00802,K3763,2,0,8.2,,46,06,,0,
11SH00803,T2509,2,0,8.4,,46,02,,0,
11SH00804,T2176,2,0,8.0,,46,02,,0,
11SH00805,T1532,2,0,7.6,,46,02,,0,
11SH00806,T0572,2,0,8.6,,46,02,,0,
11SH00807,T0852,2,0,9.8,,46,02,,0,
11SH00808,T2437,2,0,7.4,,46,02,,0,
11SH00809,T2662,2,0,8.2,,46,02,,0,
11SH00810,T9955,2,0,8.5,,46,02,,0,
11SH00811,T2802,2,0,7.8,,46,02,,0,
11SH00812,T1652,2,0,7.8,,46,02,,0,
11SH00813,T2713,2,0,8.0,,46,02,,0,
11SH00814,T2542,2,0,9.2,,46,02,,0,
11SH00815,Z8704,2,0,9.8,,46,01,Targ*Ramb,0,
11SH00816,K4036,2,0,7.0,,46,06,,0,
11SH00817,K4410,2,0,6.8,,46,06,,0,
11SH00818,T1825,2,0,6.7,,46,02,,0,
11SH00819,T1625,2,0,9.0,,46,02,,0,
11SH00820,T1376,2,0,9.2,,46,02,,0,
11SH00821,T1695,2,0,10.4,,46,02,,0,
11SH00822,K4065,2,0,8.4,,46,06,,0,
11SH00823,T0243,2,0,6.8,,46,02,,0,
11SH00824,T2210,2,0,7.4,,46,02,,0,
11SH00825,T2798,2,0,10.8,,46,02,,0,
11SH00826,T1785,2,0,8.2,,46,02,,0,
11SH00827,T2800,2,0,11.8,,46,02,,0,
11SH00828,T2819,2,0,8.8,,46,02,,0,
11SH00829,T1494,2,0,7.3,,46,02,,0,
11SH00830,T2467,2,0,7.8,,46,02,,0,
11SH00831,T1431,2,0,9.2,,46,02,,0,
11SH00832,T2771,2,0,8.7,,46,02,,0,
11SH00833,K3239,2,0,9.6,,46,06,,0,
11SH00834,K3013,2,0,7.8,,46,06,,0,
11SH00835,T1006,2,0,6.8,,46,02,,0,
11SH00836,T2085,2,0,7.2,,46,02,,0,
11SH00837,T2845,2,0,8.2,,46,02,,0,
11SH00838,K4383,2,0,9.0,,46,06,,0,
11SH00839,T2144,2,0,8.0,,46,02,,0,
11SH00840,T1659,2,0,7.5,,46,02,,0,
11SH00841,T2518,2,0,9.0,,46,02,,0,
11SH00842,T2829,2,0,6.0,,46,02,,0,
11SH00843,K3035,2,0,8.8,,46,06,,0,
11SH00844,K2825,2,0,5.2,,46,06,,0,
11SH00845,T1087,2,0,8.2,,46,02,,0,
11SH00846,T0134,2,0,9.8,,46,02,,0,
11SH00847,T9898,2,0,5.8,,46,02,,0,
11SH00848,K4284,2,0,9.8,,46,06,,0,
11SH00849,T2690,2,0,6.0,,46,02,,0,
11SH00850,T2146,2,0,7.6,,46,02,,0,
11SH00851,H2315,2,0,10.6,,46,33,,0,
11SH00852,T0657,2,0,8.8,,46,02,,0,
11SH00853,T2787,2,0,8.8,,46,02,,0,
11SH00854,T2572,2,0,6.0,,46,02,,0,
11SH00855,K3677,2,0,5.4,,46,06,,0,
11SH00856,T2634,2,0,10.5,,46,02,,0,
11SH00857,T1732,2,0,9.3,,46,02,,0,
11SH00858,Z8750,2,0,8.8,,46,01,Targ*Ramb,0,
11SH00859,T1334,2,0,9.0,,46,02,,0,
11SH00860,T2691,2,0,8.4,,46,02,,0,
11SH00861,T2558,2,0,6.3,,46,02,,0,
11SH00862,T0787,2,0,7.1,,46,02,,0,
11SH00863,K4460,2,0,6.4,,46,06,,0,
11SH00864,T2125,2,0,6.8,,46,02,,0,
11SH00865,K3463,2,0,8.6,,46,06,,0,
11SH00866,T1171,2,0,9.3,,46,02,,0,
11SH00867,K3398,2,0,8.8,,46,06,,0,
11SH00868,T0798,2,0,6.6,,46,02,,0,
11SH00869,T2043,2,0,7.2,,46,02,,0,
11SH00870,T2777,2,0,8.8,,46,02,,0,
11SH00871,T0826,2,0,7.6,,46,02,,0,
11SH00872,T2334,2,0,9.4,,46,02,,0,
11SH00873,T1927,2,0,7.8,,46,02,,0,
11SH00874,T1492,2,0,7.5,,46,02,,0,
11SH00875,T1961,2,0,7.6,,46,02,,0,
11SH00876,T2599,2,0,8.5,,46,02,,0,
11SH00877,T1454,2,0,8.2,,46,02,,0,
11SH00878,T2660,2,0,12.2,,46,02,,0,
11SH00879,T2433,2,0,11.8,,46,02,,0,
11SH00880,T2397,2,0,7.0,,46,02,,0,
11SH00881,K4062,2,0,7.2,,46,06,,0,
11SH00882,T9902,2,0,8.0,,46,02,,0,
11SH00883,K2878,2,0,8.6,,46,06,,0,
11SH00884,T2731,2,0,8.6,,46,02,,0,
11SH00885,T1065,2,0,8.2,,46,02,,0,
11SH00886,T0911,2,0,9.2,,46,02,,0,
11SH00887,K4449,2,0,8.0,,46,06,,0,
11SH00888,T2557,2,0,6.2,,46,02,,0,
11SH00889,T2519,2,0,8.4,,46,02,,0,
11SH00890,T2062,2,0,9.3,,46,02,,0,
11SH00891,T2301,2,0,8.0,,46,02,,0,
11SH00892,T2586,2,0,9.0,,46,02,,0,
11SH00893,K4475,2,0,7.6,,46,06,,0,
11SH00894,T2835,2,0,6.2,,46,02,,0,
11SH00895,T0885,2,0,12.0,,46,02,,0,
11SH00896,T2532,2,0,8.8,,46,02,,0,
11SH00897,T1977,2,0,7.2,,46,02,,0,
11SH00898,T1509,2,0,8.0,,46,02,,0,
11SH00899,K4457,2,0,7.4,,46,06,,0,
11SH00900,T1919,2,0,7.0,,46,02,,0,
11SH00901,K4174,2,0,9.6,,46,06,,0,
11SH00902,T2201,2,0,8.5,,46,02,,0,
11SH00903,T2471,2,0,9.3,,46,02,,0,
11SH00904,K4510,2,0,7.0,,46,06,,0,
11SH00905,T1809,2,0,9.6,,46,02,,0,
11SH00906,T1234,2,0,9.8,,46,02,,0,
11SH00907,T2114,2,0,12.3,,46,02,,0,
11SH00908,T2100,2,0,9.0,,46,02,,0,
11SH00909,T0803,2,0,8.0,,46,02,,0,
11SH00910,T2154,2,0,8.6,,46,02,,0,
11SH00911,K3991,2,0,7.6,,46,06,,0,
11SH00912,K3933,2,0,7.8,,46,06,,0,
11SH00913,T0880,2,0,7.8,,46,02,,0,
11SH00914,X3090,2,0,7.6,,46,TC,TC,0,
11SH00915,K3580,2,0,7.2,,46,06,,0,
11SH00916,T1700,2,0,7.6,,46,02,,0,
11SH00917,K3322,2,0,5.8,,46,06,,0,
11SH00918,T0725,2,0,9.8,,46,02,,0,
11SH00919,T0850,2,0,7.6,,46,02,,0,
11SH00920,T2460,2,0,7.5,,46,02,,0,
11SH00921,T2083,2,0,5.2,,46,02,,0,
11SH00922,03160,2,0,8.8,,46,33,,0,
11SH00923,Z8975,2,0,7.2,,46,01,Targ*Ramb,0,
11SH00924,T2581,2,0,6.2,,46,02,,0,
11SH00925,T2574,2,0,7.3,,46,02,,0,
11SH00926,T9988,2,0,9.6,,46,02,,0,
11SH00927,T1313,2,0,7.4,,46,02,,0,
11SH00928,T2498,2,0,6.8,,46,02,,0,
11SH00929,T1871,2,0,8.0,,46,02,,0,
11SH00930,T1740,2,0,5.4,,46,02,,0,
11SH00931,T0344,2,0,7.4,,46,02,,0,
11SH00932,K4355,2,0,6.4,,46,06,,0,
11SH00933,K3789,2,0,12.0,,46,06,,0,
11SH00934,K4451,2,0,8.8,,46,06,,0,
11SH00935,T0986,2,0,8.4,,46,02,,0,
11SH00936,T2027,2,0,7.0,,46,02,,0,
11SH00937,T2501,2,0,8.8,,46,02,,0,
11SH00938,T2303,2,0,7.8,,46,02,,0,
11SH00939,T2547,2,0,6.8,,46,02,,0,
11SH00940,T1852,2,0,7.4,,46,02,,0,
11SH00941,T2054,2,0,6.5,,46,02,,0,
11SH00942,T1520,2,0,8.6,,46,02,,0,
11SH00943,K3405,2,0,9.3,,46,06,,0,
11SH00944,T2121,2,0,7.0,,46,02,,0,
11SH00945,T2683,2,0,7.2,,46,02,,0,
11SH00946,T2138,2,0,8.6,,46,02,,0,
11SH00947,K4564,2,0,6.2,,46,06,,0,
11SH00948,T2491,2,0,6.6,,46,02,,0,
11SH00949,T1455,2,0,7.0,,46,02,,0,
11SH00950,X7762,2,0,5.6,,46,TC,TC,0,
11SH00951,K3387,2,0,9.8,,46,06,,0,
11SH00952,X7355,2,0,7.6,,46,TC,TC,0,
11SH00953,T2533,2,0,6.8,,46,02,,0,
11SH00954,T2084,2,0,8.2,,46,02,,0,
11SH00955,T0846,2,0,5.2,,46,02,,0,
11SH00956,T1598,2,0,9.4,,46,02,,0,
11SH00957,T1122,2,0,6.8,,46,02,,0,
11SH00958,K4602,2,0,6.4,,46,06,,0,
11SH00959,T2166,2,0,7.2,,46,02,,0,
11SH00960,T2466,2,0,7.8,,46,02,,0,
11SH00961,T2758,2,0,5.7,,46,02,,0,
11SH00962,K2857,2,0,6.8,,46,06,,0,
11SH00963,K2400,2,0,9.6,,46,06,,0,
11SH00964,T1258,2,0,8.2,,46,02,,0,
11SH00965,K2871,2,0,9.2,,46,06,,0,
11SH00966,T1538,2,0,9.2,,46,02,,0,
11SH00967,T1382,2,0,10.6,,46,02,,0,
11SH00968,K3976,2,0,6.6,,46,06,,0,
11SH00969,T2552,2,0,11.7,,46,02,,0,
11SH00970,H2341,2,0,6.8,,46,33,,0,
11SH00971,T1399,2,0,7.6,,46,02,,0,
11SH00972,T2472,2,0,7.2,,46,02,,0,
11SH00973,K4104,2,0,10.2,,46,06,,0,
11SH00974,T2075,2,0,6.0,,46,02,,0,
11SH00975,H2719,2,0,7.8,,46,33,,0,
11SH00976,T2368,2,0,9.0,,46,02,,0,
11SH00977,T2504,2,0,9.4,,46,02,,0,
11SH00978,T2488,2,0,9.4,,46,02,,0,
11SH00979,T2119,2,0,8.0,,46,02,,0,
11SH00980,K4505,2,0,7.2,,46,06,,0,
11SH00981,T2023,2,0,6.8,,46,02,,0,
11SH00982,K4500,2,0,7.3,,46,06,,0,
11SH00983,T2455,2,0,8.0,,46,02,,0,
11SH00984,K3588,2,0,7.8,,46,06,,0,
11SH00985,T2432,2,0,7.2,,46,02,,0,
11SH00986,T1660,2,0,7.6,,46,02,,0,
11SH00987,K4361,2,0,8.8,,46,06,,0,
11SH00988,T0601,2,0,5.6,,46,02,,0,
11SH00989,T9806,2,0,9.6,,46,02,,0,
11SH00990,T2415,2,0,8.8,,46,02,,0,
11SH00991,T2801,2,0,8.4,,46,02,,0,
11SH00992,T2353,2,0,9.6,,46,02,,0,
11SH00993,T2153,2,0,8.6,,46,02,,0,
11SH00994,T2790,2,0,7.2,,46,02,,0,
11SH00995,K3283,2,0,7.6,,46,06,,0,
11SH00996,T2707,2,0,9.6,,46,02,,0,
11SH00997,T0938,2,0,8.6,,46,02,,0,
11SH00998,T2192,2,0,8.5,,46,02,,0,
