UID,ID10,SEX,SHDAY,DAYSH,BGRP,BRD,ETAG,GRFL,GRADE,FLGR1,RMK,STM,AGE,SPWT,WTDAY,BAND,L,YEAR
01SH01113,1999090791,2,2001-03-07,66,2,09,90791,6.6,58,5,BIG TAG Y2001,30,2.0,134,2001-05-07,1,0,01
01SH01114,1995041831,2,2001-03-07,66,2,04,A1831,7.8,60,4,,30,6.0,137,2001-05-07,1,0,01
01SH01115,1999046668,2,2001-03-07,66,2,04,A6668,7.6,60,4,,30,2.0,161,2001-05-14,2,0,01
01SH01116,1994041234,2,2001-03-07,66,2,04,A1234,5.2,58,5,SHORT STAPLE,30,7.0,194,2001-05-07,1,0,01
01SH01117,1995444843,2,2001-03-07,66,2,44,T4843,10.0,62,3,,02,6.0,166,2001-05-14,2,0,01
01SH01118,1994040929,2,2001-03-07,66,2,04,A0929,5.8,58,5,SLOW !,30,7.0,147,2001-04-30,2,0,01
01SH01119,1999090375,2,2001-03-07,66,2,09,90375,8.2,58,5,,30,2.0,147,2001-04-24,5,0,01
01SH01120,1994041705,2,2001-03-07,66,2,04,A1705,4.2,62,3,SHORT STAPLE,30,6.5,151,2001-05-07,1,0,01
01SH01121,1997044615,2,2001-03-07,66,2,04,A4615,10.2,54,7,,30,4.0,200,2001-04-30,1,0,01
01SH01122,1997044624,2,2001-03-07,66,2,04,A4624,6.8,60,4,,30,4.0,179,2001-04-30,1,0,01
01SH01123,1997044494,2,2001-03-07,66,2,04,A4494,8.8,60,4,,30,4.0,157,2001-05-14,2,0,01
01SH01124,1999447434,2,2001-03-07,66,2,44,T7434,7.4,60,4,,02,2.0,165,2001-05-01,5,0,01
01SH01125,1998045378,2,2001-03-07,66,2,04,A5378,6.0,60,4,,30,3.0,160,2001-05-07,1,0,01
01SH01126,1999447227,2,2001-03-07,66,2,44,T7227,8.8,60,4,,02,2.0,145,2001-04-30,1,0,01
01SH01127,1997044510,2,2001-03-07,66,2,04,A4510,8.2,60,4,,30,4.0,198,2001-04-30,2,0,01
01SH01128,1997044658,2,2001-03-07,66,2,04,A4658,7.7,62,3,,30,4.0,224,2001-05-07,1,0,01
01SH01129,1997446334,2,2001-03-07,66,2,44,T6334,9.0,62,3,,02,4.0,185,2001-04-30,1,0,01
01SH01130,1999090694,2,2001-03-07,66,2,09,90694,7.4,58,5,,30,2.0,183,2001-04-30,2,0,01
01SH01131,1997044867,2,2001-03-07,66,2,04,A4867,5.4,60,4,,30,3.5,161,2001-04-24,5,0,01
01SH01132,1999447408,2,2001-03-07,66,2,44,T7408,9.6,62,3,,02,2.0,113,2001-04-24,5,0,01
01SH01133,1999046419,2,2001-03-07,66,2,04,A6419,7.8,58,5,,30,2.0,158,2001-04-30,1,0,01
01SH01134,1996043432,2,2001-03-07,66,2,04,A3432,6.0,60,4,,30,5.0,162,2001-04-30,2,0,01
01SH01135,1997044661,2,2001-03-07,66,2,04,A4661,6.4,58,5,,30,4.0,179,2001-05-14,2,0,01
01SH01136,1996043637,2,2001-03-07,66,2,04,A3637,7.0,58,5,,30,5.0,169,2001-05-21,2,0,01
01SH01137,1995041840,2,2001-03-07,66,2,04,A1840,8.2,62,3,,30,6.0,0,2001-05-09,X,0,01
01SH01138,1997044282,2,2001-03-07,66,2,04,A4282,6.8,62,3,,30,4.0,194,2001-05-07,1,0,01
01SH01139,1998446654,2,2001-03-07,66,2,44,T6654,10.2,60,4,,02,3.0,160,2001-05-01,5,0,01
01SH01140,1996445270,2,2001-03-07,66,2,44,T5270,9.2,62,3,,02,5.0,186,2001-05-14,2,0,01
01SH01141,1998446663,2,2001-03-07,66,2,44,T6663,7.2,62,3,,02,3.0,152,2001-05-07,1,0,01
01SH01142,1998045103,2,2001-03-07,66,2,04,A5103,6.4,60,4,,30,3.0,172,2001-05-07,1,0,01
01SH01143,1998045089,2,2001-03-07,66,2,04,A5089,9.2,60,4,,30,3.0,169,2001-04-30,2,0,01
01SH01144,1997446168,2,2001-03-07,66,2,44,T6168,9.2,60,4,,02,4.0,157,2001-04-30,2,0,01
01SH01145,1998045083,2,2001-03-07,66,2,04,A5083,6.8,60,4,,30,3.0,150,2001-04-24,5,0,01
01SH01146,1998045529,2,2001-03-07,66,2,04,A5529,6.0,60,4,,30,3.0,175,2001-04-30,2,0,01
01SH01147,1997044139,2,2001-03-07,66,2,04,A4139,5.6,54,7,,71,4.0,122,2001-05-21,H,0,01
01SH01148,1998008526,2,2001-03-07,66,2,00, 8526,6.8,58,5,,30,3.0,125,2001-05-07,1,0,01
01SH01149,1999046341,2,2001-03-07,66,2,04,A6341,7.2,56,6,,30,2.0,124,2001-04-23,2,0,01
01SH01150,1997044187,2,2001-03-07,66,2,04,A4187,5.4,54,7,,71,4.0,140,2001-05-07,1,0,01
01SH01151,1995042188,2,2001-03-07,66,2,04,A2188,8.2,60,4,,30,6.0,186,2001-04-23,1,0,01
01SH01152,1996445492,2,2001-03-07,66,2,44,T5492,10.2,60,4,,02,5.0,192,2001-04-30,2,0,01
01SH01153,1998045698,2,2001-03-07,66,2,04,A5698,7.4,60,4,,30,3.0,154,2001-05-07,1,0,01
01SH01154,1994041603,2,2001-03-07,66,2,04,A1603,7.4,60,4,,30,6.5,159,2001-05-07,1,0,01
01SH01155,1998008462,2,2001-03-07,66,2,00, 8462,6.0,60,4,,30,3.0,161,2001-04-30,2,0,01
01SH01156,1998045304,2,2001-03-07,66,2,04,A5304,7.4,60,4,,30,3.0,165,2001-05-07,1,0,01
01SH01157,1998446852,2,2001-03-07,66,2,44,T6852,9.6,60,4,,02,3.0,170,2001-05-07,1,0,01
01SH01158,1996445775,2,2001-03-07,66,2,44,T5775,8.2,62,3,,02,5.0,172,2001-05-07,1,0,01
01SH01159,1999046723,2,2001-03-07,66,2,04,A6723,7.2,60,4,,30,2.0,181,2001-05-07,1,0,01
01SH01160,1999046816,2,2001-03-07,66,2,04,A6816,6.4,60,4,,30,2.0,161,2001-04-24,5,0,01
01SH01161,1999090685,2,2001-03-07,66,2,09,90685,6.0,58,5,,30,2.0,135,2001-04-24,5,0,01
01SH01162,1996042848,2,2001-03-07,66,2,04,A2848,5.2,58,5,SHORT STAPLE,30,5.0,130,2001-04-30,2,0,01
01SH01163,1998446625,2,2001-03-07,66,2,44,T6625,10.2,56,6,,02,3.0,193,2001-05-14,2,0,01
01SH01164,1999046212,2,2001-03-07,66,2,04,A6212,7.2,60,4,,30,2.0,128,2001-04-23,1,0,01
01SH01165,1997446124,2,2001-03-07,66,2,44,T6124,10.4,62,3,,02,4.0,200,2001-05-07,1,0,01
01SH01166,1996043102,2,2001-03-07,66,2,04,A3102,6.2,60,4,,30,5.0,0,,*,0,01
01SH01167,1998045374,2,2001-03-07,66,2,04,A5374,10.0,56,6,,30,3.0,169,2001-05-21,2,0,01
01SH01168,1994041546,2,2001-03-07,66,2,04,A1546,6.4,62,3,SHORT STAPLE,30,6.5,149,2001-04-23,2,0,01
01SH01169,1998045768,2,2001-03-07,66,2,04,A5768,4.8,60,4,SHORT STAPLE,30,2.5,175,2001-05-07,1,0,01
01SH01170,1998045617,2,2001-03-07,66,2,04,A5617,8.0,58,5,,30,3.0,143,2001-05-07,1,0,01
01SH01171,1999447106,2,2001-03-07,66,2,44,T7106,9.8,58,5,,02,2.0,144,2001-04-25,5,0,01
01SH01172,1998008454,2,2001-03-07,66,2,00, 8454,7.6,62,3,,30,3.0,178,2001-05-01,5,0,01
01SH01173,1996043782,2,2001-03-07,66,2,04,A3782,6.4,58,5,,30,4.5,151,2001-04-24,X,0,01
01SH01174,1997044277,2,2001-03-07,66,2,04,A4277,7.2,56,6,,30,4.0,176,2001-05-07,1,0,01
01SH01175,1996042961,2,2001-03-07,66,2,04,A2961,6.8,60,4,,30,5.0,189,2001-05-14,2,0,01
01SH01176,1998045674,2,2001-03-07,66,2,04,A5674,5.8,62,3,,30,3.0,152,2001-04-30,2,0,01
01SH01177,1999046999,2,2001-03-07,66,2,04,A6999,7.2,62,3,,30,2.0,142,2001-05-01,5,0,01
01SH01178,1999090545,2,2001-03-07,66,2,09,90545,5.6,60,4,,30,2.0,140,2001-04-24,5,0,01
01SH01179,1999447290,2,2001-03-07,66,2,44,T7290,9.4,62,3,,02,2.0,190,2001-04-30,1,0,01
01SH01180,1997044777,2,2001-03-07,66,2,04,A4777,7.4,58,5,,30,3.5,164,2001-05-07,1,0,01
01SH01181,1999447233,2,2001-03-07,66,2,44,T7233,7.4,60,4,,02,2.0,145,2001-05-07,1,0,01
01SH01182,1995042679,2,2001-03-07,66,2,04,A2679,7.4,60,4,,30,5.5,152,2001-05-21,2,0,01
01SH01183,1999046233,2,2001-03-07,66,2,04,A6233,7.6,60,4,,30,2.0,179,2001-05-07,1,0,01
01SH01184,1996043270,2,2001-03-07,66,2,04,A3270,9.0,60,4,,30,5.0,187,2001-05-14,2,0,01
01SH01185,1999046108,2,2001-03-07,66,2,04,A6108,7.2,60,4,,30,2.0,158,2001-05-07,1,0,01
01SH01186,1998446485,2,2001-03-07,66,2,44,T6485,10.8,60,4,,02,3.0,175,2001-04-23,2,0,01
01SH01187,1998446855,2,2001-03-07,66,2,44,T6855,8.2,60,4,,02,3.0,168,2001-05-14,2,0,01
01SH01188,1997044803,2,2001-03-07,66,2,04,A4803,6.8,56,6,,30,3.5,170,2001-04-30,2,0,01
01SH01189,1994444331,2,2001-03-07,66,2,44,T4331,8.2,60,4,,02,7.0,150,2001-04-24,X,0,01
01SH01190,1995042292,2,2001-03-07,66,2,04,A2292,7.8,60,4,,30,6.0,145,2001-04-30,1,0,01
01SH01191,1994041729,2,2001-03-07,66,2,04,A1729,5.8,62,3,,30,6.5,154,2001-05-07,1,0,01
01SH01192,1999046796,2,2001-03-07,66,2,04,A6796,7.8,58,5,BIG TAG Y2001,30,2.0,166,2001-04-24,5,0,01
01SH01193,1999046748,2,2001-03-07,66,2,04,A6748,8.0,60,4,,30,2.0,144,2001-04-30,2,0,01
01SH01194,1998008668,2,2001-03-07,66,2,00, 8668,6.4,60,4,,30,3.0,138,2001-05-07,1,0,01
01SH01195,1994444464,2,2001-03-07,66,2,44,T4464,8.4,62,3,,02,7.0,152,2001-05-07,1,0,01
01SH01196,1998008516,2,2001-03-07,66,2,00, 8516,9.2,56,6,,30,3.0,162,2001-05-21,2,0,01
01SH01197,1996043679,2,2001-03-07,66,2,04,A3679,9.0,62,3,,30,4.5,184,2001-05-01,5,0,01
01SH01198,1996043953,2,2001-03-07,66,2,04,A3953,6.4,60,4,,30,4.5,146,2001-04-30,2,0,01
01SH01199,1996042986,2,2001-03-07,66,2,04,A2986,6.2,62,3,,30,5.0,188,2001-04-30,1,0,01
01SH01200,1997044205,2,2001-03-07,66,2,04,A4205,5.8,54,7,SHORT STAPLE,71,4.0,135,2001-04-24,X,0,01
01SH01201,1996043198,2,2001-03-07,66,2,04,A3198,9.0,58,5,,30,5.0,168,2001-05-07,1,0,01
01SH01202,1995042273,2,2001-03-07,66,2,04,A2273,6.8,58,5,,30,6.0,164,2001-04-30,1,0,01
01SH01203,1996445311,2,2001-03-07,66,2,44,T5311,8.8,64,2,,02,5.0,183,2001-05-24,3,0,01
01SH01204,1999447552,2,2001-03-07,66,2,44,T7552,8.4,62,3,,02,2.0,116,2001-05-07,1,0,01
01SH01205,1995042693,2,2001-03-07,66,2,04,A2693,7.4,62,3,,30,5.5,187,2001-05-01,5,0,01
01SH01206,1998045838,2,2001-03-07,66,2,04,A5838,5.6,60,4,,30,2.5,174,2001-04-30,2,0,01
01SH01207,1999447104,2,2001-03-07,66,2,44,T7104,9.8,58,5,,02,2.0,131,2001-04-30,1,0,01
01SH01208,1999447594,2,2001-03-07,66,2,44,T7594,10.6,60,4,,02,2.0,193,2001-05-01,5,0,01
01SH01209,1997044078,2,2001-03-07,66,2,04,A4078,5.6,62,3,,30,4.0,175,2001-04-30,1,0,01
01SH01210,1999090800,2,2001-03-07,66,2,09,90800,6.0,60,4,,30,2.0,148,2001-05-07,1,0,01
01SH01211,1996445724,2,2001-03-07,66,2,44,T5724,8.0,62,3,,02,5.0,157,2001-05-14,2,0,01
01SH01212,1995042626,2,2001-03-07,66,2,04,A2626,6.4,60,4,,30,5.5,180,2001-04-30,2,0,01
01SH01213,1998045935,2,2001-03-07,66,2,04,A5935,5.8,62,3,SHORT STAPLE,30,2.5,155,2001-05-14,2,0,01
01SH01214,1999447201,2,2001-03-07,66,2,44,T7201,8.2,60,4,,02,2.0,157,2001-05-07,1,0,01
01SH01215,1997044699,2,2001-03-07,66,2,04,A4699,8.0,58,5,,30,3.5,165,2001-05-07,1,0,01
01SH01216,1995444980,2,2001-03-07,66,2,44,T4980,11.8,60,4,,02,6.0,221,2001-05-07,1,0,01
01SH01217,1997446120,2,2001-03-07,66,2,44,T6120,11.8,60,4,,02,4.0,198,2001-05-07,1,0,01
01SH01218,1999090748,2,2001-03-07,66,2,09,90748,6.8,56,6,,30,2.0,128,2001-04-30,2,0,01
01SH01219,1996445271,2,2001-03-07,66,2,44,T5271,7.6,60,4,,02,5.0,167,2001-04-24,5,0,01
01SH01220,1997044872,2,2001-03-07,66,2,04,A4872,5.6,62,3,,30,3.5,178,2001-05-01,5,0,01
01SH01221,1999046608,2,2001-03-07,66,2,04,A6608,8.0,56,6,,30,2.0,190,2001-05-07,1,0,01
01SH01222,1999046355,2,2001-03-07,66,2,04,A6355,5.6,58,5,,30,2.0,137,2001-04-24,5,0,01
01SH01223,1996445277,2,2001-03-07,66,2,44,T5277,8.2,60,4,,02,5.0,148,2001-04-24,X,0,01
01SH01224,1997044622,2,2001-03-07,66,2,04,A4622,6.6,58,5,,30,4.0,144,2001-04-23,2,0,01
01SH01225,1997446412,2,2001-03-07,66,2,44,T6412,10.4,60,4,,02,4.0,170,2001-05-07,1,0,01
01SH01226,1998045161,2,2001-03-07,66,2,04,A5161,5.4,62,3,SHORT STAPLE,30,3.0,167,2001-04-24,5,0,01
01SH01227,1996043116,2,2001-03-07,66,2,04,A3116,5.4,60,4,,30,5.0,109,2001-04-24,X,0,01
01SH01228,1999046720,2,2001-03-07,66,2,04,A6720,8.8,58,5,,30,2.0,158,2001-04-30,1,0,01
01SH01229,1996043708,2,2001-03-07,66,2,04,A3708,6.6,60,4,,30,4.5,156,2001-04-30,1,0,01
01SH01230,1999447175,2,2001-03-07,66,2,44,T7175,9.4,60,4,,02,2.0,156,2001-04-30,2,0,01
01SH01231,1997044897,2,2001-03-07,66,2,04,A4897,7.6,60,4,,30,3.5,164,2001-04-24,5,0,01
01SH01232,1999447653,2,2001-03-07,66,2,44,T7653,8.2,62,3,,02,2.0,148,2001-05-14,2,0,01
01SH01233,1998045116,2,2001-03-07,66,2,04,A5116,6.4,56,6,,30,3.0,195,2001-04-30,2,0,01
01SH01234,1996445744,2,2001-03-07,66,2,44,T5744,9.0,60,4,,02,5.0,171,2001-05-07,1,0,01
01SH01235,1994444294,2,2001-03-07,66,2,44,T4294,9.4,62,3,,02,7.0,173,2001-05-14,2,0,01
01SH01236,1999046943,2,2001-03-07,66,2,04,A6943,6.0,62,3,,30,2.0,186,2001-05-01,5,0,01
01SH01237,1999046686,2,2001-03-07,66,2,04,A6686,6.6,58,5,,30,2.0,147,2001-04-24,5,0,01
01SH01238,1998045123,2,2001-03-07,66,2,04,A5123,7.6,60,4,,30,3.0,177,2001-05-01,5,0,01
01SH01239,1995042669,2,2001-03-07,66,2,04,A2669,6.8,58,5,,30,5.5,165,2001-04-30,2,0,01
01SH01240,1999447406,2,2001-03-07,66,2,44,T7406,7.4,60,4,,02,2.0,151,2001-05-01,5,0,01
01SH01241,1999090121,2,2001-03-07,66,2,09,90121,9.2,58,5,,30,2.0,182,2001-05-01,5,0,01
01SH01242,1998045184,2,2001-03-07,66,2,04,A5184,8.0,56,6,,30,3.0,178,2001-04-30,1,0,01
01SH01243,1994041151,2,2001-03-07,66,2,04,A1151,6.6,62,3,SHORT STAPLE,30,7.0,179,2001-05-07,1,0,01
01SH01244,1997044956,2,2001-03-07,66,2,04,A4956,7.4,60,4,,30,3.5,177,2001-05-07,1,0,01
01SH01245,1996043697,2,2001-03-07,66,2,04,A3697,6.2,60,4,,30,4.5,158,2001-05-07,1,0,01
01SH01246,1994041531,2,2001-03-07,66,2,04,A1531,8.0,62,3,,30,6.5,164,2001-05-07,1,0,01
01SH01247,1996043248,2,2001-03-07,66,2,04,A3248,8.8,58,5,,30,5.0,177,2001-05-21,3,0,01
01SH01248,1999046931,2,2001-03-07,66,2,04,A6931,9.6,56,6,,30,2.0,174,2001-04-24,5,0,01
01SH01249,1995042017,2,2001-03-07,66,2,04,A2017,7.0,60,4,,30,6.0,137,2001-04-23,2,0,01
01SH01250,1997044732,2,2001-03-07,66,2,04,A4732,6.0,58,5,,30,3.5,180,2001-05-07,1,0,01
01SH01251,1995444667,2,2001-03-07,66,2,44,T4667,11.0,60,4,,02,6.0,206,2001-05-07,1,0,01
01SH01252,1996043664,2,2001-03-07,66,2,04,A3664,7.2,58,5,,30,4.5,177,2001-04-30,1,0,01
01SH01253,1998446576,2,2001-03-07,66,2,44,T6576,9.2,62,3,,02,3.0,169,2001-05-07,1,0,01
01SH01254,1999447397,2,2001-03-07,66,2,44,T7397,11.0,60,4,,02,2.0,154,2001-05-21,H,0,01
01SH01255,1999447465,2,2001-03-07,66,2,44,T7465,8.4,60,4,,02,2.0,152,2001-05-07,1,0,01
01SH01256,1998045711,2,2001-03-07,66,2,04,A5711,8.6,60,4,,30,3.0,192,2001-04-30,1,0,01
01SH01257,1996043357,2,2001-03-07,66,2,04,A3357,6.8,58,5,,30,5.0,172,2001-05-01,5,0,01
01SH01258,1996043604,2,2001-03-07,66,2,04,A3604,6.0,62,3,,30,5.0,157,2001-05-14,2,0,01
01SH01259,1998045398,2,2001-03-07,66,2,04,A5398,6.4,60,4,,30,3.0,184,2001-05-14,2,0,01
01SH01260,1999447218,2,2001-03-07,66,2,44,T7218,9.0,62,3,,02,2.0,149,2001-04-30,1,0,01
01SH01261,1997044596,2,2001-03-07,66,2,04,A4596,6.4,58,5,,30,4.0,154,2001-04-30,1,0,01
01SH01262,1998045364,2,2001-03-07,66,2,04,A5364,8.4,54,7,,30,3.0,201,2001-05-07,1,0,01
01SH01263,1999046498,2,2001-03-07,66,2,04,A6498,6.6,60,4,,30,2.0,139,2001-04-30,1,0,01
01SH01264,1994040884,2,2001-03-07,66,2,04,A0884,6.2,60,4,,30,7.0,150,2001-04-24,A,0,01
01SH01265,1997446160,2,2001-03-07,66,2,44,T6160,8.4,62,3,,02,4.0,166,2001-05-07,1,0,01
01SH01266,1998446639,2,2001-03-07,66,2,44,T6639,9.6,60,4,,02,3.0,143,2001-05-07,1,0,01
01SH01267,1999046746,2,2001-03-07,66,2,04,A6746,5.6,60,4,,30,2.0,156,2001-05-07,1,0,01
01SH01268,1994444637,2,2001-03-07,66,2,44,T4637,8.8,60,4,,02,7.0,138,2001-04-24,X,0,01
01SH01269,1999090589,2,2001-03-07,66,2,09,90589,6.8,58,5,,30,2.0,143,2001-04-30,2,0,01
01SH01270,1994444366,2,2001-03-07,66,2,44,T4366,9.4,60,4,,02,7.0,0,,*,0,01
01SH01271,1999447415,2,2001-03-07,66,2,44,T7415,9.4,60,4,,02,2.0,111,2001-05-21,3,0,01
01SH01272,1998045324,2,2001-03-07,66,2,04,A5324,7.8,58,5,,30,3.0,155,2001-05-14,2,0,01
01SH01273,1997044476,2,2001-03-07,66,2,04,A4476,5.4,60,4,,30,4.0,210,2001-05-07,1,0,01
01SH01274,1995042523,2,2001-03-07,66,2,04,A2523,7.8,60,4,,30,6.0,171,2001-04-30,1,0,01
01SH01275,1995042049,2,2001-03-07,66,2,04,A2049,6.0,60,4,,30,6.0,170,2001-04-30,1,0,01
01SH01276,1998045822,2,2001-03-07,66,2,04,A5822,8.0,58,5,,30,2.5,137,2001-04-30,1,0,01
01SH01277,1999447370,2,2001-03-07,66,2,44,T7370,8.4,60,4,,02,2.0,149,2001-05-01,5,0,01
01SH01278,1999447626,2,2001-03-07,66,2,44,T7626,10.2,60,4,,02,2.0,132,2001-04-24,5,0,01
01SH01279,1996043551,2,2001-03-07,66,2,04,A3551,6.0,58,5,,30,5.0,171,2001-05-14,2,0,01
01SH01280,1998008362,2,2001-03-07,66,2,00, 8362,8.2,58,5,,30,3.0,137,2001-04-24,X,0,01
01SH01281,1996445648,2,2001-03-07,66,2,44,T5648,8.4,62,3,,02,5.0,164,2001-05-07,1,0,01
01SH01282,1996043742,2,2001-03-07,66,2,04,A3742,5.2,58,5,,30,4.5,177,2001-05-01,5,0,01
01SH01283,1996445703,2,2001-03-07,66,2,44,T5703,12.6,62,3,,02,5.0,195,2001-04-24,5,0,01
01SH01284,1996043854,2,2001-03-07,66,2,04,A3854,7.8,60,4,,30,4.5,182,2001-05-14,2,0,01
01SH01285,1998008290,2,2001-03-07,66,2,00, 8290,7.6,62,3,,30,3.0,139,2001-05-21,2,0,01
01SH01286,1999046600,2,2001-03-07,66,2,04,A6600,5.4,60,4,,30,2.0,134,2001-05-14,2,0,01
01SH01287,1999046338,2,2001-03-07,66,2,04,A6338,5.2,60,4,,30,2.0,149,2001-05-07,1,0,01
01SH01288,1998045217,2,2001-03-07,66,2,04,A5217,7.0,58,5,,30,3.0,161,2001-04-30,2,0,01
01SH01289,1995042075,2,2001-03-07,66,2,04,A2075,5.8,62,3,,30,6.0,155,2001-04-24,A,0,01
01SH01290,1996445473,2,2001-03-07,66,2,44,T5473,8.4,62,3,,02,5.0,184,2001-04-30,2,0,01
01SH01291,1997044423,2,2001-03-07,66,2,04,A4423,7.8,62,3,,30,4.0,184,2001-05-18,5,0,01
01SH01292,1998045952,2,2001-03-07,66,2,04,A5952,6.8,58,5,,30,2.5,172,2001-05-07,1,0,01
01SH01293,1996445668,2,2001-03-07,66,2,44,T5668,9.4,60,4,BAND2 NO CARD,02,5.0,148,2001-04-30,1,0,01
01SH01294,1998008443,2,2001-03-07,66,2,00, 8443,8.2,58,5,,30,3.0,158,2001-04-30,1,0,01
01SH01295,1999046734,2,2001-03-07,66,2,04,A6734,6.6,58,5,,30,2.0,141,2001-04-30,2,0,01
01SH01296,1994041205,2,2001-03-07,66,2,04,A1205,7.6,62,3,,30,7.0,169,2001-05-14,2,0,01
01SH01297,1997044111,2,2001-03-07,66,2,04,A4111,8.2,58,5,,30,4.0,159,2001-05-07,1,0,01
01SH01298,1998446978,2,2001-03-07,66,2,44,T6978,9.6,60,4,,02,3.0,144,2001-05-07,1,0,01
01SH01299,1998045936,2,2001-03-07,66,2,04,A5936,8.0,60,4,,30,2.5,137,2001-04-30,2,0,01
01SH01300,1999090844,2,2001-03-07,66,2,09,90844,6.4,62,3,,30,2.0,135,2001-04-30,1,0,01
01SH01301,1995444682,2,2001-03-07,66,2,44,T4682,8.4,62,3,,02,6.0,166,2001-05-07,1,0,01
01SH01302,1994444275,2,2001-03-07,66,2,44,T4275,9.2,60,4,,02,7.0,163,2001-05-07,1,0,01
01SH01303,1996445240,2,2001-03-07,66,2,44,T5240,10.6,58,5,,02,5.0,186,2001-05-21,3,0,01
01SH01304,1996445515,2,2001-03-07,66,2,44,T5515,9.2,62,3,,02,5.0,198,2001-04-30,2,0,01
01SH01305,1994444262,2,2001-03-07,66,2,44,T4262,7.0,62,3,,02,7.0,166,2001-05-07,1,0,01
01SH01306,1996043300,2,2001-03-07,66,2,04,A3300,5.2,60,4,SHORT STAPLE,30,5.0,172,2001-05-07,1,0,01
01SH01307,1998045370,2,2001-03-07,66,2,04,A5370,7.8,60,4,,30,3.0,161,2001-05-07,1,0,01
01SH01308,1996445201,2,2001-03-07,66,2,44,T5201,10.0,62,3,,02,5.0,212,2001-05-07,1,0,01
01SH01309,1997044176,2,2001-03-07,66,2,04,A4176,6.2,56,6,,71,4.0,158,2001-04-30,2,0,01
01SH01310,1997044697,2,2001-03-07,66,2,04,A4697,8.2,60,4,,30,4.0,169,2001-04-24,X,0,01
01SH01311,1999090743,2,2001-03-07,66,2,09,90743,7.0,60,4,,30,2.0,158,2001-05-21,3,0,01
01SH01312,1995444779,2,2001-03-07,66,2,44,T4779,10.2,60,4,,02,6.0,164,2001-05-01,X,0,01
01SH01313,1997044462,2,2001-03-07,66,2,04,A4462,5.8,60,4,,30,4.0,167,2001-04-24,5,0,01
01SH01314,1996445502,2,2001-03-07,66,2,44,T5502,10.6,60,4,,02,5.0,186,2001-05-07,1,0,01
01SH01315,1995042759,2,2001-03-07,66,2,04,A2759,8.2,60,4,,30,5.5,0,,*,0,01
01SH01316,1999046435,2,2001-03-07,66,2,04,A6435,7.6,56,6,,30,2.0,164,2001-04-30,1,0,01
01SH01317,1999090333,2,2001-03-07,66,2,09,90333,8.4,58,5,,30,2.0,172,2001-04-30,1,0,01
01SH01318,1997044467,2,2001-03-07,66,2,04,A4467,8.0,58,5,,30,4.0,165,2001-05-07,1,0,01
01SH01319,1996043932,2,2001-03-07,66,2,04,A3932,6.6,60,4,,30,4.5,163,2001-05-21,2,0,01
01SH01320,1997445997,2,2001-03-07,66,2,44,T5997,8.6,60,4,,02,4.0,141,2001-05-14,2,0,01
01SH01321,1995042128,2,2001-03-07,66,2,04,A2128,8.4,60,4,,30,6.0,158,2001-04-30,2,0,01
01SH01322,1994444239,2,2001-03-07,66,2,44,T4239,8.0,60,4,,02,7.0,121,2001-05-24,3,0,01
01SH01323,1995042544,2,2001-03-07,66,2,04,A2544,8.2,58,5,,30,6.0,160,2001-04-30,2,0,01
01SH01324,1999046235,2,2001-03-07,66,2,04,A6235,5.2,58,5,,30,2.0,131,2001-04-30,2,0,01
01SH01325,1999447219,2,2001-03-07,66,2,44,T7219,8.8,60,4,,02,2.0,182,2001-05-14,2,0,01
01SH01326,1995444830,2,2001-03-07,66,2,44,T4830,9.6,60,4,,02,6.0,174,2001-05-01,5,0,01
01SH01327,1996445205,2,2001-03-07,66,2,44,T5205,7.4,62,3,,02,5.0,157,2001-04-24,5,0,01
01SH01328,1997044327,2,2001-03-07,66,2,04,A4327,6.2,62,3,SHORT STAPLE,30,4.0,109,2001-04-30,2,0,01
01SH01329,1995041927,2,2001-03-07,66,2,04,A1927,6.0,58,5,,30,6.0,150,2001-05-07,1,0,01
01SH01330,1999046295,2,2001-03-07,66,2,04,A6295,8.2,58,5,,30,2.0,181,2001-05-14,2,0,01
01SH01331,1997044899,2,2001-03-07,66,2,04,A4899,7.2,60,4,,30,3.5,148,2001-04-23,2,0,01
01SH01332,1996445496,2,2001-03-07,66,2,44,T5496,9.4,60,4,,02,5.0,190,2001-05-14,2,0,01
01SH01333,1997044269,2,2001-03-07,66,2,04,A4269,8.2,54,7,,71,4.0,150,2001-04-30,1,0,01
01SH01334,1998446686,2,2001-03-07,66,2,44,T6686,13.0,60,4,,02,3.0,172,2001-05-14,2,0,01
01SH01335,1999447544,2,2001-03-07,66,2,44,T7544,8.8,62,3,,02,2.0,129,2001-05-14,2,0,01
01SH01336,1998008724,2,2001-03-07,66,2,00, 8724,8.0,60,4,,30,3.0,121,2001-04-30,2,0,01
01SH01337,1994444510,2,2001-03-07,66,2,44,T4510,8.6,60,4,,02,7.0,163,2001-05-07,1,0,01
01SH01338,1996043789,2,2001-03-07,66,2,04,A3789,8.4,58,5,,30,4.5,167,2001-05-14,2,0,01
01SH01339,1997044415,2,2001-03-07,66,2,04,A4415,6.0,56,6,,30,4.0,207,2001-05-21,2,0,01
01SH01340,1994041629,2,2001-03-07,66,2,04,A1629,5.8,60,4,,30,6.5,146,2001-05-21,2,0,01
01SH01341,1998045680,2,2001-03-07,66,2,04,A5680,7.8,56,6,,30,3.0,165,2001-04-30,1,0,01
01SH01342,1999046254,2,2001-03-07,66,2,04,A6254,6.0,62,3,,30,2.0,155,2001-05-07,1,0,01
