UID,ID9,YR,BRD,ETAG,ID_COW,SEX,LINE,SPWT,KGWT,GRFL,GRADE,FLGR1,RMK,DAYSH,SHDAY,WTDAY,BAND,L,YEAR,STM,AGE
95SH00610, 92102548,92,10,S2548, 9515,2,18,126,3.4,7.5,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00611, 90634661,90,63,K4661, 4505,2,68,148,4.8,10.6,54,7,,75,1995-03-16,,3,,95,06,5.0
95SH00612, 93003434,93,00, 3434, 5107,2,00,114,4.7,10.4,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00613, 91635332,91,63,K5332, 1056,2,68,114,3.4,7.5,58,5,,75,1995-03-16,,3,,95,06,4.0
95SH00614, 93103949,93,10,S3949, 9018,2,18,110,3.8,8.4,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00615, 91635715,91,63,K5715, 1514,2,68,161,4.6,10.1,56,6,,75,1995-03-16,,3,,95,06,4.0
95SH00616, 93103837,93,10,S3837, 5112,2,18,146,2.8,6.2,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00617, 93103954,93,10,S3954, 1026,2,18,103,4.0,8.8,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00618, 90441677,90,44,T1677, 4610,2,48,129,3.0,6.6,60,4,,75,1995-03-16,,3,,95,02,4.5
95SH00619, 89100090,89,10,S0090,   12,2,18,142,4.0,8.8,62,3,,75,1995-03-16,,3,,95,07,6.0
95SH00620, 91442384,91,44,T2384, 5089,2,48,182,4.6,10.1,60,4,,75,1995-03-16,,3,,95,02,4.0
95SH00621, 91635746,91,63,K5746,   19,2,68,150,4.2,9.3,54,7,,75,1995-03-16,,3,,95,06,4.0
95SH00622, 89633903,89,63,K3903,  104,2,68,175,3.6,7.9,56,6,,75,1995-03-16,,3,,95,06,6.0
95SH00623, 93103985,93,10,S3985, 2008,2,18,116,3.7,8.2,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00624, 93444103,93,44,T4103, 1543,2,48,137,4.2,9.3,60,4,,75,1995-03-16,,3,,95,02,2.0
95SH00625, 89440574,89,44,T0574, 1525,2,48,150,3.6,7.9,56,6,,75,1995-03-16,,3,,95,02,6.0
95SH00626, 93104110,93,10,S4110, 1509,2,18,118,4.4,9.7,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00627, 92636612,92,63,K6612,   44,2,00,169,4.1,9.0,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00628, 93104176,93,10,S4176,   17,2,18,119,4.2,9.3,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00629, 89199579,89,19,S9579, 9060,2,18,133,3.6,7.9,60,4,,75,1995-03-16,,3,,95,07,6.0
95SH00630, 93003142,93,00, 3142, 1033,2,00,102,4.7,10.4,60,4,,75,1995-03-16,,3,,95,00,2.0
95SH00631, 91101817,91,10,S1817, 2086,2,18,168,4.4,9.7,58,5,,75,1995-03-16,,3,,95,07,4.0
95SH00632, 93104152,93,10,S4152, 9034,2,18,123,4.9,10.8,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00633, 91441989,91,44,T1989,   43,2,48,150,4.4,9.7,58,5,,75,1995-03-16,,3,,95,02,4.0
95SH00634, 91442199,91,44,T2199, 4518,2,48,191,4.9,10.8,58,5,,75,1995-03-16,,3,,95,02,4.0
95SH00635, 93003231,93,00, 3231, 2528,2,00,135,4.4,9.7,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00636, 92103180,92,10,S3180, 9081,2,18,143,4.3,9.5,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00637, 93104134,93,10,S4134,  510,2,18,115,3.5,7.7,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00638, 88439573,88,43,T9573, 5059,2,48,147,3.4,7.5,58,5,,75,1995-03-16,,3,,95,02,7.0
95SH00639, 90441641,90,44,T1641, 5075,2,48,142,4.6,10.1,60,4,,75,1995-03-16,,3,,95,02,4.5
95SH00640, 92102868,92,10,S2868, 2056,2,18,156,4.4,9.7,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00641, 93444010,93,44,T4010, 5511,2,48,113,4.6,10.1,60,4,,75,1995-03-16,,3,,95,02,2.0
95SH00642, 91441988,91,44,T1988, 2026,2,48,159,4.4,9.7,58,5,,75,1995-03-16,,3,,95,02,4.0
95SH00643, 89440800,89,44,T0800, 5536,2,48,167,3.4,7.5,58,5,,75,1995-03-16,,3,,95,02,6.0
95SH00644, 93003360,93,00, 3360, 2051,2,00,122,5.4,11.9,54,7,,75,1995-03-16,,3,,95,00,2.0
95SH00645, 92442732,92,44,T2732, 5510,2,48,156,4.8,10.6,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00646, 93103800,93,10,S3800, 5518,2,18,137,4.5,9.9,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00647, 92443193,92,44,T3193, 2081,2,48,140,4.4,9.7,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00648, 93103919,93,10,S3919, 1077,2,18,123,2.6,5.7,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00649, 93104011,93,10,S4011, 4527,2,18,128,4.2,9.3,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00650, 93003416,93,00, 3416, 5036,2,00,111,4.8,10.6,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00651, 91101493,91,10,S1493, 4609,2,18,163,3.6,7.9,62,3,,75,1995-03-16,,3,,95,07,4.0
95SH00652, 93104051,93,10,S4051, 1049,2,18,114,3.3,7.3,62,3,,75,1995-03-16,,3,,95,07,2.0
95SH00653, 91441958,91,44,T1958,  523,2,48,130,2.5,5.5,60,4,,75,1995-03-16,,3,,95,02,4.0
95SH00654, 89199884,89,19,S9884, 5528,2,18,141,3.4,7.5,64,2,,75,1995-03-16,,3,,95,07,6.0
95SH00655, 92442723,92,44,T2723, 5082,2,48,157,3.3,7.3,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00656, 93003211,93,00, 3211, 5032,2,00,120,4.6,10.1,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00657, 92443507,92,44,T3507, 5033,2,48,162,3.5,7.7,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00658, 93104219,93,10,S4219, 5051,2,18,112,4.0,8.8,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00659, 92442952,92,44,T2952, 2514,2,48,167,4.8,10.6,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00660, 92102404,92,10,S2404, 1064,2,18,152,4.4,9.7,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00661, 92102842,92,10,S2842, 5513,2,18,137,3.1,6.8,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00662, 92442733,92,44,T2733, 1058,2,48,143,3.5,7.7,56,6,,75,1995-03-16,,3,,95,02,3.0
95SH00663, 90441426,90,44,T1426, 4009,2,48,162,3.4,7.5,58,5,,75,1995-03-16,,3,,95,02,5.0
95SH00664, 91101977,91,10,S1977, 4567,2,18,161,4.5,9.9,58,5,,75,1995-03-16,,3,,95,07,4.0
95SH00665, 89199774,89,19,S9774, 9068,2,18,140,4.0,8.8,58,5,,75,1995-03-16,,3,,95,07,6.0
95SH00666, 89100041,89,10,S0041, 4023,2,18,155,3.0,6.6,60,4,,75,1995-03-16,,3,,95,07,6.0
95SH00667, 93104206,93,10,S4206, 2063,2,18,126,4.6,10.1,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00668, 92442984,92,44,T2984, 4551,2,48,155,3.1,6.8,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00669, 93103956,93,10,S3956,  511,2,18,101,3.6,7.9,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00670, 88198874,88,19,S8874, 5119,2,18,145,2.7,6.0,58,5,,75,1995-03-16,,3,,95,07,7.0
95SH00671, 92103129,92,10,S3129,   10,2,18,147,4.1,9.0,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00672, 92443279,92,44,T3279, 2544,2,48,174,3.6,7.9,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00673, 93104071,93,10,S4071, 1005,2,18,89,3.8,8.4,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00674, 93003119,93,00, 3119, 2525,2,00,122,5.0,11.0,56,6,,75,1995-03-16,,3,,95,00,2.0
95SH00675, 93103955,93,10,S3955, 1027,2,18,130,4.4,9.7,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00676, 93003198,93,00, 3198, 4010,2,00,99,4.4,9.7,56,6,,75,1995-03-16,,3,,95,00,2.0
95SH00677, 93003340,93,00, 3340, 5521,2,00,121,4.6,10.1,56,6,,75,1995-03-16,,3,,95,00,2.0
95SH00678, 91635603,91,63,K5603, 4593,2,68,132,4.8,10.6,58,5,,75,1995-03-16,,3,,95,06,4.0
95SH00679, 92102559,92,10,S2559,    8,2,18,119,2.8,6.2,62,3,,75,1995-03-16,,3,,95,07,3.0
95SH00680, 91101742,91,10,S1742,S1742,2,18,151,4.5,9.9,58,5,SPURGE,75,1995-03-16,,3,,95,07,4.0
95SH00681, 92102710,92,10,S2710, 5503,2,18,161,4.5,9.9,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00682, 91101398,91,10,S1398, 9065,2,18,131,4.4,9.7,58,5,,75,1995-03-16,,3,,95,07,4.0
95SH00683, 93444056,93,44,T4056, 5106,2,48,144,4.6,10.1,60,4,,75,1995-03-16,,3,,95,02,2.0
95SH00684, 90441374,90,44,T1374, 2038,2,48,208,3.9,8.6,60,4,,75,1995-03-16,,3,,95,02,5.0
95SH00685, 91442525,91,44,T2525, 4580,2,48,139,5.0,11.0,58,5,,75,1995-03-16,,3,,95,02,3.5
95SH00686, 93003205,93,00, 3205, 1003,2,00,107,4.2,9.3,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00687, 92443192,92,44,T3192, 5530,2,48,170,3.8,8.4,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00688, 88198763,88,19,S8763, 4608,2,18,144,3.4,7.5,58,5,,75,1995-03-16,,3,,95,07,7.0
95SH00689, 92102618,92,10,S2618, 2060,2,18,132,5.0,11.0,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00690, 91101456,91,10,S1456,   53,2,18,137,4.0,8.8,58,5,,75,1995-03-16,,3,,95,07,4.0
95SH00691, 92443046,92,44,T3046, 1512,2,48,158,4.8,10.6,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00692, 92443429,92,44,T3429, 5545,2,48,173,3.6,7.9,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00693, 92102340,92,10,S2340, 1510,2,18,139,4.0,8.8,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00694, 92443441,92,44,T3441, 9080,2,48,166,2.8,6.2,62,3,,75,1995-03-16,,3,,95,02,3.0
95SH00695, 91101531,91,10,S1531, 9084,2,18,167,4.3,9.5,60,4,,75,1995-03-16,,3,,95,07,4.0
95SH00696, 87438536,87,43,T8536, 4027,2,48,151,4.8,10.6,62,3,,75,1995-03-16,,3,,95,02,8.0
95SH00697, 93003018,93,00, 3018, 9085,2,00,114,3.9,8.6,60,4,,75,1995-03-16,,3,,95,00,2.0
95SH00698, 92103143,92,10,S3143,   46,2,18,142,4.5,9.9,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00699, 93103613,93,10,S3613, 4607,2,18,135,3.8,8.4,62,3,,75,1995-03-16,,3,,95,07,2.0
95SH00700, 91635786,91,63,K5786, 9077,2,68,139,3.6,7.9,58,5,,75,1995-03-16,,3,,95,06,4.0
95SH00701, 91635236,91,63,K5236, 5027,2,68,181,3.6,7.9,60,4,,75,1995-03-16,,3,,95,06,4.0
95SH00702, 92102477,92,10,S2477, 5013,2,18,119,4.3,9.5,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00703, 89440688,89,44,T0688, 5117,2,48,158,3.7,8.2,60,4,,75,1995-03-16,,3,,95,02,6.0
95SH00704, 93636825,93,63,K6825, 5084,2,18,154,5.7,12.6,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00705, 93104231,93,10,S4231, 1554,2,18,98,4.5,9.9,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00706, 87198312,87,19,S8312, 2537,2,18,161,3.3,7.3,58,5,,75,1995-03-16,,3,,95,07,8.0
95SH00707, 92102613,92,10,S2613,   23,2,18,97,3.4,7.5,62,3,,75,1995-03-16,,3,,95,07,3.0
95SH00708, 93104088,93,10,S4088, 1549,2,18,139,4.0,8.8,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00709, 88199296,88,19,S9296, 1513,2,18,169,4.0,8.8,62,3,,75,1995-03-16,,3,,95,07,7.0
95SH00710, 92443392,92,44,T3392, 5124,2,48,138,3.9,8.6,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00711, 93003291,93,00, 3291, 2002,2,00,146,3.9,8.6,60,4,,75,1995-03-16,,3,,95,00,2.0
95SH00712, 92443207,92,44,T3207, 9008,2,48,151,3.3,7.3,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00713, 91635724,91,63,K5724, 5548,2,68,165,5.2,11.5,56,6,,75,1995-03-16,,3,,95,06,4.0
95SH00714, 91441961,91,44,T1961, 1029,2,48,176,3.8,8.4,56,6,,75,1995-03-16,,3,,95,02,4.0
95SH00715, 93003138,93,00, 3138,  530,2,00,114,4.5,9.9,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00716, 92442894,92,44,T2894,  509,2,48,177,4.2,9.3,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00717, 87438671,87,43,T8671, 5081,2,48,110,4.4,9.7,56,6,,75,1995-03-16,,3,,95,02,8.0
95SH00718, 88439601,88,43,T9601, 9028,2,48,166,4.8,10.6,56,6,,75,1995-03-16,,3,,95,02,7.0
95SH00719, 92102405,92,10,S2405, 2020,2,18,135,5.0,11.0,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00720, 89634344,89,63,K4344, 5527,2,68,175,3.2,7.1,60,4,,75,1995-03-16,,3,,95,06,6.0
95SH00721, 88199419,88,19,S9419, 4014,2,18,135,4.4,9.7,58,5,,75,1995-03-16,,3,,95,07,7.0
95SH00722, 91102015,91,10,S2015, 2535,2,18,133,3.8,8.4,58,5,,75,1995-03-16,,3,,95,07,4.0
95SH00723, 89633947,89,63,K3947, 2013,2,68,148,4.4,9.7,58,5,,75,1995-03-16,,3,,95,06,6.0
95SH00724, 93003225,93,00, 3225, 2043,2,00,142,5.0,11.0,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00725, 91442108,91,44,T2108, 4589,2,48,156,6.6,14.6,56,6,,75,1995-03-16,,3,,95,02,4.0
95SH00726, 91635126,91,63,K5126, 9031,2,68,171,3.5,7.7,56,6,,75,1995-03-16,,3,,95,06,4.0
95SH00727, 93103900,93,10,S3900, 9063,2,18,101,3.4,7.5,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00728, 91635583,91,63,K5583, 1532,2,68,140,4.7,10.4,58,5,,75,1995-03-16,,3,,95,06,4.0
95SH00729, 90441633,90,44,T1633, 5505,2,48,161,4.0,8.8,58,5,,75,1995-03-16,,3,,95,02,5.0
95SH00730, 90441575,90,44,T1575, 5071,2,48,187,4.2,9.3,62,3,,75,1995-03-16,,3,,95,02,5.0
95SH00731, 92442991,92,44,T2991, 2061,2,48,157,4.6,10.1,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00732, 92102938,92,10,S2938, 4506,2,18,123,4.1,9.0,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00733, 89199858,89,19,S9858, 4510,2,18,120,3.0,6.6,64,2,,75,1995-03-16,,3,,95,07,6.0
95SH00734, 93443685,93,44,T3685, 4537,2,48,122,3.3,7.3,60,4,,75,1995-03-16,,3,,95,02,2.0
95SH00735, 92443142,92,44,T3142,   62,2,48,159,2.7,6.0,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00736, 93003244,93,00, 3244, 5504,2,00,132,3.9,8.6,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00737, 93003237,93,00, 3237, 5053,2,00,127,4.0,8.8,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00738, 92103165,92,10,S3165, 5118,2,18,166,3.8,8.4,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00739, 92102871,92,10,S2871, 4005,2,18,140,4.5,9.9,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00740, 93003170,93,00, 3170, 4606,2,00,97,4.4,9.7,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00741, 92103029,92,10,S3029, 5096,2,18,145,4.1,9.0,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00742, 93103537,93,10,S3537,   37,2,18,106,4.0,8.8,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00743, 92103191,92,10,S3191, 4536,2,18,120,3.8,8.4,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00744, 93104217,93,10,S4217, 9526,2,18,134,3.1,6.8,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00745, 93104211,93,10,S4211, 9029,2,18,144,4.0,8.8,62,3,,75,1995-03-16,,3,,95,07,2.0
95SH00746, 89199575,89,19,S9575, 2054,2,18,189,3.8,8.4,60,4,,75,1995-03-16,,3,,95,07,6.0
95SH00747, 92102325,92,10,S2325,   71,2,18,133,3.2,7.1,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00748, 88439893,88,43,T9893, 4528,2,48,156,4.6,10.1,58,5,,75,1995-03-16,,3,,95,02,7.0
95SH00749, 89440602,89,44,T0602, 4008,2,48,160,4.5,9.9,60,4,,75,1995-03-16,,3,,95,02,6.0
95SH00750, 93104185,93,10,S4185, 4583,2,18,102,3.4,7.5,62,3,,75,1995-03-16,,3,,95,07,2.0
95SH00751, 91101383,91,10,S1383,  505,2,18,145,4.3,9.5,58,5,,75,1995-03-16,,3,,95,07,4.0
95SH00752, 89440698,89,44,T0698, 4012,2,48,169,3.9,8.6,56,6,,75,1995-03-16,,3,,95,02,6.0
95SH00753, 93104215,93,10,S4215, 2064,2,18,117,3.7,8.2,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00754, 91101339,91,10,S1339,  571,2,18,152,4.9,10.8,58,5,,75,1995-03-16,,3,,95,07,4.0
95SH00755, 90441647,90,44,T1647, 2052,2,48,147,4.1,9.0,58,5,,75,1995-03-16,,3,,95,02,4.5
95SH00756, 92102330,92,10,S2330, 9527,2,18,151,3.3,7.3,62,3,,75,1995-03-16,,3,,95,07,3.0
95SH00757, 92103230,92,10,S3230,    4,2,00,109,3.2,7.1,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00758, 90441226,90,44,T1226, 2080,2,48,163,4.1,9.0,58,5,,75,1995-03-16,,3,,95,02,5.0
95SH00759, 93003059,93,00, 3059, 2014,2,00,133,2.7,6.0,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00760, 89199787,89,19,S9787, 1083,2,18,164,3.3,7.3,58,5,,75,1995-03-16,,3,,95,07,6.0
95SH00761, 92443050,92,44,T3050, 1031,2,48,145,5.0,11.0,62,3,,75,1995-03-16,,3,,95,02,3.0
95SH00762, 91441885,91,44,T1885, 5092,2,48,168,3.8,8.4,58,5,,75,1995-03-16,,3,,95,02,4.0
95SH00763, 93003012,93,00, 3012, 1013,2,00,113,3.8,8.4,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00764, 93103964,93,10,S3964, 5115,2,18,126,4.5,9.9,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00765, 90441161,90,44,T1161,   65,2,48,163,3.7,8.2,56,6,,75,1995-03-16,,3,,95,02,5.0
95SH00766, 91635484,91,63,K5484, 2539,2,68,175,4.8,10.6,58,5,,75,1995-03-16,,3,,95,06,4.0
95SH00767, 92102788,92,10,S2788, 5556,2,18,140,4.7,10.4,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00768, 91635282,91,63,K5282,  548,2,68,146,3.8,8.4,58,5,,75,1995-03-16,,3,,95,06,4.0
95SH00769, 91442127,91,44,T2127, 5087,2,48,166,3.3,7.3,64,2,,75,1995-03-16,,3,,95,02,4.0
95SH00770, 87439181,87,43,T9181, 5044,2,48,172,4.8,10.6,54,7,,75,1995-03-16,,3,,95,02,8.0
95SH00771, 92102739,92,10,S2739, 1526,2,18,157,4.0,8.8,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00772, 92102608,92,10,S2608, 9503,2,18,122,4.2,9.3,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00773, 88633315,88,63,K3315, 2046,2,68,168,4.5,9.9,56,6,,75,1995-03-16,,3,,95,06,7.0
95SH00774, 93003139,93,00, 3139, 1528,2,00,123,4.7,10.4,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00775, 91442517,91,44,T2517, 9058,2,48,146,4.6,10.1,60,4,,75,1995-03-16,,3,,95,02,3.5
95SH00776, 92442902,92,44,T2902, 5553,2,48,165,4.0,8.8,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00777, 91442181,91,44,T2181, 5541,2,48,166,5.8,12.8,56,6,,75,1995-03-16,,3,,95,02,4.0
95SH00778, 92636607,92,63,K6607, 4543,2,00,134,3.3,7.3,56,6,,75,1995-03-16,,3,,95,06,3.0
95SH00779, 88633498,88,63,K3498, 5101,2,68,147,3.6,7.9,56,6,,75,1995-03-16,,3,,95,06,7.0
95SH00780, 88199168,88,19,S9168, 9504,2,18,160,4.5,9.9,58,5,,75,1995-03-16,,3,,95,07,7.0
95SH00781, 93003437,93,00, 3437, 5004,2,00,118,3.0,6.6,58,5,,75,1995-03-16,,3,,95,00,2.0
95SH00782, 93104197,93,10,S4197, 1041,2,18,110,4.3,9.5,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00783, 91442000,91,44,T2000,  535,2,48,170,4.4,9.7,62,3,,75,1995-03-16,,3,,95,02,4.0
95SH00784, 93443808,93,44,T3808, 5064,2,48,110,4.0,8.8,58,5,,75,1995-03-16,,3,,95,02,2.0
95SH00785, 90441249,90,44,T1249, 1052,2,48,179,5.8,12.8,56,6,,75,1995-03-16,,3,,95,02,5.0
95SH00786, 88633545,88,63,K3545, 9009,2,68,149,5.2,11.5,56,6,,75,1995-03-16,,3,,95,06,7.0
95SH00787, 92443435,92,44,T3435,   14,2,48,149,4.1,9.0,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00788, 93103536,93,10,S3536, 9062,2,18,127,4.5,9.9,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00789, 93104079,93,10,S4079,   16,2,18,118,3.8,8.4,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00790, 92443349,92,44,T3349, 2035,2,48,146,4.2,9.3,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00791, 92102542,92,10,S2542, 9045,2,18,128,3.6,7.9,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00792, 89440644,89,44,T0644, 2066,2,48,178,3.7,8.2,60,4,,75,1995-03-16,,3,,95,02,6.0
95SH00793, 89634399,89,63,K4399, 2033,2,68,159,4.6,10.1,56,6,,75,1995-03-16,,3,,95,06,6.0
95SH00794, 92102393,92,10,S2393, 4540,2,18,118,3.8,8.4,60,4,,75,1995-03-16,,3,,95,07,3.0
95SH00795, 92443016,92,44,T3016,   30,2,48,154,3.2,7.1,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00796, 93003103,93,00, 3103, 5054,2,00,110,3.6,7.9,60,4,,75,1995-03-16,,3,,95,00,2.0
95SH00797, 88198789,88,19,S8789, 4576,2,18,132,3.4,7.5,62,3,,75,1995-03-16,,3,,95,07,7.0
95SH00798, 92443281,92,44,T3281,  515,2,48,191,4.0,8.8,60,4,,75,1995-03-16,,3,,95,02,3.0
95SH00799, 93103983,93,10,S3983, 2510,2,18,93,3.6,7.9,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00800, 91102105,91,10,S2105, 5554,2,18,138,3.6,7.9,58,5,,75,1995-03-16,,3,,95,07,4.0
95SH00801, 89633844,89,63,K3844, 9525,2,68,192,4.0,8.8,54,7,,75,1995-03-16,,3,,95,06,6.0
95SH00802, 91441832,91,44,T1832, 1557,2,48,148,4.4,9.7,58,5,,75,1995-03-16,,3,,95,02,4.0
95SH00803, 93104124,93,10,S4124, 1515,2,18,95,3.4,7.5,60,4,,75,1995-03-16,,3,,95,07,2.0
95SH00804, 88198791,88,19,S8791, 1006,2,18,132,3.2,7.1,64,2,,75,1995-03-16,,3,,95,07,7.0
95SH00805, 90441095,90,44,T1095,   32,2,48,0,3.2,7.1,60,4,,75,1995-03-16,,,,95,02,5.0
95SH00806, 91101880,91,10,S1880, 4599,2,18,143,3.5,7.7,58,5,,75,1995-03-16,,3,,95,07,4.0
95SH00807, 93003091,93,00, 3091, 9032,2,00,127,3.2,7.1,60,4,,75,1995-03-16,,3,,95,00,2.0
95SH00808, 93104045,93,10,S4045, 4559,2,18,120,4.2,9.3,62,3,,75,1995-03-16,,3,,95,07,2.0
95SH00809, 89440631,89,44,T0631, 4530,2,48,163,3.7,8.2,60,4,,75,1995-03-16,,3,,95,02,6.0
95SH00810, 90441544,90,44,T1544, 4526,2,48,185,4.6,10.1,58,5,,75,1995-03-16,,3,,95,02,5.0
95SH00811, 91101801,91,10,S1801,S1801,2,18,150,3.4,7.5,58,5,SPURGE,75,1995-03-16,,3,,95,07,4.0
95SH00812, 89440480,89,44,T0480, 1053,2,48,176,3.3,7.3,56,6,,75,1995-03-16,,3,,95,02,6.0
95SH00813, 91635690,91,63,K5690, 2532,2,68,145,4.7,10.4,58,5,,75,1995-03-16,,3,,95,06,4.0
95SH00814, 87632809,87,63,K2809, 1540,2,68,162,3.3,7.3,56,6,,75,1995-03-16,,3,,95,06,8.0
95SH00815, 92443466,92,44,T3466, 5520,2,48,151,4.5,9.9,58,5,,75,1995-03-16,,3,,95,02,3.0
95SH00816, 89634264,89,63,K4264, 4565,2,68,152,3.7,8.2,60,4,,75,1995-03-16,,3,,95,06,6.0
95SH00817, 91101951,91,10,S1951, 1502,2,18,145,3.9,8.6,58,5,,75,1995-03-16,,3,,95,07,4.0
95SH00818, 93104232,93,10,S4232, 4548,2,18,109,3.2,7.1,58,5,,75,1995-03-16,,3,,95,07,2.0
95SH00819, 92102510,92,10,S2510, 5041,2,18,142,5.4,11.9,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00820, 91102010,91,10,S2010, 5057,2,18,142,3.4,7.5,60,4,,75,1995-03-16,,3,,95,07,4.0
95SH00821, 89199748,89,19,S9748, 1536,2,18,146,3.3,7.3,62,3,,75,1995-03-16,,3,,95,07,6.0
95SH00822, 92102905,92,10,S2905,  579,2,18,130,4.3,9.5,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00823, 91101632,91,10,S1632,  517,2,18,142,5.0,11.0,60,4,,75,1995-03-16,,3,,95,07,4.0
95SH00824, 92102897,92,10,S2897, 1552,2,18,124,4.2,9.3,58,5,,75,1995-03-16,,3,,95,07,3.0
95SH00825, 93003013,93,00, 3013, 4552,2,00,126,4.4,9.7,60,4,,75,1995-03-16,,3,,95,00,2.0
95SH00826, 93003255,93,00, 3255, 9023,2,00,149,5.2,11.5,56,6,,75,1995-03-16,,3,,95,00,2.0
95SH00827, 92443427,92,44,T3427, 5514,2,48,146,5.0,11.0,56,6,,75,1995-03-16,,3,,95,02,3.0
95SH00828, 93003143,93,00, 3143, 1545,2,00,111,4.3,9.5,56,6,,75,1995-03-16,,3,,95,00,2.0
95SH00829, 93003389,93,00, 3389,   66,2,00,118,4.1,9.0,58,5,,75,1995-03-16,,3,,95,00,2.0
