UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL,NOBN
05LA00399,05,Z9315,81,97,971,Z9925,81,2.0,2,97,97,1,0,n,.,033105,90,8,3,3,11.3,6,1,X2332,82,97,97,3,105,93,,8,,ENTROPION,.,.,.,.,J,1,,1,1,2,1,0,0.0,0,0,0.0,0,B,2005-03-31,0.114,
05LA00400,05,Z9315,81,97,971,Z9925,81,2.0,2,97,97,1,0,n,.,033105,90,8,3,1,11.6,6,1,X2333,82,97,97,,0,,,,,PNEU.,.,.,.,.,J,2,,0,0,,1,1,1.0,114,1,0.0,0,B,2005-03-31,0.114,
05LA00401,05,K2644,64,68,51K,K1857,64,3.0,3,06,06,1,0,y,G,033105,90,8,3,2,13.0,1,1,K3260,64,68,06,3,109,93,,8,FACIAL DAMAGE,4TEATS,2,2,.,.,J,1,,1,1,2,1,0,0.0,0,0,0.0,0,1,2005-03-31,0.02,
05LA00402,05,K2644,64,68,51K,K1857,64,3.0,3,06,06,1,0,y,G,033105,90,8,3,3,12.4,1,1,K3261,64,68,06,,0,,,,X,,2,2,.,.,J,2,,0,0,,1,1,1.0,76,1,0.0,0,1,2005-03-31,0.02,
05LA00403,05,Z9999,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,5,2,2,13.1,5,1,X2334,82,00,20,,0,,,,,,.,.,.,.,J,1,,1,1,1,1,1,1.0,84,1,0.0,0,1,2005-03-31,0.0,
05LA00404,05,Z8789,81,97,972,Z8142,81,2.0,2,97,97,1,0,n,.,033105,90,5,3,1,15.6,6,2,X2335,82,97,97,,0,,,,,NICE LAMB,.,.,.,.,J,1,,1,1,1,1,1,1.0,118,1,0.0,0,B,2005-03-31,0.029,
05LA00405,05,X0038,82,00,56K,K2595,64,2.0,2,80,06,1,7,y,N,033105,90,8,3,3,13.3,1,1,X2336,82,00,86,,0,,,,,,.,.,.,RN,J,1,,1,1,2,1,1,1.0,104,1,0.0,0,3,2005-03-31,0.0,
05LA00406,05,X0038,82,00,56K,K2595,64,2.0,2,80,06,1,7,y,N,033105,90,8,3,2,10.9,4,1,X2337,82,00,86,,0,,,,,,.,.,.,RN,J,2,,0,0,,1,1,1.0,96,1,0.0,0,3,2005-03-31,0.0,
05LA00407,05,H1135,05,83,e11,H0571,05,1.0,1,30,30,4,0,y,M,033105,90,8,2,3,8.0,1,1,H1416,05,88,30,,0,,,,,,.,.,.,.,J,1,,1,1,2,1,1,1.0,63,1,0.0,0,1,2005-03-31,0.053,
05LA00408,05,H1135,05,83,e11,H0571,05,1.0,1,30,30,4,0,y,M,033105,90,8,2,3,7.3,1,1,H1417,05,88,30,,0,,,,,,.,.,.,.,J,2,,0,0,,1,1,1.0,67,1,0.0,0,1,2005-03-31,0.053,
05LA00409,05,X0328,82,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,8,3,3,8.5,5,1,X2338,82,00,20,,0,,,,,,.,.,.,.,J,1,,1,1,2,1,1,1.0,80,1,0.0,0,1,2005-03-31,0.0,
05LA00410,05,X0328,82,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,8,3,3,9.8,5,1,X2339,82,00,20,,0,,,,,,.,.,.,.,J,2,,0,0,,1,1,1.0,79,1,0.0,0,1,2005-03-31,0.0,
05LA00411,05,00534,00,68,56K,K2595,64,5.0,5,06,06,1,0,n,G,033105,90,7,4,1,8.8,1,1,K3262,64,68,06,6,90,86,H1415,+,BIG BAG LTS,PARESIS,.,.,.,.,J,1,,1,1,2,1,0,0.5,0,0,0.0,0,1,2005-03-31,0.016,
05LA00412,05,00534,00,68,56K,K2595,64,5.0,5,06,06,1,0,n,G,033105,90,7,4,2,7.5,1,1,,,68,06,1,90,44,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,1,2005-03-31,0.016,
05LA00413,05,T6576,44,42,66T,T9685,44,7.0,7,02,02,1,0,n,M,033105,90,8,3,3,7.4,1,1,T0273,45,48,02,6,120,40,,,,WEAK LAMB,.,.,.,.,J,1,,1,1,2,1,0,0.0,0,1,0.0,0,1,2005-03-31,0.048,
05LA00414,05,T6576,44,42,66T,T9685,44,7.0,7,02,02,1,0,n,M,033105,90,8,3,2,10.2,1,1,T0274,45,48,02,,0,,,,,,.,.,.,.,J,2,,0,0,,1,1,1.0,76,1,0.0,0,1,2005-03-31,0.048,
05LA00415,05,H0871,05,83,e12,P0098,05,1.0,1,30,30,4,0,y,M,033105,90,2,2,2,6.1,1,1,,,88,30,0,90,27,R5246,+,RP,,.,.,.,.,Y,1,,1,1,2,0,0,0.5,0,0,0.0,0,1,2005-03-31,0.038,
05LA00416,05,H0871,05,83,e12,P0098,05,1.0,1,30,30,4,0,y,M,033105,90,2,2,2,6.8,1,1,,,88,30,0,90,27,,,,,.,.,.,.,Y,2,,0,0,,0,0,0.0,0,0,0.0,0,1,2005-03-31,0.038,
05LA00417,05,K1824,64,68,57K,K2771,64,4.0,4,06,06,1,0,y,G,033105,90,5,4,2,12.6,1,1,K3263,64,68,06,,0,,,,,4TEATS,.,.,.,.,Y,1,,1,1,1,1,1,1.0,112,1,0.0,0,1,2005-03-31,0.054,
05LA00418,05,Z9537,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,8,3,2,11.3,5,1,X2340,82,00,20,,0,,,,,,.,.,.,.,Y,1,,1,1,2,1,1,1.0,71,1,0.0,0,1,2005-03-31,0.0,
05LA00419,05,Z9537,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,8,3,3,11.9,5,1,X2341,82,00,20,,0,,,,,,.,.,.,.,Y,2,,0,0,,1,1,1.0,76,1,0.0,0,1,2005-03-31,0.0,
05LA00420,05,K2306,64,00,000,T0000,44,3.0,3,05,02,1,2,y,X,033105,90,5,3,2,9.3,1,1,X2342,82,00,03,,0,,,,,,.,.,.,.,Y,1,,1,1,1,1,1,1.0,93,1,0.0,0,1,2005-03-31,0.0,
05LA00421,05,R4270,11,18,e.8,R3819,11,1.0,1,07,07,4,0,y,M,033105,90,6,2,2,7.8,1,1,R5243,11,18,07,6,90,27,,,,WEAK IMM.,.,.,.,.,Y,1,,1,1,2,1,0,0.0,0,0,0.0,0,1,2005-03-31,0.037,
05LA00422,05,R4270,11,18,e.8,R3819,11,1.0,1,07,07,4,0,y,M,033105,90,6,2,2,7.8,1,1,,,18,07,0,90,27,T0269,+,,,.,.,.,.,Y,2,,0,0,,0,0,0.5,0,0,0.0,0,1,2005-03-31,0.037,
05LA00423,05,Z9195,81,00,973,Z8655,81,2.0,2,33,97,1,7,y,N,033105,90,8,3,3,10.2,5,1,X2343,82,00,83,6,104,19,,8,,19/47,2,2,.,RN,Y,1,,1,1,2,1,0,0.0,0,0,0.0,0,3,2005-03-31,0.0,
05LA00424,05,Z9195,81,00,973,Z8655,81,2.0,2,33,97,1,7,y,N,033105,90,8,3,3,8.8,5,1,X2344,82,00,83,,0,,,,,,2,2,.,RN,Y,2,,0,0,,1,1,1.0,83,1,0.0,0,3,2005-03-31,0.0,
05LA00425,05,K2745,64,68,56K,K2595,64,3.0,3,06,06,1,0,y,G,033105,90,8,4,2,10.3,1,1,K3264,64,68,06,,0,,,,,,.,.,.,.,Y,1,,1,1,2,1,1,1.0,81,1,0.0,0,1,2005-03-31,0.04,
05LA00426,05,K2745,64,68,56K,K2595,64,3.0,3,06,06,1,0,y,G,033105,90,8,4,3,10.3,1,1,K3265,64,68,06,,0,,,,,PNEU.,.,.,.,.,Y,2,,0,0,,1,1,1.0,74,1,0.0,0,1,2005-03-31,0.04,
05LA00427,05,Z9425,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,8,3,3,11.0,5,1,X2345,82,00,20,,0,,,,,,.,.,.,.,Y,1,,1,1,2,1,1,1.0,84,1,0.0,0,1,2005-03-31,0.0,
05LA00428,05,Z9425,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,8,3,3,10.8,5,1,X2346,82,00,20,,0,,,,,,.,.,.,.,Y,2,,0,0,,1,1,1.0,86,1,0.0,0,1,2005-03-31,0.0,
05LA00429,05,Z9417,81,00,972,Z8142,81,2.0,2,33,97,1,7,y,N,033105,90,8,2,2,10.5,5,1,X2347,82,00,83,3,91,93,,8,,,.,.,.,RN,Y,1,,1,1,2,1,0,0.0,0,0,0.0,0,3,2005-03-31,0.0,
05LA00430,05,Z9417,81,00,972,Z8142,81,2.0,2,33,97,1,7,y,N,033105,90,8,2,3,12.5,5,1,X2348,82,00,83,,0,,,,,,.,.,.,RN,Y,2,,0,0,,1,1,1.0,117,1,0.0,0,3,2005-03-31,0.0,
05LA00431,05,Z8750,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,8,4,3,10.6,5,1,X2349,82,00,20,,0,,,,,,.,.,.,.,Y,1,,1,1,2,1,1,1.0,87,1,0.0,0,1,2005-03-31,0.0,
05LA00432,05,Z8750,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,8,4,2,11.0,5,1,X2350,82,00,20,,0,,,,,,.,.,.,.,Y,2,,0,0,,1,1,1.0,80,1,0.0,0,1,2005-03-31,0.0,
05LA00433,05,T7153,44,ID,41T,T9608,44,6.0,6,02,02,1,I,n,I,033105,90,7,3,2,10.2,1,1,T0275,45,ID,02,,0,,,,L.EYE GONE !,,.,.,.,.,Y,1,,1,1,2,1,1,1.0,91,1,0.0,0,H,2005-03-31,0.011,
05LA00434,05,T7153,44,ID,41T,T9608,44,6.0,6,02,02,1,I,n,I,033105,90,7,3,2,12.1,1,1,,,ID,02,1,90,44,,,,,.,.,.,.,Y,2,,0,0,,0,0,0.0,0,0,0.0,0,H,2005-03-31,0.011,
05LA00435,05,H1069,05,83,e12,P0098,05,1.0,1,30,30,4,0,y,M,033105,90,2,0,.,0.0,1,1,,,88,30,0,90,27,,,EMACIATED CLA,,.,.,.,.,J,1,,1,1,2,0,0,0.0,0,0,0.0,0,*,2005-03-31,0.035,
05LA00436,05,H1069,05,83,e12,P0098,05,1.0,1,30,30,4,0,y,M,033105,90,2,0,.,0.0,1,1,,,88,30,0,90,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,*,2005-03-31,0.035,
05LA00437,05,K3013,64,68,e.3,K2842,64,1.0,1,06,06,4,0,y,G,033105,90,8,2,3,7.9,1,1,K3266,64,68,06,,0,,,,,,.,.,.,.,Y,1,,1,1,2,1,1,1.0,76,1,0.0,0,1,2005-03-31,0.04,
05LA00438,05,K3013,64,68,e.3,K2842,64,1.0,1,06,06,4,0,y,G,033105,90,8,2,3,7.8,1,1,K3267,64,68,06,,0,,R1162,-,,WEAK LAMB,.,.,.,.,Y,2,,0,0,,1,1,0.5,83,1,0.0,0,1,2005-03-31,0.04,
05LA00439,05,R1162,11,13,000,T0000,44,5.0,5,43,02,1,2,y,X,033105,90,6,2,2,7.3,1,1,R5244,11,00,01,6,90,27,K3267,+,THIN RP,WEAK IMM.,.,.,.,.,Y,1,,1,1,2,1,0,0.5,0,0,0.0,0,1,2005-03-31,0.0,
05LA00440,05,R1162,11,13,000,T0000,44,5.0,5,43,02,1,2,y,X,033105,90,6,2,.,0.0,1,1,,,00,01,0,90,27,,,,BLOB,.,.,.,.,Y,2,,0,0,,0,0,0.0,0,0,0.0,0,1,2005-03-31,0.0,
05LA00441,05,X0352,82,00,55K,K1683,64,2.0,2,80,06,1,7,y,N,033105,90,8,3,2,10.3,1,1,X2351,82,00,86,,0,,,,,,.,.,.,RN,Y,1,,1,1,2,1,1,1.0,84,1,0.0,0,3,2005-03-31,0.0,
05LA00442,05,X0352,82,00,55K,K1683,64,2.0,2,80,06,1,7,y,N,033105,90,8,3,2,11.9,1,1,X2352,82,00,86,,0,,,,,,.,.,.,RN,Y,2,,0,0,,1,1,1.0,95,1,0.0,0,3,2005-03-31,0.0,
05LA00443,05,T9292,44,42,62T,T9593,44,3.0,3,02,02,1,7,y,S,033105,90,8,4,3,11.8,1,1,T0276,45,48,02,,0,,,,,,.,.,.,SPG,Y,1,,1,1,2,1,1,1.0,86,1,0.0,0,S,2005-03-31,0.006,
05LA00444,05,T9292,44,42,62T,T9593,44,3.0,3,02,02,1,7,y,S,033105,90,8,4,3,12.7,1,1,T0277,45,48,02,,0,,,,,,.,.,.,SPG,Y,2,,0,0,,1,1,1.0,87,1,0.0,0,S,2005-03-31,0.006,
05LA00445,05,T8970,44,ID,43T,T8296,44,3.0,3,02,02,1,I,y,I,033105,90,5,3,2,12.2,1,1,T0278,45,ID,02,,0,,,,,,.,.,.,.,Y,1,,1,1,1,1,1,1.0,84,1,0.0,0,1,2005-03-31,0.019,
05LA00446,05,Z9633,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,8,2,3,6.8,5,1,X2353,82,00,20,3,91,93,,8,,WEAK LAMB,.,.,.,.,Y,1,,1,1,2,1,0,0.0,0,0,0.0,0,1,2005-03-31,0.0,
05LA00447,05,Z9633,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,8,2,2,7.2,5,1,X2354,82,00,20,,0,,,,,WEAK LAMB,.,.,.,.,Y,2,,0,0,,1,1,1.0,96,1,0.0,0,1,2005-03-31,0.0,
05LA00448,05,Z5592,81,97,971,Z9925,81,6.0,6,97,97,1,0,n,.,033105,90,8,4,1,13.6,6,1,X2355,82,97,97,,0,,,,,NICE LAMB,.,.,.,.,Y,1,,1,1,2,1,1,1.0,107,1,0.0,0,B,2005-03-31,0.047,
05LA00449,05,Z5592,81,97,971,Z9925,81,6.0,6,97,97,1,0,n,.,033105,90,8,4,1,14.3,6,1,X2356,82,97,97,,0,,,,,NICE LAMB,.,.,.,.,Y,2,,0,0,,1,1,1.0,102,1,0.0,0,B,2005-03-31,0.047,
05LA00450,05,K3158,64,68,e.3,K2842,64,1.0,1,06,06,4,0,y,G,033105,90,5,2,3,11.2,1,1,K3268,64,68,06,,0,,,,,,.,.,.,.,Y,1,,1,1,1,1,1,1.0,94,1,0.0,0,1,2005-03-31,0.034,
05LA00451,05,R4322,11,18,e.7,R3179,11,1.0,1,07,07,4,0,y,M,033105,90,8,2,2,7.9,1,1,R5245,11,18,07,6,96,19,,,,PNEU.,.,.,.,.,Y,1,,1,1,2,1,0,0.0,0,0,0.0,0,5,2005-03-31,0.058,
05LA00452,05,R4322,11,18,e.7,R3179,11,1.0,1,07,07,4,0,y,M,033105,90,8,2,2,7.0,1,1,R5246,11,18,07,,0,,H0871,-,,,.,.,.,.,Y,2,,0,0,,1,1,0.5,81,1,0.0,0,1,2005-03-31,0.058,
05LA00453,05,Z9611,81,97,971,Z9925,81,2.0,2,97,97,1,0,n,.,033105,90,8,4,1,10.0,6,1,X2357,82,97,97,7,227,97,,,LOW BAG,,.,.,.,.,Y,1,,1,1,2,1,0,0.0,0,1,0.0,0,B,2005-03-31,0.11,
05LA00454,05,Z9611,81,97,971,Z9925,81,2.0,2,97,97,1,0,n,.,033105,90,8,4,1,10.7,6,1,X2358,82,97,97,,0,,,,,,.,.,.,.,Y,2,,0,0,,1,1,1.0,93,1,0.0,0,B,2005-03-31,0.11,
05LA00455,05,R0369,11,13,000,T0000,44,6.0,6,07,02,1,2,y,X,033105,90,5,4,2,12.5,1,1,R5247,11,00,01,,0,,,,,,.,.,.,.,Y,1,,1,1,1,1,1,1.0,94,1,0.0,0,1,2005-03-31,0.0,
05LA00456,05,H0921,05,82,e11,H0571,05,1.0,1,30,30,4,0,y,M,033105,90,2,1,.,0.0,1,1,,,88,30,0,90,27,,,,,.,.,.,.,Y,1,,1,1,2,0,0,0.0,0,0,0.0,0,5,2005-03-31,0.053,
05LA00457,05,H0921,05,82,e11,H0571,05,1.0,1,30,30,4,0,y,M,033105,90,2,1,.,0.0,1,1,,,88,30,0,90,27,,,,,.,.,.,.,Y,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-03-31,0.053,
05LA00458,05, 8210,00,68,54K,K1553,64,7.0,7,06,06,1,0,n,G,033105,90,8,3,3,12.2,1,1,K3269,64,68,06,,0,,,,,,.,.,.,.,Y,1,,1,1,2,1,1,1.0,101,1,0.0,0,1,2005-03-31,0.024,
05LA00459,05, 8210,00,68,54K,K1553,64,7.0,7,06,06,1,0,n,G,033105,90,8,3,2,11.5,1,1,K3270,64,68,06,,0,,,,,,.,.,.,.,Y,2,,0,0,,1,1,1.0,93,1,0.0,0,1,2005-03-31,0.024,
05LA00460,05,T9525,44,ID,42T,T9473,44,2.0,2,02,02,1,I,y,I,033105,90,8,2,2,8.0,1,1,T0279,45,ID,02,3,119,93,,8,,SICK ICU,.,.,.,.,Y,1,,1,1,2,1,0,0.0,0,0,0.0,0,1,2005-03-31,0.023,
05LA00461,05,T9525,44,ID,42T,T9473,44,2.0,2,02,02,1,I,y,I,033105,90,8,2,3,7.5,1,1,T0280,45,ID,02,3,91,93,,8,,,.,.,.,.,Y,2,,0,0,,1,0,0.0,0,0,0.0,0,1,2005-03-31,0.023,
05LA00462,05,X0253,82,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,7,3,2,9.8,5,1,X2359,82,00,20,6,91,29,H1420,+,,DEF.SPINE,.,.,.,.,J,1,,1,1,2,1,0,0.5,0,0,0.0,0,1,2005-03-31,0.0,
05LA00463,05,X0253,82,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,7,3,3,8.8,5,1,,,00,20,1,90,44,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,1,2005-03-31,0.0,
05LA00464,05,K2898,64,68,53K,K2927,64,2.0,2,06,06,1,0,y,G,033105,90,1,3,2,9.0,1,1,,,68,06,1,90,44,X2366,+,,,.,.,.,.,J,1,,1,1,1,0,0,0.5,0,0,0.0,0,1,2005-03-31,0.036,
05LA00465,05,K0985,64,68,57K,K2771,64,6.0,6,06,06,1,0,n,G,033105,90,1,3,2,8.2,1,1,,,68,06,1,90,44,X2367,+,,,.,.,.,.,J,1,,1,1,1,0,0,0.5,0,0,0.0,0,1,2005-03-31,0.049,
05LA00466,05,T9868,44,48,e.2,T7759,44,1.0,1,02,02,4,0,y,M,033105,90,0,1,.,0.0,1,1,,,48,02,0,90,27,,,,,.,.,.,.,J,1,,1,1,1,0,0,0.0,0,0,0.0,0,5,2005-03-31,0.07,
05LA00467,05,H1336,05,82,e10,A9073,04,1.0,1,30,30,4,0,y,M,040105,91,6,1,2,6.2,1,1,H1418,05,88,30,6,91,27,,,,WEAK IMM.,.,.,.,.,J,1,,1,1,2,1,0,0.0,0,0,0.0,0,5,2005-04-01,0.057,
05LA00468,05,H1336,05,82,e10,A9073,04,1.0,1,30,30,4,0,y,M,040105,91,6,1,2,6.0,1,1,,,88,30,0,91,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,5,2005-04-01,0.057,
05LA00469,05,Z9447,81,00,971,Z9925,81,2.0,2,33,97,1,7,y,N,033105,90,8,3,3,9.7,5,1,X2360,82,00,83,,0,,,,VAG. PROLAPSE,,.,.,.,RN,J,1,,1,1,2,1,1,1.0,93,1,0.0,0,H,2005-03-31,0.0,
05LA00470,05,Z9447,81,00,971,Z9925,81,2.0,2,33,97,1,7,y,N,033105,90,8,3,3,10.3,5,1,X2361,82,00,83,,0,,,,X,,.,.,.,RN,J,2,,0,0,,1,1,1.0,90,1,0.0,0,H,2005-03-31,0.0,
05LA00471,05,X0178,82,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,033105,90,5,3,2,11.5,5,1,X2362,82,00,20,,0,,,,,,.,.,.,.,J,1,,1,1,1,1,1,1.0,99,1,0.0,0,1,2005-03-31,0.0,
05LA00472,05,K1956,64,68,55K,K1683,64,4.0,4,06,06,1,0,y,G,033105,90,5,4,1,15.2,1,1,K3271,64,68,06,,0,,,,,,.,.,.,.,J,1,,1,1,1,1,1,1.0,123,1,0.0,0,1,2005-03-31,0.041,
05LA00473,05,R2779,11,10,000,T0000,44,4.0,4,43,02,1,2,y,X,033105,90,5,3,2,15.0,1,1,R5248,11,00,01,,0,,,,,,.,.,.,.,J,1,,1,1,1,1,1,1.0,107,1,0.0,0,1,2005-03-31,0.0,
05LA00474,05,R2079,11,10,000,T0000,44,5.0,5,07,02,1,2,y,X,040105,91,8,3,2,14.0,1,1,R5249,11,00,01,,0,,,,VLTS,SCOURS,.,.,.,.,J,1,,1,1,2,1,1,1.0,104,1,0.0,0,1,2005-04-01,0.0,
05LA00475,05,R2079,11,10,000,T0000,44,5.0,5,07,02,1,2,y,X,040105,91,8,3,3,11.8,1,1,R5250,11,00,01,,0,,,,,,.,.,.,.,J,2,,0,0,,1,1,1.0,98,1,0.0,0,1,2005-04-01,0.0,
05LA00476,05,K0655,64,68,57K,K2771,64,6.0,6,06,06,1,0,n,G,040105,91,5,4,1,17.5,1,1,K3272,64,68,06,,0,,,,,,.,.,.,.,J,1,,1,1,1,1,1,1.0,131,1,0.0,0,1,2005-04-01,0.052,
05LA00477,05, 3064,30,00,51K,K1857,64,1.5,1,80,06,1,7,y,N,040105,91,8,3,2,9.5,4,1,X2363,82,00,86,,0,,,,,RESP.DX,.,.,.,RN,J,1,,1,1,2,1,1,1.0,88,1,0.0,0,3,2005-04-01,0.0,
05LA00478,05, 3064,30,00,51K,K1857,64,1.5,1,80,06,1,7,y,N,040105,91,8,3,3,12.1,5,1,X2364,82,00,86,,0,,,,,,.,.,.,RN,J,2,,0,0,,1,1,1.0,91,1,0.0,0,3,2005-04-01,0.0,
05LA00479,05,X0181,82,00,52K,K2787,64,2.0,2,80,06,1,7,y,N,040105,91,9,3,3,9.8,4,1,X2365,82,00,86,,0,,,,,SCOURS,.,.,.,RN,J,1,,1,1,3,1,1,1.0,107,1,0.0,0,3,2005-04-01,0.0,
05LA00480,05,X0181,82,00,52K,K2787,64,2.0,2,80,06,1,7,y,N,040105,91,9,3,2,6.5,3,1,X2366,82,00,86,,0,,K2898,-,,WEAK LAMB,.,.,.,RN,J,2,,0,0,,1,1,0.5,99,1,0.0,0,1,2005-04-01,0.0,
05LA00481,05,X0181,82,00,52K,K2787,64,2.0,2,80,06,1,7,y,N,040105,91,9,3,2,8.4,1,1,X2367,82,00,86,,0,,K0985,-,,,.,.,.,RN,J,3,,0,0,,1,1,0.5,91,1,0.0,0,1,2005-04-01,0.0,
05LA00482,05,R0054,11,10,37R,R3176,11,6.0,6,07,07,2,0,n,M,040105,91,9,0,.,0.0,1,1,,,18,07,0,91,27,,,DEAD CLA,,.,.,.,.,J,1,,1,1,3,0,0,0.0,0,0,0.0,0,*,2005-04-01,0.028,
05LA00483,05,R0054,11,10,37R,R3176,11,6.0,6,07,07,2,0,n,M,040105,91,9,0,.,0.0,1,1,,,18,07,0,91,27,,,,,.,.,.,.,J,2,,0,0,,0,0,0.0,0,0,0.0,0,*,2005-04-01,0.028,
05LA00484,05,R0054,11,10,37R,R3176,11,6.0,6,07,07,2,0,n,M,040105,91,9,0,.,0.0,1,1,,,18,07,0,91,27,,,,,.,.,.,.,J,3,,0,0,,0,0,0.0,0,0,0.0,0,*,2005-04-01,0.028,
05LA00485,05,X0546,82,00,972,Z8142,81,2.0,2,33,97,1,7,y,N,040105,91,8,3,3,10.5,5,1,X2368,82,00,83,,0,,,,THIN,PNEU.,.,.,.,RN,J,1,,1,1,2,1,1,1.0,75,1,0.0,0,3,2005-04-01,0.0,
05LA00486,05,X0546,82,00,972,Z8142,81,2.0,2,33,97,1,7,y,N,040105,91,8,3,3,8.8,5,1,X2369,82,00,83,,0,,,,,,.,.,.,RN,J,2,,0,0,,1,1,1.0,80,1,0.0,0,3,2005-04-01,0.0,
05LA00487,05,Z9916,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,040105,91,8,3,2,8.9,5,1,X2370,82,00,20,,0,,,,,,.,.,.,.,J,1,,1,1,2,1,1,1.0,69,1,0.0,0,1,2005-04-01,0.0,
05LA00488,05,Z9916,81,00,ZZZ,Z6389,81,2.0,2,01,97,1,0,y,X,040105,91,8,3,2,9.5,5,1,X2371,82,00,20,,0,,,,,PNEU.,.,.,.,.,J,2,,0,0,,1,1,1.0,77,1,0.0,0,1,2005-04-01,0.0,
05LA00489,05,K2837,64,68,58K,K2948,64,2.0,2,06,06,1,0,y,G,040105,91,8,3,3,9.0,1,1,K3273,64,68,06,,0,,,,,,.,.,.,.,J,1,,1,1,2,1,1,1.0,86,1,0.0,0,1,2005-04-01,0.056,
05LA00490,05,K2837,64,68,58K,K2948,64,2.0,2,06,06,1,0,y,G,040105,91,8,3,3,8.9,1,1,K3274,64,68,06,,0,,,,,,.,.,.,.,J,2,,0,0,,1,1,1.0,85,1,0.0,0,1,2005-04-01,0.056,
05LA00491,05,K2944,64,68,56K,K2595,64,2.0,2,06,06,1,0,y,G,040105,91,8,3,3,13.7,1,1,K3275,64,68,06,3,97,93,,8,,,.,.,.,.,J,1,,1,1,2,1,0,0.0,0,0,0.0,0,1,2005-04-01,0.025,
05LA00492,05,K2944,64,68,56K,K2595,64,2.0,2,06,06,1,0,y,G,040105,91,8,3,1,12.4,1,1,K3276,64,68,06,,0,,,,,,.,.,.,.,J,2,,0,0,,1,1,1.0,122,1,0.0,0,1,2005-04-01,0.025,
05LA00493,05,T8310,44,ID,42T,T9473,44,4.0,4,02,02,1,I,y,I,040105,91,5,3,3,10.0,1,1,T0281,45,ID,02,,0,,,,,,.,.,.,.,J,1,,1,1,1,1,1,1.0,75,1,0.0,0,1,2005-04-01,0.025,
05LA00494,05,K2154,64,00,000,T0000,44,3.0,3,05,02,1,2,y,X,040105,91,8,4,3,6.2,1,1,X2372,82,00,03,6,98,85,,,,85,.,.,.,.,J,1,,1,1,2,1,0,0.0,0,0,0.0,0,H,2005-04-01,0.0,
05LA00495,05,K2154,64,00,000,T0000,44,3.0,3,05,02,1,2,y,X,040105,91,8,4,3,12.3,1,1,X2373,82,00,03,,0,,,,,,.,.,.,.,J,2,,0,0,,1,1,1.0,88,1,0.0,0,H,2005-04-01,0.0,
05LA00496,05,K2653,64,68,55K,K1683,64,3.0,3,06,06,1,0,y,G,040105,91,5,4,1,15.0,1,1,K3277,64,68,06,,0,,,,,ENTROPION,.,.,.,.,J,1,,1,1,1,1,1,1.0,126,1,0.0,0,1,2005-04-01,0.033,
05LA00497,05,H0825,05,82,e11,H0571,05,1.0,1,30,30,4,0,y,M,040105,91,8,2,3,8.0,1,1,H1419,05,88,30,6,94,37,,,,PNEU.,.,.,.,.,J,1,,1,1,2,1,0,0.0,0,0,0.0,0,5,2005-04-01,0.065,
05LA00498,05,H0825,05,82,e11,H0571,05,1.0,1,30,30,4,0,y,M,040105,91,8,2,3,8.6,1,1,H1420,05,88,30,,0,,X0253,-,,SCOURS,.,.,.,.,J,2,,0,0,,1,1,0.5,76,1,0.0,0,1,2005-04-01,0.065,
05LA00499,05,X1128,82,00,e.5,04221,00,1.0,1,86,98,4,7,y,N,040105,91,5,2,2,9.8,5,1,X2374,82,00,99,,0,,,,,LIMP,.,.,.,RN,J,1,,1,1,1,1,1,1.0,104,1,0.0,0,3,2005-04-01,0.0,
