ID10,UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,BGRP,RGRP,CUT,TRT,BDAY,DAYBRN,TB,MAT,BCS,MILK,SEX,ENTR,TEAT,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,DYST,DEPTH,ABN,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,DATEBN,INBRL,APRLWT,ADAY,BAND,JUWT,JDAY
2024704347,24LA00379,24,L2724,70,A,22,L3259,70,4.0,,PC,PC,1,0,N,,032024,80,5,1,3.5,3,3,0,2,16.5,5,1,L4347,70,A,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,146,2024-03-20,0.007,61,128,H,,
2024520553,24LA00380,24,Y0318,00,,45,Y0520,00,4.0,,Kt,Kt,1,,Y,,032024,80,9,1,2.5,4,2,0,2,11.5,8,1,Y0553,52,,Kt,3,138,93,,,.,.,1,1,..,PUR,J,1,,1,1,3,1,,,,2024-03-20,0.0,29,128,H,,
2024520554,24LA00381,24,Y0318,00,,45,Y0520,00,4.0,,Kt,Kt,1,,Y,,032024,80,9,1,2.5,4,2,0,2,9.7,4,1,Y0554,52,,Kt,7,126,97,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,,,,2024-03-20,0.0,,,,,
2024520555,24LA00382,24,Y0318,00,,45,Y0520,00,4.0,,Kt,Kt,1,,Y,,032024,80,9,1,2.5,4,2,0,2,10.0,8,1,Y0555,52,,Kt,,,,,,.,.,1,1,..,PUR,J,3,,0,0,0,1,1,1.0,83,2024-03-20,0.0,28,128,H,,
2024062111,24LA00383,24,A1582,06,,43,A1761,06,2.0,,30,30,1,0,N,K,032024,80,8,2,3.0,4,1,0,3,10.8,2,1,A2111,06,,30,,,,Y0120,-,CHUNKSRS,.,1,1,..,,J,1,,1,1,2,1,1,0.5,92,2024-03-20,0.049,35,128,H,,
2024062112,24LA00384,24,A1582,06,,43,A1761,06,2.0,,30,30,1,0,N,K,032024,80,8,2,3.0,4,1,0,3,13.0,2,1,A2112,06,,30,,,,Y0120,-,"+Y0556,Y0557",.,1,1,..,,J,2,,0,0,0,1,1,0.5,104,2024-03-20,0.049,40,128,H,,
D24LA00385,24LA00385,24,S5102,12,,e9,X0000,00,1.0,,07,00,4,,Y,,032024,80,0,N,3.5,1,.,.,.,4.5,1,.,.,,,,0,80,27,,,SMBAG,.,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2024-03-20,0.0,,,,,
2024520556,24LA00386,24,Y0120,00,,44,Y0519,00,5.0,,Kt,Kt,1,,Y,K,032024,80,8,2,2.5,3,2,0,2,13.7,5,1,Y0556,52,,Kt,,,,A1582,-,"+A2111,A2112",.,1,1,..,PUR,J,1,,1,1,2,1,1,0.5,65,2024-03-20,0.0,30,127,1,,
2024520557,24LA00387,24,Y0120,00,,44,Y0519,00,5.0,,Kt,Kt,1,,Y,K,032024,80,8,2,2.5,3,2,0,2,13.3,8,1,Y0557,52,,Kt,,,,A1582,-,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,0.5,60,2024-03-20,0.0,28,127,1,,
D24LA00388,24LA00388,24,L3790,70,A,e9,X0000,00,1.0,,PC,00,4,,Y,,032024,80,0,N,3.5,1,2,.,.,7.0,5,.,.,,A,,0,80,27,,,.,.,1,1,..,OR,J,1,,1,1,1,0,0,0.0,0,2024-03-20,0.0,,,,,
2024841640,24LA00389,24,X0849,84,,e9,X0000,00,1.0,,BL,00,4,,Y,T,032024,80,8,1,2.5,4,3,2,2,10.0,5,2,X1640,84,,00,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,56,2024-03-20,0.0,26,127,W,,
2024841650,24LA00390,24,X0849,84,,e9,X0000,00,1.0,,BL,00,4,,Y,T,032024,80,8,1,2.5,4,3,0,2,10.6,9,1,X1650,84,,00,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,68,2024-03-20,0.0,26,127,1,,
2024841641,24LA00391,24,X0154,84,,BL,Z8626,83,2.0,,BL,97,1,0,Y,,032024,80,5,1,4.0,2,2,0,2,16.0,5,1,X1641,84,A,00,,,,,,.,.,1,1,..,,J,1,,1,1,1,1,1,1.0,96,2024-03-20,0.0,50,127,1,,
2024520558,24LA00392,24,Y0027,00,,44,Y0519,00,6.0,,Kt,Kt,1,,Y,K,032024,80,8,1,1.5,3,3,L,2,6.5,8,1,Y0558,52,,Kt,,,,,,.,.,1,1,..,PUR,J,1,,1,1,2,1,1,1.0,55,2024-03-20,0.0,22,128,H,,
2024520559,24LA00393,24,Y0027,00,,44,Y0519,00,6.0,,Kt,Kt,1,,Y,K,032024,80,8,1,1.5,3,2,0,2,7.6,4,1,Y0559,52,,Kt,,,,T7835,-,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,0.5,57,2024-03-20,0.0,23,127,1,,
2024704348,24LA00394,24,Z8960,83,,34,Z8655,83,3.0,,SC,T3,1,,N,,032024,80,5,1,4.0,4,3,0,2,16.0,5,2,L4348,70,,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,1,1,1,1.0,96,2024-03-20,0.0,41,128,H,,
2024062113,24LA00395,24,H9754,05,,43,A1761,06,7.0,,30,30,1,0,N,,032024,80,5,1,4.5,2,1,0,4,11.7,2,2,A2113,06,,30,,,,,,FAT,.,1,1,..,,J,1,,1,1,1,1,1,1.0,99,2024-03-20,0.044,45,127,1,,
2024704349,24LA00396,24,L3127,70,,19,L3208,70,3.0,,PC,PC,1,0,N,,032024,80,8,1,3.5,2,2,0,4,8.2,5,1,L4349,70,,PC,6,112,19,,,.,.,1,1,..,OR,J,1,,1,1,2,1,,,,2024-03-20,0.017,,,,,
2024704350,24LA00397,24,L3127,70,,19,L3208,70,3.0,,PC,PC,1,0,N,,032024,80,8,1,3.5,2,1,0,4,13.2,5,1,L4350,70,,PC,6,107,19,,,.,+Trauma,1,1,..,OR,J,2,,0,0,0,1,,,,2024-03-20,0.017,,,,,
2024704351,24LA00398,24,L3190,70,A,22,L3259,70,2.0,,PC,PC,1,0,N,,032024,80,8,1,2.0,3,1,0,2,11.4,5,1,L4351,70,A,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,99,2024-03-20,0.01,39,128,H,,
2024704352,24LA00399,24,L3190,70,A,22,L3259,70,2.0,,PC,PC,1,0,N,,032024,80,8,1,2.0,3,2,0,4,13.0,5,1,L4352,70,A,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,45,2024-03-20,0.01,25,128,H,,
2024458402,24LA00400,24,T7835,45,,46,T7956,45,3.0,,02,02,2,0,Y,K,032024,80,8,1,3.5,3,3,0,2,10.0,1,1,T8402,45,,02,3,81,93,,8,.,.,1,1,..,,J,1,,1,1,2,1,0,0.0,0,2024-03-20,0.025,,,,,
2024458403,24LA00401,24,T7835,45,,46,T7956,45,3.0,,02,02,2,0,Y,K,032024,80,8,1,3.5,3,3,0,2,10.5,1,2,T8403,45,,02,,,,Y0559,+,.,.,1,1,..,,J,2,,0,0,0,1,1,1.5,81,2024-03-20,0.025,30,127,1,,
2024841642,24LA00402,24,X0016,84,,35,Z7663,83,2.0,,LR,TS,1,0,Y,,032024,80,8,1,2.0,3,3,0,2,12.4,5,1,X1642,84,A,00,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,77,2024-03-20,0.0,37,127,1,,
2024841643,24LA00403,24,X0016,84,,35,Z7663,83,2.0,,LR,TS,1,0,Y,,032024,80,8,1,2.0,3,2,0,2,12.6,5,1,X1643,84,A,00,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,68,2024-03-20,0.0,36,127,1,,
2024062114,24LA00404,24,A1921,06,,e2,A1585,06,1.0,,30,30,4,,Y,,032024,80,5,1,3.5,3,3,0,2,7.6,1,1,A2114,06,,30,,,,,,.,.,1,1,..,,J,1,,1,1,1,1,1,1.0,65,2024-03-20,0.07,30,127,1,,
D24LA00405,24LA00405,24,K5554,64,,e9,X0000,00,1.0,,06,00,4,,Y,,032024,80,0,N,4.0,0,.,.,.,1.0,.,.,.,,,,0,80,27,,,.,MUMMY,1,1,..,,J,1,,1,1,1,0,0,0.0,0,2024-03-20,0.0,,,,,
2024704353,24LA00406,24,L2640,70,A,29,L3531,70,4.0,,PC,PC,1,0,N,,032124,81,8,1,3.5,4,2,0,3,15.2,5,1,L4353,70,A,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,83,2024-03-21,0.003,37,128,H,,
2024704354,24LA00407,24,L2640,70,A,29,L3531,70,4.0,,PC,PC,1,0,N,,032124,81,8,1,3.5,4,1,0,2,14.1,5,1,L4354,70,A,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,69,2024-03-21,0.003,35,128,H,,
2024520560,24LA00408,24,Y0279,52,,45,Y0520,00,2.0,,Kt,Kt,1,,Y,,032124,81,8,1,2.5,2,3,0,2,11.2,8,1,Y0560,52,,Kt,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,61,2024-03-21,0.0,26,127,1,,
2024520561,24LA00409,24,Y0279,52,,45,Y0520,00,2.0,,Kt,Kt,1,,Y,,032124,81,8,1,2.5,2,3,0,2,10.7,8,1,Y0561,52,,Kt,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,57,2024-03-21,0.0,25,127,1,,
2024841644,24LA00410,24,Z9852,83,A,13,Z9862,83,2.0,,97,97,1,0,N,,032124,81,8,1,2.0,3,1,0,2,11.6,6,1,X1644,84,A,97,,,,,,CHUNKSLS,.,1,1,..,RPR,J,1,,1,1,2,1,1,1.0,107,2024-03-21,0.023,42,129,H,,
2024841645,24LA00411,24,Z9852,83,A,13,Z9862,83,2.0,,97,97,1,0,N,,032124,81,8,1,2.0,3,2,0,2,9.4,6,1,X1645,84,A,97,,,,,,.,.,1,1,..,RPR,J,2,,0,0,0,1,1,1.0,72,2024-03-21,0.023,35,129,H,,
2024841646,24LA00412,24,Z6816,83,A,5,X0274,84,5.0,,97,97,1,0,N,,032124,81,5,1,4.0,3,3,0,2,15.7,6,1,X1646,84,A,97,,,,,,.,.,1,1,..,PUR,J,1,,1,1,1,1,1,1.0,121,2024-03-21,0.024,58,128,H,,
2024520562,24LA00413,24,Y0114,00,,44,Y0519,00,6.0,,Kt,Kt,1,,Y,,032124,81,8,1,2.5,3,1,0,2,12.1,2,1,Y0562,52,,Kt,,,,,,.,.,1,1,..,PUR,J,1,,1,1,2,1,1,1.0,78,2024-03-21,0.0,28,128,H,,
2024520563,24LA00414,24,Y0114,00,,44,Y0519,00,6.0,,Kt,Kt,1,,Y,,032124,81,8,1,2.5,3,3,0,2,11.5,5,1,Y0563,52,,Kt,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,1.0,82,2024-03-21,0.0,30,128,H,,
2024841647,24LA00415,24,X0091,84,A,14,Z9993,83,2.0,,97,97,1,,N,,032124,81,7,1,2.5,2,3,0,3,10.8,6,1,X1647,84,A,97,,,,,,SMBAG,BRKN LEG+RIBs,7,4,..,PUR,J,1,,1,1,2,1,1,1.0,102,2024-03-21,0.017,36,127,H,,
D24LA00416,24LA00416,24,X0091,84,A,14,Z9993,83,2.0,,97,97,1,,N,,032124,81,7,1,2.5,2,2,.,.,9.0,6,.,.,,A,,1,81,44,,,.,ROTTEN,7,4,..,PUR,J,2,,0,0,0,0,0,0.0,0,2024-03-21,0.017,,,,,
2024704355,24LA00417,24,L2470,70,A,15,L2870,70,4.0,,PC,PC,1,0,N,,032124,81,8,1,3.5,5,1,0,3,14.8,5,1,L4355,70,A,PC,,,,,,.,.,1,1,..,OR,J,1,,1,1,2,1,1,1.0,87,2024-03-21,0.012,41,128,H,,
2024704356,24LA00418,24,L2470,70,A,15,L2870,70,4.0,,PC,PC,1,0,N,,032124,81,8,1,3.5,5,2,0,4,15.2,5,2,L4356,70,A,PC,,,,,,.,.,1,1,..,OR,J,2,,0,0,0,1,1,1.0,99,2024-03-21,0.012,46,128,H,,
2024062115,24LA00419,24,A1259,06,,43,A1761,06,3.0,,30,30,1,0,N,,032124,81,8,1,4.5,4,1,0,3,11.2,2,1,A2115,06,,30,,,,,,.,.,1,1,..,,J,1,,1,1,2,1,1,1.0,79,2024-03-21,0.109,36,127,1,,
2024062116,24LA00420,24,A1259,06,,43,A1761,06,3.0,,30,30,1,0,N,,032124,81,8,1,4.5,4,2,0,3,10.7,2,1,A2116,06,,30,,,,,,.,.,1,1,..,,J,2,,0,0,0,1,1,1.0,75,2024-03-21,0.109,31,127,1,,
2024841648,24LA00421,24,Z9868,83,A,36,Z8587,83,2.0,,97,TC,1,,N,,032124,81,5,1,3.0,3,2,0,4,13.8,5,1,X1648,84,A,S3,,,,,,.,.,1,1,..,PUR,J,1,,1,1,1,1,1,1.0,110,2024-03-21,0.0,52,128,H,,
2024841649,24LA00422,24,Z7678,83,A,36,Z8587,83,4.0,,97,TC,1,0,N,,032124,81,8,1,4.0,4,2,0,2,13.2,5,1,X1649,84,A,S3,,,,,,.,No X1650,1,1,..,PUR,J,1,,1,1,2,1,1,1.0,107,2024-03-21,0.0,44,128,H,,
2024841651,24LA00423,24,Z7678,83,A,36,Z8587,83,4.0,,97,TC,1,0,N,,032124,81,8,1,4.0,4,2,0,4,13.4,5,1,X1651,84,A,S3,,,,,,.,.,1,1,..,PUR,J,2,,0,0,0,1,1,1.0,97,2024-03-21,0.0,45,128,H,,
2024841652,24LA00424,24,Z8706,83,A,35,Z7663,83,3.0,,00,TS,1,0,Y,,032124,81,5,1,4.0,3,2,0,3,14.6,5,1,X1652,84,A,00,,,,,,.,.,1,1,..,,J,1,,1,1,1,1,1,1.0,105,2024-03-21,0.007,53,127,1,,
2024841653,24LA00425,24,X1003,84,,e9,X0000,00,1.0,,BL,00,4,,Y,,032124,81,5,1,3.5,3,2,0,2,15.8,5,2,X1653,84,,00,,,,,,.,.,1,1,..,,Y,1,,1,1,1,1,1,1.0,79,2024-03-21,0.0,51,127,1,,
2024841654,24LA00426,24,Z9464,83,,35,Z7663,83,3.0,,00,TS,1,,Y,,032124,81,8,1,4.0,3,2,0,2,12.3,5,2,X1654,84,A,00,,,,,,.,.,1,1,..,,Y,1,,1,1,2,1,1,1.0,76,2024-03-21,0.0,45,127,1,,
2024841655,24LA00427,24,Z9464,83,,35,Z7663,83,3.0,,00,TS,1,,Y,,032124,81,8,1,4.0,3,3,0,3,11.6,5,1,X1655,84,A,00,,,,,,.,.,1,1,..,,Y,2,,0,0,0,1,1,1.0,70,2024-03-21,0.0,33,136,H,,
2024062117,24LA00428,24,A1644,06,,41,A1538,06,2.0,,30,30,1,,N,,032124,81,9,1,3.0,3,1,0,4,9.3,2,1,A2117,06,,30,,,,,,.,.,1,1,..,,Y,1,,1,1,3,1,1,1.0,95,2024-03-21,0.044,43,127,1,,
2024062118,24LA00429,24,A1644,06,,41,A1538,06,2.0,,30,30,1,,N,,032124,81,9,1,3.0,3,3,0,4,4.2,2,1,A2118,06,,30,6,82,66,,8,.,TINY WEAK FTT,1,1,..,,Y,2,,0,0,0,1,0,0.0,0,2024-03-21,0.044,,,,,
D24LA00430,24LA00430,24,A1644,06,,41,A1538,06,2.0,,30,30,1,,N,,032124,81,9,1,3.0,3,1,.,.,8.5,1,.,.,,,,1,81,44,,,.,.,1,1,..,,Y,3,,0,0,0,0,0,0.0,0,2024-03-21,0.044,,,,,
2024704357,24LA00431,24,L1903,70,,23,L3334,70,7.0,,PC,PC,1,0,N,,032124,81,8,1,3.5,2,2,0,2,9.4,5,2,L4357,70,,PC,3,82,93,,8,X.NOMLKRS,.,1,1,..,OR,Y,1,,1,1,2,1,0,0.0,0,2024-03-21,0.01,,,,,
2024704358,24LA00432,24,L1903,70,,23,L3334,70,7.0,,PC,PC,1,0,N,,032124,81,8,1,3.5,2,2,0,2,11.0,5,1,L4358,70,,PC,6,169,10,,,.,.,1,1,..,OR,Y,2,,0,0,0,1,,,,2024-03-21,0.01,33,128,H,,
D24LA00433,24LA00433,24,A1476,06,,42,A1579,06,2.0,,30,30,1,7,N,,032124,81,9,1,4.0,3,2,.,.,5.0,1,.,.,,,,1,81,44,A2090,+,.,.,1,1,..,,Y,1,,1,1,3,0,0,0.0,0,2024-03-21,0.055,,,,,
D24LA00434,24LA00434,24,A1476,06,,42,A1579,06,2.0,,30,30,1,7,N,,032124,81,9,1,4.0,3,2,.,.,3.0,1,.,.,,,,1,81,44,A2108,+,.,.,2,4,..,,Y,2,,0,0,0,0,0,0.5,0,2024-03-21,0.055,,,,,
D24LA00435,24LA00435,24,A1476,06,,42,A1579,06,2.0,,30,30,1,7,N,,032124,81,9,1,4.0,3,2,.,.,5.0,1,.,.,,,,1,81,44,,,.,.,1,1,..,,Y,3,,0,0,0,0,0,0.0,0,2024-03-21,0.055,,,,,
2024062119,24LA00436,24,A1130,06,,41,A1538,06,3.0,,30,30,1,7,N,,032124,81,9,1,3.5,3,2,0,3,10.2,1,1,A2119,06,,30,,,,,,.,.,1,1,..,,Y,1,,1,1,3,1,1,1.0,82,2024-03-21,0.07,34,127,1,,
2024062120,24LA00437,24,A1130,06,,41,A1538,06,3.0,,30,30,1,7,N,,032124,81,9,1,3.5,3,2,0,2,8.3,2,1,A2120,06,,30,,,,,,.,.,1,1,..,,Y,2,,0,0,0,1,1,1.0,66,2024-03-21,0.07,28,127,1,,
2024062121,24LA00438,24,A1130,06,,41,A1538,06,3.0,,30,30,1,7,N,,032124,81,9,1,3.5,3,2,0,4,11.6,1,3,A2121,06,,30,,,,A1569,-,.,.,1,1,..,,Y,3,,0,0,0,1,1,0.5,94,2024-03-21,0.07,48,127,1,,
D24LA00439,24LA00439,24,X0614,84,A,e9,X0000,00,1.0,,C3,00,4,,Y,,032124,81,1,1,4.0,2,1,.,.,13.5,5,.,.,,A,,1,81,44,Y0551,+,+Y0547->Dead,.,8,2,..,OR,Y,1,,1,1,1,0,0,0.5,0,2024-03-21,0.0,,,,,
2024841656,24LA00440,24,Z9783,83,,33,Z9958,83,2.0,,10,SC,1,0,Y,,032124,81,8,1,3.5,4,3,0,2,13.1,5,2,X1656,84,,00,,,,,,.,.,1,1,..,,Y,1,,1,1,2,1,1,1.0,122,2024-03-21,0.0,58,127,1,,
2024841657,24LA00441,24,Z9783,83,,33,Z9958,83,2.0,,10,SC,1,0,Y,,032124,81,8,1,3.5,4,2,0,2,5.0,5,1,X1657,84,,00,6,82,66,,8,.,SMALL WEAK FTT,1,1,..,,Y,2,,0,0,0,1,0,0.0,0,2024-03-21,0.0,,,,,
2024841658,24LA00442,24,X0633,84,A,e9,X0000,00,1.0,,97,00,4,,Y,,032124,81,5,1,4.0,3,2,0,2,13.6,5,1,X1658,84,A,00,,,,,,.,.,2,2,..,RPR,Y,1,,1,1,1,1,1,1.0,104,2024-03-21,0.0,45,129,H,,
2024704359,24LA00443,24,L2715,70,A,23,L3334,70,4.0,,PC,PC,1,0,N,,032124,81,8,1,2.5,2,1,0,2,14.7,5,1,L4359,70,A,PC,,,,,,.,.,1,1,..,OR,Y,1,,1,1,2,1,1,1.0,104,2024-03-21,0.013,40,128,H,,
2024704360,24LA00444,24,L2715,70,A,23,L3334,70,4.0,,PC,PC,1,0,N,,032124,81,8,1,2.5,2,2,0,2,10.3,5,1,L4360,70,A,PC,,,,,,.,.,1,1,..,OR,Y,2,,0,0,0,1,1,1.0,68,2024-03-21,0.013,22,128,H,,
2024704361,24LA00445,24,L2807,70,,20,L3221,70,3.0,,PC,PC,1,0,N,,032124,81,8,1,4.5,3,1,0,2,13.7,5,2,L4361,70,,PC,,,,,,.,.,1,1,..,OR,Y,1,,1,1,2,1,1,1.0,89,2024-03-21,0.005,42,128,H,,
2024704362,24LA00446,24,L2807,70,,20,L3221,70,3.0,,PC,PC,1,0,N,,032124,81,8,1,4.5,3,2,0,2,10.5,5,1,L4362,70,,PC,,,,,,.,.,1,1,..,OR,Y,2,,0,0,0,1,1,1.0,92,2024-03-21,0.005,34,128,H,,
2024062122,24LA00447,24,A1320,06,,37,A1164,06,3.0,,30,30,1,,Y,,032124,81,9,1,3.5,2,3,0,2,7.5,1,1,A2122,06,,30,,0,,,,HitsLambsALittl,.,1,1,..,,Y,1,,1,1,3,1,1,1.0,63,2024-03-21,0.048,22,127,1,,
2024062123,24LA00448,24,A1320,06,,37,A1164,06,3.0,,30,30,1,,Y,,032124,81,9,1,3.5,2,3,0,2,8.4,1,1,A2123,06,,30,3,82,93,,,.,HAIRY.Rejected,1,1,..,,Y,2,,0,0,0,1,0,0.0,0,2024-03-21,0.048,,,,,
2024062124,24LA00449,24,A1320,06,,37,A1164,06,3.0,,30,30,1,,Y,,032124,81,9,1,3.5,2,2,0,2,9.5,2,1,A2124,06,,30,,,,,,.,.,1,1,..,,Y,3,,0,0,0,1,1,1.0,66,2024-03-21,0.048,28,127,1,,
2024841659,24LA00450,24,Z7583,83,A,5,X0274,84,4.0,,97,97,1,0,N,,032124,81,8,1,4.0,3,1,0,2,14.2,6,2,X1659,84,A,97,,,,,,.,.,1,1,..,RPR,Y,1,,1,1,2,1,1,1.0,117,2024-03-21,0.008,56,129,H,,
2024841660,24LA00451,24,Z7583,83,A,5,X0274,84,4.0,,97,97,1,0,N,,032124,81,8,1,4.0,3,1,0,2,14.1,6,1,X1660,84,A,97,,,,,,.,.,1,1,..,RPR,Y,2,,0,0,0,1,1,1.0,108,2024-03-21,0.008,57,129,H,,
2024062125,24LA00452,24,A1545,06,,43,A1761,06,2.0,,30,30,1,7,N,,032124,81,8,1,3.5,3,2,0,3,10.1,1,1,A2125,06,,30,,,,,,.,.,1,1,..,,Y,1,,1,1,2,1,1,1.0,82,2024-03-21,0.053,34,127,1,,
2024062126,24LA00453,24,A1545,06,,43,A1761,06,2.0,,30,30,1,7,N,,032124,81,8,1,3.5,3,1,0,4,10.8,2,3,A2126,06,,30,,,,,,.,.,1,1,..,,Y,2,,0,0,0,1,1,1.0,74,2024-03-21,0.053,33,127,1,,
2024062127,24LA00454,24,A1692,06,,42,A1579,06,2.0,,30,30,1,,N,,032124,81,8,1,4.0,3,2,0,2,9.5,2,1,A2127,06,,30,,,,,,.,.,1,1,..,,Y,1,,1,1,2,1,1,1.0,63,2024-03-21,0.056,29,127,1,,
2024062128,24LA00455,24,A1692,06,,42,A1579,06,2.0,,30,30,1,,N,,032124,81,8,1,4.0,3,2,0,4,9.3,1,2,A2128,06,,30,,,,,,.,HAIRY,1,1,..,,Y,2,,0,0,0,1,1,1.0,71,2024-03-21,0.056,32,127,1,,
2024841661,24LA00456,24,X0987,84,A,e9,X0000,00,1.0,,97,00,4,,Y,,032124,81,8,1,4.0,3,3,0,2,3.8,6,1,X1661,84,A,00,6,83,66,,8,.,SmWeakFTTScours,1,1,..,PUR,Y,1,,1,1,2,1,0,0.0,0,2024-03-21,0.0,,,,,
2024841662,24LA00457,24,X0987,84,A,e9,X0000,00,1.0,,97,00,4,,Y,,032124,81,8,1,4.0,3,3,0,2,10.3,5,1,X1662,84,A,00,,,,,,.,.,1,1,..,PUR,Y,2,,0,0,0,1,1,1.0,106,2024-03-21,0.0,42,128,H,,
2024841663,24LA00458,24,Z8868,83,,33,Z9958,83,3.0,,00,SC,1,0,Y,,032124,81,8,1,2.5,3,2,0,2,12.0,5,1,X1663,84,,00,,,,,,.,.,1,1,..,,Y,1,,1,1,2,1,1,1.0,108,2024-03-21,0.01,50,127,1,,
2024841664,24LA00459,24,Z8868,83,,33,Z9958,83,3.0,,00,SC,1,0,Y,,032124,81,8,1,2.5,3,2,0,2,11.2,5,1,X1664,84,,00,,,,Z8619,-,.,.,1,1,..,,Y,2,,0,0,0,1,1,0.5,110,2024-03-21,0.01,36,128,H,,
2024841665,24LA00460,24,X1266,84,A,e9,X0000,00,1.0,,10,00,4,,Y,,032124,81,8,1,3.5,2,3,0,2,8.5,5,1,X1665,84,A,00,3,82,93,,8,.,.,1,1,..,,Y,1,,1,1,2,1,0,0.0,0,2024-03-21,0.0,,,,,
2024841666,24LA00461,24,X1266,84,A,e9,X0000,00,1.0,,10,00,4,,Y,,032124,81,8,1,3.5,2,2,0,2,11.2,5,1,X1666,84,A,00,,,,,,.,.,1,1,..,,Y,2,,0,0,0,1,1,1.0,96,2024-03-21,0.0,43,127,1,,
2024841667,24LA00462,24,Z8619,83,A,14,Z9993,83,3.0,,97,97,1,,N,,032124,81,5,2,3.5,4,3,0,2,16.5,5,2,X1667,84,A,97,,,,X1664,+,.,.,8,2,..,PUR,Y,1,,1,1,1,1,1,1.5,100,2024-03-21,0.02,43,128,H,,
2024704363,24LA00463,24,L2602,70,A,15,L2870,70,4.0,,PC,PC,1,,N,,032124,81,8,1,3.0,3,1,0,2,13.4,5,1,L4363,70,A,PC,,,,,,.,.,1,1,..,OR,Y,1,,1,1,2,1,1,1.0,109,2024-03-21,0.015,43,128,H,,
2024704364,24LA00464,24,L2602,70,A,15,L2870,70,4.0,,PC,PC,1,,N,,032124,81,8,1,3.0,3,1,0,2,13.0,5,1,L4364,70,A,PC,,,,,,.,.,1,1,..,OR,Y,2,,0,0,0,1,1,1.0,98,2024-03-21,0.015,40,128,H,,
2024841668,24LA00465,24,L3979,70,A,e9,X0000,00,1.0,,PC,00,4,,Y,,032124,81,7,1,3.0,2,1,0,2,8.7,5,1,X1668,84,A,00,6,89,54,,,.,FxLeg&Ribs,1,1,..,OR,Y,1,,1,1,2,1,,,,2024-03-21,0.0,,,,,
D24LA00466,24LA00466,24,L3979,70,A,e9,X0000,00,1.0,,PC,00,4,,Y,,032124,81,7,1,3.0,2,2,.,.,8.0,5,.,.,,A,,1,81,44,,,.,.,1,1,..,OR,Y,2,,0,0,0,0,0,0.0,0,2024-03-21,0.0,,,,,
D24LA00467,24LA00467,24,A1997,06,,e3,A1624,06,1.0,,30,30,4,,Y,,032124,81,2,N,4.0,2,.,.,.,2.0,.,.,.,,,,0,81,27,,,LAMBSGONE NODAT,NO DATA,3,1,..,,Y,1,,1,1,2,0,0,0.0,0,2024-03-21,0.058,,,,,
D24LA00468,24LA00468,24,A1997,06,,e3,A1624,06,1.0,,30,30,4,,Y,,032124,81,2,N,4.0,2,.,.,.,0.0,1,1,.,,,,0,81,27,,,.,NO DATA,3,1,..,,Y,2,,0,0,0,0,0,0.0,0,2024-03-21,0.058,,,,,
2024841669,24LA00469,24,Z9824,83,A,5,X0274,84,2.0,,97,97,1,0,N,,032124,81,5,1,3.0,2,2,0,2,14.4,6,1,X1669,84,A,97,,,,,,.,.,1,1,..,RPR,Y,1,,1,1,1,1,1,1.0,125,2024-03-21,0.027,66,129,H,,
2024841670,24LA00470,24,Y0404,52,,e6,X0156,84,1.0,,Kt,97,4,,Y,,032124,81,8,1,2.5,2,2,0,2,7.2,5,1,X1670,84,,00,3,82,93,,8,.,.,1,1,..,,Y,1,,1,1,2,1,0,0.0,0,2024-03-21,0.0,,,,,
2024841671,24LA00471,24,Y0404,52,,e6,X0156,84,1.0,,Kt,97,4,,Y,,032124,81,8,1,2.5,2,3,0,2,8.3,8,1,X1671,84,,00,,,,,,.,.,1,1,..,,Y,2,,0,0,0,1,1,1.0,72,2024-03-21,0.0,32,127,1,,
2024704365,24LA00472,24,X0234,84,A,31,X0087,84,2.0,,C3,S3,1,,N,,032124,81,5,1,3.5,4,3,0,4,15.4,5,1,L4365,70,A,PC,,,,,,HITLAMBINBEGNIN,EWELOVESNOW,1,1,..,OR,Y,1,,1,1,1,1,1,1.0,74,2024-03-21,0.058,39,128,H,,
