UID,DATEBN,SEX,LAMB,LBRD,Y0,LINE,BPEN,DAM,DBRD,MELA,Y5A,LOC_DEATH,ADAM,F1F2,CLR,STM,SPEC,JAW,DAYBRN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,STMD,FONO,FOPU,SIRE,SBRD,Y1,Y6,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT2,CDNO,YR
84LA01278,1984-03-27,,,,,70,701,Y1781,02,,,,30,1,,30,,,87,9,,87,3,,1,30,,,Y3076,02,0,0,70,2,0,44,0,0,0.0,0,,,3,84
84LA01279,1983-12-22,1,Y6141,02,1,72,724,Y1784,02,,1,5,30,1,1,30,,1,356,8,,0,2,,,30,,,Y3929,02,1,91,72,,1,,1,2,10.2,10,,,1,84
84LA01280,1983-12-22,2,Y6142,02,,72,724,Y1784,02,,1,5,30,1,1,30,,1,356,8,,0,2,,,30,,,Y3929,02,0,72,72,,1,,0,0,8.9,10,,,2,84
84LA01281,1984-03-20,,,,1,71,713,Y1787,02,,,,30,1,,30,,,80,2,,0,0,44,0,30,,,Y5307,02,1,0,71,6,0,,1,2,0.0,0,,,1,84
84LA01282,1984-03-20,,,,,71,713,Y1787,02,,,,30,1,,30,,,80,2,,0,0,,0,30,,,Y5307,02,0,0,71,6,0,,0,0,0.0,0,,,2,84
84LA01283,1984-03-27,1,Y6948,02,1,70,704,Y1788,02,,1,,30,1,1,30,,1,87,8,,0,2,,,30,,,Y3271,02,1,79,70,2,1,,1,2,8.9,10,,,1,84
84LA01284,1984-03-27,1,Y6949,02,,70,704,Y1788,02,,1,,30,1,1,30,,1,87,8,,0,2,,,30,,,Y3271,02,0,82,70,2,1,,0,0,9.4,10,,,2,84
84LA01285,1984-04-11,2,Y7340,02,1,70,704,Y1790,02,,1,,30,1,1,30,,1,102,8,,0,4,,,30,,,Y3271,02,1,95,70,2,1,,1,2,10.6,10,,,1,84
84LA01286,1984-04-11,2,Y7341,02,,70,704,Y1790,02,,1,,30,1,1,30,,1,102,8,,0,4,,,30,,,Y3271,02,0,79,70,2,1,,0,0,9.8,10,,,2,84
84LA01287,1984-04-08,1,Y7286,02,1,70,703,Y1791,02,,1,,30,1,1,30,,1,99,9,,0,3,,,30,,,Y3189,02,1,77,70,2,1,,1,3,8.8,10,,,1,84
84LA01288,1984-04-08,1,Y7287,02,,70,703,Y1791,02,,1,,30,1,1,30,,1,99,9,,0,3,,,30,,,Y3189,02,0,80,70,2,1,,0,0,7.4,10,,,2,84
84LA01289,1984-04-08,2,Y7288,02,,70,703,Y1791,02,,1,,30,1,1,30,,1,99,9,,0,3,,,30,,&,Y3189,02,0,62,70,2,1,,0,0,7.5,5,,,3,84
84LA01290,,,,02,1,71,714,Y1811,02,,,,30,1,,30,4,,0,,,0,,,,30,,,Y5090,02,1,0,71,6,0,,0,0,0.0,0,,,1,84
84LA01291,1984-01-08,,,,1,00,714,Y1811,02,,,,30,1,,00,3,,8,5,,8,2,,6,30,,,00000,00,1,0,71,0,1,14,1,1,0.0,0,,,1,84
84LA01292,1984-03-30,2,Y7025,02,1,71,712,Y1812,02,,1,,30,1,1,30,,3,90,8,,0,3,,,30,,,Y5272,02,1,85,71,6,1,,1,2,10.1,10,,,1,84
84LA01293,1984-03-30,1,Y7026,02,,71,712,Y1812,02,,1,,30,1,1,30,,1,90,8,,0,3,,,30,,,Y5272,02,0,82,71,6,1,,0,0,10.6,10,,,2,84
84LA01294,1984-03-29,1,Y6986,02,1,71,713,Y1817,02,,1,,30,1,1,30,,1,89,5,,0,2,,,30,,,Y5307,02,1,95,71,6,1,,1,1,10.1,10,,,1,84
84LA01295,1983-10-27,2,Y5699,02,1,76,,Y1821,02,4,,,25,0,1,30,,2,300,7,,7,2,,6,35,,,00000,02,1,0,76,,1,31,1,2,6.6,0,,,1,84
84LA01296,1983-10-27,2,,,,76,,Y1821,02,4,,,25,0,1,30,,1,300,7,,300,2,,1,35,,,00000,02,0,0,76,,0,44,0,0,4.8,0,,,2,84
84LA01297,,,,,1,73,732,Y1822,02,,,,25,1,,30,,,0,,,0,,,,30,,,Y2036,02,0,0,73,,0,,0,0,0.0,0,,,1,84
84LA01298,1984-02-08,2,Y6522,02,1,73,731,Y1825,02,,1,C,25,1,1,30,,1,39,8,,0,4,,,30,,,Y2743,02,1,83,73,,1,,1,2,11.0,10,,,1,84
84LA01299,1984-02-08,2,Y6523,02,,73,731,Y1825,02,,1,C,25,1,1,30,,1,39,8,,0,4,,,30,,,Y2743,02,0,91,73,,1,,0,0,12.5,10,,,2,84
84LA01300,,,,,1,74,734,Y1826,02,,,1,25,1,,30,,,0,,,0,,,,30,,,Y3999,02,1,0,74,,0,,0,0,0.0,0,,,1,84
84LA01301,1984-03-17,2,Y6674,02,1,75,751,Y1828,02,2,1,2,25,1,1,30,,3,77,8,2,0,2,,,30,,,Y4702,02,1,69,75,,1,,1,2,9.0,10,,,1,84
84LA01302,1984-03-17,2,Y6675,02,,75,751,Y1828,02,2,1,2,25,1,1,30,,1,77,8,2,0,2,,,30,,,Y4702,02,0,97,75,,1,,0,0,8.6,10,,,2,84
84LA01303,1983-12-20,1,Y6115,02,1,74,733,Y1831,02,,1,4,25,1,1,30,,1,354,8,,0,2,,,30,,&,Y3975,02,1,64,74,,1,,1,2,10.7,5,,,1,84
84LA01304,1983-12-20,1,Y6116,02,,74,733,Y1831,02,,1,4,25,1,1,30,,1,354,8,,0,2,,,30,,&,Y3975,02,0,84,74,,1,,0,0,10.5,5,,,2,84
84LA01305,1984-01-21,2,,,1,72,723,Y1834,02,,,9,25,1,1,30,,1,21,1,,21,0,,1,30,,,Y3897,02,1,0,72,,0,44,1,1,5.0,0,,,1,84
84LA01306,,,,,1,75,753,Y1835,02,3,,,25,1,,30,,,0,,,0,,,,30,,,Y4297,02,0,0,75,,0,,0,0,0.0,0,,,1,84
84LA01307,1984-03-18,2,Y6767,02,1,75,754,Y1836,02,3,1,2,25,1,1,30,,1,78,5,3,0,3,,,30,,,Y4255,02,1,78,75,,1,,1,1,7.9,10,,,1,84
84LA01308,,,,,1,75,751,Y1837,02,3,,1,25,1,,30,,,0,,1,0,,,,30,,,Y4702,02,1,0,75,,0,,0,0,0.0,0,,,1,84
84LA01309,1984-04-07,2,Y7250,02,1,75,753,Y1838,02,1,1,5,25,1,1,30,,1,98,5,5,0,4,,,30,,,Y4297,02,1,82,75,,1,,1,1,9.0,10,,,1,84
84LA01310,1983-12-26,2,Y6247,02,1,73,734,Y1850,02,,1,5,25,1,1,30,,1,360,8,,0,4,,,30,,,Y3999,02,1,71,73,,1,,1,2,9.0,10,,,1,84
84LA01311,1983-12-26,1,Y6248,02,,73,734,Y1850,02,,1,5,25,1,1,30,,1,360,8,,0,4,,,30,,,Y3999,02,0,92,73,,1,,0,0,10.8,10,,,2,84
84LA01312,,,,,1,76,,Y1852,02,1,,,25,0,,30,,,0,,,0,,,,35,,,00000,02,1,0,76,,0,,0,0,0.0,0,,,1,84
84LA01313,,,,,1,76,,Y1860,02,3,,,25,3,,30,,,0,,,0,,,,30,,,00000,02,1,0,76,,0,,0,0,0.0,0,,,1,84
84LA01314,,,,,1,73,734,Y1866,02,,,,25,1,,30,,,0,,,0,,,,30,,,Y3999,02,0,0,73,,0,,0,0,0.0,0,,,1,84
84LA01315,1983-12-19,2,Y6101,02,1,74,734,Y1867,02,,,4,25,1,1,30,,1,353,8,,23,2,,6,30,,&,Y3999,02,1,0,74,,1,19,1,2,4.7,0,16,,1,84
84LA01316,1983-12-19,2,Y6102,02,,74,734,Y1867,02,,1,4,25,1,1,30,,1,353,8,,0,2,,,30,,,Y3999,02,0,57,74,,1,,0,0,7.5,10,16,,2,84
84LA01317,1983-12-16,1,Y6060,02,1,74,731,Y1871,02,,1,4,25,1,1,30,,1,350,8,,0,2,,,30,,,Y2743,02,1,79,74,,1,,1,2,10.2,10,,,1,84
84LA01318,1983-12-16,1,Y6061,02,,74,731,Y1871,02,,1,4,25,1,1,30,,1,350,8,,0,2,,,30,,,Y2743,02,0,72,74,,1,,0,0,9.3,10,,,2,84
84LA01319,1983-12-31,2,Y6280,02,1,72,722,Y1876,02,,1,6,25,1,1,30,,1,365,8,,0,3,,,30,,,Y3900,02,1,74,72,,1,,1,2,8.5,10,,,1,84
84LA01320,1983-12-31,2,Y6281,02,,72,722,Y1876,02,,1,6,25,1,1,30,,1,365,8,,0,3,,,30,,,Y3900,02,0,71,72,,1,,0,0,9.2,10,,,2,84
84LA01321,1984-03-19,1,Y6789,02,1,75,754,Y1882,02,1,1,2,25,1,1,30,,1,79,5,4,0,3,,,30,,,Y4255,02,1,92,75,,1,,1,1,12.6,10,,,1,84
84LA01322,1983-12-25,1,Y6230,02,1,73,732,Y1884,02,,1,5,25,0,1,39,,1,359,8,,0,3,,,38,,,Y2036,02,1,83,73,,1,,1,2,10.8,10,,,1,84
84LA01323,1983-12-25,2,Y6231,02,,73,732,Y1884,02,,1,5,25,0,1,39,,1,359,8,,0,3,,,38,,,Y2036,02,0,72,73,,1,,0,0,10.0,10,,,2,84
84LA01324,1984-01-23,2,Y6437,02,1,73,733,Y1888,02,,1,9,25,1,1,30,,1,23,5,,0,2,,,30,,,Y3975,02,1,63,73,,1,,1,1,7.7,10,,,1,84
84LA01325,1984-03-21,1,Y6904,02,1,75,752,Y1890,02,3,1,3,25,1,1,30,,1,81,9,4,0,3,,,30,,,Y4584,02,1,77,75,,1,,1,3,9.6,10,,,1,84
84LA01326,1984-03-21,1,Y6905,02,,75,752,Y1890,02,3,1,3,25,1,1,30,,1,81,9,4,0,3,,,30,,,Y4584,02,0,73,75,,1,,0,0,7.9,10,,,2,84
84LA01327,1984-03-21,1,Y6906,02,,75,752,Y1890,02,3,,O,25,1,1,30,,1,81,9,4,110,3,,6,30,,&,Y4584,02,0,0,75,,1,21,0,0,6.7,0,,,3,84
84LA01328,1984-01-14,2,Y6387,02,1,72,721,Y1893,02,,1,8,25,1,1,30,,1,14,5,,0,2,,,30,,,Y3881,02,1,74,72,,1,,1,1,11.0,10,,,1,84
84LA01329,1984-03-18,1,Y6759,02,1,75,751,Y1896,02,3,1,2,25,1,1,30,,1,78,5,1,0,3,,,30,,,Y4702,02,1,83,75,,1,,1,1,12.2,10,,,1,84
84LA01330,1984-03-19,2,Y6784,02,1,75,752,Y1900,02,2,1,2,25,1,1,30,,1,79,8,1,0,3,16,,30,,,Y4584,02,1,70,75,,1,,1,2,8.5,10,,,1,84
84LA01331,1984-03-19,1,Y6785,02,,75,752,Y1900,02,2,1,2,25,1,1,30,,1,79,8,1,0,3,,,30,,,Y4584,02,0,97,75,,1,,0,0,13.0,10,,,2,84
84LA01332,,,,,1,74,732,Y1904,02,,,1,25,1,,30,,,0,,,0,,,,30,,,Y2036,02,1,0,74,,0,,0,0,0.0,0,,,1,84
84LA01333,1984-04-03,2,Y7113,02,1,75,752,Y1907,02,1,1,4,25,1,1,30,,1,94,8,2,0,3,,,30,,,Y4584,02,1,90,75,,1,,1,2,8.8,10,,,1,84
84LA01334,1984-04-03,1,Y7114,02,,75,752,Y1907,02,1,1,4,25,1,1,30,,1,94,8,2,0,3,,,30,,,Y4584,02,0,78,75,,1,,0,0,9.0,10,,,2,84
84LA01335,1983-12-11,2,Y6013,02,1,74,733,Y1909,02,,1,3,25,1,2,30,,1,345,8,,0,2,,,30,,,Y3975,02,1,82,74,,1,,1,2,8.5,10,,,1,84
84LA01336,1983-12-11,2,Y6014,02,,74,733,Y1909,02,,1,3,25,1,1,30,,1,345,8,,0,2,,,30,,,Y3975,02,0,77,74,,1,,0,0,8.7,10,,,2,84
84LA01337,1984-01-01,2,Y6290,02,1,74,734,Y1913,02,,1,6,25,1,1,30,,1,1,5,,0,2,,,30,,,Y3999,02,1,76,74,,1,,1,1,9.5,10,,,1,84
84LA01338,1984-03-17,2,Y6701,02,1,75,753,Y1915,02,1,1,2,25,1,1,30,,1,77,8,1,0,3,,,30,,,Y4297,02,1,94,75,,1,,1,2,10.8,10,,,1,84
84LA01339,1984-03-17,1,Y6702,02,,75,753,Y1915,02,1,1,2,25,1,1,30,,1,77,8,1,0,3,,,30,,,Y4297,02,0,87,75,,1,,0,0,12.3,10,,,2,84
84LA01340,,,,,1,74,731,Y1916,02,,,1,25,1,,30,,,0,,,0,,,,30,,,Y2743,02,1,0,74,,0,,0,0,0.0,0,,,1,84
84LA01341,1983-12-17,2,Y6077,02,1,74,732,Y1917,02,,,4,25,1,1,30,,1,351,8,,33,3,,6,30,,,Y2036,02,1,0,74,,1,24,1,2,7.7,0,16,,1,84
84LA01342,1983-12-17,2,Y6078,02,,74,732,Y1917,02,,1,4,25,1,1,30,,1,351,8,,0,3,,,30,,,Y2036,02,0,48,74,,1,,0,0,8.9,10,,,2,84
84LA01343,1983-12-24,2,Y6220,02,1,72,724,Y1918,02,,1,5,25,1,1,30,,1,358,8,,0,4,,,30,,,Y3929,02,1,71,72,,1,,1,2,8.1,10,,,1,84
84LA01344,1983-12-24,2,Y6221,02,,72,724,Y1918,02,,1,5,25,1,1,30,,1,358,8,,0,4,,,30,,,Y3929,02,0,70,72,,1,,0,0,8.3,10,,,2,84
84LA01345,,,,,1,74,733,Y1921,02,,,1,25,1,,30,,,0,,,0,,,,30,,,Y3975,02,1,0,74,,0,,0,0,0.0,0,,,1,84
84LA01346,1984-01-11,1,Y6379,02,1,74,734,Y1924,02,,1,8,25,1,1,30,,1,11,8,,0,4,,,30,,,Y3999,02,1,87,74,,1,,1,2,11.1,10,,,1,84
84LA01347,1984-01-11,1,Y6380,02,,74,734,Y1924,02,,1,8,25,1,1,30,,1,11,8,,0,4,,,30,,,Y3999,02,0,85,74,,1,,0,0,10.3,10,,,2,84
84LA01348,,,,,1,73,731,Y1925,02,,,1,25,1,,30,,,0,,,0,,,,30,,,Y2743,02,1,0,73,,0,,0,0,0.0,0,,,1,84
84LA01349,,,,,1,73,734,Y1928,02,,,,25,1,,30,,,0,,,0,,,,30,,,Y3999,02,0,0,73,,0,,0,0,0.0,0,,,1,84
84LA01350,1984-03-22,2,Y6916,02,1,75,754,Y1931,02,3,1,3,25,1,1,30,,1,82,9,5,0,3,,,30,,,Y4255,02,1,81,75,,1,,1,3,8.2,10,,,1,84
84LA01351,1984-03-22,1,Y6917,02,,75,754,Y1931,02,3,1,3,25,1,1,30,,1,82,9,5,0,3,,,30,,,Y4255,02,0,57,75,,1,,0,0,9.7,10,,,2,84
84LA01352,1984-03-22,2,Y6918,02,,75,754,Y1931,02,3,1,3,25,1,1,30,,1,82,9,5,0,3,,,30,,&,Y4255,02,0,62,75,,1,,0,0,8.2,5,,,3,84
84LA01353,1983-12-17,3,Y6082,02,1,76,,Y1938,02,3,1,,25,0,1,30,,1,351,5,,0,2,06,,35,,,00000,02,1,77,76,,1,,1,1,10.6,10,,,1,84
84LA01354,1983-11-18,2,Y5749,02,1,76,,Y1959,02,4,1,,25,0,1,30,,3,322,8,,0,3,,,30,,,00000,02,1,63,76,,1,,1,2,7.8,10,,,1,84
84LA01355,1983-11-18,2,Y5750,02,,76,,Y1959,02,4,1,,25,0,1,30,,1,322,8,,0,3,,,30,,,00000,02,0,67,76,,1,,0,0,8.7,10,,,2,84
84LA01356,1983-12-02,2,Y5872,02,1,76,,Y1962,02,3,1,,25,0,1,30,,3,336,9,,0,3,,,35,,,00000,02,1,66,76,,1,,1,3,7.3,10,,,1,84
84LA01357,1983-12-02,1,Y5873,02,,76,,Y1962,02,3,1,,25,0,1,30,,1,336,9,,0,3,,,35,,,00000,02,0,79,76,,1,,0,0,9.0,10,,,2,84
84LA01358,1983-12-02,1,Y5874,02,,76,,Y1962,02,3,1,,25,0,1,30,,1,336,9,,0,3,,,35,358602,-,00000,02,0,63,76,,1,,0,0,8.2,5,,,3,84
84LA01359,1983-11-03,1,Y5705,02,1,76,,Y1963,02,4,1,,25,0,1,30,,1,307,5,,0,3,,,35,,,00000,02,1,80,76,,1,,1,1,8.8,10,,,1,84
84LA01360,1984-01-01,1,Y6286,02,1,74,732,Y1965,02,,1,6,25,1,1,30,,1,1,5,,0,3,,,30,,,Y2036,02,1,104,74,,1,,1,1,11.0,10,,,1,84
84LA01361,1983-11-15,1,Y5728,02,1,76,,Y1967,02,4,1,,25,0,1,30,,1,319,8,,0,4,,,35,,,00000,02,1,74,76,,1,,1,2,7.7,10,,,1,84
84LA01362,1983-11-15,2,Y5729,02,,76,,Y1967,02,4,1,,25,0,1,30,,1,319,8,,0,4,,,35,,,00000,02,0,76,76,,1,,0,0,7.5,10,,,2,84
84LA01363,,,,,1,73,733,Y1969,02,,,,25,1,,30,,,0,,,0,,,,30,,,Y3975,02,0,0,73,,0,,0,0,0.0,0,,,1,84
84LA01364,1983-12-01,1,Y5846,02,1,74,733,Y1970,02,,1,2,25,1,1,30,,1,335,9,,0,2,,,30,,&,Y3975,02,1,54,74,,1,,1,3,5.2,5,,,1,84
84LA01365,1983-12-01,2,Y5847,02,,74,733,Y1970,02,,1,2,25,1,1,30,,1,335,9,,0,2,,,30,,,Y3975,02,0,73,74,,1,,0,0,7.5,10,,,2,84
84LA01366,1983-12-01,1,Y5848,02,,74,733,Y1970,02,,1,2,25,1,1,30,,1,335,9,,0,2,,,30,214102,-,Y3975,02,0,64,74,,1,,0,0,6.5,5,,,3,84
84LA01367,1983-12-31,1,Y6277,02,1,74,734,Y1971,02,,1,6,25,1,1,30,,1,365,5,,0,3,,,30,,,Y3999,02,1,89,74,,1,,1,1,12.5,10,,,1,84
84LA01368,1984-03-17,3,Y6710,02,1,75,751,Y1972,02,3,1,2,25,1,6,30,,1,77,5,2,0,3,,,30,,,Y4702,02,1,76,75,,1,,1,1,11.3,10,07,,1,84
84LA01369,1983-12-22,2,Y6163,02,1,73,732,Y1975,02,,1,5,25,1,1,30,,1,356,8,,0,3,,,30,,&,Y2036,02,1,75,73,,1,,1,2,8.6,5,,,1,84
84LA01370,1983-12-22,1,Y6164,02,,73,732,Y1975,02,,,5,25,1,1,30,,1,356,8,,27,3,,6,30,,,Y2036,02,0,0,73,,1,48,0,0,8.1,0,,,2,84
84LA01371,1984-03-17,2,Y6731,02,1,75,752,Y1985,02,2,1,2,25,1,1,30,,1,77,8,1,0,3,,,30,,,Y4584,02,1,83,75,,1,,1,2,9.8,10,,,1,84
84LA01372,1984-03-17,2,Y6732,02,,75,752,Y1985,02,2,1,2,25,1,1,30,,1,77,8,1,0,3,,,30,,,Y4584,02,0,74,75,,1,,0,0,8.6,10,,,2,84
84LA01373,1984-03-17,2,Y6694,02,1,75,753,Y1993,02,2,,O,25,1,1,30,,1,77,9,2,117,2,,6,30,,,Y4297,02,1,0,75,,1,87,1,3,7.5,0,,,1,84
84LA01374,1984-03-17,2,Y6695,02,,75,753,Y1993,02,2,1,2,25,1,1,30,,1,77,9,2,0,2,,,30,,,Y4297,02,0,73,75,,1,,0,0,6.1,10,,,2,84
84LA01375,1984-03-17,2,Y6696,02,,75,753,Y1993,02,2,1,2,25,1,1,30,,1,77,9,2,0,2,,,30,,&,Y4297,02,0,63,75,,1,,0,0,6.1,5,,,3,84
84LA01376,1984-03-17,1,Y6688,02,1,75,754,Y1996,02,1,1,2,25,1,1,30,,1,77,8,2,0,3,,,30,,,Y4255,02,1,108,75,,1,,1,2,9.2,10,,,1,84
84LA01377,1984-03-17,2,Y6689,02,,75,754,Y1996,02,1,1,2,25,1,1,30,,3,77,8,2,0,3,,,30,,,Y4255,02,0,96,75,,1,,0,0,9.4,10,,,2,84
84LA01378,1983-11-16,,,,1,76,,Y1997,02,2,,,25,0,,30,,,320,2,,0,2,,0,35,,,00000,02,1,0,76,,0,,1,2,0.0,0,,,1,84
84LA01379,1983-11-16,,,,,76,,Y1997,02,2,,,25,0,,30,,,320,2,,0,2,,0,35,,,00000,02,0,0,76,,0,,0,0,0.0,0,,,2,84
84LA01380,1984-03-18,1,Y6753,02,1,75,751,Y1998,02,1,1,2,25,1,1,30,,1,78,8,2,0,2,,,30,,,Y4702,02,1,84,75,,1,,1,2,8.0,10,,,1,84
84LA01381,1984-03-18,2,Y6754,02,,75,751,Y1998,02,1,1,2,25,1,1,30,,1,78,8,2,0,2,,,30,,,Y4702,02,0,97,75,,1,,0,0,7.1,10,,,2,84
84LA01382,1983-12-14,1,Y6038,02,1,72,723,Y2002,02,,,4,20,1,1,30,,1,348,8,,23,2,,6,30,,,Y3897,02,1,0,72,,1,19,1,2,6.5,0,,,1,84
84LA01383,1983-12-14,2,Y6039,02,,72,723,Y2002,02,,1,4,20,1,1,30,,1,348,8,,0,2,,,30,,,Y3897,02,0,65,72,,1,,0,0,6.5,10,,,2,84
84LA01384,1984-01-03,1,Y6300,02,1,73,734,Y2003,02,,1,6,20,1,1,30,,1,3,8,,0,2,,,30,,,Y3999,02,1,87,73,,1,,1,2,9.4,10,,,1,84
84LA01385,1984-01-03,1,Y6301,02,,73,734,Y2003,02,,1,6,20,1,1,30,,1,3,8,,0,2,,,30,,&,Y3999,02,0,34,73,,1,,0,0,6.5,5,,,2,84
84LA01386,1983-12-23,1,Y6187,02,1,74,732,Y2017,02,,1,5,20,1,1,30,,1,357,8,,0,3,,,30,,,Y2036,02,1,107,74,,1,,1,2,11.0,10,,,1,84
84LA01387,1983-12-23,2,Y6188,02,,74,732,Y2017,02,,1,5,20,1,1,30,,1,357,8,,0,3,,,30,,,Y2036,02,0,89,74,,1,,0,0,9.3,10,,,2,84
84LA01388,1984-03-17,1,Y6725,02,1,75,752,Y2018,02,1,1,2,20,1,1,30,,1,77,8,1,0,3,,,30,,,Y4584,02,1,112,75,,1,,1,2,9.4,10,,,1,84
84LA01389,1984-03-17,1,Y6726,02,,75,752,Y2018,02,1,1,2,20,1,1,30,,1,77,8,1,0,3,,,30,,,Y4584,02,0,90,75,,1,,0,0,9.3,10,,,2,84
84LA01390,1984-03-17,1,Y6680,02,1,75,753,Y2019,02,2,1,2,20,1,1,30,,1,77,8,3,0,2,,,30,,,Y4297,02,1,92,75,,1,,1,2,9.0,10,,,1,84
84LA01391,1984-03-17,1,Y6681,02,,75,753,Y2019,02,2,1,2,20,1,1,30,,1,77,8,3,0,2,,,30,,,Y4297,02,0,77,75,,1,,0,0,6.9,10,,,2,84
84LA01392,1983-12-11,1,,,1,72,722,Y2025,02,,,3,20,1,1,30,,1,345,1,,345,3,,1,30,922279,+,Y3900,02,1,0,72,,0,44,1,1,12.4,5,,,1,84
84LA01393,1983-12-11,,,,,72,722,Y2025,02,,,3,20,1,,30,,,345,,,0,,,,30,922479,+,Y3900,02,0,0,72,,0,,0,0,0.0,5,,,2,84
84LA01394,1984-03-20,2,Y6848,02,1,75,754,Y2026,02,3,1,2,20,1,1,30,,1,80,8,5,0,3,,,30,,,Y4255,02,1,56,75,,1,,1,2,9.5,10,,,1,84
84LA01395,1984-03-20,1,Y6849,02,,75,754,Y2026,02,3,1,2,20,1,1,30,,1,80,8,5,0,3,,,30,,,Y4255,02,0,88,75,,1,,0,0,10.5,10,,,2,84
84LA01396,1984-01-18,2,Y6413,02,1,73,734,Y2034,02,,1,9,20,0,1,30,,1,18,8,,0,2,,,39,,,Y3999,02,1,81,73,,1,,1,2,10.4,10,,,1,84
84LA01397,1984-01-18,1,Y6414,02,,73,734,Y2034,02,,1,9,20,0,1,30,,1,18,8,,0,2,,,39,,,Y3999,02,0,83,73,,1,,0,0,11.3,10,,,2,84
84LA01398,,,,,1,76,,Y2040,02,2,,,20,0,,30,,,0,,,0,,,,35,,,00000,02,1,0,76,,0,,0,0,0.0,0,,,1,84
84LA01399,1984-04-03,1,Y7109,02,1,75,751,Y2049,02,2,1,4,20,1,1,30,,1,94,8,,0,4,,,30,,,Y4702,02,1,87,75,,1,,1,2,10.5,10,,,1,84
84LA01400,1984-04-03,1,Y7110,02,,75,751,Y2049,02,2,1,4,20,1,1,30,,1,94,8,,0,4,,,30,,,Y4702,02,0,72,75,,1,,0,0,9.1,10,,,2,84
84LA01401,1983-12-17,2,Y6079,02,1,72,721,Y2058,02,,1,4,20,1,1,30,,1,351,5,,0,3,,,30,,,Y3881,02,1,65,72,,1,,1,1,10.1,10,,,1,84
84LA01402,1984-02-08,2,Y6516,02,1,73,731,Y2062,02,,1,C,20,1,1,30,,1,39,8,,0,3,,,30,,,Y2743,02,1,87,73,,1,,1,2,10.5,10,,,1,84
84LA01403,1984-02-08,2,Y6517,02,,73,731,Y2062,02,,1,C,20,1,1,30,,1,39,8,,0,3,,,30,,,Y2743,02,0,74,73,,1,,0,0,9.0,10,,,2,84
84LA01404,1983-12-05,1,Y5916,02,1,74,731,Y2102,02,,1,2,20,1,1,30,,1,339,8,,0,4,,,30,,,Y2743,02,1,45,74,,1,,1,2,11.0,10,,,1,84
84LA01405,1983-12-05,1,Y5917,02,,74,731,Y2102,02,,1,2,20,1,1,30,,1,339,8,,0,4,,,30,,,Y2743,02,0,95,74,,1,,0,0,11.0,10,,,2,84
84LA01406,1984-01-20,2,Y6417,02,1,73,732,Y2109,02,,1,9,20,1,1,30,,1,20,8,,0,2,,,30,,,Y2036,02,1,70,73,,1,,1,2,8.7,10,,,1,84
84LA01407,1984-01-20,1,Y6418,02,,73,732,Y2109,02,,1,9,20,1,1,30,,1,20,8,,0,2,,,30,,,Y2036,02,0,79,73,,1,,0,0,8.7,10,,,2,84
84LA01408,1984-03-18,3,Y6757,02,1,75,752,Y2115,02,3,,O,20,1,1,30,,1,78,8,4,101,3,,6,30,,&,Y4584,02,1,0,75,,1,19,1,2,6.5,0,,,1,84
84LA01409,1984-03-18,2,Y6758,02,,75,752,Y2115,02,3,1,2,20,1,1,30,,1,78,8,4,0,3,,,30,941979,+,Y4584,02,0,84,75,,1,,0,0,10.1,15,,,2,84
84LA01410,,,,,1,76,,Y2125,02,3,,,20,0,,30,,,0,,,0,,,,35,,,00000,02,1,0,76,,0,,0,0,0.0,0,,,1,84
84LA01411,1984-03-21,2,Y6880,02,1,75,753,Y2137,02,2,1,3,20,1,1,30,,1,81,9,5,0,3,,,30,,,Y4297,02,1,94,75,,1,,1,3,11.4,10,,,1,84
84LA01412,1984-03-21,2,Y6881,02,,75,753,Y2137,02,2,1,3,20,1,1,30,,1,81,9,5,0,3,,,30,,,Y4297,02,0,102,75,,1,,0,0,11.6,10,,,2,84
84LA01413,1984-03-21,1,,,,75,753,Y2137,02,2,,3,20,1,1,30,,1,81,9,5,81,3,,6,30,,,Y4297,02,0,0,75,,1,29,0,0,10.0,0,78,,3,84
84LA01414,1983-12-01,2,Y5862,02,1,72,724,Y2141,02,,,2,20,1,1,30,,1,335,5,,345,2,,6,30,584802,+,Y3929,02,1,0,72,,1,62,1,1,10.6,5,,,1,84
84LA01415,1983-11-16,2,Y5730,02,1,76,,Y2148,02,1,1,,20,0,1,30,,1,320,5,,0,2,,,35,,,00000,02,1,76,76,,1,,1,1,9.4,10,,,1,84
84LA01416,1983-12-14,2,Y6037,02,1,74,733,Y2152,02,,1,4,20,1,1,30,,1,348,5,,0,2,,,30,,,Y3975,02,1,79,74,,1,,1,1,9.7,10,,,1,84
84LA01417,1983-12-17,2,Y6080,02,1,74,732,Y2153,02,,1,4,20,0,1,39,,1,351,8,,0,3,,,38,608602,+,Y2036,02,1,62,74,,1,,1,2,7.4,15,,,1,84
84LA01418,1983-12-17,2,Y6081,02,,74,732,Y2153,02,,,4,20,0,1,39,,1,351,8,,351,3,,6,38,607202,+,Y2036,02,0,0,74,,1,46,0,0,7.5,5,,,2,84
84LA01419,1983-12-27,3,Y6257,02,1,74,734,Y2154,02,,1,5,20,0,1,39,,1,361,5,,0,3,,,38,,,Y3999,02,1,96,74,,1,,1,1,11.2,10,,,1,84
