UID,YR,SEX,LAMB,LB1,LINE,BPEN,DAM,DBRD,DB1,LINBR,BAG,ADAM,TRT,CLR,STM,SPEC,JAW,DAYBN,TB,TRT1,DAYDIS,MILK,ABEWE,DISP,INBRD,FONO,FOPU,TRT2,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT3,CDNO,DATEBN,STMD
76LA01268,76,2,1341,4,73,731,8912,42,4,,2,30,,1,02,,1,117,5,,0,4,,,,,,,2,43,0408,43,1,40,73,6,1,,1,1,8.9,10,,,1,1976-04-26,02
76LA01269,76,1,1342,4,74,740,7218,42,4,,2,40,,1,02,,1,117,8,8,0,4,,,,,,,2,43,0469,43,1,83,74,6,1,,1,2,11.9,10,,,1,1976-04-26,02
76LA01270,76,2,1343,4,74,740,7218,42,4,,2,40,,1,02,,1,117,8,8,0,4,,,,,,,2,43,0469,43,0,73,74,6,1,,0,0,11.7,10,,,2,1976-04-26,02
76LA01271,76,1,1344,4,76,762,9939,42,4,,1,20,,1,02,,1,117,8,8,0,2,,,,,,,2,43,0335,43,1,86,76,6,1,,1,2,9.6,10,,,1,1976-04-26,02
76LA01272,76,2,1345,4,76,762,9939,42,4,,1,20,,1,02,,1,117,8,8,118,2,,2,,,&,,2,43,0335,43,0,0,76,6,1,93,0,0,9.5,0,,,2,1976-04-26,02
76LA01273,76,1,1348,4,76,762,4675,42,4,,2,60,,1,02,,1,117,8,,0,4,,,,,,,2,43,0335,43,1,77,76,6,1,,1,2,11.5,10,,,1,1976-04-26,02
76LA01274,76,2,1349,4,76,762,4675,42,4,,2,60,,1,02,,1,117,8,,0,4,,,,,,,2,43,0335,43,0,76,76,6,1,,0,0,12.0,10,,,2,1976-04-26,02
76LA01275,76,2,1350,4,76,762,9721,42,4,,1,20,,1,02,,1,117,5,,0,3,,,,,,,2,43,0335,43,1,71,76,6,1,,1,1,11.1,10,,,1,1976-04-26,02
76LA01276,76,1,1353,4,76,760,4960,42,4,,2,60,,1,02,,1,117,8,8,0,4,,,,,,,2,43,0683,43,1,64,76,6,1,,1,2,12.0,10,,,1,1976-04-26,02
76LA01277,76,1,1354,4,76,760,4960,42,4,,2,60,,1,02,,1,117,8,8,0,4,,,,,,,2,43,0683,43,0,73,76,6,1,,0,0,13.3,10,,,2,1976-04-26,02
76LA01278,76,2,1359,4,75,751,9088,42,4,,1,30,,1,02,,1,117,8,8,0,4,,,,,,,2,43,0499,43,1,60,75,6,1,,1,2,10.0,10,,,1,1976-04-26,02
76LA01279,76,1,1360,4,75,751,9088,42,4,,1,30,,1,02,,1,117,8,8,0,4,,,,,,,2,43,0499,43,0,66,75,6,1,,0,0,11.3,10,,,2,1976-04-26,02
76LA01280,76,1,1363,4,75,751,7380,42,4,,2,40,,1,02,,1,117,8,8,0,3,,,,,,,2,43,0499,43,1,77,75,6,1,,1,2,10.5,10,,,1,1976-04-26,02
76LA01281,76,1,1364,4,75,751,7380,42,4,,2,40,,1,02,,1,117,8,8,124,3,,5,,,&,,2,43,0499,43,0,55,75,6,1,95,0,0,10.6,5,,,2,1976-04-26,02
76LA01282,76,2,1365,4,76,761,2652,42,4,,1,80,,1,02,,1,117,8,4,0,4,,,,,,,2,43,0708,43,1,70,76,6,1,,1,2,12.2,10,,,1,1976-04-26,02
76LA01283,76,1,1366,4,76,761,2652,42,4,,1,80,,1,02,,1,117,8,4,0,4,,,,,,,2,43,0708,43,0,80,76,6,1,,0,0,11.2,10,,,2,1976-04-26,02
76LA01284,76,1,1371,4,73,732,7136,42,4,,1,40,,1,02,,1,117,8,,0,3,,,,,,,2,43,0720,43,1,61,73,6,1,,1,2,10.8,10,,,1,1976-04-26,02
76LA01285,76,1,1372,4,73,732,7136,42,4,,1,40,,1,02,,1,117,8,,0,3,,,,,,,2,43,0720,43,0,64,73,6,1,,0,0,10.3,10,,,2,1976-04-26,02
76LA01286,76,1,1375,4,73,731,9484,42,4,,1,20,,1,02,,1,117,5,8,0,3,,,,,,,2,43,0408,43,1,45,73,6,1,,1,1,11.1,10,,,1,1976-04-26,02
76LA01287,76,2,1376,4,74,740,2709,42,4,,2,80,,1,02,,1,117,5,2,0,3,,,,,,,2,43,0469,43,1,78,74,6,1,,1,1,12.3,10,65,,1,1976-04-26,02
76LA01288,76,2,1381,4,76,760,6243,42,4,,1,50,,1,02,,1,117,8,8,119,3,,2,,,&,,2,43,0683,43,1,0,76,6,1,93,1,2,9.9,0,,,1,1976-04-26,02
76LA01289,76,2,1382,4,76,760,6243,42,4,,1,50,,2,02,,1,117,8,8,120,3,,6,,,&,,2,43,0683,43,0,0,76,6,1,01,0,0,8.6,0,,,2,1976-04-26,02
76LA01290,76,1,1383,4,73,730,8611,42,4,,1,30,,1,02,,1,117,5,,0,3,,,,,,,2,43,0583,43,1,95,73,6,1,,1,1,14.2,10,,,1,1976-04-26,02
76LA01291,76,1,1384,4,75,752,7153,42,4,,1,40,,1,02,,1,117,8,8,130,4,,6,,,&,,2,43,0714,43,1,0,75,6,1,01,1,2,11.4,0,,,1,1976-04-26,02
76LA01292,76,1,1385,4,75,752,7153,42,4,,1,40,,1,02,,1,117,8,8,0,4,,,,,,,2,43,0714,43,0,52,75,6,1,,0,0,12.2,10,,,2,1976-04-26,02
76LA01293,76,1,1386,4,73,731,6023,42,4,,2,50,,1,02,,1,117,8,8,0,3,,,,,,,2,43,0408,43,1,73,73,6,1,,1,2,12.6,10,,,1,1976-04-26,02
76LA01294,76,1,1387,4,73,731,6023,42,4,,2,50,,1,02,,1,117,8,8,0,3,,,,,,,2,43,0408,43,0,70,73,6,1,,0,0,9.5,10,,,2,1976-04-26,02
76LA01295,76,1,1389,4,76,762,2413,42,4,,3,80,,1,02,,1,118,8,2,0,3,,,,,,,2,43,0335,43,1,55,76,6,1,,1,2,12.1,10,,,1,1976-04-27,02
76LA01296,76,1,1390,4,76,762,2413,42,4,,3,80,,1,02,,1,118,8,2,0,3,,,,,,,2,43,0335,43,0,38,76,6,1,,0,0,11.3,10,,,2,1976-04-27,02
76LA01297,76,1,1393,4,73,731,9560,42,4,,1,20,,1,02,,1,118,5,,240,3,,7,,,,,2,43,0408,43,1,0,73,6,1,97,1,1,12.9,0,,,1,1976-04-27,02
76LA01298,76,1,1394,4,76,762,9238,42,4,,1,20,,1,02,,1,118,5,8,0,4,,,,,,,2,43,0335,43,1,75,76,6,1,,1,1,11.1,10,,,1,1976-04-27,02
76LA01299,76,2,1403,4,75,751,8520,42,4,,1,30,,1,02,,1,118,8,,0,3,09,,,,,,2,43,0499,43,1,63,75,6,1,,1,2,11.3,10,,,1,1976-04-27,02
76LA01300,76,2,1404,4,75,751,8520,42,4,,1,30,,1,02,,1,118,8,,120,3,,2,,,&,,2,43,0499,43,0,0,75,6,1,93,0,0,10.2,0,,,2,1976-04-27,02
76LA01301,76,1,1405,4,73,731,7344,42,4,,1,40,,1,02,,1,118,8,8,0,3,,,,,,,2,43,0408,43,1,44,73,6,1,,1,2,10.7,10,,,1,1976-04-27,02
76LA01302,76,1,1406,4,73,731,7344,42,4,,1,40,,1,02,,1,118,8,8,0,3,,,,,,,2,43,0408,43,0,47,73,6,1,,0,0,11.3,10,,,2,1976-04-27,02
76LA01303,76,2,1407,4,75,750,9390,42,4,,1,20,,1,02,,1,118,8,,240,2,,7,,263862,-,,2,43,0559,43,1,0,75,6,1,97,1,2,10.7,0,,,1,1976-04-27,02
76LA01304,76,2,1408,4,75,750,9390,42,4,,1,20,,1,02,,1,118,8,,0,2,,,,,,,2,43,0559,43,0,88,75,6,1,,0,0,11.0,10,,,2,1976-04-27,02
76LA01305,76,2,1409,4,75,752,8263,42,4,,2,30,,1,02,,1,118,8,,0,3,,,,,,,2,43,0714,43,1,78,75,6,1,,1,2,12.3,10,,,1,1976-04-27,02
76LA01306,76,2,1410,4,75,752,8263,42,4,,2,30,,1,02,,1,118,8,,0,3,,,,,,,2,43,0714,43,0,66,75,6,1,,0,0,10.0,10,,,2,1976-04-27,02
76LA01307,76,2,1413,4,74,742,9514,42,4,,1,20,,1,02,,1,118,5,,0,3,,,,,,,2,43,0575,43,1,83,74,6,1,,1,1,12.1,10,,,1,1976-04-27,02
76LA01308,76,2,1416,4,73,730,3818,42,4,,2,70,,1,02,,1,118,5,,0,3,,,,,,,2,43,0583,43,1,83,73,6,1,,1,1,10.7,10,,,1,1976-04-27,02
76LA01309,76,2,1417,4,73,731,5406,42,4,,2,60,,1,02,,1,118,8,,0,2,,,,,,,2,43,0408,43,1,52,73,6,1,,1,2,8.5,10,,,1,1976-04-27,02
76LA01310,76,1,1418,4,73,731,5406,42,4,,2,60,,1,02,,1,118,8,,0,2,,,,,,,2,43,0408,43,0,52,73,6,1,,0,0,10.6,10,,,2,1976-04-27,02
76LA01311,76,1,1421,4,76,760,7002,42,4,,1,40,,1,02,,1,118,8,8,0,3,,,,,,,2,43,0683,43,1,82,76,6,1,,1,2,13.2,10,,,1,1976-04-27,02
76LA01312,76,2,1422,4,76,760,7002,42,4,,1,40,,1,02,,1,118,8,8,0,3,,,,,,,2,43,0683,43,0,68,76,6,1,,0,0,11.5,10,,,2,1976-04-27,02
76LA01313,76,1,1423,4,73,732,9092,42,4,,2,30,,1,02,,1,118,8,8,0,4,,,,,,,2,43,0720,43,1,52,73,6,1,,1,2,9.7,10,,,1,1976-04-27,02
76LA01314,76,1,1424,4,73,732,9092,42,4,,2,30,,1,02,,1,118,8,8,0,4,,,,,,,2,43,0720,43,0,62,73,6,1,,0,0,10.7,10,,,2,1976-04-27,02
76LA01315,76,2,1425,4,75,752,7426,42,4,,2,40,,1,02,,1,118,8,,0,4,,,,,,,2,43,0714,43,1,57,75,6,1,,1,2,10.8,10,,,1,1976-04-27,02
76LA01316,76,1,1426,4,75,752,7426,42,4,,2,40,,2,02,,1,118,8,,0,4,,,,,,,2,43,0714,43,0,69,75,6,1,,0,0,10.9,10,,,2,1976-04-27,02
76LA01317,76,1,1427,4,76,761,9436,42,4,,1,20,,1,02,,1,118,5,,0,4,,,,,,,2,43,0708,43,1,62,76,6,1,,1,1,12.4,10,,,1,1976-04-27,02
76LA01318,76,1,1428,4,74,740,8497,42,4,,2,30,,1,02,,1,119,8,,240,0,36,7,,,&,,2,43,0469,43,1,0,74,6,1,97,1,2,10.9,0,,,1,1976-04-28,02
76LA01319,76,1,1429,4,74,740,8497,42,4,,2,30,,1,02,,1,119,8,,120,0,,6,,120893,-,,2,43,0469,43,0,0,74,6,1,21,0,0,10.2,0,,,2,1976-04-28,02
76LA01320,76,2,1430,4,73,732,8934,42,4,,4,30,,1,02,,1,119,5,8,0,3,,,,,,,2,43,0720,43,1,63,73,6,1,,1,1,12.6,10,,,1,1976-04-28,02
76LA01321,76,1,1432,4,76,760,9987,42,4,,1,20,,1,02,,1,119,5,8,0,3,,,,,,,2,43,0683,43,1,112,76,6,1,,1,1,13.4,10,,,1,1976-04-28,02
76LA01322,76,1,1433,4,75,751,8241,42,4,,2,30,,1,02,,1,119,5,8,0,4,,,,,,,2,43,0499,43,1,87,75,6,1,,1,1,13.7,10,,,1,1976-04-28,02
76LA01323,76,2,1434,4,73,732,9392,42,4,,1,20,,1,02,,1,119,5,,0,2,,,,,,,2,43,0720,43,1,64,73,6,1,,1,1,10.2,10,,,1,1976-04-28,02
76LA01324,76,2,1435,4,75,751,4773,42,4,,1,60,,1,02,,1,119,8,,120,3,,2,,,&,,2,43,0499,43,1,0,75,6,1,93,1,2,10.5,0,,,1,1976-04-28,02
76LA01325,76,2,1436,4,75,751,4773,42,4,,1,60,,1,02,,1,119,8,,0,3,,,,,,,2,43,0499,43,0,90,75,6,1,,0,0,11.5,10,,,2,1976-04-28,02
76LA01326,76,2,1437,4,74,740,4912,42,4,,2,60,,1,02,,1,119,5,,0,4,,,,,,,2,43,0469,43,1,70,74,6,1,,1,1,12.0,10,,,1,1976-04-28,02
76LA01327,76,2,1438,4,73,731,6389,42,4,,1,50,,1,02,,3,119,8,8,0,4,,,,,,,2,43,0408,43,1,54,73,6,1,,1,2,10.1,10,,,1,1976-04-28,02
76LA01328,76,2,1439,4,73,731,6389,42,4,,1,50,,1,02,,1,119,8,8,0,4,,,,,,,2,43,0408,43,0,54,73,6,1,,0,0,7.8,10,,,2,1976-04-28,02
76LA01329,76,1,1443,4,74,742,9863,42,4,,1,20,,1,02,,1,119,8,8,0,4,,,,,,,2,43,0575,43,1,83,74,6,1,,1,2,9.9,10,,,1,1976-04-28,02
76LA01330,76,2,1444,4,74,742,9863,42,4,,1,20,,1,02,,1,119,8,8,130,4,,6,,,,,2,43,0575,43,0,0,74,6,1,01,0,0,10.5,0,,,2,1976-04-28,02
76LA01331,76,1,1445,4,74,740,6364,42,4,,2,50,,1,02,,1,119,8,,0,3,,,,,,,2,43,0469,43,1,77,74,6,1,,1,2,10.1,10,,,1,1976-04-28,02
76LA01332,76,1,1446,4,74,740,6364,42,4,,2,50,,1,02,,1,119,8,,240,3,,7,,,,,2,43,0469,43,0,0,74,6,1,97,0,0,10.0,0,,,2,1976-04-28,02
76LA01333,76,2,1449,4,73,731,8612,42,4,,2,30,,1,02,,1,119,8,8,0,4,,,,,,,2,43,0408,43,1,57,73,6,1,,1,2,12.0,10,,,1,1976-04-28,02
76LA01334,76,1,1450,4,73,731,8612,42,4,,2,30,,1,02,,1,119,8,8,0,4,,,,,,,2,43,0408,43,0,62,73,6,1,,0,0,13.5,10,,,2,1976-04-28,02
76LA01335,76,2,1451,4,73,730,8844,42,4,,2,30,,1,02,,1,119,5,8,0,4,,,,,,,2,43,0583,43,1,74,73,6,1,,1,1,12.9,10,,,1,1976-04-28,02
76LA01336,76,2,1452,4,76,761,9511,42,4,,1,20,,1,02,,1,119,8,8,0,4,11,,,,,,2,43,0708,43,1,73,76,6,1,,1,2,10.0,10,,,1,1976-04-28,02
76LA01337,76,2,1453,4,76,761,9511,42,4,,1,20,,2,02,,1,119,8,8,0,4,,,,,,,2,43,0708,43,0,81,76,6,1,,0,0,9.7,10,,,2,1976-04-28,02
76LA01338,76,1,1455,4,75,752,7679,42,4,,2,40,,1,02,,1,119,8,,240,4,,7,,,,,2,43,0714,43,1,0,75,6,1,97,1,2,11.6,0,,,1,1976-04-28,02
76LA01339,76,2,1456,4,75,752,7679,42,4,,2,40,,1,02,,1,119,8,,122,4,,2,,,&,,2,43,0714,43,0,0,75,6,1,93,0,0,11.5,0,,,2,1976-04-28,02
76LA01340,76,1,1457,4,73,730,5882,42,4,,2,50,,1,02,,1,119,8,8,240,4,09,7,,,,,2,43,0583,43,1,0,73,6,1,97,1,2,11.0,0,,,1,1976-04-28,02
76LA01341,76,1,1458,4,73,730,5882,42,4,,2,50,,1,02,,1,119,8,8,0,4,,,,,,,2,43,0583,43,0,56,73,6,1,,0,0,10.5,10,,,2,1976-04-28,02
76LA01342,76,2,1461,4,74,741,9120,42,4,,2,30,,1,02,,3,119,8,8,240,2,23,7,,,,,2,43,0568,43,1,0,74,6,1,97,1,2,12.5,0,,,1,1976-04-28,02
76LA01343,76,1,1462,4,74,741,9120,42,4,,2,30,,1,02,,1,119,8,8,0,2,,,,,,,2,43,0568,43,0,63,74,6,1,,0,0,12.2,10,,,2,1976-04-28,02
76LA01344,76,2,1465,4,74,740,9551,42,4,,1,20,,1,02,,1,120,8,8,0,2,,,,,,,2,43,0469,43,1,81,74,6,1,,1,2,10.0,10,,,1,1976-04-29,02
76LA01345,76,1,1466,4,74,740,9551,42,4,,1,20,,1,02,,1,120,8,8,0,2,,,,,,,2,43,0469,43,0,73,74,6,1,,0,0,12.4,10,,,2,1976-04-29,02
76LA01346,76,1,1467,4,73,731,9837,42,4,,1,20,,1,02,,1,120,5,,0,2,,,,,,,2,43,0408,43,1,74,73,6,1,,1,1,11.2,10,,,1,1976-04-29,02
76LA01347,76,2,1468,4,75,750,9377,42,4,,1,20,,1,02,,1,120,8,8,0,4,,,,,,,2,43,0559,43,1,74,75,6,1,,1,2,7.8,10,,,1,1976-04-29,02
76LA01348,76,2,1469,4,75,750,9377,42,4,,1,20,,1,02,,1,120,8,8,0,4,,,,,,,2,43,0559,43,0,73,75,6,1,,0,0,8.7,10,,,2,1976-04-29,02
76LA01349,76,1,1470,4,73,732,5773,42,4,,2,50,,1,02,,1,120,5,,0,4,,,,,,,2,43,0720,43,1,88,73,6,1,,1,1,14.2,10,,,1,1976-04-29,02
76LA01350,76,1,1471,4,75,752,8594,42,4,,1,30,,1,02,,1,120,5,,0,4,,,,,,,2,43,0714,43,1,75,75,6,1,,1,1,10.8,10,,,1,1976-04-29,02
76LA01351,76,1,1472,4,75,751,9776,42,4,,1,20,,1,02,,1,120,5,8,0,4,,,,,,,2,43,0499,43,1,85,75,6,1,,1,1,9.6,10,,,1,1976-04-29,02
76LA01352,76,1,1473,4,74,741,9418,42,4,,1,20,,1,02,,1,120,8,8,0,3,,,,,,,2,43,0568,43,1,74,74,6,1,,1,2,13.0,10,,,1,1976-04-29,02
76LA01353,76,2,1474,4,74,741,9418,42,4,,1,20,,1,02,,1,120,8,8,122,3,,2,,,&,,2,43,0568,43,0,0,74,6,1,93,0,0,7.9,0,,,2,1976-04-29,02
76LA01354,76,2,1475,4,74,742,3449,42,4,,2,70,,1,02,,1,120,8,,0,4,10,,,,,,2,43,0575,43,1,49,74,6,1,,1,2,10.8,10,,,1,1976-04-29,02
76LA01355,76,2,1476,4,74,742,3449,42,4,,2,70,,1,02,,1,120,8,,0,4,,,,,,,2,43,0575,43,0,59,74,6,1,,0,0,11.5,10,,,2,1976-04-29,02
76LA01356,76,2,1477,4,76,760,7684,42,4,,1,40,,1,02,,1,120,8,8,0,3,,,,,,,2,43,0683,43,1,80,76,6,1,,1,2,9.8,10,,,1,1976-04-29,02
76LA01357,76,1,1478,4,76,760,7684,42,4,,1,40,,1,02,,1,120,8,8,0,3,,,,,,,2,43,0683,43,0,88,76,6,1,,0,0,9.8,10,,,2,1976-04-29,02
76LA01358,76,2,1479,4,73,731,9247,42,4,,1,20,,1,02,,1,120,5,,0,3,,,,,,,2,43,0408,43,1,64,73,6,1,,1,1,8.7,10,,,1,1976-04-29,02
76LA01359,76,2,1480,4,74,741,8605,42,4,,2,30,,1,02,,1,120,5,,0,4,,,,,,,2,43,0568,43,1,73,74,6,1,,1,1,11.8,10,,,1,1976-04-29,02
76LA01360,76,2,1481,4,74,741,9496,42,4,,1,20,,1,02,,1,120,5,8,204,4,,6,,,&,,2,43,0568,43,1,0,74,6,1,01,1,1,12.7,0,,,1,1976-04-29,02
76LA01361,76,2,1486,4,73,730,7334,42,4,,2,40,,1,02,,1,121,8,,0,3,,,,,,,2,43,0583,43,1,66,73,6,1,,1,2,12.0,10,,,1,1976-04-30,02
76LA01362,76,2,1487,4,73,730,7334,42,4,,2,40,,1,02,,1,121,8,,0,3,,,,,,,2,43,0583,43,0,65,73,6,1,,0,0,11.1,10,,,2,1976-04-30,02
76LA01363,76,1,1492,4,73,730,5271,42,4,,2,60,,1,02,,1,121,8,8,240,4,,7,,,,,2,43,0583,43,1,0,73,6,1,97,1,2,10.8,0,,,1,1976-04-30,02
76LA01364,76,2,1493,4,73,730,5271,42,4,,2,60,,1,02,,1,121,8,8,240,4,,7,,,,,2,43,0583,43,0,0,73,6,1,97,0,0,12.2,0,,,2,1976-04-30,02
76LA01365,76,1,1494,4,73,731,5670,42,4,,2,60,,1,02,,1,121,8,8,0,2,10,,,855518,-,,2,43,0408,43,1,56,73,6,1,,1,2,7.9,5,,,1,1976-04-30,02
76LA01366,76,2,1495,4,73,731,5670,42,4,,2,60,,1,02,,1,121,8,8,240,2,,7,,,,,2,43,0408,43,0,0,73,6,1,97,0,0,9.4,0,,,2,1976-04-30,02
76LA01367,76,1,1497,4,74,742,5320,42,4,,3,60,,1,02,,1,121,5,8,0,4,07,,,,,,2,43,0575,43,1,90,74,6,1,,1,1,14.3,10,,,1,1976-04-30,02
76LA01368,76,1,1501,4,74,740,9817,42,4,,1,20,,1,02,,1,121,5,8,0,3,,,,,,,2,43,0469,43,1,68,74,6,1,,1,1,11.7,10,,,1,1976-04-30,02
76LA01369,76,2,1502,4,73,732,6500,42,4,,2,50,,1,02,,1,122,5,,0,4,,,,,,,2,43,0720,43,1,74,73,6,1,,1,1,14.2,10,,,1,1976-05-01,02
76LA01370,76,1,1503,4,74,742,7850,42,4,,1,40,,1,02,,1,121,5,8,0,5,,,,,,,2,43,0575,43,1,59,74,6,1,,1,1,15.0,10,,,1,1976-04-30,02
76LA01371,76,2,1504,4,73,732,7732,42,4,,1,40,,1,02,,1,122,8,,0,4,10,,,,,,2,43,0720,43,1,82,73,6,1,,1,2,12.1,10,,,1,1976-05-01,02
76LA01372,76,2,1505,4,73,732,7732,42,4,,1,40,,1,02,,1,122,8,,0,4,,,,,,,2,43,0720,43,0,54,73,6,1,,0,0,8.7,10,,,2,1976-05-01,02
76LA01373,76,1,1506,4,73,731,4272,42,4,,2,70,,1,02,,1,122,9,,122,2,,2,,,&,,2,43,0408,43,1,0,73,6,1,93,1,3,10.8,0,,,1,1976-05-01,02
76LA01374,76,1,1507,4,73,731,4272,42,4,,2,70,,1,02,,1,122,9,,0,2,,,,,,,2,43,0408,43,0,63,73,6,1,,0,0,10.7,10,,,2,1976-05-01,02
76LA01375,76,1,1508,4,73,731,4272,42,4,,2,70,,1,02,,1,122,9,,0,2,,,,,,,2,43,0408,43,0,72,73,6,1,,0,0,11.3,10,,,3,1976-05-01,02
76LA01376,76,1,1509,4,75,750,9445,42,4,,1,20,,1,02,,1,122,5,,0,3,,,,,,,2,43,0559,43,1,86,75,6,1,,1,1,11.2,10,,,1,1976-05-01,02
76LA01377,76,2,1510,4,76,760,8883,42,4,,1,30,,1,02,,1,122,8,,0,4,,,,,,,2,43,0683,43,1,78,76,6,1,,1,2,11.5,10,,,1,1976-05-01,02
76LA01378,76,1,1511,4,76,760,8883,42,4,,1,30,,1,02,,1,122,8,,0,4,,,,,,,2,43,0683,43,0,66,76,6,1,,0,0,10.7,10,,,2,1976-05-01,02
76LA01379,76,2,1512,4,76,760,4724,42,4,,2,60,,1,02,,1,122,8,8,0,4,,,,,,,2,43,0683,43,1,70,76,6,1,,1,2,11.2,10,,,1,1976-05-01,02
76LA01380,76,1,1513,4,76,760,4724,42,4,,2,60,,1,02,,1,122,8,8,0,4,,,,,,,2,43,0683,43,0,73,76,6,1,,0,0,12.3,10,,,2,1976-05-01,02
76LA01381,76,2,1514,4,74,740,8026,42,4,,1,40,,1,02,,1,122,5,,0,4,,,,,,,2,43,0469,43,1,77,74,6,1,,1,1,12.2,10,,,1,1976-05-01,02
76LA01382,76,2,1515,4,75,751,6324,42,4,,1,50,,1,02,,1,122,5,,0,2,,,,,,,2,43,0499,43,1,71,75,6,1,,1,1,10.2,10,,,1,1976-05-01,02
76LA01383,76,1,0795,4,73,732,5418,42,4,,9,60,,1,02,,1,104,8,8,0,4,,,,,,,2,43,0720,43,1,79,73,6,1,,1,2,11.6,10,,,1,1976-04-13,02
76LA01384,76,2,0796,4,73,732,5418,42,4,,9,60,,1,02,,3,104,8,8,0,4,,,,,,,2,43,0720,43,0,70,73,6,1,,0,0,12.4,10,,,2,1976-04-13,02
76LA01385,76,2,0797,4,73,730,7792,42,4,,1,40,,1,02,,1,104,8,,0,3,,,,,,,2,43,0583,43,1,43,73,6,1,,1,2,10.2,10,,,1,1976-04-13,02
76LA01386,76,2,0798,4,73,730,7792,42,4,,1,40,,1,02,,1,104,8,,0,3,,,,,,,2,43,0583,43,0,75,73,6,1,,0,0,11.0,10,,,2,1976-04-13,02
76LA01387,76,2,0799,4,76,761,5363,42,4,,1,60,,1,02,,1,104,5,8,0,3,,,,,,,2,43,0708,43,1,93,76,6,1,,1,1,14.4,10,03,,1,1976-04-13,02
76LA01388,76,2,0800,4,73,730,8969,42,4,,1,30,,1,02,,1,104,8,,0,4,,,,,,,2,43,0583,43,1,76,73,6,1,,1,2,9.2,10,,,1,1976-04-13,02
76LA01389,76,2,0801,4,73,730,8969,42,4,,1,30,,1,02,,1,104,8,,107,4,,6,,,&,,2,43,0583,43,0,0,73,6,1,01,0,0,6.0,0,,,2,1976-04-13,02
76LA01390,76,2,0807,4,74,742,7576,42,4,,1,40,,1,02,,1,104,8,,0,4,,,,,,,2,43,0575,43,1,46,74,6,1,,1,2,8.6,10,,,1,1976-04-13,02
76LA01391,76,2,0808,4,74,742,7576,42,4,,1,40,,1,02,,1,104,8,,0,4,,,,,,,2,43,0575,43,0,57,74,6,1,,0,0,10.4,10,,,2,1976-04-13,02
76LA01392,76,1,0809,4,74,740,6058,42,4,,1,50,,1,02,,1,104,8,8,0,1,15,,,,&,,2,43,0469,43,1,49,74,6,1,,1,2,8.1,5,,,1,1976-04-13,02
76LA01393,76,2,0810,4,74,740,6058,42,4,,1,50,,1,02,,1,104,8,8,106,1,,6,,,,,2,43,0469,43,0,0,74,6,1,01,0,0,6.7,0,,,2,1976-04-13,02
76LA01394,76,1,0813,4,76,760,8512,42,4,,1,30,,1,02,,1,104,8,,0,5,,,,,,,2,43,0683,43,1,67,76,6,1,,1,2,10.7,10,,,1,1976-04-13,02
76LA01395,76,1,0814,4,76,760,8512,42,4,,1,30,,1,02,,1,104,8,,0,5,,,,,,,2,43,0683,43,0,82,76,6,1,,0,0,10.8,10,,,2,1976-04-13,02
76LA01396,76,1,0815,4,74,741,9727,42,4,,1,20,,1,02,,2,104,8,,240,4,,7,,,,,2,43,0568,43,1,0,74,6,1,97,1,2,8.7,0,,,1,1976-04-13,02
76LA01397,76,2,0816,4,74,741,9727,42,4,,1,20,,1,02,,1,104,8,,240,4,,7,,,,,2,43,0568,43,0,0,74,6,1,97,0,0,6.1,0,,,2,1976-04-13,02
76LA01398,76,2,0817,4,74,742,7457,42,4,,2,40,,1,02,,1,104,8,8,0,4,,,,,,,2,43,0575,43,1,74,74,6,1,,1,2,10.6,10,,,1,1976-04-13,02
76LA01399,76,1,0818,4,74,742,7457,42,4,,2,40,,1,02,,1,104,8,8,0,4,,,,,,,2,43,0575,43,0,79,74,6,1,,0,0,10.4,10,,,2,1976-04-13,02
76LA01400,76,2,0819,4,74,741,7305,42,4,,1,40,,1,02,,1,104,8,,0,4,,,,,,,2,43,0568,43,1,69,74,6,1,,1,2,11.3,10,,,1,1976-04-13,02
76LA01401,76,2,0820,4,74,741,7305,42,4,,1,40,,1,02,,1,104,8,,0,4,,,,,,,2,43,0568,43,0,49,74,6,1,,0,0,11.5,10,,,2,1976-04-13,02
76LA01402,76,2,0826,4,75,751,7973,42,4,,1,40,,1,02,,1,105,8,8,0,3,,,,,,,2,43,0499,43,1,69,75,6,1,,1,2,11.5,10,,,1,1976-04-14,02
76LA01403,76,1,0827,4,75,751,7973,42,4,,1,40,,1,02,,1,105,8,8,0,3,,,,,,,2,43,0499,43,0,59,75,6,1,,0,0,10.8,10,,,2,1976-04-14,02
76LA01404,76,2,0828,4,73,732,8484,42,4,,1,30,,1,02,,1,105,8,,0,4,,,,,,,2,43,0720,43,1,70,73,6,1,,1,2,10.1,10,,,1,1976-04-14,02
76LA01405,76,2,0829,4,73,732,8484,42,4,,1,30,,1,02,,3,105,8,,0,4,,,,,,,2,43,0720,43,0,56,73,6,1,,0,0,9.2,10,,,2,1976-04-14,02
76LA01406,76,2,0833,4,74,742,6840,42,4,,2,50,,1,02,,1,105,8,8,0,2,04,,,,&,,2,43,0575,43,1,62,74,6,1,,1,2,11.0,5,,,1,1976-04-14,02
76LA01407,76,1,0834,4,74,742,6840,42,4,,2,50,,1,02,,1,105,8,8,0,2,,,,,,,2,43,0575,43,0,67,74,6,1,,0,0,12.5,10,,,2,1976-04-14,02
