UID,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,ADAM,AGE,STMD,BGRP,RGRP,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,YR,INBRL
92LA01731,L4778,03,81,P13,L5152,03,20,2.0,30,2,,,0,,,,0.0,,,,,81,30,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0.0,,0,0,,,92,0.0
92LA01732,L4787,03,80,P01,L4917,03,20,2.0,30,2,,0420,111,8,4,1,11.2,1,1,L9023,03,80,30,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,64.4,1,38,183,1,1992-04-20,92,0.073
92LA01733,L4787,03,80,P01,L4917,03,20,2.0,30,2,,0420,111,8,4,1,10.6,1,1,L9024,03,80,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,74.8,1,57,183,1,1992-04-20,92,0.073
92LA01734,L4790,03,80,P02,L5510,03,20,2.0,30,2,,0415,106,8,1,3,9.1,1,3,L8739,03,80,30,,0,,,,NOBAG.HAIR.XX,,,,,N,1,,1,1,2,1,1,1.0,78.6,1,61,184,2,1992-04-15,92,0.051
92LA01735,L4790,03,80,P02,L5510,03,20,2.0,30,2,,0415,106,8,1,2,7.0,1,1,L8740,03,80,30,3,106,93,,8,,,,,,N,2,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-15,92,0.051
92LA01736,L4794,03,84,msm,00000,03,20,2.0,30,,,0202,33,8,2,2,6.5,,,L8394,03,84,30,6,34,23,,,,,,,,A,1,,1,1,2,1,0,0.0,0.0,,0,0,,1992-02-02,92,0.0
92LA01737,L4794,03,84,msm,00000,03,20,2.0,30,,,0202,33,8,2,2,8.5,,,L8395,03,84,30,6,223,19,,,,,,,,A,2,,0,0,0,1,1,1.0,76.0,,0,0,,1992-02-02,92,0.0
92LA01738,L4795,03,80,P03,L5320,03,20,2.0,30,2,,0421,112,9,3,1,7.4,1,1,L9093,03,80,30,6,140,01,,,,,,,,Y,1,,1,1,3,1,0,0.0,0.0,,0,0,,1992-04-21,92,0.057
92LA01739,L4795,03,80,P03,L5320,03,20,2.0,30,2,,0421,112,9,3,2,6.4,1,1,L9094,03,80,30,6,140,01,,,,,,,,Y,2,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-21,92,0.057
92LA01740,L4795,03,80,P03,L5320,03,20,2.0,30,2,,0421,112,9,3,1,4.3,1,1,,,80,30,1,0,,,,,,,,,Y,3,,0,0,0,0,0,0.0,0.0,,0,0,,1992-04-21,92,0.057
92LA01741,L4797,03,81,P14,L5347,03,20,2.0,30,2,,0406,97,0,3,1,6.1,1,1,,,81,30,0,0,,615963,+,,,,,,N,1,,1,1,1,0,0,0.0,0.0,,0,0,,1992-04-06,92,0.0
92LA01742,L4797,03,81,P14,L5347,03,20,2.0,30,2,,0406,97,,,,0.0,,,,,81,30,,0,,151881,+,GRAFT ONLY,,,,,N,2,,0,0,0,0,0,0.5,0.0,,0,0,,1992-04-06,92,0.0
92LA01743,L4799,03,82,P24,L5182,03,20,2.0,30,2,,0411,102,8,2,2,7.1,1,1,L8601,03,82,30,,0,,059781,-,THICKMILK,,,,,Y,1,,1,1,2,1,1,0.5,96.3,0,0,0,B,1992-04-11,92,0.067
92LA01744,L4799,03,82,P24,L5182,03,20,2.0,30,2,,0411,102,8,2,1,8.3,1,1,L8602,03,82,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,87.1,1,64,183,1,1992-04-11,92,0.067
92LA01745,L4803,03,81,P11,L5068,03,20,2.0,30,2,,,0,,,,0.0,,,,,81,30,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0.0,,0,0,,,92,0.0
92LA01746,L4805,03,82,P25,L5214,03,20,2.0,30,2,,0421,112,8,3,1,8.9,1,1,L9080,03,82,30,,0,,,,,,,,,W,1,,1,1,2,1,1,1.0,77.0,1,49,183,1,1992-04-21,92,0.056
92LA01747,L4805,03,82,P25,L5214,03,20,2.0,30,2,,0421,112,8,3,3,7.8,1,1,L9081,03,82,30,6,113,54,,,,ATRESIA ANI,,,,W,2,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-21,92,0.056
92LA01748,L4806,03,80,P04,L5323,03,20,2.0,30,2,,0421,112,8,2,2,11.2,1,1,L9086,03,80,30,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,57.8,1,38,183,1,1992-04-21,92,0.071
92LA01749,L4806,03,80,P04,L5323,03,20,2.0,30,2,,0421,112,8,2,2,9.9,1,1,L9087,03,80,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,58.0,1,33,183,1,1992-04-21,92,0.071
92LA01750,L4813,03,82,P26,L5549,03,20,2.0,30,2,,0413,104,5,4,1,9.0,1,1,L8660,03,82,30,,0,,,,,,,,,N,1,,1,1,1,1,1,1.0,79.4,1,57,183,1,1992-04-13,92,0.101
92LA01751,L4814,03,82,P27,L5441,03,20,2.0,30,2,,0411,102,8,4,2,10.6,1,3,L8564,03,82,30,,0,,,,,,,,,S,1,,1,1,2,1,1,1.0,60.1,1,40,183,1,1992-04-11,92,0.058
92LA01752,L4814,03,82,P27,L5441,03,20,2.0,30,2,,0411,102,8,4,2,11.2,1,1,L8565,03,82,30,,0,,,,,4TEATS,,,,S,2,,0,0,0,1,1,1.0,80.2,1,57,183,1,1992-04-11,92,0.058
92LA01753,L4815,03,81,P12,L5651,03,20,2.0,30,2,,0421,112,9,2,2,6.5,1,1,L9074,03,81,30,3,113,93,,8,,,,,,W,1,,1,1,3,1,0,0.0,0.0,,0,0,,1992-04-21,92,0.078
92LA01754,L4815,03,81,P12,L5651,03,20,2.0,30,2,,0421,112,9,2,1,8.0,1,1,L9075,03,81,30,,0,,,,,,,,,W,2,,0,0,0,1,1,1.0,63.2,1,44,183,1,1992-04-21,92,0.078
92LA01755,L4815,03,81,P12,L5651,03,20,2.0,30,2,,0421,112,9,2,1,8.7,1,1,L9076,03,81,30,,0,,,,,,,,,W,3,,0,0,0,1,1,1.0,74.2,1,44,183,1,1992-04-21,92,0.078
92LA01756,L4819,03,82,P28,L5799,03,20,2.0,30,2,,0415,106,5,3,1,11.2,1,1,L8746,03,82,30,7,185,97,,,,,,,,N,1,,1,1,1,1,0,0.0,0.0,,0,0,,1992-04-15,92,0.06
92LA01757,L4824,03,80,P01,L4917,03,20,2.0,30,2,,0421,112,8,3,2,8.5,1,1,L9060,03,80,30,,0,,,,,,,,,N,1,,1,1,2,1,1,1.0,69.4,1,38,183,1,1992-04-21,92,0.059
92LA01758,L4824,03,80,P01,L4917,03,20,2.0,30,2,,0421,112,8,3,2,8.7,1,1,L9061,03,80,30,,0,,,,,,,,,N,2,,0,0,0,1,1,1.0,74.4,1,48,183,1,1992-04-21,92,0.059
92LA01759,L4833,03,81,P13,L5152,03,20,2.0,30,2,,0424,115,8,4,1,12.1,1,1,L9233,03,81,30,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,85.1,1,56,184,2,1992-04-24,92,0.064
92LA01760,L4833,03,81,P13,L5152,03,20,2.0,30,2,,0424,115,8,4,2,11.0,1,3,L9234,03,81,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,72.9,1,50,184,2,1992-04-24,92,0.064
92LA01761,L4842,03,80,P02,L5510,03,20,2.0,30,2,,0418,109,9,3,2,3.5,1,4,L8894,03,80,30,6,131,54,,,,RATFX.FETLOCK,,,,Y,1,,1,1,3,1,0,0.0,0.0,,0,0,,1992-04-18,92,0.08
92LA01762,L4842,03,80,P02,L5510,03,20,2.0,30,2,,0418,109,9,3,3,4.5,1,4,L8895,03,80,30,,0,,,,,RAT,,,,Y,2,,0,0,0,1,1,1.0,62.7,1,39,184,2,1992-04-18,92,0.08
92LA01763,L4842,03,80,P02,L5510,03,20,2.0,30,2,,0418,109,9,3,1,4.2,1,1,,,80,30,1,0,,,,,,,,,Y,3,,0,0,0,0,0,0.0,0.0,,0,0,,1992-04-18,92,0.08
92LA01764,L4850,03,82,P21,L4921,03,20,2.0,30,2,,0423,114,9,3,1,9.7,1,3,L9188,03,82,30,,0,,,,,,,,,W,1,,1,1,3,1,1,1.0,67.1,1,47,184,2,1992-04-23,92,0.075
92LA01765,L4850,03,82,P21,L4921,03,20,2.0,30,2,,0423,114,9,3,2,7.4,1,1,L9189,03,82,30,,0,,,,,,,,,W,2,,0,0,0,1,1,1.0,79.8,1,51,184,2,1992-04-23,92,0.075
92LA01766,L4850,03,82,P21,L4921,03,20,2.0,30,2,,0423,114,9,3,2,4.0,1,1,L9190,03,82,30,3,115,93,,8,,REJECT,,,,W,3,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-23,92,0.075
92LA01767,L4851,03,82,P22,L4981,03,20,2.0,30,2,,0419,110,8,3,2,6.8,1,1,L8910,03,82,30,,0,,,,,,,,,S,1,,1,1,2,1,1,1.0,70.6,1,41,183,1,1992-04-19,92,0.041
92LA01768,L4851,03,82,P22,L4981,03,20,2.0,30,2,,0419,110,8,3,1,6.8,1,2,L8911,03,82,30,,0,,,,,,,,,S,2,,0,0,0,1,1,1.0,62.9,1,38,183,1,1992-04-19,92,0.041
92LA01769,L4852,03,80,P03,L5320,03,20,2.0,30,2,,0416,107,8,3,2,9.5,1,1,L8833,03,80,30,,0,,,,,,,,,W,1,,1,1,2,1,1,1.0,73.1,1,58,184,2,1992-04-16,92,0.04
92LA01770,L4852,03,80,P03,L5320,03,20,2.0,30,2,,0416,107,8,3,1,9.0,1,1,L8834,03,80,30,,0,,,,,,,,,W,2,,0,0,0,1,1,1.0,60.9,1,42,184,2,1992-04-16,92,0.04
92LA01771,L4853,03,80,P04,L5323,03,20,2.0,30,2,,0508,129,,,,0.0,,,,,80,30,,0,,,,,,,,,,1,1,1,0,0,0,0,0.0,0.0,,0,0,,1992-05-08,92,0.0
92LA01772,L4853,03,80,P04,00000,97,20,2.0,30,2,,0508,129,8,4,3,10.9,5,1,Z2225,81,00,80,,0,,,,,,,,,W,1,2,1,1,2,1,1,1.0,77.7,1,40,184,2,1992-05-08,92,0.0
92LA01773,L4853,03,80,P04,00000,97,20,2.0,30,2,,0508,129,8,4,3,10.4,5,1,Z2226,81,00,80,,0,,,,,,,,,W,2,2,0,0,0,1,1,1.0,53.8,1,20,184,2,1992-05-08,92,0.0
92LA01774,L4864,03,81,P14,L5347,03,20,2.0,30,2,,0421,112,3,3,3,3.0,1,1,L9070,03,81,30,6,113,66,,8,,,,,,W,1,,1,1,4,1,0,0.0,0.0,,0,0,,1992-04-21,92,0.063
92LA01775,L4864,03,81,P14,L5347,03,20,2.0,30,2,,0421,112,3,3,2,3.4,1,1,L9071,03,81,30,3,113,93,,8,,,,,,W,2,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-21,92,0.063
92LA01776,L4864,03,81,P14,L5347,03,20,2.0,30,2,,0421,112,3,3,2,4.5,1,1,L9072,03,81,30,,0,,,,,,,,,W,3,,0,0,0,1,1,1.0,61.8,1,33,183,1,1992-04-21,92,0.063
92LA01777,L4864,03,81,P14,L5347,03,20,2.0,30,2,,0421,112,3,3,1,4.2,1,1,L9073,03,81,30,7,185,97,,,,,,,,W,4,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-21,92,0.063
92LA01778,L4868,03,81,P11,L5068,03,20,2.0,30,2,,,0,,,,0.0,,,,,81,30,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0.0,,0,0,,,92,0.0
92LA01779,L4873,03,81,P12,L5651,03,20,2.0,30,2,,0422,113,8,3,2,7.2,1,1,L9098,03,81,30,,0,,,,,,,,,A,1,,1,1,2,1,1,1.0,63.0,1,38,184,2,1992-04-22,92,0.059
92LA01780,L4873,03,81,P12,L5651,03,20,2.0,30,2,,0422,113,8,3,1,7.3,1,1,L9099,03,81,30,,0,,,,,,,,,A,2,,0,0,0,1,1,1.0,63.8,1,42,184,2,1992-04-22,92,0.059
92LA01781,L4878,03,81,P13,L5152,03,20,2.0,30,2,,0427,118,8,3,1,10.8,1,2,L9320,03,81,30,,0,,,,,,,,,N,1,,1,1,2,1,1,1.0,74.3,1,49,184,2,1992-04-27,92,0.057
92LA01782,L4878,03,81,P13,L5152,03,20,2.0,30,2,,0427,118,8,3,2,9.4,1,1,L9321,03,81,30,,0,,,,,,,,,N,2,,0,0,0,1,1,1.0,63.4,1,41,184,2,1992-04-27,92,0.057
92LA01783,L4882,03,81,P14,L5347,03,20,2.0,30,2,,,0,,,,0.0,,,,,81,30,,0,,,,"MSG. NOV,1991",,,,,,1,,0,0,0,0,0,0.0,0.0,,0,0,,,92,0.0
92LA01784,L4884,03,84,msm,00000,03,20,2.0,30,,,0201,32,8,4,3,10.1,,,L8376,03,84,30,,0,,,,,,,,,A,1,,1,1,2,1,1,1.0,71.0,,0,0,,1992-02-01,92,0.0
92LA01785,L4884,03,84,msm,00000,03,20,2.0,30,,,0201,32,8,4,2,8.7,,,L8377,03,84,30,,0,,,,,,,,,A,2,,0,0,0,1,1,1.0,71.0,,0,0,,1992-02-01,92,0.0
92LA01786,L4896,03,80,P01,L4917,03,20,2.0,30,2,,,0,,,,0.0,,,,,80,30,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0.0,,0,0,,,92,0.0
92LA01787,L4904,03,80,P02,L5510,03,20,2.0,30,2,,0420,111,5,3,2,10.0,1,1,L8975,03,80,30,,0,,,,,,,,,N,1,,1,1,1,1,1,1.0,87.1,1,57,183,1,1992-04-20,92,0.068
92LA01788,L4909,03,82,P23,L5036,03,20,2.0,30,2,,0425,116,8,4,2,9.1,1,1,L9263,03,82,30,,0,,,,,,,,,W,1,,1,1,2,1,1,1.0,69.0,1,43,184,2,1992-04-25,92,0.065
92LA01789,L4909,03,82,P23,L5036,03,20,2.0,30,2,,0425,116,8,4,2,10.1,1,2,L9264,03,82,30,,0,,,,,4TEATS,,,,W,2,,0,0,0,1,1,1.0,66.9,1,40,184,2,1992-04-25,92,0.065
92LA01790,L4919,03,80,P03,L5320,03,20,2.0,30,2,,0329,89,2,3,,0.0,,,,,80,30,0,0,,231710,+,,,,,,N,1,,1,1,2,0,0,0.5,0.0,,0,0,,1992-03-29,92,0.0
92LA01791,L4919,03,80,P03,L5320,03,20,2.0,30,2,,0329,89,2,3,,0.0,,,,,80,30,0,0,,,,,,,,,N,2,,0,0,0,0,0,0.0,0.0,,0,0,,1992-03-29,92,0.0
92LA01792,L4923,03,80,P04,L5323,03,20,2.0,30,2,,0415,106,5,3,2,10.2,1,1,L8776,03,80,30,,0,,,,"#4923,DUP",,,,,Y,1,,1,1,1,1,1,1.0,88.8,1,66,184,2,1992-04-15,92,0.063
92LA01793,L4940,03,80,P01,L4917,03,20,2.0,30,2,,0419,110,5,3,1,8.4,1,1,L8908,03,80,30,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,82.5,1,54,183,1,1992-04-19,92,0.058
92LA01794,L4945,03,80,P02,L5510,03,20,2.0,30,2,,0425,116,8,3,1,9.0,1,1,L9257,03,80,30,,0,,,,,,,,,W,1,,1,1,2,1,1,1.0,71.6,1,47,184,2,1992-04-25,92,0.072
92LA01795,L4945,03,80,P02,L5510,03,20,2.0,30,2,,0425,116,8,3,1,10.3,1,2,L9258,03,80,30,7,185,97,,,,,,,,W,2,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-25,92,0.072
92LA01796,L4946,03,80,P03,L5320,03,20,2.0,30,2,,0420,111,7,2,2,6.3,1,1,L8971,03,80,30,,0,,,,,,,,,B,1,,1,1,2,1,1,1.0,69.3,1,47,184,2,1992-04-20,92,0.069
92LA01797,L4946,03,80,P03,L5320,03,20,2.0,30,2,,0420,111,7,2,1,6.5,1,1,,,80,30,1,0,,,,,,,,,B,2,,0,0,0,0,0,0.0,0.0,,0,0,,1992-04-20,92,0.069
92LA01798,L4952,03,82,P24,L5182,03,20,2.0,30,2,,0422,113,9,3,1,6.6,1,1,L9100,03,82,30,,0,,,,,,,,,N,1,,1,1,3,1,1,1.0,51.5,1,32,183,1,1992-04-22,92,0.083
92LA01799,L4952,03,82,P24,L5182,03,20,2.0,30,2,,0422,113,9,3,1,8.1,1,1,,,82,30,1,0,,,,,DOUBLE 9101,,,,N,2,,0,0,0,0,0,0.0,0.0,,0,0,,1992-04-22,92,0.083
92LA01800,L4952,03,82,P24,L5182,03,20,2.0,30,2,,0422,113,9,3,,0.0,,,,,82,30,1,0,,,,,BLOB,,,,N,3,,0,0,0,0,0,0.0,0.0,,0,0,,1992-04-22,92,0.083
92LA01801,L4953,03,82,P25,L5214,03,20,2.0,30,2,,0413,104,8,1,2,4.3,1,1,L8668,03,82,30,3,106,93,,8,,,,,,N,1,,1,1,2,1,0,0.0,0.0,,0,0,,1992-04-13,92,0.058
92LA01802,L4953,03,82,P25,L5214,03,20,2.0,30,2,,0413,104,8,1,2,7.9,1,1,L8669,03,82,30,,0,,,,,,,,,N,2,,0,0,0,1,1,1.0,64.9,1,43,183,1,1992-04-13,92,0.058
92LA01803,L4954,03,82,P26,L5549,03,20,2.0,30,2,,0423,114,8,3,1,10.2,1,1,L9183,03,82,30,,0,,,,,,,,,N,1,,1,1,2,1,1,1.0,69.6,1,46,184,2,1992-04-23,92,0.102
92LA01804,L4954,03,82,P26,L5549,03,20,2.0,30,2,,0423,114,8,3,2,8.6,1,1,L9184,03,82,30,,0,,,,,,,,,N,2,,0,0,0,1,1,1.0,64.7,1,38,184,2,1992-04-23,92,0.102
92LA01805,L4966,03,82,P27,L5441,03,20,2.0,30,2,,0419,110,8,2,1,6.8,1,1,L8953,03,82,30,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,56.4,1,41,183,1,1992-04-19,92,0.048
92LA01806,L4966,03,82,P27,L5441,03,20,2.0,30,2,,0419,110,8,2,3,8.2,1,2,L8954,03,82,30,,0,,,,,HAIRY,,,,Y,2,,0,0,0,1,1,1.0,82.8,1,53,183,1,1992-04-19,92,0.048
92LA01807,L4968,03,80,P04,L5323,03,20,2.0,30,2,,0420,111,8,3,2,8.1,1,2,L8965,03,80,30,6,127,66,,,,PINK.SUNBURN,,,,A,1,,1,1,2,1,0,0.0,0.0,,0,0,,1992-04-20,92,0.058
92LA01808,L4968,03,80,P04,L5323,03,20,2.0,30,2,,0420,111,8,3,1,10.4,1,1,L8966,03,80,30,,0,,,,,,,,,A,2,,0,0,0,1,1,1.0,92.9,1,70,184,2,1992-04-20,92,0.058
92LA01809,L4971,03,84,msm,00000,03,20,2.0,30,,,0130,30,8,3,3,8.5,,,L8353,03,84,30,,0,,,,,,,,,A,1,,1,1,2,1,1,1.0,75.0,,0,0,,1992-01-30,92,0.0
92LA01810,L4971,03,84,msm,00000,03,20,2.0,30,,,0130,30,8,3,2,6.0,,,L8354,03,84,30,,0,,,,,,,,,A,2,,0,0,0,1,1,1.0,62.0,,0,0,,1992-01-30,92,0.0
92LA01811,L4986,03,82,P28,L5799,03,20,2.0,30,2,,0417,108,5,1,2,4.5,1,1,,,82,30,6,108,46,,,CULLY EWE,"WEAK,LAIDON",,,,W,1,,1,1,1,1,0,0.0,0.0,,0,0,,1992-04-17,92,0.0
92LA01812,L4997,03,80,P02,L5510,03,20,2.0,30,2,,0414,105,9,2,3,4.2,1,1,L8694,03,80,30,3,106,93,,8,,,,,,B,1,,1,1,3,1,0,0.0,0.0,,0,0,,1992-04-14,92,0.061
92LA01813,L4997,03,80,P02,L5510,03,20,2.0,30,2,,0414,105,9,2,1,8.0,1,1,L8695,03,80,30,6,132,19,,,,,,,,B,2,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-14,92,0.061
92LA01814,L4997,03,80,P02,L5510,03,20,2.0,30,2,,0414,105,9,2,2,6.0,1,1,L8696,03,80,30,3,136,93,,,,STARVE D135,,,,B,3,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-14,92,0.061
92LA01815,L4998,03,82,P21,L4921,03,20,2.0,30,2,,0406,97,9,3,1,6.3,1,1,L8452,03,82,30,,0,,,,,HAIRY,,,,N,1,,1,1,3,1,1,1.0,71.5,1,54,184,2,1992-04-06,92,0.066
92LA01816,L4998,03,82,P21,L4921,03,20,2.0,30,2,,0406,97,9,3,2,5.3,1,1,L8453,03,82,30,,0,,,,,WEAK,,,,N,2,,0,0,0,1,1,1.0,54.3,1,40,184,2,1992-04-06,92,0.066
92LA01817,L4998,03,82,P21,L4921,03,20,2.0,30,2,,0406,97,9,3,3,5.2,1,4,L8454,03,82,30,3,97,93,,8,,WEAK,,,,N,3,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-06,92,0.066
92LA01818,L4999,03,82,P22,L4981,03,20,2.0,30,2,,0420,111,9,3,3,5.7,1,1,L8972,03,82,30,3,113,93,,8,,,,,,N,1,,1,1,3,1,0,0.0,0.0,,0,0,,1992-04-20,92,0.037
92LA01819,L4999,03,82,P22,L4981,03,20,2.0,30,2,,0420,111,9,3,2,7.7,1,1,L8973,03,82,30,,0,,,,,,,,,N,2,,0,0,0,1,1,1.0,59.9,1,32,183,1,1992-04-20,92,0.037
92LA01820,L4999,03,82,P22,L4981,03,20,2.0,30,2,,0420,111,9,3,1,9.4,1,1,L8974,03,82,30,,0,,,,,ENTR,,21,,N,3,,0,0,0,1,1,1.0,73.8,1,45,183,1,1992-04-20,92,0.037
92LA01821,L5001,03,80,P03,L5320,03,20,2.0,30,2,,0417,108,5,2,3,9.3,1,4,L8841,03,80,30,,0,,,,,PINK,,,,S,1,,1,1,1,1,1,1.0,92.3,1,68,184,2,1992-04-17,92,0.074
92LA01822,L5004,03,82,P23,L5036,03,20,2.0,30,2,,0418,109,9,2,3,5.2,1,1,L8871,03,82,30,3,109,93,,8,,,,,,W,1,,1,1,3,1,0,0.0,0.0,,0,0,,1992-04-18,92,0.051
92LA01823,L5004,03,82,P23,L5036,03,20,2.0,30,2,,0418,109,9,2,2,9.6,1,1,L8872,03,82,30,,0,,,,,,,,,W,2,,0,0,0,1,1,1.0,86.9,1,55,183,1,1992-04-18,92,0.051
92LA01824,L5004,03,82,P23,L5036,03,20,2.0,30,2,,0418,109,9,2,1,7.8,1,1,L8873,03,82,30,,0,,,,,,,,,W,3,,0,0,0,1,1,1.0,65.6,1,40,183,1,1992-04-18,92,0.051
92LA01825,L5005,03,81,P11,L5068,03,20,2.0,30,2,,,0,,,,0.0,,,,,81,30,,0,,,,,,,,,,1,,1,0,0,0,0,0.0,0.0,,0,0,,,92,0.0
92LA01826,L5007,03,82,P24,L5182,03,20,2.0,30,2,,0423,114,7,3,3,8.2,1,2,L9137,03,82,30,,0,,,,,HAIRY,,,,A,1,,1,1,2,1,1,1.0,84.5,1,59,184,2,1992-04-23,92,0.064
92LA01827,L5007,03,82,P24,L5182,03,20,2.0,30,2,,0423,114,7,3,1,6.7,1,1,,,82,30,1,0,,,,,,,,,A,2,,0,0,0,0,0,0.0,0.0,,0,0,,1992-04-23,92,0.064
92LA01828,L5012,03,81,P12,L5651,03,20,2.0,30,2,,0418,109,8,3,2,8.8,1,1,L8901,03,81,30,,0,,,,,4TEATS,,,,Y,1,,1,1,2,1,1,1.0,80.0,1,48,183,1,1992-04-18,92,0.095
92LA01829,L5012,03,81,P12,L5651,03,20,2.0,30,2,,0418,109,8,3,2,8.8,1,1,L8902,03,81,30,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,74.6,1,45,183,1,1992-04-18,92,0.095
92LA01830,L5013,03,81,P13,L5152,03,20,2.0,30,2,,0421,112,8,3,1,9.6,1,1,L9050,03,81,30,,0,,,,,,,,,N,1,,1,1,2,1,1,1.0,69.2,1,47,183,1,1992-04-21,92,0.089
92LA01831,L5013,03,81,P13,L5152,03,20,2.0,30,2,,0421,112,8,3,1,6.3,1,1,L9051,03,81,30,,0,,,,,,,,,N,2,,0,0,0,1,1,1.0,50.3,1,33,183,1,1992-04-21,92,0.089
92LA01832,L5021,03,80,P01,L4917,03,20,2.0,30,2,,0421,112,5,3,2,10.8,1,1,L9040,03,80,30,,0,,,,,,,,,B,1,,1,1,1,1,1,1.0,89.8,1,60,183,1,1992-04-21,92,0.051
92LA01833,L5022,03,80,P04,L5323,03,20,2.0,30,2,,0417,108,8,3,1,6.9,1,2,L8859,03,80,30,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,48.8,1,38,184,2,1992-04-17,92,0.054
92LA01834,L5022,03,80,P04,L5323,03,20,2.0,30,2,,0417,108,8,3,2,7.8,1,2,L8860,03,80,30,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,82.6,1,58,184,2,1992-04-17,92,0.054
92LA01835,L5024,03,80,P01,L4917,03,20,2.0,30,2,,0416,107,8,3,1,6.8,1,1,L8802,03,80,30,,0,,,,,,,,,N,1,,1,1,2,1,1,1.0,65.5,1,44,184,2,1992-04-16,92,0.028
92LA01836,L5024,03,80,P01,L4917,03,20,2.0,30,2,,0416,107,8,3,1,8.1,1,1,L8803,03,80,30,,0,,,,,,,,,N,2,,0,0,0,1,1,1.0,65.9,1,47,184,2,1992-04-16,92,0.028
92LA01837,L5028,03,80,P02,L5510,03,20,2.0,30,2,,0410,101,8,4,3,6.5,1,1,L8514,03,80,30,,0,,,,,RAT,,,,W,1,,1,1,2,1,1,1.0,87.4,1,69,184,2,1992-04-10,92,0.052
92LA01838,L5028,03,80,P02,L5510,03,20,2.0,30,2,,0410,101,8,4,1,7.6,1,1,L8515,03,80,30,6,101,66,,,,WRYNECK,,,,W,2,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-10,92,0.052
92LA01839,L5029,03,80,P03,L5320,03,20,2.0,30,2,,0411,102,8,4,3,11.0,1,1,L8574,03,80,30,,0,,,,,PINK,,,,B,1,,1,1,2,1,1,1.0,79.0,1,61,183,1,1992-04-11,92,0.046
92LA01840,L5029,03,80,P03,L5320,03,20,2.0,30,2,,0411,102,8,4,1,9.1,1,1,L8575,03,80,30,,0,,,,,,,,,B,2,,0,0,0,1,1,1.0,65.7,1,47,183,1,1992-04-11,92,0.046
92LA01841,L5032,03,82,P25,L5214,03,20,2.0,30,2,,0411,102,8,3,1,8.0,1,1,L8576,03,82,30,,0,,,,,4TEATS,,,,W,1,,1,1,2,1,1,1.0,35.9,1,26,183,1,1992-04-11,92,0.053
92LA01842,L5032,03,82,P25,L5214,03,20,2.0,30,2,,0411,102,8,3,2,9.5,1,2,L8577,03,82,30,,0,,,,,,,,,W,2,,0,0,0,1,1,1.0,76.0,1,50,183,1,1992-04-11,92,0.053
92LA01843,L5034,03,80,P04,L5323,03,20,2.0,30,2,,0423,114,9,3,1,5.2,1,2,L9195,03,80,30,6,137,23,,9,,WEAK.IMM.,,,,W,1,,1,1,3,1,0,0.0,0.0,,0,0,,1992-04-23,92,0.056
92LA01844,L5034,03,80,P04,L5323,03,20,2.0,30,2,,0423,114,9,3,1,4.2,1,2,L9196,03,80,30,6,115,27,,8,,WEAK.IMM.,,,,W,2,,0,0,0,1,0,0.0,0.0,,0,0,,1992-04-23,92,0.056
92LA01845,L5034,03,80,P04,L5323,03,20,2.0,30,2,,0423,114,9,3,2,3.1,1,1,,,80,30,0,0,,,,,,,,,W,3,,0,0,0,0,0,0.0,0.0,,0,0,,1992-04-23,92,0.056
92LA01846,L5045,03,82,P26,L5549,03,20,2.0,30,2,,0411,102,9,2,1,8.7,1,1,L8578,03,82,30,,0,,,,THICKMILK,,,,,W,1,,1,1,3,1,1,1.0,76.1,1,53,183,1,1992-04-11,92,0.101
