UID,DATEBN,SEX,LAMB,LBRD,Y0,LINE,BPEN,DAM,DBRD,BOND,Y5A,LOC_DEATH,ADAM,F1F2,CLR,STM,SPEC,JAW,DAYBRN,TB,BOSE,DAYDIS,MILK,ABEWE,DISP,STMD,FONO,FOPU,SIRE,SBRD,Y1,Y6,LNDAM,TM,Y4,CAUSE,Y2,Y3,BRWT,Y5,ABLMB,TRT2,CDNO,YR
85LA01237,1985-04-02,2,S6196,19,,12,921,S3905,19,,1,,40,,1,07,,1,92,8,0,0,3,,,07,,,S5291,19,0,52,12,3,1,,0,0,8.0,10,,,2,85
85LA01238,1985-04-15,2,M9384,94,1,14,005,S3919,19,,1,,40,,1,51,,1,105,8,0,0,3,,,07,,,M6108,95,1,56,12,8,1,,1,2,9.0,10,,,1,85
85LA01239,1985-04-15,3,M9385,94,,14,005,S3919,19,,,,40,,1,51,,1,105,8,1,137,3,04,3,07,,&,M6108,95,0,0,12,8,1,93,0,0,10.5,0,,,2,85
85LA01240,1985-04-05,2,S6348,19,1,12,931,S3929,19,,,O,40,,1,07,,1,95,9,1,113,3,,6,07,,&,S4982,19,1,0,12,3,1,83,1,3,6.8,0,,,1,85
85LA01241,1985-04-05,2,S6349,19,,12,931,S3929,19,,1,,40,,1,07,,1,95,9,0,0,3,,,07,,&,S4982,19,0,27,12,3,1,,0,0,6.8,5,,,2,85
85LA01242,1985-04-05,2,S6350,19,,12,931,S3929,19,,1,,40,,1,07,,1,95,9,1,0,3,,,07,,,S4982,19,0,75,12,3,1,,0,0,8.1,10,,,3,85
85LA01243,1985-04-07,1,S6397,19,1,11,113,S3938,19,,1,,40,,1,07,,1,97,8,0,0,2,,,07,,,S6074,19,1,69,11,6,1,,1,2,11.1,10,,,1,85
85LA01244,1985-04-07,1,S6398,19,,11,113,S3938,19,,1,,40,,1,07,,1,97,8,1,0,2,,,07,,,S6074,19,0,77,11,6,1,,0,0,11.8,10,,,2,85
85LA01245,1985-04-10,2,S6516,19,1,12,941,S3949,19,,1,,40,,1,07,,1,100,8,1,0,4,11,,07,,,S5365,19,1,74,12,3,1,,1,2,9.7,10,,,1,85
85LA01246,1985-04-10,1,S6517,19,,12,941,S3949,19,,1,,40,,1,07,,1,100,8,0,0,4,,,07,,,S5365,19,0,71,12,3,1,,0,0,8.6,10,,,2,85
85LA01247,1985-04-12,2,S6566,19,1,13,134,S3957,19,,1,,40,,1,07,,2,102,8,0,0,3,,,07,,,S5832,19,1,82,13,6,1,,1,2,9.0,10,,,1,85
85LA01248,1985-04-12,1,S6567,19,,13,134,S3957,19,,1,,40,,1,07,,1,102,8,1,0,3,,,07,,,S5832,19,0,72,13,6,1,,0,0,9.6,10,,,2,85
85LA01249,1985-04-22,3,M9910,94,1,14,001,S3962,19,,1,,40,,1,51,,1,112,8,1,0,2,,,07,,,M4514,95,1,79,10,8,1,,1,2,11.1,10,,,1,85
85LA01250,1985-04-22,3,M9911,94,,14,001,S3962,19,,1,,40,,1,51,,1,112,8,0,0,2,,,07,395543,-,M4514,95,0,60,10,8,1,,0,0,10.2,5,,,2,85
85LA01251,1985-04-10,2,S6512,19,1,13,131,S3971,19,,1,,40,,1,07,,1,100,8,0,0,2,,,07,,,S5985,19,1,80,13,6,1,,1,2,10.6,10,,,1,85
85LA01252,1985-04-10,2,S6513,19,,13,131,S3971,19,,,O,40,,1,07,,1,100,8,1,104,2,,6,07,,&,S5985,19,0,0,13,6,1,23,0,0,7.8,0,,,2,85
85LA01253,1985-04-11,2,M9067,94,1,14,002,S3974,19,,1,,40,,1,51,,3,101,8,0,0,3,,,07,,,M6045,95,1,73,11,8,1,,1,2,10.6,10,,,1,85
85LA01254,1985-04-11,1,M9068,94,,14,002,S3974,19,,1,,40,,1,51,,3,101,8,1,0,3,,,07,,,M6045,95,0,71,11,8,1,,0,0,11.2,10,,,2,85
85LA01255,1985-04-03,1,S6245,19,1,11,114,S3979,19,,1,,40,,1,07,,1,93,5,1,0,3,,,07,,,S5409,19,1,99,11,6,1,,1,1,14.5,10,,,1,85
85LA01256,,,,,1,12,951,S3990,19,,,,30,,,07,,,0,,,0,,,,07,,,S5066,19,1,0,12,3,0,,0,0,0.0,0,,,1,85
85LA01257,1985-04-05,1,S6314,19,1,12,801,S3991,19,,1,,30,,1,07,,1,95,5,0,0,3,,,07,,,S5081,19,1,97,12,3,1,,1,1,11.2,10,,,1,85
85LA01258,1985-04-16,1,S6676,19,1,11,112,S3999,19,,1,,30,,1,07,,3,106,5,1,0,3,,,07,,,S5613,19,1,80,11,6,1,,1,1,9.7,10,,,1,85
85LA01259,1985-04-04,2,S6262,19,1,11,114,S4013,19,,1,,30,,1,07,,1,94,8,0,0,2,,,07,,,S5409,19,1,66,11,6,1,,1,2,10.0,10,,,1,85
85LA01260,1985-04-04,1,S6263,19,,11,114,S4013,19,,1,,30,,1,07,,1,94,8,1,0,2,,,07,,,S5409,19,0,57,11,6,1,,0,0,10.5,10,,,2,85
85LA01261,1985-04-04,1,S6279,19,1,13,134,S4026,19,,1,,30,,1,07,,1,94,8,1,0,1,,,07,,,S5832,19,1,88,13,6,1,,1,2,10.6,10,,,1,85
85LA01262,1985-04-04,2,S6280,19,,13,134,S4026,19,,1,,30,,1,07,,1,94,8,0,0,1,,,07,,&,S5832,19,0,37,13,6,1,,0,0,8.0,5,,,2,85
85LA01263,,,,,1,13,131,S4027,19,,,,30,,,07,1,,0,,,0,,,,07,,,S5985,19,1,0,13,6,0,,0,0,0.0,0,,,1,85
85LA01264,1985-04-22,2,X0307,80,1,00,131,S4027,19,,1,,30,,5,10,2,1,112,8,1,0,2,,,07,,,00000,97,1,63,13,0,1,,1,2,11.0,10,,,1,85
85LA01265,1985-04-22,3,X0308,80,,00,131,S4027,19,,,O,30,,5,10,2,1,112,8,0,119,2,,3,07,,&,00000,97,0,0,13,0,1,93,0,0,8.1,0,,,2,85
85LA01266,1985-04-02,2,S6197,19,1,13,132,S4028,19,,1,,30,,1,07,,1,92,5,0,0,2,,,07,,,S5589,19,1,65,13,6,1,,1,1,11.4,10,,,1,85
85LA01267,1985-04-25,1,X0495,80,1,14,003,S4031,19,,1,,30,,1,51,,1,115,8,0,0,4,,,07,,,M6046,95,1,73,10,8,1,,1,2,10.9,10,15,,1,85
85LA01268,1985-04-25,1,X0496,80,,14,003,S4031,19,,1,,30,,1,51,,1,115,8,1,0,4,,,07,,,M6046,95,0,77,10,8,1,,0,0,12.1,10,,,2,85
85LA01269,1985-03-29,1,S6124,19,1,11,111,S4032,19,,,O,30,,1,07,,1,88,8,0,120,2,,6,07,,&,S5900,19,1,0,11,6,1,23,1,2,9.5,0,,,1,85
85LA01270,1985-03-29,1,S6125,19,,11,111,S4032,19,,1,,30,,1,07,,1,88,8,1,0,2,,,07,489719,-,S5900,19,0,76,11,6,1,,0,0,9.1,5,,,2,85
85LA01271,,,,,1,11,114,S4038,19,,,,30,,,07,1,,0,,,0,,,,07,,,S5409,19,1,0,11,6,0,,0,0,0.0,0,,,1,85
85LA01272,1985-04-27,3,X0572,80,1,00,114,S4038,19,,,,30,,5,10,2,1,117,8,0,228,3,,7,07,,,00000,97,1,0,11,0,1,97,1,2,12.3,0,,,1,85
85LA01273,1985-04-27,2,X0573,80,,00,114,S4038,19,,1,,30,,5,10,2,1,117,8,1,0,3,,,07,,,00000,97,0,80,11,0,1,,0,0,13.1,10,,,2,85
85LA01274,1985-04-09,2,S6477,19,1,13,133,S4040,19,,1,,30,,1,07,,1,99,9,0,0,2,,,07,038402,-,S5661,19,1,66,13,6,1,,1,3,6.3,5,,,1,85
85LA01275,1985-04-09,2,S6478,19,,13,133,S4040,19,,1,,30,,1,07,,1,99,9,1,0,2,,,07,,,S5661,19,0,67,13,6,1,,0,0,8.2,10,,,2,85
85LA01276,1985-04-09,2,S6479,19,,13,133,S4040,19,,1,,30,,1,07,,1,99,9,0,0,2,,,07,,,S5661,19,0,68,13,6,1,,0,0,9.7,10,,,3,85
85LA01277,1985-03-27,1,S6114,19,1,13,134,S4046,19,,1,,30,,1,07,,1,86,7,0,0,3,,,07,883462,-,S5832,19,1,74,13,6,1,,1,2,10.1,5,,,1,85
85LA01278,1985-03-27,2,,,,13,134,S4046,19,,,,30,,1,07,,1,86,7,,0,3,,1,07,,,S5832,19,0,0,13,6,0,,0,0,6.3,0,,,2,85
85LA01279,1985-03-30,1,S6135,19,1,11,111,S4053,19,,,N,30,,1,07,,1,89,8,0,92,2,,6,07,,,S5900,19,1,0,11,6,1,23,1,2,10.4,0,,,1,85
85LA01280,1985-03-30,2,S6136,19,,11,111,S4053,19,,,N,30,,1,07,,1,89,8,1,94,2,,6,07,,,S5900,19,0,0,11,6,1,23,0,0,9.5,0,,,2,85
85LA01281,1985-03-31,1,S6156,19,1,12,811,S4055,19,,1,,30,,1,07,,1,90,8,0,0,4,10,,07,,,S4630,19,1,71,12,3,1,,1,2,10.5,10,,,1,85
85LA01282,1985-03-31,1,S6157,19,,12,811,S4055,19,,1,,30,,1,07,,1,90,8,1,0,4,,,07,,,S4630,19,0,82,12,3,1,,0,0,11.6,10,,,2,85
85LA01283,1985-04-05,1,S6339,19,1,11,112,S4067,19,,1,,30,,1,07,,1,95,8,0,0,4,,,07,,,S5613,19,1,90,11,6,1,,1,2,12.5,10,,,1,85
85LA01284,1985-04-05,2,S6340,19,,11,112,S4067,19,,1,,30,,1,07,,1,95,8,1,0,4,,,07,,,S5613,19,0,84,11,6,1,,0,0,11.2,10,,,2,85
85LA01285,1985-04-03,2,S6234,19,1,11,113,S4072,19,,1,,30,,1,07,,1,93,8,1,0,2,,,07,,,S6074,19,1,64,11,6,1,,1,2,8.6,10,,,1,85
85LA01286,1985-04-03,1,S6235,19,,11,113,S4072,19,,1,,30,,1,07,,1,93,8,0,0,2,,,07,,,S6074,19,0,70,11,6,1,,0,0,9.9,10,,,2,85
85LA01287,1985-04-02,2,S6191,19,1,12,821,S4073,19,,1,,30,,1,07,,1,92,8,1,0,1,,,07,,,S5093,19,1,75,12,3,1,,1,2,9.9,10,,,1,85
85LA01288,1985-04-02,1,S6192,19,,12,821,S4073,19,,,O,30,,1,07,,1,92,8,0,104,1,,3,07,,&,S5093,19,0,0,12,3,1,93,0,0,8.4,0,,,2,85
85LA01289,,,,,1,12,831,S4074,19,,,,30,,,07,1,,0,,,0,,,,07,,,S4674,19,1,0,12,3,0,,0,0,0.0,0,,,1,85
85LA01290,1985-04-25,3,X0450,80,1,00,831,S4074,19,,1,,30,,5,10,2,1,115,5,1,0,2,,,07,,,00000,97,1,83,12,0,1,,1,1,13.0,10,,,1,85
85LA01291,,,,,1,14,004,S4075,19,,,,30,,,51,,,0,,,0,,,,07,,,M6049,95,1,0,13,8,0,,0,0,0.0,0,,,1,85
85LA01292,1985-04-04,1,S6296,19,1,11,114,S4084,19,,1,,30,,1,07,,1,94,8,1,0,3,,,07,,,S5409,19,1,86,11,6,1,,1,2,10.6,10,,,1,85
85LA01293,1985-04-04,2,S6297,19,,11,114,S4084,19,,1,,30,,1,07,,1,94,8,0,0,3,,,07,,,S5409,19,0,82,11,6,1,,0,0,8.8,10,,,2,85
85LA01294,1985-04-09,2,M8928,94,1,14,005,S4085,19,,1,,30,,1,51,,1,99,8,0,0,3,,,07,,,M6108,95,1,79,11,8,1,,1,2,10.3,10,,,1,85
85LA01295,1985-04-09,2,M8929,94,,14,005,S4085,19,,1,,30,,1,51,,1,99,8,1,0,3,,,07,,,M6108,95,0,76,11,8,1,,0,0,9.0,10,,,2,85
85LA01296,1985-04-09,1,S6491,19,1,11,112,S4086,19,,1,,30,,1,07,,1,99,8,0,0,3,,,07,,,S5613,19,1,79,11,6,1,,1,2,9.5,10,,,1,85
85LA01297,1985-04-09,2,S6492,19,,11,112,S4086,19,,1,,30,,1,07,,1,99,8,1,0,3,,,07,,,S5613,19,0,65,11,6,1,,0,0,9.0,10,,,2,85
85LA01298,1985-04-09,1,S6464,19,1,12,841,S4098,19,,1,,30,,1,07,,1,99,9,1,0,4,,,07,,,S5185,19,1,75,12,3,1,,1,3,9.6,10,,,1,85
85LA01299,1985-04-09,2,S6465,19,,12,841,S4098,19,,1,,30,,1,07,,1,99,9,0,0,4,,,07,,,S5185,19,0,59,12,3,1,,0,0,9.5,10,,,2,85
85LA01300,1985-04-09,2,S6467,19,,12,841,S4098,19,,1,,30,,1,07,,1,99,9,1,0,4,,,07,424319,-,S5185,19,0,66,12,3,1,,0,0,9.8,5,,,3,85
85LA01301,1985-05-01,3,X0665,80,1,14,001,S4101,19,,1,,30,,1,51,,1,121,5,1,0,3,,,07,,,M4514,95,1,85,10,8,1,,1,1,11.3,10,,,1,85
85LA01302,1985-04-07,2,S6401,19,1,13,131,S4108,19,,1,,30,,1,07,,1,97,8,1,0,2,,,07,,,S5985,19,1,81,13,6,1,,1,2,10.5,10,,,1,85
85LA01303,1985-04-07,2,S6402,19,,13,131,S4108,19,,,O,30,,1,07,,1,97,8,0,136,2,,6,07,,&,S5985,19,0,0,13,6,1,16,0,0,9.5,0,,,2,85
85LA01304,1985-04-13,2,S6594,19,1,11,111,S4117,19,,,W,30,,1,07,,1,103,7,0,106,4,,6,07,,,S5900,19,1,0,11,6,1,54,1,2,9.8,0,,,1,85
85LA01305,1985-04-13,1,,,,11,111,S4117,19,,,,30,,1,07,,1,103,7,,0,4,,1,07,,,S5900,19,0,0,11,6,0,,0,0,7.3,0,72,,2,85
85LA01306,1985-04-14,2,S6635,19,1,12,851,S4122,19,,1,,30,,1,07,,1,104,8,0,0,2,,,07,,,S4716,19,1,66,12,3,1,,1,2,9.6,10,,,1,85
85LA01307,1985-04-14,2,S6636,19,,12,851,S4122,19,,1,,30,,1,07,,1,104,8,1,0,2,,,07,723802,-,S4716,19,0,74,12,3,1,,0,0,9.0,5,,,2,85
85LA01308,1985-04-01,1,S6171,19,1,11,113,S4136,19,,1,,30,,1,07,,1,91,5,1,0,3,,,07,799502,+,S6074,19,1,83,11,6,1,,1,1,12.9,15,,,1,85
85LA01309,1985-03-29,2,S6126,19,1,11,114,S4139,19,,,U,30,,1,07,,1,88,8,0,91,3,,6,07,,,S5409,19,1,0,11,6,1,54,1,2,6.8,0,44,,1,85
85LA01310,1985-03-29,2,S6127,19,,11,114,S4139,19,,1,,30,,1,07,,1,88,8,1,0,3,,,07,,,S5409,19,0,83,11,6,1,,0,0,8.5,10,,,2,85
85LA01311,1985-04-06,1,S6382,19,1,13,134,S4143,19,,1,,30,,1,07,,1,96,8,0,0,2,,,07,,,S5832,19,1,61,13,6,1,,1,2,10.4,10,,,1,85
85LA01312,1985-04-06,2,S6383,19,,13,134,S4143,19,,1,,30,,1,07,,1,96,8,1,0,2,,,07,,,S5832,19,0,59,13,6,1,,0,0,11.0,10,,,2,85
85LA01313,1985-04-05,1,S6332,19,1,13,132,S4183,19,,1,,30,,1,07,,1,95,5,1,0,2,,,07,,,S5589,19,1,73,13,6,1,,1,1,13.2,10,,,1,85
85LA01314,,,,,1,14,002,S4208,19,,,,30,,,51,1,,0,,,0,,,,07,,,M6045,95,1,0,12,8,0,,0,0,0.0,0,,,1,85
85LA01315,1985-05-10,3,X0779,80,1,00,002,S4208,19,,1,,30,,5,10,2,3,130,5,1,0,3,,,07,,,00000,97,1,91,12,0,1,,1,1,14.5,10,,,1,85
85LA01316,1985-04-10,2,S6501,19,1,12,861,S4215,19,,1,,30,,1,07,,1,100,5,0,0,4,,,07,,,S5212,19,1,75,12,3,1,,1,1,8.9,10,,,1,85
85LA01317,1985-04-02,2,S6205,19,1,13,133,S4220,19,,1,,30,,1,07,,1,92,8,1,0,2,,,07,,,S5661,19,1,75,13,6,1,,1,2,11.5,10,,,1,85
85LA01318,1985-04-02,1,S6206,19,,13,133,S4220,19,,1,,30,,1,07,,1,92,8,0,0,2,,,07,,,S5661,19,0,50,13,6,1,,0,0,12.0,10,,,2,85
85LA01319,1985-04-04,1,S6290,19,1,11,111,S4240,19,,1,,30,,1,07,,1,94,5,0,0,2,,,07,,,S5900,19,1,85,11,6,1,,1,1,11.1,10,,,1,85
85LA01320,1985-04-09,2,S6468,19,1,11,112,S4243,19,,1,,30,,1,07,,1,99,5,0,0,4,,,07,646719,+,S5613,19,1,80,11,6,1,,1,1,13.2,15,,,1,85
85LA01321,1985-04-15,1,M9391,94,1,14,003,S4250,19,,1,,30,,1,51,,1,105,8,1,0,2,42,,07,,,M6046,95,1,78,11,8,1,,1,2,9.1,10,,,1,85
85LA01322,1985-04-15,1,M9392,94,,14,003,S4250,19,,1,,30,,1,51,,3,105,8,0,0,2,,,07,,,M6046,95,0,65,11,8,1,,0,0,8.9,10,,,2,85
85LA01323,1985-04-14,1,S6640,19,1,12,871,S4253,19,,1,,30,,1,07,,1,104,8,1,0,3,,,07,,,S4806,19,1,63,12,3,1,,1,2,9.9,10,,,1,85
85LA01324,1985-04-14,2,S6641,19,,12,871,S4253,19,,1,,30,,1,07,,1,104,8,0,0,3,,,07,,,S4806,19,0,67,12,3,1,,0,0,9.2,10,,,2,85
85LA01325,1985-04-04,2,S6291,19,1,13,131,S4258,19,,1,,30,,1,07,,1,94,5,1,0,4,,,07,,,S5985,19,1,88,13,6,1,,1,1,12.0,10,,,1,85
85LA01326,1985-04-14,1,S6646,19,1,13,134,S4259,19,,1,,30,,1,07,,1,104,5,1,0,4,,,07,,,S5832,19,1,92,13,6,1,,1,1,12.1,10,,,1,85
85LA01327,1985-04-06,2,S6363,19,1,12,881,S4260,19,,1,,30,,1,07,,1,96,5,1,0,2,,,07,,,S5242,19,1,80,12,3,1,,1,1,11.4,10,,,1,85
85LA01328,1985-04-15,1,S6651,19,1,13,131,S4262,19,,1,,30,,1,07,,1,105,5,0,0,3,,,07,,,S5985,19,1,79,13,6,1,,1,1,9.2,10,,,1,85
85LA01329,1985-04-03,2,S6252,19,1,11,113,S4268,19,,1,,30,,1,07,,1,93,7,1,0,3,,,07,131463,+,S6074,19,1,89,11,6,1,,1,2,10.5,15,,,1,85
85LA01330,1985-04-03,2,,,,11,113,S4268,19,,,,30,,1,07,,1,93,7,,0,3,,1,07,,,S6074,19,0,0,11,6,0,,0,0,10.3,0,,,2,85
85LA01331,1985-04-11,1,S6529,19,1,11,114,S4270,19,,1,,30,,1,07,,1,101,8,1,0,3,,,07,,,S5409,19,1,79,11,6,1,,1,2,12.5,10,,,1,85
85LA01332,1985-04-11,1,S6530,19,,11,114,S4270,19,,1,,30,,1,07,,1,101,8,0,0,3,,,07,,,S5409,19,0,73,11,6,1,,0,0,13.0,10,,,2,85
85LA01333,1985-04-03,1,S6238,19,1,11,111,S4271,19,,1,,30,,3,07,,1,93,9,1,0,3,,,07,,,S5900,19,1,78,11,6,1,,1,3,9.1,10,06,,1,85
85LA01334,1985-04-03,1,S6239,19,,11,111,S4271,19,,1,,30,,1,07,,1,93,9,0,0,3,,,07,,,S5900,19,0,62,11,6,1,,0,0,10.6,10,,,2,85
85LA01335,1985-04-03,2,S6240,19,,11,111,S4271,19,,1,,30,,1,07,,1,93,9,1,0,3,,,07,,&,S5900,19,0,49,11,6,1,,0,0,6.6,5,,,3,85
85LA01336,1985-04-03,1,S6218,19,1,11,113,S4284,19,,1,,30,,1,07,,1,93,8,1,0,2,,,07,,,S6074,19,1,79,11,6,1,,1,2,12.0,10,,,1,85
85LA01337,1985-04-03,2,S6219,19,,11,113,S4284,19,,1,,30,,1,07,,1,93,8,0,0,2,,,07,,,S6074,19,0,74,11,6,1,,0,0,9.9,10,,,2,85
85LA01338,1985-04-03,1,S6250,19,1,13,132,S4307,19,,,O,30,,1,07,,1,93,8,1,104,0,04,3,07,,&,S5589,19,1,0,13,6,1,93,1,2,6.9,0,,,1,85
85LA01339,1985-04-03,2,S6251,19,,13,132,S4307,19,,,C,30,,1,07,,1,93,8,0,153,0,,6,07,,&,S5589,19,0,0,13,6,1,19,0,0,6.7,0,,,2,85
85LA01340,1985-04-15,1,S6657,19,1,11,111,S4314,19,,1,,30,,1,07,,1,105,8,1,0,3,,,07,,,S5900,19,1,57,11,6,1,,1,2,10.2,10,,,1,85
85LA01341,1985-04-15,1,S6658,19,,11,111,S4314,19,,1,,30,,1,07,,1,105,8,0,0,3,,,07,,,S5900,19,0,53,11,6,1,,0,0,10.4,10,,,2,85
85LA01342,1985-04-03,1,S6227,19,1,11,111,S4315,19,,1,,30,,1,07,,1,93,8,1,0,2,,,07,,,S5900,19,1,78,11,6,1,,1,2,10.2,10,,,1,85
85LA01343,1985-04-03,1,S6228,19,,11,111,S4315,19,,,W,30,,1,07,,1,93,8,0,94,2,,6,07,,,S5900,19,0,0,11,6,1,21,0,0,8.6,0,16,,2,85
85LA01344,1985-04-15,2,S6647,19,1,13,133,S4321,19,,1,,30,,1,07,,1,105,8,0,0,3,,,07,,,S5661,19,1,73,13,6,1,,1,2,10.1,10,,,1,85
85LA01345,1985-04-15,1,S6648,19,,13,133,S4321,19,,1,,30,,1,07,,1,105,8,1,0,3,,,07,,,S5661,19,0,64,13,6,1,,0,0,10.2,10,,,2,85
85LA01346,1985-05-03,2,X0679,80,1,14,004,S4348,19,,1,,30,,1,51,,1,123,8,0,0,3,,,07,,,M6049,95,1,55,10,8,1,,1,2,9.9,10,,,1,85
85LA01347,1985-05-03,2,X0680,80,,14,004,S4348,19,,1,,30,,1,51,,1,123,8,1,0,3,,,07,,,M6049,95,0,74,10,8,1,,0,0,9.0,10,,,2,85
85LA01348,1985-04-05,2,S6337,19,1,13,132,S4360,19,,1,,30,,1,07,,1,95,5,0,0,3,,,07,,,S5589,19,1,76,13,6,1,,1,1,14.4,10,,,1,85
85LA01349,1985-04-11,2,S6531,19,1,12,891,S4373,19,,1,,30,,1,07,,1,101,5,0,0,3,,,07,901694,+,S4903,19,1,71,12,3,1,,1,1,11.8,15,,,1,85
85LA01350,1985-04-12,2,S6569,19,1,11,112,S4392,19,,1,,30,,1,07,,1,102,8,1,0,2,,,07,,,S5613,19,1,65,11,6,1,,1,2,8.3,10,,,1,85
85LA01351,1985-04-12,1,S6570,19,,11,112,S4392,19,,1,,30,,1,07,,1,102,8,0,0,2,,,07,,,S5613,19,0,64,11,6,1,,0,0,8.4,10,,,2,85
85LA01352,1985-03-31,2,S6148,19,1,13,134,S4395,19,,1,,30,,1,07,,1,90,8,0,0,2,,,07,,,S5832,19,1,67,13,6,1,,1,2,9.7,10,,,1,85
85LA01353,1985-03-31,1,S6149,19,,13,134,S4395,19,,1,,30,,1,07,,1,90,8,1,0,2,,,07,,,S5832,19,0,62,13,6,1,,0,0,9.7,10,,,2,85
85LA01354,1985-04-20,2,M9749,94,1,14,005,S4400,19,,1,,30,,1,51,,1,110,5,1,0,3,,,07,,,M6108,95,1,87,13,8,1,,1,1,9.5,10,,,1,85
85LA01355,1985-04-09,1,S6463,19,1,13,133,S4408,19,,1,,30,,1,07,,1,99,5,0,0,3,,,07,,,S5661,19,1,92,13,6,1,,1,1,13.8,10,,,1,85
85LA01356,1985-04-01,2,S6179,19,1,11,112,S4415,19,,1,,30,,1,07,,1,91,8,1,0,3,,,07,,,S5613,19,1,75,11,6,1,,1,2,9.8,10,,,1,85
85LA01357,1985-04-01,1,S6180,19,,11,112,S4415,19,,1,,30,,1,07,,1,91,8,0,0,3,,,07,,,S5613,19,0,73,11,6,1,,0,0,11.2,10,,,2,85
85LA01358,1985-04-14,2,M9303,94,1,14,001,S4430,19,,1,,30,,1,51,,1,104,8,1,0,2,,,07,,,M4514,95,1,71,12,8,1,,1,2,6.9,10,,,1,85
85LA01359,1985-04-14,1,M9304,94,,14,001,S4430,19,,1,,30,,1,51,,2,104,8,0,0,2,,,07,,,M4514,95,0,69,12,8,1,,0,0,8.5,10,,,2,85
85LA01360,1985-04-11,2,S6539,19,1,13,131,S4433,19,,1,,30,,1,07,,1,101,8,1,0,3,,,07,,,S5985,19,1,74,13,6,1,,1,2,9.3,10,,,1,85
85LA01361,1985-04-11,1,S6540,19,,13,131,S4433,19,,,P,30,,1,07,,1,101,8,0,157,3,,6,07,,,S5985,19,0,0,13,6,1,29,0,0,8.1,0,45,,2,85
85LA01362,1985-03-28,2,,,1,12,901,S4440,19,,,,30,,1,07,,1,87,4,,0,3,,1,07,786002,+,S5247,19,1,0,12,3,0,,1,2,6.3,5,,,1,85
85LA01363,1985-03-28,1,,,,12,901,S4440,19,,,,30,,1,07,,1,87,4,,0,3,,1,07,851794,+,S5247,19,0,0,12,3,0,,0,0,6.3,5,,,2,85
85LA01364,1985-04-07,2,S6428,19,1,13,132,S4453,19,,1,,30,,1,07,,1,97,5,1,0,1,04,,07,,,S5589,19,1,84,13,6,1,,1,1,10.8,10,,,1,85
85LA01365,1985-04-27,1,S6755,19,1,12,911,S4465,19,,,X,30,,1,07,,1,117,8,0,132,3,,6,07,,,S4954,19,1,0,12,3,1,23,1,2,10.9,0,,,1,85
85LA01366,1985-04-27,2,S6756,19,,12,911,S4465,19,,1,,30,,1,07,,1,117,8,1,0,3,,,07,,,S4954,19,0,79,12,3,1,,0,0,10.4,10,,,2,85
85LA01367,1985-04-14,1,S6617,19,1,13,134,S4480,19,,,O,30,,1,07,,1,104,8,0,112,2,,3,07,,&,S5832,19,1,0,13,6,1,93,1,2,9.8,0,,,1,85
85LA01368,1985-04-14,1,S6618,19,,13,134,S4480,19,,1,,30,,1,07,,1,104,8,1,0,2,,,07,845862,-,S5832,19,0,91,13,6,1,,0,0,9.6,5,21,,2,85
85LA01369,1985-04-01,2,S6177,19,1,13,133,S4486,19,,1,,30,,1,07,,1,91,8,0,0,2,,,07,,,S5661,19,1,49,13,6,1,,1,2,7.0,10,,,1,85
85LA01370,1985-04-01,1,S6178,19,,13,133,S4486,19,,1,,30,,1,07,,1,91,8,1,0,2,,,07,,,S5661,19,0,65,13,6,1,,0,0,8.1,10,,,2,85
85LA01371,1985-04-13,2,S6597,19,1,12,921,S4494,19,,1,,30,,1,07,,1,103,5,1,0,3,,,07,,,S5291,19,1,76,12,3,1,,1,1,11.0,10,,,1,85
85LA01372,1985-04-07,2,S6386,19,1,12,931,S4513,19,,1,,30,,1,07,,1,97,5,0,0,3,,,07,636519,+,S4982,19,1,66,12,3,1,,1,1,11.5,15,,,1,85
85LA01373,1985-04-27,2,X0570,80,1,14,002,S4515,19,,1,,30,,1,51,,1,117,8,1,0,3,,,07,,,M6045,95,1,52,10,8,1,,1,2,8.9,10,,,1,85
85LA01374,1985-04-27,2,X0571,80,,14,002,S4515,19,,1,,30,,1,51,,1,117,8,0,0,3,,,07,,,M6045,95,0,60,10,8,1,,0,0,8.0,10,,,2,85
85LA01375,1985-04-04,2,S6275,19,1,13,131,S4520,19,,1,,30,,1,07,,1,94,8,0,0,1,,,07,,,S5985,19,1,62,13,6,1,,1,2,10.9,10,,,1,85
85LA01376,1985-04-04,1,S6276,19,,13,131,S4520,19,,,O,30,,1,07,,1,94,8,1,104,1,,3,07,,&,S5985,19,0,0,13,6,1,93,0,0,9.6,0,,,2,85
85LA01377,1985-04-05,2,S6315,19,1,12,941,S4526,19,,1,,30,,1,07,,1,95,8,1,0,4,10,,07,,,S5365,19,1,66,12,3,1,,1,2,9.1,10,,,1,85
85LA01378,1985-04-05,1,S6316,19,,12,941,S4526,19,,1,,30,,1,07,,1,95,8,0,0,4,,,07,,,S5365,19,0,63,12,3,1,,0,0,10.1,10,,,2,85
85LA01379,1985-04-12,2,S6578,19,1,13,132,S4528,19,,1,,30,,1,07,,3,102,5,1,0,2,,,07,,,S5589,19,1,93,13,6,1,,1,1,12.6,10,,,1,85
85LA01380,1985-04-13,2,S6611,19,1,12,951,S4529,19,,1,,30,,1,07,,1,103,8,1,0,3,,,07,,,S5066,19,1,51,12,3,1,,1,2,9.4,10,,,1,85
