UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,STMD,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
95LA00398,95,K4673,63,62, 63,K6708,63,5.0,06,1,0,n,C,0407,97,8,2,2,10.0,1,1,K8142,63,62,06,3,100,93,,8,,4TEATS,,,,N,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-07,0.042
95LA00399,95,K4676,63,61,612,K6766,63,5.0,06,1,0,y,R,0419,109,8,3,1,15.0,1,2,K8466,63,61,06,,0,,,,RF LAME 95 ok,4TEATS,,,,Y,1,,1,1,2,1,1,1.0,104,1,69,180,1,1995-04-19,0.027
95LA00400,95,K4676,63,61,612,K6766,63,5.0,06,1,0,y,R,0419,109,8,3,2,13.5,1,2,K8467,63,61,06,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,94,1,63,180,1,1995-04-19,0.027
95LA00401,95,K4691,63,61,613,K6701,63,5.0,06,1,0,n,R,0406,96,8,3,1,15.8,1,2,K8112,63,61,06,,0,,,,"XSW BAG, RUPT",,,,,Y,1,,1,1,2,1,1,1.0,78,1,59,181,2,1995-04-06,0.032
95LA00402,95,K4691,63,61,613,K6701,63,5.0,06,1,0,n,R,0406,96,8,3,2,11.8,4,1,K8113,63,61,06,,0,,,,,BRN RUMP C4,,,,Y,2,,0,0,0,1,1,1.0,71,1,52,181,2,1995-04-06,0.032
95LA00403,95,K4712,63,60,601,00000,97,5.0,06,1,0,y,X,0430,120,8,3,3,12.4,5,1,Z3370,81,00,30,,0,,,,,,,,,J,1,2,1,1,2,1,1,1.0,80,1,39,181,2,1995-04-30,0.0
95LA00404,95,K4712,63,60,601,00000,97,5.0,06,1,0,y,X,0430,120,8,3,3,13.2,5,1,Z3371,81,00,30,,0,,,,,,,,,J,2,2,0,0,0,1,1,1.0,101,1,59,181,2,1995-04-30,0.0
95LA00405,95,K4718,63,60, 53,K6770,63,5.0,06,1,0,n,H,0408,98,8,3,2,10.2,1,1,K8185,63,00,05,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,81,1,59,180,1,1995-04-08,0.017
95LA00406,95,K4718,63,60, 53,K6770,63,5.0,06,1,0,n,H,0408,98,8,3,1,12.0,1,1,K8186,63,00,05,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,92,1,65,180,1,1995-04-08,0.017
95LA00407,95,K4727,63,62, 64,K6971,63,5.0,06,1,0,n,C,0409,99,8,3,2,10.8,1,1,K8233,63,62,06,,0,,,,VLTS,XHAIRY,,,,Y,1,,1,1,2,1,1,1.0,60,1,39,180,1,1995-04-09,0.098
95LA00408,95,K4727,63,62, 64,K6971,63,5.0,06,1,0,n,C,0409,99,8,3,2,10.5,1,1,K8234,63,62,06,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,67,1,51,180,1,1995-04-09,0.098
95LA00409,95,K4728,63,61,614,K6951,63,5.0,06,1,0,n,R,0402,92,9,3,2,8.3,1,3,K7931,63,61,06,,0,,,,,HAIRY,,,,J,1,,1,1,3,1,1,1.0,69,1,56,180,1,1995-04-02,0.036
95LA00410,95,K4728,63,61,614,K6951,63,5.0,06,1,0,n,R,0402,92,9,3,2,8.1,1,1,K7932,63,61,06,,0,,,,,HAIRY,,,,J,2,,0,0,0,1,1,1.0,70,1,57,180,1,1995-04-02,0.036
95LA00411,95,K4728,63,61,614,K6951,63,5.0,06,1,0,n,R,0402,92,9,3,2,9.1,1,1,K7933,63,61,06,,0,,S056310,-,,HAIRY,,,,J,3,,0,0,0,1,1,0.5,76,0,58,180,1,1995-04-02,0.036
95LA00412,95,K4732,63,68, 52,K6868,63,5.0,06,1,0,n,H,0419,109,8,3,1,13.1,1,1,K8463,63,00,05,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,111,1,63,180,1,1995-04-19,0.014
95LA00413,95,K4732,63,68, 52,K6868,63,5.0,06,1,0,n,H,0419,109,8,3,1,11.5,1,1,K8464,63,00,05,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,100,1,60,180,1,1995-04-19,0.014
95LA00414,95,K4739,63,68, 53,K6770,63,5.0,06,1,0,n,H,0408,98,8,4,2,11.2,1,1,K8162,63,00,05,,0,,,,XHARDAB LNECK,,,,,J,1,,1,1,2,1,1,1.0,74,1,52,180,1,1995-04-08,0.013
95LA00415,95,K4739,63,68, 53,K6770,63,5.0,06,1,0,n,H,0408,98,8,4,1,10.7,1,1,K8163,63,00,05,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,89,1,61,180,1,1995-04-08,0.013
95LA00416,95,K4770,63,60,602,K6665,63,5.0,06,1,0,n,M,0414,104,8,2,3,13.6,1,1,K8422,63,60,06,3,105,93,,8,,,,,,J,1,,1,1,2,1,0,0.0,0,,0,0,,1995-04-14,0.024
95LA00417,95,K4770,63,60,602,K6665,63,5.0,06,1,0,n,M,0414,104,8,2,3,12.8,1,1,K8423,63,60,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,118,1,77,180,1,1995-04-14,0.024
95LA00418,95,K4792,63,61, 51,K6796,63,5.0,06,1,0,n,H,0402,92,1,3,1,13.1,1,1,,,00,05,1,92,44,K793963,+,,DAB,,,,Y,1,,1,1,1,0,0,0.0,0,,0,0,,1995-04-02,0.0
95LA00419,95,K4799,63,60,603,K6832,63,5.0,06,1,0,n,M,0405,95,5,4,1,16.5,1,1,K8033,63,60,06,,0,,,,BIG BAG,"BIG,SCOURS",,,,J,1,,1,1,1,1,1,1.0,102,1,75,181,2,1995-04-05,0.036
95LA00420,95,K4839,63,61,612,K6766,63,5.0,06,1,0,y,R,0331,90,8,2,3,14.4,1,1,K7889,63,61,06,6,99,01,,,X FIBER BAG,4TEATS,,,,J,1,,1,1,2,1,0,0.0,0,,0,0,,1995-03-31,0.028
95LA00421,95,K4839,63,61,612,K6766,63,5.0,06,1,0,y,R,0331,90,8,2,3,9.3,1,1,K7890,63,61,06,3,92,93,,8,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1995-03-31,0.028
95LA00422,95,K4842,63,60,604,K6983,63,5.0,06,1,0,n,M,0328,87,9,5,2,8.0,1,1,,,60,06,1,0,,,,,,,,,J,3,,0,0,0,0,0,0.0,0,,0,0,,1995-03-28,0.034
95LA00423,95,K4842,63,60,604,K6983,63,5.0,06,1,0,n,M,0328,87,9,5,2,8.2,1,1,K7766,63,60,06,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,70,1,55,180,1,1995-03-28,0.034
95LA00424,95,K4842,63,60,604,K6983,63,5.0,06,1,0,n,M,0328,87,9,5,2,8.9,1,1,K7767,63,60,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,92,1,72,180,1,1995-03-28,0.034
95LA00425,95,K4849,63,62, 65,K6783,63,5.0,06,1,0,n,C,0331,90,8,4,2,10.3,1,1,K7851,63,62,06,,0,,,,LAME LF DIGIT,"4TEATS,FEVER",,,,J,1,,1,1,2,1,1,1.0,76,1,55,180,1,1995-03-31,0.037
95LA00426,95,K4849,63,62, 65,K6783,63,5.0,06,1,0,n,C,0331,90,8,4,2,12.1,1,1,K7852,63,62,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,101,1,82,180,1,1995-03-31,0.037
95LA00427,95,K4858,63,62, 66,K6671,63,5.0,06,1,0,n,C,0412,102,8,3,1,16.2,1,1,K8325,63,62,06,,0,,,,LAME L.SHOU.,4TEATS,,,,J,1,,1,1,2,1,1,1.0,103,1,69,181,2,1995-04-12,0.035
95LA00428,95,K4858,63,62, 66,K6671,63,5.0,06,1,0,n,C,0412,102,8,3,1,12.4,1,2,K8326,63,62,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,97,1,62,181,2,1995-04-12,0.035
95LA00429,95,K4891,63,60,601,K6889,63,5.0,06,1,0,n,M,0408,98,8,3,2,12.6,1,1,K8160,63,60,06,,0,,,,R.CORNEALSCAR,4TEATS,,,,J,1,,1,1,2,1,1,1.0,81,1,63,180,1,1995-04-08,0.03
95LA00430,95,K4891,63,60,601,K6889,63,5.0,06,1,0,n,M,0408,98,8,3,2,12.4,1,1,K8161,63,60,06,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,97,1,72,180,1,1995-04-08,0.03
95LA00431,95,K4897,63,68, 54,K6972,63,5.0,06,1,0,n,H,0404,94,8,4,2,9.7,1,1,K8020,63,00,05,,0,,,,,"4TEATS,SCOURS",,,,Y,1,,1,1,2,1,1,1.0,73,1,59,181,2,1995-04-04,0.017
95LA00432,95,K4897,63,68, 54,K6972,63,5.0,06,1,0,n,H,0404,94,8,4,2,12.0,3,1,K8021,63,00,05,,0,,,,,BLK LR FOOT,,,,Y,2,,0,0,0,1,1,1.0,80,1,68,181,2,1995-04-04,0.017
95LA00433,95,K4899,63,60, 54,K6972,63,5.0,06,1,0,n,H,0406,96,8,4,1,11.0,1,1,K8105,63,00,05,,0,,,,,4TEATS,,,,Y,1,,1,1,2,1,1,1.0,74,1,57,181,2,1995-04-06,0.015
95LA00434,95,K4899,63,60, 54,K6972,63,5.0,06,1,0,n,H,0406,96,8,4,2,11.0,1,1,K8106,63,00,05,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,79,1,57,181,2,1995-04-06,0.015
95LA00435,95,K4907,63,60,602,K6665,63,5.0,06,1,0,n,M,0407,97,8,3,1,11.1,1,1,K8145,63,60,06,,0,,,,,"LAME RF,FEVER",,,,Y,1,,1,1,2,1,1,1.0,107,1,79,180,1,1995-04-07,0.047
95LA00436,95,K4907,63,60,602,K6665,63,5.0,06,1,0,n,M,0407,97,8,3,2,12.6,1,1,K8146,63,60,06,6,108,19,,,,,,,,Y,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-07,0.047
95LA00437,95,K4911,63,68, 51,K6796,63,5.0,06,1,0,n,H,0402,92,8,4,1,13.5,1,1,K7961,63,00,05,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,99,1,81,180,1,1995-04-02,0.045
95LA00438,95,K4911,63,68, 51,K6796,63,5.0,06,1,0,n,H,0402,92,8,4,2,13.1,1,1,K7962,63,00,05,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,89,1,74,180,1,1995-04-02,0.045
95LA00439,95,K4928,63,62, 67,K6811,63,5.0,06,1,0,y,C,0412,102,5,1,2,9.3,1,1,K8371,63,62,06,3,105,93,,8,X THIN SNOT,,,,,J,1,,1,1,1,1,0,0.0,0,,0,0,,1995-04-12,0.028
95LA00440,95,K4934,63,61,613,K6701,63,5.0,06,1,0,n,R,0402,92,5,3,1,13.6,1,1,K7934,63,61,06,,0,,,,SUCK1SIDE LT,,,,,J,1,,1,1,1,1,1,1.0,108,1,86,180,1,1995-04-02,0.017
95LA00441,95,K4936,63,68, 52,K6868,63,5.0,06,1,0,n,H,0414,104,8,5,2,12.0,1,1,K8411,63,00,05,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,95,1,68,181,2,1995-04-14,0.015
95LA00442,95,K4936,63,68, 52,K6868,63,5.0,06,1,0,n,H,0414,104,8,5,2,10.6,1,1,K8412,63,00,05,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,89,1,56,181,2,1995-04-14,0.015
95LA00443,95,K4942,63,61,614,K6951,63,5.0,06,1,0,n,R,0331,90,8,4,2,10.6,1,2,K7849,63,61,06,,0,,,,,"ENTR,4TEATS",,,,J,1,,1,1,2,1,1,1.0,78,1,60,180,1,1995-03-31,0.028
95LA00444,95,K4942,63,61,614,K6951,63,5.0,06,1,0,n,R,0331,90,8,4,3,10.3,1,1,K7850,63,61,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,77,1,66,180,1,1995-03-31,0.028
95LA00445,95,K4952,63,61,611,K6927,63,5.0,06,1,0,n,R,0409,99,8,3,1,12.4,1,2,K8222,63,61,06,3,107,93, VET,8,X BIG SW BAG,4TEATS,,,,N,1,,1,1,2,1,0,0.0,0,,0,0,,1995-04-09,0.041
95LA00446,95,K4952,63,61,611,K6927,63,5.0,06,1,0,n,R,0409,99,8,3,2,12.2,1,1,K8223,63,61,06,,0,,,,,4TEATS,,,,N,2,,0,0,0,1,1,1.0,92,1,68,180,1,1995-04-09,0.041
95LA00447,95,K4963,63,61,612,K6766,63,5.0,06,1,0,n,R,0330,89,8,2,2,13.5,1,1,K7817,63,61,06,7,180,97,,,,,,,,J,1,,1,1,2,1,0,0.0,0,,0,0,1,1995-03-30,0.025
95LA00448,95,K4963,63,61,612,K6766,63,5.0,06,1,0,n,R,0330,89,8,2,2,11.5,1,1,K7818,63,61,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,92,1,80,180,1,1995-03-30,0.025
95LA00449,95,K4966,63,62, 51,K6796,63,5.0,06,1,0,n,H,0406,96,8,3,2,9.6,1,1,K8103,63,00,05,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,84,1,65,181,2,1995-04-06,0.023
95LA00450,95,K4966,63,62, 51,K6796,63,5.0,06,1,0,n,H,0406,96,8,3,2,12.8,1,1,K8104,63,00,05,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,93,1,71,181,2,1995-04-06,0.023
95LA00451,95,K4972,63,61,613,K6701,63,5.0,06,1,0,n,R,0407,97,9,3,2,10.5,2,1,K8117,63,61,06,,0,,,,,BLK R EYE,,,,J,1,,1,1,3,1,1,1.0,79,1,58,180,1,1995-04-07,0.063
95LA00452,95,K4972,63,61,613,K6701,63,5.0,06,1,0,n,R,0407,97,9,3,2,9.6,1,1,K8118,63,61,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,82,1,61,180,1,1995-04-07,0.063
95LA00453,95,K4972,63,61,613,K6701,63,5.0,06,1,0,n,R,0407,97,9,3,3,9.3,1,1,K8119,63,61,06,3,100,93,,8,,,,,,J,3,,0,0,0,1,0,0.0,0,,0,0,,1995-04-07,0.063
95LA00454,95,K4988,63,60,604,K6983,63,5.0,06,1,0,n,M,0415,105,8,4,2,10.8,1,1,K8426,63,60,06,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,84,1,54,180,1,1995-04-15,0.046
95LA00455,95,K4988,63,60,604,K6983,63,5.0,06,1,0,n,M,0415,105,8,4,1,11.9,1,1,K8427,63,60,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,104,1,66,180,1,1995-04-15,0.046
95LA00456,95,K4995,63,62, 68,K6851,63,5.0,06,1,0,n,C,0408,98,8,2,2,14.6,1,1,K8198,63,62,06,,0,,,,L SPOILED,4TEATS,,,,J,1,,1,1,2,1,1,1.0,92,1,68,180,1,1995-04-08,0.025
95LA00457,95,K4995,63,62, 68,K6851,63,5.0,06,1,0,n,C,0408,98,8,2,2,8.9,1,1,K8199,63,62,06,,0,,K520163,-,,?POLYPAYLAMB,,,,J,2,,0,0,0,1,1,0.5,72,0,60,180,1,1995-04-08,0.025
95LA00458,95,K5011,63,60,601,K6889,63,5.0,06,1,0,n,M,0415,105,9,3,3,9.3,1,1,K8431,63,60,06,,0,,L871503,-,,,,,,Y,1,,1,1,3,1,1,0.5,82,0,54,180,1,1995-04-15,0.03
95LA00459,95,K5011,63,60,601,K6889,63,5.0,06,1,0,n,M,0415,105,9,3,1,10.0,1,1,K8432,63,60,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,83,1,55,180,1,1995-04-15,0.03
95LA00460,95,K5011,63,60,601,K6889,63,5.0,06,1,0,n,M,0415,105,9,3,2,9.6,1,1,K8433,63,60,06,,0,,,,,,,,,Y,3,,0,0,0,1,1,1.0,84,1,57,180,1,1995-04-15,0.03
95LA00461,95,K5030,63,61,614,K6951,63,5.0,06,1,0,n,R,0406,96,8,5,2,11.1,1,1,K8076,63,61,06,,0,,,,BIG SW BAG,,,,,J,1,,1,1,2,1,1,1.0,79,1,63,181,2,1995-04-06,0.056
95LA00462,95,K5030,63,61,614,K6951,63,5.0,06,1,0,n,R,0406,96,8,5,2,11.4,1,1,K8077,63,61,06,,0,,,,,"BLK 1""on NECK",,,,J,2,,0,0,0,1,1,1.0,84,1,64,181,2,1995-04-06,0.056
95LA00463,95,K5047,63,62, 69,K6663,63,5.0,06,1,0,n,C,0407,97,8,2,1,12.1,1,1,K8143,63,62,06,,0,,,,FIBERY,4TEATS,,,,Y,1,,1,1,2,1,1,1.0,77,1,56,180,1,1995-04-07,0.054
95LA00464,95,K5047,63,62, 69,K6663,63,5.0,06,1,0,n,C,0407,97,8,2,1,13.0,1,1,K8144,63,62,06,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,83,1,60,180,1,1995-04-07,0.054
95LA00465,95,K5054,63,60, 51,K6796,63,5.0,06,1,0,n,H,0330,89,5,4,2,14.7,1,1,K7840,63,00,05,,0,,,,,4TEATS,,,,J,1,,1,1,1,1,1,1.0,94,1,83,180,1,1995-03-30,0.051
95LA00466,95,K5062,63,61, 53,K6770,63,5.0,06,1,0,n,H,0404,94,8,2,2,9.3,1,2,K8025,63,00,05,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,97,1,79,181,2,1995-04-04,0.015
95LA00467,95,K5062,63,61, 53,K6770,63,5.0,06,1,0,n,H,0404,94,8,2,3,8.3,1,1,K8026,63,00,05,3,95,93,,8,,,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1995-04-04,0.015
95LA00468,95,K5066,63,62, 70,K6947,63,5.0,06,1,0,n,C,0401,91,9,2,3,9.9,1,1,K7922,63,62,06,3,92,93,,8,DEF.HOOF LR,,,,,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1995-04-01,0.037
95LA00469,95,K5066,63,62, 70,K6947,63,5.0,06,1,0,n,C,0401,91,9,2,2,9.8,1,1,K7923,63,62,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,72,1,58,180,1,1995-04-01,0.037
95LA00470,95,K5066,63,62, 70,K6947,63,5.0,06,1,0,n,C,0401,91,9,2,1,10.5,1,2,K7924,63,62,06,,0,,,,,,,,,Y,3,,0,0,0,1,1,1.0,71,1,55,180,1,1995-04-01,0.037
95LA00471,95,K5072,63,61,611,K6927,63,5.0,06,1,0,n,R,0410,100,8,3,1,10.7,1,1,K8279,63,61,06,,0,,,,,4TEATS,,,,Y,1,,1,1,2,1,1,1.0,101,1,67,180,1,1995-04-10,0.044
95LA00472,95,K5072,63,61,611,K6927,63,5.0,06,1,0,n,R,0410,100,8,3,2,11.9,1,1,K8280,63,61,06,,0,,,,,ENTR,,,,Y,2,,0,0,0,1,1,1.0,90,1,63,180,1,1995-04-10,0.044
95LA00473,95,K5096,63,62, 71,K6799,63,5.0,06,1,0,n,C,0409,99,8,4,2,12.3,1,1,K8226,63,62,06,,0,,,,,4TEATS,,,,Y,1,,1,1,2,1,1,1.0,84,1,64,180,1,1995-04-09,0.036
95LA00474,95,K5096,63,62, 71,K6799,63,5.0,06,1,0,n,C,0409,99,8,4,2,11.7,1,1,K8227,63,62,06,,0,,,,,4TEATS,,,,Y,2,,0,0,0,1,1,1.0,76,1,55,180,1,1995-04-09,0.036
95LA00475,95,K5109,63,61,613,K6701,63,5.0,06,1,0,n,R,0402,92,9,2,3,10.8,1,1,K7937,63,61,06,3,95,93,,8,FIX BIGTAG-95,,,,,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1995-04-02,0.033
95LA00476,95,K5109,63,61,613,K6701,63,5.0,06,1,0,n,R,0402,92,9,2,1,13.4,1,1,K7938,63,61,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,106,1,89,180,1,1995-04-02,0.033
95LA00477,95,K5109,63,61,613,K6701,63,5.0,06,1,0,n,R,0402,92,9,2,2,11.5,1,1,K7939,63,61,06,6,117,86,K479263,-,,"AB.SPINE,LAME",,,,Y,3,,0,0,0,1,0,0.0,0,0,0,0,,1995-04-02,0.033
95LA00478,95,K5110,63,62, 52,K6868,63,5.0,06,1,0,n,H,0407,97,8,2,1,12.2,1,1,K8137,63,00,05,,0,,,,,FX.RIBS,,,,Y,1,,1,1,2,1,1,1.0,64,1,46,180,1,1995-04-07,0.014
95LA00479,95,K5110,63,62, 52,K6868,63,5.0,06,1,0,n,H,0407,97,8,2,2,10.1,1,1,K8138,63,00,05,,0,,,,,RR DIGIT ABS,,,,Y,2,,0,0,0,1,1,1.0,83,1,60,180,1,1995-04-07,0.014
95LA00480,95,K5116,63,60,603,K6832,63,4.0,06,1,0,n,M,0330,89,8,3,2,11.6,1,1,K7834,63,60,06,,0,,,,,,,,,J,1,,1,1,2,1,1,1.0,83,1,67,180,1,1995-03-30,0.049
95LA00481,95,K5116,63,60,603,K6832,63,4.0,06,1,0,n,M,0330,89,8,3,2,11.3,1,1,K7835,63,60,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,72,1,59,180,1,1995-03-30,0.049
95LA00482,95,K5124,63,62, 64,K6971,63,4.0,06,1,0,n,C,0328,87,8,3,2,10.8,1,1,K7753,63,62,06,,0,,,,,4TEATS,,,,J,1,,1,1,2,1,1,1.0,96,1,80,180,1,1995-03-28,0.035
95LA00483,95,K5124,63,62, 64,K6971,63,4.0,06,1,0,n,C,0328,87,8,3,2,11.6,2,1,K7754,63,62,06,6,99,48,,,,BRNFEET,,,,J,2,,0,0,0,1,0,0.0,0,,0,0,,1995-03-28,0.035
95LA00484,95,K5125,63,61,612,K6766,63,4.0,06,1,0,n,R,0322,81,8,3,2,9.0,1,1,,,61,06,6,81,14,,,,CHILLED,,,,N,2,,0,0,0,1,0,0.0,0,,0,0,,1995-03-22,0.057
95LA00485,95,K5125,63,61,612,K6766,63,4.0,06,1,0,n,R,0322,81,8,3,1,9.0,1,1,K7741,63,61,06,6,86,84,A176204,+,NICEEWE,CHILLED,,,,N,1,,1,1,2,1,0,0.5,0,,0,0,,1995-03-22,0.057
95LA00486,95,K5133,63,62, 65,K6783,63,4.0,06,1,0,n,C,0409,99,8,3,2,8.3,1,1,K8229,63,62,06,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,66,1,44,180,1,1995-04-09,0.041
95LA00487,95,K5133,63,62, 65,K6783,63,4.0,06,1,0,n,C,0409,99,8,3,3,6.9,1,1,K8230,63,62,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,53,1,38,180,1,1995-04-09,0.041
95LA00488,95,K5151,63,61,613,K6701,63,4.0,06,1,0,n,R,0409,99,5,4,2,13.2,1,1,K8245,63,61,06,,0,,,,,LR LAME,,,,J,1,,1,1,1,1,1,1.0,88,1,75,180,1,1995-04-09,0.041
95LA00489,95,K5159,63,68, 54,K6972,63,4.0,06,1,0,n,H,0408,98,5,3,1,13.7,1,1,K8187,63,00,05,,0,,,,,,,,,Y,1,,1,1,1,1,1,1.0,102,1,84,180,1,1995-04-08,0.012
95LA00490,95,K5180,63,62, 67,K6811,63,4.0,06,1,0,n,C,0417,107,8,3,2,9.0,1,1,K8458,63,62,06,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,72,1,50,180,1,1995-04-17,0.03
95LA00491,95,K5180,63,62, 67,K6811,63,4.0,06,1,0,n,C,0417,107,8,3,2,8.9,1,1,K8459,63,62,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,69,1,49,180,1,1995-04-17,0.03
95LA00492,95,K5201,63,68, 51,K6796,63,4.0,06,1,0,n,H,0408,98,5,3,2,12.2,1,1,K8200,63,00,05,,0,,K819963,+,,,,,,J,1,,1,1,1,1,1,1.5,74,1,60,180,1,1995-04-08,0.032
95LA00493,95,K5203,63,60,602,K6665,63,4.0,06,1,0,n,M,0408,98,8,2,1,11.6,1,1,K8191,63,60,06,6,116,19,,,,,,,,Y,1,,1,1,2,1,0,0.0,0,,0,0,,1995-04-08,0.091
95LA00494,95,K5203,63,60,602,K6665,63,4.0,06,1,0,n,M,0408,98,8,2,1,13.3,1,1,K8192,63,60,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,115,1,86,180,1,1995-04-08,0.091
95LA00495,95,K5206,63,62, 53,K6770,63,4.0,06,1,0,n,H,0331,90,8,4,2,12.4,1,1,K7878,63,00,05,,0,,,,,,,,,Y,1,,1,1,2,1,1,1.0,90,1,73,180,1,1995-03-31,0.02
95LA00496,95,K5206,63,62, 53,K6770,63,4.0,06,1,0,n,H,0331,90,8,4,2,13.6,1,1,K7879,63,00,05,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,86,1,63,180,1,1995-03-31,0.02
95LA00497,95,K5228,63,61, 53,K6770,63,4.0,06,1,0,n,H,0407,97,8,3,1,13.9,1,1,K8153,63,00,05,,0,,,,RF SOLE ABS,JAW SWELLING,,,,Y,1,,1,1,2,1,1,1.0,86,1,68,180,1,1995-04-07,0.013
95LA00498,95,K5228,63,61, 53,K6770,63,4.0,06,1,0,n,H,0407,97,8,3,2,13.4,1,1,K8154,63,00,05,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,90,1,68,180,1,1995-04-07,0.013
95LA00499,95,K5238,63,60, 52,K6868,63,4.0,06,1,0,n,H,0404,94,8,3,1,13.1,1,1,K8027,63,00,05,,0,,,,SUCK1SIDE LT,,,,,J,1,,1,1,2,1,1,1.0,108,1,85,181,2,1995-04-04,0.016
95LA00500,95,K5238,63,60, 52,K6868,63,4.0,06,1,0,n,H,0404,94,8,3,2,13.3,1,1,K8028,63,00,05,,0,,,,,4TEATS,,,,J,2,,0,0,0,1,1,1.0,103,1,81,181,2,1995-04-04,0.016
95LA00501,95,K5246,63,62, 68,K6851,63,4.0,06,1,0,y,C,0410,100,9,3,3,11.5,1,1,K8272,63,62,06,3,102,93,,8,,ENTR,,,,Y,1,,1,1,3,1,0,0.0,0,,0,0,,1995-04-10,0.037
95LA00502,95,K5246,63,62, 68,K6851,63,4.0,06,1,0,y,C,0410,100,9,3,1,11.7,1,1,K8273,63,62,06,,0,,,,,,,,,Y,2,,0,0,0,1,1,1.0,94,1,63,180,1,1995-04-10,0.037
95LA00503,95,K5246,63,62, 68,K6851,63,4.0,06,1,0,y,C,0410,100,9,3,2,11.2,1,1,K8274,63,62,06,,0,,,,,4TEATS,,,,Y,3,,0,0,0,1,1,1.0,85,1,59,180,1,1995-04-10,0.037
95LA00504,95,K5252,63,61,611,K6927,63,4.0,06,1,0,n,R,0412,102,9,4,1,9.8,1,6,,,61,06,6,102,29,,,,"EUTH,BAD JAW",,,,J,3,,0,0,0,1,0,0.0,0,,0,0,,1995-04-12,0.091
95LA00505,95,K5252,63,61,611,K6927,63,4.0,06,1,0,n,R,0412,102,9,4,2,12.1,1,1,K8360,63,61,06,,0,,,,,,,,,J,1,,1,1,3,1,1,1.0,89,1,59,181,2,1995-04-12,0.091
95LA00506,95,K5252,63,61,611,K6927,63,4.0,06,1,0,n,R,0412,102,9,4,2,13.7,1,1,K8361,63,61,06,,0,,,,,,,,,J,2,,0,0,0,1,1,1.0,85,1,56,181,2,1995-04-12,0.091
95LA00507,95,K5255,63,60,601,K6889,63,4.0,06,1,0,n,M,0411,101,5,3,2,14.1,1,1,K8302,63,60,06,,0,,,,,"4TEAT,TOE ABS",,,,J,1,,1,1,1,1,1,1.0,101,1,75,180,1,1995-04-11,0.055
95LA00508,95,K5266,63,61,612,K6766,63,4.0,06,1,0,n,R,0401,91,8,3,2,11.5,1,1,K7920,63,61,06,,0,,,,,4TEATS,,,,Y,1,,1,1,2,1,1,1.0,82,1,71,180,1,1995-04-01,0.055
