UID,YR,DAM,DBRD,LNDAM,BPEN,SIRE,SBRD,AGE,ADAM,STMD,STMS,DNA_D,DNA_S,BGRP,RGRP,CUT,TRT,DATE,DAYBRN,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,LINE,STM,DISP,DAYDIS,CAUSE,FONO,FOPU,ERMK,LRMK,ABEWE,ABLMB,LOT,SHED,CDNO,TIME,SPEC,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,DATEBN,INBRL
01LA01192,01,S6153,10,12,86,R0082,11,6.0,6,42,07,,,1,0,n,C,0404,94,8,3,2,7.8,1,1,R2516,11,12,43,,0,,,,,4TEATS,,,.,J,1,,,1,1,2,1,1,1.0,63,1,51,180,2,2001-04-04,0.014
01LA01193,01,S6197,10,12,88,R0402,11,6.0,6,07,07,,,1,0,n,C,0404,94,8,3,1,14.9,1,1,R2532,11,12,07,,0,,,,"X,ABS.SHOU.",,,,.,J,1,,,1,1,2,1,1,1.0,95,1,77,180,2,2001-04-04,0.026
01LA01194,01,S6197,10,12,88,R0402,11,6.0,6,07,07,,,1,0,n,C,0404,94,8,3,2,12.1,1,1,R2533,11,12,07,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,84,1,69,180,2,2001-04-04,0.026
01LA01195,01,S6348,10,13,33,R0047,11,6.0,6,42,43,,,1,0,n,F,0405,95,8,5,1,11.4,1,1,R2564,11,13,43,,0,,,,"MLTS,X",,,,.,Y,1,,,1,1,2,1,1,1.0,81,1,63,180,2,2001-04-05,0.054
01LA01196,01,S6348,10,13,33,R0047,11,6.0,6,42,43,,,1,0,n,F,0405,95,8,5,2,9.5,1,1,R2565,11,13,43,,0,,,,,,,,.,Y,2,,,0,0,0,1,1,1.0,68,1,52,180,2,2001-04-05,0.054
01LA01197,01,S6670,10,13,32,00000,97,5.0,5,43,97,,,1,0,n,.,0404,94,2,2,1,8.5,5,1,,,00,10,0,0,27,,,,"SPEC2, CLR5",,,.,J,1,,2,1,1,2,0,0,0.0,0,0,0,0,,2001-04-04,0.0
01LA01198,01,S6670,10,13,32,00000,97,5.0,5,43,97,,,1,0,n,.,0404,94,2,2,2,7.7,5,1,,,00,10,0,0,27,,,,"SPEC2, CLR5",,,.,J,2,,2,0,0,0,0,0,0.0,0,0,0,0,,2001-04-04,0.0
01LA01199,01,S6993,10,12,81,R0612,11,5.0,5,42,43,,,1,0,n,C,0404,94,8,3,2,11.0,1,1,R2536,11,12,43,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,75,1,63,180,2,2001-04-04,0.022
01LA01200,01,S6993,10,12,81,R0612,11,5.0,5,42,43,,,1,0,n,C,0404,94,8,3,2,11.3,1,1,R2537,11,12,43,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,83,1,67,180,2,2001-04-04,0.022
01LA01201,01,S6739,10,12,89,R0886,11,5.0,5,43,07,,,1,0,n,C,0405,95,8,4,1,12.3,1,1,R2544,11,12,07,6,110,19,,,,,,,.,J,1,,,1,1,2,1,0,0.0,0,0,0,0,,2001-04-05,0.045
01LA01202,01,S6739,10,12,89,R0886,11,5.0,5,43,07,,,1,0,n,C,0405,95,8,4,1,12.5,1,1,R2545,11,12,07,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,111,1,87,180,2,2001-04-05,0.045
01LA01203,01,S6737,10,12,88,R0402,11,5.0,5,43,07,,,1,0,n,C,0405,95,9,4,1,9.3,1,2,R2561,11,12,07,,0,,,,,WEAK,,,.,Y,1,,,1,1,3,1,1,1.0,93,1,71,180,2,2001-04-05,0.033
01LA01204,01,S6737,10,12,88,R0402,11,5.0,5,43,07,,,1,0,n,C,0405,95,9,4,2,9.5,1,1,,,12,07,1,95,44,,,,,,,.,Y,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-05,0.033
01LA01205,01,S6737,10,12,88,R0402,11,5.0,5,43,07,,,1,0,n,C,0405,95,9,4,2,9.5,1,1,,,12,07,1,95,44,,,,,,,.,Y,3,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-05,0.033
01LA01206,01,S6724,10,10,23,R0529,11,5.0,5,07,43,,,1,0,n,M,0405,95,8,3,1,12.3,1,1,R2563,11,10,07,,0,,,,,,,,.,Y,2,,,0,0,0,1,1,1.0,86,1,66,180,2,2001-04-05,0.028
01LA01207,01,S6724,10,10,23,R0529,11,5.0,5,07,43,,,1,0,n,M,0405,95,8,3,2,10.5,1,1,R2562,11,10,07,,0,,,,,4TEATS,,,.,Y,1,,,1,1,2,1,1,1.0,86,1,66,180,2,2001-04-05,0.028
01LA01208,01,S8129,10,10,24,R0826,11,4.0,4,43,07,,,1,0,y,M,0405,95,8,3,3,8.3,1,1,R2560,11,10,07,,0,,,,,,,,.,Y,2,,,0,0,0,1,1,1.0,58,1,46,179,1,2001-04-05,0.057
01LA01209,01,S8129,10,10,24,R0826,11,4.0,4,43,07,,,1,0,y,M,0405,95,8,3,2,8.4,1,1,R2559,11,10,07,,0,,,,,,,,.,Y,1,,,1,1,2,1,1,1.0,65,1,44,179,1,2001-04-05,0.057
01LA01210,01,S8433,10,10,24,R0826,11,4.0,4,07,07,,,1,0,n,M,0405,95,8,4,1,11.7,1,1,R2557,11,10,07,,0,,,,,,,,.,Y,1,,,1,1,2,1,1,1.0,91,1,68,180,2,2001-04-05,0.025
01LA01211,01,S8433,10,10,24,R0826,11,4.0,4,07,07,,,1,0,n,M,0405,95,8,4,2,12.1,1,1,R2558,11,10,07,,0,,,,,,,,.,Y,2,,,0,0,0,1,1,1.0,84,1,68,180,2,2001-04-05,0.025
01LA01212,01,S8548,10,12,81,R0612,11,4.0,4,07,43,,,1,0,y,C,0405,95,8,4,2,11.3,1,1,R2550,11,12,07,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,74,1,57,180,2,2001-04-05,0.024
01LA01213,01,S8548,10,12,81,R0612,11,4.0,4,07,43,,,1,0,y,C,0405,95,8,4,2,11.4,1,1,R2549,11,12,07,,0,,,,,ENTR,,,.,J,1,,,1,1,2,1,1,1.0,82,1,65,180,2,2001-04-05,0.024
01LA01214,01,S8600,10,13,32,R0475,11,4.0,4,42,43,,,1,0,n,F,0404,94,8,3,1,13.8,1,1,R2525,11,13,43,,0,,,,,HAIRY,,,.,J,1,,,1,1,2,1,1,1.0,85,1,61,179,1,2001-04-04,0.059
01LA01215,01,S8600,10,13,32,R0475,11,4.0,4,42,43,,,1,0,n,F,0404,94,8,3,2,11.3,1,1,R2526,11,13,43,,0,,,,,ENTR,,,.,J,2,,,0,0,0,1,1,1.0,64,1,50,179,1,2001-04-04,0.059
01LA01216,01,S9073,10,11,14,R0248,11,3.0,3,07,43,,,1,0,n,R,0404,94,7,3,1,12.0,1,1,,,11,07,1,94,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-04,0.055
01LA01217,01,S9073,10,11,14,R0248,11,3.0,3,07,43,,,1,0,n,R,0404,94,7,3,2,12.3,1,1,R2524,11,11,07,,0,,,,,ENTR,,,.,J,1,,,1,1,2,1,1,1.0,101,1,80,180,2,2001-04-04,0.055
01LA01218,01,S9377,10,11,13,R0029,11,3.0,3,07,07,,,1,0,n,R,0405,95,8,2,3,10.8,1,1,R2548,11,11,07,,0,,,8,,,,,.,J,2,,,0,0,0,1,0,0.0,0,0,0,0,8,2001-04-05,0.066
01LA01219,01,S9377,10,11,13,R0029,11,3.0,3,07,07,,,1,0,n,R,0405,95,8,2,2,10.2,1,1,R2547,11,11,07,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,86,1,76,180,2,2001-04-05,0.066
01LA01220,01,S9412,10,13,32,R0475,11,3.0,3,43,43,,,1,0,y,F,0405,95,8,3,1,11.1,1,1,R2540,11,13,43,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,76,1,62,180,2,2001-04-05,0.039
01LA01221,01,S9412,10,13,32,R0475,11,3.0,3,43,43,,,1,0,y,F,0405,95,8,3,2,10.8,1,1,R2541,11,13,43,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,74,1,61,180,2,2001-04-05,0.039
01LA01222,01,S9629,10,10,23,R0529,11,3.0,3,43,43,,,1,0,n,M,0404,94,7,3,1,14.5,1,1,R2529,11,10,43,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,95,1,83,180,2,2001-04-04,0.027
01LA01223,01,S9629,10,10,23,R0529,11,3.0,3,43,43,,,1,0,n,M,0404,94,7,3,1,14.5,1,1,,,10,43,1,94,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-04,0.027
01LA01224,01,S9202,10,13,31,R0127,11,3.0,3,07,43,,,1,0,n,F,0405,95,8,2,1,10.3,1,1,R2538,11,13,07,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,84,1,65,180,2,2001-04-05,0.021
01LA01225,01,S9202,10,13,31,R0127,11,3.0,3,07,43,,,1,0,n,F,0405,95,8,2,2,9.2,1,1,R2539,11,13,07,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,61,1,49,180,2,2001-04-05,0.021
01LA01226,01,S7518,10,13,34,R0492,11,5.0,5,07,43,,,1,0,n,F,0405,95,1,4,2,15.0,1,1,,,13,07,1,95,46,K1814,+,,"46, IN SAC",,,.,J,1,,,1,1,1,0,0,0.5,0,0,0,0,,2001-04-05,0.028
01LA01227,01,S7545,10,10,21,R0635,11,5.0,5,43,07,,,1,0,n,M,0405,95,8,3,1,11.8,1,1,R2553,11,10,07,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,89,1,68,180,2,2001-04-05,0.048
01LA01228,01,S7545,10,10,21,R0635,11,5.0,5,43,07,,,1,0,n,M,0405,95,8,3,1,13.3,1,1,R2554,11,10,07,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,84,1,66,180,2,2001-04-05,0.048
01LA01229,01,S7546,10,10,23,R0529,11,5.0,5,43,43,,,1,0,n,M,0404,94,8,3,3,8.9,3,1,R2527,11,10,43,,0,,,,,BRN.SPOTS,,,.,J,1,,,1,1,2,1,1,1.0,77,1,63,180,2,2001-04-04,0.035
01LA01230,01,S7546,10,10,23,R0529,11,5.0,5,43,43,,,1,0,n,M,0404,94,8,3,2,9.0,1,1,R2528,11,10,43,6,94,84,,,,,,,.,J,2,,,0,0,0,1,0,0.0,0,0,0,0,,2001-04-04,0.035
01LA01231,01,S7891,10,11,12,R0660,11,4.0,4,07,07,,,1,0,y,R,0404,94,8,3,3,13.0,1,1,R2530,11,11,07,,0,,A6335,-,"RP,METRITIS",,,,.,J,1,,,1,1,2,1,1,0.5,85,1,72,180,2,2001-04-04,0.082
01LA01232,01,S7891,10,11,12,R0660,11,4.0,4,07,07,,,1,0,y,R,0404,94,8,3,3,12.5,1,1,R2531,11,11,07,,0,,A2017,-,,,,,.,J,2,,,0,0,0,1,1,0.5,99,1,79,180,2,2001-04-04,0.082
01LA01233,01,S7950,10,12,80,R0118,11,4.0,4,07,07,,,1,0,n,C,0404,94,9,3,1,8.5,1,1,R2523,11,12,07,6,94,84,,,,,,,.,J,3,,,0,0,0,1,0,0.0,0,0,0,0,,2001-04-04,0.055
01LA01234,01,S7950,10,12,80,R0118,11,4.0,4,07,07,,,1,0,n,C,0404,94,9,3,2,7.5,1,1,,,12,07,1,94,84,R2522,+,,,,,.,J,1,,,1,1,3,0,0,0.5,0,0,0,0,,2001-04-04,0.055
01LA01235,01,S7950,10,12,80,R0118,11,4.0,4,07,07,,,1,0,n,C,0404,94,9,3,2,7.2,1,1,,,12,07,1,94,84,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-04,0.055
01LA01236,01,S7922,10,12,90,R0304,11,4.0,4,42,07,,,1,0,n,C,0404,94,8,3,1,9.2,1,1,R2534,11,12,43,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,80,1,59,180,2,2001-04-04,0.044
01LA01237,01,S7922,10,12,90,R0304,11,4.0,4,42,07,,,1,0,n,C,0404,94,8,3,2,10.1,1,1,R2535,11,12,43,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,72,1,57,180,2,2001-04-04,0.044
01LA01238,01,S7785,10,13,34,R0492,11,4.0,4,42,43,,,1,0,n,F,0405,95,9,4,1,11.0,1,1,R2543,11,13,43,,0,,,,,ENTR,,,.,J,2,,,0,0,0,1,1,1.0,86,1,60,179,1,2001-04-05,0.048
01LA01239,01,S7785,10,13,34,R0492,11,4.0,4,42,43,,,1,0,n,F,0405,95,9,4,1,10.9,1,1,R2542,11,13,43,,0,,,,,,,,.,J,1,,,1,1,3,1,1,1.0,75,1,61,179,1,2001-04-05,0.048
01LA01240,01,S7785,10,13,34,R0492,11,4.0,4,42,43,,,1,0,n,F,0405,95,9,4,3,9.5,1,1,R2546,11,13,43,3,98,93,,8,,"WEAK, LATE",,,.,J,3,,,0,0,0,1,0,0.0,0,0,0,0,,2001-04-05,0.048
01LA01241,01,T5506,44,ID,41T,09221,00,5.0,5,02,02,,,1,I,n,I,0405,95,5,3,1,12.3,1,1,T8368,44,ID,02,,0,,,,,,,,.,J,1,,,1,1,1,1,1,1.0,93,1,71,180,2,2001-04-05,0.0
01LA01242,01,T6596,44,ID,43T,T5505,44,3.0,3,02,02,,,1,I,n,I,0404,94,9,3,3,12.8,1,1,T8366,44,ID,02,,0,,,,,ENTR,,,.,J,1,,,1,1,3,1,1,1.0,75,1,67,180,2,2001-04-04,0.08
01LA01243,01,T6596,44,ID,43T,T5505,44,3.0,3,02,02,,,1,I,n,I,0404,94,9,3,2,14.5,1,1,,,ID,02,1,94,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-04,0.08
01LA01244,01,T6596,44,ID,43T,T5505,44,3.0,3,02,02,,,1,I,n,I,0404,94,9,3,2,8.5,1,1,T8367,44,ID,02,,0,,A5392,-,,"PNEU,FX.RIBS",,,.,J,3,,,0,0,0,1,1,0.5,74,1,58,179,1,2001-04-04,0.08
01LA01245,01,T6598,44,42,51,K9301,63,3.0,3,02,05,NN,CN,1,2,y,H,0404,94,8,2,3,9.9,1,1,Z7115,81,00,05,,0,,,,,,,,.,Y,1,,,1,1,2,1,1,1.0,64,1,52,180,2,2001-04-04,0.0
01LA01246,01,T6598,44,42,51,K9301,63,3.0,3,02,05,NN,CN,1,2,y,H,0404,94,8,2,2,8.7,1,1,Z7116,81,00,05,,0,,,,,"4TEATS,PNEU",,,.,Y,2,,,0,0,0,1,1,1.0,72,1,55,180,2,2001-04-04,0.0
01LA01247,01,T6287,44,ID,43T,T5505,44,4.0,4,02,02,,,1,I,n,I,0404,94,8,3,2,11.0,1,1,T8364,44,ID,02,,0,,,,,4TEATS,,,.,J,1,,,1,1,2,1,1,1.0,84,1,64,180,2,2001-04-04,0.019
01LA01248,01,T6287,44,ID,43T,T5505,44,4.0,4,02,02,,,1,I,n,I,0404,94,8,3,2,12.5,1,1,T8365,44,ID,02,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,94,1,74,180,2,2001-04-04,0.019
01LA01249,01,T7153,44,ID,43T,T5505,44,2.0,2,02,02,,,1,I,n,I,0405,95,8,3,2,10.8,1,1,T8369,44,ID,02,,0,,,,R.EYE TRT'01,,,,.,J,1,,,1,1,2,1,1,1.0,68,1,51,180,2,2001-04-05,0.011
01LA01250,01,T7153,44,ID,43T,T5505,44,2.0,2,02,02,,,1,I,n,I,0405,95,8,3,2,10.7,1,1,T8370,44,ID,02,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,83,1,64,180,2,2001-04-05,0.011
01LA01251,01,T7152,44,ID,43T,T5505,44,2.0,2,02,02,,,1,I,n,I,0405,95,8,3,1,10.3,1,1,T8371,44,ID,02,,0,,,,HARD BAG,,,,.,J,1,,,1,1,2,1,1,1.0,49,1,37,180,2,2001-04-05,0.015
01LA01252,01,T7152,44,ID,43T,T5505,44,2.0,2,02,02,,,1,I,n,I,0405,95,8,3,1,12.3,1,1,T8372,44,ID,02,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,52,1,40,180,2,2001-04-05,0.015
01LA01253,01,T7684,44,ID,e.3,T7327,44,1.0,1,02,02,,,4,I,y,I,0405,95,4,1,1,7.0,1,1,,,ID,02,1,95,84,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-05,0.001
01LA01254,01,T7684,44,ID,e.3,T7327,44,1.0,1,02,02,,,4,I,y,I,0405,95,4,1,1,7.0,1,1,,,ID,02,1,95,84,,,,,,,.,J,1,,,1,1,2,0,0,0.0,0,0,0,0,,2001-04-05,0.001
01LA01255,01,T7719,44,ID,e.3,T7327,44,1.0,1,02,02,,,4,I,y,I,0405,95,1,1,2,8.1,1,1,,,ID,02,1,95,84,,,,,,,.,J,1,,,1,1,1,0,0,0.0,0,0,0,0,,2001-04-05,0.0
01LA01256,01,Z4025,81,97,971,00093,00,4.0,4,97,97,,,1,0,n,.,0404,94,8,3,1,14.3,6,1,Z7117,81,97,97,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,113,1,0,0,B,2001-04-04,0.0
01LA01257,01,Z4025,81,97,971,00093,00,4.0,4,97,97,,,1,0,n,.,0404,94,8,3,2,11.5,6,1,Z7118,81,97,97,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,87,1,0,0,B,2001-04-04,0.0
01LA01258,01,Z4508,81,00,27,A6220,04,4.0,4,80,30,,,2,0,y,B,0404,94,9,2,1,6.5,1,1,,,00,80,1,94,84,,,,,,,.,J,3,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-04,0.0
01LA01259,01,Z4508,81,00,27,A6220,04,4.0,4,80,30,,,2,0,y,B,0404,94,9,2,2,5.0,1,1,,,00,80,1,94,84,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-04,0.0
01LA01260,01,Z4508,81,00,27,A6220,04,4.0,4,80,30,,,2,0,y,B,0404,94,9,2,2,5.5,1,1,,,00,80,1,94,84,,,,,,,.,J,1,,,1,1,3,0,0,0.0,0,0,0,0,,2001-04-04,0.0
01LA01261,01,Z4718,81,97,971,00093,00,3.0,3,97,97,,,1,0,n,.,0405,95,8,4,2,10.3,6,1,Z7119,81,97,97,,0,,,,,WEAK,,,.,J,1,,,1,1,2,1,1,1.0,88,1,0,0,B,2001-04-05,0.0
01LA01262,01,Z4718,81,97,971,00093,00,3.0,3,97,97,,,1,0,n,.,0405,95,8,4,2,8.8,6,1,Z7120,81,97,97,,0,,,,,WEAK,,,.,J,2,,,0,0,0,1,1,1.0,87,1,0,0,B,2001-04-05,0.0
01LA01263,01,Z6154,81,97,e10,K9360,63,1.0,1,97,91,,,4,0,y,.,0405,95,5,2,2,9.8,5,1,Z7122,81,00,99,,0,,,,,"ENTR,HAIRY",,,.,Y,1,,,1,1,1,1,1,1.0,95,1,0,0,B,2001-04-05,0.0
01LA01264,01,Z6324,81,97,e10,K9360,63,1.0,1,97,91,,,4,0,y,.,0404,94,7,2,1,7.0,5,1,,,00,99,1,94,84,,,,,,,.,Y,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-04,0.0
01LA01265,01,Z6324,81,97,e10,K9360,63,1.0,1,97,91,,,4,0,y,.,0404,94,7,2,2,8.6,5,1,Z7114,81,00,99,,0,,,,,HOCKS?,,,.,Y,1,,,1,1,2,1,1,1.0,85,1,0,0,B,2001-04-04,0.0
01LA01266,01,00000,00,00,000,00000,00,2.0,2,00,00,,,2,0,y,X,0405,95,5,0,2,7.6,1,1,A8200,04,00,00,,0,,A5963,-,,UNKNOWN DAM,,,.,Y,0,,3,1,1,1,1,1,0.5,81,1,62,179,1,2001-04-05,0.0
01LA01267,01,K0930,64,68,08,K0714,64,2.0,2,06,06,,,1,7,n,G,0404,94,7,3,2,7.0,1,1,,,68,06,1,94,44,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-04,0.051
01LA01268,01, 8472,00,68,03,J0143,00,3.0,3,06,06,,,1,7,n,G,0406,96,8,4,1,12.5,1,1,K1846,64,68,06,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,93,1,70,179,1,2001-04-06,0.0
01LA01269,01, 8472,00,68,03,J0143,00,3.0,3,06,06,,,1,7,n,G,0406,96,8,4,2,12.9,1,1,K1845,64,68,06,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,82,1,66,179,1,2001-04-06,0.0
01LA01270,01,00102,00,88,e.6,A4142,04,1.0,1,30,71,,,4,7,y,.,0405,95,5,3,2,12.0,1,1,A8209,04,00,72,,0,,,,,NICE,,,.,J,1,,,1,1,1,1,1,1.0,93,1,80,180,2,2001-04-05,0.027
01LA01271,01,91219,09,88,53,A6501,04,2.0,2,30,30,,,2,7,y,N,0405,95,8,2,3,9.4,1,1,A8206,04,84,30,,0,,,,,WEAK,,,.,Y,1,,,1,1,2,1,1,1.0,81,1,59,179,1,2001-04-05,0.028
01LA01272,01,91219,09,88,53,A6501,04,2.0,2,30,30,,,2,7,y,N,0405,95,8,2,2,8.5,1,1,A8207,04,84,30,,0,,,,,WEAK,,,.,Y,2,,,0,0,0,1,1,1.0,69,1,53,179,1,2001-04-05,0.028
01LA01273,01,90545,09,88,53,A6501,04,2.0,2,30,30,,,2,7,n,N,0405,95,5,2,1,9.5,1,1,A8210,04,84,30,6,96,14,,,WILD,14,,,.,J,1,,,1,1,1,1,0,0.0,0,0,0,0,,2001-04-05,0.064
01LA01274,01,90638,09,68,06,K0791,64,2.0,2,06,06,,,1,7,n,G,0406,96,5,3,1,14.5,1,1,K1851,64,68,06,,0,,,,LEGGY,4TEATS,,,.,J,1,,,1,1,1,1,1,1.0,103,1,81,179,1,2001-04-06,0.018
01LA01275,01,A3388,04,81,01,A6761,04,5.0,5,30,30,,,2,0,n,M,0406,96,9,2,3,6.8,1,1,A8211,04,81,30,3,98,93,,8,,WEAK,,,.,Y,1,,,1,1,3,1,0,0.0,0,0,0,0,,2001-04-06,0.122
01LA01276,01,A3388,04,81,01,A6761,04,5.0,5,30,30,,,2,0,n,M,0406,96,9,2,1,8.0,1,1,,,81,30,1,96,84,R2588,+,,84,,,.,Y,2,,,0,0,0,0,0,0.5,0,0,0,0,,2001-04-06,0.122
01LA01277,01,A3388,04,81,01,A6761,04,5.0,5,30,30,,,2,0,n,M,0406,96,9,2,2,7.0,1,1,,,81,30,1,96,84,,,,84,,,.,Y,3,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-06,0.122
01LA01278,01,A3550,04,81,41,A6827,04,5.0,5,30,30,,,2,0,n,W,0406,96,9,2,,0.0,,,,,83,30,0,0,27,K1614,+,SW.BAG,,,,.,Y,1,,,1,1,3,0,0,0.0,0,0,0,0,,2001-04-06,0.049
01LA01279,01,A3550,04,81,41,A6827,04,5.0,5,30,30,,,2,0,n,W,0406,96,9,2,,0.0,,,,,83,30,0,0,27,,,,,,,.,Y,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-06,0.049
01LA01280,01,A3550,04,81,41,A6827,04,5.0,5,30,30,,,2,0,n,W,0406,96,9,2,,0.0,,,,,83,30,0,0,27,,,,,,,.,Y,3,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-06,0.049
01LA01281,01,A4207,04,82,22,A6140,04,4.0,4,30,30,,,2,0,n,C,0405,95,9,4,1,6.4,1,1,A8202,04,82,30,,0,,,,,,,,.,Y,2,,,0,0,0,1,1,1.0,72,1,55,179,1,2001-04-05,0.094
01LA01282,01,A4207,04,82,22,A6140,04,4.0,4,30,30,,,2,0,n,C,0405,95,9,4,1,7.2,1,1,A8203,04,82,30,6,99,84,,,,"WEAK,HOCKS",,,.,Y,3,,,0,0,0,1,0,0.0,0,0,0,0,,2001-04-05,0.094
01LA01283,01,A4207,04,82,22,A6140,04,4.0,4,30,30,,,2,0,n,C,0405,95,9,4,3,6.0,1,1,A8201,04,82,30,6,97,84,,8,,WEAK,,,.,Y,1,,,1,1,3,1,0,0.0,0,0,0,0,,2001-04-05,0.094
01LA01284,01,A6724,04,81,02,A6964,04,2.0,2,30,30,,,2,0,n,M,0405,95,8,3,1,6.8,1,1,A8204,04,81,30,,0,,,,,"WEAK,84",,,.,Y,1,,,1,1,2,1,1,1.0,83,1,63,179,1,2001-04-05,0.07
01LA01285,01,A6724,04,81,02,A6964,04,2.0,2,30,30,,,2,0,n,M,0405,95,8,3,2,6.8,1,1,A8205,04,81,30,6,96,84,,,,84,,,.,Y,2,,,0,0,0,1,0,0.0,0,0,0,0,,2001-04-05,0.07
01LA01286,01,A7609,04,82,e.6,A4142,04,1.0,1,30,71,,,4,0,y,.,0405,95,2,2,,0.0,,,,,00,72,0,0,27,,,,,,,.,J,1,,,1,1,2,0,0,0.0,0,0,0,0,,2001-04-05,0.0
01LA01287,01,A7609,04,82,e.6,A4142,04,1.0,1,30,71,,,4,0,y,.,0405,95,2,2,,0.0,,,,,00,72,0,0,27,,,,,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-05,0.0
01LA01288,01,A7222,04,82,e.6,A4142,04,1.0,1,30,71,,,4,0,y,.,0405,95,5,2,2,11.4,1,1,A8208,04,00,72,,0,,,,,,,,.,J,1,,,1,1,1,1,1,1.0,87,1,69,180,2,2001-04-05,0.031
01LA01289,01,K0121,64,00,54,K9738,63,3.0,3,05,05,CC,CC,1,0,n,H,0405,95,8,3,1,9.7,1,1,K1830,64,00,05,,0,,,,BIG TAG y2001,,,,.,Y,1,,,1,1,2,1,1,1.0,78,1,65,180,2,2001-04-05,0.014
01LA01290,01,K0121,64,00,54,K9738,63,3.0,3,05,05,CC,CC,1,0,n,H,0405,95,8,3,2,9.2,1,1,K1831,64,00,05,,0,,,,,,,,.,Y,2,,,0,0,0,1,1,1.0,76,1,57,180,2,2001-04-05,0.014
01LA01291,01,K0056,64,62,04,K0943,64,3.0,3,06,06,,,1,7,n,G,0405,95,8,4,1,10.8,1,2,K1836,64,68,06,,0,,,,,,,,.,J,2,,,0,0,0,1,1,1.0,93,1,68,180,2,2001-04-05,0.019
01LA01292,01,K0056,64,62,04,K0943,64,3.0,3,06,06,,,1,7,n,G,0405,95,8,4,1,12.8,1,1,K1835,64,68,06,,0,,,,,,,,.,J,1,,,1,1,2,1,1,1.0,97,1,76,180,2,2001-04-05,0.019
01LA01293,01,K0405,64,61,07,K0905,64,3.0,3,06,06,,,1,7,n,G,0405,95,9,3,2,10.2,1,1,K1839,64,68,06,6,100,45,,8,,WEAK,,,.,J,1,,,1,1,3,1,0,0.0,0,0,0,0,,2001-04-05,0.046
01LA01294,01,K0405,64,61,07,K0905,64,3.0,3,06,06,,,1,7,n,G,0405,95,9,3,2,13.1,1,1,K1841,64,68,06,,0,,,,,NICE,,,.,J,3,,,0,0,0,1,1,1.0,94,1,76,180,2,2001-04-05,0.046
01LA01295,01,K0405,64,61,07,K0905,64,3.0,3,06,06,,,1,7,n,G,0405,95,9,3,2,9.3,1,1,K1840,64,68,06,,0,,,,,ENTR,,,.,J,2,,,0,0,0,1,1,1.0,75,1,66,180,2,2001-04-05,0.046
01LA01296,01,K0837,64,00,55,K9992,63,2.0,2,05,05,CC,CC,1,0,n,H,0405,95,7,3,1,12.3,1,1,,,00,05,1,95,46,,,,46,,,.,J,2,,,0,0,0,0,0,0.0,0,0,0,0,,2001-04-05,0.046
01LA01297,01,K0837,64,00,55,K9992,63,2.0,2,05,05,CC,CC,1,0,n,H,0405,95,7,3,2,10.1,1,1,K1844,64,00,05,6,104,19,,,,IMPACTED?,,,.,J,1,,,1,1,2,1,0,0.0,0,0,0,0,,2001-04-05,0.046
