UID,DAM,DBRD,LNDAM,BPEN,ADAM,AGE,STMD,BGRP,GRP,DATE,TB,MILK,SEX,BRWT,CLR,JAW,LAMB,LBRD,DISP,DAYDIS,CAUSE,FONO,RMK,ABEWE,ABLMB,CDNO,SIRE,SBRD,STM,LINE,DAYBRN,FOPU,Y0,Y1,Y2,Y3,Y4,Y5A,Y5,Y6,JY4,JUWT,JDAY,BAND,SPEC,VC,ML,SYNC,DATEBN,IGG,YR,INBRL
90LA01244,L3813,03,70,P.3,10,1.0,30,L,,,,,,0.0,,,,,,0,,,,,,1,L1927,03,30,83,0,,1,1,0,0,0,0,0,0,0,0.0,0,,,A,,,,,90,0.0
90LA01245,L3819,03,71,P.3,10,1.0,30,L,,0409,5,3,3,10.0,1,1,L4918,03,,0,,,,,,1,L1927,03,30,83,99,,1,1,1,1,1,1,10,91,1,57.8,177,2,,A,,,1990-04-09,,90,0.117
90LA01246,L3820,03,70,P.6,10,1.0,30,L,,0415,5,2,3,6.5,1,1,L5254,03,,0,,,,,,1,L2062,03,30,81,105,,1,1,1,1,1,1,10,80,1,45.4,176,1,,A,,,1990-04-15,,90,0.06
90LA01247,L3821,03,70,P.2,10,1.0,30,L,,0424,5,2,2,8.1,1,1,L5729,03,,0,,,,,,1,L2370,03,30,80,114,,1,1,1,1,1,1,10,89,1,42.0,177,2,,B,,,1990-04-24,,90,0.066
90LA01248,L3823,03,70,P.4,10,1.0,30,L,,0418,8,2,2,8.1,1,1,L5462,03,,0,,,,,,1,L2127,03,30,83,108,,1,1,1,2,1,1,10,93,1,53.2,176,1,,C,,,1990-04-18,,90,0.078
90LA01249,L3823,03,70,P.4,10,1.0,30,L,,0418,8,2,3,6.8,1,1,L5463,03,3,109,93,,,,,2,L2127,03,30,83,108,&,0,0,0,0,1,0,0,0,0,0.0,0,,,C,,,1990-04-18,,90,0.078
90LA01250,L3827,03,7x,P.2,10,1.0,30,L,,0408,9,2,2,6.4,1,1,L4853,03,,0,,,,,,1,L2370,03,30,80,98,,1,1,1,3,1,1,10,78,1,48.6,177,2,,A,,,1990-04-08,,90,0.051
90LA01251,L3827,03,7x,P.2,10,1.0,30,L,,0408,9,2,2,5.6,1,1,L4854,03,,0,,,,,,2,L2370,03,30,80,98,,0,0,0,0,1,1,10,55,1,27.1,177,2,,A,,,1990-04-08,,90,0.051
90LA01252,L3827,03,7x,P.2,10,1.0,30,L,,0408,9,2,1,5.5,1,1,,,1,98,44,,EXT.GUTS,,,3,L2370,03,30,80,98,,0,0,0,0,0,0,0,0,0,0.0,0,,,A,,,1990-04-08,,90,0.051
90LA01253,L3831,03,71,P.1,10,1.0,30,L,,0330,8,1,2,10.3,1,1,L4700,03,3,89,93,,,,,1,L2502,03,30,80,89,&,1,1,1,2,1,0,0,0,0,0.0,0,,,B,,,1990-03-30,,90,0.079
90LA01254,L3831,03,71,P.1,10,1.0,30,L,,0330,8,1,1,8.8,1,1,L4701,03,,0,,,,,,2,L2502,03,30,80,89,,0,0,0,0,1,1,10,74,1,50.0,176,1,,B,,,1990-03-30,,90,0.079
90LA01255,L3833,03,7x,P.1,10,1.0,30,L,,0329,8,1,2,5.5,1,1,L4695,03,3,88,93,,,,,1,L2502,03,30,80,88,&,1,1,1,2,1,0,0,0,0,0.0,0,,,C,,,1990-03-29,,90,0.087
90LA01256,L3833,03,7x,P.1,10,1.0,30,L,,0329,8,1,1,6.6,1,1,L4696,03,,0,,,,,,2,L2502,03,30,80,88,,0,0,0,0,1,1,10,95,1,68.2,176,1,,C,,,1990-03-29,,90,0.087
90LA01257,L3835,03,70,P.5,10,1.0,30,L,,0425,8,2,2,7.5,1,3,L5756,03,,0,,,,,,1,L2003,03,30,81,115,,1,1,1,2,1,1,10,77,1,31.5,177,2,,B,,,1990-04-25,,90,0.063
90LA01258,L3835,03,70,P.5,10,1.0,30,L,,0425,8,2,3,7.9,1,1,L5757,03,3,115,93,,,,,2,L2003,03,30,81,115,&,0,0,0,0,1,0,0,0,0,0.0,0,,,B,,,1990-04-25,,90,0.063
90LA01259,L3836,03,70,P.6,10,1.0,30,L,,0416,8,2,3,9.6,1,1,L5312,03,,0,,,?TARGLAMB,,,1,L2062,03,30,81,106,,1,1,1,2,1,1,10,86,1,50.4,176,1,,A,,,1990-04-16,,90,0.059
90LA01260,L3836,03,70,P.6,10,1.0,30,L,,0416,8,2,2,6.0,1,1,L5313,03,3,107,93,,,,,2,L2062,03,30,81,106,&,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-16,,90,0.059
90LA01261,L3838,03,71,P.7,10,1.0,30,L,,0408,5,2,3,5.9,1,1,L4867,03,,0,,,,,,1,L1910,03,30,82,98,,1,1,1,1,1,1,10,84,1,52.2,177,2,,A,,,1990-04-08,,90,0.049
90LA01262,L3840,03,70,P.7,10,1.0,30,L,,0406,8,2,3,7.4,1,1,L4804,03,3,97,93,,,,,1,L1910,03,30,82,96,&,1,1,1,2,1,0,0,0,0,0.0,0,,,A,,,1990-04-06,,90,0.066
90LA01263,L3840,03,70,P.7,10,1.0,30,L,,0406,8,2,2,5.8,1,1,L4805,03,,0,,,,,,2,L1910,03,30,82,96,,0,0,0,0,1,1,10,82,1,51.0,177,2,,A,,,1990-04-06,,90,0.066
90LA01264,L3842,03,71,P.7,10,1.0,30,L,,0421,7,2,2,6.4,1,2,L5620,03,3,113,93,,WEAK!,,,1,L1910,03,30,82,111,&,1,1,1,2,1,0,0,0,0,0.0,0,,,B,,,1990-04-21,,90,0.051
90LA01265,L3842,03,71,P.7,10,1.0,30,L,,0421,7,2,1,5.0,1,1,,,1,111,44,005781,,,,2,L1910,03,30,82,111,+,0,0,0,0,0,0,5,0,0,0.0,0,,,B,,,1990-04-21,,90,0.051
90LA01266,L3843,03,71,P.5,10,1.0,30,L,,0402,5,2,2,10.3,1,3,L4750,03,,0,,,,,,1,L2003,03,30,81,92,,1,1,1,1,1,1,10,99,1,67.8,176,1,,C,,,1990-04-02,,90,0.06
90LA01267,L3849,03,70,P.4,10,1.0,30,L,,,,,,0.0,,,,,,0,,,,,,1,L2127,03,30,83,0,,1,1,0,0,0,0,0,0,0,0.0,0,,,B,,,,,90,0.0
90LA01268,L3852,03,7x,P.7,10,1.0,30,L,,0330,5,1,2,4.5,1,1,L4706,03,,0,,,,,,1,L1910,03,30,82,89,,1,1,1,1,1,1,10,83,1,54.8,176,1,,B,,,1990-03-30,,90,0.062
90LA01269,L3854,03,70,P.1,10,1.0,30,L,,0426,5,2,2,10.5,1,1,L5777,03,6,142,01,,,,,1,L2502,03,30,80,116,,1,1,1,1,1,0,0,0,0,0.0,0,,,B,,,1990-04-26,,90,0.066
90LA01270,L3857,03,71,P.1,10,1.0,30,L,,0405,5,2,2,8.9,1,1,L4790,03,,0,,,,,,1,L2502,03,30,80,95,,1,1,1,1,1,1,10,90,1,58.4,177,2,,A,,,1990-04-05,,90,0.05
90LA01271,L3859,03,70,P.4,10,1.0,30,L,,0330,5,1,1,10.6,1,1,L4704,03,7,222,97,,,,,1,L2127,03,30,83,89,,1,1,1,1,1,0,0,0,0,0.0,0,,,B,,,1990-03-30,,90,0.091
90LA01272,L3861,03,7x,P.6,10,1.0,30,L,,0404,8,2,2,7.6,1,1,L4780,03,3,94,93,,,,,1,L2062,03,30,81,94,&,1,1,1,2,1,0,0,0,0,0.0,0,,,A,,,1990-04-04,,90,0.049
90LA01273,L3861,03,7x,P.6,10,1.0,30,L,,0404,8,2,1,8.2,1,1,L4781,03,,0,,,,,,2,L2062,03,30,81,94,,0,0,0,0,1,1,10,83,1,48.4,177,2,,A,,,1990-04-04,,90,0.049
90LA01274,L3866,03,70,P.3,10,1.0,30,L,,0403,8,2,2,5.8,1,1,L4768,03,6,99,01,080510,,,,1,L1927,03,30,83,93,+,1,1,1,2,1,0,5,0,0,0.0,0,,,A,,,1990-04-03,,90,0.088
90LA01275,L3866,03,70,P.3,10,1.0,30,L,,0403,8,2,3,4.4,1,1,L4769,03,3,94,93,,,,,2,L1927,03,30,83,93,&,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-03,,90,0.088
90LA01276,L3873,03,70,P.1,10,1.0,30,L,,0408,5,2,2,8.0,1,1,L4845,03,6,122,01,,,,,1,L2502,03,30,80,98,,1,1,1,1,1,0,0,0,0,0.0,0,,,A,,,1990-04-08,,90,0.05
90LA01277,L3874,03,70,P.4,10,1.0,30,L,,0428,8,1,2,4.9,1,1,L5810,03,3,120,93,,,,,1,L2127,03,30,83,118,&,1,1,1,2,1,0,0,0,0,0.0,0,,,A,,,1990-04-28,,90,0.079
90LA01278,L3874,03,70,P.4,10,1.0,30,L,,0428,8,1,2,5.0,1,1,L5811,03,3,120,93,,,,,2,L2127,03,30,83,118,&,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-28,,90,0.079
90LA01279,L3879,03,70,P.7,10,1.0,30,L,,0407,5,2,2,8.3,1,1,L4819,03,,0,,,4TEATS,,,1,L1910,03,30,82,97,,1,1,1,1,1,1,10,97,1,59.0,177,2,,B,,,1990-04-07,,90,0.099
90LA01280,L3880,03,71,P.2,10,1.0,30,L,,0409,8,2,2,7.9,1,1,L4923,03,,0,,,,,,1,L2370,03,30,80,99,,1,1,1,2,1,1,10,91,1,55.8,177,2,,B,,,1990-04-09,,90,0.069
90LA01281,L3880,03,71,P.2,10,1.0,30,L,,0409,8,2,2,7.6,1,1,L4924,03,3,99,93,,,,,2,L2370,03,30,80,99,&,0,0,0,0,1,0,0,0,0,0.0,0,,,B,,,1990-04-09,,90,0.069
90LA01282,L3891,03,70,P.8,10,1.0,30,L,,0331,8,2,2,7.2,1,3,L4731,03,,0,,,,,,1,L2086,03,30,82,90,,1,1,1,2,1,1,10,74,1,47.2,176,1,,B,,,1990-03-31,,90,0.095
90LA01283,L3891,03,70,P.8,10,1.0,30,L,,0331,8,2,3,6.2,1,1,L4732,03,,0,,,,,,2,L2086,03,30,82,90,,0,0,0,0,1,1,10,71,1,47.6,176,1,,B,,,1990-03-31,,90,0.095
90LA01284,L3892,03,7x,P.1,10,1.0,30,L,,0506,5,2,1,12.5,1,1,L5838,03,,0,,,,,,1,L2502,03,30,80,126,,1,1,1,1,1,1,10,92,1,37.2,177,2,,B,,,1990-05-06,,90,0.047
90LA01285,L3903,03,7x,P.2,10,1.0,30,L,,0409,8,1,3,6.6,1,5,L4939,03,3,99,93,,,,,1,L2370,03,30,80,99,&,1,1,1,2,1,0,0,0,0,0.0,0,,,B,,,1990-04-09,,90,0.052
90LA01286,L3903,03,7x,P.2,10,1.0,30,L,,0409,8,1,2,7.7,1,3,L4940,03,,0,,,,,,2,L2370,03,30,80,99,,0,0,0,0,1,1,10,79,1,48.2,177,2,,B,,,1990-04-09,,90,0.052
90LA01287,L3905,03,71,P.7,10,1.0,30,L,,0415,8,2,1,7.6,1,1,L5252,03,,0,,,,,,1,L1910,03,30,82,105,,1,1,1,2,1,1,10,73,1,43.6,176,1,,C,,,1990-04-15,,90,0.047
90LA01288,L3905,03,71,P.7,10,1.0,30,L,,0415,8,2,2,6.6,1,1,L5253,03,,0,,,,,,2,L1910,03,30,82,105,,0,0,0,0,1,1,10,76,1,37.6,176,1,,C,,,1990-04-15,,90,0.047
90LA01289,L3909,03,7x,P.8,10,1.0,30,L,,0329,5,3,1,9.9,1,1,L4698,03,,0,,,,,,1,L2086,03,30,82,88,,1,1,1,1,1,1,10,94,1,69.2,176,1,,B,,,1990-03-29,,90,0.038
90LA01290,L3914,03,71,P.4,10,1.0,30,L,,0427,8,2,3,6.8,1,1,L5801,03,3,117,93,,,,,1,L2127,03,30,83,117,&,1,1,1,2,1,0,0,0,0,0.0,0,,,A,,,1990-04-27,,90,0.053
90LA01291,L3914,03,71,P.4,10,1.0,30,L,,0427,8,2,1,8.0,1,1,L5802,03,,0,,,,,,2,L2127,03,30,83,117,,0,0,0,0,1,1,10,82,1,31.0,177,2,,A,,,1990-04-27,,90,0.053
90LA01292,L3917,03,70,P.8,10,1.0,30,L,,,,,,0.0,,,,,,0,,,,,,1,L2086,03,30,82,0,,1,1,0,0,0,0,0,0,0,0.0,0,,,B,,,,,90,0.0
90LA01293,L3935,03,7x,P.8,10,1.0,30,L,,0414,5,2,2,9.1,1,3,L5196,03,6,107,48,469163,PINK,,,1,L2086,03,30,82,104,+,1,1,1,1,1,0,5,0,0,0.0,0,,,B,,,1990-04-14,,90,0.043
90LA01294,L3938,03,71,P.1,10,1.0,30,L,,0406,8,2,3,8.7,1,1,L4807,03,3,97,93,,,,,1,L2502,03,30,80,96,&,1,1,1,2,1,0,0,0,0,0.0,0,,,A,,,1990-04-06,,90,0.079
90LA01295,L3938,03,71,P.1,10,1.0,30,L,,0406,8,2,2,7.2,1,1,L4808,03,,0,,,,,,2,L2502,03,30,80,96,,0,0,0,0,1,1,10,82,1,53.4,177,2,,A,,,1990-04-06,,90,0.079
90LA01296,L3939,03,71,P.6,10,1.0,30,L,,0406,5,3,2,9.6,1,1,L4803,03,,0,,,,,,1,L2062,03,30,81,96,,1,1,1,1,1,1,10,95,1,58.2,177,2,,B,,,1990-04-06,,90,0.072
90LA01297,L3944,03,7x,P.5,10,1.0,30,L,,0412,8,3,2,6.1,1,3,L5102,03,6,116,19,,,,,1,L2003,03,30,81,102,,1,1,1,2,1,0,0,0,0,0.0,0,,,A,,,1990-04-12,,90,0.05
90LA01298,L3944,03,7x,P.5,10,1.0,30,L,,0412,8,3,2,9.5,1,1,L5103,03,,0,,,,,,2,L2003,03,30,81,102,,0,0,0,0,1,1,10,94,1,51.8,176,1,,A,,,1990-04-12,,90,0.05
90LA01299,L3945,03,70,P.8,10,1.0,30,L,,0406,3,2,2,5.7,1,1,L4813,03,,0,,,,,,1,L2086,03,30,82,96,,1,1,1,4,1,1,10,78,1,44.0,177,2,,A,,,1990-04-06,,90,0.1
90LA01300,L3945,03,70,P.8,10,1.0,30,L,,0406,3,2,2,4.0,1,1,,,1,96,44,,ROTTEN,,,2,L2086,03,30,82,96,,0,0,0,0,0,0,0,0,0,0.0,0,,,A,,,1990-04-06,,90,0.1
90LA01301,L3945,03,70,P.8,10,1.0,30,L,,0406,3,2,2,3.5,1,1,,,1,96,44,,ROTTEN,,,3,L2086,03,30,82,96,,0,0,0,0,0,0,0,0,0,0.0,0,,,A,,,1990-04-06,,90,0.1
90LA01302,L3945,03,70,P.8,10,1.0,30,L,,0406,3,2,1,3.0,1,1,,,1,96,44,,ROTTEN,,,4,L2086,03,30,82,96,,0,0,0,0,0,0,0,0,0,0.0,0,,,A,,,1990-04-06,,90,0.1
90LA01303,L3946,03,70,P.8,10,1.0,30,L,,0405,5,3,2,9.0,1,1,L4788,03,,0,,,,,,1,L2086,03,30,82,95,,1,1,1,1,1,1,10,67,1,45.0,177,2,,B,,,1990-04-05,,90,0.115
90LA01304,L3951,03,70,P.5,10,1.0,30,L,,0408,8,2,3,8.2,1,1,L4871,03,,0,,,,,,1,L2003,03,30,81,98,,1,1,1,2,1,1,10,92,1,61.0,177,2,,A,,,1990-04-08,,90,0.04
90LA01305,L3951,03,70,P.5,10,1.0,30,L,,0408,8,2,3,8.0,1,1,L4872,03,3,99,93,,,,,2,L2003,03,30,81,98,&,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-08,,90,0.04
90LA01306,L3953,03,71,P.2,10,1.0,30,L,,0329,5,1,2,7.9,1,1,L4693,03,,0,,,,,,1,L2370,03,30,80,88,,1,1,1,1,1,1,10,86,1,56.8,176,1,,B,,,1990-03-29,,90,0.058
90LA01307,L3954,03,71,P.5,10,1.0,30,L,,0331,9,2,3,5.9,1,2,L4722,03,,0,,,L3954orL3794,,,1,L2003,03,30,81,90,,1,1,1,3,1,1,10,88,1,59.0,176,1,,C,,,1990-03-31,,90,0.055
90LA01308,L3954,03,71,P.5,10,1.0,30,L,,0331,9,2,3,7.4,1,1,L4723,03,,0,,268063,L3954orL3794,,,2,L2003,03,30,81,90,-,0,0,0,0,1,1,5,98,0,70.6,176,1,,C,,,1990-03-31,,90,0.055
90LA01309,L3954,03,71,P.5,10,1.0,30,L,,0331,9,2,2,7.0,1,1,,,1,90,44,,L3954orL3794,,,3,L2003,03,30,81,90,,0,0,0,0,0,0,0,0,0,0.0,0,,,C,,,1990-03-31,,90,0.055
90LA01310,L3959,03,71,P.8,10,1.0,30,L,,0405,9,2,1,6.6,1,1,L4789,03,,0,,,,,,1,L2086,03,30,82,95,,1,1,1,3,1,1,10,67,1,41.0,177,2,,C,,,1990-04-05,,90,0.059
90LA01311,L3959,03,71,P.8,10,1.0,30,L,,0405,9,2,1,5.7,1,1,,,1,95,44,,,,,2,L2086,03,30,82,95,,0,0,0,0,0,0,0,0,0,0.0,0,,,C,,,1990-04-05,,90,0.059
90LA01312,L3959,03,71,P.8,10,1.0,30,L,,0405,9,2,2,3.2,1,1,L4793,03,3,95,93,,,,,3,L2086,03,30,82,95,&,0,0,0,0,1,0,0,0,0,0.0,0,,,C,,,1990-04-05,,90,0.059
90LA01313,L3960,03,7x,P.7,10,1.0,30,L,,0411,8,1,2,5.8,1,1,L5039,03,,0,,,HAIRY,,,1,L1910,03,30,82,101,,1,1,1,2,1,1,10,88,1,46.8,176,1,,A,,,1990-04-11,,90,0.057
90LA01314,L3960,03,7x,P.7,10,1.0,30,L,,0411,8,1,2,3.4,1,1,L5040,03,3,106,93,,,,,2,L1910,03,30,82,101,&,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-11,,90,0.057
90LA01315,L3962,03,70,P.1,10,1.0,30,L,,0409,8,2,2,6.4,1,1,L4895,03,,0,,,,,,1,L2502,03,30,80,99,,1,1,1,2,1,1,10,75,1,39.0,177,2,,C,,,1990-04-09,,90,0.066
90LA01316,L3962,03,70,P.1,10,1.0,30,L,,0409,8,2,2,7.0,1,1,L4896,03,,0,,,,,,2,L2502,03,30,80,99,,0,0,0,0,1,1,10,81,1,44.6,177,2,,C,,,1990-04-09,,90,0.066
90LA01317,L3977,03,71,P.6,10,1.0,30,L,,0404,8,1,2,5.8,1,1,L4773,03,,0,,,,,,1,L2062,03,30,81,94,,1,1,1,2,1,1,10,82,1,52.2,177,2,,A,,,1990-04-04,,90,0.067
90LA01318,L3977,03,71,P.6,10,1.0,30,L,,0404,8,1,3,4.2,1,1,L4774,03,3,95,93,,,,,2,L2062,03,30,81,94,&,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-04,,90,0.067
90LA01319,L3984,03,70,P.8,10,1.0,30,L,,0404,5,2,3,10.7,1,1,L4771,03,7,222,97,,PINK,,,1,L2086,03,30,82,94,,1,1,1,1,1,0,0,0,0,0.0,0,,,A,,,1990-04-04,,90,0.068
90LA01320,L3996,03,71,P.4,10,1.0,30,L,,0411,3,2,3,4.8,1,3,L5061,03,,0,,,,,,1,L2127,03,30,83,101,,1,1,1,4,1,1,10,79,1,43.6,176,1,,A,,,1990-04-11,,90,0.077
90LA01321,L3996,03,71,P.4,10,1.0,30,L,,0411,3,2,2,4.6,1,1,L5062,03,6,104,85,,,,,2,L2127,03,30,83,101,,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-11,,90,0.077
90LA01322,L3996,03,71,P.4,10,1.0,30,L,,0411,3,2,3,4.0,1,3,L5063,03,3,106,93,,,,,3,L2127,03,30,83,101,&,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-11,,90,0.077
90LA01323,L3996,03,71,P.4,10,1.0,30,L,,0411,3,2,1,4.0,1,1,,,1,101,44,,EXT.GUTS,,,4,L2127,03,30,83,101,,0,0,0,0,0,0,0,0,0,0.0,0,,,A,,,1990-04-11,,90,0.077
90LA01324,L4001,03,70,P.2,10,1.0,30,L,,0405,8,2,2,6.9,1,1,L4794,03,,0,,,,,,1,L2370,03,30,80,95,,1,1,1,2,1,1,10,87,1,52.6,177,2,,B,,,1990-04-05,,90,0.066
90LA01325,L4001,03,70,P.2,10,1.0,30,L,,0405,8,2,2,6.5,1,1,L4795,03,,0,,079363,,,,2,L2370,03,30,80,95,-,0,0,0,0,1,1,5,97,0,59.6,177,2,,B,,,1990-04-05,,90,0.066
90LA01326,L4014,03,70,P.2,10,1.0,30,L,,0427,5,0,3,11.1,1,1,L5785,03,3,117,93,,DRY,,,1,L2370,03,30,80,117,&,1,1,1,1,1,0,0,0,0,0.0,0,,,B,,,1990-04-27,,90,0.055
90LA01327,L4017,03,71,P.7,10,1.0,30,L,,0417,5,2,2,10.0,1,1,L5386,03,,0,,,,,,1,L1910,03,30,82,107,,1,1,1,1,1,1,10,88,1,46.8,176,1,,A,,,1990-04-17,,90,0.067
90LA01328,L4018,03,71,P.8,10,1.0,30,L,,0331,8,2,3,6.7,1,1,L4724,03,,0,,,,,,1,L2086,03,30,82,90,,1,1,1,2,1,1,10,67,1,48.4,176,1,,A,,,1990-03-31,,90,0.064
90LA01329,L4018,03,71,P.8,10,1.0,30,L,,0331,8,2,2,6.8,1,1,L4725,03,,0,,,,,,2,L2086,03,30,82,90,,0,0,0,0,1,1,10,67,1,46.0,176,1,,A,,,1990-03-31,,90,0.064
90LA01330,L4023,03,71,P.2,10,1.0,30,L,,,,,,0.0,,,,,,0,,,,,,1,L2370,03,30,80,0,,1,1,0,0,0,0,0,0,0,0.0,0,,,B,,,,,90,0.0
90LA01331,L4024,03,71,P.3,10,1.0,30,L,,0404,5,2,2,7.0,1,1,L4776,03,,0,,,,,,1,L1927,03,30,83,94,,1,1,1,1,1,1,10,77,1,54.0,177,2,,B,,,1990-04-04,,90,0.082
90LA01332,L4026,03,70,P.5,10,1.0,30,L,,0408,5,2,1,10.3,1,1,L4870,03,,0,,,,,,1,L2003,03,30,81,98,,1,1,1,1,1,1,10,104,1,65.8,177,2,,C,,,1990-04-08,,90,0.059
90LA01333,L4032,03,71,P.6,10,1.0,30,L,,0417,8,3,1,5.6,1,1,L5400,03,,0,,,,,,1,L2062,03,30,81,107,,1,1,1,2,1,1,10,75,1,34.5,176,1,,B,,,1990-04-17,,90,0.073
90LA01334,L4032,03,71,P.6,10,1.0,30,L,,0417,8,3,2,6.5,1,1,L5401,03,,0,,,,,,2,L2062,03,30,81,107,,0,0,0,0,1,1,10,77,1,35.7,176,1,,B,,,1990-04-17,,90,0.073
90LA01335,L4033,03,71,P.1,10,1.0,30,L,,0420,5,3,1,9.7,1,1,L5553,03,,0,,,,,,1,L2502,03,30,80,110,,1,1,1,1,1,1,10,80,1,37.9,176,1,,A,,,1990-04-20,,90,0.076
90LA01336,L4036,03,70,P.6,10,1.0,30,L,,0403,2,1,,0.0,,,,,0,0,,,,,,1,L2062,03,30,81,93,,1,1,1,2,0,0,0,0,0,0.0,0,,,B,,,1990-04-03,,90,0.0
90LA01337,L4036,03,70,P.6,10,1.0,30,L,,0403,2,1,,0.0,,,,,0,0,,,,,,2,L2062,03,30,81,93,,0,0,0,0,0,0,0,0,0,0.0,0,,,B,,,1990-04-03,,90,0.0
90LA01338,L4047,03,71,P.3,10,1.0,30,L,,0328,8,2,2,6.6,1,1,L4691,03,3,87,93,,,,,1,L1927,03,30,83,87,&,1,1,1,2,1,0,0,0,0,0.0,0,,,A,,,1990-03-28,,90,0.08
90LA01339,L4047,03,71,P.3,10,1.0,30,L,,0328,8,2,2,7.0,1,1,L4692,03,,0,,,,,,2,L1927,03,30,83,87,,0,0,0,0,1,1,10,80,1,53.2,176,1,,A,,,1990-03-28,,90,0.08
90LA01340,L4049,03,70,P.4,10,1.0,30,L,,,,,,0.0,,,,,,0,,,,,,1,L2127,03,30,83,0,,1,1,0,0,0,0,0,0,0,0.0,0,,,B,,,,,90,0.0
90LA01341,L4053,03,70,P.1,10,1.0,30,L,,0421,5,2,1,9.3,1,1,L5616,03,,0,,,,,,1,L2502,03,30,80,111,,1,1,1,1,1,1,10,101,1,56.4,176,1,,A,,,1990-04-21,,90,0.043
90LA01342,L4059,03,70,P.5,10,1.0,30,L,,0409,8,3,1,8.3,1,1,L4921,03,,0,,,,,,1,L2003,03,30,81,99,,1,1,1,2,1,1,10,84,1,47.4,177,2,,C,,,1990-04-09,,90,0.094
90LA01343,L4059,03,70,P.5,10,1.0,30,L,,0409,8,3,1,8.6,1,1,L4922,03,,0,,,,,,2,L2003,03,30,81,99,,0,0,0,0,1,1,10,79,1,46.0,177,2,,C,,,1990-04-09,,90,0.094
90LA01344,L4062,03,70,P.2,10,1.0,30,L,,0330,8,3,2,6.1,1,1,L4716,03,7,222,97,,,,,1,L2370,03,30,80,89,,1,1,1,2,1,0,0,0,0,0.0,0,,,B,,,1990-03-30,,90,0.052
90LA01345,L4062,03,70,P.2,10,1.0,30,L,,0330,8,3,1,5.4,1,1,L4717,03,,0,,,,,,2,L2370,03,30,80,89,,0,0,0,0,1,1,10,89,1,63.6,176,1,,B,,,1990-03-30,,90,0.052
90LA01346,L4070,03,70,P.6,10,1.0,30,L,,0504,8,2,3,6.1,1,1,L5826,03,,0,,,,,,1,L2062,03,30,81,124,,1,1,1,2,1,1,10,77,1,28.5,177,2,,A,,,1990-05-04,,90,0.055
90LA01347,L4070,03,70,P.6,10,1.0,30,L,,0504,8,2,2,5.8,1,1,L5827,03,6,128,19,,ENTR,,21,2,L2062,03,30,81,124,,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-05-04,,90,0.055
90LA01348,L4071,03,70,P.7,10,1.0,30,L,,0330,8,3,2,6.0,1,1,L4702,03,,0,,,,,,1,L1910,03,30,82,89,,1,1,1,2,1,1,10,78,1,48.6,176,1,,B,,,1990-03-30,,90,0.097
90LA01349,L4071,03,70,P.7,10,1.0,30,L,,0330,8,3,2,7.1,1,1,L4703,03,,0,,,,,,2,L1910,03,30,82,89,,0,0,0,0,1,1,10,87,1,54.2,176,1,,B,,,1990-03-30,,90,0.097
90LA01350,L4084,03,70,P.2,10,1.0,30,L,,0403,8,2,2,6.9,1,1,L4758,03,,0,,,,,,1,L2370,03,30,80,93,,1,1,1,2,1,1,10,82,1,53.6,176,1,,A,,,1990-04-03,,90,0.074
90LA01351,L4084,03,70,P.2,10,1.0,30,L,,0403,8,2,3,7.5,1,1,L4759,03,3,94,93,,,,,2,L2370,03,30,80,93,&,0,0,0,0,1,0,0,0,0,0.0,0,,,A,,,1990-04-03,,90,0.074
90LA01352,L4085,03,70,P.3,10,1.0,30,L,,0402,5,1,2,7.2,1,1,L4747,03,6,118,19,,HAIRY,,,1,L1927,03,30,83,92,,1,1,1,1,1,0,0,0,0,0.0,0,,,B,,,1990-04-02,,90,0.072
90LA01353,L4106,03,71,P.3,10,1.0,30,L,,0406,8,1,1,3.2,1,3,L4817,03,6,97,67,,,,,1,L1927,03,30,83,96,,1,1,1,2,1,0,0,0,0,0.0,0,,,B,,,1990-04-06,,90,0.11
90LA01354,L4106,03,71,P.3,10,1.0,30,L,,0406,8,1,3,3.5,1,1,L4818,03,6,97,54,,,,,2,L1927,03,30,83,96,&,0,0,0,0,1,0,0,0,0,0.0,0,,,B,,,1990-04-06,,90,0.11
90LA01355,L4109,03,70,P.4,10,1.0,30,L,,0421,8,3,1,8.9,1,1,L5587,03,,0,,,,,,1,L2127,03,30,83,111,,1,1,1,2,1,1,10,72,1,29.3,177,2,,B,,,1990-04-21,,90,0.063
90LA01356,L4109,03,70,P.4,10,1.0,30,L,,0421,8,3,1,8.0,1,1,L5588,03,6,152,54,,,,,2,L2127,03,30,83,111,,0,0,0,0,1,0,0,0,0,0.0,0,,,B,,,1990-04-21,,90,0.063
90LA01357,L4113,03,70,P.8,10,1.0,30,L,,0418,8,2,1,6.3,1,1,L5443,03,,0,,,PINK,,,1,L2086,03,30,82,108,,1,1,1,2,1,1,10,73,1,33.8,176,1,,B,,,1990-04-18,,90,0.08
