UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,FERT,LOT,NAX,STUDY,STUDY2,STUDY3,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,FLPBV,FLBVB,FLBVG,FLBVR
03RA00061,A8715,04,01,1,83,30,42,W,2,2,5.0,M,111,81,107,0.646,185,153,72,0.248,0.0,0.0,58,8.6,8.6,0.0465,0.0,0.0,0.0,0,.,1,.,2.09,105.8,A6529,04,A4129,04,,,,0,0.0,2.0,,V,FW,,,,,?,?,,0.0,OSU,,FLWT,BHV,OSU,0,,,,,,,,0,,5,11,7,03,,,0,-1.842,-1.7545,-1.4857,-0.0134
03RA00062,A8724,04,01,1,81,30,01,M,3,2,7.0,M,111,86,107,0.707,243,200,72,0.393,3.5,3.5,58,14.6,14.6,0.0601,24.0,0.0,0.0,60,1,1,2+,2.03,134.5,A6761,04,A1014,04,254,,,0,0.0,2.0,,2,LWW,,111,121,N,S1,A,STUD,71.0, 59,,IDX,.,sale,0,,,,,,,,1,,7,14,13,03,92,0918,4403,0.737,0.1743,1.1049,-0.0027
03RA00063,A8728,04,01,1,82,30,26,C,2,2,6.0,M,111,86,107,0.689,204,164,72,0.269,0.0,0.0,56,10.0,10.0,0.049,0.0,0.0,0.0,0,.,1,.,2.0,132.5,A6759,04,A3546,04,,,,0,0.0,2.0,NICE,3,CTL,,,,,?,,,0.0,XVL,,CTL,.,cull,0,,,,,,,,0,,6,13,11,03,93,0602,0,-1.005,-0.6156,-0.059,-0.0062
03RA00064,A8732,04,01,1,82,30,26,C,2,1,5.0,,111,108,107,0.896,0,173,72,0.224,0.0,0.0,60,10.4,10.4,0.0,0.0,0.0,0.0,0,.,1,.,1.87,122.9,A6759,04,A4282,04,,,,0,0.0,2.0,BLOAT,6,CTL,,,,,?,,,0.0,XVL,,CTL,.,dead,0,,,,,,,,0,,5,9,7,03,16,0411,0,-1.679,-1.4178,-0.6059,-0.0116
03RA00065,A8736,04,01,1,82,30,21,C,2,2,5.0,M,111,88,107,0.713,202,159,72,0.245,0.0,0.0,58,10.2,10.2,0.0505,0.0,0.0,0.0,0,.,1,.,2.31,132.5,A6599,04,A4481,04,,,,0,0.0,2.0,,V,CTL,,,,,Sx,STD,,0.0,OSU,,CTL,BHV,OSU,0,,,,,,,,0,,5,13,9,03,,,0,-0.939,-0.7193,-0.3328,-0.0067
03RA00066,A8739,04,01,1,82,30,22,C,3,2,4.0,M,111,78,107,0.647,199,168,72,0.31,0.0,0.0,60,8.8,8.8,0.0442,0.0,0.0,0.0,0,.,1,.,2.18,136.2,A6140,04,A5103,04,,,,0,0.0,2.0,,3,CTL,,,,,?,,,0.0,XVL,,CTL,.,cull,0,,,,,,,,0,,4,9,8,03,93,0602,0,-1.826,-0.9175,-0.4839,-0.0082
03RA00067,A8747,04,01,1,83,30,41,W,2,2,6.0,M,111,100,107,0.809,260,198,72,0.338,4.7,4.7,58,10.6,10.6,0.0408,25.5,0.0,0.0,58,1,1,1-,1.6,103.4,A6827,04,A2885,04,,,,0,0.0,2.0,,1,FW,,93,106,,S2,AA,,0.0,02alt,,FLWT,.,FLWT,0,,,,,,,,0,,4,9,8,03,,,0,-1.951,-1.791,-0.8224,-0.0141
03RA00068,A8748,04,01,1,83,30,41,W,2,2,6.0,M,111,88,107,0.697,231,184,72,0.331,3.4,3.4,60,9.4,9.4,0.0407,25.5,0.0,0.0,58,2,1,2,1.6,103.4,A6827,04,A2885,04,,,,0,0.0,2.0,,V,FW,,88,92,,SLI,B,,0.0,OSU,,FLWT,BHV,OSU,0,,,,,,,,0,,4,9,8,03,,,0,-2.043,-1.791,-0.8224,-0.0141
03RA00069,A8766,04,01,1,83,30,41,W,3,2,4.0,M,113,90,107,0.749,251,176,72,0.299,3.6,3.6,60,7.8,7.8,0.0311,24.0,0.0,0.0,60,2,1,1-,2.55,131.5,A6827,04,A5398,04,,,,0,0.0,2.0,,1,FW,,96,87,,S1,A,,0.0,15P,,FLWT,.,FLWT,0,,,,,,,,0,,4,12,7,03,,,0,-2.798,-1.7395,-0.9079,-0.0141
03RA00070,A8794,04,01,1,84,30,52,N,2,2,5.5,M,114,88,106,0.699,214,191,72,0.358,3.0,3.0,60,10.6,10.6,0.0495,25.5,0.0,0.0,58,2,1,1-,1.98,152.8,A6853,04,A3854,04,,,,0,0.0,2.0,,V,INB,,111,96,,D3,DUD,,0.0,OSU,,IDX,BHV,OSU,0,,,,,,,,0,,5,10,10,03,,,0,-0.74,-0.3879,0.3962,-0.0047
03RA00071,A8800,04,01,1,84,30,55,N,2,2,6.0,M,114,92,106,0.747,247,188,72,0.333,0.0,0.0,58,11.6,11.6,0.047,0.0,0.0,0.0,0,.,1,.,1.5,108.5,A6641,04,A3270,04,,,,0,0.0,2.0,SCUR,V,INB,,,,,?,?,,0.0,OSU,,INBR,BHV,OSU,0,,,,,,,,0,,5,8,8,03,,,0,-0.352,0.2425,0.934,-0.002
03RA00072,A8802,04,01,1,82,30,26,C,3,2,6.0,M,114,77,108,0.618,204,174,72,0.339,3.5,3.5,60,9.8,9.8,0.048,24.0,0.0,0.0,60,2,1,1-,2.1,135.8,A6759,04,A2877,04,230,,,0,0.0,2.0,"FX.RR.LEG,ok",2,CTL,,103,97,N,?,?,,0.0, 57,,IDX,.,sale,0,,,,,,,,1,,6,14,11,03,92,0918,4405,-1.018,-1.1708,-0.3585,-0.0098
03RA00073,A8807,04,01,1,83,30,42,W,2,2,4.0,M,114,78,106,0.642,191,163,72,0.295,3.9,3.9,58,10.0,10.0,0.0524,24.0,0.0,0.0,60,2,1,2-,2.02,113.9,A6529,04,A4661,04,220,,,0,0.0,2.0,,2,FW,,91,100,N,S4,AAA,,0.0, 52,,FLWT,.,sale,0,,,,,,,,1,,3,8,7,03,92,0918,4398,-1.472,-1.6199,-1.2832,-0.0123
03RA00074,A8820,04,01,1,82,30,29,C,3,2,6.0,M,115,82,105,0.676,215,175,72,0.323,3.2,3.2,60,10.2,10.2,0.0474,24.0,0.0,0.0,60,1,1,3,2.0,141.9,A6925,04,A2961,04,251,,,0,0.0,2.0,,2,CTL,,103,97,N,S3,AA,STUD,91.0, 55,,IDX,.,sale,0,,,,,,,,1,,6,13,13,03,92,0918,4406,-1.089,-0.9423,-0.5732,-0.008
03RA00075,A8829,04,01,1,82,30,20,C,2,2,5.0,,115,83,105,0.69,0,150,72,0.233,0.0,0.0,62,11.6,11.6,0.0,0.0,0.0,0.0,0,.,1,.,2.09,131.1,A6599,04,A4096,04,,,,0,0.0,2.0,,3,CTL,,,,,?,,,0.0,XVL,,CTL,.,cull,0,,,,,,,,0,,5,11,10,03,93,0505,0,-1.049,-0.5618,-0.2582,-0.0051
03RA00076,A8832,04,01,1,84,30,52,N,3,1,3.5,M,115,96,105,0.812,239,182,72,0.299,3.2,3.2,60,13.4,13.4,0.0561,25.5,0.0,0.0,58,1,1,2,2.54,154.9,A6853,04,A4973,04,245,,,0,0.0,2.0,R.EYE BAD'03,2,INB,,110,112,N,S2,AA,,0.0, 54,,IDX,.,sale,0,,,,,,,,1,,3,9,8,03,92,0918,4400,0.085,0.1097,0.7993,-0.0013
03RA00077,A8846,04,01,1,83,30,43,W,2,2,5.0,,116,76,104,0.633,0,141,72,0.226,0.0,0.0,60,6.8,6.8,0.0,0.0,0.0,0.0,0,.,1,.,1.87,93.9,A6327,04,A4478,04,,,,0,0.0,2.0,,3,FW,,,,,?,,,0.0,XVL,,FLWT,.,cull,0,,,,,,,,0,,4,9,6,03,93,0505,0,-2.235,-1.3517,-1.0332,-0.0108
03RA00078,A8860,04,01,1,84,30,55,N,3,2,5.5,,117,87,103,0.743,0,149,72,0.215,0.0,0.0,58,10.6,10.6,0.0,0.0,0.0,0.0,0,.,1,.,2.09,138.6,A6641,04,A3952,04,,,,0,0.0,2.0,H2,3,INB,,,,,?,,,0.0,XVL,,INBR,.,cull,0,,,,,,,,0,,5,11,10,03,93,0505,0,-1.343,-0.307,-0.0179,-0.0038
03RA00079,A8877,04,01,1,84,30,51,N,2,2,3.0,,119,73,101,0.611,0,155,72,0.285,0.0,0.0,60,11.2,11.2,0.0,0.0,0.0,0.0,0,.,1,.,1.97,125.9,A6998,04,A5226,04,,,,0,0.0,2.0,,3,INB,,,,,?,,,0.0,XVL,,INBR,.,cull,0,,,,,,,,0,,3,5,5,03,93,0505,0,-0.427,0.5437,0.6144,0.0032
03RA00080,A8879,04,01,1,84,30,52,N,3,2,4.5,M,119,71,101,0.592,207,160,72,0.309,2.8,2.8,60,8.4,8.4,0.0406,24.0,0.0,0.0,60,1,1,2+,2.43,116.2,A6853,04,A4798,04,,,,0,0.0,2.0,,1,INB,,89,85,,S5,AAA,STUD,94.0,22P,,IDX,.,IDX,0,,,,,,,,0,,4,11,6,03,,,0,-1.467,-0.4483,0.1353,-0.0042
03RA00081,A8880,04,01,1,84,30,52,N,3,2,4.5,M,119,77,101,0.656,219,166,72,0.309,0.0,0.0,60,8.2,8.2,0.0374,0.0,0.0,0.0,0,.,1,.,2.43,116.2,A6853,04,A4798,04,,,,0,0.0,2.0,H2,3,INB,,,,,?,,,0.0,XVL,,INBR,.,cull,0,,,,,,,,0,,4,11,6,03,93,0602,0,-1.929,-0.4483,0.1353,-0.0042
03RA00082,A8987,04,02,1,84,30,53,N,2,2,2.0,Y,97,87,120,0.643,143,143,72,0.186,3.1,3.4,60,8.6,9.2,0.0601,24.0,0.0,0.0,60,1,1,2,2.02,136.3,A6501,04,A7313,04,,,,0,0.0,1.0,,E,INB,,96,109,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,2,3,3,03,,,0,0.271,,,
03RA00083,A9015,04,02,1,82,30,25,C,2,1,4.0,Y,98,90,119,0.666,168,168,72,0.259,2.5,2.7,62,6.6,7.1,0.0393,24.0,0.0,0.0,60,2,1,2-,2.18,136.2,A7105,04,A5103,04,,,,0,0.0,1.0,,E,CTL,,99,90,,?,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,4,9,8,03,19,1015,0,-1.383,,,
03RA00084,A9064,04,02,1,82,30,24,C,2,2,6.0,Y,99,94,120,0.693,154,154,72,0.201,3.6,4.0,58,7.0,7.5,0.0455,25.5,0.0,0.0,58,1,1,2+,2.0,132.5,A7598,04,A3546,04,,,,0,0.0,1.0,,E,CTL,,96,100,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,6,13,11,03,,,0,-0.624,,,
03RA00085,A9073,04,02,1,84,30,53,N,2,2,3.0,Y,99,92,120,0.682,153,153,72,0.204,2.5,2.8,60,8.4,9.0,0.0549,24.0,0.0,0.0,60,1,1,3+,2.11,140.4,A6501,04,90791,09,,,,0,0.0,1.0,,E,INB,,98,104,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,6,6,03,,,0,-0.03,,,
03RA00086,A9074,04,02,1,84,30,53,N,2,2,3.0,Y,99,93,120,0.69,170,170,72,0.258,3.2,3.5,58,8.8,9.5,0.0518,25.5,0.0,0.0,58,2,1,2,2.11,140.4,A6501,04,90791,09,,,,0,0.0,1.0,,E,INB,,106,110,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,6,6,03,,,0,-0.059,,,
03RA00087,A9088,04,02,1,84,30,55,N,2,2,5.5,Y,99,97,122,0.703,185,185,71,0.296,3.1,3.4,58,8.4,9.0,0.0454,24.0,0.0,0.0,60,2,1,1-,1.87,136.6,A6641,04,A3708,04,,,,0,0.0,1.0,,E,INB,,107,108,,Sx,Yrl,,0.0,ealt,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,5,9,9,03,,,0,-0.764,,,
03RA00088,A9120,04,02,1,84,30,53,N,4,2,3.5,Y,100,94,119,0.717,178,178,72,0.281,3.1,3.4,60,8.4,9.1,0.0472,24.0,0.0,0.0,60,1,1,2+,2.68,157.4,A6501,04,A5945,04,,,,0,0.0,1.0,H2,E,INB,,114,108,,Sx,Yrl,,0.0,ealt,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,10,7,03,,,0,-0.032,,,
03RA00089,A9122,04,02,1,84,30,53,N,4,2,3.5,Y,100,85,119,0.628,168,168,72,0.278,3.3,3.7,60,9.4,10.2,0.056,24.0,0.0,0.0,60,1,1,2+,2.68,157.4,A6501,04,A5945,04,,,,0,0.0,1.0,F1- H2,E,INB,,116,118,,D3,Yrl,,0.0,23P,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,10,7,03,,,0,0.416,,,
03RA00090,A9153,04,02,1,84,30,54,N,2,2,3.0,Y,100,100,119,0.756,173,173,72,0.244,2.8,3.1,60,8.8,9.5,0.0509,24.0,0.0,0.0,60,2,1,1-,2.11,121.5,A6911,04,A6643,04,,,,0,0.0,1.0,,E,INB,,96,109,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,6,4,03,,,0,-0.006,,,
03RA00091,A9232,04,02,1,83,30,43,W,2,2,2.0,Y,101,88,123,0.647,158,158,72,0.238,2.5,2.8,62,5.6,6.1,0.0354,24.0,0.0,0.0,60,1,1,1-,2.02,137.2,A7199,04,A7491,04,,,,0,0.0,1.0,F2-,E,FW,,96,84,,Sx,Yrl,,0.0,04P,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,2,3,3,03,,,0,-2.295,,,
03RA00092,A9240,04,02,1,83,30,42,W,3,2,3.0,Y,101,106,123,0.777,151,151,72,0.153,2.5,2.8,62,6.6,7.1,0.0437,23.0,0.0,0.0,62,2,1,3+,2.25,128.7,A6529,04,A6414,04,,,,0,0.0,1.0,,E,FW,,85,92,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,7,5,03,,,0,-1.722,,,
03RA00093,A9262,04,02,1,84,30,55,N,2,2,5.5,Y,102,102,122,0.739,166,166,72,0.218,2.8,3.1,60,8.4,9.1,0.0506,24.0,0.0,0.0,60,3,1,1-,1.98,152.8,A6641,04,A3854,04,,,,0,0.0,1.0,H2,E,INB,,105,106,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,5,10,10,03,,,0,-0.245,,,
03RA00094,A9263,04,02,1,84,30,55,N,2,2,5.5,Y,102,89,122,0.642,174,174,71,0.289,2.4,2.7,58,7.0,7.6,0.0402,24.0,0.0,0.0,60,2,1,1-,1.98,152.8,A6641,04,A3854,04,,,,0,0.0,1.0,,E,INB,,109,94,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,5,10,10,03,,,0,-0.821,,,
03RA00095,A9278,04,02,1,82,30,28,C,2,2,2.0,Y,102,95,122,0.686,186,186,72,0.31,2.8,3.1,60,7.2,7.8,0.0387,24.0,0.0,0.0,60,1,1,2+,2.02,119.5,A7284,04,A7863,04,,,,0,0.0,1.0,,E,CTL,,99,98,,Sx,Yrl,,0.0,13P,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,2,3,2,03,,,0,-1.56,,,
03RA00096,A9284,04,02,1,83,30,41,W,2,2,3.0,Y,102,93,122,0.683,178,178,72,0.289,2.2,2.4,60,8.2,8.9,0.0461,24.0,0.0,0.0,60,2,1,1-,1.97,123.9,A7760,04,90687,09,,,,0,0.0,1.0,,E,FW,,98,101,,Sx,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,5,4,03,,,0,-1.321,,,
03RA00097,A9285,04,02,1,83,30,41,W,2,2,3.0,Y,102,98,122,0.714,171,171,71,0.248,2.6,2.9,62,7.2,7.8,0.0421,24.0,0.0,0.0,60,2,1,2+,1.97,123.9,A7760,04,90687,09,,,,0,0.0,1.0,KEEP,E,FW,,94,96,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,5,4,03,,,0,-1.603,,,
03RA00098,A9292,04,02,1,82,30,31,C,2,2,3.0,Y,102,109,122,0.801,187,187,72,0.265,2.9,3.2,62,7.4,8.0,0.0396,24.0,0.0,0.0,60,2,1,2-,1.82,114.1,A6216,04,A6943,04,,,,0,0.0,1.0,NICE,E,CTL,,93,100,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,2,4,3,03,,,0,-1.366,,,
03RA00099,A9295,04,02,1,82,30,20,C,2,2,6.0,Y,102,102,122,0.748,199,199,72,0.33,2.4,2.7,62,6.4,7.0,0.0322,24.0,0.0,0.0,60,2,1,1-,2.1,135.8,A7133,04,A2877,04,,,,0,0.0,1.0,H2,E,CTL,,106,90,,Sx,Yrl,,0.0,03alt,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,6,14,11,03,,,0,-1.733,,,
03RA00100,A9357,04,02,1,82,30,23,C,3,2,5.0,Y,103,111,121,0.855,151,151,72,0.136,2.8,3.1,60,7.2,7.8,0.0477,24.0,0.0,0.0,60,2,1,2+,2.09,135.8,A7506,04,A4653,04,,,,0,0.0,1.0,,E,CTL,,88,98,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,5,11,9,03,,,0,-0.984,,,
03RA00101,A9427,04,02,1,84,30,54,N,2,2,3.5,Y,104,92,113,0.727,178,178,72,0.286,2.6,2.9,60,6.6,7.2,0.0371,24.0,0.0,0.0,60,2,1,1-,2.11,130.5,A6911,04,A5770,04,,,,0,0.0,1.0,,E,INB,,100,92,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,6,5,03,,,0,-1.15,,,
03RA00102,A9434,04,02,1,84,30,51,N,2,2,3.5,Y,104,93,113,0.715,147,147,72,0.179,3.0,3.4,60,7.6,8.3,0.0517,24.0,0.0,0.0,60,2,1,1-,2.11,128.2,A6998,04,A5963,04,,,,0,0.0,1.0,,E,INB,,91,103,,D3,Yrl,,0.0,24P,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,6,5,03,,,0,-0.375,,,
03RA00103,A9442,04,02,1,83,30,42,W,2,2,6.0,Y,104,93,113,0.706,172,172,72,0.262,2.7,3.0,60,7.8,8.5,0.0453,24.0,0.0,0.0,60,1,1,2-,2.3,146.0,A6529,04,A3551,04,,,,0,0.0,1.0,,E,FW,,106,102,,Sx,Yrl,,0.0,16P,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,6,16,14,03,,,0,-1.511,,,
03RA00104,A9456,04,02,1,84,30,53,N,3,3,3.5,Y,105,85,112,0.67,155,155,72,0.233,3.4,3.8,58,8.4,9.2,0.0542,24.0,0.0,0.0,60,1,1,2,2.39,157.6,A6501,04,A5764,04,,,,0,0.0,1.0,,E,INB,,111,112,,Sx,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,8,7,03,,,0,0.039,,,
03RA00105,A9466,04,02,1,81,30,03,M,3,1,5.0,Y,105,108,114,0.861,181,181,72,0.244,2.4,2.7,60,8.2,9.0,0.0453,24.0,0.0,0.0,60,2,1,3+,2.2,115.6,A7355,04,A4343,04,,,,0,0.0,1.0,KEEP,E,LWW,,91,103,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,5,12,8,03,,,0,-0.437,,,
03RA00106,A9480,04,02,1,84,30,54,N,2,2,3.0,Y,105,84,112,0.65,150,150,72,0.219,3.3,3.7,58,6.0,6.6,0.04,25.5,0.0,0.0,58,2,1,1-,2.11,130.9,A6911,04,90748,09,,,,0,0.0,1.0,,E,INB,,95,92,,?,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,6,5,03,10,0827,0,-1.034,,,
03RA00107,A9508,04,02,1,81,30,01,M,3,2,4.0,Y,106,102,111,0.826,158,158,71,0.186,2.7,3.0,60,7.0,7.7,0.0443,24.0,0.0,0.0,60,3,1,2,2.05,136.0,A7882,04,A5184,04,,,,0,0.0,1.0,,E,LWW,,93,96,,Sx,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,4,8,7,03,,,0,-0.883,,,
03RA00108,A9569,04,02,1,84,30,54,N,3,2,5.0,Y,106,84,111,0.666,143,143,71,0.196,3.5,3.9,58,7.8,8.6,0.0545,24.0,0.0,0.0,60,2,1,2,2.2,133.4,A6911,04,A4345,04,,,,0,0.0,1.0,TORN TAG 5/3,E,INB,,97,108,,Sx,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,5,12,9,03,,,0,-0.196,,,
03RA00109,A9581,04,02,1,81,30,04,M,2,2,5.0,Y,107,85,110,0.684,169,169,71,0.279,3.0,3.4,58,7.2,7.9,0.0426,25.5,0.0,0.0,58,2,1,2-,1.87,129.8,A6934,04,A4128,04,,,,0,0.0,1.0,,E,LWW,,102,99,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,5,9,9,03,,,0,-0.5,,,
03RA00110,A9588,04,02,1,84,30,53,N,2,2,6.5,Y,107,82,110,0.655,180,180,71,0.326,3.6,4.1,58,8.4,9.3,0.0467,25.5,0.0,0.0,58,2,1,1-,2.2,149.3,A6501,04,A2733,04,,,,0,0.0,1.0,H2,E,INB,,118,113,,Sx,Yrl,,0.0,e10,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,6,15,14,03,,,0,-0.251,,,
03RA00111,A9606,04,02,1,83,30,42,W,2,2,4.5,Y,107,85,110,0.664,183,183,72,0.326,2.4,2.7,58,8.6,9.5,0.047,24.0,0.0,0.0,60,1,1,3+,1.93,132.8,A6529,04,A4913,04,,,,0,0.0,1.0,,E,FW,,107,107,,Sx,Yrl,,0.0,ealt,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,4,7,7,03,,,0,-0.97,,,
03RA00112,A9640,04,02,1,84,30,56,N,2,2,4.0,Y,107,100,112,0.772,191,191,71,0.304,2.8,3.2,62,9.2,10.1,0.0482,23.0,0.0,0.0,62,2,1,1-,2.05,130.8,A8325,04, 8780,00,,,,0,0.0,1.0,1TAG,E,INB,,106,115,,Sx,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,4,8,6,03,,,0,-0.395,,,
03RA00113,A9682,04,02,1,81,30,04,M,2,2,2.0,Y,108,86,109,0.692,177,177,71,0.302,2.8,3.2,60,8.2,9.1,0.0463,24.0,0.0,0.0,60,2,1,2+,2.19,139.1,A6934,04,A7512,04,,,,0,0.0,1.0,,E,LWW,,108,107,,Sx,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,2,4,3,03,,,0,0.361,,,
03RA00114,A9707,04,02,1,83,30,41,W,2,1,3.0,Y,108,106,111,0.854,166,166,72,0.201,3.2,3.6,60,8.6,9.5,0.0518,24.0,0.0,0.0,60,1,1,2,2.25,119.4,A7760,04,90800,09,,,,0,0.0,1.0,,E,FW,,92,112,,Sx,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,7,4,03,,,0,-0.968,,,
03RA00115,A9731,04,02,1,84,30,52,N,2,2,5.5,Y,109,92,110,0.722,176,176,71,0.281,3.1,3.5,60,6.6,7.3,0.0375,24.0,0.0,0.0,60,2,1,2+,1.98,128.5,A6853,04,A3675,04,,,,0,0.0,1.0,FAT,E,INB,,101,97,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,5,10,8,03,,,0,-1.25,,,
03RA00116,A9750,04,02,1,81,30,02,M,2,2,6.0,Y,109,83,110,0.67,149,149,71,0.221,2.4,2.7,60,6.0,6.7,0.0403,24.0,0.0,0.0,60,1,1,2,2.1,136.6,A7302,04,A2908,04,,,,0,0.0,1.0,,E,LWW,,95,88,,Sx,Yrl,,0.0,11P,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,6,14,12,03,,,0,-0.692,,,
03RA00117,A9762,04,02,1,83,30,41,W,2,2,3.0,Y,109,89,110,0.722,126,126,72,0.124,2.7,3.1,62,5.4,6.0,0.0429,24.0,0.0,0.0,60,2,1,3+,2.11,150.6,A7760,04,A6338,04,,,,0,0.0,1.0,,E,FW,,91,86,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,6,6,03,,,0,-1.979,,,
03RA00118,A9826,04,02,1,83,30,41,W,2,2,3.5,Y,110,82,109,0.65,144,144,72,0.207,1.8,2.1,62,5.6,6.2,0.0389,24.0,0.0,0.0,60,2,1,3+,2.39,151.4,A7760,04,A5935,04,,,,0,0.0,1.0,,E,FW,,97,80,,Sx,Yrl,,0.0,04alt,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,8,7,03,,,0,-1.731,,,
03RA00119,A9827,04,02,1,83,30,41,W,2,2,3.5,Y,110,82,109,0.648,146,146,72,0.214,1.8,2.1,60,6.0,6.7,0.0411,24.0,0.0,0.0,60,2,1,3+,2.39,151.4,A7760,04,A5935,04,,,,0,0.0,1.0,,E,FW,,98,84,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,3,8,7,03,,,0,-1.61,,,
03RA00120,A9831,04,02,1,82,30,29,C,2,2,7.0,Y,110,83,109,0.653,176,176,72,0.311,2.2,2.5,62,8.2,9.1,0.0466,24.0,0.0,0.0,60,1,1,2-,2.25,143.8,A7226,04,A2286,04,,,,0,0.0,1.0,"X, JUMPER",3,CTL,,109,103,,?,Yrl,,0.0,.,CTL,E&C,.,cull,0,,,,,,,,0,,7,17,15,03,93,0602,0,-0.65,,,
03RA00121,A9882,04,02,1,81,30,01,M,3,2,2.0,Y,110,75,109,0.613,144,144,72,0.231,2.6,3.0,60,4.4,4.9,0.0306,24.0,0.0,0.0,60,3,1,3-,2.36,149.9,A7882,04,A7926,04,,,,0,0.0,1.0,H3,E,LWW,,100,77,,Sx,Yrl,,0.0,.,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,2,5,4,03,,,0,-1.908,,,
03RA00122,A9890,04,02,1,83,30,41,W,3,2,5.0,Y,111,95,108,0.769,190,190,72,0.318,3.1,3.5,60,8.0,8.9,0.0421,24.0,0.0,0.0,60,2,1,2,1.98,120.0,A7760,04,A4476,04,,,,0,0.0,1.0,H2,E,FW,,103,108,,Sx,Yrl,,0.0,21P,CTL,E&C,EXLA,EXLAX,0,,,,,,,,0,,5,10,7,03,,,0,-1.769,,,
03RA00123,A9897,04,02,1,81,30,01,M,3,2,5.0,Y,111,84,108,0.688,159,159,72,0.251,3.1,3.5,58,6.0,6.7,0.0377,24.0,0.0,0.0,60,2,1,2-,1.98,134.0,A7882,04,A4675,04,,,,0,0.0,1.0,H2,E,LWW,,99,93,,Sx,Yrl,,0.0,.,EXP,E&C,EXLA,EXLAX,0,,,,,,,,0,,5,10,9,03,,,0,-1.365,,,
