UID,ETAG,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,FLGR,FLWT,YLD,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,WRK,DAM5,LIB,LIBING,FERT,LOT,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,YRREC
94RA00088,Z0914,91,1,97,97,397,,2,2,4.0,M,114,97,98,0.886,219,153,137,0.194,0.0,0,0.0,0.0,,0.0,,,1,,1.0,78.6,656980,4013,80,261,192,0.313,3.0,,1,BF,,,.,X4013,S2,AA,0.0,WR,C,50,3,60,0,Q,,,,1994
94RA00089,Z1327,92,1,97,97,971,,3,2,7.0,M,89,121,134,0.745,201,177,137,0.199,0.0,0,0.0,0.0,,0.0,,,1,,1.86,156.7,0A10,1158,80,214,192,0.308,2.0,LAME 11JUL94,3,BF,,,.,X1158,S1,A,0.0,,,,,0,0,,,,,1994
94RA00090,Z1351,92,1,97,97,972,,2,1,3.0,M,90,122,133,0.736,182,148,137,0.092,0.0,0,0.0,0.0,,0.0,,,1,,1.33,74.3,606580,9763,80,200,192,0.205,2.0,X DAM'S LBWN,3,BF,,,.,X9763,S4,AAA,0.0,X,W,70,3,70,0,Q,,,,1994
94RA00091,Z1399,92,1,97,97,971,,2,2,3.0,M,93,103,130,0.759,209,164,137,0.216,0.0,0,0.0,0.0,,0.0,,,1,,1.67,144.3,0A10,9808,80,242,192,0.326,2.0,X SEMEN,3,BF,,,.,X9808,S3,AA,0.0,,W,0,0,100,20,U,,,,1994
94RA00092,Z1439,92,1,97,97,972,,3,2,6.0,M,95,120,128,0.815,190,160,137,0.142,0.0,0,0.0,0.0,,0.0,,,1,,2.0,137.2,606580,1198,80,226,192,0.257,2.0,,1,BF,,,.,X1198,S2,AA,0.0,,C,75,4,0,0,E,,,,1994
94RA00093,Z1444,92,1,97,97,971,,2,2,4.0,M,95,111,128,0.782,206,178,137,0.238,0.0,0,0.0,0.0,,0.0,,,1,,2.0,154.8,0A10,8254,80,239,192,0.299,2.0,ENTR,1,BF,,,.,X8254,S3,AA,0.0,,W,40,2,0,0,S,,,,1994
94RA00094,Z1465,92,1,97,97,972,,2,1,5.0,M,96,129,127,0.746,208,168,137,0.138,0.0,0,0.0,0.0,,0.0,,,1,,1.4,118.0,606580,5836,80,236,192,0.269,2.0,,1,BF,,,.,X5836,S3,AA,0.0,WR,YE,50,3,0,0,E,,,,1994
94RA00095,Z1486,92,1,97,97,971,,3,2,3.0,M,97,100,126,0.78,192,166,137,0.234,0.0,0,0.0,0.0,,0.0,,,2,,2.0,138.7,0A10,9624,80,227,192,0.305,2.0,ENTR,1,BF,,,.,X9624,S3,AA,0.0,,C,60,4,0,0,E,,,,1994
94RA00096,Z1488,92,1,97,97,971,,3,1,3.0,M,97,98,127,0.637,208,159,137,0.217,0.0,0,0.0,0.0,,0.0,,,1,,2.0,138.7,0A10,9624,80,230,192,0.303,2.0,HYPEREXTHOCK,1,BF,,,.,X9624,S1,A,77.0,,C,50,3,0,0,E,,,,1994
94RA00097,Z1497,92,1,97,97,971,,2,2,3.0,M,97,97,126,0.744,189,151,137,0.191,0.0,0,0.0,0.0,,0.0,,,2,,2.0,146.7,0A10,9752,80,212,192,0.296,2.0,,1,BF,,,.,X9752,S3,AA,0.0,WR,C,60,3,0,0,E,,,,1994
94RA00098,Z1498,92,1,97,97,971,,2,2,3.0,M,97,94,126,0.708,184,145,137,0.181,0.0,0,0.0,0.0,,0.0,,,1,,2.0,146.7,0A10,9752,80,212,192,0.269,2.0,X SEMEN,3,BF,,,.,X9752,S4,AAA,0.0,,M,60,3,0,30,U,,,,1994
94RA00099,Z1519,92,1,97,97,971,,2,2,5.0,M,98,101,125,0.694,187,143,137,0.149,0.0,0,0.0,0.0,,0.0,,,1,,2.0,121.0,0A10,5936,80,221,192,0.272,2.0,ENTR,1,BF,,,.,X5936,S1,A,0.0,,W,55,3,0,0,S,,,,1994
94RA00100,Z1520,92,1,97,97,971,,2,2,5.0,M,98,102,125,0.693,188,156,137,0.191,0.0,0,0.0,0.0,,0.0,,,2,,2.0,121.0,0A10,5936,80,232,192,0.287,2.0,,1,BF,,,.,X5936,S3,AA,0.0,,C,60,4,0,8,S,,,,1994
94RA00101, 1574,92,1,TX,07,,C,,,0.0,M,0,0,0,0.0,198,137,137,0.0,2.7,64,11.7,49.8,5.8,23.1,62,2,,3,0.0,0.0,,,,212,192,0.0,2.0,TEXAS RAM,1,CTL,,99,W,,S2,AA,90.0, 80,C,50,3,0,0,E,,,,1994
94RA00102,Z1583,92,1,97,97,972,,2,2,7.0,M,100,104,123,0.655,210,155,137,0.181,0.0,0,0.0,0.0,,0.0,,,1,,1.57,144.9,606580,8610,97,226,192,0.287,2.0,,1,BF,,,.,M8610,S3,AA,82.0,974,C,70,4,0,0,E,,,,1994
94RA00103,Z1696,92,1,97,97,972,,1,1,4.0,M,103,126,120,0.743,177,148,137,0.078,0.0,0,0.0,0.0,,0.0,,,1,,1.5,144.0,606580,5938,80,214,192,0.19,2.0,,1,BF,,,.,X5938,S1,A,0.0,WR,W,60,3,0,0,S,,,,1994
94RA00104, 1957,92,1,TX,07,,F,,,0.0,M,0,0,0,0.0,172,122,137,0.0,2.8,62,10.8,67.6,7.3,18.3,80,7,,3+,0.0,0.0,,,,201,192,0.0,2.0,TEXAS RAM,1,FW,,118,W,,S2,AA,52.0,,W,60,3,0,15,Q,,,,1994
94RA00105, 1958,92,1,TX,07,,F,,,0.0,M,0,0,0,0.0,192,179,137,0.0,2.9,58,11.0,62.7,6.9,19.9,70,7,,3+,0.0,0.0,,,,214,192,0.0,2.0,TEXAS RAM,1,FW,,114,W,,S2,AA,100.0, 44,C,75,4,0,0,E,,,,1994
94RA00106,Z1984,92,1,97,97,971,,1,1,4.0,M,114,115,109,0.793,199,168,137,0.188,0.0,0,0.0,0.0,,0.0,,,1,,1.0,108.8,0A10,8183,80,222,192,0.302,2.0,,1,BF,,,.,X8183,S4,AAA,0.0,WR,W,40,2,0,15,Q,,,,1994
94RA00107,Z2275,93,1,97,97,972,,1,1,4.0,Y,96,96,114,0.752,152,152,137,0.192,0.0,0,0.0,0.0,,0.0,,,1,,1.25,115.5,046881,8436,80,177,192,0.233,1.0,ENTR,1,BF,,,.,X8436,S0,B,0.0,,W,60,3,0,0,S,,,,1994
94RA00108,Z2310,93,1,97,97,971,,1,1,2.0,Y,100,106,110,0.859,160,160,137,0.185,0.0,0,0.0,0.0,,0.0,,,1,,1.0,81.5,981780,0597,81,177,192,0.205,1.0,,1,BF,,,.,Z0597,D1,B,0.0,,C,60,4,0,4,S,,,,1994
94RA00109,S2315,92,1,18,07,R-1,R,4,2,6.0,M,89,79,128,0.577,189,136,137,0.2,2.4,64,9.9,49.1,4.9,21.8,64,6,1,2,1.97,133.7,990819,7903,19,210,192,0.276,2.0,,1,LBW,113,91,W,S7903,S1,A,90.0, 31,C,60,3,0,8,S,,,,1994
94RA00110,Z2330,93,1,97,97,972,,1,1,5.0,Y,100,103,110,0.786,162,162,137,0.202,0.0,0,0.0,0.0,,0.0,,,1,,1.2,115.2,046881,5923,80,183,192,0.231,1.0,,1,BF,,,.,X5923,S2,AA,0.0,,YE,50,2,0,0,S,,,,1994
94RA00111,Z2345,93,1,97,97,972,,2,1,2.0,Y,101,108,109,0.89,143,143,137,0.12,0.0,0,0.0,0.0,,0.0,,,1,,1.5,114.5,046881,0683,81,175,192,0.193,1.0,,1,BF,,,.,Z0683,D1,B,0.0,,M,30,2,0,4,Q,,,,1994
94RA00112,S2349,92,1,18,07,R12,C,2,2,3.0,M,90,87,127,0.606,195,130,137,0.151,2.3,64,8.8,53.6,4.7,21.7,64,2,1,3+,1.73,84.5,040710,0867,10,215,192,0.261,2.0,,1,CTL,83,88,W,S0867,S2,AA,100.0, 84,C,40,3,0,2,S,,,,1994
94RA00113,S2352,92,1,18,42,R15,C,2,2,4.0,M,90,70,127,0.53,160,113,137,0.151,2.9,54,12.6,59.1,7.4,28.5,54,2,2,3-,1.68,75.4,062110,9722,19,178,192,0.237,2.0,54 GRADE CTL,1,CTL,82,94,W,S9722,S3,AA,100.0,X,C,70,4,0,0,E,,,,1994
94RA00114,S2358,92,1,18,07,R-7,R,2,2,4.0,M,90,90,127,0.588,191,151,137,0.214,2.3,62,11.7,46.1,5.4,24.7,60,3,1,2+,1.68,125.0,075210,0023,10,221,192,0.243,2.0,,1,LBW,108,92,W,S0023,S2,AA,97.0,,C,70,4,0,0,E,,,,1994
94RA00115,S2359,92,1,18,07,R-7,R,2,2,4.0,M,90,80,127,0.598,180,124,137,0.154,2.4,64,10.6,69.1,7.3,21.9,64,1,1,2-,1.68,125.0,075210,0023,10,198,192,0.226,2.0,,1,LBW,114,111,W,S0023,S3,AA,97.0, 32,C,70,4,0,0,E,,,,1994
94RA00116,Z2378,93,1,97,97,972,,3,2,3.0,Y,103,100,107,0.827,156,156,137,0.192,0.0,0,0.0,0.0,,0.0,,,2,,2.0,146.7,046881,9752,80,179,192,0.228,1.0,,1,BF,,,.,X9752,D1,B,0.0,,M,30,2,0,0,S,,,,1994
94RA00117,Z2380,93,1,97,97,972,,3,1,3.0,Y,103,108,112,0.879,143,143,137,0.122,0.0,0,0.0,0.0,,0.0,,,1,,2.0,146.7,046881,9752,80,169,192,0.178,1.0,,1,BF,,,.,X9752,S0,B,0.0,,M,70,4,0,0,E,,,,1994
94RA00118,Z2389,93,1,97,97,971,,2,1,5.0,Y,104,96,111,0.75,126,126,137,0.105,0.0,0,0.0,0.0,,0.0,,,1,,1.4,118.0,981780,5836,80,145,192,0.143,1.0,-SIZE+HEALTHY,1,BF,,,.,X5836,S1,A,0.0,,W,50,3,0,0,S,,,,1994
94RA00119,Z2406,93,1,97,97,971,,1,1,2.0,Y,105,98,105,0.786,159,159,137,0.209,0.0,0,0.0,0.0,,0.0,,,2,,1.0,111.0,981780,0786,81,182,192,0.242,1.0,,1,BF,,,.,Z0786,S3,AA,0.0,,C,75,4,0,0,E,,,,1994
94RA00120,S2408,92,1,18,07,R-9,F,2,2,4.0,M,92,62,125,0.431,179,120,137,0.204,3.0,60,11.9,57.7,6.9,22.7,62,2,1,3+,1.8,90.4,084310,9991,19,203,192,0.297,2.0,,1,FW,98,114,W,S9991,S1,A,85.0,,M,60,4,0,0,E,,,,1994
94RA00121,Z2418,93,1,97,97,972,,3,2,4.0,Y,106,85,104,0.72,164,164,137,0.271,0.0,0,0.0,0.0,,0.0,,,2,,2.0,154.8,046881,8254,80,187,192,0.294,1.0,ENTR,1,BF,,,.,X8254,D1,B,0.0,,M,55,3,0,0,E,,,,1994
94RA00122,Z2428,93,1,97,97,971,,1,1,2.0,Y,106,106,104,0.894,163,163,137,0.195,0.0,0,0.0,0.0,,0.0,,,1,,0.5,60.0,981780,0506,81,185,192,0.228,1.0,,1,BF,,,.,Z0506,D1,B,0.0,,W,50,3,0,15,Q,,,,1994
94RA00123,Z2430,93,1,97,97,972,,2,2,4.0,Y,107,97,103,0.8,171,171,137,0.253,0.0,0,0.0,0.0,,0.0,,,1,,1.0,108.8,046881,8183,80,187,192,0.259,1.0,X SEMEN,3,BF,,,.,X8183,,,0.0,,C,60,3,0,25,U,,,,1994
94RA00124,Z2431,93,1,97,97,972,,2,2,4.0,Y,107,92,103,0.751,141,141,137,0.168,0.0,0,0.0,0.0,,0.0,,,2,,1.0,108.8,046881,8183,80,170,192,0.225,1.0,RCVR,3,BF,,,.,X8183,D1,B,0.0,X,C,60,4,0,0,E,,,,1994
94RA00125,Z2435,93,1,97,97,971,,2,2,4.0,Y,107,82,103,0.693,132,132,137,0.171,0.0,0,0.0,0.0,,0.0,,,1,,1.5,124.0,981780,8181,80,165,192,0.239,1.0,,1,BF,,,.,X8181,S2,AA,67.0,973,M,55,3,0,0,E,,,,1994
94RA00126,Z2456,93,1,97,97,971,,1,1,3.0,Y,108,101,102,0.839,170,170,137,0.236,0.0,0,0.0,0.0,,0.0,,,1,,1.0,116.7,981780,9742,80,196,192,0.274,1.0,,1,BF,,,.,X9742,S0,B,0.0,,M,50,2,0,4,S,,,,1994
94RA00127,S2500,92,1,18,07,R-6,F,2,1,6.0,M,93,106,124,0.647,205,140,137,0.119,3.0,64,12.8,55.6,7.1,22.2,62,3,1,3+,1.57,81.8,004310,7846,19,217,192,0.252,2.0,,1,FW,92,116,W,S7846,S3,AA,90.0, 43,C,70,3,0,0,E,,,,1994
94RA00128,S2505,92,1,18,07,R-5,R,2,2,5.0,M,94,80,123,0.563,164,121,137,0.144,2.6,62,11.0,52.3,5.8,24.3,60,3,1,3,1.85,119.5,081310,9429,19,197,192,0.234,2.0,LA200 11JUL94,1,LBW,107,99,W,S9429,S2,AA,100.0, 33,M,75,4,0,6,S,,,,1994
94RA00129,Z2518,93,1,TT,57,R-0,i,2,2,7.0,Y,111,82,106,0.706,132,132,137,0.175,0.0,60,5.5,0.0,,0.0,,,1,,1.67,101.9,000010,1334,80,156,192,0.218,1.0,,1,imp,,,.,X1334,S3,AA,0.0,X,,,,0,,,,,,1994
94RA00130,S2522,92,1,18,07,R-3,M,2,2,7.0,M,94,88,123,0.615,206,153,137,0.228,2.5,62,14.1,45.4,6.4,22.1,62,3,1,3,1.61,104.5,970019,6370,19,225,192,0.306,2.0,,1,M,103,105,W,S6370,S2,AA,0.0,,W,65,4,0,0,E,,,,1994
94RA00131,Z2524,93,1,97,97,971,,2,2,4.0,Y,111,93,99,0.804,144,144,137,0.175,0.0,0,0.0,0.0,,0.0,,,1,,1.75,142.0,981780,8232,80,173,192,0.231,1.0,X RCVR THIN,3,BF,,,.,X8232,D1,B,0.0,X,W,60,3,0,0,S,,,,1994
94RA00132,Z2541,93,1,TT,57,R-0,c,2,2,5.0,Y,112,79,105,0.657,135,135,137,0.196,0.0,58,5.7,0.0,,0.0,,,1,,1.89,121.5,000010,7514,80,0,0,0.0,1.0,MSG 071194,7,ctl,,,,X7514,,,0.0,MSG,,,,0,,,,,,1994
94RA00133,Z2544,93,1,TT,57,R-0,i,2,2,5.0,Y,112,70,105,0.57,134,134,137,0.225,0.0,62,5.5,0.0,,0.0,,,1,,2.0,126.4,000010,6999,80,151,192,0.238,1.0,,1,imp,,,.,X6999,S0,B,0.0,UT.,,,,0,,,,,,1994
94RA00134,S2545,92,1,FW,41,AI,C,3,2,5.0,M,94,72,123,0.535,179,119,137,0.165,3.2,56,14.1,57.1,8.1,22.4,62,2,2,2-,1.85,119.4,0023,8659,19,202,192,0.252,2.0,ENTR,1,CTL,110,106,W,S8659,S2,AA,91.0, 82,W,65,4,0,0,E,,,,1994
94RA00135,S2552,92,1,18,07,R-8,C,1,1,5.0,M,95,98,122,0.564,190,136,137,0.133,2.8,62,10.1,59.0,6.0,24.3,60,3,1,3,1.41,90.0,982619,8828,19,228,192,0.243,2.0,,1,CTL,92,103,W,S8828,S4,AAA,80.0, 91,M,75,4,0,0,E,,,,1994
94RA00136,T2555,92,1,41,02,414,M,2,2,5.0,M,93,83,124,0.57,200,147,137,0.225,3.1,60,14.1,57.9,8.2,25.6,58,1,1,2+,1.69,116.1,120344,9433,43,236,192,0.288,2.0,,2,LBW,127,124,W,T9433,S1,A,0.0,117,,,,0,,,YES,1,60311,1994
94RA00137,Z2560,93,1,TT,57,R-0,i,3,2,5.0,Y,113,82,104,0.699,147,147,137,0.228,0.0,58,7.3,0.0,,0.0,,,1,,1.89,143.6,000010,6882,80,172,192,0.265,1.0,HORNS 7,1,imp,,,.,X6882,S0,B,0.0,X,,,,0,,,,,,1994
94RA00138,T2562,92,1,41,02,412,M,3,2,4.0,M,93,85,124,0.668,196,142,137,0.2,3.1,58,12.6,52.3,6.6,27.3,56,2,1,2-,1.67,89.2,097944,0308,44,227,192,0.291,2.0,DROWNED,6,LBW,104,109,W,T0308,S3,AA,0.0,,,,,0,,,,,,1994
94RA00139,Z2564,93,1,TT,57,R-0,c,2,2,6.0,Y,113,77,104,0.66,145,145,137,0.239,0.0,60,6.6,0.0,,0.0,,,1,,2.06,135.8,000010,5415,80,162,192,0.25,1.0,,1,ctl,,,.,X5415,S5,AAA,0.0,LIB,,,,0,,,,,,1994
94RA00140,Z2566,93,1,TT,57,R-0,c,1,1,6.0,Y,113,99,104,0.84,155,155,137,0.196,0.0,58,8.2,0.0,,0.0,,,1,,1.96,146.8,000010,4608,80,181,192,0.241,1.0,,1,ctl,,,.,X4608,S4,AAA,0.0,UT.,,,,0,,,,,,1994
94RA00141,S2567,92,1,18,07,R-8,R,2,2,4.0,M,95,94,122,0.661,181,127,137,0.116,2.0,64,10.6,41.3,4.4,25.9,58,1,1,2,1.68,117.7,982619,9959,19,209,192,0.234,2.0,4TEATS,1,LBW,99,79,W,S9959,S1,A,96.0, 34,C,50,3,0,0,E,,,,1994
94RA00142,Z2572,93,1,TT,57,R-0,i,3,1,6.0,Y,113,72,104,0.617,137,137,137,0.228,0.0,60,5.7,0.0,,0.0,,,1,,1.96,135.7,000010,5435,80,164,192,0.271,1.0,,1,imp,,,.,X5435,D1,B,0.0,X,,,,0,,,,,,1994
94RA00143,S2575,92,1,18,07,R10,R,2,2,5.0,M,95,79,122,0.578,190,135,137,0.196,2.8,62,9.9,53.1,5.3,23.5,60,2,1,2-,1.63,116.2,072110,8757,19,207,192,0.273,2.0,,1,LBW,106,97,W,S8757,S3,AA,0.0,,C,70,3,0,0,E,,,,1994
94RA00144,T2575,92,1,42,02,832,C,2,2,3.0,M,95,66,122,0.482,157,115,137,0.172,2.5,64,8.4,50.9,4.3,23.2,62,2,1,2-,1.54,97.1,039544,1012,44,183,192,0.243,2.0,,3,CTL,97,85,W,T1012,S3,AA,0.0,,,,,0,,,,,,1994
94RA00145,Z2575,93,1,TT,57,R-0,i,2,2,5.0,Y,113,79,104,0.662,155,155,137,0.267,0.0,64,6.4,0.0,,0.0,,,1,,1.78,116.3,000010,6945,80,158,192,0.232,1.0,,1,imp,,,.,X6945,S4,AAA,0.0,UT.,,,,0,,,,,,1994
94RA00146,S2576,92,1,18,07,R10,M,2,2,5.0,M,95,83,122,0.597,201,138,137,0.193,3.1,60,12.6,61.2,7.7,22.4,62,2,1,2,1.63,116.2,072110,8757,19,214,192,0.291,2.0,,1,M,116,122,W,S8757,S2,AA,93.0, 23,W,50,3,0,0,S,,,,1994
94RA00147,Z2582,93,1,TT,57,R-0,i,2,2,5.0,Y,114,77,103,0.652,133,133,137,0.196,0.0,64,5.7,0.0,,0.0,,,1,,1.89,116.6,000010,7052,80,161,192,0.247,1.0,,1,imp,,,.,X7052,D1,B,0.0,X,,,,0,,,,,,1994
94RA00148,S2585,92,1,18,07,R-9,M,2,2,4.0,M,96,70,121,0.517,196,127,137,0.2,2.2,62,12.1,51.1,6.2,22.3,62,2,2,3,1.8,120.1,084310,0129,10,221,192,0.309,2.0,63% EWELAMBS,1,M,110,99,W,S0129,S5,AAA,93.0, 24,C,60,4,0,0,E,,,,1994
94RA00149,Z2586,93,1,TT,57,R-0,c,2,2,5.0,Y,114,71,103,0.606,138,138,137,0.235,0.0,62,5.5,0.0,,0.0,,,1,,1.78,119.3,000010,6800,80,158,192,0.256,1.0,,1,ctl,,,.,X6800,S1,A,0.0,X,,,,0,,,,,,1994
94RA00150,Z2589,93,1,TT,57,R-0,c,2,2,6.0,Y,114,69,103,0.537,135,135,137,0.232,0.0,64,5.5,0.0,,0.0,,,1,,2.06,132.0,000010,5283,80,152,192,0.244,1.0,,1,ctl,,,.,X5283,S1,A,0.0,X,,,,0,,,,,,1994
94RA00151,Z2591,93,1,TT,57,R-0,c,2,2,6.0,Y,114,96,103,0.809,171,171,137,0.263,0.0,64,7.5,0.0,,0.0,,,1,,1.86,139.1,000010,4585,80,194,192,0.288,1.0,,1,ctl,,,.,X4585,S2,AA,0.0,LIB,,,,0,,,,,,1994
94RA00152,Z2594,93,1,TT,57,R-0,c,2,2,6.0,Y,114,69,103,0.561,137,137,137,0.239,0.0,62,5.5,0.0,,0.0,,,1,,1.96,144.1,000010,4709,80,162,192,0.274,1.0,,1,ctl,,,.,X4709,D1,B,0.0,X,,,,0,,,,,,1994
94RA00153,Z2595,93,1,TT,57,R-0,i,2,1,5.0,Y,114,83,103,0.716,157,157,137,0.26,0.0,62,7.5,0.0,,0.0,,,1,,1.67,108.7,000010,7682,80,174,192,0.268,1.0,,1,imp,,,.,X7682,S3,AA,0.0,UT.,,,,0,,,,,,1994
94RA00154,Z2597,93,1,TT,57,R-0,i,3,2,5.0,Y,114,72,103,0.613,139,139,137,0.235,0.0,58,6.2,0.0,,0.0,,,1,,2.0,120.7,000010,7254,80,136,192,0.188,1.0,,1,imp,,,.,X7254,S6,AAA,0.0,X,,,,0,,,,,,1994
94RA00155,T2601,92,1,41,02,412,M,3,1,5.0,M,96,95,121,0.595,209,152,137,0.2,3.2,60,12.8,57.2,7.3,24.8,60,1,1,2+,1.69,115.8,097944,9413,43,236,192,0.279,2.0,4TEATS,2,LBW,124,118,W,T9413,S1,A,86.0,126,,,,0,,,YES,1,,1994
94RA00156,Z2604,93,1,TT,57,R-0,c,3,1,5.0,Y,114,82,103,0.712,159,159,137,0.27,0.0,58,6.0,0.0,,0.0,,,2,,2.0,84.6,000010,7815,80,173,192,0.268,1.0,,1,ctl,,,.,X7815,S1,A,0.0,X,,,,0,,,,,,1994
94RA00157,T2614,92,1,42,02,872,C,2,2,3.0,M,97,73,120,0.549,167,118,137,0.158,3.4,54,12.8,55.7,7.1,26.6,56,2,1,2-,1.69,102.7,105744,0375,44,188,192,0.252,2.0,,2,CTL,114,117,W,T0375,S4,AAA,90.0,129,,,,0,,,YES,1,,1994
94RA00158,Z2614,93,1,TT,57,R-0,i,1,1,7.0,Y,115,90,102,0.767,142,142,137,0.182,0.0,64,6.0,0.0,,0.0,,,1,,2.13,109.8,000010,2556,80,167,192,0.226,1.0,,1,imp,,,.,X2556,S4,AAA,0.0,UT.,,,,0,,,,,,1994
94RA00159,Z2615,93,1,TT,57,R-0,c,2,2,6.0,Y,115,74,102,0.632,125,125,137,0.179,0.0,64,5.1,0.0,,0.0,,,1,,1.96,138.5,000010,4823,80,159,192,0.25,1.0,,1,ctl,,,.,X4823,S2,AA,0.0,LIB,,,,0,,,,,,1994
94RA00160,T2616,92,1,42,02,812,C,1,1,3.0,M,97,76,120,0.456,161,112,137,0.126,2.7,62,10.8,41.7,4.5,23.4,62,1,1,2,1.26,76.8,094444,0957,44,177,192,0.217,2.0,X DUD,3,CTL,84,89,W,T0957,D3,DUD,0.0,,,,,0,,,,,,1994
94RA00161,Z2619,93,1,TT,57,R-0,c,3,2,5.0,Y,115,79,102,0.682,143,143,137,0.225,0.0,62,6.4,0.0,,0.0,,,1,,2.22,143.4,000010,6733,80,174,192,0.279,1.0,,1,ctl,,,.,X6733,S3,AA,0.0,LIB,,,,0,,,,,,1994
94RA00162,Z2620,93,1,TT,57,R-0,i,2,2,6.0,Y,115,70,102,0.589,141,141,137,0.249,0.0,60,5.5,0.0,,0.0,,,1,,1.86,130.2,000010,4501,80,166,192,0.282,1.0,,1,imp,,,.,X4501,S3,AA,0.0,X,,,,0,,,,,,1994
94RA00163,Z2623,93,1,TT,57,R-0,i,2,2,5.0,Y,115,70,102,0.588,132,132,137,0.218,0.0,60,5.7,0.0,,0.0,,,1,,2.33,132.3,000010,7867,80,154,192,0.247,1.0,,1,imp,,,.,X7867,D1,B,0.0,UT.,,,,0,,,,,,1994
94RA00164,Z2625,93,1,TT,57,R-0,c,3,1,5.0,Y,115,84,102,0.735,143,143,137,0.207,0.0,62,5.1,0.0,,0.0,,,1,,2.33,135.2,000010,6637,80,170,192,0.253,1.0,,1,ctl,,,.,X6637,D1,B,0.0,?,,,,0,,,,,,1994
94RA00165,Z2627,93,1,TT,57,R-0,c,3,1,5.0,Y,115,69,102,0.586,139,139,137,0.246,0.0,64,5.5,0.0,,0.0,,,1,,2.33,135.2,000010,6637,80,166,192,0.285,1.0,,1,ctl,,,.,X6637,S0,B,0.0,X,,,,0,,,,,,1994
94RA00166,Z2629,93,1,TT,57,R-0,i,2,2,6.0,Y,115,69,102,0.549,126,126,137,0.2,0.0,60,6.8,0.0,,0.0,,,1,,1.86,138.1,000010,4833,80,148,192,0.232,1.0,,1,imp,,,.,X4833,D1,B,0.0,UT.,,,,0,,,,,,1994
94RA00167,S2630,92,1,FW,41,AI,F,1,1,4.0,M,97,97,120,0.561,175,129,137,0.112,3.1,60,14.6,69.0,10.1,21.4,64,3,1,4-,1.68,115.8,0023,9801,19,198,192,0.202,2.0,CHK.FACE,1,FW,110,119,W,S9801,S3,AA,94.0, 42,C,60,4,10,0,E,,,,1994
94RA00168,Z2631,93,1,TT,57,R-0,c,2,2,5.0,Y,115,84,102,0.695,161,161,137,0.27,0.0,62,6.4,0.0,,0.0,,,1,,1.78,122.1,000010,7728,80,184,192,0.294,1.0,,1,ctl,,,.,X7728,S2,AA,0.0,UT.,,,,0,,,,,,1994
94RA00169,Z2632,93,1,TT,57,R-0,i,1,1,6.0,Y,115,101,102,0.877,156,156,137,0.193,0.0,62,7.7,0.0,,0.0,,,1,,2.16,129.6,000010,4529,80,184,192,0.244,1.0,,1,imp,,,.,X4529,S0,B,0.0,UT.,,,,0,,,,,,1994
94RA00170,T2636,92,1,42,02,842,C,2,1,4.0,M,97,71,120,0.46,148,116,137,0.158,2.5,64,8.8,40.9,3.6,23.7,60,2,1,2,1.42,78.9,143944,0325,44,185,192,0.243,2.0,X SCURS,3,CTL,83,79,W,T0325,S2,AA,0.0,,,,,0,,,,,,1994
94RA00171,Z2637,93,1,TT,57,R-0,i,3,2,6.0,Y,115,71,100,0.597,135,135,137,0.223,0.0,64,5.5,0.0,,0.0,,,1,,2.16,171.3,000010,4683,80,158,192,0.254,1.0,,1,imp,,,.,X4683,D1,B,0.0,X,,,,0,,,,,,1994
94RA00172,Z2638,93,1,TT,57,R-0,i,3,2,6.0,Y,115,74,100,0.632,142,142,137,0.237,0.0,60,6.0,0.0,,0.0,,,1,,2.16,171.3,000010,4683,80,164,192,0.263,1.0,,1,imp,,,.,X4683,S4,AAA,0.0,X,,,,0,,,,,,1994
94RA00173,T2643,92,1,42,02,882,C,1,1,8.0,M,98,102,126,0.549,195,146,137,0.158,2.9,60,12.8,55.4,7.1,25.5,58,1,1,3+,0.88,73.3,095244,7282,43,208,192,0.239,2.0,DEAD 082994,6,CTL,93,112,W,T7282,S3,AA,90.0,,,,,0,,,,,,1994
94RA00174,Z2645,93,1,TT,57,R-0,i,3,2,5.0,Y,115,74,102,0.629,138,138,137,0.225,0.0,60,5.5,0.0,,0.0,,,1,,1.89,152.5,000010,7529,80,158,192,0.247,1.0,,1,imp,,,.,X7529,S3,AA,0.0,UT.,,,,0,,,,,,1994
94RA00175,S2646,92,1,SW,41,AI,F,1,1,5.0,M,97,96,120,0.547,189,144,137,0.168,2.8,60,10.4,65.9,6.9,19.8,70,7,1,3-,1.85,130.9,0030,9012,19,222,192,0.24,2.0,,1,FW,111,97,W,S9012,S2,AA,91.0,,C,60,3,0,0,E,,,,1994
94RA00176,Z2646,93,1,TT,57,R-0,i,3,2,5.0,Y,115,80,102,0.684,160,160,137,0.281,0.0,62,6.6,0.0,,0.0,,,1,,1.89,152.5,000010,7529,80,185,192,0.309,1.0,,1,imp,,,.,X7529,S5,AAA,0.0,UT.,,,,0,,,,,,1994
