UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,TRT,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,MICRON,SD
96PR00261,S0781,2,07,12,90,1,6.0,0,C,MER,,,5.9,2.3,,22.38,3.66
96PR00262,S0782,2,07,10,90,1,6.0,0,M,MER,,,5.9,2.3,,23.66,4.27
96PR00263,S0784,2,41,11,90,1,6.0,0,R,MER,,,6.4,2.5,,23.3,3.8
96PR00264,S0787,2,07,12,90,1,6.0,0,C,,,,6.8,2.7,DYSTOCIA 95,23.44,4.0
96PR00265,S0794,2,07,10,90,1,6.0,0,M,,,,8.0,3.1,,21.87,4.03
96PR00266,S0795,2,41,13,90,1,6.0,0,F,MER,,,7.0,2.8,,24.34,4.12
96PR00267,S0797,2,07,13,90,1,6.0,0,F,MER,,,8.9,3.5,,23.41,3.71
96PR00268,S0802,2,07,10,90,1,6.0,0,M,MER,,,6.2,2.4,SW BAG,25.22,3.8
96PR00269,S0809,2,07,11,90,1,6.0,0,R,MER,,,7.1,2.8,ONLY 1 TAG 96,26.05,4.11
96PR00270,S0812,2,07,13,90,1,6.0,0,F,,,,5.9,2.3,THINEWE,25.93,4.23
96PR00271,S0823,2,41,12,90,1,6.0,0,C,MER,,,8.3,3.3,RIND BAG,24.89,4.71
96PR00272,S0824,2,41,11,90,1,6.0,0,R,MER,,,8.3,3.3,DYSTOCIA 94,24.5,4.53
96PR00273,S0828,2,07,10,90,1,6.0,0,M,MER,,,6.9,2.7,,23.3,3.59
96PR00274,S0835,2,07,12,90,1,6.0,0,C,MER,,,6.5,2.6,LTS BIG BAG,22.6,3.79
96PR00275,S0837,2,41,11,90,1,6.0,0,R,MER,,,8.2,3.2,,28.31,4.82
96PR00276,S0844,2,07,13,90,1,6.0,0,F,MER,,,7.0,2.8,AB R FLANK 94,24.35,3.87
96PR00277,S0845,2,07,10,90,1,6.0,0,M,MER,,,7.0,2.8,,22.92,3.71
96PR00278,S0854,2,07,11,90,1,6.0,0,R,MER,,,0.0,0.0,OPP SUSPECT,0.0,0.0
96PR00279,S0860,2,07,13,90,1,6.0,0,F,MER,,,7.3,2.9,,27.07,4.55
96PR00280,S0866,2,07,12,90,1,6.0,0,C,,,,5.4,2.1,BIGBAG 5MILK,23.32,4.63
96PR00281,S0867,2,07,12,90,1,6.0,0,C,,,,6.3,2.5,,24.01,4.07
96PR00282,S0870,2,07,11,90,1,6.0,0,R,MER,,,7.8,3.1,"THIN,lbwn 154",22.93,4.04
96PR00283,S0875,2,07,13,90,1,6.0,0,F,,,,5.4,2.1,,21.38,4.11
96PR00284,S0877,2,07,10,90,1,6.0,0,M,,,,7.0,2.8,SW BAG,23.83,3.92
96PR00285,S0880,2,07,12,90,1,6.0,0,C,MER,,,6.2,2.4,VLTS,23.61,4.14
96PR00286,S0888,2,07,11,90,1,6.0,0,R,MER,,,6.2,2.4,L BLOODY MILK,22.68,4.37
96PR00287,S0890,2,07,13,90,1,6.0,0,F,,,,5.8,2.3,,22.73,3.81
96PR00288,S0909,2,07,12,90,1,6.0,0,C,MER,,,7.5,3.0,,22.57,3.68
96PR00289,S0930,2,07,11,90,1,6.0,0,R,MER,,,7.4,2.9,DYSTOCIA 95,25.82,4.22
96PR00290,S0932,2,07,10,90,1,6.0,0,M,MER,,,7.0,2.8,LTS,25.11,4.89
96PR00291,S0946,2,07,10,90,1,6.0,0,M,,,,6.8,2.7,"THIN,CULLY",23.49,4.04
96PR00292,S0959,2,07,12,90,1,6.0,0,C,MER,,,7.0,2.8,ENTR,24.76,4.99
96PR00293,S0980,2,07,12,90,1,6.0,0,C,,,,7.1,2.8,SW BAG,23.61,4.59
96PR00294,S1311,2,42,11,91,1,5.0,0,R,,,,8.0,3.1,WART TEAT,24.2,4.75
96PR00295,S1312,2,42,10,91,1,5.0,0,M,,,,6.7,2.6,,20.34,4.35
96PR00296,S1315,2,07,13,91,1,5.0,0,F,,,,6.9,2.7,,23.99,4.2
96PR00297,S1327,2,07,12,91,1,5.0,0,C,,,,6.0,2.4,SUCK1SIDE VLT,25.09,3.95
96PR00298,S1329,2,07,12,91,1,5.0,0,C,,,,7.5,3.0,TENDER,23.57,3.91
96PR00299,S1332,2,42,11,91,1,5.0,0,R,,,,7.2,2.8,,25.23,4.94
96PR00300,S1334,2,07,10,91,1,5.0,0,M,,,,6.3,2.5,,21.09,3.49
96PR00301,S1376,2,42,12,91,1,5.0,0,C,,,,7.2,2.8,,23.55,4.07
96PR00302,S1380,2,07,10,91,1,5.0,0,M,,,,6.3,2.5,,24.68,3.88
96PR00303,S1391,2,07,10,91,1,5.0,0,M,,,,7.0,2.8,,23.85,4.34
96PR00304,S1396,2,07,10,91,1,5.0,0,M,,,,5.4,2.1,,21.88,4.06
96PR00305,S1413,2,07,10,91,1,5.0,0,M,,,,5.5,2.2,,22.87,4.22
96PR00306,S1416,2,07,13,91,1,5.0,0,F,,,,6.0,2.4,,23.0,4.13
96PR00307,S1424,2,07,11,91,1,5.0,0,R,,,,6.6,2.6,,23.1,4.05
96PR00308,S1433,2,07,13,91,1,5.0,0,F,,,,6.1,2.4,,25.95,5.14
96PR00309,S1449,2,42,10,91,1,5.0,0,M,,,,8.8,3.5,,23.38,3.8
96PR00310,S1451,2,07,10,91,1,5.0,0,M,,,,6.8,2.7,,24.27,4.47
96PR00311,S1453,2,42,12,91,1,5.0,0,C,,,,6.4,2.5,,23.97,3.6
96PR00312,S1459,2,07,11,91,1,5.0,0,R,,,,7.0,2.8,,22.87,4.32
96PR00313,S1470,2,07,13,91,1,5.0,0,F,,,,6.7,2.6,,24.45,4.12
96PR00314,S1481,2,42,13,91,1,5.0,0,F,,,,8.3,3.3,DYSTOCIA 95,26.56,4.25
96PR00315,S1485,2,42,10,91,1,5.0,0,M,,,,5.6,2.2,,23.83,4.16
96PR00316,S1513,2,07,12,91,1,5.0,0,C,,,,6.2,2.4,THIN93,22.94,3.71
96PR00317,S1516,2,07,10,91,1,5.0,0,M,,,,7.9,3.1,,26.13,4.73
96PR00318,S1518,2,07,10,91,1,5.0,0,M,,,,6.2,2.4,@HOWE JAN'95,22.37,3.97
96PR00319,S1522,2,07,11,91,1,5.0,0,R,,,,6.8,2.7,LA200 LUNGS96,22.1,3.55
96PR00320,S1533,2,07,10,91,1,5.0,0,M,,,,6.3,2.5,SUCK1SIDE,23.28,5.07
96PR00321,S1538,2,07,13,91,1,5.0,0,F,,,,5.2,2.0,BIGTAG95,23.59,3.82
96PR00322,S1551,2,42,12,91,1,5.0,0,C,,,,7.5,3.0,SUCK1SIDE VLT,25.2,4.37
96PR00323,S1556,2,07,13,91,1,5.0,0,F,,,,7.5,3.0,VLTS,23.24,4.13
96PR00324,S1589,2,07,12,91,1,5.0,0,C,,,,5.8,2.3,ASSYM.TEATS,24.7,4.13
96PR00325,S1590,2,07,12,91,1,5.0,0,C,,,,0.0,0.0,,0.0,0.0
96PR00326,S1611,2,07,11,91,1,5.0,0,R,,,,5.8,2.3,DYSTOCIA,18.14,2.88
96PR00327,S1614,2,42,13,91,1,5.0,0,F,,,,6.0,2.4,,21.16,4.85
96PR00328,S1621,2,07,11,91,1,5.0,0,R,,,,7.9,3.1,SW.BAG,20.3,3.88
96PR00329,S1622,2,07,10,91,1,5.0,0,M,,,,6.9,2.7,,22.63,3.75
96PR00330,S1637,2,07,12,91,1,5.0,0,C,,,,5.2,2.0,LAME LR ?BAG,22.24,3.52
96PR00331,S1640,2,07,11,91,1,5.0,0,R,,,,7.0,2.8,,26.71,4.28
96PR00332,S1645,2,07,12,91,1,5.0,0,C,,,,6.4,2.5,,23.47,4.04
96PR00333,S1652,2,07,12,91,1,5.0,0,C,,,,6.5,2.6,,20.4,3.29
96PR00334,S1667,2,07,12,91,1,5.0,0,C,,,,6.1,2.4,SW BAG,21.44,3.68
96PR00335,S1690,2,07,11,91,1,5.0,0,R,,,,6.2,2.4,L TEAT WART,25.99,4.4
96PR00336,S1738,2,07,13,91,1,5.0,0,F,,,,7.7,3.0,,25.96,3.76
96PR00337,S1749,2,42,12,91,1,5.0,0,C,,,,6.7,2.6,,17.67,3.1
96PR00338,S1795,2,07,11,91,1,5.0,0,R,,,,6.0,2.4,,27.02,4.31
96PR00339,S1806,2,42,11,91,1,5.0,0,R,,,,8.9,3.5,RP,26.29,4.41
96PR00340,S1810,2,42,13,91,1,5.0,0,F,,,,6.7,2.6,,22.34,4.23
96PR00341,S1829,2,42,12,91,1,5.0,0,C,,,,8.0,3.1,,24.24,3.95
96PR00342,S1830,2,42,13,91,1,5.0,0,F,,,,6.3,2.5,,26.0,4.32
96PR00343,S1885,2,07,12,91,1,5.0,0,C,,,,6.7,2.6,SM.BAG,24.08,4.18
96PR00344,S1889,2,07,13,91,1,5.0,0,F,,,,6.1,2.4,FIBERY?,21.47,3.52
96PR00345,S1895,2,07,11,91,1,5.0,0,R,,,,7.4,2.9,,23.77,3.72
96PR00346,S1900,2,42,11,91,1,5.0,0,R,,,,7.4,2.9,"5"" HORNS",23.0,3.94
96PR00347,S1910,2,07,13,91,1,5.0,0,F,,,,6.0,2.4,,23.81,4.35
96PR00348,S1919,2,07,13,91,1,5.0,0,F,,,,5.8,2.3,VLT @R,22.16,4.02
96PR00349,S1929,2,07,11,91,1,5.0,0,R,,,,6.2,2.4,,24.02,4.37
96PR00350,S1931,2,42,10,91,1,5.0,0,M,,,,6.3,2.5,,24.72,4.04
96PR00351,S1934,2,07,13,91,1,5.0,0,F,,,,5.9,2.3,,19.94,3.53
96PR00352,S1936,2,42,11,91,1,5.0,0,R,,,,6.5,2.6,,22.0,4.74
96PR00353,S1986,2,07,13,91,1,5.0,0,F,,,,8.6,3.4,LT 1SIDE,22.87,4.59
96PR00354,S2001,2,07,11,91,1,5.0,0,R,,,,6.2,2.4,,19.98,2.99
96PR00355,S2004,2,42,13,91,1,5.0,0,F,,,,6.8,2.7,,23.01,3.34
96PR00356,S2025,2,07,11,91,1,5.0,0,R,,,,6.8,2.7,SM BAG,21.58,3.55
96PR00357,S2032,2,07,10,91,1,5.0,0,M,,,,6.8,2.7,,22.42,3.83
96PR00358,S2047,2,07,13,91,1,5.0,0,F,,,,6.3,2.5,SW BAG,24.76,4.25
96PR00359,S2049,2,07,10,91,1,5.0,0,M,,,,7.6,3.0,,21.09,3.14
96PR00360,S2055,2,07,13,91,1,5.0,0,F,,,,5.6,2.2,,21.47,3.22
96PR00361,S2064,2,07,10,91,1,5.0,0,M,,,,6.3,2.5,,23.08,3.48
96PR00362,S2068,2,07,10,91,1,5.0,0,M,,,,5.7,2.2,,20.67,3.61
96PR00363,S2089,2,42,12,91,1,5.0,0,C,,,,7.5,3.0,"5BAG 2""SCURS",24.76,4.35
96PR00364,S2100,2,42,10,91,1,5.0,0,M,,,,6.0,2.4,,24.59,4.5
96PR00365,S2279,2,42,12,92,1,4.0,0,C,,,,6.1,2.4,,22.1,3.67
96PR00366,S2299,2,42,12,92,1,4.0,0,C,,,,6.4,2.5,,21.72,3.37
96PR00367,S2306,2,42,12,92,1,4.0,0,C,,,,8.4,3.3,,27.75,4.96
96PR00368,S2307,2,42,13,92,1,4.0,0,F,,,,9.8,3.9,,27.09,4.65
96PR00369,S2317,2,07,11,92,1,4.0,0,R,,,,6.2,2.4,,21.48,3.77
96PR00370,S2318,2,42,13,92,1,4.0,0,F,,,,8.2,3.2,,23.05,3.81
96PR00371,S2333,2,42,13,92,1,4.0,0,F,,,,8.2,3.2,,21.92,3.55
96PR00372,S2351,2,42,11,92,1,4.0,0,R,,,,6.8,2.7,,24.08,4.49
96PR00373,S2363,2,42,13,92,1,4.0,0,F,,,,8.0,3.1,,22.62,4.14
96PR00374,S2365,2,07,12,92,1,4.0,0,C,,,,6.2,2.4,THIN 94,19.98,3.34
96PR00375,S2370,2,07,13,92,1,4.0,0,F,,,,6.8,2.7,,22.97,3.89
96PR00376,S2378,2,07,11,92,1,4.0,0,R,,,,6.5,2.6,,20.39,3.59
96PR00377,S2379,2,42,11,92,1,4.0,0,R,,,,8.1,3.2,,23.38,4.38
96PR00378,S2380,2,42,11,92,1,4.0,0,R,,,,7.5,3.0,HARD BAG 94,24.1,4.29
96PR00379,S2399,2,07,13,92,1,4.0,0,F,,,,8.2,3.2,,25.09,3.94
96PR00380,S2413,2,07,10,92,1,4.0,0,M,,,,7.7,3.0,,25.93,4.41
96PR00381,S2444,2,07,13,92,1,4.0,0,F,,,,7.0,2.8,LAMErf HEALED,21.99,4.31
96PR00382,S2450,2,42,12,92,1,4.0,0,C,,,,8.3,3.3,,25.42,4.25
96PR00383,S2451,2,42,13,92,1,4.0,0,F,,,,6.8,2.7,,21.3,3.58
96PR00384,S2459,2,07,12,92,1,4.0,0,C,,,,6.4,2.5,,21.17,4.54
96PR00385,S2465,2,07,13,92,1,4.0,0,F,,,,7.0,2.8,,24.49,4.31
96PR00386,S2475,2,07,11,92,1,4.0,0,R,,,,6.0,2.4,,21.97,4.62
96PR00387,S2476,2,07,13,92,1,4.0,0,F,,,,6.5,2.6,4 FACE,22.66,3.84
96PR00388,S2484,2,42,10,92,1,4.0,0,M,,,,6.9,2.7,,24.43,4.0
96PR00389,S2492,2,07,13,92,1,4.0,0,F,,,,6.0,2.4,,23.47,3.94
96PR00390,S2493,2,42,13,92,1,4.0,0,F,,,,9.4,3.7,,23.94,4.65
96PR00391,S2495,2,42,10,92,1,4.0,0,M,,,,6.3,2.5,,20.43,3.51
96PR00392,S2506,2,07,12,92,1,4.0,0,C,,,,7.2,2.8,,24.38,4.06
96PR00393,S2521,2,07,10,92,1,4.0,0,M,,,,7.0,2.8,SM BAG 94,23.64,4.0
96PR00394,S2532,2,07,12,92,1,4.0,0,C,,,,8.0,3.1,,26.36,4.6
96PR00395,S2535,2,42,12,92,1,4.0,0,C,,,,7.0,2.8,ENTR,24.12,3.72
96PR00396,S2536,2,42,10,92,1,4.0,0,M,,,,7.0,2.8,ABS CHIN '96,20.8,3.36
96PR00397,S2537,2,42,12,92,1,4.0,0,C,,,,6.2,2.4,,21.82,4.05
96PR00398,S2539,2,42,10,92,1,4.0,0,M,,,,7.0,2.8,,24.6,3.96
96PR00399,S2541,2,07,10,92,1,4.0,0,M,,,,5.3,2.1,,22.91,3.66
96PR00400,S2544,2,41,10,92,1,4.0,0,M,,,,7.6,3.0,ENTR,21.95,3.81
96PR00401,S2579,2,07,10,92,1,4.0,0,M,,,,6.0,2.4,,21.87,4.06
96PR00402,S2580,2,07,12,92,1,4.0,0,C,,,,6.2,2.4,,21.96,3.51
96PR00403,S2584,2,07,10,92,1,4.0,0,M,,,,6.5,2.6,ENTR,22.11,3.6
96PR00404,S2586,2,42,10,92,1,4.0,0,M,,,,7.2,2.8,ENTR,21.75,3.73
96PR00405,S2590,2,07,12,92,1,4.0,0,C,,,,7.2,2.8,,23.01,3.98
96PR00406,S2610,2,07,13,92,1,4.0,0,F,,,,7.2,2.8,,24.13,3.53
96PR00407,S2619,2,42,11,92,1,4.0,0,R,,,,5.6,2.2,,20.45,3.51
96PR00408,S2622,2,42,12,92,1,4.0,0,C,,,,9.3,3.7,,26.02,4.22
96PR00409,S2623,2,07,10,92,1,4.0,0,M,,,,5.3,2.1,,23.03,4.1
96PR00410,S2654,2,42,11,92,1,4.0,0,R,,,,7.2,2.8,,23.94,3.93
96PR00411,S2675,2,42,11,92,1,4.0,0,R,,,,7.8,3.1,ENTR,22.24,4.09
96PR00412,S2679,2,42,10,92,1,4.0,0,M,,,,0.0,0.0,,0.0,0.0
96PR00413,S2682,2,07,11,92,1,4.0,0,R,,,,8.9,3.5,,25.87,4.13
96PR00414,S2686,2,07,13,92,1,4.0,0,F,,,,7.2,2.8,,24.09,4.09
96PR00415,S2689,2,41,12,92,1,4.0,0,C,,,,7.8,3.1,DYSTOCIA 94,25.69,4.59
96PR00416,S2691,2,07,10,92,1,4.0,0,M,,,,8.9,3.5,VLTSUCK1SIDE,22.85,3.35
96PR00417,S2692,2,07,11,92,1,4.0,0,R,,,,7.2,2.8,,22.93,4.36
96PR00418,S2694,2,07,13,92,1,4.0,0,F,,,,6.8,2.7,,20.2,3.48
96PR00419,S2695,2,07,11,92,1,4.0,0,R,,,,6.8,2.7,,21.85,3.62
96PR00420,S2696,2,07,12,92,1,4.0,0,C,,,,7.2,2.8,BIGTAG95,21.74,3.39
96PR00421,S2699,2,07,10,92,1,4.0,0,M,,,,5.5,2.2,LMG DISCHARGE,20.03,3.59
96PR00422,S2708,2,07,10,92,1,4.0,0,M,,,,6.2,2.4,,21.11,3.65
96PR00423,S2712,2,07,11,92,1,4.0,0,R,,,,7.3,2.9,SUCK1SIDE,21.54,4.03
96PR00424,S2715,2,07,10,92,1,4.0,0,M,,,,5.5,2.2,ABS R HIP 94,23.86,4.39
96PR00425,S2725,2,07,11,92,1,4.0,0,R,,,,5.3,2.1,,20.78,3.44
96PR00426,S2733,2,07,13,92,1,4.0,0,F,,,,7.3,2.9,ENTR,23.33,3.74
96PR00427,S2748,2,41,12,92,1,4.0,0,C,,,,8.5,3.3,,23.13,3.69
96PR00428,S2752,2,41,11,92,1,4.0,0,R,,,,8.4,3.3,WILD HORNED,23.5,5.05
96PR00429,S2775,2,42,11,92,1,4.0,0,R,,,,5.4,2.1,,19.97,4.57
96PR00430,S2794,2,07,11,92,1,4.0,0,R,,,,7.8,3.1,,22.77,4.54
96PR00431,S2806,2,07,12,92,1,4.0,0,C,,,,5.9,2.3,,24.38,5.31
96PR00432,S2814,2,07,13,92,1,4.0,0,F,,,,6.5,2.6,,23.18,4.44
96PR00433,S2828,2,07,10,92,1,4.0,0,M,,,,8.0,3.1,BIGTAG95???,20.46,3.35
96PR00434,S2829,2,07,13,92,1,4.0,0,F,,,,7.8,3.1,,24.12,4.5
96PR00435,S2831,2,07,13,92,1,4.0,0,F,,,,5.2,2.0,SH FLAT TEATS,22.92,4.15
96PR00436,S2846,2,42,13,92,1,4.0,0,F,,,,9.1,3.6,BLOODY MILK R,24.96,5.06
96PR00437,S2847,2,07,10,92,1,4.0,0,M,,,,7.4,2.9,,23.14,3.71
96PR00438,S2889,2,42,13,92,1,4.0,0,F,,,,7.8,3.1,,23.92,4.79
96PR00439,S2901,2,07,11,92,1,4.0,0,R,,,,7.0,2.8,,22.58,3.48
96PR00440,S2914,2,07,12,92,1,4.0,0,C,,,,5.7,2.2,ENTR,25.21,4.76
96PR00441,S2929,2,42,12,92,1,4.0,0,C,,,,6.7,2.6,THIN95,20.68,3.6
96PR00442,S2934,2,07,11,92,1,4.0,0,R,,,,5.2,2.0,,21.27,3.52
96PR00443,S2944,2,07,11,92,1,4.0,0,R,,,,5.5,2.2,,21.81,3.42
96PR00444,S2954,2,07,10,92,1,4.0,0,M,,,,6.0,2.4,,20.89,3.59
96PR00445,S2966,2,07,10,92,1,4.0,0,M,,,,6.3,2.5,,23.86,3.78
96PR00446,S2971,2,07,13,92,1,4.0,0,F,,,,7.9,3.1,RIND BAG,22.92,3.8
96PR00447,S2982,2,42,10,92,1,4.0,0,M,,,,8.3,3.3,,24.51,4.22
96PR00448,S2996,2,07,11,92,1,4.0,0,R,,,,7.2,2.8,VLT @R.,21.38,3.75
96PR00449,S3013,2,07,10,92,1,4.0,0,M,,,,6.1,2.4,,24.09,4.22
96PR00450,S3015,2,07,12,92,1,4.0,0,C,,,,6.8,2.7,,24.81,3.74
96PR00451,S3042,2,07,12,92,1,4.0,0,C,,,,9.2,3.6,BIGTAG95,25.98,4.46
96PR00452,S3045,2,07,13,92,1,4.0,0,F,,,,8.0,3.1,,21.94,3.5
96PR00453,S3081,2,42,11,92,1,4.0,0,R,,,,10.0,3.9,,24.23,4.36
96PR00454,S3082,2,07,10,92,1,4.0,0,M,,,,7.8,3.1,,21.89,3.3
96PR00455,S3086,2,07,13,92,1,4.0,0,F,,,,8.0,3.1,,23.89,4.06
96PR00456,S3088,2,07,11,92,1,4.0,0,R,,,,6.3,2.5,,22.54,4.34
96PR00457,S3104,2,07,12,92,1,4.0,0,C,,,,6.6,2.6,"5""HRN,TRY3-95",21.22,3.95
96PR00458,S3120,2,07,12,92,1,4.0,0,C,,,,6.9,2.7,,25.44,4.36
96PR00459,S3121,2,07,11,92,1,4.0,0,R,,,,6.5,2.6,,23.73,4.25
96PR00460,S3149,2,42,10,92,1,4.0,0,M,,,,6.3,2.5,,23.07,3.97
96PR00461,S3157,2,07,12,92,1,4.0,0,C,,,,6.5,2.6,VLTS,20.72,3.71
96PR00462,S3168,2,07,12,92,1,4.0,0,C,,,,5.9,2.3,,23.68,4.21
96PR00463,S3174,2,42,10,92,1,4.0,0,M,,,,7.5,3.0,,23.95,3.7
96PR00464,S3176,2,07,12,92,1,4.0,0,C,,,,7.2,2.8,SM BAG,23.11,4.09
96PR00465,S3186,2,07,10,92,1,4.0,0,M,,,,6.5,2.6,,23.41,3.55
96PR00466,S3202,2,07,12,92,1,4.0,0,C,,,,7.8,3.1,,25.45,4.41
96PR00467,S3220,2,07,12,92,1,4.0,0,C,,,,6.3,2.5,DYSTOCIA 95,23.46,4.05
96PR00468,S3285,2,42,11,92,1,4.0,0,R,,,,7.0,2.8,,23.58,3.91
96PR00469,S3302,2,07,12,92,1,4.0,0,C,,,,7.9,3.1,,21.5,3.5
96PR00470,S3308,2,07,12,92,1,4.0,0,C,,,,6.4,2.5,,26.43,5.21
96PR00471,S3320,2,42,13,92,1,4.0,0,F,,,,8.0,3.1,SUCK1SIDE LT,23.99,4.43
96PR00472,S3335,2,07,11,92,1,4.0,0,R,,,,7.0,2.8,,26.92,4.86
96PR00473,S3503,2,43,11,93,1,3.0,0,R,,,,7.3,2.9,,22.11,3.83
96PR00474,S3598,2,43,13,93,1,3.0,0,F,,,,6.7,2.6,,22.6,4.35
96PR00475,S3604,2,43,10,93,1,3.0,0,M,,,,7.8,3.1,,19.88,3.6
96PR00476,S3727,2,43,11,93,1,3.0,0,R,,,,8.1,3.2,ENTR,22.98,4.76
96PR00477,S3744,2,43,12,93,1,3.0,0,C,,,,6.8,2.7,,19.25,3.59
96PR00478,S3755,2,43,13,93,1,3.0,0,F,,,,8.0,3.1,,22.3,4.16
96PR00479,S3773,2,43,10,93,1,3.0,0,M,,,,8.7,3.4,,21.6,4.06
96PR00480,S3778,2,43,11,93,1,3.0,0,R,,,,7.3,2.9,,23.2,3.99
96PR00481,S3779,2,43,13,93,1,3.0,0,F,,,,6.3,2.5,,21.55,3.88
96PR00482,S3824,2,43,13,93,1,3.0,0,F,,,,7.0,2.8,,22.13,3.72
96PR00483,S3835,2,43,10,93,1,3.0,0,M,,,,7.4,2.9,,21.55,3.69
96PR00484,S3846,2,43,11,93,1,3.0,0,R,,,,8.2,3.2,,22.01,3.41
96PR00485,S3848,2,07,12,93,1,3.0,0,C,,,,7.3,2.9,,21.03,3.81
96PR00486,S3868,2,43,13,93,1,3.0,0,F,,,,9.0,3.5,ENTR,20.51,3.95
96PR00487,S3970,2,43,10,93,1,3.0,0,M,,,,7.3,2.9,,23.38,3.83
96PR00488,S4012,2,42,10,93,1,3.0,0,M,,,,6.8,2.7,,22.3,3.78
96PR00489,S4136,2,07,12,93,1,3.0,0,C,,,,6.8,2.7,,19.44,3.5
96PR00490,S4145,2,07,13,93,1,3.0,0,F,,,,8.2,3.2,,21.71,3.17
96PR00491,S4239,2,42,10,93,1,3.0,0,M,,,,6.1,2.4,,20.84,3.66
96PR00492,S4248,2,07,11,93,1,3.0,0,R,,,,9.1,3.6,,22.76,3.79
96PR00493,S4266,2,42,13,93,1,3.0,0,F,,,,7.0,2.8,,19.48,3.16
96PR00494,S4285,2,07,11,93,1,3.0,0,R,,,,5.8,2.3,,22.98,3.47
96PR00495,S4286,2,07,12,93,1,3.0,0,C,,,,6.6,2.6,,22.62,3.49
96PR00496,S4392,2,07,12,94,1,2.0,0,C,,,,6.4,2.5,WEAK,20.55,4.06
96PR00497,S4393,2,43,12,94,1,2.0,0,C,,,,6.9,2.7,4TEATS,21.64,3.76
96PR00498,S4396,2,07,12,94,1,2.0,0,C,,,,5.3,2.1,,21.73,4.05
96PR00499,S4397,2,07,12,94,1,2.0,0,C,,,,7.9,3.1,4TEATS,24.33,4.29
96PR00500,S4398,2,07,11,94,1,2.0,0,R,,,,7.0,2.8,,20.35,3.6
96PR00501,S4403,2,07,13,94,1,2.0,0,F,,,,7.8,3.1,,21.99,3.92
96PR00502,S4410,2,42,13,94,1,2.0,0,F,,,,7.3,2.9,,21.5,3.81
96PR00503,S4424,2,07,10,94,1,2.0,0,M,,,,7.2,2.8,,22.01,3.45
96PR00504,S4430,2,07,11,94,1,2.0,0,R,,,,6.3,2.5,R.P.,24.3,4.88
96PR00505,S4434,1,07,12,94,1,2.0,0,C,,2,3+,7.7,3.0,NOTABUM,22.7,4.55
96PR00506,S4435,2,07,11,94,1,2.0,0,R,,,,7.0,2.8,,25.51,4.42
96PR00507,S4438,2,42,13,94,1,2.0,0,F,,,,7.2,2.8,WEAK COLD,19.08,2.94
96PR00508,S4439,2,42,13,94,1,2.0,0,F,,,,8.0,3.1,,22.29,4.64
96PR00509,S4443,2,43,12,94,1,2.0,0,C,,,,7.0,2.8,@MUDLAKEFEB95,25.04,5.21
96PR00510,S4447,2,07,11,94,1,2.0,0,R,,,,6.2,2.4,,26.05,6.45
96PR00511,S4459,2,07,12,94,1,2.0,0,C,,,,7.5,3.0,4TEATS,22.94,3.62
96PR00512,S4462,2,43,12,94,1,2.0,0,C,,,,7.5,3.0,LA200 LUNGS96,25.79,6.02
96PR00513,S4466,2,07,11,94,1,2.0,0,R,,,,7.5,3.0,WEAK,27.72,4.59
96PR00514,S4468,2,07,11,94,1,2.0,0,R,,,,6.9,2.7,,21.7,3.57
96PR00515,S4474,2,07,11,94,1,2.0,0,R,,,,6.2,2.4,,23.97,4.39
96PR00516,S4476,1,07,12,94,1,2.0,0,C,,2,3-,8.0,3.1,,23.96,3.71
96PR00517,S4478,2,42,11,94,1,2.0,0,R,,,,7.8,3.1,4TEATS,24.47,4.06
96PR00518,S4481,2,07,11,94,1,2.0,0,R,,,,6.1,2.4,,22.04,3.94
96PR00519,S4485,2,42,12,94,1,2.0,0,C,,,,7.2,2.8,,22.46,4.12
96PR00520,S4486,1,07,11,94,1,2.0,0,R,,6,3,7.5,3.0,,22.14,4.92
96PR00521,S4492,2,42,10,94,1,2.0,0,M,,,,6.5,2.6,,21.05,3.91
96PR00522,S4494,1,07,10,94,1,2.0,0,M,,2,3-,6.8,2.7,4TEATS,23.21,4.18
96PR00523,S4497,2,07,12,94,1,2.0,0,C,,,,6.2,2.4,LOPSIDE UDDER,21.57,4.22
96PR00524,S4501,2,42,13,94,1,2.0,0,F,,,,7.8,3.1,4TEATS,19.76,3.62
96PR00525,S4502,1,42,13,94,1,2.0,0,F,,6,2,8.1,3.2,BAD HORN R,21.13,3.64
96PR00526,S4503,2,43,10,94,1,2.0,0,M,,,,8.0,3.1,,21.45,3.64
96PR00527,S4513,2,43,11,94,1,2.0,0,R,,,,7.9,3.1,4TEATS,22.75,3.91
96PR00528,S4517,2,07,10,94,1,2.0,0,M,,,,6.9,2.7,ENTR,21.0,3.37
96PR00529,S4520,1,42,12,94,1,2.0,0,C,,3,2,8.8,3.5,,21.28,3.58
96PR00530,S4522,2,07,12,94,1,2.0,0,C,,,,8.9,3.5,,26.7,5.3
96PR00531,S4536,2,07,13,94,1,2.0,0,F,,,,8.9,3.5,,23.94,4.4
96PR00532,S4539,2,07,13,94,1,2.0,0,F,,,,7.6,3.0,,22.96,3.94
96PR00533,S4543,2,43,13,94,1,2.0,0,F,,,,7.9,3.1,BIGTAG95,23.39,4.65
96PR00534,S4549,1,07,11,94,1,2.0,0,R,,7,3+,4.8,1.9,7H,22.49,4.79
